state,election_date,jurisdiction_type,county_name,precinct_name,name,address
MS,2012-11-06,county,Bolivar,Cleveland Courthouse,CLEVELAND COURTHOUSE,"BOLIVAR COUNTY COURTHOUSE-200 SOUTH COURT ST, CLEVELAND, MS 38732"
MS,2012-11-06,county,Bolivar,Duncan-Alligator,DUNCAN-ALLIGATOR,"DUNCAN CITY HALL- 116 WEST PARK SOUTH, DUNCAN, MS 38740"
MS,2012-11-06,county,Bolivar,East Central Cleveland,EAST CENTRAL CLEVELAND,"OLD ST. PHILLIP CHURCH- 902 ALOE AVE, CLEVELAND, MS 38732"
MS,2012-11-06,county,Bolivar,East Cleveland,EAST CLEVELAND,"UNITED LIFE CENTER- 101 MARTIN LUTHER KING DRIVE, CLEVLEAND, MS 38732"
MS,2012-11-06,county,Bolivar,East Rosedale,EAST ROSEDALE,"ROSEWOOD APARTMENTS- 1106 PEAVINE ROAD, ROSEDALE, MS 38769"
MS,2012-11-06,county,Bolivar,Eastgate,EASTGATE,"CAMILLA APARTMENTS ADMINISTRATIVE BUILDING- 1300 CROSS ST EAST, CLEVELAND, MS 38732"
MS,2012-11-06,county,Bolivar,Gunnison,GUNNISON,"GUNNISON TOWN HALL, GUNNISON, MS 38746"
MS,2012-11-06,county,Bolivar,Longshot,LONGSHOT,"STAND ALONE BUILDING- 586 LONGSHOT LITTON, SHAW, MS 38773"
MS,2012-11-06,county,Bolivar,Merigold,MERIGOLD,"MERIGOLD TOWN HALL- 107 SOUTH FRONT ST, MERIGOLD, MS 38759"
MS,2012-11-06,county,Bolivar,Mound Bayou,MOUND BAYOU,"MUNICIPAL FIRE STATION- 108 DAVIS AVE, MOUND BAYOU, MS 38762"
MS,2012-11-06,county,Bolivar,North Cleveland,NORTH CLEVELAND,"CLEVELAND SCHOOL ADMINISTRATIVE BUILDING- 305 MERRITT DR, CLEVELAND, MS 38732"
MS,2012-11-06,county,Bolivar,North West Cleveland,NORTH WEST CLEVELAND,"WALTER SILLERS COLISEUM- WEST SUNFLOWER ROAD, CLEVELAND, MS 38732"
MS,2012-11-06,county,Bolivar,Pace,PACE,"PACE TOWN HALL- 333 JANNIE WASHINGTON ST, PACE, MS 38764"
MS,2012-11-06,county,Bolivar,Renova,RENOVA,"RENOVA TOWN HALL, RENOVA, MS 38732"
MS,2012-11-06,county,Bolivar,Scott,SCOTT COMMUITY CENTER- 1 COTTON ROW,"DEER CREEK DR, SCOTT, MS 38772"
MS,2012-11-06,county,Bolivar,Shaw,SHAW,"SHAW EDUCATIONAL AND CULTRAL CENTER- 125 PEELER AVE, SHAW, MS 38773"
MS,2012-11-06,county,Bolivar,Shelby Precinct,SHELBY PRECINCT,"SHELBY POLICE STATION- 305 THIRD AVE, SHELBY, MS 38774"
MS,2012-11-06,county,Bolivar,Skene,SKENE,"SKENE BAPTIST CHURCH- 2174 HIGHWAY 446, SKENE, MS 38730"
MS,2012-11-06,county,Bolivar,South Cleveland,SOUTH CLEVELAND,"HAYNES BUILDING- 1805 SOUTH CHRISMAN ST, CLEVELAND, MS 38732"
MS,2012-11-06,county,Bolivar,Stringtown,STRINGTOWN,"OLD HERBERT STORE- STRINGTOWN ROAD, BENOIT, MS 38725"
MS,2012-11-06,county,Bolivar,West Central Cleveland,WEST CENTRAL CLEVELAND,"FIRST CHURCH OF NAZARENE- 700 YALE ST, CLEVELAND, MS 38732"
MS,2012-11-06,county,Bolivar,West Cleveland,WEST CLEVELAND,"IMMANUEL BAPTIST CHURCH- 1300 LAMAR ST, CLEVELAND, MS 38732"
MS,2012-11-06,county,Bolivar,West Rosedale,WEST ROSEDALE,"BOLIVAR COUNTY COURTHOUSE- 801 MAIN ST, ROSEDALE, MS 38769"
MS,2012-11-06,county,Bolivar,Winstonville,WINSTONVILLE,"WINSTONVILLE CITY HALL, WINSTONVILLE, MS 38781"
MS,2012-11-06,county,Bolivar,mb,MOUND BAYOU,"MUNICIPAL FIRE STATION- 108 DAVIS AVE, MOUND BAYOU, MS 38762"
MS,2012-11-06,county,Calhoun,Banner,BANNER FIRE DEPT.,"516 HWY 9W (FIRE DEPT.), BRUCE, MS 38915"
MS,2012-11-06,county,Calhoun,Bruce #3,BRUCE FIRE DEPT.,"118 E CALHOUN ST. (FIRE DEPT.), BRUCE, MS 38915"
MS,2012-11-06,county,Calhoun,Calhoun City #1,WORD OF FAITH CHURCH,"902 N MAIN ST HWY 9, CALHOUN CITY, MS 38916"
MS,2012-11-06,county,Calhoun,Calhoun City 4,CALHOUN CITY FIRE DEPT.,"201 E RUSSEL AVE (FIRE DEPT.), CALHOUN CITY, MS 38916"
MS,2012-11-06,county,Calhoun,Derma #5,DERMA FIRE DEPT.,"310 E LAWRENCE AVE (FIRE DEPT.), DERMA, MS 38839"
MS,2012-11-06,county,Calhoun,Northeast Calhoun,NE CALHOUN FIRE DEPT.,"2A CR 151 (FIRESTATION), HOULKA, MS 38850"
MS,2012-11-06,county,Calhoun,Pittsboro #1,COUNTY COURTHOUSE,"103 W MAIN ST. (COURTROOM), PITTSBORO, MS 38951"
MS,2012-11-06,county,Calhoun,Pittsboro #2,PITTSBORO FIRE DEPT.,"117 E MAIN ST. (FIRE DEPARTMENT), PITTSBORO, MS 38951"
MS,2012-11-06,county,Calhoun,Vardaman,VARDAMAN FIRE DEPT.,"109 N. RUSSELL ST. (FIRE DEPT.), VARDAMAN, MS 38878"
MS,2012-11-06,county,Carroll,430 School,430 SCHOOL PRECINCT,"22 CR 165, COILA, MS 38923"
MS,2012-11-06,county,Carroll,Black Hawk,BLACK HAWK FIRE STATION,"35031 HWY 430, COILA, MS 38923"
MS,2012-11-06,county,Carroll,Calvary,CALVARY FIRE STATION,"5246 CR 94, GRENADA, MS 38901"
MS,2012-11-06,county,Carroll,Carrollton,CARROLLTON COURTHOUSE BOARD ROOM,"600 LEXINGTON ST, CARROLLTON, MS 38917"
MS,2012-11-06,county,Carroll,East Vaiden,EAST VAIDEN COURTROOM,"803 FRONT ST, VAIDEN, MS 39176"
MS,2012-11-06,county,Carroll,Fire Tower,FIRE TOWER PRECINCT,"72 CR 296, CARROLLTON, MS 38917"
MS,2012-11-06,county,Carroll,Gravel Hill,GRAVEL HILL FIRE STATION,"695 CR 23, GREENWOOD, MS 38930"
MS,2012-11-06,county,Carroll,Jefferson,JEFFERSON LIBERTY BC LIFE CENTER,"3819 CR 100, CARROLLTON, MS 38917"
MS,2012-11-06,county,Carroll,McCarley,MCCARLEY MCANERNEY'S RESTAURANT,"4398 CR 282, MCCARLEY, MS 38943"
MS,2012-11-06,county,Carroll,North Carrollton,NORTH CARROLLTON CITY HALL BOARD ROOM,"114 E MAIN ST, NORTH CARROLLTO, MS 38947"
MS,2012-11-06,county,Carroll,Rays Shop,RAYS SHOP MT PISGAH FIRE STATION,"287 CR 41, CARROLLTON, MS 38917"
MS,2012-11-06,county,Carroll,Salem,SALEM FIRE STATION,"45204 HWY 430, VAIDEN, MS 39176"
MS,2012-11-06,county,Carroll,West Carroll,WEST CARROLL FIRE STATION,"158 CR 531, GREENWOOD, MS 38930"
MS,2012-11-06,county,Carroll,West Vaiden,WEST VAIDEN BOARD ROOM,"803 FRONT ST, VAIDEN, MS 39176"
MS,2012-11-06,county,Chickasaw,Anchor 001,ANC-ANCHOR VOTING HOUSE 001,"650 CR 416, WOODLAND, MS 39776"
MS,2012-11-06,county,Chickasaw,Buena Vista 002,BV-BUENA VISTA VOTING HOUSE 002,"CR 172, HOUSTON, MS 38851"
MS,2012-11-06,county,Chickasaw,East Okolona 004,EO-OKOLONA CITY AUDITORIUM 004,"215 MAIN ST, OKOLONA, MS 38860"
MS,2012-11-06,county,Chickasaw,Egypt 003,EGT-EGYPT VOTING CENTER 003,"CR 177, OKOLONA, MS 38860"
MS,2012-11-06,county,Chickasaw,North Houlka 005,NHK-HOULKA COMMUNITY CENTER 005,"612 HWY 32 E, HOULKA, MS 38850"
MS,2012-11-06,county,Chickasaw,North Okolona 006,NO-OKOLONA NATIONAL GUARD ARMORY 006,"214 W MONROE AVE, OKOLONA, MS 38860"
MS,2012-11-06,county,Chickasaw,Northwest Houston 007,NWH-HOUSTON NATIONAL GUARD ARMORY 007,"653 PEARL ST, HOUSTON, MS 38851"
MS,2012-11-06,county,Chickasaw,Pearsall 009,PSL-PEARSALL VOTING HOUSE 009,"871 CR 92, HOUSTON, MS 38851"
MS,2012-11-06,county,Chickasaw,Pleasant Grove Thorn 008,PG-THORN COMMUNITY CENTER 008,"106 CR 37, HOUSTON, MS 38851"
MS,2012-11-06,county,Chickasaw,South Houlka 011,SHK-HOULKA COMMUNITY CENTER 011,"612 HWY 32 E, HOULKA, MS 38850"
MS,2012-11-06,county,Chickasaw,Southeast Houston 010,SEH-HOUSTON CIVIC CENTER 010,"635 STARKVILLE RD, HOUSTON, MS 38851"
MS,2012-11-06,county,Chickasaw,Sparta 012,SPA-SPARTA OPRY HOUSE 012,"634 CR 419, WOODLAND, MS 39776"
MS,2012-11-06,county,Chickasaw,Van Vleet 013,VV-CHICKASAW COUNTY BARN 013,"146 CR 412, HOUSTON, MS 38851"
MS,2012-11-06,county,Chickasaw,West Okolona 014,WO-OKOLONA NATIONAL GUARD 014,"214 W MONROE AVE, OKOLONA, MS 38860"
MS,2012-11-06,county,Chickasaw,Woodland 015,WOOD-WOODLAND CITY HALL 015,"120 MARKET ST, WOODLAND, MS 39776"
MS,2012-11-06,county,Choctaw,ACKERMAN TOWN HALL,ACKERMAN TOWN HALL,"MAIN ST, ACKERMAN, MS 39735"
MS,2012-11-06,county,Choctaw,Bywy,BYWY FIRE DEPARTMENT,"320 BYWY CHURCH RD, ACKERMAN, MS 39735"
MS,2012-11-06,county,Choctaw,Chester,CHESTER COMMUNITY CENTER,"44 EAST ROAD, ACKERMAN, MS 39735"
MS,2012-11-06,county,Choctaw,District 5,ACKERMAN COMMUNITY CENTER,"895 COLLEGE STREET, ACKERMAN, MS 39735"
MS,2012-11-06,county,Choctaw,FRENCH CAMP FIRE DEPT,FRENCH CAMP FIRE DEPARTMENT,"6069 MS HIGHWAY 413, FRENCH CAMP, MS 39745"
MS,2012-11-06,county,Choctaw,Fentress,BLANTON'S PIANO SERVICE,"1 S. AIRPORT RD, ACKERMAN, MS 39735"
MS,2012-11-06,county,Choctaw,French Camp,FRENCH CAMP FIRE DEPARTMENT,"6069 MS HIGHWAY 413, FRENCH CAMP, MS 39745"
MS,2012-11-06,county,Choctaw,Hebron,HEBRON ROAD,"7519 HEBRON ROAD, EUPORA, MS 39744"
MS,2012-11-06,county,Choctaw,Kenego,BEAT 3 COUNTY BARN,"5300 STEWART WEIR ROAD, WEIR, MS 39772"
MS,2012-11-06,county,Choctaw,Panhandle,PANHANDLE FIRE DEPARTMENT,"3525 WEIR PANHANDLE ROAD, MCCOOL, MS 39108"
MS,2012-11-06,county,Choctaw,Reform,REFORM FIRE DEPARTMENT,"142 PLAINERMILL ROAD, ACKERMAN, MS 39735"
MS,2012-11-06,county,Choctaw,Sherwood,SHERWOOD COMMUNITY CENTER,"23 E. SHERWOOD OCL RD, MATHISTON, MS 39752"
MS,2012-11-06,county,Choctaw,Southwest Ackerman,ACKERMAN ELEMENTARY SCHOOL,"8475 MS HIGHWAY 15, ACKERMAN, MS 39735"
MS,2012-11-06,county,Choctaw,WEIR FIRE DEPT,WEIR FIRE DEPARTMENT,"46 N. ANN STREET, WEIR, MS 39772"
MS,2012-11-06,county,Choctaw,West Weir,WEIR SCHOOL GYMNASIUM,"265 MARION KELLY DR WEIR SCHOOL GYMNASIUM, WEIR, MS 39777"
MS,2012-11-06,county,Claiborne,County Precinct 1-A,MAGNOLIA CHURCH,
MS,2012-11-06,county,Claiborne,County Precinct 1-B,SOUTH CLAIBORNE COUNTY MAINT. FACILITY,
MS,2012-11-06,county,Claiborne,County Precinct 1-C,ALCORN STATE UNIVERSITY,
MS,2012-11-06,county,Claiborne,County Precinct 2,CLAIBORNE COUNTY FIRE DEPARTMENT,
MS,2012-11-06,county,Claiborne,County Precinct 3-A,OLD NATIONAL GUARD ARMORY,
MS,2012-11-06,county,Claiborne,County Precinct 3-B,COMMUNITY CENTER (MID WAY),
MS,2012-11-06,county,Claiborne,County Precinct 4-A,HERMANVILLE NUTRITION CENTER,
MS,2012-11-06,county,Claiborne,County Precinct 4-B,HERMANVILLE NUTRITION CENTER,
MS,2012-11-06,county,Claiborne,County Precinct 4-C,AMERICAN PAPER TUBE,
MS,2012-11-06,county,Claiborne,County Precinct 5-A,PATTISON FIRE STATION,
MS,2012-11-06,county,Claiborne,County Precinct 5-B,PATTIOSN FIRE STATION,
MS,2012-11-06,county,Clarke,Beaverdam,BVDM VFD,"13327 CO. RD. 210, SHUBUTA, MS 39360"
MS,2012-11-06,county,Clarke,Carmichael,CARM COMM CTR,"4507 CO. RD. 630, QUITMAN, MS 39355"
MS,2012-11-06,county,Clarke,Desoto,DESOTO VFD,"157 CO. RD. 114, SHUBUTA, MS 39360"
MS,2012-11-06,county,Clarke,East Quitman,BOY SCOUT HUT,"301 S. JACKSON AVE., QUITMAN, MS 39355"
MS,2012-11-06,county,Clarke,Energy,ENERGY VOTING HOUSE,"8841 CO. RD. 514, MERIDIAN, MS 39301"
MS,2012-11-06,county,Clarke,Enterprise,ENTERPRISE VFD,"102 HWY. 513, ENTERPRISE, MS 39330"
MS,2012-11-06,county,Clarke,Harmony Dist. 1,MEETING PLACE,"1849 HWY 18 W, QUITMAN, MS 39355"
MS,2012-11-06,county,Clarke,Harmony Dist. 2,HARMONY VFD,"532 CO. RD. 282, QUITMAN, MS 39355"
MS,2012-11-06,county,Clarke,Langsdale,LANGSDALE COMM CTR,"5681 CO. RD. 610, SHUBUTA, MS 39360"
MS,2012-11-06,county,Clarke,Manassa,MANASSA COMM CTR,"3867 CO. RD. 511, QUITMAN, MS 39355"
MS,2012-11-06,county,Clarke,North Quitman,BOYS & GIRLS CLUB,"341 NORTH JACKSON AVE., QUITMAN, MS 39355"
MS,2012-11-06,county,Clarke,Oakgrove,OK GRV VOTING HOUSE,"31 CO. RD. 2661, SHUBUTA, MS 39360"
MS,2012-11-06,county,Clarke,Pachuta,PACHUTA TOWN HALL,"15537 HWY 11, PACHUTA, MS 39347"
MS,2012-11-06,county,Clarke,Pineridge,PINERIDGE COMM CTR,"17130 HWY 18 E., QUITMAN, MS 39355"
MS,2012-11-06,county,Clarke,Rolling Creek,RC VFD,"1556 CO.RD. 345, QUITMAN, MS 39355"
MS,2012-11-06,county,Clarke,Shubuta,SHU MULTI PURP BLDG,"160 GRAHAM ST., SHUBUTA, MS 39360"
MS,2012-11-06,county,Clarke,Souinlovie,CHURCH FELLOWSHIP HALL,"71 CO. RD. 324, ENTERPRISE, MS 39330"
MS,2012-11-06,county,Clarke,South Quitman,QTM MULTI PURP BLDG,"101 WESTWOOD AVE., QUITMAN, MS 39355"
MS,2012-11-06,county,Clarke,Springs,SPRINGS VFD,"8005 CO. RD. 511, QUITMAN, MS 39355"
MS,2012-11-06,county,Clarke,Stonewall Dist. 3,STNW TOWN HALL,"801 S. ERWIN RD., STONEWALL, MS 39363"
MS,2012-11-06,county,Clarke,Stonewall Dist. 1,STNW 1 VOTING HOUSE,"6803 HWY 513, STONEWALL, MS 39363"
MS,2012-11-06,county,Clarke,Union,UNION COMM CTR,"114 HWY 514, MERIDIAN, MS 39301"
MS,2012-11-06,county,Clay,Cairo,CAIRO VOTER BUILDING,"10851 HIGHWAY 46, CEDAR BLUFF, MS 39741"
MS,2012-11-06,county,Clay,Caradine,CARADINE VOTER BUILDING,"14252 UNA-BRAND ROAD, PRAIRIE, MS 39756"
MS,2012-11-06,county,Clay,Cedar Bluff,CEDAR BLUFF - COMMUNITY CENTER,"197 HENRYVILLE ROAD, CEDAR BLUFF, MS 39741"
MS,2012-11-06,county,Clay,Central-West Point,COUNTY COMPLEX,"330 W. BROAD STREET, WEST POINT, MS 39773"
MS,2012-11-06,county,Clay,East-West Point,AMERICAN LEGION HUT,"515 WESTBROOK, WEST POINT, MS 39773"
MS,2012-11-06,county,Clay,North-West Point,RECREATION CENTER,"1032 WOOD STREET, WEST POINT, MS 39773"
MS,2012-11-06,county,Clay,Pheba,PHEBA - VOTER BUILDING,"21523 HIGHWAY 50 W, PHEBA, MS 39755"
