state,jurisdiction_type,county_name,precinct_name,name,address,polling_place_type
SD,county,Lincoln,Springdale Township ,United Methodist Church,,polling_place
SD,county,Lincoln,Fairview Inc/Fairview Township ,Bethany Lutheran Church,,polling_place
SD,county,Lincoln,Delapre Township ,Tea City Hall,,polling_place
SD,county,Lincoln,Tea City ,Tea City Hall,,polling_place
SD,county,Lincoln,Sioux Falls 1-14 ,Central Baptist Church,,polling_place
SD,county,Lincoln,Sioux Falls 1-13 ,Central Baptist Church,,polling_place
SD,county,Lincoln,Sioux Falls 1-12 ,First Evangelical Free Church,,polling_place
SD,county,Lincoln,Sioux Falls 1-11 ,First Evangelical Free Church,,polling_place
SD,county,Lincoln,Sioux Falls 1-16 ,Central Baptist Church,,polling_place
SD,county,Lincoln,Sioux Falls 2-10 ,Faith Baptist Fellowship Church,,polling_place
SD,county,Lincoln,Sioux Falls 2-11 ,Faith Baptist Fellowship Church,,polling_place
SD,county,Lincoln,Sioux Falls 2-12 ,Linwood Wesleyan Church,,polling_place
SD,county,Lincoln,Sioux Falls 2-13 ,Linwood Wesleyan Church,,polling_place
SD,county,Lincoln,Sioux Falls 2-15 ,Faith Baptist Fellowship Church,,polling_place
SD,county,Lyman,#01 IONA ,#01 IONA COMMUNITY CENTER,,polling_place
SD,county,Lyman,#04 OACOMA ,#04 OACOMA COMMUNITY CENTER,,polling_place
SD,county,Lyman,#06 RELIANCE ,#06 RELIANCE METHODIST CHURCH,,polling_place
SD,county,Lyman,#07 LOWER BRULE ,#07 GOLDEN BUFFALO CONVENTION CENTER,,polling_place
SD,county,Lyman,#09 KENNEBEC ,#09 LYMAN COUNTY COURTHOUSE,,polling_place
SD,county,Lyman,#12 PRESHO ,#12 PRESHO METHODIST CHURCH,,polling_place
SD,county,Lyman,#13 VIVIAN ,#13 VIVIAN FIRE HALL,,polling_place
SD,county,Marshall,Fun After Fifty ,Fun After Fifty,,polling_place
SD,county,Marshall,Community Bldg ,County Community Building,,polling_place
SD,county,Marshall,Community Bldg 3 & Miller ,County Community Building,,polling_place
SD,county,Marshall,Langford Area ,Langford City Hall,,polling_place
SD,county,Marshall,Veblen Area ,Veblen City Hall,,polling_place
SD,county,Marshall,Lake City Area ,St. Joseph's Catholic Church,,polling_place
SD,county,Marshall,Eden Area ,Eden Community Center,,polling_place
SD,county,Marshall,"Pl Valley, White, Victor ",Britton-Hecla School Auditorium,,polling_place
SD,county,Marshall,Britton Twps ,Britton-Hecla School Auditorium,,polling_place
SD,county,McCook,Montrose Area ,Montrose Community Center,,polling_place
SD,county,McCook,Spencer Area ,Spencer Community Center,,polling_place
SD,county,McCook,Canistota Area ,Canistota Legion Hall ,,polling_place
SD,county,McCook,Bridgewater Area ,Bridgewater Fire Hall,,polling_place
SD,county,McCook,Salem City ,Salem Nat'l Guard Armory,,polling_place
SD,county,McCook,Salem Area-Rural ,Salem Nat'l Guard Armory,,polling_place
SD,county,McPherson,northeast leola ,McPherson County Courthouse,,polling_place
SD,county,McPherson,southeast leola ,McPherson County Courthouse,,polling_place
SD,county,McPherson,101 ,Long Lake Fire Hall,,polling_place
SD,county,McPherson,central ,Eureka Fire Hall,,polling_place
SD,county,McPherson,northwest ,Eureka Fire Hall,,polling_place
SD,county,McPherson,southwest ,Eureka Fire Hall,,polling_place
SD,county,Meade,Alkali #6A ,Alkali Community Hall,,polling_place
SD,county,Meade,Base #23 ,Vandenberg School,,polling_place
SD,county,Meade,Bear Butte #9 ,Sturgis Community Center,,polling_place
SD,county,Meade,Black Hawk #14 ,Black Hawk Fire Department,,polling_place
SD,county,Meade,Central Black Hawk #19 ,Black Hawk Fire Department,,polling_place
SD,county,Meade,Central Sturgis #3 ,Sturgis Community Center,,polling_place
SD,county,Meade,Chalk Butte #27 ,Central Meade Co. Community Center,,polling_place
SD,county,Meade,East Piedmont #12 ,Piedmont Community Hall,,polling_place
SD,county,Meade,East Sturgis #1 ,Sturgis Community Center,,polling_place
SD,county,Meade,Elk Vale #21 ,Vandenberg School,,polling_place
SD,county,Meade,Ellsworth #22 ,Vandenberg School,,polling_place
SD,county,Meade,Elm Springs #18 ,Elm Springs Fire Department,,polling_place
SD,county,Meade,Fairpoint #29 ,Central Meade Co. Community Center,,polling_place
SD,county,Meade,Faith #31 ,Faith Community Center,,polling_place
SD,county,Meade,Harmony #8 ,Sturgis Community Center,,polling_place
SD,county,Meade,Hereford #20 ,Hereford Hall,,polling_place
SD,county,Meade,Marcus #41 ,Marcus Church,,polling_place
SD,county,Meade,Northeast Sturgis #1A ,Sturgis Community Center,,polling_place
SD,county,Meade,Northwest Sturgis #5 ,Sturgis Community Center,,polling_place
SD,county,Meade,Piedmont #11 ,Piedmont Community Hall,,polling_place
SD,county,Meade,Pine #33 ,Opal School,,polling_place
SD,county,Meade,Red Owl #30 ,RNA Hall,,polling_place
SD,county,Meade,Rural Black Hawk #15 ,Black Hawk Fire Department,,polling_place
SD,county,Meade,Rural Sturgis #7 ,Sturgis Community Center,,polling_place
SD,county,Meade,South Sturgis #2A ,Sturgis Community Center,,polling_place
SD,county,Meade,Southeast Piedmont #13 ,Piedmont Community Hall,,polling_place
SD,county,Meade,Southeast Sturgis #2 ,Sturgis Community Center,,polling_place
SD,county,Meade,Southwest Sturgis #4A ,Sturgis Community Center,,polling_place
SD,county,Meade,Sturgis #5A ,Sturgis Community Center,,polling_place
SD,county,Meade,Sulphur #35 ,Mud Butte Fire Hall,,polling_place
SD,county,Meade,Summerset #10 ,Summerset City Hall,,polling_place
SD,county,Meade,Tilford #6 ,Sturgis Community Center,,polling_place
SD,county,Meade,Union #40 ,Plainview Hall,,polling_place
SD,county,Meade,Viewfield #17 ,New Underwood Community Center,,polling_place
SD,county,Meade,West Black Hawk #16 ,Black Hawk Fire Department,,polling_place
SD,county,Meade,West Elk Vale #24 ,Vandenberg School,,polling_place
SD,county,Meade,West Sturgis #4 ,Sturgis Community Center,,polling_place
SD,county,Meade,White Owl #25 ,White Owl Community Hall,,polling_place
SD,county,Mellette,Central ,Emergency Services Building,,polling_place
SD,county,Mellette,East ,Wood Community Hall,,polling_place
SD,county,Mellette,West ,Norris Township Hall,,polling_place
SD,county,Mellette,White River ,Emergency Services Building,,polling_place
SD,county,Miner,Howard City Ward 1 ,Howard City Armory,,polling_place
SD,county,Miner,Howard City Ward 2 ,Howard City Armory,,polling_place
SD,county,Miner,Howard City Ward 3 ,Howard City Armory,,polling_place
SD,county,Miner,"Vermillion, Canova, Rock Creek- ",Canova C.A.R.E. Center,,polling_place
SD,county,Miner,"Beaver, Clinton, Miner ",Fedora Fire Hall,,polling_place
SD,county,Miner,Clearwater Howard Roswell Twps ,Howard City Armory,,polling_place
SD,county,Miner,Henden Adams Belleview Grafton ,Howard City Armory,,polling_place
SD,county,Miner,Gr Valley Carthage Redstone Twp ,Carthage Fire Hall,,polling_place
SD,county,Minnehaha,5-17 ,Asbury United Methodist Church,,polling_place
SD,county,Minnehaha,1-2 ,St Mark's Lutheran Church,,polling_place
SD,county,Minnehaha,1-3 ,O'Gorman High School,,polling_place
SD,county,Minnehaha,1-4 (Including: 1-5) ,Center for Active Generations,,polling_place
SD,county,Minnehaha,1-6 ,Sunnycrest United Methodist Church,,polling_place
SD,county,Minnehaha,1-8 ,Kuehn Community Center,,polling_place
SD,county,Minnehaha,1-9 ,Peace Lutheran Church,,polling_place
SD,county,Minnehaha,1-10 ,JFK School,,polling_place
SD,county,Minnehaha,1-17 ,RF Pettigrew Elementary School,,polling_place
SD,county,Minnehaha,2-1 ,VFW Club,,polling_place
SD,county,Minnehaha,2-2 ,Ronning Branch Library,,polling_place
SD,county,Minnehaha,2-3 (Including: 2-6) ,Morningside Community Center,,polling_place
SD,county,Minnehaha,2-4 ,Holy Apostles Episcopal Church,,polling_place
SD,county,Minnehaha,2-7 ,Lord of Life Lutheran Church,,polling_place
SD,county,Minnehaha,2-8 (Including: 2-14) ,Avera Prince of Peace Retirement Community,,polling_place
SD,county,Minnehaha,2-9 ,Calvary Assembly of God,,polling_place
SD,county,Minnehaha,3-5 ,Central Services Center,,polling_place
SD,county,Minnehaha,3-6 ,Axtell Park Middle School,,polling_place
SD,county,Minnehaha,3-7 ,Oyate Community Center,,polling_place
SD,county,Minnehaha,3-8 ,Trinity Baptist Church,,polling_place
SD,county,Minnehaha,3-9 ,Girl Scouts Dakota Horizons,,polling_place
SD,county,Minnehaha,3-10 (Including: 3-16) ,Memorial Middle School,,polling_place
SD,county,Minnehaha,3-11 ,Church at the Gate,,polling_place
SD,county,Minnehaha,3-12 (Including: VP-6) ,MariCar Community Center,,polling_place
SD,county,Minnehaha,3-14 ,Southeast Technical Institute,,polling_place
SD,county,Minnehaha,3-15 ,St Michael's Catholic Church,,polling_place
SD,county,Minnehaha,3-17 ,Discovery Elementary School,,polling_place
SD,county,Minnehaha,4-1 ,Minnehaha County Administration Building,,polling_place
SD,county,Minnehaha,4-4 ,Wesley United Methodist Church,,polling_place
SD,county,Minnehaha,4-5 ,Fire Station # 7,,polling_place
SD,county,Minnehaha,4-6 ,Laura B Anderson School,,polling_place
SD,county,Minnehaha,4-7 (Including: 4-8) ,Kenny Anderson M.S.,,polling_place
SD,county,Minnehaha,4-9 ,Grace Lutheran Church,,polling_place
SD,county,Minnehaha,4-10 ,St Lambert's Catholic Church,,polling_place
SD,county,Minnehaha,4-11 ,Wild Flower Presbyterian Church,,polling_place
SD,county,Minnehaha,4-12 ,Hilltop United Methodist Church,,polling_place
SD,county,Minnehaha,5-18 ,Hawthorne School,,polling_place
SD,county,Minnehaha,5-1 ,First United Methodist Church,,polling_place
SD,county,Minnehaha,5-3 ,Zion Lutheran Church,,polling_place
SD,county,Minnehaha,5-4 ,Longfellow School,,polling_place
SD,county,Minnehaha,4-2 ,Emmanuel Baptist Church,,polling_place
SD,county,Minnehaha,5-6 ,Horace Mann School,,polling_place
SD,county,Minnehaha,5-7 ,Patrick Henry Middle School,,polling_place
SD,county,Minnehaha,"5-8 (Including: 5-12, 5-13) ",Instructional Planning Center,,polling_place
SD,county,Minnehaha,5-9 ,Our Savior's Lutheran Church,,polling_place
SD,county,Minnehaha,5-10 ,Edison M.S.,,polling_place
SD,county,Minnehaha,5-11 ,Volunteers of America,,polling_place
SD,county,Minnehaha,5-14 ,Jefferson School,,polling_place
SD,county,Minnehaha,4-3 ,Terry Redlin School,,polling_place
SD,county,Minnehaha,VP-1 ,Valley Springs Elementary School,,polling_place
SD,county,Minnehaha,VP-2 ,Split Rock Fire Station,,polling_place
SD,county,Minnehaha,VP-3 (Including: VP-5) ,Brandon Fire Station,,polling_place
SD,county,Minnehaha,VP-4 ,Mapleton Township Hall,,polling_place
SD,county,Minnehaha,VP-7 ,Hartford Senior Citizens Center,,polling_place
SD,county,Minnehaha,VP-8 ,Humboldt Community Center,,polling_place
SD,county,Minnehaha,VP-9 ,Baltic Fire Station,,polling_place
SD,county,Minnehaha,VP-10 ,Garretson Senior Citizens Center,,polling_place
SD,county,Minnehaha,VP-11 (Including: VP-21) ,Dell Rapids American Legion Hall,,polling_place
SD,county,Minnehaha,VP-12 ,Heesch Farm,,polling_place
SD,county,Minnehaha,VP-13 ,Taopi Community Hall,,polling_place
SD,county,Minnehaha,VP-15 ,Brandon Fire Station,,polling_place
SD,county,Minnehaha,VP-16 ,Crooks Community Center,,polling_place
SD,county,Minnehaha,VP-17 ,Wall Lake Township Hall,,polling_place
SD,county,Moody,#1 - Extension ,Flandreau Extension Building,,polling_place
SD,county,Moody,#2 - Ct House ,Moody County Courthouse-1st Floor,,polling_place
SD,county,Moody,#3 - Trent ,Trent Fire Hall,,polling_place
SD,county,Moody,#3/4B - Extension ,Flandreau Extension Building,,polling_place
SD,county,Moody,#4 - Egan ,Egan Senior Citizens Building,,polling_place
SD,county,Moody,#5 - Colman ,Colman Community Center,,polling_place
SD,county,Pennington,1-1 ,First Assembly of God Church,,polling_place
SD,county,Pennington,1-2 ,St Paul's Ev Lutheran School,,polling_place
SD,county,Pennington,1-3 ,Grandview School,,polling_place
SD,county,Pennington,1-4 ,West River Elec Assn,,polling_place
SD,county,Pennington,2-1 ,Rapid City Public Library,,polling_place
SD,county,Pennington,2-2 (Bethel Assembly of God Church ,Atrium),,polling_place
SD,county,Pennington,2-3 (Walter Taylor 4H Bldg ,Fairgrounds),,polling_place
SD,county,Pennington,2-4 ,South School,,polling_place
SD,county,Pennington,2-5 ,Rapid City Public Library,,polling_place
SD,county,Pennington,3-1 ,Jackson Heights Highrise,,polling_place
SD,county,Pennington,3-2 ,Calvary Lutheran Church,,polling_place
SD,county,Pennington,3-3 ,Southwest School,,polling_place
SD,county,Pennington,3-4 ,Meadowbrook School,,polling_place
SD,county,Pennington,4-1 ,Horace Mann School,,polling_place
SD,county,Pennington,4-2 (Bethel Assembly of God Church ,Atrium),,polling_place
SD,county,Pennington,4-3 ,Lakota Homes Community Center,,polling_place
SD,county,Pennington,4-4 ,General Beadle School,,polling_place
SD,county,Pennington,4-5 ,Atonement Lutheran Church,,polling_place
SD,county,Pennington,5-1 ,Horace Mann School,,polling_place
SD,county,Pennington,5-2 ,Canyon Lake Senior Center,,polling_place
SD,county,Pennington,5-3 ,Pinedale School,,polling_place
SD,county,Pennington,5-4 ,West Park Apartments,,polling_place
SD,county,Pennington,BE ,Box Elder VFD,,polling_place
SD,county,Pennington,CA ,Caputa Community Center,,polling_place
SD,county,Pennington,CL ,Canyon Lake Senior Center,,polling_place
SD,county,Pennington,CR ,Creighton Community Hall,,polling_place
SD,county,Pennington,DT ,Doty VFD,,polling_place
SD,county,Pennington,EL ,Box Elder VFD,,polling_place
SD,county,Pennington,HC (Boys/Girls Club of the BH ,Gym),,polling_place
SD,county,Pennington,HR ,Rapid City Christian School at Hart Ranch,,polling_place
SD,county,Pennington,JS ,Johnson Siding Community Center,,polling_place
SD,county,Pennington,KY ,Keystone Community Center,,polling_place
SD,county,Pennington,NH ,Atonement Lutheran Church,,polling_place
SD,county,Pennington,NU ,New Underwood Community Center,,polling_place
SD,county,Pennington,QU ,Quinn Community Center,,polling_place
SD,county,Pennington,RH ,Rochford VFD,,polling_place
SD,county,Pennington,RK ,Rockerville VFD,,polling_place
SD,county,Pennington,RV ,Rapid Valley School,,polling_place
SD,county,Pennington,SC ,Scenic Community Center,,polling_place
SD,county,Pennington,VF ,Rapid Valley Fire VFD,,polling_place
SD,county,Pennington,VS ,Rapid Valley Sanitary District,,polling_place
SD,county,Pennington,VV ,Valley View School,,polling_place
SD,county,Pennington,WL ,Wall Community Center,,polling_place
SD,county,Pennington,WP ,Whispering Pines VFD,,polling_place
SD,county,Pennington,WS ,Wasta Community Center,,polling_place
SD,county,Perkins,Lemmon Armory Precinct #1 ,FJ Reeder Armory,,polling_place
SD,county,Perkins,Lodgepole Precinct #2 ,Lodgepole Hall,,polling_place
SD,county,Perkins,Lemmon Armory Precinct #3 ,FJ Reeder Armory,,polling_place
SD,county,Perkins,Lemmon Armory Precinct #4 ,FJ Reeder Armory,,polling_place
SD,county,Perkins,Lemmon Armory Precinct #5 ,FJ Reeder Armory,,polling_place
SD,county,Perkins,Indian Creek Precinct #6 ,Indian Creek Church,,polling_place
SD,county,Perkins,Beckman Mem Church Precinct #7 ,Beckman Memorial Church,,polling_place
SD,county,Perkins,Faith Com Center Precinct #8 ,Faith Community Center,,polling_place
SD,county,Perkins,Zeona Church Precinct #9 ,Zeona Church,,polling_place
SD,county,Perkins,Bison Precinct #12 ,Bentley Memorial Building,,polling_place
SD,county,Potter,"23 (Including: 25, 26, 27) ",Gettysburg Legion Annex,,polling_place
SD,county,Potter,35 (Including: 36) ,Hoven American Legion,,polling_place
SD,county,Potter,,,,polling_place
SD,county,Roberts,1 ,Claire City Community Center,,polling_place
SD,county,Roberts,2 ,Corona Community Center,,polling_place
SD,county,Roberts,3 ,New Effington Community Center,,polling_place
SD,county,Roberts,4 ,Ortley Senior Citizens Center,,polling_place
SD,county,Roberts,5 ,Peever Lutheran Church,,polling_place
SD,county,Roberts,6 (Including: 7) ,Rosholt Community Center,,polling_place
SD,county,Roberts,8 ,Summit Fire Hall,,polling_place
SD,county,Roberts,9 ,Wilmot Community Center,,polling_place
SD,county,Roberts,"11 (Including: 10, 12, 13, 14) ",St. Catherine's Hall,,polling_place
SD,county,Sanborn,#1 ,Artesian Community Center,,polling_place
SD,county,Sanborn,#2 ,Letcher Community Center,,polling_place
SD,county,Sanborn,#4 ,Woonsocket Community Center,,polling_place
SD,county,Sanborn,#5 ,Woonsocket Community Center,,polling_place
SD,county,Shannon,Pine Ridge 1 ,Billy Mills Hall,,polling_place
SD,county,Shannon,Pine Ridge 3 ,Billy Mills Hall,,polling_place
SD,county,Shannon,Batesland ,Bateland Fire Hall,,polling_place
SD,county,Shannon,Cuny Table ,Red Shirt School,,polling_place
SD,county,Shannon,Kyle ,Cap Office Kyle,,polling_place
SD,county,Shannon,Manderson ,Cap Office Manderson,,polling_place
SD,county,Shannon,Oglala ,Cap Office Oglala,,polling_place
SD,county,Shannon,Porcupine ,Brotherhood Clinic,,polling_place
SD,county,Shannon,,,,polling_place
SD,county,Spink,#1 ,Doland Senior Citizen Center,,polling_place
SD,county,Spink,#3 ,Tulare Community Hall,,polling_place
SD,county,Spink,#4 ,Redfield National Guard Armory,,polling_place
SD,county,Spink,#5 ,Frankfort Community Center,,polling_place
SD,county,Spink,#6 ,Ashton Community Hall,,polling_place
SD,county,Spink,#7 ,Northwestern United Methodist Church,,polling_place
SD,county,Spink,#8 ,Conde Community Center,,polling_place
SD,county,Spink,#9 ,Redfield National Guard Armory,,polling_place
SD,county,Spink,#10 ,Redfield National Guard Armory,,polling_place
SD,county,Stanley,#1 Fort Pierre ,Community Youth Involved Center,,polling_place
SD,county,Stanley,#3 Hayes ,Hayes Hall,,polling_place
SD,county,Stanley,#2 McQuistion Farmstead ,McQuistion Farmstead,,polling_place
SD,county,Sully,1 ,Bill Floyd Shop,,polling_place
SD,county,Sully,"2 (Including: 3, 4, 5) ",Phoenix Center,,polling_place
SD,county,Sully,6 ,Agar Hall,,polling_place
SD,county,Sully,,,,polling_place
SD,county,Todd,Lakeview ,Lakeview School,,polling_place
SD,county,Todd,Jeanette ,Littleburg School,,polling_place
SD,county,Todd,Mission-N. Antelope ,St. Thomas Hall,,polling_place
SD,county,Todd,Bordeaux ,Spring Creek School,,polling_place
SD,county,Todd,O'Kreek ,O'Kreek School,,polling_place
SD,county,Todd,Parmelee ,Parmelee Community Hall,,polling_place
SD,county,Todd,Rosebud ,Clark Hall ,,polling_place
SD,county,Todd,South Antelope ,St. Thomas Hall,,polling_place
SD,county,Todd,St. Francis ,St. Francis Oyate Networking Building,,polling_place
SD,county,Tripp,Clearfield ,Clearfield Hall,,polling_place
SD,county,Tripp,Colome ,Skatetown,,polling_place
SD,county,Tripp,Hamill ,Hamill Hall,,polling_place
SD,county,Tripp,Ideal ,First Presbyterian Church,,polling_place
SD,county,Tripp,Lake ,Skatetown,,polling_place
SD,county,Tripp,Lamro ,4-H Center,,polling_place
SD,county,Tripp,Sully ,4-H Center,,polling_place
SD,county,Tripp,Witten ,Witten Hall,,polling_place
SD,county,Tripp,Winner City SE 1st ,4-H Center,,polling_place
SD,county,Tripp,Winner City E 2nd ,4-H Center,,polling_place
SD,county,Tripp,Winner City W 2nd ,4-H Center,,polling_place
SD,county,Tripp,Winner City E 3rd ,4-H Center,,polling_place
SD,county,Tripp,Winner City W 3rd ,4-H Center,,polling_place
SD,county,Turner,Dolton/Monroe/Marion/Rosefield ,Marion Legion Hall,,polling_place
SD,county,Turner,Brothersfield/Home/Parker ,Turner County Courthouse Community Room,,polling_place
SD,county,Turner,Chancellor/Germantown ,Chancellor City Hall,,polling_place
SD,county,Turner,Childstown/Salem/Spring Valley ,Spring Valley Lutheran Church,,polling_place
SD,county,Turner,Norway/Hurley/Davis/Middleton ,Hurley Senior Citizen Center,,polling_place
SD,county,Turner,Viborg/Swan Lake ,Viborg City Hall,,polling_place
SD,county,Turner,Irene/Daneville ,Irene Town Community Building,,polling_place
SD,county,Turner,Centerville/Turner ,Centerville Senior Citizen Center,,polling_place
SD,county,Union,1 Alcester City Hall ,Alcester City Hall,,polling_place
SD,county,Union,2 Alcester City Hall ,Alcester City Hall,,polling_place
SD,county,Union,3 Union County Courthouse ,Union County Courthouse,,polling_place
SD,county,Union,4 Big Springs Baptist Church ,Big Springs Baptist Church,,polling_place
SD,county,Union,5 Beresford Public Library ,Beresford Public Library,,polling_place
SD,county,Union,6 Beresford Public Library ,Beresford Public Library,,polling_place
SD,county,Union,7 St. Peter's Community Center ,St. Peter's Community Center,,polling_place
SD,county,Union,8 Union County Courthouse ,Union County Courthouse,,polling_place
SD,county,Union,9 St. Peter's Community Center ,St. Peter's Community Center,,polling_place
SD,county,Union,10 North Sioux Community Center ,North Sioux City Community Center-Fire Hall,,polling_place
SD,county,Union,11 North Sioux Community Center ,North Sioux City Community Center-Fire Hall,,polling_place
SD,county,Union,12 Blessed Teresa Church ,Blessed Teresa Catholic Church,,polling_place
SD,county,Union,13 Holy Cross Lutheran Church ,Holy Cross Lutheran Church,,polling_place
SD,county,Walworth,#1 ,Akaska Community Center,,polling_place
SD,county,Walworth,#2 ,Java Community Center,,polling_place
SD,county,Walworth,#3 ,Selby Senior Citizens Center,,polling_place
SD,county,Walworth,#4 ,Scherr Howe Arena,,polling_place
SD,county,Walworth,#5 ,Scherr Howe Arena,,polling_place
SD,county,Walworth,#6 ,Scherr Howe Arena,,polling_place
SD,county,Walworth,#7 ,Scherr Howe Arena,,polling_place
SD,county,Yankton,1 ,Yankton City Hall,,polling_place
SD,county,Yankton,2 (Including: 28) ,Yankton Senior Center,,polling_place
SD,county,Yankton,3 ,Yankton Middle School,,polling_place
SD,county,Yankton,4 ,Lincoln School,,polling_place
SD,county,Yankton,5 ,Yankton Mall,,polling_place
SD,county,Yankton,9 (Including: 29) ,Gayville Community Center,,polling_place
SD,county,Yankton,10 (Including: 22) ,Volin Town Hall,,polling_place
SD,county,Yankton,11 (Including: 23) ,Vangen Fellowship Hall,,polling_place
SD,county,Yankton,"12 (Including: 24, 25) ",Utica Lumber,,polling_place
SD,county,Yankton,"13 (Including: 17, 18) ",Ernie Pecenka Hall,,polling_place
SD,county,Yankton,14 ,Broomtree Retreat & Conference Center,,polling_place
SD,county,Yankton,16 (Including: 19) ,Utica Lumber,,polling_place
SD,county,Yankton,26 ,Lincoln School,,polling_place
SD,county,Ziebach,Bridger ,Bridger Community Center,,polling_place
SD,county,Ziebach,Cherry Creek ,Cherry Creek Nutrition Center,,polling_place
SD,county,Ziebach,Davis ,Eagle Butte Upper Elementary School,,polling_place
SD,county,Ziebach,Glad Valley ,Glad Valley Fire Hall,,polling_place
SD,county,Ziebach,North Dupree ,Dupree City Finance Office,,polling_place
SD,county,Ziebach,Redelm ,Harry's Hall,,polling_place
SD,county,Ziebach,Red Scaffold ,Red Scaffold Nutrition Center,,polling_place
SD,county,Ziebach,South Dupree ,1st Floor Courthouse,,polling_place
