state,county_name,municipality,name,address,polling_place_type
SD,Minnehaha,Brandon,Brandon Municipal Golf Course,"2100 E Aspen Blvd, Brandon",polling_place
SD,Minnehaha,Sioux Falls,Career Technical Education,"4700 W Career Cir, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Center for Active Generations,"2300 W 46th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Christ the King Church,"1501 W 26th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Church at the Gate,"6820 W 26th St, Sioux Falls",polling_place
SD,Minnehaha,Crooks,Crooks Community Center,"701 S West Ave, Crooks",polling_place
SD,Minnehaha,Sioux Falls,Dakota Abilities,"1116 S 4th Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Emmanuel Baptist Church,"1600 E 12th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Faith Baptist Fellowship Hall,"601 W 57th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Faith Family Church,"127 N Spring Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Faith Lutheran Church,"601 N Cliff Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,First Christian Reformed Church,"2901 E 26th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,First Lutheran Church,"327 S Dakota Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,First Presbyterian Church,"30th and Lake Ave., Sioux Falls",polling_place
SD,Minnehaha,Garretson,Garretson Senior Citizens Center,"528 Main Ave, Garretson",polling_place
SD,Minnehaha,Sioux Falls,Girl Scouts Dakota Horizons,"1101 S Marion Rd, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Gloria Dei Lutheran Church,"5500 East 57th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Grace Lutheran Church,"3300 E 18th St, Sioux Falls",polling_place
SD,Minnehaha,Hartford,Hartford City Hall,"125 N Main Ave, Hartford",polling_place
SD,Minnehaha,Dell Rapids,Heesch Farm,"24883 481st Ave, Dell Rapids",polling_place
SD,Minnehaha,Sioux Falls,Hilltop United Methodist Church,"1312 S Bahnson Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Hope Lutheran,"1700 S Cliff Ave, Sioux Falls",polling_place
SD,Minnehaha,Humboldt,Humboldt Community Center,"118 S. Main St, Humboldt",polling_place
SD,Minnehaha,Sioux Falls,Instructional Planning Center,"201 E 38th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,John Harris School,"3501 E 49th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Kenny Anderson Community Center,"3701 E 3rd St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Kuehn Community Center,"2801 S Valley View Rd, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Lord of Life Lutheran Church,"2600 S Sycamore Ave, Sioux Falls",polling_place
SD,Minnehaha,Dell Rapids,Lutheran Church of Dell Rapids,"701 Orleans Ave, Dell Rapids",polling_place
SD,Minnehaha,Renner,Mapleton Township Hall,"47419 258th St, Renner",polling_place
SD,Minnehaha,Sioux Falls,MariCar Community Center,"400 N Valley View Rd, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Memorial Middle School,"1401 S Sertoma Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Morningside Community Center,"2400 S Bahnson Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,O'Gorman High School,"3201 S Kiwanis Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Our Savior's Lutheran Church,"909 W 33rd St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Oyate Community Center,"2421 W 15th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Peace Lutheran Church,"5509 W 41st St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Prairie West Library,"7630 W 26th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,RF Pettigrew Elementary School,"7900 W 53rd St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Ronning Branch Library,"3100 E 49th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Sioux Falls First Church,"6300 W 41st St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Sioux Falls Main Library,"200 N Dakota Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Split Rock Fire Station,"7201 E Hwy 42, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,St Lambert's Catholic Church,"1000 S Bahnson Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,St Mark's Lutheran Church,"2001 S Elmwood Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,St Michael's Catholic Church,"1600 S Marion Rd, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Sunnycrest United Methodist Church,"4801 W 41st St, Sioux Falls",polling_place
SD,Minnehaha,Colton,Taopi Community Hall,"102 E 3rd St, Colton",polling_place
SD,Minnehaha,Sioux Falls,Terry Redlin School,"1721 E Austin St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Trinity Baptist Church,"2400 W 18th St, Sioux Falls",polling_place
SD,Minnehaha,Valley Springs,Valley Springs American Legion Club,"615 Broadway, Valley Springs",polling_place
SD,Minnehaha,Sioux Falls,VFW Club,"3601 S Minnesota Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Volunteers of America,"1309 W. 51st St., Sioux Falls",polling_place
SD,Minnehaha,Hartford,Wall Lake Township Hall,"26452 463rd Ave, Hartford",polling_place
SD,Minnehaha,Sioux Falls,Wesley United Methodist Church,"1700 E 6th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Westminster Presbyterian,"3801 E 26th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Wild Flower Presbyterian Church,"4800 E 6th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Zion Lutheran Church,"1400 S Duluth Ave, Sioux Falls",polling_place
SD,Moody,Colman,Colman Community Center,"126 N Main, Colman",polling_place
SD,Moody,Egan,Egan Senior Citizens Building,"200 W 3rd St, Egan",polling_place
SD,Moody,Flandreau,Flandreau Extension Building,"500 W 1st Ave, Flandreau",polling_place
SD,Moody,Flandreau,Moody County Courthouse-1st Floor,"101 E Pipestone Ave, Flandreau",polling_place
SD,Moody,Trent,Trent Fire Hall,"101 E 3rd St, Trent",polling_place
SD,Oglala Lakota,Pine Ridge,Billy Mills Hall,"HWY 18, Pine Ridge",polling_place
SD,Oglala Lakota,Oglala,Brother Renee Hall,"HWY 18, Oglala",polling_place
SD,Oglala Lakota,Manderson,Cap Office Manderson,"BIA HWY 33, Manderson",polling_place
SD,Oglala Lakota,Porcupine,Christ the King Parish: Bill Pauly Hall,"PO Box 367, Porcupine",polling_place
SD,Oglala Lakota,Batesland,Oglala Lakota County Schools,"School St, Batesland",polling_place
SD,Oglala Lakota,Red Shirt Village,Red Shirt School,"BIA HWY 41, Red Shirt Village",polling_place
SD,Oglala Lakota,Rockyford,Singing Horse Trading Post,"BIA HWY 33, Rockyford",polling_place
SD,Pennington,Rapid City,Atonement Lutheran Church,"602 Auburn Dr, Rapid City",polling_place
SD,Pennington,Rapid City,Bethel Assembly Church,"1202 N Maple Ave, Rapid City",polling_place
SD,Pennington,Box Elder,Box Elder Event Center,"420 Villa Dr, Box Elder",polling_place
SD,Pennington,Rapid City,Calvary Lutheran Church,"5311 Sheridan Lake Rd, Rapid City",polling_place
SD,Pennington,Rapid City,Canyon Lake Senior Center,"2900 Canyon Lake Dr, Rapid City",polling_place
SD,Pennington,Caputa,Caputa Store,"15350 E Highway 44, Caputa",polling_place
SD,Pennington,Creighton,Creighton Community Hall,"21939 Creighton Rd, Creighton",polling_place
SD,Pennington,Rapid City,Doty Fire District,"8770 Nemo Rd, Rapid City",polling_place
SD,Pennington,Rapid City,First Assembly Church,"4905 S Hwy 16, Rapid City",polling_place
SD,Pennington,Rapid City,General Beadle School,"10 E Van Buren St, Rapid City",polling_place
SD,Pennington,Rapid City,Grandview School,"3301 Grandview Dr, Rapid City",polling_place
SD,Pennington,Hill City,Hill City Senior Center,"227 Walnut Ave, Hill City",polling_place
SD,Pennington,Rapid City,Jackson Heights Highrise,"1805 W Fulton, Rapid City",polling_place
SD,Pennington,Keystone,Keystone Community Center,"1101 Madill St, Keystone",polling_place
SD,Pennington,New Underwood,New Underwood Community Center,"500 S A Ave, New Underwood",polling_place
SD,Pennington,Rapid City,Oyate Community Center at Lakota Homes,"2430 Gnugnuska Dr, Rapid City",polling_place
SD,Pennington,Rapid City,Pinedale School,"4901 W Chicago, Rapid City",polling_place
SD,Pennington,Quinn,Quinn Community Center,"37 Main St, Quinn",polling_place
SD,Pennington,Rapid City,Rapid City Christian School at Hart Ranch,"23757 Arena Dr, Rapid City",polling_place
SD,Pennington,Rapid City,Rapid City Public Library,"610 Quincy St, Rapid City",polling_place
SD,Pennington,Rapid City,Rapid Valley Fire District,"3760 Reservoir Rd, Rapid City",polling_place
SD,Pennington,Rapid City,Rapid Valley School,"2601 Covington St, Rapid City",polling_place
SD,Pennington,Rapid City,Rimrock Community Center at Johnson Siding,"12270 W Highway 44, Rapid City",polling_place
SD,Pennington,Rochford,Rochford Fire District,"11701 Rochford Rd, Rochford",polling_place
SD,Pennington,Rapid City,South Middle School,"2 Indiana St, Rapid City",polling_place
SD,Pennington,Rapid City,Southwest Middle School,"4501 Park Dr, Rapid City",polling_place
SD,Pennington,Rapid City,St Paul's Lutheran Church,"835 E Fairmont Blvd, Rapid City",polling_place
SD,Pennington,Rapid City,Valley View School,"4840 Homestead St, Rapid City",polling_place
SD,Pennington,Wall,Wall Community Center,"501 Main St, Wall",polling_place
SD,Pennington,Rapid City,Walter Taylor 4H Bldg (Fairgrounds),"601 E Centre St, Rapid City",polling_place
SD,Pennington,Wasta,Wasta Community Center,"38 A Street, Wasta",polling_place
SD,Pennington,Rapid City,West Park Apartments,"1018 11th St, Rapid City",polling_place
SD,Pennington,Rapid City,West River Electric Assn,"3250 E Highway 44, Rapid City",polling_place
SD,Pennington,Rapid City,Whispering Pines Fire District,"7980 Clarkson Rd, Rapid City",polling_place
SD,Perkins,Prairie City,Beckman Memorial Church,"303 1st St E, Prairie City",polling_place
SD,Perkins,Lemmon,Beeler Community Building,"203 Main Ave, Lemmon",polling_place
SD,Perkins,Bison,Bentley Memorial Building,"400 West Carr Street, Bison",polling_place
SD,Perkins,Faith,Faith Community Center,"204 N Main St, Faith",polling_place
SD,Perkins,Meadow,Indian Creek Church,"13506 SD Hwy 73, Meadow",polling_place
SD,Perkins,Lodgepole,Lodgepole Hall,"11006 SD Hwy 75, Lodgepole",polling_place
SD,Perkins,Reva,Zeona Church,"15263 Zeona Rd, Reva",polling_place
SD,Potter,Gettysburg,Gettysburg Legion Annex,"112 S Exene, Gettysburg",vote_center
SD,Potter,Hoven,Hoven American Legion,"102 Main St, Hoven",vote_center
SD,Roberts,Claire City,Claire City Community Center,"255 Feeney Ave, Claire City",polling_place
SD,Roberts,Corona,Corona Community Center,"104 Main St, Corona",polling_place
SD,Roberts,New Effington,New Effington Community Center,"303 Main St, New Effington",polling_place
SD,Roberts,Ortley,Ortley Senior Citizens Center,"106 N Main St, Ortley",polling_place
SD,Roberts,Peever,Peever Lutheran Church,"113 3rd St, Peever",polling_place
SD,Roberts,Sisseton,Roberts County 4-H Building,"11905 BIA Hwy 700, Sisseton",polling_place
SD,Roberts,Sisseton,St. Peters Hall,"525 E Chestnut St, Sisseton",polling_place
SD,Roberts,Summit,Summit Fire Hall,"Main St, Summit",polling_place
SD,Roberts,Wilmot,Wilmot Community Center,"516 Main St, Wilmot",polling_place
SD,Sanborn,Artesian,Artesian Community Center,"209 S 2nd St, Artesian",polling_place
SD,Sanborn,Letcher,Letcher Community Center,"104 E Main St, Letcher",polling_place
SD,Sanborn,Woonsocket,Woonsocket Community Center,"102 S Dumont, Woonsocket",polling_place
SD,Spink,Ashton,Ashton Community Hall,"102 E Main St, Ashton",polling_place
SD,Spink,Conde,Conde Community Center,"125 Broadway St SW, Conde",polling_place
SD,Spink,Doland,Doland Senior Citizen Center,"215 Humphrey Dr N, Doland",polling_place
SD,Spink,Frankfort,Frankfort Community Center,"602 Jefferson Ave, Frankfort",polling_place
SD,Spink,Mellette,Northwestern United Methodist Church,"232 4th Ave, Mellette",polling_place
SD,Spink,Redfield,Redfield National Guard Armory,"309 W 3rd St, Redfield",polling_place
SD,Spink,Tulare,Tulare Community Hall,"112 Main St, Tulare",polling_place
SD,Stanley,Fort Pierre,Community Youth Involved Center,"19 E Main Ave, Fort Pierre",polling_place
SD,Stanley,Hayes,Hayes Hall,"25426 US Highway 14/34, Hayes",polling_place
SD,Stanley,Fort Pierre,McQuistion Farmstead,"28082 SD Highway 1806, Fort Pierre",polling_place
SD,Sully,Agar,Agar Fire Hall,"120 Ash St, Agar",vote_center
SD,Sully,Pierre,Bill Floyd Shop,"28342 188th St, Pierre",vote_center
SD,Sully,Onida,Phoenix Center,"117 S Main Street, Onida",vote_center
SD,Todd,Rosebud,Clark Hall,"2314 E. 1st St, Rosebud",polling_place
SD,Todd,St. Francis,Digman Hall,"110 S Oak St, St. Francis",polling_place
SD,Todd,Mission,Father Paul Hall,"151 N Jefferson St, Mission",polling_place
SD,Todd,Crookston,Lakeview School,"26886 269th Ave, Crookston",polling_place
SD,Todd,Valentine,Littleburg School,"28406 301st St, Valentine",polling_place
SD,Todd,O'Kreek,O'Kreek School,"231 School St, O'Kreek",polling_place
SD,Todd,Spring Creek,Spring Creek School,"233 Yellow Cloud Rd, Spring Creek",polling_place
SD,Todd,Parmelee,St. Agnes Hall,"104 N First St, Parmelee",polling_place
SD,Tripp,Winner,4-H Center,"815 West 12th St., Winner",polling_place
SD,Tripp,Winner,Clearfield Hall,"29201 307th Ave, Winner",polling_place
SD,Tripp,Ideal,First Presbyterian Church,"31204 266th St, Ideal",polling_place
SD,Tripp,Hamill,Hamill Hall,"32402 B St, Hamill",polling_place
SD,Tripp,Colome,Skatetown,"312 Main St., Colome",polling_place
SD,Tripp,Witten,Witten Hall,"117 East 1st St, Witten",polling_place
SD,Turner,Chancellor,Chancellor City Hall,"240 S 2 Ave, Chancellor",polling_place
SD,Turner,Centerville,Good Shepherd Pascale Hall,"411 Wisconsin, Centerville",polling_place
SD,Turner,Hurley,Hurley Fire Hall,"311 Main, Hurley",polling_place
SD,Turner,Irene,Irene Town Community Building,"120 S Clark, Irene",polling_place
SD,Turner,Marion,Marion Legion Hall,"212 N Broadway, Marion",polling_place
SD,Turner,Viborg,Spring Valley Lutheran Church,"44707 289th St, Viborg",polling_place
SD,Turner,Parker,Turner County Courthouse Community Room,"400 S Main, Parker",polling_place
SD,Turner,Viborg,Viborg City Hall,"110 N Main, Viborg",polling_place
SD,Union,Alcester,Alcester City Hall,"106 W. 2nd St., Alcester",polling_place
SD,Union,Beresford,Beresford Public Library,"115 S. 3rd St., Beresford",polling_place
SD,Union,Alcester,Big Springs Baptist Church,"30705 480th Ave., Alcester",polling_place
SD,Union,Dakota Dunes,Blessed Teresa Catholic Church,"995 Sioux Point Road, Dakota Dunes",polling_place
SD,Union,Dakota Dunes,Holy Cross Lutheran Church,"149 Bison Trail, Dakota Dunes",polling_place
SD,Union,North Sioux City,North Sioux City Community Center-Fire Hall,"200 Sodrac Dr., North Sioux City",polling_place
SD,Union,Jefferson,St. Peter's Community Center,"400 Main, Jefferson",polling_place
SD,Union,Elk Point,Union County Courthouse,"209 East Main, Elk Point",polling_place
SD,Walworth,Akaska,Akaska Community Center,"109 Main Street, Akaska",polling_place
SD,Walworth,Glenham,Glenham Fire Hall,"121 Main Street, Glenham",polling_place
SD,Walworth,Hoven,Hoven Airport,"14727 319th Avenue, Hoven",polling_place
SD,Walworth,Java,Java Community Center,"4116 Main Street, Java",polling_place
SD,Walworth,Mobridge,Scherr Howe Arena,"212 Main Street, Mobridge",polling_place
SD,Yankton,Gayville,Gayville Community Center,"502 Washington St., Gayville",vote_center
SD,Yankton,Yankton,JoDean's Steakhouse and Lounge,"2809 Broadway Avenue, Yankton",vote_center
SD,Yankton,Lesterville,Lesterville Fire Hall,"212 Main Ave, Lesterville",vote_center
SD,Yankton,Yankton,Lewis and Clark Rec Area,"43349 SD Hwy 52, Yankton",vote_center
SD,Yankton,Irene,Mayfield Store,"44398 SD Hwy 46, Irene",vote_center
SD,Yankton,Yankton,National Field Archery Assoc.,"800 Archery Lane, Yankton",vote_center
SD,Yankton,Yankton,Yankton City Hall,"416 Walnut Street, Yankton",vote_center
SD,Ziebach,Bridger,Bridger Community Center,"Bridger Community, Bridger",polling_place
SD,Ziebach,Cherry  Creek,Cherry Creek Nutrition Center,"Cherry Creek Community, Cherry  Creek",polling_place
SD,Ziebach,Eagle Butte,Eagle Butte Upper Elementary School,"South Main, Eagle Butte",polling_place
SD,Ziebach,Glad Valley,Glad Valley Fire Hall,"Hwy. 20, Glad Valley",polling_place
SD,Ziebach,Dupree,Harry's Hall,"Main Street, Dupree",polling_place
SD,Ziebach,Red Scaffold,Red Scaffold Catholic Church,"Red Scaffold Community, Red Scaffold",polling_place
