state,county_name,municipality,precinct_name,name,address,polling_place_type
SD,Grant,Milbank,Precinct-46,Whetstone Valley Electric MeetingRoom,"1101 E 4th Ave, Milbank",polling_place
SD,Grant,Milbank,Precinct-47,Grant County Library,"207 East Park Ave, Milbank",polling_place
SD,Grant,Stockholm,Precinct-52,Stockholm Community Center,"400 E Johnson Ave, Stockholm",polling_place
SD,Grant,Strandburg,Precinct-53,Rufer's General Store,"115 Main St., Strandburg",polling_place
SD,Grant,Twin Brooks,Precinct-54,Twin Brooks Community Room,"502 Lasell St, Twin Brooks",polling_place
SD,Gregory,Gregory,Precinct-1,Gregory Memorial Auditorium,"222 Main St, Gregory",polling_place
SD,Gregory,Burke,Precinct-2,Burke Civic Center,"822 Main St, Burke",polling_place
SD,Gregory,Bonesteel,Precinct-3,Bonesteel Comunity Room,"400 Mellette St., Bonesteel",polling_place
SD,Haakon,Midland,Precinct-01,Deep Creek Church,"19990 Deep Creek Rd, Midland",polling_place
SD,Haakon,Milesville,Precinct-04,Milesville Hall,"22101 King School Rd, Milesville",polling_place
SD,Haakon,Philip,Precinct-16,Courthouse Community Room,"140 South Howard Ave, Philip",polling_place
SD,Haakon,Philip,Precinct-17,Bad River Senior Citizens Center,"115 S Center Ave, Philip",polling_place
SD,Haakon,Philip,Precinct-19,Courthouse Community Room,"140 South Howard Ave, Philip",polling_place
SD,Haakon,Midland,Precinct-20,Midland Fire Hall,"509 Main St, Midland",polling_place
SD,Hamlin,Thomas,Precinct-02,Oxford Township Hall,"18097 450 Ave, Thomas",polling_place
SD,Hamlin,Castlewood,Precinct-21,Castlewood Fire Hall,"204 E Main St, Castlewood",polling_place
SD,Hamlin,Hazel,Precinct-22,Hazel Fire Hall,"19 W William, Hazel",polling_place
SD,Hamlin,Bryant,Precinct-23,Bryant City Auditorium,"115 E Main St, Bryant",polling_place
SD,Hamlin,Lake Norden,Precinct-24,Lake Norden Community Center,"600 Main Ave, Lake Norden",polling_place
SD,Hamlin,Estelline,Precinct-25,Estelline Community Center,"219 Main St N, Estelline",polling_place
SD,Hamlin,Hayti,Precinct-26,Hayti Fire Hall,"214 Main Ave, Hayti",polling_place
SD,Hand,Orient,Precinct-01,Polo School,"17989 Polo Drive, Orient",polling_place
SD,Hand,Zell,Precinct-02,St. Mary's Hall,"37295 US Hwy 212, Zell",polling_place
SD,Hand,Orient,Precinct-03,Polo School,"17989 Polo Drive, Orient",polling_place
SD,Hand,St. Lawrence,Precinct-04,St. Lawrence Fire Hall,"106 N. Commercial Drive, St. Lawrence",polling_place
SD,Hand,Ree Heights,Precinct-05,Ree Heights Auditorium,"209 S. Dakota Avenue, Ree Heights",polling_place
SD,Hand,St. Lawrence,Precinct-06,St. Lawrence Fire Hall,"106 N. Commercial Drive, St. Lawrence",polling_place
SD,Hand,Wessington,Precinct-07,Doug Schiltz home,"19951 369 Ave., Wessington",polling_place
SD,Hand,Ree Heights,Precinct-08,Ree Heights Auditorium,"209 S. Dakota Avenue, Ree Heights",polling_place
SD,Hand,Miller,Precinct-09,Sunshine Bible Academy,"400 Sunshine Dr, Miller",polling_place
SD,Hand,Miller,Precinct-11,Methodist Church,"610 E. 4th Avenue, Miller",polling_place
SD,Hand,Miller,Precinct-12,Hand County Courthouse,"415 W. 1st Avenue, Miller",polling_place
SD,Hanson,Emery,Precinct-1,Emery Fire Hall,"130 N 4th St., Emery",polling_place
SD,Hanson,Alexandria,Precinct-2,Alexandria City Hall,"421 Main St., Alexandria",polling_place
SD,Hanson,Fulton,Precinct-3,Fulton Community Hall,"217 N Main, Fulton",polling_place
SD,Hanson,Fulton,Precinct-4,Fulton Community Hall,"217 N Main, Fulton",polling_place
SD,Hanson,Alexandria,Precinct-5,Hanson County Courthouse,"720 5th St., Alexandria",polling_place
SD,Harding,Buffalo,Precinct-01,Harding County Memorial REC,"204 Hodge Street, Buffalo",polling_place
SD,Harding,Camp Crook,Precinct-02,Camp Crook Area Community Center,"Main Street, Camp Crook",polling_place
SD,Harding,Ralph,Precinct-03,Ralph Lutheran Church,"11126 Ralph Road, Ralph",polling_place
SD,Harding,Buffalo,Precinct-05,Harding County Memorial REC,"204 Hodge Street, Buffalo",polling_place
SD,Harding,Buffalo,Precinct-06,Ladner Lutheran Church,"11460 Ladner Road, Buffalo",polling_place
SD,Harding,Ludlow,Precinct-07,Ludlow Hall,"10796 US Hwy 85, Ludlow",polling_place
SD,Harding,Buffalo,Precinct-08,Harding County Memorial REC,"204 Hodge Street, Buffalo",polling_place
SD,Harding,Reva,Precinct-09,Reva Hall,"14753 SD Hwy 20, Reva",polling_place
SD,Hughes,Blunt,Precinct-05,Blunt City Hall,"208 N. Main, Blunt",vote_center
SD,Hughes,Pierre,Precinct-05,Faith Lutheran Church,"714 N. Grand, Pierre",vote_center
SD,Hughes,Harrold,Precinct-05,Harrold City Auditorium,"206 S. Nixon, Harrold",vote_center
SD,Hughes,Pierre,Precinct-05,Hyde Residence,"31815 E. SD Hwy 34, Pierre",vote_center
SD,Hughes,Pierre,Precinct-05,Lutheran Memorial Church,"320 E Prospect Ave, Pierre",vote_center
SD,Hughes,Pierre,Precinct-05,New Life Assembly of God Church,"1120 N. Harrison, Pierre",vote_center
SD,Hughes,Pierre,Precinct-05,PILC Rec Center,"3001 E. Sully, Pierre",vote_center
SD,Hutchinson,Menno,Precinct-01,Menno Fire Hall,"302 S 5th St, Menno",polling_place
SD,Hutchinson,Freeman,Precinct-02,City Council Room,"185 E Third St, Freeman",polling_place
SD,Hutchinson,Clayton,Precinct-03,Clayton Township Hall,"27213 427th Ave, Clayton",polling_place
SD,Hutchinson,Dimock,Precinct-04,St. Peter  Paul Parrish Hall,"146 W 1st, Dimock",polling_place
SD,Hutchinson,Parkston,Precinct-05,Parkston American Legion Hall,"221 W Main St, Parkston",polling_place
SD,Hutchinson,Tripp,Precinct-06,Tripp Area Emergency ServiceCenter,"306 S Main Street, Tripp",polling_place
SD,Hutchinson,Olivet,Precinct-07,Courthouse Conference Room,"140 Euclid, Olivet",polling_place
SD,Hyde,Highmore,Precinct-1,Hyde County Memorial Auditorium -Main Arena,"125 2nd ST SW, Highmore",vote_center
SD,Jackson,Phillip,Precinct-1,Cottonwood Range Field Station,"23720 Fairview Rd, Phillip",polling_place
SD,Jackson,Interior,Precinct-2,Interior Community Center,"117 6th Avenue, Interior",polling_place
SD,Jackson,Kadoka,Precinct-3,Jackson County Courthouse 3,"700 Main St, Kadoka",polling_place
SD,Jackson,Kadoka,Precinct-4,Jackson County Courthouse 4,"700 Main Street, Kadoka",polling_place
SD,Jackson,Belvidere,Precinct-5,Belvidere Fellowship Hall,"807 1st St, Belvidere",polling_place
SD,Jackson,Long Valley,Precinct-6,Long Valley School,"26840 SD Hwy 73, Long Valley",polling_place
SD,Jackson,Wanblee,Precinct-7,Eagle Nest Life Center,"210 Washabaugh Ave, Wanblee",polling_place
SD,Jackson,Interior,Precinct-8,Green Valley Fire Hall,"20545 May Rd, Interior",polling_place
SD,Jerauld,Wessington Springs,Precinct-1,Jerauld County 4-H Building,"604 2nd Street NE, Wessington Springs",polling_place
SD,Jerauld,Wessington Springs,Precinct-2,Jerauld County 4-H Building,"604 2nd Street NE, Wessington Springs",polling_place
SD,Jerauld,Alpena,Precinct-3,Alpena Community Center,"307 Main Street, Alpena",polling_place
SD,Jerauld,Wessington Springs,Precinct-4,Jerauld County 4-H Building,"604 2nd Street NE, Wessington Springs",polling_place
SD,Jerauld,Wessington Springs,Precinct-5,Jerauld County 4-H Building,"604 2nd Street NE, Wessington Springs",polling_place
SD,Jones,Murdo,Precinct-1,Harold Thune Auditorium,"307 Kennedy Avenue, Murdo",polling_place
SD,Jones,Murdo,Precinct-3,Harold Thune Auditorium,"307 Kennedy Avenue, Murdo",polling_place
SD,Jones,Draper,Precinct-5,Draper Town Hall,"193 N Main Street, Draper",polling_place
SD,Kingsbury,Arlington,Arlington Precinct,Arlington City Hall,"202 W Elm St, Arlington",polling_place
SD,Kingsbury,Badger,Badger Precinct,Badger American Legion Hall,"Main Street, Badger",polling_place
SD,Kingsbury,De Smet,De Smet Precinct,Kingsbury County 4-H Building,"107 Lyle Ave NE, De Smet",polling_place
SD,Kingsbury,Iroquois,Iroquois Precinct,Iroquois Fire Hall,"120 Ottowa St. S, Iroquois",polling_place
SD,Kingsbury,Lake Preston,Lake Preston Precinct,Lake Preston Community Room,"215 N Main, Lake Preston",polling_place
SD,Kingsbury,Oldham,Oldham Precinct,Oldham School Gym,"112 S Epton Avenue, Oldham",polling_place
SD,Lake,Chester,Chester-Franklin,Chester Fire Hall,"407 2nd St, Chester",polling_place
SD,Lake,Ramona,Concord-Badus-Wayne/Ramona,Ramona Parish Hall,"120 W 3rd St, Ramona",polling_place
SD,Lake,Madison,Farmington-Leroy-Clarno-Orland,Dakota Prairie Playhouse,"1205 N Washington Ave, Madison",polling_place
SD,Lake,Madison,Herman-Winfred,Dakota Prairie Playhouse,"1205 N Washington Ave, Madison",polling_place
SD,Lake,Madison,Lakeview,Dakota Prairie Playhouse,"1205 N Washington Ave, Madison",polling_place
SD,Lake,Nunda,Nunda-Summit,Nunda Fire Hall,"410 Main St, Nunda",polling_place
SD,Lake,Madison,Ward One,Dakota Prairie Playhouse,"1205 N Washington Ave, Madison",polling_place
SD,Lake,Madison,Ward Three,Dakota Prairie Playhouse,"1205 N Washington Ave, Madison",polling_place
SD,Lake,Madison,Ward Two,Dakota Prairie Playhouse,"1205 N Washington Ave, Madison",polling_place
SD,Lake,Wentworth,Wentworth-Rutland,Wentworth Fire Hall,"425 S Main St, Wentworth",polling_place
SD,Lawrence,Spearfish,Precinct-01,Spearfish Senior Citizen's Center,"1306 N 10th Street, Spearfish",polling_place
SD,Lawrence,Spearfish,Precinct-02,Spearfish Senior Citizen's Center,"1306 N 10th Street, Spearfish",polling_place
SD,Lawrence,Spearfish,Precinct-03,Spearfish Senior Citizen's Center,"1306 N 10th Street, Spearfish",polling_place
SD,Lawrence,Deadwood,Precinct-05,Lawrence County AdministrativeAnnex,"90 Sherman Street, Deadwood",polling_place
SD,Lawrence,Nemo,Precinct-06,Nemo Church,"12755 Nemo Road, Nemo",polling_place
SD,Lawrence,Deadwood,Precinct-07,Lawrence County AdministrativeAnnex,"90 Sherman Street, Deadwood",polling_place
SD,Lawrence,St Onge,Precinct-08,St Onge Community Hall,"234 1st Street, St Onge",polling_place
SD,Lawrence,Whitewood,Precinct-09,Whitewood City Hall,"1025 Meade Street, Whitewood",polling_place
SD,Lawrence,Spearfish,Precinct-10,Spearfish Park Pavilion,"115 S Canyon Street, Spearfish",polling_place
SD,Lincoln,Hudson,"02-Norway & Fairview,Fairview, Inc",Lands Lutheran Church,"47998 292nd St., Hudson",polling_place
SD,Lincoln,Canton,06-Highland & Canton,Canton Methodist Church,"621 E. 4th St., Canton",polling_place
SD,Lincoln,Worthing,08-Lincoln & Delaware,South Lincoln Rural Water,"28647 472nd Ave, Worthing",polling_place
SD,Lincoln,Lennox,11-Grant,West Prairie Lutheran Church,"46788 282nd St., Lennox",polling_place
SD,Lincoln,Harrisburg,12-Dayton,Shalom Lutheran Church,"1000 Maple St., Harrisburg",polling_place
SD,Lincoln,Harrisburg,13-LaValley,Shalom Lutheran Church,"1000 Maple St., Harrisburg",polling_place
SD,Lincoln,Lennox,14-Perry,First English Lutheran Church,"120 E 2nd Ave, Lennox",polling_place
SD,Lincoln,Harrisburg,15-Springdale,Shalom Lutheran Church,"1000 Maple St., Harrisburg",polling_place
SD,Lincoln,Tea,16-Delapre,Tea City Hall,"600 E. 1st St., Tea",polling_place
SD,Lincoln,Canton,"20-Canton 1, 2, 3",Canton Methodist Church,"621 E. 4th St., Canton",polling_place
SD,Lincoln,Hudson,21-Hudson & Eden,Hudson Town Hall,"310 4th St., Hudson",polling_place
SD,Lincoln,Worthing,23-Worthing & Lynn,Worthing Fire Station,"403 Louise Ave, Worthing",polling_place
SD,Lincoln,Tea,24-Tea,Tea City Hall,"600 E. 1st St., Tea",polling_place
SD,Lincoln,Lennox,25-Lennox,First English Lutheran Church,"120 E 2nd Ave, Lennox",polling_place
SD,Lincoln,Worthing,25-Lennox,Worthing Civic Center,"121 S Main St., Worthing",polling_place
SD,Lincoln,Beresford,"26-Brooklyn & Pleasant,Beresford",Beresford Public Library,"115 S. 3rd St., Beresford",polling_place
SD,Lincoln,Harrisburg,27-Harrisburg 1,United Methodist Church,"204 Grand Ave., Harrisburg",polling_place
SD,Lincoln,Harrisburg,29-Harrisburg 2,United Methodist Church,"204 Grand Ave., Harrisburg",polling_place
SD,Lincoln,Canton,30-Canton 4 & 5,Canton Methodist Church,"621 E. 4th St., Canton",polling_place
SD,Lincoln,Sioux Falls,Sioux Falls 1-11,First Evangelical Free Church,"2601 W. 69th St., Sioux Falls",polling_place
SD,Lincoln,Sioux Falls,Sioux Falls 1-13,Central Church,"3100 W. Ralph Rogers Rd., Sioux Falls",polling_place
SD,Lincoln,Sioux Falls,Sioux Falls 1-14,Central Church,"3100 W. Ralph Rogers Rd., Sioux Falls",polling_place
SD,Lincoln,Sioux Falls,Sioux Falls 1-15,First Evangelical Free Church,"2601 W. 69th St., Sioux Falls",polling_place
SD,Lincoln,Sioux Falls,Sioux Falls 1-16,Central Church,"3100 W. Ralph Rogers Rd., Sioux Falls",polling_place
SD,Lincoln,Sioux Falls,Sioux Falls 1-18,Spirit of Joy Lutheran Church,"2208 W Laquinta St, Sioux Falls",polling_place
SD,Lincoln,Sioux Falls,Sioux Falls 2-10,Faith Baptist Fellowship Church,"601 W. 57th St., Sioux Falls",polling_place
SD,Lincoln,Sioux Falls,Sioux Falls 2-11,Faith Baptist Fellowship Church,"601 W. 57th St., Sioux Falls",polling_place
SD,Lincoln,Sioux Falls,Sioux Falls 2-12,Linwood Wesleyan Church,"1101 E. 57th St., Sioux Falls",polling_place
SD,Lincoln,Sioux Falls,Sioux Falls 2-13,Linwood Wesleyan Church,"1101 E. 57th St., Sioux Falls",polling_place
SD,Lincoln,Sioux Falls,Sioux Falls 2-15,Faith Baptist Fellowship Church,"601 W. 57th St., Sioux Falls",polling_place
SD,Lyman,IONA,Precinct-01,#01 IONA COMMUNITY CENTER,"26511 266TH ST, IONA",polling_place
SD,Lyman,OACOMA,Precinct-04,#04 OACOMA COMMUNITY CENTER,"100 E 3RD ST, OACOMA",polling_place
SD,Lyman,RELIANCE,Precinct-06,#06 RELIANCE TOWN HALL,"405 E Chamberlain St, RELIANCE",polling_place
SD,Lyman,LOWER BRULE,Precinct-07,#07 GOLDEN BUFFALO CONVENTIONCENTER,"307 CRAZY HORSE ST, LOWER BRULE",polling_place
SD,Lyman,KENNEBEC,Precinct-09,#09 LYMAN COUNTY COURTHOUSE,"300 S MAIN ST, KENNEBEC",polling_place
SD,Lyman,PRESHO,Precinct-12,#12 PRESHO METHODIST CHURCH,"100 W WILLOW AVE, PRESHO",polling_place
SD,Lyman,VIVIAN,Precinct-13,#13 VIVIAN FIRE HALL,"738 MAIN AVE, VIVIAN",polling_place
SD,Marshall,Britton,Precinct-A1,Fun After Fifty,"615 Main St, Britton",polling_place
SD,Marshall,Britton,Precinct-A2,County Community Building,"909 S Main St, Britton",polling_place
SD,Marshall,Britton,Precinct-A3,County Community Building,"909 S Main St, Britton",polling_place
SD,Marshall,Langford,Precinct-A4,Langford City Hall,"Main St, Langford",polling_place
SD,Marshall,Veblen,Precinct-A5,Veblen City Hall,"115 N Flick St, Veblen",polling_place
SD,Marshall,Lake City,Precinct-A6,Lake City Community Center,"106 W Roy Lake Ave, Lake City",polling_place
SD,Marshall,Eden,Precinct-A7,Eden Community Center,"302 Broadway Center, Eden",polling_place
SD,Marshall,Britton,Precinct-A8,Norstar Federal Credit UnionMeeting Room,"526 8th St, Britton",polling_place
SD,Marshall,Britton,Precinct-A9,North Marshall Fire Hall,"605 Vander Horck Ave, Britton",polling_place
SD,McCook,Spencer,Precinct-02,Spencer Community Center,"320 Main St, Spencer",polling_place
SD,McCook,Canistota,Precinct-03,Canistota Legion Hall,"West Main St, Canistota",polling_place
SD,McCook,Bridgewater,Precinct-04,Bridgewater Fire Hall,"North Main St, Bridgewater",polling_place
SD,McCook,Salem,Precinct-05,Salem Nat'l Guard Armory,"740 N Peck St, Salem",polling_place
SD,McCook,Salem,Precinct-06,Salem Nat'l Guard Armory,"740 N Peck St, Salem",polling_place
SD,McPherson,Leola,Precinct-1,McPherson County Courthouse,"706 Main Street, Leola",polling_place
SD,McPherson,Leola,Precinct-2,McPherson County Courthouse,"706 Main Street, Leola",polling_place
SD,McPherson,Long Lake,Precinct-3,Long Lake Fire Hall,"101 Bacon Ave., Long Lake",polling_place
SD,McPherson,Eureka,Precinct-4,Eureka Fire Hall,"518 F Ave., Eureka",polling_place
SD,McPherson,Eureka,Precinct-5,Eureka Fire Hall,"518 F Ave., Eureka",polling_place
SD,McPherson,Eureka,Precinct-6,Eureka Fire Hall,"518 F Ave., Eureka",polling_place
SD,Meade,Sturgis,ALKALI #6A,Alkali Community Hall,"13921 Alkali Rd., Sturgis",polling_place
SD,Meade,Box Elder,BASE #23,Box Elder Event Center,"420 Villa Dr., Box Elder",polling_place
SD,Meade,Sturgis,BEAR BUTTE #9,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,Black Hawk,BLACK HAWK #14,Black Hawk Fire Department,"6010 Peaceful Pines Rd., Black Hawk",polling_place
SD,Meade,Black Hawk,CENTRAL BLACK HAWK #19,Black Hawk Fire Department,"6010 Peaceful Pines Rd., Black Hawk",polling_place
SD,Meade,Sturgis,CENTRAL STURGIS #3,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,Union Center,CHALK BUTTE #27,Central Meade Co. CommunityCenter,"19617 Ball Field Rd., Union Center",polling_place
SD,Meade,Piedmont,EAST PIEDMONT #12,Piedmont Community Gym,"16159 Second St., Piedmont",polling_place
SD,Meade,Sturgis,EAST STURGIS #1,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,Box Elder,ELK VALE #21,Box Elder Event Center,"420 Villa Dr., Box Elder",polling_place
SD,Meade,Elm Springs,ELM SPRINGS #18,Elm Springs Fire Department,"17674 Dalzell Rd., Elm Springs",polling_place
SD,Meade,Union Center,FAIRPOINT #29,Central Meade Co. CommunityCenter,"19617 Ball Field Rd., Union Center",polling_place
SD,Meade,Faith,FAITH #31,Faith Community Center,"204 N. Main St., Faith",polling_place
SD,Meade,Sturgis,HARMONY #8,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,Hereford,HEREFORD #20,Hereford Hall,"15911 Cross S Rd., Hereford",polling_place
SD,Meade,Marcus,MARCUS #41,Marcus Church,"18949 Old Marcus Rd., Marcus",polling_place
SD,Meade,Sturgis,NORTHEAST STURGIS #1A,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,Piedmont,PIEDMONT #11,Piedmont Community Gym,"16159 Second St., Piedmont",polling_place
SD,Meade,Opal,PINE #33,Opal Church,"17391 Opal Rd., Opal",polling_place
SD,Meade,Red Owl,RED OWL #30,RNA Hall,"18649 Red Owl Rd., Red Owl",polling_place
SD,Meade,Black Hawk,RURAL BLACK HAWK #15,Black Hawk Fire Department,"6010 Peaceful Pines Rd., Black Hawk",polling_place
SD,Meade,Sturgis,RURAL STURGIS #7,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,Sturgis,SOUTH STURGIS #2A,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,Piedmont,SOUTHEAST PIEDMONT #13,Piedmont Community Gym,"16159 Second St., Piedmont",polling_place
SD,Meade,Sturgis,SOUTHEAST STURGIS #2,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,Sturgis,SOUTHWEST STURGIS #4A,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,Sturgis,STURGIS #5A,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,Faith,SULPHUR #35,Prairie Home Church,"17010 US Hwy 212, Faith",polling_place
SD,Meade,Summerset,SUMMERSET #10,Summerset City Hall,"7055 Leisure Lane, Summerset",polling_place
SD,Meade,Sturgis,TILFORD #6,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,Plainview,UNION #40,Plainview Hall,"US Highway 34, Plainview",polling_place
SD,Meade,New Underwood,VIEWFIELD #17,New Underwood Community Center,"500 S. ""A"" Avenue, New Underwood",polling_place
SD,Meade,Black Hawk,WEST BLACK HAWK #16,Black Hawk Fire Department,"6010 Peaceful Pines Rd., Black Hawk",polling_place
SD,Meade,Box Elder,WEST ELK VALE #24,Box Elder Event Center,"420 Villa Dr., Box Elder",polling_place
SD,Meade,Sturgis,WEST STURGIS #4,Sturgis Community Center,"1401 Lazelle Street, Sturgis",polling_place
SD,Meade,White Owl,WHITE OWL #25,White Owl Community Hall,"Main Street, White Owl",polling_place
SD,Mellette,White River,Precinct-2,Emergency Services Building,"415 North Roosevelt, White River",polling_place
SD,Mellette,Wood,Precinct-3,Wood Community Hall,"130 South Dakota Street, Wood",polling_place
SD,Mellette,White River,Precinct-5,Emergency Services Building,"415 North Roosevelt, White River",polling_place
SD,Mellette,Norris,Precinct-6,Norris Township Hall,"27160 SD HWY 63, Norris",polling_place
SD,Miner,Howard,Precinct-1,Miner County 4-H Exhibit Hall,"203 W Wilson St, Howard",polling_place
SD,Miner,Howard,Precinct-2,Miner County 4-H Exhibit Hall,"203 W Wilson St, Howard",polling_place
SD,Miner,Howard,Precinct-3,Miner County 4-H Exhibit Hall,"203 W Wilson St, Howard",polling_place
SD,Miner,Canova,Precinct-4,Canova Community Center,"Main Street, Canova",polling_place
SD,Miner,Fedora,Precinct-5,Fedora Fire Hall,"23302 421st Avenue, Fedora",polling_place
SD,Miner,Howard,Precinct-6,Miner County 4-H Exhibit Hall,"203 W Wilson St, Howard",polling_place
SD,Miner,Carthage,Precinct-8,Carthage Fire Hall,"107 Buell Street, Carthage",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0103,O'Gorman High School,"3201 S Kiwanis Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0104,Center for Active Generations,"2300 W 46th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0105,Center for Active Generations,"2300 W 46th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0106,Sunnycrest United Methodist Church,"4801 W 41st St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0109,Peace Lutheran Church,"5509 W 41st St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0110,Sioux Falls First Church,"6300 W 41st St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0117,RF Pettigrew Elementary School,"7900 W 53rd St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0117,Sanford Wellness Center,"8701 W 32nd St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0201,VFW Club,"3601 S Minnesota Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0202,Ronning Branch Library,"3100 E 49th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0203,Morningside Community Center,"2400 S Bahnson Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0206,Westminster Presbyterian,"3801 E 26th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0207,Lord of Life Lutheran Church,"2600 S Sycamore Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0208,Avera Prince of Peace RetirementCommunity,"4513 S Prince of Peace Pl, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0209,Gloria Dei Lutheran Church,"5500 East 57th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0214,Eastside Baptist Church,"6101 E 49th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0305,American Legion,"1701 W Legion Dr, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0306,American Legion,"1701 W Legion Dr, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0309,Girl Scouts Dakota Horizons,"1101 S Marion Rd, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0310,Memorial Middle School,"1401 S Sertoma Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0311,Church at the Gate,"6820 W 26th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0312,MariCar Community Center,"400 N Valley View Rd, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0313,Kuehn Community Center,"2801 S Valley View Rd, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0314,Career Technical Education,"4700 W Career Cir, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0315,St Michael's Catholic Church,"1600 S Marion Rd, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0316,Memorial Middle School,"1401 S Sertoma Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0317,Prairie West Library,"7630 W 26th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0401,Sioux Falls Main Library,"200 N Dakota Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0402,Emmanuel Baptist Church,"1600 E 12th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0403,Terry Redlin School,"1721 E Austin St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0404,Wesley United Methodist Church,"1700 E 6th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0405,Fire Station # 7,"1100 E. Benson Rd., Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0406,Faith Lutheran Church,"601 N Cliff Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0407,Kenny Anderson Community Center,"3701 E 3rd St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0408,Kenny Anderson Community Center,"3701 E 3rd St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0409,Grace Lutheran Church,"3300 E 18th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0410,St Lambert's Catholic Church,"1000 S Bahnson Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0411,Wild Flower Presbyterian Church,"4800 E 6th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0412,Hilltop United Methodist Church,"1312 S Bahnson Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0413,First Christian Reformed Church,"2901 E 26th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0414,Sioux Falls Main Library,"200 N Dakota Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0501,First Lutheran Church,"327 S Dakota Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0502,First Lutheran Church,"327 S Dakota Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0503,Zion Lutheran Church,"1400 S Duluth Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0504,DakotaAbilities,"1116 S 4th Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0506,Hope Lutheran,"1700 S Cliff Ave, Sioux Falls",polling_place
