state,county_name,municipality,precinct_name,name,address,polling_place_type
SD,Minnehaha,Sioux Falls,Precinct-0507,All Souls Church,"2222 S Cliff Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0508,Instructional Planning Center,"201 E 38th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0509,Our Savior's Lutheran Church,"909 W 33rd St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0510,First Presbyterian Church,"2300 S West Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0511,VFW Club,"3601 S Minnesota Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0512,Instructional Planning Center,"201 E 38th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0513,Instructional Planning Center,"201 E 38th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0514,Christ the King Church,"1501 W 26th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0514,USF Cleveland ProfessionalDevelopment Center,"1010 W 26th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0518,Faith Family Church,"127 N Spring Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0519,St Mark's Lutheran Church,"2001 S Elmwood Ave, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0520,Oyate Community Center,"2421 W 15th St, Sioux Falls",polling_place
SD,Minnehaha,Sioux Falls,Precinct-0521,Trinity Baptist Church,"2400 W 18th St, Sioux Falls",polling_place
SD,Minnehaha,Valley Springs,Precinct-VP01,Valley Springs American Legion Club,"615 Broadway, Valley Springs",polling_place
SD,Minnehaha,Sioux Falls,Precinct-VP02,Split Rock Fire Station,"7201 E Hwy 42, Sioux Falls",polling_place
SD,Minnehaha,Brandon,Precinct-VP03,Brandon Municipal Golf Course,"2100 E Aspen Blvd, Brandon",polling_place
SD,Minnehaha,Renner,Precinct-VP04,Mapleton Township Hall,"47419 258th St, Renner",polling_place
SD,Minnehaha,Brandon,Precinct-VP05,Brandon City Hall - CouncilChambers,"308 S Main Ave, Brandon",polling_place
SD,Minnehaha,Sioux Falls,Precinct-VP06,MariCar Community Center,"400 N Valley View Rd, Sioux Falls",polling_place
SD,Minnehaha,Hartford,Precinct-VP07,Hartford City Hall,"125 N Main Ave, Hartford",polling_place
SD,Minnehaha,Humboldt,Precinct-VP08,Humboldt Community Center,"118 S. Main St, Humboldt",polling_place
SD,Minnehaha,Baltic,Precinct-VP09,Baltic Elementary Gymnasium,"500 3rd St, Baltic",polling_place
SD,Minnehaha,Garretson,Precinct-VP10,Garretson Senior Citizens Center,"528 Main Ave, Garretson",polling_place
SD,Minnehaha,Dell Rapids,Precinct-VP11,Lutheran Church of Dell Rapids,"701 Orleans Ave, Dell Rapids",polling_place
SD,Minnehaha,Dell Rapids,Precinct-VP12,Heesch Farm,"24883 481st Ave, Dell Rapids",polling_place
SD,Minnehaha,Colton,Precinct-VP13,Taopi Community Hall,"102 E 3rd St, Colton",polling_place
SD,Minnehaha,Brandon,Precinct-VP15,Brandon Fire Station,"401 Sioux Blvd, Brandon",polling_place
SD,Minnehaha,Crooks,Precinct-VP16,Crooks Community Center,"701 S West Ave, Crooks",polling_place
SD,Minnehaha,Hartford,Precinct-VP17,Wall Lake Township Hall,"26452 463rd Ave, Hartford",polling_place
SD,Minnehaha,Dell Rapids,Precinct-VP21,Lutheran Church of Dell Rapids,"701 Orleans Ave, Dell Rapids",polling_place
SD,Moody,Flandreau,Precinct-1,William J. Janklow CommunityCenter,"802 W. Community Drive, Flandreau",polling_place
SD,Moody,Flandreau,Precinct-2,Moody County Courthouse-1st Floor,"101 E Pipestone Ave, Flandreau",polling_place
SD,Moody,Trent,Precinct-3,Trent Gym,"403 E 3rd St, Trent",polling_place
SD,Moody,Flandreau,Precinct-34,William J. Janklow CommunityCenter,"802 W. Community Drive, Flandreau",polling_place
SD,Moody,Colman,Precinct-5,Colman Community Center,"126 N Main, Colman",polling_place
SD,Oglala Lakota,Batesland,Batesland,Oglala Lakota County Schools,"School St, Batesland",polling_place
SD,Oglala Lakota,Red Shirt Village,Cuny Table,Red Shirt School,"BIA HWY 41, Red Shirt Village",polling_place
SD,Oglala Lakota,Kyle,Kyle,Cap Office Kyle,"BIA HWY 2, Kyle",polling_place
SD,Oglala Lakota,Manderson,Manderson,Cap Office Manderson,"BIA HWY 33, Manderson",polling_place
SD,Oglala Lakota,Oglala,Oglala,Brother Renee Hall,"HWY 18, Oglala",polling_place
SD,Oglala Lakota,Pine Ridge,Pine Ridge 1,Billy Mills Hall,"HWY 18, Pine Ridge",polling_place
SD,Oglala Lakota,Pine Ridge,Pine Ridge 3,Billy Mills Hall,"HWY 18, Pine Ridge",polling_place
SD,Oglala Lakota,Porcupine,Porcupine,Porcupine School,"101 Main St., Porcupine",polling_place
SD,Oglala Lakota,Rockyford,Rockyford,Singing Horse Trading Post,"BIA HWY 33, Rockyford",polling_place
SD,Pennington,Rapid City,Precinct 1-1,Parkview Church (1-1),"333 Sandra Ln, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 1-2,St Paul's Lutheran Church (1-2),"835 E Fairmont Blvd, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 1-3,Grandview School (1-3),"3301 Grandview Dr, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 1-4,West River Electric Assn (1-4),"3250 E Highway 44, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 2-1,Rapid City Public Library (2-1/2-5),"610 Quincy St, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 2-2,Bethel Assembly Church (2-2/4-2),"1202 N Maple Ave, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 2-3,Walter Taylor 4H Bldg-Fairgrounds (23),"601 E Centre St, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 2-4,South Middle School (2-4),"2 Indiana St, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 2-5,Rapid City Public Library (2-1/2-5),"610 Quincy St, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 3-1,Jackson Heights Highrise (3-1),"1805 W Fulton, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 3-2,Calvary Lutheran Church (3-2/3-3),"5311 Sheridan Lake Rd, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 3-3,Calvary Lutheran Church (3-2/3-3),"5311 Sheridan Lake Rd, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 3-4,Southwest Middle School (3-4),"4501 Park Dr, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 3-5,Whispering Pines Fire District (3-5/WP),"7980 Clarkson Rd, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 4-2,Bethel Assembly Church (2-2/4-2),"1202 N Maple Ave, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 4-3,Atonement Lutheran Church (4-3/4-5),"602 Auburn Dr, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 4-4,General Beadle School (4-1/4-4/5-1),"10 E Van Buren St, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 4-5,Atonement Lutheran Church (4-3/4-5),"602 Auburn Dr, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 5-1,General Beadle School (4-1/4-4/5-1),"10 E Van Buren St, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 5-2,Canyon Lake Senior Center (5-2/CL),"2900 Canyon Lake Dr, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 5-3,Pinedale School (5-3/5-5),"4901 W Chicago, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 5-4,West Park Apartments (5-4),"1018 11th St, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct 5-5,Pinedale School (5-3/5-5),"4901 W Chicago, Rapid City",polling_place
SD,Pennington,Box Elder,Precinct AW,Box Elder Event Center(BE/EL/NH/AW),"420 Villa Dr, Box Elder",polling_place
SD,Pennington,Box Elder,Precinct BE,Box Elder Event Center(BE/EL/NH/AW),"420 Villa Dr, Box Elder",polling_place
SD,Pennington,Caputa,Precinct CA,Caputa Community Center (CA),"23501 Main St, Caputa",polling_place
SD,Pennington,Rapid City,Precinct CL,Canyon Lake Senior Center (5-2/CL),"2900 Canyon Lake Dr, Rapid City",polling_place
SD,Pennington,Wall,Precinct CR,Wall Community Center (WL/CR),"501 Main St, Wall",polling_place
SD,Pennington,Rapid City,Precinct DT,Doty Fire District (DT),"8770 Nemo Rd, Rapid City",polling_place
SD,Pennington,Box Elder,Precinct EL,Box Elder Event Center(BE/EL/NH/AW),"420 Villa Dr, Box Elder",polling_place
SD,Pennington,Hill City,Precinct HC,Hill City Schools Gins Gym (HC),"440 Main St, Hill City",polling_place
SD,Pennington,Rapid City,Precinct HR,Rapid City Christian School at HartRanch (HR),"23757 Arena Dr, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct JS,Rimrock Community Center atJohnson Siding (JS),"12270 W Highway 44, Rapid City",polling_place
SD,Pennington,Box Elder,Precinct NH,Box Elder Event Center(BE/EL/NH/AW),"420 Villa Dr, Box Elder",polling_place
SD,Pennington,New Underwood,Precinct NU,New Underwood Community Center(NU),"500 S A Ave, New Underwood",polling_place
SD,Pennington,Quinn,Precinct QU,Quinn Community Center (QU),"37 Main St, Quinn",polling_place
SD,Pennington,Rapid City,Precinct RV,Rapid Valley School (RV),"2601 Covington St, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct VF,Rapid Valley Fire District (VF),"3760 Reservoir Rd, Rapid City",polling_place
SD,Pennington,Rapid City,Precinct VV,Valley View School (VV),"4840 Homestead St, Rapid City",polling_place
SD,Pennington,Wall,Precinct WL,Wall Community Center (WL/CR),"501 Main St, Wall",polling_place
SD,Pennington,Rapid City,Precinct WP,Whispering Pines Fire District (3-5/WP),"7980 Clarkson Rd, Rapid City",polling_place
SD,Pennington,Wasta,Precinct WS,Wasta Community Center (WS),"38 A Street, Wasta",polling_place
SD,Perkins,Lemmon,Precinct-01,Beeler Community Building,"203 Main Ave, Lemmon",polling_place
SD,Perkins,Lodgepole,Precinct-02,Lodgepole Hall,"11006 SD Hwy 75, Lodgepole",polling_place
SD,Perkins,Lemmon,Precinct-03,Beeler Community Building,"203 Main Ave, Lemmon",polling_place
SD,Perkins,Lemmon,Precinct-04,Beeler Community Building,"203 Main Ave, Lemmon",polling_place
SD,Perkins,Lemmon,Precinct-05,Beeler Community Building,"203 Main Ave, Lemmon",polling_place
SD,Perkins,Meadow,Precinct-06,Indian Creek Church,"13506 SD Hwy 73, Meadow",polling_place
SD,Perkins,Prairie City,Precinct-07,Beckman Memorial Church,"303 1st St E, Prairie City",polling_place
SD,Perkins,Faith,Precinct-08,Faith Community Center,"204 N Main St, Faith",polling_place
SD,Perkins,Reva,Precinct-09,Zeona Church,"15263 Zeona Rd, Reva",polling_place
SD,Perkins,Bison,Precinct-12,Bentley Memorial Building,"400 West Carr Street, Bison",polling_place
SD,Potter,Gettysburg,Precinct-23,Gettysburg Legion Annex,"112 S Exene, Gettysburg",vote_center
SD,Potter,Hoven,Precinct-23,Hoven American Legion,"102 Main St, Hoven",vote_center
SD,Roberts,Claire City,Precinct-01,Claire City Community Center,"255 Feeney Ave, Claire City",polling_place
SD,Roberts,Corona,Precinct-02,Corona Community Center,"104 Main St, Corona",polling_place
SD,Roberts,New Effington,Precinct-03,New Effington Community Center,"303 Main St, New Effington",polling_place
SD,Roberts,Ortley,Precinct-04,Ortley Senior Citizens Center,"106 N Main St, Ortley",polling_place
SD,Roberts,Peever,Precinct-05,Peever Lutheran Church,"113 3rd St, Peever",polling_place
SD,Roberts,Rosholt,Precinct-06,Rosholt Community Center,"19 East Main St, Rosholt",polling_place
SD,Roberts,Rosholt,Precinct-07,Rosholt Community Center,"19 East Main St, Rosholt",polling_place
SD,Roberts,Summit,Precinct-08,Summit Fire Hall,"Main St, Summit",polling_place
SD,Roberts,Wilmot,Precinct-09,Wilmot Community Center,"516 Main St, Wilmot",polling_place
SD,Roberts,Sisseton,Precinct-10,Roberts County 4-H Building,"11905 BIA Hwy 700, Sisseton",polling_place
SD,Roberts,Sisseton,Precinct-11,St. Peters Hall,"525 E Chestnut St, Sisseton",polling_place
SD,Roberts,Sisseton,Precinct-12,St. Peters Hall,"525 E Chestnut St, Sisseton",polling_place
SD,Roberts,Sisseton,Precinct-13,St. Peters Hall,"525 E Chestnut St, Sisseton",polling_place
SD,Roberts,Sisseton,Precinct-14,St. Peters Hall,"525 E Chestnut St, Sisseton",polling_place
SD,Sanborn,Artesian,Precinct-1,Artesian Community Center,"209 S 2nd St, Artesian",polling_place
SD,Sanborn,Letcher,Precinct-2,Letcher Community Center,"104 E Main St, Letcher",polling_place
SD,Sanborn,Woonsocket,Precinct-4,Woonsocket Community Center,"102 S Dumont, Woonsocket",polling_place
SD,Sanborn,Woonsocket,Precinct-5,Woonsocket Community Center,"102 S Dumont, Woonsocket",polling_place
SD,Spink,Doland,Precinct-01,Doland Senior Citizen Center,"215 Humphrey Dr N, Doland",polling_place
SD,Spink,Tulare,Precinct-03,Tulare Community Hall,"112 Main St, Tulare",polling_place
SD,Spink,Redfield,Precinct-04,Redfield National Guard Armory,"309 W 3rd St, Redfield",polling_place
SD,Spink,Frankfort,Precinct-05,Frankfort Community Center,"602 Jefferson Ave, Frankfort",polling_place
SD,Spink,Ashton,Precinct-06,Ashton Community Hall,"102 E Main St, Ashton",polling_place
SD,Spink,Mellette,Precinct-07,Northwestern United MethodistChurch,"232 4th Ave, Mellette",polling_place
SD,Spink,Conde,Precinct-08,Conde Community Center,"125 Broadway St SW, Conde",polling_place
SD,Spink,Redfield,Precinct-09,Redfield National Guard Armory,"309 W 3rd St, Redfield",polling_place
SD,Spink,Redfield,Precinct-10,Redfield National Guard Armory,"309 W 3rd St, Redfield",polling_place
SD,Stanley,Fort Pierre,Precinct-02,McQuistion Farmstead,"28082 SD Highway 1806, Fort Pierre",polling_place
SD,Stanley,Hayes,Precinct-03,Hayes Hall,"25426 US Highway 14/34, Hayes",polling_place
SD,Sully,Agar,Precinct-1,Agar Fire Hall,"120 Ash St, Agar",vote_center
SD,Sully,Pierre,Precinct-1,Bill Floyd Shop,"28342 188th St, Pierre",vote_center
SD,Sully,Onida,Precinct-1,Phoenix Center,"117 S Main Street, Onida",vote_center
SD,Todd,Spring Creek,Bordeaux,Spring Creek School,"233 Yellow Cloud Rd, Spring Creek",polling_place
SD,Todd,Valentine,Jeanette,Littleburg School,"28406 301st St, Valentine",polling_place
SD,Todd,Crookston,Lakeview,Lakeview School,"26886 269th Ave, Crookston",polling_place
SD,Todd,Mission,Mission-N. Antelope,Father Paul Hall,"151 N Jefferson St, Mission",polling_place
SD,Todd,O'Kreek,OKreek,O'Kreek Community Center,"NULL, O'Kreek",polling_place
SD,Todd,Parmelee,Parmelee,St. Agnes Hall,"104 N First St, Parmelee",polling_place
SD,Todd,Rosebud,Rosebud,Clark Hall,"2314 E. 1st St, Rosebud",polling_place
SD,Todd,Mission,S. Antelope,Father Paul Hall,"151 N Jefferson St, Mission",polling_place
SD,Todd,St. Francis,Saint Francis,Victory Through Faith Church,"NULL, St. Francis",polling_place
SD,Tripp,Winner,Clearfield Consolidated,Clearfield Hall,"29201 307th Ave, Winner",polling_place
SD,Tripp,Colome,Colome Consolidated,Skatetown,"312 Main St., Colome",polling_place
SD,Tripp,Ideal,Ideal Consolidated,First Presbyterian Church,"31204 266th St, Ideal",polling_place
SD,Tripp,Colome,Lake Consolidated,Skatetown,"312 Main St., Colome",polling_place
SD,Tripp,Winner,Lamro Consolidated,4-H Center,"815 West 12th St., Winner",polling_place
SD,Tripp,Winner,Sully Consolidated,4-H Center,"815 West 12th St., Winner",polling_place
SD,Tripp,Winner,WINNER Consolidated SE1ST,4-H Center,"815 West 12th St., Winner",polling_place
SD,Tripp,Winner,WINNER Consolidated-E2ND,4-H Center,"815 West 12th St., Winner",polling_place
SD,Tripp,Winner,WINNER Consolidated-E3RD,4-H Center,"815 West 12th St., Winner",polling_place
SD,Tripp,Winner,WINNER Consolidated-W2ND,4-H Center,"815 West 12th St., Winner",polling_place
SD,Tripp,Winner,WINNER Consolidated-W3RD,4-H Center,"815 West 12th St., Winner",polling_place
SD,Tripp,Witten,Witten Consolidated,Witten Hall,"117 East 1st St, Witten",polling_place
SD,Turner,Marion,Precinct-01,Marion Legion Hall,"212 N Broadway, Marion",polling_place
SD,Turner,Parker,Precinct-02,Turner County CourthouseCommunity Room,"400 S Main, Parker",polling_place
SD,Turner,Chancellor,Precinct-03,Chancellor City Hall,"240 S 2 Ave, Chancellor",polling_place
SD,Turner,Viborg,Precinct-04,Spring Valley Lutheran Church,"44707 289th St, Viborg",polling_place
SD,Turner,Hurley,Precinct-05,Hurley Fire Hall,"311 Main, Hurley",polling_place
SD,Turner,Viborg,Precinct-06,Viborg City Hall,"110 N Main, Viborg",polling_place
SD,Turner,Irene,Precinct-07,Irene Town Community Building,"120 S Clark, Irene",polling_place
SD,Turner,Centerville,Precinct-08,Good Shepherd Pascale Hall,"411 Wisconsin, Centerville",polling_place
SD,Union,Alcester,Precinct-01,Alcester City Hall,"106 W. 2nd St., Alcester",polling_place
SD,Union,Alcester,Precinct-02,Alcester City Hall,"106 W. 2nd St., Alcester",polling_place
SD,Union,Elk Point,Precinct-03,Union County Courthouse,"209 East Main, Elk Point",polling_place
SD,Union,Alcester,Precinct-04,Big Springs Baptist Church,"30705 480th Ave., Alcester",polling_place
SD,Union,Beresford,Precinct-05,Beresford Public Library,"115 S. 3rd St., Beresford",polling_place
SD,Union,Beresford,Precinct-06,Beresford Public Library,"115 S. 3rd St., Beresford",polling_place
SD,Union,Jefferson,Precinct-07,St. Peter's Community Center,"400 Main, Jefferson",polling_place
SD,Union,Elk Point,Precinct-08,Union County Courthouse,"209 East Main, Elk Point",polling_place
SD,Union,North Sioux City,Precinct-10,North Sioux City Community Center-Fire Hall,"200 Sodrac Dr., North Sioux City",polling_place
SD,Union,North Sioux City,Precinct-11,North Sioux City Community Center-Fire Hall,"200 Sodrac Dr., North Sioux City",polling_place
SD,Union,Dakota Dunes,Precinct-12,Saint Teresa of Calcutta Church,"995 Sioux Point Road, Dakota Dunes",polling_place
SD,Union,Dakota Dunes,Precinct-13,Holy Cross Lutheran Church,"149 Bison Trail, Dakota Dunes",polling_place
SD,Walworth,Akaska,Precinct-01,Akaska Community Center,"109 Main Street, Akaska",polling_place
SD,Walworth,Java,Precinct-02,Java Community Center,"4116 Main Street, Java",polling_place
SD,Walworth,Selby,Precinct-03,Selby Senior Citizens Center,"3419 Main Street, Selby",polling_place
SD,Walworth,Mobridge,Precinct-04,Scherr Howe Arena,"212 Main Street, Mobridge",polling_place
SD,Walworth,Mobridge,Precinct-05,Scherr Howe Arena,"212 Main Street, Mobridge",polling_place
SD,Walworth,Mobridge,Precinct-06,Scherr Howe Arena,"212 Main Street, Mobridge",polling_place
SD,Walworth,Mobridge,Precinct-07,Scherr Howe Arena,"212 Main Street, Mobridge",polling_place
SD,Walworth,Hoven,Precinct-08,Hoven Airport,"14727 319th Avenue, Hoven",polling_place
SD,Walworth,Glenham,Precinct-09,Glenham Fire Hall,"121 Main Street, Glenham",polling_place
SD,Walworth,Mobridge,Precinct-10,Scherr Howe Arena,"212 Main Street, Mobridge",polling_place
SD,Yankton,Gayville,Precinct-01,Gayville Community Center,"502 Washington St., Gayville",vote_center
SD,Yankton,Yankton,Precinct-01,JoDean's Steakhouse and Lounge,"2809 Broadway Avenue, Yankton",vote_center
SD,Yankton,Lesterville,Precinct-01,Lesterville Fire Hall,"212 Main Ave, Lesterville",vote_center
SD,Yankton,Yankton,Precinct-01,Lewis and Clark Rec Area,"43349 SD Hwy 52, Yankton",vote_center
SD,Yankton,Irene,Precinct-01,Mayfield Store,"44398 SD Hwy 46, Irene",vote_center
SD,Yankton,Yankton,Precinct-01,National Field Archery Assoc.,"800 Archery Lane, Yankton",vote_center
SD,Yankton,Yankton,Precinct-01,Yankton City Hall,"416 Walnut Street, Yankton",vote_center
SD,Ziebach,Bridger,Precinct-1 Bridger,Bridger Community Center,"Bridger Community, Bridger",polling_place
SD,Ziebach,Cherry  Creek,Precinct-2 Cherry Creek,Cherry Creek Nutrition Center,"Cherry Creek Community, Cherry  Creek",polling_place
SD,Ziebach,Glad Valley,Precinct-4 Glad Valley,Glad Valley Fire Hall,"Hwy. 20, Glad Valley",polling_place
SD,Ziebach,Dupree,Precinct-5 North Dupree,Harry's Hall,"Main Street, Dupree",polling_place
SD,Ziebach,Dupree,Precinct-6 Redelm,Harry's Hall,"Main Street, Dupree",polling_place
SD,Ziebach,Red Scaffold,Precinct-7 Red Scaffold,Red Scaffold Gym,"Red Scaffold Community, Red Scaffold",polling_place
SD,Ziebach,Dupree,Precinct-8 South Dupree,Harry's Hall,"Main Street, Dupree",polling_place
