election_date,state,jurisdiction_type,county_name,polling_place_id,precinct_id,name,address
2018-11-06,GA,county,COBB,033068,MA04,FLOYD MIDDLE SCHOOL-MA01,"4803 FLOYD RD, MABLETON, GA 30126"
2018-11-06,GA,county,COBB,033069,FR01,FORD ELEMENTARY SCHOOL-FR01,"1345 MARS HILL RD, ACWORTH, GA 30101"
2018-11-06,GA,county,COBB,033071,FP01,FULLERS RECREATION CENTER-FP01,"3499 ROBINSON RD, MARIETTA, GA 30068"
2018-11-06,GA,county,COBB,033072,GM01,GARRISON MILL ELEM. SCHOOL-GM01,"4111 WESLEY CHAPEL RD, MARIETTA, GA 30062"
2018-11-06,GA,county,COBB,033154,PS1A,GEORGE E. FORD CENTER-PS1A,"4181 ATLANTA ST, POWDER SPRINGS, GA 30127"
2018-11-06,GA,county,COBB,033083,SM03,GRACE CHURCH MARIETTA-SM03,"675 HOLT RD, MARIETTA, GA 30068"
2018-11-06,GA,county,COBB,033113,EL04,GRACELIFE CHURCH-EL04,"1083 ALLGOOD RD NE, MARIETTA, GA 30062"
2018-11-06,GA,county,COBB,033077,HR01,HARRISON HIGH SCHOOL-HR01,"4500 DUE WEST RD, KENNESAW, GA 30152"
2018-11-06,GA,county,COBB,033078,HY01,HAYES ELEMENTARY SCHOOL-HY01,"1501 KENNESAW DUE WEST RD, KENNESAW, GA 30152"
2018-11-06,GA,county,COBB,033046,MR2B,HICKORY HILLS ELEMENTARY-MR2B,"500 REDWOOD DR, MARIETTA, GA 30064"
2018-11-06,GA,county,COBB,033143,NP01,HIGHPOINT CHRISTIAN TABERNACLE-NP01,"3269 OLD CONCORD RD SE, SMYRNA, GA 30082"
2018-11-06,GA,county,COBB,033140,HT01,HIGHTOWER TRAIL MIDDLE SCHOOL-HT01,"3905 POST OAK TRITT RD, MARIETTA, GA 30062"
2018-11-06,GA,county,COBB,033082,OR04,HOLLYDALE METHODIST CHURCH-OR04,"2364 POWDER SPRINGS RD, MARIETTA, GA 30064"
2018-11-06,GA,county,COBB,033084,SO01,HOLY FAMILY CATHOLIC CHURCH-SO01,"3401 LOWER ROSWELL RD, MARIETTA, GA 30068"
2018-11-06,GA,county,COBB,033085,SA01,HOLY TRINITY LUTHERAN CHURCH-SA01,"2922 SANDY PLAINS RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033073,KE1A,INFLUENCERS CHURCH KENNESAW-KE1A,"1455 BEN KING RD, KENNESAW, GA 30144"
2018-11-06,GA,county,COBB,033087,BF02,J. J. DANIELL MIDDLE SCHOOL-BF02,"2900 SCOTT RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033089,MT01,JOHNSON FERRY BAPTIST CHURCH-MT01,"955 JOHNSON FERRY RD, MARIETTA, GA 30068"
2018-11-06,GA,county,COBB,033091,KL01,KELL HIGH SCHOOL-KL01,"4770 LEE WATERS RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033094,KE4A,KENNESAW ELEMENTARY SCHOOL-KE4A,"3155 JILES RD, KENNESAW, GA 30144"
2018-11-06,GA,county,COBB,033095,KE2A,KENNESAW MOUNTAIN HIGH SCHOOL-KE2A,"1898 KENNESAW DUE WEST RD, KENNESAW, GA 30152"
2018-11-06,GA,county,COBB,033097,EL02,KINCAID ELEMENTARY SCHOOL-EL02,"1410 KINCAID RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033099,FO04,LABELLE ELEMENTARY SCHOOL-FO04,"230 CRESSON DR, MARIETTA, GA 30060"
2018-11-06,GA,county,COBB,033100,LA01,LASSITER HIGH SCHOOL-LA01,"2601 SHALLOWFORD RD., MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033158,KE5A,LEGACY PARK CLUBHOUSE-KE5A,"4201 LEGACY PARK CIR, KENNESAW, GA 30144"
2018-11-06,GA,county,COBB,033175,SN7A,LIFE CHURCH SMYRNA ASSEMBLY-SN7A,"4100 KING SPRINGS RD, SMYRNA, GA 30082"
2018-11-06,GA,county,COBB,033134,LI01,LINDLEY MIDDLE SCHOOL-LI01,"50 VETERANS MEM. HWY, MABLETON, GA 30126"
2018-11-06,GA,county,COBB,033103,MS02,LIVING HOPE LUTHERAN CHURCH-MS02,"3450 STILESBORO ROAD, KENNESAW, GA 30152"
2018-11-06,GA,county,COBB,033104,MR6A,LOCKHEED ELEMENTARY SCHOOL-MR6A,"1205 MERRITT ROAD, MARIETTA, GA 30062"
2018-11-06,GA,county,COBB,033105,LM02,LOST MOUNTAIN MIDDLE SCHOOL-LM02,"700 OLD MOUNTAIN RD, KENNESAW, GA 30152"
2018-11-06,GA,county,COBB,033185,OR01,LOVINGGOOD MIDDLE SCHOOL-OR01,"3825 LUTHER WARD ROAD, POWDER SPRINGS, GA 30127"
2018-11-06,GA,county,COBB,033238,CL01,LUKE GARRETT MIDDLE SCHOOL-CL01,"5235 AUSTELL-POWDER SPRINGS RD, AUSTELL, GA 30106"
2018-11-06,GA,county,COBB,033107,SO03,LUTHERAN CHURCH OF  THE RESURRECTION-SO03,"4814 PAPER MILL RD, MARIETTA, GA 30067"
2018-11-06,GA,county,COBB,033174,MA02,MABLETON ELEMENTARY SCHOOL-MA02,"5220 CHURCH ST SW, MABLETON, GA 30126"
2018-11-06,GA,county,COBB,033109,MB01,MABRY MIDDLE SCHOOL-MB01,"2700 JIMS RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033110,OR05,MACLAND BAPTIST CHURCH-OR05,"3732 MACLAND RD, POWDER SPRINGS, GA 30127"
2018-11-06,GA,county,COBB,033236,MR4A,MAPLE AVENUE UMC CHURCH-MR4A,"63 MAPLE AVENUE, MARIETTA, GA 30064"
2018-11-06,GA,county,COBB,033117,MR1A,MARIETTA 6TH GRADE ACADEMY-MR1A,"340 AVIATION RD, MARIETTA, GA 30060"
2018-11-06,GA,county,COBB,033115,MR2A,MARIETTA HIGH SCHOOL-MR2A,"1171 WHITLOCK AVE, MARIETTA, GA 30064"
2018-11-06,GA,county,COBB,033235,MR3A,MARIETTA MIDDLE SCHOOL GYM-MR3A,"121 WINN ST, MARIETTA, GA 30064"
2018-11-06,GA,county,COBB,033120,MK01,MCCLESKEY MIDDLE SCHOOL-MK01,"4080 MAYBREEZE RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033017,ML01,MCCLURE MIDDLE SCHOOL-ML01,"3660 OLD STILESBORO ROAD, KENNESAW, GA 30152"
2018-11-06,GA,county,COBB,033122,MC01,MCEACHERN MEM. UNITED METHODIST CHURCH-MC01,"4075 MACLAND RD, POWDER SPRINGS, GA 30127"
2018-11-06,GA,county,COBB,033123,FO02,MILFORD BAPTIST CHURCH-FO02,"1030 MILFORD CHURCH RD, MARIETTA, GA 30060"
2018-11-06,GA,county,COBB,033126,MT04,MT BETHEL UNITED METHODIST CHURCH-MT04,"4385 LOWER ROSWELL RD, MARIETTA, GA 30068"
2018-11-06,GA,county,COBB,033127,CH02,MT CALVARY BAPTIST CHURCH-CH02,"287 MT CALVARY RD, MARIETTA, GA 30064"
2018-11-06,GA,county,COBB,033054,MR6B,MT PARAN CHURCH OF GOD NORTH-MR6B,"1700 ALLGOOD RD, MARIETTA, GA 30062"
2018-11-06,GA,county,COBB,033129,RW02,MT ZION METHODIST CHURCH-RW02,"1770 JOHNSON FERRY RD, MARIETTA, GA 30062"
2018-11-06,GA,county,COBB,033130,MD01,MURDOCK ELEMENTARY SCHOOL-MD01,"2320 MURDOCK RD, MARIETTA, GA 30062"
2018-11-06,GA,county,COBB,033022,MR4C,NEW SALEM BAPTIST CHURCH-MR4C,"836 NEW SALEM RD NW, KENNESAW, GA 30152"
2018-11-06,GA,county,COBB,033064,VG03,"NFL OFFICEWORKS, INC.-VG03","2865 LOG CABIN DR, ATLANTA, GA 30339"
2018-11-06,GA,county,COBB,033136,NS01,NICHOLSON ELEMENTARY SCHOOL-NS01,"1599 SHALLOWFORD RD NE, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033137,NJ01,NICKAJACK ELEMENTARY SCHOOL-NJ01,"4555 MAVELL RD, SMYRNA, GA 30082"
2018-11-06,GA,county,COBB,033138,BF03,NOONDAY BAPTIST CHURCH EAST CAMPUS-BF03,"4120 CANTON RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033141,AC1A,NORTHSTAR CHURCH-AC1A,"3413 BLUE SPRINGS ROAD, KENNESAW, GA 30144"
2018-11-06,GA,county,COBB,033118,MS01,NORTHWEST CHRISTIAN CHURCH-MS01,"3737 DALLAS ACWORTH HIGHWAY NW, ACWORTH, GA 30101"
2018-11-06,GA,county,COBB,033164,CA01,"PACES FOUNDATION, INC-CA01","2730 CUMBERLAND BLVD SE, SMYRNA, GA 30080"
2018-11-06,GA,county,COBB,033146,PR01,PALMER MIDDLE SCHOOL-PR01,"690 NORTH BOOTH RD, KENNESAW, GA 30144"
2018-11-06,GA,county,COBB,033148,PE01,PEBBLEBROOK HIGH SCHOOL-PE01,"991 OLD ALABAMA RD, MABLETON, GA 30126"
2018-11-06,GA,county,COBB,033112,EL03,PIEDMONT ROAD CHURCH OF CHRIST-EL03,"1630 PIEDMONT RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033277,PM01,PINE MOUNTAIN MIDDLE SCHOOL-PM01,"2720 PINE MOUNTAIN CIRCLE, KENNESAW, GA 30152"
2018-11-06,GA,county,COBB,033151,PT01,PITNER ELEMENTARY SCHOOL-PT01,"4575 WADE GREEN RD, ACWORTH, GA 30102"
2018-11-06,GA,county,COBB,033080,PP01,POPE HIGH SCHOOL-PP01,"3001 HEMBREE RD, MARIETTA, GA 30062"
2018-11-06,GA,county,COBB,033156,SW01,PRAISE TABERNACLE CHURCH-SW01,"4052 HIRAM-LITHIA SPRINGS RD, POWDER SPRINGS, GA 30127"
2018-11-06,GA,county,COBB,033157,SW02,PRESBYTERIAN VILLAGE-SW02,"2000 EAST-WEST CONNECTOR, AUSTELL, GA 30106"
2018-11-06,GA,county,COBB,033135,RS01,RIVERSIDE INTERMEDIATE SCHOOL-RS01,"285 SOUTH GORDON RD, MABLETON, GA 30126"
2018-11-06,GA,county,COBB,033167,PS2A,RON ANDERSON BUILDING-PS2A,"3820 MACEDONIA RD, POWDER SPRINGS, GA 30127"
2018-11-06,GA,county,COBB,033169,BR02,RUSSELL ELEMENTARY SCHOOL-BR02,"3920 S. HURT ROAD, SMYRNA, GA 30082"
2018-11-06,GA,county,COBB,033170,EL05,SANDY PLAINS BAPTIST CHURCH-EL05,"2825 SANDY PLAINS RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033121,ME01,SEVEN SPRINGS CHURCH - ME01,"4665 MACLAND RD, POWDER SPRINGS, GA 30127"
2018-11-06,GA,county,COBB,033088,PF01,SEWELL MILL LIBRARY & CULTURAL CENTER-PF01,"2051 LOWER ROSWELL RD, MARIETTA, GA 30068"
2018-11-06,GA,county,COBB,033172,SF01,SHALLOWFORD FALLS ELEM SCHOOL-SF01,"3529 LASSITER RD, MARIETTA, GA 30062"
2018-11-06,GA,county,COBB,033173,SI01,SIMPSON MIDDLE SCHOOL-SI01,"3340 TRICKUM RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033176,SN3A,SMYRNA COMMUNITY CENTER-SN3A,"200 VILLAGE GREEN CIR, SMYRNA, GA 30080"
2018-11-06,GA,county,COBB,033003,SN2A,SMYRNA FIRE STATION #3-SN2A,"2825 PARK RD, SMYRNA, GA 30080"
2018-11-06,GA,county,COBB,033177,SO02,SOPE CREEK ELEMENTARY SCHOOL-SO02,"3320 PAPER MILL RD, MARIETTA, GA 30067"
2018-11-06,GA,county,COBB,033178,HL01,SOUTH COBB COMMUNITY CENTER-HL01,"620 LIONS CLUB DR, MABLETON, GA 30126"
2018-11-06,GA,county,COBB,033108,MA01,SOUTH COBB REGIONAL LIBRARY-MA01,"805 CLAY RD., MABLETON, GA 30126"
2018-11-06,GA,county,COBB,033183,OK01,ST THOMAS CATHOLIC CHURCH-OK01,"4300 KING SPRINGS RD, SMYRNA, GA 30082"
2018-11-06,GA,county,COBB,033007,BK01,SUMMIT BAPTIST CHURCH-BK01,"4310 MOON STATION LANE, ACWORTH, GA 30101"
2018-11-06,GA,county,COBB,033159,VG02,TEASLEY ELEMENTARY SCHOOL-VG02,"3640 SPRING HILL PKWY, SMYRNA, GA 30080"
2018-11-06,GA,county,COBB,033188,SM01,TEMPLE KOL EMETH-SM01,"1415 OLD CANTON RD, MARIETTA, GA 30062"
2018-11-06,GA,county,COBB,033212,MA03,THOMPSON COMMUNITY CENTER-MA03,"555 NICKAJACK ROAD, MABLETON, GA 30126"
2018-11-06,GA,county,COBB,033192,MR4B,TOMMY NOBIS CENTER-MR4B,"1480 BELLS FERRY RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033281,BG02,TOWNE VIEW BAPTIST CHURCH-BG02,"950 SHILOH RD, KENNESAW, GA 30144"
2018-11-06,GA,county,COBB,033195,BT02,TRINITY UNITED METHODIST CHURCH-BT02,"821 SOUTH GORDON RD SW, AUSTELL, GA 30168"
2018-11-06,GA,county,COBB,033233,MR5B,TURNER CHAPEL AME CATHEDRAL-MR5B,"492 NORTH MARIETTA PARKWAY, MARIETTA, GA 30060"
2018-11-06,GA,county,COBB,033198,VA01,VAUGHAN ELEMENTARY SCHOOL-VA01,"5950 NICHOLS RD, POWDER SPRINGS, GA 30127"
2018-11-06,GA,county,COBB,033199,VG01,VININGS LIBRARY-VG01,"4290 PACES FERRY RD, ATLANTA, GA 30339"
2018-11-06,GA,county,COBB,033201,OR02,W O SMITHA MIDDLE SCHOOL-OR02,"2025 POWDER SPRINGS RD, MARIETTA, GA 30008"
2018-11-06,GA,county,COBB,033202,PO01,WESLEY CHAPEL METHODIST CHURCH-PO01,"4495 SANDY PLAINS RD, MARIETTA, GA 30066"
2018-11-06,GA,county,COBB,033203,KP02,WEST COBB CHURCH-KP02,"1245 VILLA RICA RD, MARIETTA, GA 30064"
2018-11-06,GA,county,COBB,033070,FY01,WEST COBB REGIONAL LIBRARY-FY01,"1750 DENNIS KEMP LN, KENNESAW, GA 30152"
2018-11-06,GA,county,COBB,033204,LM01,WEST COBB SENIOR CENTER-LM01,"4915 DALLAS HWY, POWDER SPRINGS, GA 30127"
2018-11-06,GA,county,COBB,033033,DI01,WINDY HILL COMMUNITY CENTER-DI01,"1885 ROSWELL ST., SE, SMYRNA, GA 30080"
2018-11-06,GA,county,COBB,033207,MR5A,ZION BAPTIST CHURCH-MR5A,"165 LEMON ST, MARIETTA, GA 30060"
2018-11-06,GA,county,COFFEE,034015,2,AMBROSE COMMUNITY CENTER,"98 W. ELM ST., AMBROSE, GA 31512"
2018-11-06,GA,county,COFFEE,034001,3,BRIDGETOWN,"2387 BRIDGETOWN RD, WILLACOOCHEE, GA 31650"
2018-11-06,GA,county,COFFEE,034017,1,CENTRAL SQUARE COMPLEX,"200 S MADISON AVE, DOUGLAS, GA 31533"
2018-11-06,GA,county,COFFEE,034003,5,NICHOLLS CITY HALL,"707 VAN STREAT HWY, NICHOLLS, GA 31554"
2018-11-06,GA,county,COFFEE,034016,4,PUBLIC SAFETY CENTER,"100 CHURCH ST, BROXTON, GA 31519"
2018-11-06,GA,county,COFFEE,034008,6,WEST GREEN FIRE STATION,"230 SCHOOL CIRCLE, WEST GREEN, GA 31567"
2018-11-06,GA,county,COLQUITT,035001,0001,A. F. SHAW GYM,"616 5TH AVE NW, MOULTRIE, GA 31768"
2018-11-06,GA,county,COLQUITT,035002,0007,AUTREYVILLE VOLUNTEER FIRE DPT,"2493 GA HWY 33 S, MOULTRIE, GA 31768"
2018-11-06,GA,county,COLQUITT,035003,0020,BERLIN CITY HALL,"283 LANGFORD STREET, BERLIN, GA 31722"
2018-11-06,GA,county,COLQUITT,035004,0008,CENTER HILL COURTHOUSE,"2407 BAY ROCKYFORD RD, MOULTRIE, GA 31768"
2018-11-06,GA,county,COLQUITT,035005,0014,CHILD DEVELOPMENT CENTER,"570 JONAH TILLMAN RD, MOULTRIE, GA 31768"
2018-11-06,GA,county,COLQUITT,035006,0009,CROSLAND BAPTIST CHURCH,"155 J P PERRY RD, NORMAN PARK, GA 31771"
2018-11-06,GA,county,COLQUITT,035008,0010,DOERUN COMMUNITY CENTER,"212 WEST BROAD STREET, DOERUN, GA 31744"
2018-11-06,GA,county,COLQUITT,035009,0023,ELLENTON CITY HALL,"103 N BAKER ST, ELLENTON, GA 31747"
2018-11-06,GA,county,COLQUITT,035010,0011,FUNSTON CITY HALL,"115 W MULBERRY ST, FUNSTON, GA 31753"
2018-11-06,GA,county,COLQUITT,035011,0012,HAMILTON VOLUNTEER FIRE DEPT,"240 GA HWY 202, HARTSFIELD, GA 31756"
2018-11-06,GA,county,COLQUITT,035012,0013,HARTSFIELD PUBLIC LIBRARY,"103 BRYAN RD, HARTSFIELD, GA 31756"
2018-11-06,GA,county,COLQUITT,035013,0015,LEE COURTHOUSE,"1230 CANNON RD, MOULTRIE, GA 31768"
2018-11-06,GA,county,COLQUITT,035014,0017,MONK COURTHOUSE (IN NEW ELM),"5063 GA HWY 33 N, MOULTRIE, GA 31768"
2018-11-06,GA,county,COLQUITT,035015,0018,MURPHY COURTHOUSE,"140 SMITHWICK RD, COOLIDGE, GA 31738"
2018-11-06,GA,county,COLQUITT,035016,0019,NORMAN PARK MUNICIPAL BUILDING,"154 EAST BROAD ST, NORMAN PARK, GA 31771"
2018-11-06,GA,county,COLQUITT,035019,0016,SCHLEY BAPTIST CHURCH,"231 SCHLEY CHURCH RD, MOULTRIE, GA 31768"
2018-11-06,GA,county,COLQUITT,035020,0021,THIGPEN COURTHOUSE,"6565 THIGPEN TRAIL, DOERUN, GA 31744"
2018-11-06,GA,county,COLQUITT,035021,0002,TOMMY MEREDITH GYM,"1100 11TH AVE SW, MOULTRIE, GA 31768"
2018-11-06,GA,county,COLQUITT,035022,0022,TYTY COMMUNITY BUILDING,"4182 ELLENTON OMEGA RD, OMEGA, GA 31775"
2018-11-06,GA,county,COLUMBIA,036001,090,ABILENE BAPTIST CHURCH,"3917 WASHINGTON RD, MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036002,100,AUGUSTA CHRISTIAN SCHOOL,"313 BASTON RD, MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036008,075,BELAIR BAPTIST CHURCH,"599 S OLD BELAIR RD, GROVETOWN, GA 30813"
2018-11-06,GA,county,COLUMBIA,036048,025,BESSIE THOMAS COMMUNITY CENTER,"5913 EUCHEE CREEK DRIVE, HARLEM, GA 30813"
2018-11-06,GA,county,COLUMBIA,036006,070,BLANCHARD PARK,"4541 DEWEY DRIVE, MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036007,136,BLUERIDGE ELEMENTARY SCHOOL,"550 BLUE RIDGE DRIVE, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036037,135,"CHRIST CHURCH, PRESBYTERIAN","4201 SOUTHERN PINES DRIVE, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036018,065,CHRIST SANCTIFIED CHURCH,"136 N BELAIR RD, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036010,137,CHRIST THE KING CHURCH,"4232 EVANS TO LOCKS RD, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036011,125,CHURCH OF OUR SAVIOR,"4227 COLUMBIA RD, MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036015,060,COL CTY BOARD OF EDUCATION,"4781 HEREFORD FARM ROAD, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036016,134,COLUMBIA COUNTY MAIN LIBRARY,"7022 EVANS TOWN CENTER, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036012,051,DAMASCUS BAPTIST CHURCH,"6375 RIDGE ROAD, APPLING, GA 30802"
2018-11-06,GA,county,COLUMBIA,036013,040,EUBANK/BLANCHARD COMMUNITY CTR,"6808 COBBHAM ROAD, APPLING, GA 30802"
2018-11-06,GA,county,COLUMBIA,036003,108,GENESIS CHURCH,"470 FURYS FERRY ROAD, MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036004,120,GOLD CROSS EMS,"437 N BELAIR RD, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036019,107,GOSPEL WATER BRANCH FELLOWSHIP,"703 FURYS FERRY ROAD, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036045,064,GRACE BAPTIST CHURCH,"4945 HARDY MCMANUS RD, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036021,032,GREATER AUGUSTA APOSTOLIC CH,"4406 WRIGHTSBORO ROAD, GROVETOWN, GA 30813"
2018-11-06,GA,county,COLUMBIA,036022,061,GREENBRIER HIGH SCHOOL,"5114 RIVERWOOD PARKWAY, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036023,030,GROVETOWN LIBERTY PARK,"1040 NEWMANTOWN ROAD, GROVETOWN, GA 30813"
2018-11-06,GA,county,COLUMBIA,036024,031,GROVETOWN METH CHURCH,"206 EAST ROBINSON AVE, GROVETOWN, GA 30813"
2018-11-06,GA,county,COLUMBIA,036025,033,GROVETOWN MIDDLE SCHOOL,"5463 HARLEM GROVETOWN ROAD, GROVETOWN, GA 30813"
2018-11-06,GA,county,COLUMBIA,036027,020,HARLEM BRANCH LIBRARY,"145 NORTH LOUISVILLE ST, HARLEM, GA 30814"
2018-11-06,GA,county,COLUMBIA,036020,131,JOURNEY COMMUNITY CHURCH,"4798 HARDY MCMANUS RD, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036029,010,KIOKEE BAPTIST CHURCH,"2520 RAY OWENS RD, APPLING, GA 30802"
2018-11-06,GA,county,COLUMBIA,036030,111,LAKESIDE MIDDLE SCHOOL,"527 BLUERIDGE DR, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036031,015,LEWIS METHODIST CHURCH,"5555 HEREFORD FARM RD, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036032,115,MARTINEZ BAPTIST CHURCH,"3632 LYNNWOOD DR, MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036047,074,MARTINEZ COLUMBIA FIRE DEPT #4,"4590 OAKLEY PIRKLE ROAD, MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036039,110,MARTINEZ COLUMBIA FIRE HDQTR.,"3910 DESOTO DR., MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036034,076,MARVIN UNITED METHODIST CHURCH,"4400 WHEELER RD, MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036055,018,NEW LIFE CHURCH,"215 LEWISTON ROAD, GROVETOWN, GA 30813"
2018-11-06,GA,county,COLUMBIA,036052,017,PATRIOTS PARK,"5445 COLUMBIA ROAD, GROVETOWN, GA 30813"
2018-11-06,GA,county,COLUMBIA,036014,026,PHILADELPHIA METHODIST CHURCH,"780 OLD LOUISVILLE ROAD, HARLEM, GA 30814"
2018-11-06,GA,county,COLUMBIA,036036,062,REDEEMER PRESBYTERIAN,"2540 WILLIAM FEW PARKWAY, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036035,063,RIVERSIDE ELEMENTARY SCHOOL,"4431 HARDY MCMANUS ROAD, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036009,050,SECOND MT. CARMEL BAPTIST CHURCH,"3425 ROSEMONT RD, APPLING, GA 30802"
2018-11-06,GA,county,COLUMBIA,036046,109,STEVENS CREEK COMMUNITY CHURCH,"600 STEVENS CREEK ROAD, AUGUSTA, GA 30907"
2018-11-06,GA,county,COLUMBIA,036040,105,STEVENS CREEK ELEMENTARY,"3870 EVANS TO LOCKS RD, MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036043,085,TRINITY BAPTIST CHURCH,"4594 COLUMBIA RD, MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036054,034,WARREN BAPTIST CHURCH - GROVETOWN,"777 HORIZON SOUTH PARKWAY, GROVETOWN, GA 30813"
2018-11-06,GA,county,COLUMBIA,036041,132,WESLEY METHODIST CHURCH,"825 NORTH BELAIR RD, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036017,130,WEST ACRES BAPTIST CHURCH,"555 GIBBS ROAD, EVANS, GA 30809"
2018-11-06,GA,county,COLUMBIA,036033,080,WESTSIDE BAPTIST CHURCH,"261 FLOWING WELLS RD, MARTINEZ, GA 30907"
2018-11-06,GA,county,COLUMBIA,036044,016,WOODLAWN BAPTIST CHURCH,"4943 COLUMBIA RD, GROVETOWN, GA 30813"
2018-11-06,GA,county,COOK,037002,C,CECIL CITY HALL,"134 ROUNDTREE ST, CECIL, GA 31627"
2018-11-06,GA,county,COOK,037016,DB,DELLE BEAMGUARD COMM CTR RM DB,"210 E 8TH ST, ADEL, GA 31620"
2018-11-06,GA,county,COOK,037019,M,DELLE BEAMGUARD COMM CTR RM M,"210 E 8TH ST, ADEL, GA 31620"
2018-11-06,GA,county,COOK,037017,RB,DELLE BEAMGUARD COMM CTR RM RB,"210 E 8TH ST, ADEL, GA 31620"
2018-11-06,GA,county,COOK,037004,EP,JIM BATTLE RECREATION CENTER,"700 N ELM ST, ADEL, GA 31620"
2018-11-06,GA,county,COOK,037006,L,LENOX CITY HALL,"15 E COLQUITT AVE, LENOX, GA 31637"
2018-11-06,GA,county,COOK,037008,NL,NEW LIFE BAPTIST CHURCH,"2904 HWY 76, ADEL, GA 31620"
2018-11-06,GA,county,COOK,037010,S,SPARKS CITY HALL,"115 E COLQUITT ST, SPARKS, GA 31647"
2018-11-06,GA,county,COWETA,038030,20,ASA M POWELL EXPO CENTER,"197 TEMPLE AVENUE, NEWNAN, GA 30263"
2018-11-06,GA,county,COWETA,038001,23,CANNONGATE SCHOOL,"200 PETE RD, SHARPSBURG, GA 30277"
2018-11-06,GA,county,COWETA,038002,17,CENTRAL EDUCATION CENTER,"160 MARTIN LUTHER KING, JR BLV, NEWNAN, GA 30263"
2018-11-06,GA,county,COWETA,038026,24,CLAY-WOOD COMMUNITY CENTER,"135 HEERY ROAD, NEWNAN, GA 30263"
2018-11-06,GA,county,COWETA,038007,27,COWETA CENTRAL LIBRARY,"85 LITERARY LANE, NEWNAN, GA 30265"
2018-11-06,GA,county,COWETA,038005,03,COWETA COUNTY FAIRGROUND (NEW),"275 PINE ROAD, NEWNAN, GA 30263"
2018-11-06,GA,county,COWETA,038006,08,COWETA COUNTY FIRE STATION #14,"4566 TOMMY LEE COOK RD, NEWNAN, GA 30263"
2018-11-06,GA,county,COWETA,038027,21,CROSSROADS 154 CAMPUS,"2564 HWY 154, NEWNAN, GA 30265"
2018-11-06,GA,county,COWETA,038010,04,FIRE STATION #16,"2545 W HWY 34, NEWNAN, GA 30263"
2018-11-06,GA,county,COWETA,038012,07,FIRE STATION #7,"3370 FISCHER ROAD, NEWNAN, GA 30265"
2018-11-06,GA,county,COWETA,038013,09,GRANTVILLE LIBRARY,"100 PARK DRIVE, GRANTVILLE, GA 30220"
2018-11-06,GA,county,COWETA,038028,10,HARALSON CITY HALL,"171 MAGNOLIA STREET, HARALSON, GA 30229"
2018-11-06,GA,county,COWETA,038008,13,HUNTER COMPLEX RECREATION DEPT,"2970 EAST HIGHWAY 16, SHARPSBURG, GA 30277"
2018-11-06,GA,county,COWETA,038014,28,JEFFERSON PARKWAY SCHOOL,"154 MILLARD FARMER IND BLVD, NEWNAN, GA 30263"
2018-11-06,GA,county,COWETA,038016,22,MADRAS MIDDLE SCHOOL,"240 EDGEWORTH ROAD, NEWNAN, GA 30263"
