state,county_name,jurisdiction_type,precinct_name,name,address,polling_location_type
OK,,county,PITTSBURG COUNTY PRECINCT 610032,FRINK SCHOOL,FRINK ROAD MC ALESTER OK 74501,polling_location
OK,,county,ROGERS COUNTY PRECINCT 660002,FIRST PRESBYTERIAN CHURCH,102 E 4TH STREET CLAREMORE OK 74017,polling_location
OK,,county,TULSA COUNTY PRECINCT 720157,JOY LUTHERAN CHURCH,9940 S YALE AVE TULSA OK 74137,polling_location
OK,,county,SEQUOYAH COUNTY PRECINCT 680305,CENTRAL FIRE DEPT. PP,CORNER OF REDWOOD AND CENTRAL SALLISAW OK 74955,polling_location
OK,,county,ROGERS COUNTY PRECINCT 660007,ST ANDREWS METHODIST CHURCH,9472 E HIGHWAY 20 CLAREMORE OK 74019,polling_location
OK,,county,CHEROKEE COUNTY PRECINCT 110011,SHADY GROVE SCHOOL,11042 W SHADY GROVE RD HULBERT OK 74441,polling_location
OK,,county,ATOKA COUNTY PRECINCT 030006,WILSON COMMUNITY BUILDING,310 S WILSON RD ATOKA OK 74525,polling_location
OK,,county,CREEK COUNTY PRECINCT 190411,SR. CITIZENS BUILDING,410 MAIN DEPEW OK 74028,polling_location
OK,,county,BRYAN COUNTY PRECINCT 070003,DURANT I-72 SUPERINTENDENT OFC,1323 WACO ST DURANT OK 74701,polling_location
OK,,county,CREEK COUNTY PRECINCT 190410,MILFAY SCHOOL,219 OAK ST. MILFAY MILFAY OK 74046,polling_location
OK,,county,WASHITA COUNTY PRECINCT 750009,SALEM BAPTIST CHURCH/ROCKY,213 E. 3RD ROCKY OK 73661,polling_location
OK,,county,WASHITA COUNTY PRECINCT 750019,SENTINEL FIRST BAPTIST CHURCH,219 S 8 ST SENTINEL OK 73664,polling_location
OK,,county,POTTAWATOMIE COUNTY PRECINCT 630024,NORTH ROCK CREEK SCHOOL,"EW 111 & HWY 18, 1/4 E, N SIDE SHAWNEE OK 74801",polling_location
OK,,county,TULSA COUNTY PRECINCT 720750,BAPTIST RETIREMENT CENTER,7410 N 127 E AVE OWASSO OK 74055,polling_location
OK,,county,PITTSBURG COUNTY PRECINCT 610049,TANNEHILL FIRE DEPARTMENT, TANNEHILL OK 74501,polling_location
OK,,county,POTTAWATOMIE COUNTY PRECINCT 630026,BETHEL ACRES ASSEMBLY,18509 BETHEL RD. SHAWNEE OK 74801,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550049,ROSEWOOD MANOR APT CLUBHOUSE,800 S KELLY AVE EDMOND OK 73003,polling_location
OK,,county,KAY COUNTY PRECINCT 360411,KILDARE SCHOOL,1265 CHURCH STREET KILDARE OK 74604,polling_location
OK,,county,CANADIAN COUNTY PRECINCT 090302,MUSTANG NAZARENE CHURCH,700 E HIGHWAY 152 MUSTANG OK 73064,polling_location
OK,,county,PITTSBURG COUNTY PRECINCT 610021,ARPELAR NAZARENE CHURCH,ARPELAR MC ALESTER OK 74501,polling_location
OK,,county,KAY COUNTY PRECINCT 360407,KILDARE SCHOOL,1265 CHURCH STREET KILDARE OK 74604,polling_location
OK,,county,PITTSBURG COUNTY PRECINCT 610008,WILLIAM GAY SCHOOL,600 W MADISON MC ALESTER OK 74501,polling_location
OK,,county,OSAGE COUNTY PRECINCT 570301,FIRST OSAGE BAPTIST CHURCH,236 SOUTH MAIN FAIRFAX OK 74637,polling_location
OK,,county,CHEROKEE COUNTY PRECINCT 110015,NORWOOD SCHOOL,7966 W 790 RD HULBERT OK 74441,polling_location
OK,,county,TULSA COUNTY PRECINCT 720464,APPLE CREEK CLUBROOM,4548 S ELM PL BROKEN ARROW OK 74011,polling_location
OK,,county,PAYNE COUNTY PRECINCT 600102,CUSHING CHRISTIAN CHURCH,302 S. LINWOOD CUSHING OK 74023,polling_location
OK,,county,TILLMAN COUNTY PRECINCT 710009,FIRST BAPTIST CHURCH,WEST CENTRAL DAVIDSON OK 73530,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550171,ST PATRICK CATHOLIC CHURCH,2121 N PORTLAND AVE OKLAHOMA CITY OK 73107,polling_location
OK,,county,CHEROKEE COUNTY PRECINCT 110004,FIRST UNITED METHODIST CHURCH,301 W DELAWARE ST TAHLEQUAH OK 74464,polling_location
OK,,county,ADAIR COUNTY PRECINCT 010003,PROCTOR COMMUNITY BUILDING, PROCTOR OK 74457,polling_location
OK,,county,ROGERS COUNTY PRECINCT 660128,LANDMARK BAPTIST CHURCH,8205 EAST 586 ROAD CATOOSA OK 74015,polling_location
OK,,county,LINCOLN COUNTY PRECINCT 410009,WARWICK SCHOOL BUILDING,"1/2 E OF 66/177 JCT, 1/4 N. WARWICK OK 74834",polling_location
OK,,county,ADAIR COUNTY PRECINCT 010019,FIRST UNITED METHODIST CHURCH, WESTVILLE OK 74965,polling_location
OK,,county,CHEROKEE COUNTY PRECINCT 110010,KEYS COMMUNITY BLDG.,19083 E. 840 RD PARK HILL OK 74451,polling_location
OK,,county,CANADIAN COUNTY PRECINCT 090304,MUSTANG HEIGHTS BAPTIST CHURCH,646 W HIGHWAY 152 MUSTANG OK 73064,polling_location
OK,,county,ATOKA COUNTY PRECINCT 030001,PUBLIC SERVICE OF OKLAHOMA,801 W LIBERTY RD ATOKA OK 74525,polling_location
OK,,county,CREEK COUNTY PRECINCT 190414,KELLYVILLE COMMUNITY CENTER,"410 E. BUFFALO, KELLYVILLE KELLYVILLE OK 74039",polling_location
OK,,county,COMANCHE COUNTY PRECINCT 160021,WASHINGTON SCHOOL,805 NW COLUMBIA LAWTON OK 73507,polling_location
OK,,county,PITTSBURG COUNTY PRECINCT 610007,ASSEMBLY OF GOD CHURCH EAST,1800 HARDY SPRINGS RD MC ALESTER OK 74501,polling_location
OK,,county,TEXAS COUNTY PRECINCT 700102,CHURCH OF JESUS CHRIST OF LAT,5402 MEMORY LANE GUYMON OK 73942,polling_location
OK,,county,PONTOTOC COUNTY PRECINCT 620053,WINTERSMITH LODGE-EAST WING,1621 WINTERSMITH DRIVE ADA OK 74820,polling_location
OK,,county,POTTAWATOMIE COUNTY PRECINCT 630031,MCLOUD BOARD OF EDUCATION,117 N MAIN MCLOUD OK 74851,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550041,EDMOND ROAD BAPTIST CHURCH,1207 W EDMOND RD EDMOND OK 73003,polling_location
OK,,county,CANADIAN COUNTY PRECINCT 090218,DISCOVERY CHURCH,900 E MAIN STREET YUKON OK 73099,polling_location
OK,,county,MURRAY COUNTY PRECINCT 500015,SULPHUR SENIOR CITIZENS,W 13TH & LINDSEY SULPHUR OK 73086,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550040,HOLY TRINITY LUTHERAN CHURCH,308 NW 164TH ST EDMOND OK 73013,polling_location
OK,,county,WAGONER COUNTY PRECINCT 730309,COWETA ASSEMBLY OF GOD CHURCH,29707 E HIGHWAY 51 COWETA OK 74429,polling_location
OK,,county,WAGONER COUNTY PRECINCT 730304,CLEARVIEW BAPTIST CHURCH,23003 E HIGHWAY 51 BROKEN ARROW OK 74014,polling_location
OK,,county,NOBLE COUNTY PRECINCT 520203,1ST CHRISTIAN CH LADIES LOUNGE,701 HOLLY (WEST DOOR) PERRY OK 73077,polling_location
OK,,county,WASHITA COUNTY PRECINCT 750004,WASHITA CO. ACTIVITY CENTER,1005 E. 3RD CORDELL OK 73632,polling_location
OK,,county,ROGERS COUNTY PRECINCT 660012,MIDWAY BAPTIST CHURCH,20474 S 4230 ROAD CLAREMORE OK 74019,polling_location
OK,,county,CHOCTAW COUNTY PRECINCT 120320,SAWYER TOWN HALL,HWY 70E .2 MI N ON HWY 147 SAWYER OK 74756,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550045,ST MARK LUTHERAN CHURCH,1501 N BRYANT AVE EDMOND OK 73034,polling_location
OK,,county,STEPHENS COUNTY PRECINCT 690014,CAMERON UNIVERSITY-DUNCAN,3100 W BOIS D'ARC AVE DUNCAN OK 73533,polling_location
OK,,county,TULSA COUNTY PRECINCT 720152,NIENHUIS PARK COMMUNITY CTR,3201 N 9 ST BROKEN ARROW OK 74012,polling_location
OK,,county,TULSA COUNTY PRECINCT 720142,VIEW ACRES BAPTIST CHURCH,2327 S 65 W AVE TULSA OK 74107,polling_location
OK,,county,TULSA COUNTY PRECINCT 720454,BETHANY FREE WILL BAPTIST CH,100 N OLIVE AVE BROKEN ARROW OK 74012,polling_location
OK,,county,GRADY COUNTY PRECINCT 260001,FIRST CHURCH OF THE NAZARENE,1300 S 29 CHICKASHA OK 73018,polling_location
OK,,county,ATOKA COUNTY PRECINCT 030013,STRINGTOWN FIRE DEPARTMENT,105 PECAN AVE STRINGTOWN OK 74569,polling_location
OK,,county,ADAIR COUNTY PRECINCT 010007,CHURCH OF CHRIST HWY 100W,CHURCH OF CHRIST STILWELL OK 74960,polling_location
OK,,county,CANADIAN COUNTY PRECINCT 090114,EL RENO PUBLIC SAFETY CENTER,(NEW EL RENO FIRE STATION) EL RENO OK 73036,polling_location
OK,,county,TEXAS COUNTY PRECINCT 700202,PTCI CONFERENCE ROOM-METAL BLD,607 S. MAIN ST. GUYMON OK 73942,polling_location
OK,,county,CREEK COUNTY PRECINCT 190419,CANYON ROAD BAPTIST CHURCH,8550 S 49TH WEST AVE TULSA OK 74131,polling_location
OK,,county,STEPHENS COUNTY PRECINCT 690004,ALL SAINTS EPISCOPAL CHURCH,809 W CEDAR AVE DUNCAN OK 73533,polling_location
OK,,county,KAY COUNTY PRECINCT 360403,CHRIST'S CHURCH,1001 S. MAGNOLIA NEWKIRK OK 74647,polling_location
OK,,county,TULSA COUNTY PRECINCT 720031,GRACE LUTHERAN CHURCH,2331 E 5 PL TULSA OK 74104,polling_location
OK,,county,CLEVELAND COUNTY PRECINCT 140049,LITTLE AXE AMERICAN LEGION,2020 156 AVE. NE NORMAN OK 73026,polling_location
OK,,county,BLAINE COUNTY PRECINCT 060020,MAPLE LAWN MANOR,800 ARAPAHO HYDRO OK 73048,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550235,COMMUNITY OF FAITH CHURCH,1815 S CENTRAL AVE OKLAHOMA CITY OK 73165,polling_location
OK,,county,TULSA COUNTY PRECINCT 720131,VOLUNTEERS OF AMERICA OF OKLA,9605 E 61 ST TULSA OK 74133,polling_location
OK,,county,HUGHES COUNTY PRECINCT 320019,SPAULDING COMMUNITY BUILDING,3816 N 369 RD HOLDENVILLE OK 74848,polling_location
OK,,county,ADAIR COUNTY PRECINCT 010008,PEAVINE SCHOOL, STILWELL OK 74960,polling_location
OK,,county,BRYAN COUNTY PRECINCT 070033,FAITH LUTHERAN CHURCH,3802 WASHINGTON AVENUE DURANT OK 74701,polling_location
OK,,county,GARFIELD COUNTY PRECINCT 240212,BRECKINRIDGE COMMUNITY CENTER,215 DON KROLL ST BRECKINRIDGE OK 73727,polling_location
OK,,county,KAY COUNTY PRECINCT 360401,CHRIST'S CHURCH,1001 S. MAGNOLIA NEWKIRK OK 74647,polling_location
OK,,county,ROGERS COUNTY PRECINCT 660015,OOLOGAH ASSEMBLY OF GOD CHURCH,330 W. COOWEESCOOWEE OOLOGAH OK 74053,polling_location
OK,,county,CADDO COUNTY PRECINCT 081111,HINTON FIRE STATION,115 SOUTH BROADWAY HINTON OK 73047,polling_location
OK,,county,ROGERS COUNTY PRECINCT 660120,1ST BAPTIST CH OF VERDIGRIS,25505 S 4110 RD CLAREMORE OK 74019,polling_location
OK,,county,TULSA COUNTY PRECINCT 720880,KEYSTONE SCHOOL,23810 W HIGHWAY 51 SAND SPRINGS OK 74063,polling_location
OK,,county,ROGERS COUNTY PRECINCT 660029,HILLDALE BAPTIST CHURCH,21085 S KEETONVILLE RD CLAREMORE OK 74019,polling_location
OK,,county,BRYAN COUNTY PRECINCT 070015,FIRST BAPTIST CHURCH-BOKCHITO,202 NORTH EDENS STREET BOKCHITO OK 74726,polling_location
OK,,county,CHEROKEE COUNTY PRECINCT 110021,WELLING GENERAL BAPT.CHURCH,20445 S. 560 RD. WELLING OK 74471,polling_location
OK,,county,TULSA COUNTY PRECINCT 720097,MAYO DEMONSTRATION SCHOOL,2525 S 101 E AVE TULSA OK 74129,polling_location
OK,,county,BRYAN COUNTY PRECINCT 070020,FIRST BAPTIST CHURCH,187 WILLAFA WOODS ROAD CARTWRIGHT OK 74731,polling_location
OK,,county,McCURTAIN COUNTY PRECINCT 450020,CHAPEL OF THE PINES CHURCH,7 MI N BBOW ON HWY 259 BROKEN BOW OK 74728,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550105,VILLAGE CHRISTIAN CHURCH,9401 N RIDGEVIEW DR OKLAHOMA CITY OK 73120,polling_location
OK,,county,CADDO COUNTY PRECINCT 080712,FT COBB COMMUNITY CENTER,312 MAIN STREET FORT COBB OK 73038,polling_location
OK,,county,ROGERS COUNTY PRECINCT 660030,FREEDOM CHURCH,9602 N 177TH E AVE OWASSO OK 74055,polling_location
OK,,county,ADAIR COUNTY PRECINCT 010010,CHRISTIE BAPTIST CHURCH, STILWELL OK 74960,polling_location
OK,,county,POTTAWATOMIE COUNTY PRECINCT 630013,NORTHRIDGE CHURCH OF CHRIST,1001 E MACARTHUR SHAWNEE OK 74804,polling_location
OK,,county,WASHINGTON COUNTY PRECINCT 740079,CANEY VALLEY SENIOR CENTER,329 N OCHELATA ST OCHELATA OK 74051,polling_location
OK,,county,TULSA COUNTY PRECINCT 720077,BEREAN BAPTIST CHURCH,2111 S DARLINGTON AVE TULSA OK 74114,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550085,MONRONEY JR HIGH SCHOOL,7400 E RENO AVE MIDWEST CITY OK 73110,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550228,OKC COMMUNITY COLLEGE LIBRARY,7777 S MAY AVE OKLAHOMA CITY OK 73159,polling_location
OK,,county,HUGHES COUNTY PRECINCT 320022,DUSTIN CITY HALL,117 N. BROADYWAY DUSTIN OK 74839,polling_location
OK,,county,NOBLE COUNTY PRECINCT 520106,SUMNER BAPTIST CHURCH,20301 CR 200 PERRY OK 73077,polling_location
OK,,county,McCLAIN COUNTY PRECINCT 440020,GOLDSBY COMMUNITY CENTER,164 E. CENTER RD GOLDSBY OK 73093-9112,polling_location
OK,,county,TULSA COUNTY PRECINCT 720757,OWASSO FIRST ASSEMBLY OF GOD,9341 N 129 E AVE OWASSO OK 74055,polling_location
OK,,county,TULSA COUNTY PRECINCT 720356,GLENPOOL CHRISTIAN CHURCH,1600 E 141 ST GLENPOOL OK 74033,polling_location
OK,,county,CREEK COUNTY PRECINCT 190132,CENTRAL VO TECH,1720 S MAIN SAPULPA OK 74066,polling_location
OK,,county,OKMULGEE COUNTY PRECINCT 560027,TWIN HILLS SCHOOL,7225 TWIN HILLS RD OKMULGEE OK 74447,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550046,HIGHLAND RIDGE RETIREMENT,1300 E AYERS EDMOND OK 73034,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550064,LIFE CHURCH,4500 E 2ND STREET EDMOND OK 73034,polling_location
OK,,county,TULSA COUNTY PRECINCT 720036,BURBANK ELEMENTARY SCHOOL,209 S LAKEWOOD TULSA OK 74112,polling_location
OK,,county,McCLAIN COUNTY PRECINCT 440018,PLEASANT HILL BAPTIST CHURCH,"3308 E VETS MEM HWY, BLANCHARD BLANCHARD OK 73010",polling_location
OK,,county,HUGHES COUNTY PRECINCT 320031,FIRST BAPTIST CHURCH OF CALVIN,306 CANADIAN CALVIN OK 74531,polling_location
OK,,county,CLEVELAND COUNTY PRECINCT 140017,HEAVENLY HEIGHTS BAPT. CHURCH,3600 SE 89 ST OKLAHOMA CITY OK 73135,polling_location
OK,,county,OSAGE COUNTY PRECINCT 570107,PRESBYTERIAN CHURCH,101 E 12 ST PAWHUSKA PAWHUSKA OK 74056,polling_location
OK,,county,TULSA COUNTY PRECINCT 720475,BAPTIST VILLAGE - BROKEN ARROW,2801 N BIRCH AVE BROKEN ARROW OK 74012,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550026,FIRST BAPTIST CHURCH OF NCP,1931 NICHOLS DR NICOMA PARK OK 73066,polling_location
OK,,county,MUSKOGEE COUNTY PRECINCT 510051,COUNCIL HILL COMMUNITY CENTER,HWY 72 & MAIN ST COUNCIL HILL OK 74428,polling_location
OK,,county,GARFIELD COUNTY PRECINCT 240301,CHURCH OF THE COVENANT,1205 S. CLEVELAND ENID OK 73703,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550035,COFFEE CREEK BAPTIST CHURCH,1650 NW 220TH ST EDMOND OK 73003-0012,polling_location
OK,,county,PONTOTOC COUNTY PRECINCT 620062,CENTER FREEWILL BAPTIST CHURCH,12912 CR 3476 ADA OK 74820,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550234,BEVERLY HILLS BAPTIST CHURCH,400 SE 59TH ST OKLAHOMA CITY OK 73129,polling_location
OK,,county,CANADIAN COUNTY PRECINCT 090301,MUSTANG COMMUNITY CENTER,1201 N MUSTANG ROAD MUSTANG OK 73064,polling_location
OK,,county,LOVE COUNTY PRECINCT 430102,SHADYDALE BAPTIST CHURCH,SHADYDALE ROAD MARIETTA OK 73448,polling_location
OK,,county,MUSKOGEE COUNTY PRECINCT 510060,GREEN VALLEY BAPTIST CHURCH,19702 S ROSS ROAD WEBBERS FALLS OK 74470,polling_location
OK,,county,TULSA COUNTY PRECINCT 720703,JENKS WEST ELEMENTARY SCHOOL,"1200 W 91, BLDG A TULSA OK 74132",polling_location
OK,,county,MUSKOGEE COUNTY PRECINCT 510061,SUMMMIT FIRST BAPTIST CHURCH,1ST & BROADWAY SUMMIT OK 74401,polling_location
OK,,county,NOBLE COUNTY PRECINCT 520301,1ST ASSEMBLY OF GOD,401 R.J. RUTHERFORD PERRY OK 73077,polling_location
OK,,county,SEQUOYAH COUNTY PRECINCT 680309,NICUT FIRE DEPT. #2 PP,BESIDE ANGLEN'S GROCERY MULDROW OK 74948,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550107,JONES ASSEMBLY OF GOD CHURCH,5TH ST AND SULLIVAN ST JONES OK 73049,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550109,OAKDALE BAPTIST CHURCH,10920 N SOONER RD OKLAHOMA CITY OK 73013,polling_location
OK,,county,GARFIELD COUNTY PRECINCT 240105,ENID FREE METHODIST CHURCH,1114 HITE BLVD ENID OK 73703,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550139,CHURCH OF THE SERVANT,14343 N MACARTHUR BLVD OKLAHOMA CITY OK 73142,polling_location
OK,,county,WOODWARD COUNTY PRECINCT 770204,MUTUAL HIGH SCHOOL GYM, MUTUAL OK 73853,polling_location
OK,,county,OKMULGEE COUNTY PRECINCT 560026,MORRIS COMMUNITY CENTER,400 S HUGHES AVE MORRIS OK 74445,polling_location
OK,,county,POTTAWATOMIE COUNTY PRECINCT 630015,TEMPLE BAPTIST CHURCH,1234 E HIGHLAND SHAWNEE OK 74801,polling_location
OK,,county,WAGONER COUNTY PRECINCT 730209,TAYLOR FERRY FIRE DEPT.,33038 LONG BAY ROAD WAGONER OK 74467,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550252,BARNES ELEMENTARY SCHOOL,10551 SE 59TH ST MIDWEST CITY OK 73110,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550011,ST CHARLES BORROMEO CH & SCH,5024 N GROVE AVE OKLAHOMA CITY OK 73122,polling_location
OK,,county,TILLMAN COUNTY PRECINCT 710007,CITY HALL - GRANDFIELD,223 S. MAIN ST. GRANDFIELD OK 73546,polling_location
OK,,county,CLEVELAND COUNTY PRECINCT 140009,EMMAUS BAPTIST CHURCH,16001 S WESTERN AVE OKLAHOMA CITY OK 73170,polling_location
OK,,county,McCURTAIN COUNTY PRECINCT 450004,IDABEL PUBLIC LIBRARY,103 E. MAIN IDABEL OK 74745,polling_location
OK,,county,GARFIELD COUNTY PRECINCT 240106,COVINGTON MUNICIPAL BUILDING,224 W MAIN COVINGTON OK 73730,polling_location
OK,,county,NOWATA COUNTY PRECINCT 530101,NOWATA GARDENS,931 NOWATA GARDENS NOWATA OK 74048,polling_location
OK,,county,STEPHENS COUNTY PRECINCT 690063,EMPIRE COMMUNITY CENTER,BROCK WAGNON RD DUNCAN OK 73533,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550089,DICKSON BAPTIST CHURCH,2000 N SPENCER RD MIDWEST CITY OK 73141,polling_location
OK,,county,POTTAWATOMIE COUNTY PRECINCT 630012,WESLEY UNITED METHODIST CHURCH,302 E INDEPENDENCE SHAWNEE OK 74804,polling_location
OK,,county,GARVIN COUNTY PRECINCT 250008,AFLAC,34550 AIRLINE ROAD PAULS VALLEY OK 73075,polling_location
OK,,county,OTTAWA COUNTY PRECINCT 580002,CATHOLIC CHURCH,2525 N MAIN MIAMI OK 74354,polling_location
OK,,county,OTTAWA COUNTY PRECINCT 580007,SOUTHERN HILLS BAPTIST CHURCH,1925 E SW MIAMI OK 74354,polling_location
OK,,county,TULSA COUNTY PRECINCT 720002,TRAICE ACADEMY,2740 EAST 41ST STREET NORTH TULSA OK 74110,polling_location
OK,,county,MAYES COUNTY PRECINCT 490132,PRYOR CHURCH OF CHRIST,605 S. COO-Y-YAH PRYOR OK 74361,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550221,HEARTLAND COMMUNITY OF CHRIST,921 SW 70TH ST OKLAHOMA CITY OK 73139,polling_location
OK,,county,COMANCHE COUNTY PRECINCT 160038,FIRST UNITED METHODIST CHURCH,CORNER OF 6TH & G ST ELGIN OK 73538,polling_location
OK,,county,TULSA COUNTY PRECINCT 720166,FELLOWSHIP BIBLE CHURCH,5434 E 91 ST TULSA OK 74137,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550037,WESTWOOD CHURCH OF CHRIST,3100 W DANFORTH RD EDMOND OK 73003,polling_location
OK,,county,CLEVELAND COUNTY PRECINCT 140088,SOUTHPARK BAPTIST CHURCH,2900 SW 119TH ST OKLAHOMA CITY OK 73170,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550241,PROSPECT BAPTIST CHURCH,2809 N MISSOURI AVE OKLAHOMA CITY OK 73111,polling_location
OK,,county,ROGERS COUNTY PRECINCT 660023,CHELSEA CIVIC CENTER,618 PINE ST CHELSEA OK 74016,polling_location
OK,,county,SEQUOYAH COUNTY PRECINCT 680201,LANDMARK MISSIONARY CHURCH PP,1 MILE NO ON HWY 82  ON THE VIAN OK 74962,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550237,COMMUNITY OF FAITH CHURCH,1815 S CENTRAL AVE OKLAHOMA CITY OK 73165,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550207,EXCHANGE AVENUE BAPTIST CHURCH,1312 S PENNSYLVANIA AVE OKLAHOMA CITY OK 73108,polling_location
OK,,county,TULSA COUNTY PRECINCT 720137,ASBURY UNITED METHODIST CHURCH,6767 S MINGO ROAD TULSA OK 74133,polling_location
OK,,county,SEQUOYAH COUNTY PRECINCT 680308,BRUSHY SCHOOL GYM PP,100968 S. 4650 RD SALLISAW OK 74955,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550227,TRINITY LUTHERAN CHURCH,5701 S MAY AVE OKLAHOMA CITY OK 73119,polling_location
OK,,county,MUSKOGEE COUNTY PRECINCT 510047,LIFEPOINT CHURCH,2200 S 32 ST MUSKOGEE OK 74401,polling_location
OK,,county,MAYES COUNTY PRECINCT 490014,STRANG COMMUNITY CENTER,IN STRANG STRANG OK 74367,polling_location
OK,,county,JACKSON COUNTY PRECINCT 330002,ALTUS COMMUNITY CENTER,401 FALCON RD ALTUS OK 73521,polling_location
OK,,county,MAYES COUNTY PRECINCT 490016,CRAIG-MAYES BAPTIST ASSOC,"2292 N HIGHWAY 69, PRYOR PRYOR OK 74361",polling_location
OK,,county,KAY COUNTY PRECINCT 360406,BRAMAN TOWN HALL,308 BROADWAY BRAMAN OK 74632,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550146,NORTHPARK MALL,12100 N MAY AVE OKLAHOMA CITY OK 73156,polling_location
OK,,county,CREEK COUNTY PRECINCT 190413,ADVENT CHRISTIAN CHURCH,"1700 S. CHESTNUT, BRISTOW BRISTOW OK 74010",polling_location
OK,,county,McCLAIN COUNTY PRECINCT 440011,DIBBLE FREEWILL BAPTIST CHURCH,22275 OLD TOWN 1ST ST DIBBLE OK 73031,polling_location
OK,,county,SEQUOYAH COUNTY PRECINCT 680304,BRENT FIRE DEPT. PP,8 MILES SO. ON HWY 59 ON THE SALLISAW OK 74955,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550236,OK SCH OF SCIENCE & MATH LIB,331 NE 10TH ST OKLAHOMA CITY OK 73104,polling_location
OK,,county,OTTAWA COUNTY PRECINCT 580014,COMMERCE FIRST BAPTIST CHURCH,109 NORTH CHERRY COMMERCE OK 74339,polling_location
OK,,county,McCLAIN COUNTY PRECINCT 440028,GOLDSBY BAPTIST CHURCH,143 W CENTER RD GOLDSBY OK 73093,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550240,MCGUIRE COMMUNITY CENTER,1316 NE 12TH ST OKLAHOMA CITY OK 73117,polling_location
OK,,county,CHEROKEE COUNTY PRECINCT 110018,RIVER VALLEY CHURCH,8229 HIGHWAY 10 TAHLEQUAH OK 74464,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550114,MILLWOOD FIELD HOUSE,6738 N MARTIN LUTHER KING AVE OKLAHOMA CITY OK 73111,polling_location
OK,,county,PONTOTOC COUNTY PRECINCT 620022,ST. JOSEPH CATHOLIC CHURCH,1300 E BEVERLY ADA OK 74820,polling_location
OK,,county,MARSHALL COUNTY PRECINCT 480303,TEXOMA AUX. FIRE DIST. BLDG.,10978 PARKVIEW DR. KINGSTON OK 73439,polling_location
OK,,county,WAGONER COUNTY PRECINCT 730201,LIVING STONE TEACHING CHURCH,28288 E 141 ST S COWETA OK 74429,polling_location
OK,,county,DELAWARE COUNTY PRECINCT 210015,ASSEMBLY OF GOD CHURCH,"40867 S. 510 RD, IN TOPSY EUCHA OK 74342",polling_location
OK,,county,MAYES COUNTY PRECINCT 490241,ST MARK CATHOLIC CHURCH,"1507 S. VANN ST, PRYOR PRYOR OK 74361",polling_location
OK,,county,TULSA COUNTY PRECINCT 720051,FIRE STATION NO 7 - TULSA,3005 EAST 15 STREET TULSA OK 74104,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550250,DEL CITY 1ST SOUTHERN BAPTIST,6400 S SOONER RD DEL CITY OK 73155,polling_location
OK,,county,OTTAWA COUNTY PRECINCT 580034,AFTON CITY HALL,201 SOUTHWEST 1ST STREET AFTON OK 74331,polling_location
OK,,county,OTTAWA COUNTY PRECINCT 580009,ALL SAINTS EPISCOPAL CHURCH,225 B NW MIAMI OK 74354,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550190,1ST FREE METHODIST CHURCH,1900 NW 13TH ST OKLAHOMA CITY OK 73106,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550112,LONE STAR BAPTIST CHURCH,1805 E HEFNER RD OKLAHOMA CITY OK 73131,polling_location
OK,,county,LEFLORE COUNTY PRECINCT 400213,FANSHAWE FIRE STATION,HWY 270 FANSHAWE OK 74935,polling_location
OK,,county,OKLAHOMA COUNTY PRECINCT 550047,BRADFORD VILLAGE,300 ENZ DR EDMOND OK 73034,polling_location
OK,,county,TULSA COUNTY PRECINCT 720015,D W REYNOLDS ADULT DAY SVCS,902 E PINE ST TULSA OK 74106,polling_location
