state,election_date,jurisdiction,county_name,precinct_name,name,address,polling_location_type
AR,2012-11-06,county,,Chambersville,Chambersville Fire Department, Chambersville AR 0,polling_location
AR,2012-11-06,county,,39,Brockington Road Church of the Nazarene,9860 Brockington Rd. Sherwood AR 0,polling_location
AR,2012-11-06,county,,Oil Trough,Oil Trough City Hall,50 Main Street Oil Trough AR 72564,polling_location
AR,2012-11-06,county,,Boyd Hill,Midway-Boyd Hill Fire Department,464 Highway 29 Lewisville AR 71845,polling_location
AR,2012-11-06,county,,Piney Grove,Midway-Boyd Hill Fire Department,464 Highway 29 Lewisville AR 71845,polling_location
AR,2012-11-06,county,,Acorn,Acorn School,143 Polk 96 Mena AR 71953,polling_location
AR,2012-11-06,county,,Tyronza City,Tyronza Fire Station,210 Main Street Tyronza AR 72386,polling_location
AR,2012-11-06,county,,Tyronza City,Tyronza Fire Station,210 Main Street Tyronza AR 72386,polling_location
AR,2012-11-06,county,,Maumelle,Williams Jct Fire Dept,3206 Hwy 10E Perryville AR 0,polling_location
AR,2012-11-06,county,,War Eagle,Nob Hill Fire Station,19375 Nob Hill Loop WC 389 Springdale AR 0,polling_location
AR,2012-11-06,county,,Sugar Hill,Sugar Hill Methodist Church,1621 Sugar Hill Rd Texarkana AR 71854,polling_location
AR,2012-11-06,county,,5,City Hall,210 N. 2nd St. Glenwood AR 71943,polling_location
AR,2012-11-06,county,,2,Gayle's Family Restaurant,3974 Hwy 70 W Daisy AR 71939,polling_location
AR,2012-11-06,county,,15-Randolph-3,National Guard Armory,901 East Choctaw Street Dumas AR 71639,polling_location
AR,2012-11-06,county,,54,Bassett City Hall,101 Main Street Bassett AR 72313,polling_location
AR,2012-11-06,county,,54A,Bassett City Hall,101 Main Street Bassett AR 72313,polling_location
AR,2012-11-06,county,,16-Randolph-4,Assembly of God Church,  AR 0,polling_location
AR,2012-11-06,county,,23 Rudy,Rudy Community Church, Rudy AR 72952,polling_location
AR,2012-11-06,county,,17-Rand-Rural,Methodist Church,  AR 0,polling_location
AR,2012-11-06,county,,Rankin,Harris Brake Fire Dept,1690 Hwy 9S Perryville AR 0,polling_location
AR,2012-11-06,county,,18-Redfork,Watson City Hall,500 Clayton Street Watson AR 71674,polling_location
AR,2012-11-06,county,,Springdale Twp,Sonora Baptist Church,  AR 0,polling_location
AR,2012-11-06,county,,Logan,Prairie View Community Bld,4552 East St. Hwy 288 Scranton AR 72863,polling_location
AR,2012-11-06,county,,Omega,Metalton Community Building,268 Metalton Lane Berryville AR 000AR,polling_location
AR,2012-11-06,county,,Francure,Georgetown Community Building, Georgetown AR 0,polling_location
AR,2012-11-06,county,,Georgetown City,Georgetown Community Building, Georgetown AR 0,polling_location
AR,2012-11-06,county,,South Tyronza Jennette,Jeannette City Hall,  AR 0,polling_location
AR,2012-11-06,county,,Kenney,Sue Wright House,1811 Hwy 300 Bigelow AR 0,polling_location
AR,2012-11-06,county,,Rose Creek,Rose Creek Community Blvd,1339 Hwy 155N Casa AR 0,polling_location
AR,2012-11-06,county,,Ward,Ola Community Center,  AR 0,polling_location
AR,2012-11-06,county,,Greenwood City,American Legion Hut,205 Alexander Ave Lepanto AR 72354,polling_location
AR,2012-11-06,county,,Greenwood City,American Legion Hut,205 Alexander Ave Lepanto AR 72354,polling_location
AR,2012-11-06,county,,Greenwood City,American Legion Hut,205 Alexander Ave Lepanto AR 72354,polling_location
AR,2012-11-06,county,,Greenwood City,American Legion Hut,205 Alexander Ave Lepanto AR 72354,polling_location
AR,2012-11-06,county,,Greenwood City,American Legion Hut,205 Alexander Ave Lepanto AR 72354,polling_location
AR,2012-11-06,county,,Riverdale,American Legion Hut,205 Alexander Ave Lepanto AR 72354,polling_location
AR,2012-11-06,county,,Ward 3,Monticello Church of Christ,631 South Gabbert Monticello AR 71655,polling_location
AR,2012-11-06,county,,Johnson,Harmony Asssembly of God Church,1324 Greasy Valley Road Paris AR 72855,polling_location
AR,2012-11-06,county,,Denmark,Velvet Ridge Church of Christ,1205 Hwy 167 N Bald Knob AR 0,polling_location
AR,2012-11-06,county,,Velvet Ridge,Velvet Ridge Church of Christ,1205 Hwy 167 N Bald Knob AR 0,polling_location
AR,2012-11-06,county,,Collins,Collins Baptist Church,127 Collins-Moss Street Dermott AR 71638,polling_location
AR,2012-11-06,county,,Magness,Magness City Hall,8890 Harrison Street Magness AR 72553,polling_location
AR,2012-11-06,county,,Coldwell,White County Central School,3289 Hwy 157 Judsonia AR 0,polling_location
AR,2012-11-06,county,,Guthrie,White County Central School,3289 Hwy 157 Judsonia AR 0,polling_location
AR,2012-11-06,county,,Hartsell,White County Central School,3289 Hwy 157 Judsonia AR 0,polling_location
AR,2012-11-06,county,,Searcy Ward 1 A,Downtown Church of Christ,900 N Main St Searcy AR 0,polling_location
AR,2012-11-06,county,,Searcy Ward 1 C,Downtown Church of Christ,900 N Main St Searcy AR 0,polling_location
AR,2012-11-06,county,,Searcy Ward 1 D,Downtown Church of Christ,900 N Main St Searcy AR 0,polling_location
AR,2012-11-06,county,,Searcy Ward 1 E,Downtown Church of Christ,900 N Main St Searcy AR 0,polling_location
AR,2012-11-06,county,,Ward 1,Northside Baptist Church,351 East Pope Street Monticello AR 71655,polling_location
AR,2012-11-06,county,,11,Pollard City Hall,690 Hwy 62 Pollard AR 72456,polling_location
AR,2012-11-06,county,,1,Community Building,40 Main Street Antoine AR 71922,polling_location
AR,2012-11-06,county,,3,Carmen C. Hendrix Building,621 E. Cherry Delight AR 71940,polling_location
AR,2012-11-06,county,,Magazine 2,Mt. George Community Building,  AR 0,polling_location
AR,2012-11-06,county,,Clay,Pineview Church of Christ,372 Hwy 305 Pangburn AR 0,polling_location
AR,2012-11-06,county,,Jackson,Pineview Church of Christ,372 Hwy 305 Pangburn AR 0,polling_location
AR,2012-11-06,county,,Liberty,Floral Fire Dept,3760 Floral Road Pleasant Plains AR 72568,polling_location
AR,2012-11-06,county,,Chrisp,16th Section Church,2679 Hwy 267 S Searcy AR 0,polling_location
AR,2012-11-06,county,,Cherry Hill,Cherry Hill Methodist Church,4014 Polk 70 Mena AR 71953,polling_location
AR,2012-11-06,county,,Dogwood,Griffithville Sr. Citizen Community Building,Hwy 385 Griffithville AR 0,polling_location
AR,2012-11-06,county,,Griffithville City,Griffithville Sr. Citizen Community Building,Hwy 385 Griffithville AR 0,polling_location
AR,2012-11-06,county,,Walker,Griffithville Sr. Citizen Community Building,Hwy 385 Griffithville AR 0,polling_location
AR,2012-11-06,county,,Cadron,Joy Fire Station,4902 Hwy 36 W Searcy AR 0,polling_location
AR,2012-11-06,county,,Gravel Hill,Joy Fire Station,4902 Hwy 36 W Searcy AR 0,polling_location
AR,2012-11-06,county,,Joy,Joy Fire Station,4902 Hwy 36 W Searcy AR 0,polling_location
AR,2012-11-06,county,,7,Babbs Center,Cotton Plant  AR 0,polling_location
AR,2012-11-06,county,,8,Babbs Center,Cotton Plant  AR 0,polling_location
AR,2012-11-06,county,,9,Babbs Center,Cotton Plant  AR 0,polling_location
AR,2012-11-06,county,,Bradford Ward 1,Bradford Baptist Church,403 W Main St Bradford AR 0,polling_location
AR,2012-11-06,county,,Bradford Ward 2,Bradford Baptist Church,403 W Main St Bradford AR 0,polling_location
AR,2012-11-06,county,,Bradford Ward 3,Bradford Baptist Church,403 W Main St Bradford AR 0,polling_location
AR,2012-11-06,county,,Liberty,Bradford Baptist Church,403 W Main St Bradford AR 0,polling_location
AR,2012-11-06,county,,1,Piggott Community Center,161 E Pfeiffer Piggott AR 72454,polling_location
AR,2012-11-06,county,,2,Piggott Community Center,161 E Pfeiffer Piggott AR 72454,polling_location
AR,2012-11-06,county,,Board Camp,Concord Baptist Church,3467 Hwy 88 E Mena AR 71953,polling_location
AR,2012-11-06,county,,Ink,Concord Baptist Church,3467 Hwy 88 E Mena AR 71953,polling_location
AR,2012-11-06,county,,38,Jacksonville Boys & Girls Club,#1 Boys Club Rd. Jacksonville AR 0,polling_location
AR,2012-11-06,county,,45,Jacksonville Boys & Girls Club,#1 Boys Club Rd. Jacksonville AR 0,polling_location
AR,2012-11-06,county,,27 Vb 1-2,Crawford County Extension Office,105 Pointer Trail West Van Buren AR 72956,polling_location
AR,2012-11-06,county,,Big Creek Township,Pangburn City Hall,503 Searcy St Pangburn AR 0,polling_location
AR,2012-11-06,county,,Pangburn Ward 1,Pangburn City Hall,503 Searcy St Pangburn AR 0,polling_location
AR,2012-11-06,county,,Pangburn Ward 2,Pangburn City Hall,503 Searcy St Pangburn AR 0,polling_location
AR,2012-11-06,county,,Pangburn Ward 3,Pangburn City Hall,503 Searcy St Pangburn AR 0,polling_location
AR,2012-11-06,county,,Jefferson,Pool's Chapel Baptist Church/Sandtown,  AR 0,polling_location
AR,2012-11-06,county,,Baker,Dalton Fire Station,5939 HWY 93 Pocahantas AR 0,polling_location
AR,2012-11-06,county,,Dalton,Dalton Fire Station,5939 HWY 93 Pocahantas AR 0,polling_location
AR,2012-11-06,county,,Union,Dalton Fire Station,5939 HWY 93 Pocahantas AR 0,polling_location
AR,2012-11-06,county,,Owen Fisher City,Fisher City Hall,105 N Front St Fisher AR 72429,polling_location
AR,2012-11-06,county,,Owen Fisher City,Fisher City Hall,105 N Front St Fisher AR 72429,polling_location
AR,2012-11-06,county,,Lunsford-Mccormick,Old Community Center,100 Poinsett Ave Trumann AR 72472,polling_location
AR,2012-11-06,county,,Turlot,Old Community Center,100 Poinsett Ave Trumann AR 72472,polling_location
AR,2012-11-06,county,,Weona,Old Community Center,100 Poinsett Ave Trumann AR 72472,polling_location
AR,2012-11-06,county,,Willis City,Old Community Center,100 Poinsett Ave Trumann AR 72472,polling_location
AR,2012-11-06,county,,Willis City,Old Community Center,100 Poinsett Ave Trumann AR 72472,polling_location
AR,2012-11-06,county,,Willis City,Old Community Center,100 Poinsett Ave Trumann AR 72472,polling_location
AR,2012-11-06,county,,Willis City,Old Community Center,100 Poinsett Ave Trumann AR 72472,polling_location
AR,2012-11-06,county,,Willis City,Old Community Center,100 Poinsett Ave Trumann AR 72472,polling_location
AR,2012-11-06,county,,Willis City,Old Community Center,100 Poinsett Ave Trumann AR 72472,polling_location
AR,2012-11-06,county,,Little River City,ASU Technical Center,33500 hwy 63 E Marked Tree AR 72365,polling_location
AR,2012-11-06,county,,Little River City,ASU Technical Center,33500 hwy 63 E Marked Tree AR 72365,polling_location
AR,2012-11-06,county,,Little River City,ASU Technical Center,33500 hwy 63 E Marked Tree AR 72365,polling_location
AR,2012-11-06,county,,Little River City,ASU Technical Center,33500 hwy 63 E Marked Tree AR 72365,polling_location
AR,2012-11-06,county,,Little River City,ASU Technical Center,33500 hwy 63 E Marked Tree AR 72365,polling_location
AR,2012-11-06,county,,Payneway,ASU Technical Center,33500 hwy 63 E Marked Tree AR 72365,polling_location
AR,2012-11-06,county,,11,Community Center,1565 Hwy 195 S Delight AR 71940,polling_location
AR,2012-11-06,county,,Shiloh,Shiloh Baptist Church US Hwy 82 E,9143 US Hwy 82 E Texarkana AR 71854,polling_location
AR,2012-11-06,county,,Big Creek,AUBREY CITY HALL,106 TRAILBY ST AUBREY AR 0,polling_location
AR,2012-11-06,county,,Spring Creek,AUBREY CITY HALL,106 TRAILBY ST AUBREY AR 0,polling_location
AR,2012-11-06,county,,Beebe Ward 1,Beebe City Hall,321 N Elm Beebe AR 0,polling_location
AR,2012-11-06,county,,Beebe Ward 2,Beebe City Hall,321 N Elm Beebe AR 0,polling_location
AR,2012-11-06,county,,Waldenburg City,Waldenburg City Hall,5545 Hwy 14E Waldenburg AR 72479,polling_location
AR,2012-11-06,county,,Waldenburg City,Waldenburg City Hall,5545 Hwy 14E Waldenburg AR 72479,polling_location
AR,2012-11-06,county,,Antioch,Antioch Church,2062 Hwy 31 N Beebe AR 0,polling_location
AR,2012-11-06,county,,Jackson 2,Mt. Pisgah Baptist Church,2975 Smokey Alley Rd Crawfordsville AR 72327,polling_location
AR,2012-11-06,county,,Herring,Dutch Creek Fire Department,  AR 0,polling_location
AR,2012-11-06,county,,Winslow City,Boston Mtn. Fire Station,  AR 0,polling_location
AR,2012-11-06,county,,Winslow Twp,Boston Mtn. Fire Station,  AR 0,polling_location
AR,2012-11-06,county,,24 Union,Uniontown Baptist Church,5110 Cherokee Hills TR. Van Buren AR 72956,polling_location
AR,2012-11-06,county,,10,Fire Department,5578 Hwy 70 W Newhope AR 71959,polling_location
AR,2012-11-06,county,,Ward 4,First United Methodist Church,317 South Main Street Monticello AR 71655,polling_location
AR,2012-11-06,county,,Dallas Valley/Shady,Dallas Valley Fire Station,229 Polk 52 Mena AR 71953,polling_location
AR,2012-11-06,county,,Mena,Union Mission Multi-Purpose Building,318 Janssen Ave Mena AR 71953,polling_location
AR,2012-11-06,county,,Belcher / Tyler,Slovak Community Center,187 S. Main St.  AR 0,polling_location
AR,2012-11-06,county,,Dutch Creek,Dutch Creek Methodist Church,  AR 0,polling_location
AR,2012-11-06,county,,North Fogleman,Gilmore City Hall,87 Front Street Gilmore AR 82339,polling_location
AR,2012-11-06,county,,Russell City,United Methodist Church Fellowship Hall, Russell AR 0,polling_location
AR,2012-11-06,county,,Russell Township,United Methodist Church Fellowship Hall, Russell AR 0,polling_location
AR,2012-11-06,county,,Dardanelle Outside,Dardanelle Community Center,  AR 72834,polling_location
AR,2012-11-06,county,,Dardanelle Ward 1,Dardanelle Community Center,  AR 72834,polling_location
AR,2012-11-06,county,,Dardanelle Ward 2,Dardanelle Community Center,  AR 72834,polling_location
AR,2012-11-06,county,,Dardanelle Ward 3,Dardanelle Community Center,  AR 72834,polling_location
AR,2012-11-06,county,,Union,Pleasant Hill Baptist Church,38 Hill LP Houston AR 0,polling_location
AR,2012-11-06,county,,17,Flippin City Hall,239 E. Main Flippin AR 72634,polling_location
AR,2012-11-06,county,,Red River,West Point City Hall,718 Hwy 36 E West Point AR 0,polling_location
AR,2012-11-06,county,,West Point,West Point City Hall,718 Hwy 36 E West Point AR 0,polling_location
AR,2012-11-06,county,,Pencil Bluff,Pencil Bluff Fire Station,138 Pencil Bluff Drive Pencil Bluff AR 71965,polling_location
AR,2012-11-06,county,,Mcrae Township,McRae Multi Purpose Building,4936 Hwy 367 McRae AR 0,polling_location
AR,2012-11-06,county,,Mcrae Ward 1,McRae Multi Purpose Building,4936 Hwy 367 McRae AR 0,polling_location
AR,2012-11-06,county,,Mcrae Ward 2,McRae Multi Purpose Building,4936 Hwy 367 McRae AR 0,polling_location
AR,2012-11-06,county,,Arkinda Township,King Ryder Church,4419 Hwy 234 Winthrop AR 71866,polling_location
AR,2012-11-06,county,,Jewell Township,King Ryder Church,4419 Hwy 234 Winthrop AR 71866,polling_location
AR,2012-11-06,county,,034- Russellville 1-A,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,035- Russellville 1-B,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,036- Russellville 1-C,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,037- Russellville 1-D,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,038- Russellville 2-A,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,039- Russellville 2-B,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,040- Russellville 2-C,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,041- Russellville 3-A,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,042- Russellville 3-B,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,043- Russellville 4-A,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,044- Russellville 4-B,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,045- Russellville 4-C,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,046- Russellville 4-D,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,047- Russellville 4-E,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,048- Russellville 4-F,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,049- Russellville 4-G,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,050- Russellville 4-H,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,051- Russellville Out 1,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,052- Russellville Out 2,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,053- Russellville Out 3,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,054- Russellville Out 4,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,Appleton 1,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,Appleton 2,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,Hector In,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,Hector Out,Hector Assembly of God Church,11421 SR 27 Hector AR 0,polling_location
AR,2012-11-06,county,,Crow Mountain West 1,Crow Mountain Baptist Church,1138 Crow Mountain Rd Russellville AR 72802,polling_location
AR,2012-11-06,county,,Crow Mountain West 2,Crow Mountain Baptist Church,1138 Crow Mountain Rd Russellville AR 72802,polling_location
AR,2012-11-06,county,,South Fogleman,WR Golden Comm Center,  AR 0,polling_location
AR,2012-11-06,county,,Reed,Hazel Valley Church,16502 Hazel Valley WC 47 Fayetteville AR 0,polling_location
AR,2012-11-06,county,,Centerville,New Centerville Fire Station,Hwy 154  AR 0,polling_location
AR,2012-11-06,county,,Union Valley,Union Valley Community Bld,371 Union Valley Rd Perryville AR 0,polling_location
AR,2012-11-06,county,,Briggsville,Briggsville Methodist Church,15394 W St Hwy 28 Briggsville AR 0,polling_location
AR,2012-11-06,county,,Compton,Briggsville Methodist Church,15394 W St Hwy 28 Briggsville AR 0,polling_location
AR,2012-11-06,county,,Kentucky,Rose Bud Community Center,5916 Hwy 36 W Rose Bud AR 0,polling_location
AR,2012-11-06,county,,Marshall,Rose Bud Community Center,5916 Hwy 36 W Rose Bud AR 0,polling_location
AR,2012-11-06,county,,Rose Bud City,Rose Bud Community Center,5916 Hwy 36 W Rose Bud AR 0,polling_location
AR,2012-11-06,county,,Caney Township,Cerrogordo Fire Department,967 Hwy 380W Winthrop AR 71866,polling_location
AR,2012-11-06,county,,Buck Mountain,Encouraging Word Ministries,7277 SR 164E Dover AR 72837,polling_location
AR,2012-11-06,county,,Caglesville 1,Encouraging Word Ministries,7277 SR 164E Dover AR 72837,polling_location
AR,2012-11-06,county,,Caglesville 2,Encouraging Word Ministries,7277 SR 164E Dover AR 72837,polling_location
AR,2012-11-06,county,,Moreland 1,Encouraging Word Ministries,7277 SR 164E Dover AR 72837,polling_location
AR,2012-11-06,county,,Moreland 2,Encouraging Word Ministries,7277 SR 164E Dover AR 72837,polling_location
AR,2012-11-06,county,,Nogo,Nogo Community Center,30 Smyrna Rd Hector AR 72843,polling_location
AR,2012-11-06,county,,Wapp. Clarkedale,Jericho City Hall,531 Wallace Ave Crawfordsville AR 82327,polling_location
AR,2012-11-06,county,,Wappanocca,Jericho City Hall,531 Wallace Ave Crawfordsville AR 82327,polling_location
AR,2012-11-06,county,,Wappanocca Precinct Jericho,Jericho City Hall,531 Wallace Ave Crawfordsville AR 82327,polling_location
AR,2012-11-06,county,,Vandervoort,Vandervoort Community Center,668 Polk 18 Vandervoort AR 71972,polling_location
AR,2012-11-06,county,,17,Civic Center,McCroy  AR 0,polling_location
AR,2012-11-06,county,,18,Civic Center,McCroy  AR 0,polling_location
AR,2012-11-06,county,,Wye,WYE Mt Community Blvd,21911 Hwy 113 Bigelow AR 0,polling_location
AR,2012-11-06,county,,Potter,Old Potter Fire Station,563 Polk 50 Mena AR 71953,polling_location
AR,2012-11-06,county,,Dover In,Dover First Baptist Church,143 SR 164E Dover AR 72837,polling_location
AR,2012-11-06,county,,Dover Out,Dover First Baptist Church,143 SR 164E Dover AR 72837,polling_location
AR,2012-11-06,county,,Scottsville 1,Dover First Baptist Church,143 SR 164E Dover AR 72837,polling_location
AR,2012-11-06,county,,Scottsville 2,Dover First Baptist Church,143 SR 164E Dover AR 72837,polling_location
AR,2012-11-06,county,,14,Morton Baptist Church,Morton  AR 0,polling_location
AR,2012-11-06,county,,37,First Baptist Church,401 N. First St. Jacksonville AR 0,polling_location
AR,2012-11-06,county,,13,White Hall Church,Hillman  AR 0,polling_location
AR,2012-11-06,county,,Sunset,Sunset City Hall,300 Hwy 77 Byp Marion AR 0,polling_location
AR,2012-11-06,county,,Pottsville In 1,Pottsville First Baptist Church,5390 West Ash Pottsville AR 72858,polling_location
AR,2012-11-06,county,,Pottsville In 2,Pottsville First Baptist Church,5390 West Ash Pottsville AR 72858,polling_location
AR,2012-11-06,county,,Pottsville Out 1,Pottsville First Baptist Church,5390 West Ash Pottsville AR 72858,polling_location
AR,2012-11-06,county,,Pottsville Out 2,Pottsville First Baptist Church,5390 West Ash Pottsville AR 72858,polling_location
AR,2012-11-06,county,,12,Fairgrounds,McCroy  AR 0,polling_location
AR,2012-11-06,county,,15,Fairgrounds,McCroy  AR 0,polling_location
AR,2012-11-06,county,,20,Fairgrounds,McCroy  AR 0,polling_location
AR,2012-11-06,county,,Lees Creek,Blackburn Church,10407 W Devils Den Rd Winslow AR 0,polling_location
AR,2012-11-06,county,,10,Hunter Methodist Church,Hunter  AR 0,polling_location
AR,2012-11-06,county,,11,Hunter Methodist Church,Hunter  AR 0,polling_location
AR,2012-11-06,county,,PRECINCT,Alamo Missionary Baptist Church,6790 Old Dallas Rd Norman AR 71960,polling_location
AR,2012-11-06,county,,Merry Green #1,Sheridan Recreation Center,  AR 0,polling_location
AR,2012-11-06,county,,Merry Green #2,Sheridan Recreation Center,  AR 0,polling_location
AR,2012-11-06,county,,Cherokee,City Hall Cherokee Village,2 Santee Dr Cherokee Village AR 0,polling_location
AR,2012-11-06,county,,Saline,Glen Rose Missionary Baptist Church,928 Traskwood Rd Malvern AR 72104,polling_location
AR,2012-11-06,county,,Simpson #1,Cane Creek Fire Department,  AR 0,polling_location
AR,2012-11-06,county,,Harrison East,Judsonia Community Building,606 Van Buren St Judsonia AR 0,polling_location
AR,2012-11-06,county,,Harrison Township,Judsonia Community Building,606 Van Buren St Judsonia AR 0,polling_location
AR,2012-11-06,county,,Judsonia Ward 1,Judsonia Community Building,606 Van Buren St Judsonia AR 0,polling_location
AR,2012-11-06,county,,Judsonia Ward 2,Judsonia Community Building,606 Van Buren St Judsonia AR 0,polling_location
AR,2012-11-06,county,,Judsonia Ward 3,Judsonia Community Building,606 Van Buren St Judsonia AR 0,polling_location
AR,2012-11-06,county,,Simpson #2,Orion Baptist Church Fellowship Hall,  AR 0,polling_location
AR,2012-11-06,county,,Coffey,Floyd First Baptist Church,1198 Hwy 31 Romance AR 0,polling_location
AR,2012-11-06,county,,Old Lexington,Old Lexington Church,9525 Hwy 110 Clinton AR 0,polling_location
AR,2012-11-06,county,,Saline East,Provo Community Bldg,  AR 0,polling_location
AR,2012-11-06,county,,Crosby,Center Hill Fire Station,4108 Hwy 36 W Searcy AR 0,polling_location
AR,2012-11-06,county,,Des Arc,Center Hill Fire Station,4108 Hwy 36 W Searcy AR 0,polling_location
AR,2012-11-06,county,,Ward #2,Sheridan Assembly of God Church - Vine Street,  AR 0,polling_location
AR,2012-11-06,county,,Piney,South Carroll County Fires Station,11500 Hwy 103 S Green Forest AR 000AR,polling_location
AR,2012-11-06,county,,Wilmar,Wilmar School,2546 Highway 278 Wilmar AR 71675,polling_location
AR,2012-11-06,county,,Ward #3,Immanuel Baptist Church Fellowship Hall,  AR 0,polling_location
AR,2012-11-06,county,,Dota,Charlotte Community Center,  AR 0,polling_location
AR,2012-11-06,county,,Fox,Fox Community Bldg,16262 Hwy 263 Fox AR 0,polling_location
AR,2012-11-06,county,,Bingen,BINGEN COMMUNITY CENTER,  AR 0,polling_location
AR,2012-11-06,county,,7,Lodi Fire Department,1170 Hwy 84 W Glenwood AR 71943,polling_location
AR,2012-11-06,county,,Roc Roe City,Ulm Community Building,187 South Main St. Ulm AR 72616,polling_location
AR,2012-11-06,county,,Roc Roe Country,Ulm Community Building,187 South Main St. Ulm AR 72616,polling_location
AR,2012-11-06,county,,Jefferson,Green's Chapel United Methodist Church,  AR 0,polling_location
AR,2012-11-06,county,,Oden-Inside,Oden First Baptist Church,1161 Hwy 88 W Oden AR 719605,polling_location
AR,2012-11-06,county,,Columbus,COLUMBUS FIRE STATION, COLUMBUS AR 0,polling_location
AR,2012-11-06,county,,Saratoga,COLUMBUS FIRE STATION, COLUMBUS AR 0,polling_location
AR,2012-11-06,county,,De Queen Northwest,De Queen Church of Christ,  AR 0,polling_location
AR,2012-11-06,county,,Deann,DEANN FIRE STATION, DEANN AR 0,polling_location
AR,2012-11-06,county,,Fulton,FULTON LIBRARY, FULTON AR 0,polling_location
AR,2012-11-06,county,,Clear Creek 2,Horatio City Hall,  AR 0,polling_location
AR,2012-11-06,county,,Bolivar City,Calvary Baptist Life Center,503 S. Illinois Ave harrisburg AR 72432,polling_location
AR,2012-11-06,county,,Bolivar City,Calvary Baptist Life Center,503 S. Illinois Ave harrisburg AR 72432,polling_location
AR,2012-11-06,county,,Bolivar City,Calvary Baptist Life Center,503 S. Illinois Ave harrisburg AR 72432,polling_location
AR,2012-11-06,county,,Bolivar City,Calvary Baptist Life Center,503 S. Illinois Ave harrisburg AR 72432,polling_location
AR,2012-11-06,county,,Bolivar City,Calvary Baptist Life Center,503 S. Illinois Ave harrisburg AR 72432,polling_location
AR,2012-11-06,county,,Bolivar City,Calvary Baptist Life Center,503 S. Illinois Ave harrisburg AR 72432,polling_location
AR,2012-11-06,county,,Greenfield-Greenfield,Calvary Baptist Life Center,503 S. Illinois Ave harrisburg AR 72432,polling_location
AR,2012-11-06,county,,Scott Valley View,Calvary Baptist Life Center,503 S. Illinois Ave harrisburg AR 72432,polling_location
AR,2012-11-06,county,,Scott Whitehall,Calvary Baptist Life Center,503 S. Illinois Ave harrisburg AR 72432,polling_location
AR,2012-11-06,county,,Hope 1,Coliseum at Fair Park,  AR 0,polling_location
AR,2012-11-06,county,,Hope 2,Coliseum at Fair Park,  AR 0,polling_location
AR,2012-11-06,county,,Hope 3,Coliseum at Fair Park,  AR 0,polling_location
AR,2012-11-06,county,,Hope 4,Coliseum at Fair Park,  AR 0,polling_location
AR,2012-11-06,county,,Hope 5,Coliseum at Fair Park,  AR 0,polling_location
AR,2012-11-06,county,,Hope 6,Coliseum at Fair Park,  AR 0,polling_location
AR,2012-11-06,county,,Hope 7,Coliseum at Fair Park,  AR 0,polling_location
AR,2012-11-06,county,,Mccaskill,MCCASKILL FIRE STATION, MCCASKILL AR 0,polling_location
AR,2012-11-06,county,,Mcnab,FULTON LIBRARY, MCNAB AR 0,polling_location
AR,2012-11-06,county,,East Cadron A,Pickles Gap Baptist Church,2 Pickles Gap Rd Conway AR 72032,polling_location
AR,2012-11-06,county,,Ozan,OZAN FIRE STATION, OZAN AR 0,polling_location
AR,2012-11-06,county,,Departee,Union Hill/Thida Fire Dept,1825 Thida Road Thida AR 72165,polling_location
AR,2012-11-06,county,,Hill,Union Hill/Thida Fire Dept,1825 Thida Road Thida AR 72165,polling_location
