state,election_date,jurisdiction,county_name,precinct_name,name,address,polling_location_type
AR,2018-11-06,county,,23-1,Cabot Senior Event Center,Grant Stl Cabot AR 72023,polling_location
AR,2018-11-06,county,,07-3,Cabot Senior Event Center,Grant Stl Cabot AR 72023,polling_location
AR,2018-11-06,county,,07-4,Cabot Senior Event Center,Grant Stl Cabot AR 72023,polling_location
AR,2018-11-06,county,,07-5,Cabot Senior Event Center,Grant Stl Cabot AR 72023,polling_location
AR,2018-11-06,county,,08-5,Cabot Senior Event Center,Grant Stl Cabot AR 72023,polling_location
AR,2018-11-06,county,,08-6,Cabot Senior Event Center,Grant Stl Cabot AR 72023,polling_location
AR,2018-11-06,county,,23-2,Cabot Senior Event Center,Grant Stl Cabot AR 72023,polling_location
AR,2018-11-06,county,,23-3,Cabot Senior Event Center,Grant Stl Cabot AR 72023,polling_location
AR,2018-11-06,county,,23-4,Cabot Senior Event Center,Grant Stl Cabot AR 72023,polling_location
AR,2018-11-06,county,,Big-1 DM SZ 01 JP 04 CD 03,Mt Judea School,  AR ,polling_location
AR,2018-11-06,county,,Big-2 DM SZ 02 JP 04 CD 03,Mt Judea School,  AR ,polling_location
