state,jurisdiction_type,county_name,municipality,precinct_id,name,address
ME,county,Oxford,BUCKFIELD,1-1,Buckfield Municipal Center ,34 Turner Street 
ME,county,Hancock,BUCKSPORT,1-1,G. H. Jewett School Gymnasium,66 Bridge Street 
ME,county,Penobscot,BURLINGTON,1-1,Burlington Municipal Building ,1523 Long Ridge Road 
ME,county,Waldo,BURNHAM,1-1,Reynolds Corner Municipal Building,247 South Horseback Road
ME,county,York,BUXTON,1-1,Buxton Municipal Complex/Town Hall ,185 Portland Road 
ME,county,Oxford,BYRON,1-1,Byron Town Hall ,1 Byron Village Road 
ME,county,Washington,CALAIS,1-1,Calais Elementary School,53 Garfield Street
ME,county,Somerset,CAMBRIDGE,1-1,Cambridge Municipal Building ,202 Ripley Road 
ME,county,Knox,CAMDEN,1-1,Camden Public Safety Building ,31 Washington Street 
ME,county,Somerset,CANAAN,1-1,Canaan Calvary Church,299 Main Street
ME,county,Oxford,CANTON,1-1,Canton Town Office,94 Turner Street
ME,county,Cumberland,CAPE ELIZABETH,1-1,Pike Memorial Hall,Ocean House Road 
ME,county,Somerset,CARATUNK,1-1,Caratunk Town Office ,11 School Street 
ME,county,Aroostook,CARIBOU,1-1,Caribou Wellness & Recreation Center ,55 Bennett Drive 
ME,county,Penobscot,CARMEL ,1-1,Golden Harvest Grange Hall,928 Main Road
ME,county,Franklin,CARRABASSETT VALLEY,1-1,Carrabassett Valley Town Office ,1001 Carriage Road 
ME,county,Penobscot,CARROLL PLT ,1-1,Carroll Plantation Office ,644 Brown Road 
ME,county,Franklin,CARTHAGE,1-1,Carthage Town Office ,703A Carthage Road 
ME,county,Aroostook,CARY PLT  ,1-1,Superintendant of Schools Building,175 Hodgdon Mills Road
ME,county,Cumberland,CASCO ,1-1,Casco Community Center,940 Meadow Road
ME,county,Hancock,CASTINE,1-1,Emerson Hall ,67 Court Street 
ME,county,Aroostook,CASTLE HILL & T11 R4,1-1,Castle Hill Grange Hall ,1953 State Road 
ME,county,Aroostook,CASWELL,1-1,Dawn F. Barnes Elementary ,1025 Van Buren Road 
ME,county,Aroostook,CHAPMAN,1-1,Chapman Ridge Runners Snowmobile Club,94 Town Hall Road
ME,county,Penobscot,CHARLESTON,1-1,Charleston Community Center ,125 School Road 
ME,county,Washington,CHARLOTTE,1-1,Charlotte Town Hall,1092 Ayers Junction Road 
ME,county,Cumberland,CHEBEAGUE ISLAND,1-1,Chebeague Island Hall & Community Center ,247 South Road 
ME,county,Kennebec,CHELSEA,1-1,Chelsea Elementary School,566 Togus Road 
ME,county,Washington,CHERRYFIELD ,1-1,Cherryfield Town Office Meeting Room ,12 Municipal Way 
ME,county,Penobscot,CHESTER,1-1,Marianne Municipal Building ,43 South Chester Road 
ME,county,Franklin,CHESTERVILLE,1-1,Chesterville Town Hall ,409 Dutch Gap Road 
ME,county,Kennebec,CHINA,1-1,China Town Office,571 Lakeview Drive
ME,county,Penobscot,CLIFTON,1-1,Clifton Municipal Building,135 Airline Road 
ME,county,Kennebec,CLINTON,1-1,Clinton Town Office (Banquet Hall),27 Baker Street 
ME,county,Washington,CODYVILLE PLT (with Topsfield),1-1,Topsfield Municipal Building ,48 North Road 
ME,county,Washington,COLUMBIA,1-1,Columbia Town Hall ,106 Epping Road 
ME,county,Washington,COLUMBIA FALLS,1-1,Columbia Falls Municipal Building,8 Point Street
ME,county,Aroostook,CONNOR TWP,1-1,Caribou Wellness & Recreation Center ,55 Bennett Drive 
ME,county,Washington,COOPER ,1-1,Cathance Grange Hall,Route 191-Cooper Highway
ME,county,Franklin,COPLIN PLT  & Wyman Twp,1-1,Town Office ,5 Currie Street
ME,county,Penobscot,CORINNA,1-1,Corinna Fire Annex,37 Exeter Road
ME,county,Penobscot,CORINTH,1-1,Corinth Town Office Conference Room,31 Exeter Road 
ME,county,York,CORNISH,1-1,Pike Memorial Hall,17 Maple Street 
ME,county,Somerset,CORNVILLE,1-1,Cornville Town Hall ,493 West Ridge Road 
ME,county,Hancock,CRANBERRY ISLES,1-1,Great Cranberry Island Community Center ,191 Cranberry Road 
ME,county,Hancock,CRANBERRY ISLES,2-1,Islesford Neighborhood House ,10 Mosswood Road 
ME,county,Washington,CRAWFORD,1-1,Crawford Town Hall ,3190 Airline Road 
ME,county,Aroostook,CROSS LAKE TWP (with New Canada),1-1,New Canada Community Center ,1809 Caribou Road 
ME,county,Aroostook,CRYSTAL ,1-1,Crystal Town Office ,272 Crystal Road 
ME,county,Cumberland,CUMBERLAND,1-1,Cumberland Town Hall ,290 Tuttle Road 
ME,county,Knox,CUSHING,1-1,Cushing Community Center ,39 Cross Road 
ME,county,Washington,CUTLER,1-1,Cutler Town Office-Library ,2655 Cutler Road 
ME,county,Aroostook,CYR PLT,1-1,Governor Brann School House ,"218 Caribou Road, Rt #1"
ME,county,Franklin,DALLAS PLT,1-1,Dallas Plantation Townhouse,436 Dallas Hill Road
ME,county,Lincoln,DAMARISCOTTA,1-1,Damariscotta Town Hall ,21 School Street 
ME,county,Washington,DANFORTH (and Brookton Twp & Forest Twp),1-1,Danforth Town Hall ,52 Depot Street
ME,county,York,DAYTON,1-1,Dayton Town Office ,33 Clarks Mills Road 
ME,county,Washington,DEBLOIS,1-1,Deblois Town Hall,8 Lane Road
ME,county,Hancock,DEDHAM,1-1,Dedham Fire Station ,8 Bald Mountain Road 
ME,county,Hancock,DEER ISLE,1-1,Deer Isle Municipal Building,70 Church Street 
ME,county,Oxford,DENMARK,1-1,Denmark Municipal Building,62 East Main Street 
ME,county,Somerset,DENNISTOWN PLT,1-1,Moose River Town Office ,705 Main Street 
ME,county,Washington,DENNYSVILLE (and Edmunds Twp),1-1,Town Office/Community Center,2 Main Street 
ME,county,Somerset,DETROIT,1-1,DRCS Town Hall ,35 South Main Street 
ME,county,Penobscot,DEXTER,1-1,Dexter Town Hall ,10 Hall Street 
ME,county,Oxford,DIXFIELD ,1-1,American Legion,8 River Lane 
ME,county,Penobscot,DIXMONT,1-1,Dixmont Town Office ,758 Western Avenue 
ME,county,Piscataquis,DOVER-FOXCROFT,1-1,Dover-Foxcroft Municipal Gymnasium,48 Morton Avenue 
ME,county,Lincoln,DRESDEN ,1-1,Pownalborough Hall ,314 Patterson Road 
ME,county,Penobscot,DREW PLT ,1-1,Drew Plt. Fire Building/ Town Hall ,65 Center Street 
ME,county,Androscoggin,DURHAM,1-1,Durham Community School ,654 Hallowell Road 
ME,county,Aroostook,DYER BROOK,1-1,Dyer Brook Town Office ,864 Dyer Brook Road 
ME,county,Aroostook,EAGLE LAKE,1-1,Eagle Lake Municipal Building ,36 Devoe Brook Road 
ME,county,Washington,EAST MACHIAS,1-1,East Machias Municipal Building ,571 Main Street 
ME,county,Penobscot,EAST MILLINOCKET ,1-1,East Millinocket Municipal Building ,53 Main Street 
ME,county,Hancock,EASTBROOK,1-1,Eastbrook Community Center,959 Eastbrook Road 
ME,county,Aroostook,EASTON,1-1,Easton Town Office ,3 Station Road 
ME,county,Washington,EASTPORT,1-1,Shead High School ,89 High Street 
ME,county,Penobscot,EDDINGTON,1-1,Eddington Municipal Building-Meeting Room,906 Main Road 
ME,county,Lincoln,EDGECOMB,1-1,Edgecomb Town Hall ,16 Town Hall Road 
ME,county,Penobscot,EDINBURG & part of Argyle Twp,1-1,Edinburg Town Building,595 Edinburg Road 
ME,county,York,ELIOT,1-1,Marshwood Middle School ,626 Harold L. Dow Highway 
ME,county,Hancock,ELLSWORTH,1-1,Ellsworth City Hall Auditorium ,1 City Hall Plaza 
ME,county,Hancock,ELLSWORTH,2-1,Community of Christ Church,283 State Street
ME,county,Hancock,ELLSWORTH,3-1,Maine Coast Baptist Church Gymnasium ,867 Bangor Road 
ME,county,Hancock,ELLSWORTH,4-1,Ellsworth City Hall - Council Chambers ,1 City Hall Plaza 
ME,county,Somerset,EMBDEN,1-1,Embden Town Office ,809 Embden Pond Road 
ME,county,Penobscot,ENFIELD,1-1,Cole Memorial Building,789 Hammett Road 
ME,county,Penobscot,ETNA ,1-1,Etna Community Hall ,17 Shadow Lane 
ME,county,Franklin,EUSTIS,1-1,Eustis Town Office ,88 Main Street 
ME,county,Penobscot,EXETER,1-1,Exeter Town Office ,1221 Stetson Road 
ME,county,Somerset,FAIRFIELD,1-1,Fairfield Community Center ,61 Water Street 
ME,county,Cumberland,FALMOUTH ,1-1,Falmouth High School ,74 Woodville Road 
ME,county,Kennebec,FARMINGDALE ,1-1,Hall-Dale Middle School Gymnasium,111 Maple Street 
ME,county,Franklin,FARMINGTON,1-1,Farmington Community Center ,127 Middle Street 
ME,county,Kennebec,FAYETTE,1-1,Starling Grange Hall ,2769 Main Street 
ME,county,Aroostook,FORT FAIRFIELD,1-1,Fort Fairfield Community Center ,18 Community Center Drive 
ME,county,Aroostook,FORT KENT,1-1,Fort Kent Town Office ,416 West Main Street 
ME,county,Aroostook,FORT KENT,1-2,Fort Kent Town Office ,416 West Main Street 
ME,county,Aroostook,FORT KENT,1-3,Fort Kent Town Office ,416 West Main Street 
ME,county,Aroostook,FORT KENT,1-4,Fort Kent Town Office ,416 West Main Street 
ME,county,Aroostook,FORT KENT,1-5,Fort Kent Town Office ,416 West Main Street 
ME,county,Waldo,FRANKFORT,1-1,Frankfort Congregational Church,42 Main Road
ME,county,Hancock,FRANKLIN,1-1,Franklin Community Center-Meeting Room ,34 Main Street 
ME,county,Waldo,FREEDOM ,1-1,Freedom Town Office-Election Hall,71 Pleasant Street 
ME,county,Cumberland,FREEPORT,1-1,Freeport High School Gymnasium ,Holbrook Street 
ME,county,Hancock,FRENCHBORO,1-1,Frenchboro Community Building,1 Executive Drive
ME,county,Aroostook,FRENCHVILLE,1-1,Frenchville Community Center ,343-A US Route 1 
ME,county,Knox,FRIENDSHIP,1-1,Hahn Community Center,31 Main Street
ME,county,Cumberland,FRYE ISLAND,1-1,Ferry Office,"7 Ferry Landing Road, Raymond"
ME,county,Oxford,FRYEBURG,1-1,American Legion Building,Bradley Street 
ME,county,Kennebec,GARDINER,1-1,Boys & Girls Club ,14 Pray Street 
ME,county,Aroostook,GARFIELD PLT,1-1,Garfield Town Garage,10 Cross Road
ME,county,Penobscot,GARLAND,1-1,Garland Town Office ,108 Corinth Road
ME,county,Sagadahoc,GEORGETOWN ,1-1,Georgetown Central School ,52 Bay Point Road 
ME,county,Oxford,GILEAD,1-1,Gilead Town Hall ,10 Depot Street 
ME,county,Penobscot,GLENBURN,1-1,Glenburn Municipal Building ,144 Lakeview Road 
ME,county,Cumberland,GORHAM,1-1,Gorham Middle School ,106 Weeks Road 
ME,county,Cumberland,GORHAM,1-2,Little Falls Activity Ctr,40 Acorn St
ME,county,Cumberland,GORHAM,2-1,Gorham Municipal Center - Shaw Gymnasium,75 South Street
ME,county,Hancock,GOULDSBORO,1-1,Gouldsboro Community Center Gymnasium,679 Pond Road
ME,county,Aroostook,GRAND ISLE ,1-1,Grand Isle Town Office- Meeting Room,366 Main Street 
ME,county,Washington,GRAND LAKE STREAM PLT ,1-1,James Brite Schoolhouse ,15 Water Street 
ME,county,Cumberland,GRAY,1-1,Newbegin Gym,22 Main Street 
ME,county,Hancock,GREAT POND,1-1,Great Pond Town Hall ,1235 Great Pond Road 
ME,county,Penobscot,GREENBUSH,1-1,Greenbush Town Hall ,132 Military Road 
ME,county,Androscoggin,GREENE ,1-1,Greene Town Office,220 Main Street
ME,county,Piscataquis,GREENVILLE,1-1,Greenville Town Hall ,7 Minden Street
ME,county,Oxford,GREENWOOD,1-1,American Legion Hall ,595 Gore Road
ME,county,Piscataquis,GUILFORD (and Kingsbury Plt),1-1,Guilford Fire Station ,4 School Street 
ME,county,Kennebec,HALLOWELL,1-1,Hall Dale Elementary School ,26 Garden Lane 
ME,county,Aroostook,HAMLIN,1-1,Roosevelt School ,588 Hamlin Road 
ME,county,Aroostook,HAMMOND,1-1,Hammond School House,13 Burnt Brow Road
ME,county,Penobscot,HAMPDEN,1-1,Municipal Building Community Room ,106 Western Avenue 
ME,county,Hancock,HANCOCK,1-1,Hancock Town Hall ,18 Point Road 
ME,county,Oxford,HANOVER,1-1,Hanover Town Office ,21 Ferry Road 
ME,county,Somerset,HARMONY,1-1,Harmony Elementary School,18 Main Street
ME,county,Cumberland,HARPSWELL,1-1,Elijah Kellogg Church,917 Harpswell Neck Road
ME,county,Cumberland,HARPSWELL,2-1,Cundy's Harbor Community Building ,837 Cundy's Harbor Road 
ME,county,Cumberland,HARPSWELL,3-1,Old Orr's Island School House ,1594 Harpswell Islands Road 
ME,county,Washington,HARRINGTON,1-1,Harrington Town Office ,114 East Main Street 
ME,county,Cumberland,HARRISON,1-1,Harrison Town Office Meeting Room,20 Front Street 
ME,county,Oxford,HARTFORD,1-1,Hartford Town Hall ,1190 Main Street 
ME,county,Somerset,HARTLAND,1-1,Hartland Town Hall ,21 Academy Street 
ME,county,Aroostook,HAYNESVILLE,1-1,Haynesville Town Office ,16 Danforth Road 
ME,county,Oxford,HEBRON,1-1,Hebron Town Office ,351 Paris Road 
ME,county,Penobscot,HERMON,1-1,Hermon Elementary School Gymnasium,235 Billings Road 
ME,county,Aroostook,HERSEY,1-1,Patten Fire Station,27 Dearborn Street 
ME,county,Somerset,HIGHLAND PLT ,1-1,Town House ,Long Falls Dam Road 
ME,county,Oxford,HIRAM,1-1,Hiram Town Office ,25 Allard Circle 
ME,county,Aroostook,HODGDON,1-1,Hodgdon Town Office ,179 Hodgdon Mills Road 
ME,county,Penobscot,HOLDEN,1-1,Holden Municipal Building ,570 Main Road 
ME,county,York,HOLLIS,1-1,Hollis Fire Station #2 ,405 Plains Road 
ME,county,Knox,HOPE,1-1,Hope Town Office ,441 Camden Road 
ME,county,Aroostook,HOULTON,1-1,Gentle Memorial Building ,128 Main Street 
ME,county,Penobscot,HOWLAND,1-1,Howland Town Office,8 Main Street 
ME,county,Penobscot,HUDSON ,1-1,Hudson Town Hall ,2150 Hudson Road 
ME,county,Washington,INDIAN TOWNSHIP ,1-1,Indian Twp Tribal Office,8 Kennabasis Road
ME,county,Franklin,INDUSTRY,1-1,Industry Town Hall ,1033 Industry Road 
ME,county,Aroostook,ISLAND FALLS,1-1,Island Falls Municipal Office ,68 Houlton Road 
ME,county,Knox,ISLE AU HAUT,1-1,Revere Memorial Hall,1 Main Street
ME,county,Waldo,ISLESBORO,1-1,Islesboro Public Safety Meeting Room,150 Main Road 
ME,county,Somerset,JACKMAN,1-1,Jackman Municipal Conference Room,369 Main Street 
ME,county,Somerset,JACKMAN,1-2,Jackman Municipal Conference Room,369 Main Street 
ME,county,Waldo,JACKSON,1-1,Jackson Town Office ,730 Moosehead Trail 
ME,county,Franklin,JAY,1-1,Jay Community Building ,13 Community Drive
ME,county,Lincoln,JEFFERSON,1-1,Jefferson Fire Station ,204 Waldoboro Road 
ME,county,Washington,JONESBORO,1-1,Keith H. Schoppee Municipal Building,23 Station Road 
ME,county,Washington,JONESPORT,1-1,Jonesport Town Office,70 Snare Creek Lane
ME,county,Penobscot,KENDUSKEAG,1-1,Kenduskeag Town Office ,4010 Broadway 
ME,county,York,KENNEBUNK,1-1,Edward C. Winston Auditorium ,1 Summer Street 
ME,county,York,KENNEBUNK,1-2,Edward C. Winston Auditorium ,1 Summer Street 
ME,county,York,KENNEBUNKPORT,1-1,Village Fire Station ,32 North Street 
ME,county,Franklin,KINGFIELD,1-1,Webster Hall ,38 School Street 
ME,county,York,KITTERY,1-1,Kittery Community Center,120 Rogers Road
ME,county,Waldo,KNOX,1-1,Knox Town Office ,10 Abbott Road 
ME,county,Penobscot,LAGRANGE ,1-1,Lagrange Town Office ,5791 Bennoch Road 
ME,county,Piscataquis,LAKE VIEW PLT,1-1,Lake View Town Office,27 Church Street
ME,county,Penobscot,LAKEVILLE,1-1,Lakeville Town Office (McKinley School House),828 Bottle Lake Road 
ME,county,Hancock,LAMOINE,1-1,Lamoine Town Office ,606 Douglas Highway 
ME,county,York,LEBANON,1-1,Lebanon Elementary School ,65 Upper Guinea Road 
ME,county,Penobscot,LEE,1-1,Eula Ham Municipal Building ,29 Winn Road 
ME,county,Androscoggin,LEEDS,1-1,Leeds Town Office ,8 Community Drive 
ME,county,Penobscot,LEVANT,1-1,Levant Town Office,691 Townhouse Road 
ME,county,Androscoggin,LEWISTON ,1-1,Lewiston Memorial Armory,65 Central Avenue
ME,county,Androscoggin,LEWISTON ,2-1,Montello School,407 East Avenue
ME,county,Androscoggin,LEWISTON ,3-1,Lewiston Memorial Armory,65 Central Avenue
ME,county,Androscoggin,LEWISTON ,4-1,Longley Elementary School,145 Birch Street 
ME,county,Androscoggin,LEWISTON ,5-1,Longley Elementary School,145 Birch Street 
ME,county,Androscoggin,LEWISTON ,6-1,The Green Ladle (at High School),156 East Avenue
ME,county,Androscoggin,LEWISTON ,7-1,Longley Elementary School,145 Birch Street 
ME,county,Waldo,LIBERTY ,1-1,Liberty Town Office-Overlock Room ,7 Water Street 
ME,county,York,LIMERICK,1-1,Limerick Municipal Building ,55 Washington Street 
ME,county,Aroostook,LIMESTONE,1-1,Limestone Municipal Building ,93 Main Street
ME,county,York,LIMINGTON,1-1,Limington Municipal Complex ,425 Sokokis Avenue 
ME,county,Penobscot,LINCOLN,1-1,Mattanawcook Academy Gymnasium,33 Reed Drive 
ME,county,Oxford,LINCOLN PLT,1-1,Lincoln Plt Town Hall,260 Wilsons Mills Road
ME,county,Waldo,LINCOLNVILLE,1-1,Lincolnville Central School ,523 Hope Road 
ME,county,Aroostook,LINNEUS,1-1,Linneus Town Office ,1185 Hodgdon Mills Road 
ME,county,Androscoggin,LISBON,1-1,LHS Gym,2 Sugg Drive
ME,county,Androscoggin,LISBON,2-1,LHS Gym,2 Sugg Drive
ME,county,Kennebec,LITCHFIELD ,1-1,Litchfield Sportsmen's Club ,2253 Hallowell Road 
ME,county,Aroostook,LITTLETON ,1-1,Littleton Town Office ,1536 US Highway 1
ME,county,Androscoggin,LIVERMORE,1-1,Livermore Town Office ,10 Crash Road 
ME,county,Androscoggin,LIVERMORE FALLS,1-1,Livermore Falls Municipal Building ,2 Main Street 
ME,county,Cumberland,LONG ISLAND,1-1,Long Island Community Center,77 Wharf Street
ME,county,Oxford,LOVELL,1-1,Lovell Town Office ,1133 Main Street 
ME,county,Penobscot,LOWELL,1-1,Lowell Town Office ,129 West Old Main Road
ME,county,Washington,LUBEC,1-1,Lubec Municipal Building,40 School Street
ME,county,Aroostook,LUDLOW,1-1,Ludlow Town Office,831 Ludlow Road
ME,county,York,LYMAN,1-1,Lyman Town Hall ,11 South Waterboro Road 
ME,county,Washington,MACHIAS,1-1,Machias Town Office ,"7 Court Street, Suite 1 "
ME,county,Washington,MACHIASPORT,1-1,Machiasport Municipal Complex ,8 Unity Square 
ME,county,Aroostook,MACWAHOC PLT,1-1,Macwahoc Town Office ,48 Kingman Road 
ME,county,Aroostook,MADAWASKA,1-1,Knights Of Columbus Hall ,172 Fox Street 
ME,county,Aroostook,MADAWASKA LAKE TWP (w/ Stockholm),1-1,Stockholm Community Center,62 School Street 
ME,county,Somerset,MADISON,1-1,Madison Fire Station,26 Weston Avenue 
