state,election_date,jurisdiction_type,jurisdiction,precinct_name,precinct_id,name,address,polling_place_type
CT,2016-11-08,town,Glastonbury,District 3 - Hebron Avenue School,003-00,District 3 - Hebron Avenue School,"1363 Hebron Avenue, Glastonbury, CT 06033",polling_place
CT,2016-11-08,town,Glastonbury,District 4 - Gideon Welles School,004-00,District 4 - Gideon Welles School,"1029 Neipsic Road, Glastonbury, CT 06033",polling_place
CT,2016-11-08,town,Glastonbury,District 5 - Nayaug Elementary School,005-00,District 5 - Nayaug Elementary School,"222 Old Maids Lane, South Glastonbury, CT 06073",polling_place
CT,2016-11-08,town,Glastonbury,District 7 - Academy Building,007-00,District 7 - Academy Building,"2143 Main Street, Glastonbury, CT 06033",polling_place
CT,2016-11-08,town,Glastonbury,District 9 - Hopewell School,009-00,District 9 - Hopewell School,"1068 Chestnut Hill Road, South Glastonbury, CT 06073",polling_place
CT,2016-11-08,town,Goshen,Camp Cochipianee,001-00,Camp Cochipianee,"291 Beach Street, Goshen, CT 06756",polling_place
CT,2016-11-08,town,Goshen,Camp Cochipianee,002-00,Camp Cochipianee,"291 Beach Street, Goshen, CT 06756",polling_place
CT,2016-11-08,town,Granby,Granby Memorial High School - Community Gym,001-00,Granby Memorial High School - Community Gym,"315 Salmon Brook Street, Granby, CT 06035",polling_place
CT,2016-11-08,town,Granby,Granby Memorial High School - Community Gym,002-00,Granby Memorial High School - Community Gym,"315 Salmon Brook St, Granby, CT 06035",polling_place
CT,2016-11-08,town,Greenwich,Bendheim Western Greenwich Civic Center,009-00,Bendheim Western Greenwich Civic Center,"449 Pemberwick Road, Greenwich, CT 06831",polling_place
CT,2016-11-08,town,Greenwich,Central Middle School,008-00,Central Middle School,"9 Indian Rock Lane, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,Cental Middle School 8a,008-01,Cental Middle School 8a,"9 Indian Rock Lane, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,Greenwich Town Hall,002-00,Greenwich Town Hall,"101 Field Point Road, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,Greenwich Town Hall 2a,002-01,Greenwich Town Hall 2a,"101 Field Point Road, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,Greenwich High School,007-00,Greenwich High School,"10 Hillside Road, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,Greenwich High School 7a,007-01,Greenwich High School 7a,"10 Hillside Road, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,Glenville School,010-00,Glenville School,"33 Riversville Road, Greenwich, CT 06831",polling_place
CT,2016-11-08,town,Greenwich,Glenville School,010-01,Glenville School,"33 Riversville Road, Greenwich, CT 06831",polling_place
CT,2016-11-08,town,Greenwich,Julian Curtiss School,001-00,Julian Curtiss School,"180 East Elm Street, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,Julian Curtiss School 1a,001-01,Julian Curtiss School 1a,"180 East Elm Street, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,Julian Curtiss School 1b,001-02,Julian Curtiss School 1b,"180 East Elm Street, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,New Lebanon School,004-00,New Lebanon School,"25 Mead Avenue, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,New Lebanon School 4a,004-01,New Lebanon School 4a,"25 Mead Avenue, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,North Street School,011-00,North Street School,"381 North Street, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,North Street School 11a,011-01,North Street School 11a,"381 North Street, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,North Mianus School,012-00,North Mianus School,"309 Palmer Hill Road, Riverside, CT 06878",polling_place
CT,2016-11-08,town,Greenwich,Old Greenwich School,006-00,Old Greenwich School,"285 Sound Beach Avenue, Old Greenwich, CT 06870",polling_place
CT,2016-11-08,town,Greenwich,Old Greenwich School 6a,006-01,Old Greenwich School 6a,"285 Sound Beach Avenue, Old Greenwich, CT 06870",polling_place
CT,2016-11-08,town,Greenwich,Riverside School,005-00,Riverside School,"90 Hendrie Avenue, Riverside, CT 06878",polling_place
CT,2016-11-08,town,Greenwich,Riverside School 5a,005-01,Riverside School 5a,"90 Hendrie Avenue, Riverside, CT 06878",polling_place
CT,2016-11-08,town,Greenwich,Western Middle School,003-00,Western Middle School,"1 Western Junior Highway, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Greenwich,Western Middle School 3a,003-01,Western Middle School 3a,"1 Western Middle School, Greenwich, CT 06830",polling_place
CT,2016-11-08,town,Griswold,Griswold Town Hall,001-00,Griswold Town Hall,"28 Main Street, Jewett City, CT 06351",polling_place
CT,2016-11-08,town,Griswold,Pachaug Town Hall,002-00,Pachaug Town Hall,"879 Voluntown Road, Griswold, CT 06351",polling_place
CT,2016-11-08,town,Groton,City Of Groton Municipal Building,003-00,City Of Groton Municipal Building,"295 Meridian Street, Groton, CT 06340",polling_place
CT,2016-11-08,town,Groton,Groton Public Library,001-00,Groton Public Library,"52 Route 117, Groton, CT 06340",polling_place
CT,2016-11-08,town,Groton,Mary Morrisson Elementary School,004-00,Mary Morrisson Elementary School,"154 Tollgate Road, Groton, CT 06340",polling_place
CT,2016-11-08,town,Groton,Robert E Fitch Sr High School,007-00,Robert E Fitch Sr High School,"101 Groton Long Point Road, Groton, CT 06340",polling_place
CT,2016-11-08,town,Groton,School Administration Bldg,005-00,School Administration Bldg,"1300 Flanders Road, Mystic, CT 06355",polling_place
CT,2016-11-08,town,Groton,S B Butler School,006-00,S B Butler School,"155 Ocean View Avenue, Mystic, CT 06355",polling_place
CT,2016-11-08,town,Groton,West Side Middle School,002-00,West Side Middle School,"250 Brandegee Avenue, Groton, CT 06340",polling_place
CT,2016-11-08,town,Guilford,Abraham Baldwin School,002-00,Abraham Baldwin School,"68 Bullard Drive, Guilford, CT 06437",polling_place
CT,2016-11-08,town,Guilford,A.W. Cox School,005-00,A.W. Cox School,"143 Three Mile Course, Guilford, CT 06437",polling_place
CT,2016-11-08,town,Guilford,Calvin Leete School,001-00,Calvin Leete School,"280 South Union Street, Guilford, CT 06437",polling_place
CT,2016-11-08,town,Guilford,Guilford Fire Headquarters,003-00,Guilford Fire Headquarters,"390 Church Street, Guilford, CT 06437",polling_place
CT,2016-11-08,town,Guilford,Melissa Jones School,004-00,Melissa Jones School,"181 Ledge Hill Road, Guilford, CT 06437",polling_place
CT,2016-11-08,town,Haddam,Central Office,002-00,Central Office,"57 Little City Road, Higganum, CT 06441",polling_place
CT,2016-11-08,town,Haddam,Haddam Firehouse Complex,001-00,Haddam Firehouse Complex,"439 Saybrook Road, Higganum, CT 06441",polling_place
CT,2016-11-08,town,Haddam,Haddam Neck Firehouse,003-00,Haddam Neck Firehouse,"50 Rock Landing Road, Haddam Neck, CT 06424",polling_place
CT,2016-11-08,town,Hamden,Board Of Education Building,005-00,Board Of Education Building,"60 Putnam Avenue, Hamden, CT 06517",polling_place
CT,2016-11-08,town,Hamden,Board Of Education Building,005-01,Board Of Education Building,"60 Putnam Avenue, Hamden, CT 06517",polling_place
CT,2016-11-08,town,Hamden,Bear Path School,008-00,Bear Path School,"10 Kirk Road, Hamden, CT 06514",polling_place
CT,2016-11-08,town,Hamden,Bear Path School,008-01,Bear Path School,"10 Kirk Road, Hamden, CT 06514",polling_place
CT,2016-11-08,town,Hamden,Dunbar Hill School,007-00,Dunbar Hill School,"315 Lane Street, Hamden, CT 06514",polling_place
CT,2016-11-08,town,Hamden,Hamden Collaborative Learning Center,002-00,Hamden Collaborative Learning Center,"306 Circular Avenue, Hamden, CT 06514",polling_place
CT,2016-11-08,town,Hamden,Hamden Middle School,010-00,Hamden Middle School,"2623 Dixwell Avenue, Hamden, CT 06518",polling_place
CT,2016-11-08,town,Hamden,Hamden Middle School,010-01,Hamden Middle School,"2623 Dixwell Avenue, Hamden, CT 06518",polling_place
CT,2016-11-08,town,Hamden,Keefe Community Center,003-00,Keefe Community Center,"11 Pine Street, Hamden, CT 06514",polling_place
CT,2016-11-08,town,Hamden,Miller Library,001-00,Miller Library,"2901 Dixwell Avenue, Hamden, CT 06518",polling_place
CT,2016-11-08,town,Hamden,Ridge Hill School,006-00,Ridge Hill School,"120 Carew Road, Hamden, CT 06517",polling_place
CT,2016-11-08,town,Hamden,Spring Glen School,004-00,Spring Glen School,"1908 Whitney Avenue, Hamden, CT 06517",polling_place
CT,2016-11-08,town,Hamden,Spring Glen School,004-01,Spring Glen School,"1908 Whitney Avenue, Hamden, CT 06517",polling_place
CT,2016-11-08,town,Hamden,West Woods School,009-00,West Woods School,"350 West Todd Street, Hamden, CT 06518",polling_place
CT,2016-11-08,town,Hampton,Hampton Town Offices,001-00,Hampton Town Offices,"164 Main Street, Hampton, CT 06247",polling_place
CT,2016-11-08,town,Hartford,Annie Fisher School - Gym,008-00,Annie Fisher School - Gym,"280 Plainfield Street, Hartford, CT 06112",polling_place
CT,2016-11-08,town,Hartford,Burns School - Gym,012-00,Burns School - Gym,"195 Putnam Street, Hartford, CT 06106",polling_place
CT,2016-11-08,town,Hartford,Batchelder School - Gym,015-00,Batchelder School - Gym,"757 New Britain Avenue, Hartford, CT 06106",polling_place
CT,2016-11-08,town,Hartford,Bulkeley High School,019-00,Bulkeley High School,"300 Wethersfield Avenue, Hartford, CT 06114",polling_place
CT,2016-11-08,town,Hartford,Dutch Point Community Room,021-00,Dutch Point Community Room,"15 Patsie Williams Way, Hartford, CT 06106",polling_place
CT,2016-11-08,town,Hartford,Environmental Sciences Magnet-Mary Hooker School,014-00,Environmental Sciences Magnet-Mary Hooker School,"440 Broadview Terrace, Hartford, CT 06106",polling_place
CT,2016-11-08,town,Hartford,Grace Lutheran Church,003-00,Grace Lutheran Church,"46 Woodland Street, Hartford, CT 06105",polling_place
CT,2016-11-08,town,Hartford,Hartford Seminary,004-00,Hartford Seminary,"77 Sherman Street, Hartford, CT 06105",polling_place
CT,2016-11-08,town,Hartford,House Of Restoration Church - Gym,010-00,House Of Restoration Church - Gym,"1665 Main Street, Hartford, CT 06120",polling_place
CT,2016-11-08,town,Hartford,Hartford Public Library,022-00,Hartford Public Library,"500 Main Street, Hartford, CT 06103",polling_place
CT,2016-11-08,town,Hartford,Kennelly School - Gym,016-00,Kennelly School - Gym,"180 White Street, Hartford, CT 06114",polling_place
CT,2016-11-08,town,Hartford,Liberty Christian Center-Formerly Horace Bushnell,001-00,Liberty Christian Center-Formerly Horace Bushnell,"23 Vine Street, Hartford, CT 06112",polling_place
CT,2016-11-08,town,Hartford,Liberty Christian Center-Formerly Horace Bushnell,002-00,Liberty Christian Center-Formerly Horace Bushnell,"23 Vine Street, Hartford, CT 06112",polling_place
CT,2016-11-08,town,Hartford,Metzner Center,018-00,Metzner Center,"640 Franklin Ave / Columbus Park, Hartford, CT 06114",polling_place
CT,2016-11-08,town,Hartford,Mary Shepard Place Community Room,023-00,Mary Shepard Place Community Room,"15 Pavilion Street, Hartford, CT 06120",polling_place
CT,2016-11-08,town,Hartford,North End Senior Center,006-00,North End Senior Center,"80 Conventry Street, Hartford, CT 06112",polling_place
CT,2016-11-08,town,Hartford,Parkville Community School,013-00,Parkville Community School,"1755 Park Street, Hartford, CT 06106",polling_place
CT,2016-11-08,town,Hartford,Parker Memorial Community Center,024-00,Parker Memorial Community Center,"2621 Main Street, Hartford, CT 06120",polling_place
CT,2016-11-08,town,Hartford,Rawson School - Gym,007-00,Rawson School - Gym,"260 Holcomb Street, Hartford, CT 06112",polling_place
CT,2016-11-08,town,Hartford,South End Senior Wellness Center,017-00,South End Senior Wellness Center,"830 Maple Avenue, Hartford, CT 06114",polling_place
CT,2016-11-08,town,Hartford,The Learning Corridor - Gym,020-00,The Learning Corridor - Gym,"43 Vernon Street, Hartford, CT 06106",polling_place
CT,2016-11-08,town,Hartford,United Methodist Church,005-00,United Methodist Church,"571 Farmington Avenue, Hartford, CT 06105",polling_place
CT,2016-11-08,town,Hartford,United Way Of The Capital Area,011-00,United Way Of The Capital Area,"30 Laurel Street, Hartford, CT 06106",polling_place
CT,2016-11-08,town,Hartford,Y W C A,009-00,Y W C A,"135 Broad Street, Hartford, CT 06105",polling_place
CT,2016-11-08,town,Hartland,Hartland Town Hall,001-00,Hartland Town Hall,"22 South Road, East Hartland, CT 06027",polling_place
CT,2016-11-08,town,Harwinton,Town Hall Assembly Room,008-00,Town Hall Assembly Room,"100 Bentley Drive, Harwinton, CT 06791",polling_place
CT,2016-11-08,town,Harwinton,Town Hall Assembly Room,031-00,Town Hall Assembly Room,"100 Bentley Drive, Harwinton, CT 06791",polling_place
CT,2016-11-08,town,Hebron,Hebron Elementary School,001-00,Hebron Elementary School,"92 Church Street, Hebron, CT 06248",polling_place
CT,2016-11-08,town,Kent,Town Hall,001-00,Town Hall,"41 Kent Green Boulevard, Kent, CT 06757",polling_place
CT,2016-11-08,town,Killingly,Bd Of Ed Central Office - Cafeteria,001-01,Bd Of Ed Central Office - Cafeteria,"79 Westfield Ave, Killingly, CT 06241",polling_place
CT,2016-11-08,town,Killingly,Bd Of Ed Central Office - Cafeteria,003-00,Bd Of Ed Central Office - Cafeteria,"79 Westfield Ave, Killingly, CT 06241",polling_place
CT,2016-11-08,town,Killingly,Bd Of Ed Central Office - Cafeteria,005-00,Bd Of Ed Central Office - Cafeteria,"79 Westfield Ave, Killingly, CT 06241",polling_place
CT,2016-11-08,town,Killingly,Killingly High School,002-01,Killingly High School,"226 Putnam Pike, Dayville, CT 06241",polling_place
CT,2016-11-08,town,Killingly,Killingly High School,002-02,Killingly High School,"226 Putnam Pike, Dayville, CT 06241",polling_place
CT,2016-11-08,town,Killingly,Killingly High School,004-01,Killingly High School,"226 Putnam Pike, Dayville, CT 06241",polling_place
CT,2016-11-08,town,Killingly,Killingly High School,004-02,Killingly High School,"226 Putnam Pike, Dayville, CT 06241",polling_place
CT,2016-11-08,town,Killingworth,Killingworth Elementary School,001-00,Killingworth Elementary School,"340 Route 81, Killingworth, CT 06419",polling_place
CT,2016-11-08,town,Lebanon,Fire Safety Complex 1,001-00,Fire Safety Complex 1,"23 Goshen Hill Road, Lebanon, CT 06249",polling_place
CT,2016-11-08,town,Lebanon,Fire Safety Complex 2,002-00,Fire Safety Complex 2,,polling_place
CT,2016-11-08,town,Ledyard,Juliet Long School,002-00,Juliet Long School,"1854 Route 12, Gales Ferry, CT 06335",polling_place
CT,2016-11-08,town,Ledyard,Juliet Long School,003-00,Juliet Long School,"1854 Route 12, Gales Ferry, CT 06335",polling_place
CT,2016-11-08,town,Ledyard,Ledyard Center School,001-00,Ledyard Center School,"740 Colonel Ledyard Hwy, Ledyard, CT 06339",polling_place
CT,2016-11-08,town,Lisbon,Lisbon Town Hall,001-00,Lisbon Town Hall,"1 Newent Road, Lisbon, CT 06351",polling_place
CT,2016-11-08,town,Lisbon,Lisbon Senior Center,002-00,Lisbon Senior Center,"11 Newent Rd, Lisbon, CT 06351",polling_place
CT,2016-11-08,town,Litchfield,Bantam Borough Hall,003-00,Bantam Borough Hall,"809 Bantam Rd., Bantam, CT 06750",polling_place
CT,2016-11-08,town,Litchfield,Litchfield Fire House,001-00,Litchfield Fire House,"258 West St, Litchfield, CT 06759",polling_place
CT,2016-11-08,town,Litchfield,Northfield Fire House 2,002-00,Northfield Fire House 2,"14 Knifeshop Rd., Northfield, CT 06778",polling_place
CT,2016-11-08,town,Litchfield,Northfield Fire House 4,004-00,Northfield Fire House 4,"14 Knifeshop Rd., Northfield, CT 06778",polling_place
CT,2016-11-08,town,Lyme,Lyme Town Hall,001-00,Lyme Town Hall,"480 Hamburg Road, Lyme, CT 06371",polling_place
CT,2016-11-08,town,Madison,District 1 (South),001-00,District 1 (South),"29 Bradley Road, Madison, CT 06443",polling_place
CT,2016-11-08,town,Madison,District 2 (North),002-00,District 2 (North),"980 Durham Rd, Madison, CT 06443",polling_place
CT,2016-11-08,town,Manchester,Buckley School,003-00,Buckley School,"250 Vernon Street, Manchester Ct, CT 06042",polling_place
CT,2016-11-08,town,Manchester,Highland Park School,005-00,Highland Park School,"397 Porter Street, Manchester Ct, CT 06040",polling_place
CT,2016-11-08,town,Manchester,Keeney School,007-00,Keeney School,"179 Keeney Street, Manchester Ct, CT 06040",polling_place
CT,2016-11-08,town,Manchester,Manchester High School,002-00,Manchester High School,"Brookfield Street Entrance, Manchester Ct, CT 06040",polling_place
CT,2016-11-08,town,Manchester,Martin School,006-00,Martin School,"140 Dartmouth Road, Manchester Ct, CT 06040",polling_place
CT,2016-11-08,town,Manchester,Robertson School,001-00,Robertson School,"65 North School Street, Manchester Ct, CT 06042",polling_place
CT,2016-11-08,town,Manchester,Verplanck School,008-00,Verplanck School,"126 Olcott Street, Manchester Ct, CT 06040",polling_place
CT,2016-11-08,town,Manchester,Waddell School,004-00,Waddell School,"163 Broad Street, Manchester Ct, CT 06042",polling_place
CT,2016-11-08,town,Mansfield,Annie E. Vinton School,004-00,Annie E. Vinton School,"306 Stafford Road, Mansfield, CT 06250",polling_place
CT,2016-11-08,town,Mansfield,Mansfield Community Center,001-00,Mansfield Community Center,"10 South Eagleville Road, Storrs-Mansfield Ct, CT 06268",polling_place
CT,2016-11-08,town,Mansfield,Mansfield Fire Dept. #107@ Eagleville,002-00,Mansfield Fire Dept. #107@ Eagleville,"879 Stafford Road, Mansfield, CT 06268",polling_place
CT,2016-11-08,town,Mansfield,Mansfield Library/ Buchanan Auditorium,003-00,Mansfield Library/ Buchanan Auditorium,"54 Warrenville Road, Mansfield Center, CT 06250",polling_place
CT,2016-11-08,town,Marlborough,Elmer Thienes Elementary School,001-00,Elmer Thienes Elementary School,"Community Room, Marlborough, CT 06447",polling_place
CT,2016-11-08,town,Meriden,Community Towers,002-00,Community Towers,"55 Willow St., Meriden, CT 06450",polling_place
CT,2016-11-08,town,Meriden,Chamberlain Highway Firehouse,007-00,Chamberlain Highway Firehouse,"168 Chamberlain Highway, Meriden, CT 06451",polling_place
CT,2016-11-08,town,Meriden,Hanover School,012-00,Hanover School,"208 Main St., So. Meriden, CT 06451",polling_place
CT,2016-11-08,town,Meriden,Immanuel Lutheran Church,001-00,Immanuel Lutheran Church,"164 Hanover Street, Meriden, CT 06451",polling_place
CT,2016-11-08,town,Meriden,Israel Putnam School,011-00,Israel Putnam School,"133 Parker Ave, Meriden, CT 06450",polling_place
CT,2016-11-08,town,Meriden,John Barry School,003-00,John Barry School,"124 Columbia St., Meriden, CT 06451",polling_place
CT,2016-11-08,town,Meriden,Lincoln Middle School,013-00,Lincoln Middle School,"164 Centennial Ave., Meriden, CT 06451",polling_place
CT,2016-11-08,town,Meriden,Maloney High School,009-00,Maloney High School,"121 Gravel St., Meriden, CT 06450",polling_place
CT,2016-11-08,town,Meriden,New Life Church,008-00,New Life Church,"262 Bee St., Meriden, CT 06450",polling_place
CT,2016-11-08,town,Meriden,St. Rose Community Center,004-00,St. Rose Community Center,"34 Center St., Meriden, CT 06450",polling_place
CT,2016-11-08,town,Meriden,Sherman Avenue Firehouse,005-00,Sherman Avenue Firehouse,"260 Sherman Avenue, Meriden, CT 06450",polling_place
CT,2016-11-08,town,Meriden,St. John Lutheran Church,010-00,St. John Lutheran Church,"520 Paddock Ave., Meriden, CT 06450",polling_place
CT,2016-11-08,town,Meriden,Washington Middle School,006-00,Washington Middle School,"1225 No. Broad St., Meriden, CT 06450",polling_place
CT,2016-11-08,town,Middlebury,Shepardson Community Center 01,001-00,Shepardson Community Center 01,"Whittemore Road, Middlebury, CT 06762",polling_place
CT,2016-11-08,town,Middlebury,Shepardson Community Center 002,002-00,Shepardson Community Center 002,"Whittemore Road, Middlebury, CT 06762",polling_place
CT,2016-11-08,town,Middlefield,Middlefield Community Center,100-00,Middlefield Community Center,"405 Main Street, Middlefield, CT 06455",polling_place
CT,2016-11-08,town,Middletown,Fayerweather Beckham Hall - District 14,014-00,Fayerweather Beckham Hall - District 14,"55 Wyllys Avenue, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Keigwin Middle School - District 3,003-00,Keigwin Middle School - District 3,"99 Spruce Street, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Keigwin Middle School - District 6,006-00,Keigwin Middle School - District 6,"99 Spruce Street, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Macdonough School - District 1,001-00,Macdonough School - District 1,"66 Spring Street, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Moody School - District 4,004-00,Moody School - District 4,"300 Country Club Road, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Moody School - District 5,005-00,Moody School - District 5,"300 Country Club Road, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Spencer School - District 2,002-00,Spencer School - District 2,"207 Westfield Street, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Snow School - District 7,007-00,Snow School - District 7,"299 Wadsworth Street, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Snow School - District 8,008-00,Snow School - District 8,"299 Wadsworth Street, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,South District Firehouse - District 10,010-00,South District Firehouse - District 10,"445 Randolph Road, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Spencer School - District 13,013-00,Spencer School - District 13,"207 Westfield Street, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Wesley School - District 9,009-00,Wesley School - District 9,"10 Wesleyan Hills Road, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Woodrow Wilson Middle School - District 11,011-00,Woodrow Wilson Middle School - District 11,"370 Hunting Hill Avenue, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Middletown,Woodrow Wilson Middle School - District 12,012-00,Woodrow Wilson Middle School - District 12,"370 Hunting Hill Avenue, Middletown, CT 06457",polling_place
CT,2016-11-08,town,Milford,Harborside Middle School,118-05,Harborside Middle School,"175 High Street, Milford, CT 06460",polling_place
CT,2016-11-08,town,Milford,Harborside Middle School,119-03,Harborside Middle School,"175 High Street, Milford, CT 06460",polling_place
CT,2016-11-08,town,Milford,Joseph A Foran High School,117-00,Joseph A Foran High School,"80 Foran Road, Milford, CT 06460",polling_place
CT,2016-11-08,town,Milford,John F Kennedy School,118-01,John F Kennedy School,"404 West Avenue, Milford, CT 06460",polling_place
CT,2016-11-08,town,Milford,John F Kennedy School,119-02,John F Kennedy School,"404 West Avenue, Milford, CT 06460",polling_place
CT,2016-11-08,town,Milford,Meadowside School,118-02,Meadowside School,"80 Seemans Lane, Milford, CT 06460",polling_place
CT,2016-11-08,town,Milford,Margaret S Egan Center,118-04,Margaret S Egan Center,"35 Mathews Street, Milford, CT 06460",polling_place
CT,2016-11-08,town,Milford,Orange Avenue School,119-01,Orange Avenue School,"260 Orange Avenue, Milford, CT 06460",polling_place
CT,2016-11-08,town,Milford,West Shore Recreation Center,118-03,West Shore Recreation Center,"14 Benham Avenue, Milford, CT 06460",polling_place
CT,2016-11-08,town,Monroe,Fawn Hollow School,001-00,Fawn Hollow School,"Fan Hill Road, Monroe, CT 06468",polling_place
CT,2016-11-08,town,Monroe,Monroe Elementary School,003-00,Monroe Elementary School,"375 Monroe Turnpike, Monroe, CT 06468",polling_place
CT,2016-11-08,town,Monroe,Masuk High School,004-00,Masuk High School,"1014 Monroe Turnpike, Monroe, CT 06468",polling_place
CT,2016-11-08,town,Monroe,Stepney Elementary School,002-00,Stepney Elementary School,"180 Old Newtown Road, Monroe, CT 06468",polling_place
CT,2016-11-08,town,Montville,Fair Oaks School-Gym-3,003-00,Fair Oaks School-Gym-3,"836 Old Colchester Road, Oakdale, CT 06370",polling_place
CT,2016-11-08,town,Montville,Fair Oaks School-Gym-4,004-00,Fair Oaks School-Gym-4,"836 Old Colchester Road, Oakdale, CT 06370",polling_place
CT,2016-11-08,town,Montville,Mohegan Elementary School,002-00,Mohegan Elementary School,"49 Golden Road, Uncasville, CT 06382",polling_place
CT,2016-11-08,town,Montville,Mohegan Elemantary School,005-00,Mohegan Elemantary School,"49 Golden Road, Uncasville, CT 06382",polling_place
CT,2016-11-08,town,Montville,Town Hall-Gym-1,001-00,Town Hall-Gym-1,"310 Norwich New London Road, Uncasville, CT 06382",polling_place
CT,2016-11-08,town,Montville,Town Hall-Gym-6,006-00,Town Hall-Gym-6,"310 Norwich New London Road, Uncasville, CT 06382",polling_place
CT,2016-11-08,town,Morris,Morris Community Hall,001-00,Morris Community Hall,"3 East Street, Morris, CT 06763",polling_place
CT,2016-11-08,town,Naugatuck,Andrew Avenue School,001-02,Andrew Avenue School,"164 Andrew Avenue, Naugatuck, CT 06770",polling_place
CT,2016-11-08,town,Naugatuck,Andrew Avenue School A,001-03,Andrew Avenue School A,"164 Andrew Avenue, Naugatuck, CT 06770",polling_place
CT,2016-11-08,town,Naugatuck,Cross Street School - A,001-01,Cross Street School - A,"120 Cross Street, Naugatuck, CT ",polling_place
CT,2016-11-08,town,Naugatuck,Central Avenue School,002-01,Central Avenue School,"28 Central Avenue, Naugatuck, CT 06770",polling_place
CT,2016-11-08,town,Naugatuck,Cross Street School - B,002-02,Cross Street School - B,"120 Cross Street, Naugatuck, CT 06770",polling_place
CT,2016-11-08,town,Naugatuck,City Hill Middle School,003-02,City Hill Middle School,"441 City Hill Street, Naugatuck, CT 06770",polling_place
CT,2016-11-08,town,Naugatuck,Maple Hill School,002-03,Maple Hill School,"641 Maple Hill Road, Naugatuck, CT 06770",polling_place
CT,2016-11-08,town,Naugatuck,Oak Terrace,003-01,Oak Terrace,"53 Conrad Street, Naugatuck, CT 06770",polling_place
CT,2016-11-08,town,Naugatuck,Western School - B,003-03,Western School - B,,polling_place
CT,2016-11-08,town,New Britain,Angelicos Restaurant,006-00,Angelicos Restaurant,"542 East Main Street, New Britain, CT 06051",polling_place
CT,2016-11-08,town,New Britain,Chamberlain School,009-00,Chamberlain School,"120 Newington Avenue, New Britain, CT 06051",polling_place
CT,2016-11-08,town,New Britain,Diloreto School,014-00,Diloreto School,"732 Slater Road, New Britain, CT 06053",polling_place
CT,2016-11-08,town,New Britain,Gaffney School,004-00,Gaffney School,"322 Slater Road, New Britain, CT 06053",polling_place
CT,2016-11-08,town,New Britain,Graham Apartments,005-02,Graham Apartments,"107 Martin Luther King Drive, New Britain, CT 06051",polling_place
CT,2016-11-08,town,New Britain,Generale Ameglio Society,007-00,Generale Ameglio Society,"13 Beaver Street, New Britain, CT 06051",polling_place
CT,2016-11-08,town,New Britain,Holmes Elementary School,011-00,Holmes Elementary School,"2150 Stanley Street, New Britain, CT 06053",polling_place
CT,2016-11-08,town,New Britain,New Britain High School,002-00,New Britain High School,"110 Mill Street, New Britain, CT 06051",polling_place
CT,2016-11-08,town,New Britain,New Britain Senior Center,005-00,New Britain Senior Center,"55 Pearl Street, New Britain, CT 06051",polling_place
CT,2016-11-08,town,New Britain,Pulaski Middle School,012-00,Pulaski Middle School,"757 Farmington Avenue, New Britain, CT 06053",polling_place
CT,2016-11-08,town,New Britain,Roosevelt Middle School,003-00,Roosevelt Middle School,"40 Goodwin Street, New Britain, CT 06051",polling_place
CT,2016-11-08,town,New Britain,School Apartments,005-01,School Apartments,"50 Bassett Street, New Britain, CT 06051",polling_place
CT,2016-11-08,town,New Britain,Smalley Academy,008-00,Smalley Academy,"175 West Street, New Britain, CT 06051",polling_place
CT,2016-11-08,town,New Britain,St. Francis Of Assisi Church Hall,010-00,St. Francis Of Assisi Church Hall,"1755 Stanley Street, New Britain, CT 06053",polling_place
CT,2016-11-08,town,New Britain,St John Paul 11 School,013-00,St John Paul 11 School,"221 Farmington Avenue, New Britain, CT 06053",polling_place
