state,election_date,jurisdiction_type,jurisdiction,precinct_name,precinct_id,name,address,polling_place_type
CT,2012-11-06,town,Glastonbury,District 5 - Nayaug Elementary School,5-0,District 5 - Nayaug Elementary School,"222 Old Maids Lane, South Glastonbury, CT 06073",polling_place
CT,2012-11-06,town,Glastonbury,District 7 - Academy Building,7-0,District 7 - Academy Building,"2143 Main Street, Glastonbury, CT 06033",polling_place
CT,2012-11-06,town,Glastonbury,District 9 - Hopewell School,9-0,District 9 - Hopewell School,"1068 Chestnut Hill Road, South Glastonbury, CT 06073",polling_place
CT,2012-11-06,town,Goshen,Camp Cochipianee,1-0,Camp Cochipianee,"219 Beach Street, Goshen, CT 06756",polling_place
CT,2012-11-06,town,Goshen,Camp Cochipianee,2-0,Camp Cochipianee,"219 Beach Street, Goshen, CT 06756",polling_place
CT,2012-11-06,town,Granby,Granby Memorial High School - Community Gym,1-0,Granby Memorial High School - Community Gym,"315 Salmon Brook Street, Granby, CT 06035",polling_place
CT,2012-11-06,town,Granby,Granby Memorial High School - Community Gym,2-0,Granby Memorial High School - Community Gym,"315 Salmon Brook St, Granby, CT 06035",polling_place
CT,2012-11-06,town,Greenwich,Bendheim Western Greenwich Civic Center,9-0,Bendheim Western Greenwich Civic Center,"449 Pemberwick Road, Greenwich, CT 06831",polling_place
CT,2012-11-06,town,Greenwich,Central Middle School,8-0,Central Middle School,"9 Indian Rock Lane, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,Cental Middle School 8a,8-1,Cental Middle School 8a,"9 Indian Rock Lane, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,Greenwich Town Hall,2-0,Greenwich Town Hall,"101 Field Point Road, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,Greenwich Town Hall 2a,2-1,Greenwich Town Hall 2a,"101 Field Point Road, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,Greenwich High School,7-0,Greenwich High School,"10 Hillside Road, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,Greenwich High School 7a,7-1,Greenwich High School 7a,"10 Hillside Road, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,Glenville School,10-0,Glenville School,"33 Riversville Road, Greenwich, CT 06831",polling_place
CT,2012-11-06,town,Greenwich,Glenville School,10-1,Glenville School,"33 Riversville Road, Greenwich, CT 06831",polling_place
CT,2012-11-06,town,Greenwich,Julian Curtiss School,1-0,Julian Curtiss School,"180 East Elm Street, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,Julian Curtiss School 1a,1-1,Julian Curtiss School 1a,"180 East Elm Street, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,Julian Curtiss School 1b,1-2,Julian Curtiss School 1b,"180 East Elm Street, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,New Lebanon School,4-0,New Lebanon School,"25 Mead Avenue, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,New Lebanon School 4a,4-1,New Lebanon School 4a,"25 Mead Avenue, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,North Street School,11-0,North Street School,"381 North Street, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,North Street School 11a,11-1,North Street School 11a,"381 North Street, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,North Mianus School,12-0,North Mianus School,"309 Palmer Hill Road, Riverside, CT 06878",polling_place
CT,2012-11-06,town,Greenwich,Old Greenwich School,6-0,Old Greenwich School,"285 Sound Beach Avenue, Old Greenwich, CT 06870",polling_place
CT,2012-11-06,town,Greenwich,Old Greenwich School 6a,6-1,Old Greenwich School 6a,"285 Sound Beach Avenue, Old Greenwich, CT 06870",polling_place
CT,2012-11-06,town,Greenwich,Riverside School,5-0,Riverside School,"90 Hendrie Avenue, Riverside, CT 06878",polling_place
CT,2012-11-06,town,Greenwich,Riverside School 5a,5-1,Riverside School 5a,"90 Hendrie Avenue, Riverside, CT 06878",polling_place
CT,2012-11-06,town,Greenwich,Western Middle School,3-0,Western Middle School,"1 Western Junior Highway, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Greenwich,Western Middle School 3a,3-1,Western Middle School 3a,"1 Western Middle School, Greenwich, CT 06830",polling_place
CT,2012-11-06,town,Griswold,Griswold Town Hall,1-0,Griswold Town Hall,"28 Main Street, Jewett City, CT 06351",polling_place
CT,2012-11-06,town,Griswold,Pachaug Town Hall,2-0,Pachaug Town Hall,"879 Voluntown Road, Griswold, CT 06351",polling_place
CT,2012-11-06,town,Groton,City Of Groton Municipal Building,3-0,City Of Groton Municipal Building,"295 Meridian Street, Groton, CT 06340",polling_place
CT,2012-11-06,town,Groton,Charles Barnum School,5-0,Charles Barnum School,"68 Briar Hill Road, Groton, CT 06340",polling_place
CT,2012-11-06,town,Groton,Groton Public Library,1-0,Groton Public Library,"52 Route 117, Groton, CT 06340",polling_place
CT,2012-11-06,town,Groton,Groton Town Hall Annex,8-0,Groton Town Hall Annex,"134 Groton Long Point Road, Groton, CT 06340",polling_place
CT,2012-11-06,town,Groton,School Administration Bldg,6-0,School Administration Bldg,"1300 Flanders Road, Mystic, CT 06355",polling_place
CT,2012-11-06,town,Groton,S B Butler School,7-0,S B Butler School,"155 Ocean View Avenue, Mystic, CT 06355",polling_place
CT,2012-11-06,town,Groton,West Side Middle School,2-0,West Side Middle School,"250 Brandegee Avenue, Groton, CT 06340",polling_place
CT,2012-11-06,town,Groton,William Seely School,4-0,William Seely School,"55 Seely School Drive, Groton, CT 06340",polling_place
CT,2012-11-06,town,Guilford,Abraham Baldwin School,2-0,Abraham Baldwin School,"68 Bullard Drive, Guilford, CT 06437",polling_place
CT,2012-11-06,town,Guilford,A.W. Cox School,5-0,A.W. Cox School,"143 Three Mile Course, Guilford, CT 06437",polling_place
CT,2012-11-06,town,Guilford,Calvin Leete School,1-0,Calvin Leete School,"280 South Union Street, Guilford, CT 06437",polling_place
CT,2012-11-06,town,Guilford,Guilford Fire Headquarters,3-0,Guilford Fire Headquarters,"390 Church Street, Guilford, CT 06437",polling_place
CT,2012-11-06,town,Guilford,Melissa Jones School,4-0,Melissa Jones School,"181 Ledge Hill Road, Guilford, CT 06437",polling_place
CT,2012-11-06,town,Haddam,Central Office,2-0,Central Office,"57 Little City Road, Higganum, CT 06441",polling_place
CT,2012-11-06,town,Haddam,Haddam Firehouse Complex,1-0,Haddam Firehouse Complex,"439 Saybrook Road, Higganum, CT 06441",polling_place
CT,2012-11-06,town,Haddam,Haddam Neck Firehouse,3-0,Haddam Neck Firehouse,"50 Rock Landing Road, Haddam Neck, CT 06424",polling_place
CT,2012-11-06,town,Hamden,Board Of Education Building,5-0,Board Of Education Building,"60 Putnam Avenue, Hamden, CT 06517",polling_place
CT,2012-11-06,town,Hamden,Board Of Education Building,5-1,Board Of Education Building,"60 Putnam Avenue, Hamden, CT 06517",polling_place
CT,2012-11-06,town,Hamden,Bear Path School,8-0,Bear Path School,"10 Kirk Road, Hamden, CT 06514",polling_place
CT,2012-11-06,town,Hamden,Bear Path School,8-1,Bear Path School,"10 Kirk Road, Hamden, CT 06514",polling_place
CT,2012-11-06,town,Hamden,Dunbar Hill School,7-0,Dunbar Hill School,"315 Lane Street, Hamden, CT 06514",polling_place
CT,2012-11-06,town,Hamden,Helen Street School,2-0,Helen Street School,"285 Helen Street, Hamden, CT 06514",polling_place
CT,2012-11-06,town,Hamden,Hamden Middle School,10-0,Hamden Middle School,"2623 Dixwell Avenue, Hamden, CT 06518",polling_place
CT,2012-11-06,town,Hamden,Hamden Middle School,10-1,Hamden Middle School,"2623 Dixwell Avenue, Hamden, CT 06518",polling_place
CT,2012-11-06,town,Hamden,Keefe Community Center,3-0,Keefe Community Center,"11 Pine Street, Hamden, CT 06514",polling_place
CT,2012-11-06,town,Hamden,Miller Library,1-0,Miller Library,"2901 Dixwell Avenue, Hamden, CT 06518",polling_place
CT,2012-11-06,town,Hamden,Ridge Hill School,6-0,Ridge Hill School,"120 Carew Road, Hamden, CT 06517",polling_place
CT,2012-11-06,town,Hamden,Spring Glen School,4-0,Spring Glen School,"1908 Whitney Avenue, Hamden, CT 06517",polling_place
CT,2012-11-06,town,Hamden,Spring Glen School,4-1,Spring Glen School,"1908 Whitney Avenue, Hamden, CT 06517",polling_place
CT,2012-11-06,town,Hamden,West Woods School,9-0,West Woods School,"350 West Todd Street, Hamden, CT 06518",polling_place
CT,2012-11-06,town,Hampton,Hampton Town Offices,1-0,Hampton Town Offices,"164 Main Street, Hampton, CT 06247",polling_place
CT,2012-11-06,town,Hartford,Annie Fisher School - Gym,8-0,Annie Fisher School - Gym,"280 Plainfield Street, Hartford, CT 06112",polling_place
CT,2012-11-06,town,Hartford,Burns School - Gym,12-0,Burns School - Gym,"195 Putnam Street, Hartford, CT 06106",polling_place
CT,2012-11-06,town,Hartford,Batchelder School - Gym,15-0,Batchelder School - Gym,"757 New Britain Avenue, Hartford, CT 06106",polling_place
CT,2012-11-06,town,Hartford,Bulkeley High School,19-0,Bulkeley High School,"300 Wethersfield Avenue, Hartford, CT 06114",polling_place
CT,2012-11-06,town,Hartford,Dutch Point Community Room,21-0,Dutch Point Community Room,"15 Patsie Williams Way, Hartford, CT 06106",polling_place
CT,2012-11-06,town,Hartford,Environmental Sciences Magnet/mary Hooker School,14-0,Environmental Sciences Magnet/mary Hooker School,"440 Broadview Terrace, Hartford, CT 06106",polling_place
CT,2012-11-06,town,Hartford,Grace Lutheran Church,3-0,Grace Lutheran Church,"46 Woodland Street, Hartford, CT 06105",polling_place
CT,2012-11-06,town,Hartford,Hartford Seminary,4-0,Hartford Seminary,"77 Sherman Street, Hartford, CT 06105",polling_place
CT,2012-11-06,town,Hartford,House Of Restoration Church - Gym,10-0,House Of Restoration Church - Gym,"1665 Main Street, Hartford, CT 06120",polling_place
CT,2012-11-06,town,Hartford,Hartford Public Library (Central Library),22-0,Hartford Public Library (Central Library),"500 Main Street, Hartford, CT 06103",polling_place
CT,2012-11-06,town,Hartford,Kennelly School - Gym,16-0,Kennelly School - Gym,"180 White Street, Hartford, CT 06114",polling_place
CT,2012-11-06,town,Hartford,Liberty Christian Center-Formerly Horace Bushnell,1-0,Liberty Christian Center-Formerly Horace Bushnell,"23 Vine Street, Hartford, CT 06112",polling_place
CT,2012-11-06,town,Hartford,Liberty Christian Center-Formerly Horace Bushnell,2-0,Liberty Christian Center-Formerly Horace Bushnell,"23 Vine Street, Hartford, CT 06112",polling_place
CT,2012-11-06,town,Hartford,Metzner Center,18-0,Metzner Center,"640 Franklin Ave / Columbus Park, Hartford, CT 06114",polling_place
CT,2012-11-06,town,Hartford,Mary Shepard Place Community Room,23-0,Mary Shepard Place Community Room,"15 Pavilion Street, Hartford, CT 06120",polling_place
CT,2012-11-06,town,Hartford,Northend Senior Center,6-0,Northend Senior Center,"80 Conventry Street, Hartford, CT 06112",polling_place
CT,2012-11-06,town,Hartford,Parkville Community School,13-0,Parkville Community School,"1755 Park Street, Hartford, CT 06106",polling_place
CT,2012-11-06,town,Hartford,Parker Memorial Community Center,24-0,Parker Memorial Community Center,"2621 Main Street, Hartford, CT 06120",polling_place
CT,2012-11-06,town,Hartford,Rawson School - Gym,7-0,Rawson School - Gym,"260 Holcomb Street, Hartford, CT 06112",polling_place
CT,2012-11-06,town,Hartford,South End Senior Wellness Center,17-0,South End Senior Wellness Center,"830 Maple Avenue, Hartford, CT 06114",polling_place
CT,2012-11-06,town,Hartford,The Learning Corridor,20-0,The Learning Corridor,"43 Vernon Street, Hartford, CT 06106",polling_place
CT,2012-11-06,town,Hartford,United Methodist Church,5-0,United Methodist Church,"571 Farmington Avenue, Hartford, CT 06105",polling_place
CT,2012-11-06,town,Hartford,United Way Of The Capital Area,11-0,United Way Of The Capital Area,"30 Laurel Street, Hartford, CT 06106",polling_place
CT,2012-11-06,town,Hartford,Y W C A,9-0,Y W C A,"135 Broad Street, Hartford, CT 06105",polling_place
CT,2012-11-06,town,Hartland,Hartland Town Hall,1-0,Hartland Town Hall,"22 South Road, East Hartland, CT 06027",polling_place
CT,2012-11-06,town,Harwinton,Town Hall Assembly Room,8-0,Town Hall Assembly Room,"100 Bentley Drive, Harwinton, CT 06791",polling_place
CT,2012-11-06,town,Harwinton,Town Hall Assembly Room,31-0,Town Hall Assembly Room,"100 Bentley Drive, Harwinton, CT 06791",polling_place
CT,2012-11-06,town,Hebron,Hebron Elementary School,1-0,Hebron Elementary School,"92 Church Street, Hebron, CT 06248",polling_place
CT,2012-11-06,town,Kent,Town Hall,1-0,Town Hall,"41 Kent Green Boulevard, Kent, CT 06757",polling_place
CT,2012-11-06,town,Killingly,Killingly Public Library 1,1-1,Killingly Public Library 1,"25 Westcott Road, Danielson, CT 06239",polling_place
CT,2012-11-06,town,Killingly,Killingly Intermediate School 1,2-1,Killingly Intermediate School 1,"1599 Upper Maple Street, Dayville, CT 06241",polling_place
CT,2012-11-06,town,Killingly,Killingly Intermediate School 2,2-2,Killingly Intermediate School 2,"1599 Upper Maple Street, Dayville, CT 06241",polling_place
CT,2012-11-06,town,Killingly,Killingly Community Center,5-0,Killingly Community Center,"185 Broad Street, Danielson, CT 06239",polling_place
CT,2012-11-06,town,Killingly,N E Conn Council Of Government 1,4-1,N E Conn Council Of Government 1,"125 Putnam Pike, Dayville, CT 06241",polling_place
CT,2012-11-06,town,Killingly,N E Conn Council Of Government 2,4-2,N E Conn Council Of Government 2,"125 Putnam Pike, Dayville, CT 06241",polling_place
CT,2012-11-06,town,Killingly,South Killingly Fire Station,3-0,South Killingly Fire Station,"803 Providence Pike, Danielson, CT 06239",polling_place
CT,2012-11-06,town,Killingworth,Killingworth Elementary School,1-0,Killingworth Elementary School,"340 Route 81, Killingworth, CT 06419",polling_place
CT,2012-11-06,town,Lebanon,Fire Safety Complex 1,1-0,Fire Safety Complex 1,"23 Goshen Hill Road, Lebanon, CT 06249",polling_place
CT,2012-11-06,town,Lebanon,Fire Safety Complex 2,2-0,Fire Safety Complex 2,,polling_place
CT,2012-11-06,town,Ledyard,Juliet Long School,2-0,Juliet Long School,"1854 Route 12, Gales Ferry, CT 06335",polling_place
CT,2012-11-06,town,Ledyard,Juliet Long School,3-0,Juliet Long School,"1854 Route 12, Gales Ferry, CT 06335",polling_place
CT,2012-11-06,town,Ledyard,Ledyard Center School,1-0,Ledyard Center School,"740 Colonel Ledyard Hwy, Ledyard, CT 06339",polling_place
CT,2012-11-06,town,Lisbon,Lisbon Town Hall,1-0,Lisbon Town Hall,"1 Newent Road, Lisbon, CT 06351",polling_place
CT,2012-11-06,town,Lisbon,Lisbon Senior Center,2-0,Lisbon Senior Center,"11 Newent Rd, Lisbon, CT 06351",polling_place
CT,2012-11-06,town,Litchfield,Bantam Borough Hall,3-0,Bantam Borough Hall,"809 Bantam Road, Route 202, Bantam, CT 06750",polling_place
CT,2012-11-06,town,Litchfield,Litchfield Fire House,1-0,Litchfield Fire House,"258 West St, Litchfield, CT 06759",polling_place
CT,2012-11-06,town,Litchfield,Northfield Fire House 2,2-0,Northfield Fire House 2,"14 Knifeshop Rd, Northfield, CT 06778",polling_place
CT,2012-11-06,town,Litchfield,Northfield Fire House 4,4-0,Northfield Fire House 4,"14 Knifeshop Rd, Northfield, CT 06778",polling_place
CT,2012-11-06,town,Lyme,Lyme Fire House,1-0,Lyme Fire House,"213 Hamburg Road, Lyme, CT 06371",polling_place
CT,2012-11-06,town,Madison,District 1 (South),1-0,District 1 (South),"29 Bradley Road, Madison, CT 06443",polling_place
CT,2012-11-06,town,Madison,District 2 (North),2-0,District 2 (North),"980 Durham Rd, Madison, CT 06443",polling_place
CT,2012-11-06,town,Manchester,Buckley School,3-0,Buckley School,"250 Vernon Street, Manchester Ct, CT 06042",polling_place
CT,2012-11-06,town,Manchester,Highland Park School,5-0,Highland Park School,"397 Porter Street, Manchester Ct, CT 06040",polling_place
CT,2012-11-06,town,Manchester,Keeney School,7-0,Keeney School,"179 Keeney Street, Manchester Ct, CT 06040",polling_place
CT,2012-11-06,town,Manchester,Manchester High School,2-0,Manchester High School,"134  Midddle Turnpike East, Brookfield Street Entrance, Manchester Ct, CT 06040",polling_place
CT,2012-11-06,town,Manchester,Martin School,6-0,Martin School,"140 Dartmouth Road, Manchester Ct, CT 06040",polling_place
CT,2012-11-06,town,Manchester,Robertson School,1-0,Robertson School,"65 North School Street, Manchester Ct, CT 06042",polling_place
CT,2012-11-06,town,Manchester,Verplanck School,8-0,Verplanck School,"126 Olcott Street, Manchester Ct, CT 06040",polling_place
CT,2012-11-06,town,Manchester,Waddell School,4-0,Waddell School,"163 Broad Street, Manchester Ct, CT 06042",polling_place
CT,2012-11-06,town,Mansfield,Annie E. Vinton School,4-0,Annie E. Vinton School,"306 Stafford Road, Mansfield, CT 06250",polling_place
CT,2012-11-06,town,Mansfield,Mansfield Community Center,1-0,Mansfield Community Center,"10 South Eagleville Road, Storrs-Mansfield, Ct, CT 06268",polling_place
CT,2012-11-06,town,Mansfield,Mansfield Fire Dept. #107@ Eagleville,2-0,Mansfield Fire Dept. #107@ Eagleville,"879 Stafford Road, Mansfield, CT 06268",polling_place
CT,2012-11-06,town,Mansfield,Mansfield Library/ Buchanan Auditorium,3-0,Mansfield Library/ Buchanan Auditorium,"54 Warrenville Road, Mansfield Center, CT 06250",polling_place
CT,2012-11-06,town,Marlborough,Elmer Thienes Elementary School,1-0,Elmer Thienes Elementary School,"25 School Drive, Marlborough, CT 06447",polling_place
CT,2012-11-06,town,Meriden,Community Towers,2-0,Community Towers,"55 Willow St., Meriden, CT 06450",polling_place
CT,2012-11-06,town,Meriden,Chamberlain Highway Firehouse,7-0,Chamberlain Highway Firehouse,"168 Chamberlain Highway, Meriden, CT 06451",polling_place
CT,2012-11-06,town,Meriden,Hanover School,12-0,Hanover School,"208 Main St., So. Meriden, CT 06451",polling_place
CT,2012-11-06,town,Meriden,Immanuel Lutheran Church,1-0,Immanuel Lutheran Church,"164 Hanover Street, Meriden, CT 06451",polling_place
CT,2012-11-06,town,Meriden,Israel Putnam School,11-0,Israel Putnam School,"133 Parker Ave, Meriden, CT 06450",polling_place
CT,2012-11-06,town,Meriden,John Barry School,3-0,John Barry School,"124 Columbia St., Meriden, CT 06451",polling_place
CT,2012-11-06,town,Meriden,Lincoln Middle School,13-0,Lincoln Middle School,"164 Centennial Ave., Meriden, CT 06451",polling_place
CT,2012-11-06,town,Meriden,Maloney High School,9-0,Maloney High School,"121 Gravel St., Meriden, CT 06450",polling_place
CT,2012-11-06,town,Meriden,New Life Church,8-0,New Life Church,"262 Bee St., Meriden, CT 06450",polling_place
CT,2012-11-06,town,Meriden,St. Rose Community Center,4-0,St. Rose Community Center,"34 Center St., Meriden, CT 06450",polling_place
CT,2012-11-06,town,Meriden,Sherman Avenue Firehouse,5-0,Sherman Avenue Firehouse,"260 Sherman Avenue, Meriden, CT 06450",polling_place
CT,2012-11-06,town,Meriden,St. John Lutheran Church,10-0,St. John Lutheran Church,"520 Paddock Ave., Meriden, CT 06450",polling_place
CT,2012-11-06,town,Meriden,Washington Middle School,6-0,Washington Middle School,"1225 No. Broad St., Meriden, CT 06450",polling_place
CT,2012-11-06,town,Middlebury,Shepardson Community Center 01,1-0,Shepardson Community Center 01,"1172 Whittemore Road, Middlebury, CT 06762",polling_place
CT,2012-11-06,town,Middlebury,Shepardson Community Center 002,2-0,Shepardson Community Center 002,"1172 Whittemore Road, Middlebury, CT 06762",polling_place
CT,2012-11-06,town,Middlefield,Middlefield Community Center,100-0,Middlefield Community Center,"405 Main Street, Middlefield, CT 06455",polling_place
CT,2012-11-06,town,Middletown,Macdonough School - District 1,1-0,Macdonough School - District 1,"66 Spring Street, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Middletown High School - District 3,3-0,Middletown High School - District 3,"200 La Rosa Lane, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Moody School - District 4,4-0,Moody School - District 4,"300 Country Club Road, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Moody School - District 5,5-0,Moody School - District 5,"300 Country Club Road, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Middletown High School - District 6,6-0,Middletown High School - District 6,"200 La Rosa Lane, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Spencer School - District 2,2-0,Spencer School - District 2,"207 Westfield Street, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Snow School - District 7,7-0,Snow School - District 7,"299 Wadsworth Street, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Snow School - District 8,8-0,Snow School - District 8,"299 Wadsworth Street, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,South District Firehouse - District 10,10-0,South District Firehouse - District 10,"445 Randolph Road, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Spencer School - District 13,13-0,Spencer School - District 13,"207 Westfield Street, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Senior Center - District 14,14-0,Senior Center - District 14,"150 William Street, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Wesley School - District 9,9-0,Wesley School - District 9,"10 Wesleyan Hills Road, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Woodrow Wilson Middle School - District 11,11-0,Woodrow Wilson Middle School - District 11,"370 Hunting Hill Avenue, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Middletown,Woodrow Wilson Middle School - District 12,12-0,Woodrow Wilson Middle School - District 12,"370 Hunting Hill Avenue, Middletown, CT 06457",polling_place
CT,2012-11-06,town,Milford,Harborside Middle School,49-0,Harborside Middle School,"175 High Street, Milford, CT 06460",polling_place
CT,2012-11-06,town,Milford,Harborside Middle School,58-0,Harborside Middle School,"175 High Street, Milford, CT 06460",polling_place
CT,2012-11-06,town,Milford,John F Kennedy School,18-0,John F Kennedy School,"404 West Avenue, Milford, CT 06460",polling_place
CT,2012-11-06,town,Milford,Joseph A Foran High School,27-0,Joseph A Foran High School,"80 Foran Road, Milford, CT 06460",polling_place
CT,2012-11-06,town,Milford,John F Kennedy School,29-0,John F Kennedy School,"404 West Avenue, Milford, CT 06460",polling_place
CT,2012-11-06,town,Milford,Joseph A Foran High School,39-0,Joseph A Foran High School,"80 Foran Road, Milford, CT 06460",polling_place
CT,2012-11-06,town,Milford,Live Oaks School,17-0,Live Oaks School,"575 Merwin Avenue, Milford, CT 06460",polling_place
CT,2012-11-06,town,Milford,Meadowside School,28-0,Meadowside School,"80 Seemans Avenue, Milford, CT 06460",polling_place
CT,2012-11-06,town,Milford,Margaret S Egan Center,48-0,Margaret S Egan Center,"35 Mathew Street, Milford, CT 06460",polling_place
CT,2012-11-06,town,Milford,Orange Avenue School,19-0,Orange Avenue School,"160 Orange Avenue, Milford, CT 06460",polling_place
CT,2012-11-06,town,Milford,West Shore Recreation Center,38-0,West Shore Recreation Center,"14 Benham Avenue, Milford, CT 06460",polling_place
CT,2012-11-06,town,Monroe,Fawn Hollow School,1-0,Fawn Hollow School,"345 Fan Hill Road, Monroe, CT 06468",polling_place
CT,2012-11-06,town,Monroe,Monroe Elementary School,3-0,Monroe Elementary School,"375 Monroe Turnpike, Monroe, CT 06468",polling_place
CT,2012-11-06,town,Monroe,Masuk High School,4-0,Masuk High School,"1014 Monroe Turnpike, Monroe, CT 06468",polling_place
CT,2012-11-06,town,Monroe,Stepney Elementary School,2-0,Stepney Elementary School,"180 Old Newtown Road, Monroe, CT 06468",polling_place
CT,2012-11-06,town,Montville,Fair Oaks School-Gym-3,3-0,Fair Oaks School-Gym-3,"836 Old Colchester Road, Oakdale, CT 06370",polling_place
CT,2012-11-06,town,Montville,Fair Oaks School-Gym-4,4-0,Fair Oaks School-Gym-4,"836 Old Colchester Road, Oakdale, CT 06370",polling_place
CT,2012-11-06,town,Montville,Mohegan Fire House-2,2-0,Mohegan Fire House-2,"2029 Norwich New London Road, Uncasville, CT 06382",polling_place
CT,2012-11-06,town,Montville,Mohegan Fire House-5,5-0,Mohegan Fire House-5,"2029 Norwich New London Road, Uncasville, CT 06382",polling_place
CT,2012-11-06,town,Montville,Town Hall-Gym-1,1-0,Town Hall-Gym-1,"310 Norwich New London Road, Uncasville, CT 06382",polling_place
CT,2012-11-06,town,Montville,Town Hall-Gym-6,6-0,Town Hall-Gym-6,"310 Norwich New London Road, Uncasville, CT 06382",polling_place
CT,2012-11-06,town,Morris,Morris Community Hall,1-0,Morris Community Hall,"3 East Street, Morris, CT 06763",polling_place
CT,2012-11-06,town,Naugatuck,Andrew Avenue School,1-2,Andrew Avenue School,"164 Andrew Avenue, Naugatuck, CT 06770",polling_place
CT,2012-11-06,town,Naugatuck,Andrew Avenue School A,1-3,Andrew Avenue School A,"164 Andrew Avenue, Naugatuck, CT 06770",polling_place
CT,2012-11-06,town,Naugatuck,Cross Street School - A,-1-1,Cross Street School - A,"120 Cross Street, Naugatuck, CT 00000",polling_place
CT,2012-11-06,town,Naugatuck,Central Avenue School,2-1,Central Avenue School,"28 Central Avenue, Naugatuck, CT 06770",polling_place
CT,2012-11-06,town,Naugatuck,Cross Street School - B,2-2,Cross Street School - B,"120 Cross Street, Naugatuck, CT 06770",polling_place
CT,2012-11-06,town,Naugatuck,City Hill Middle School,3-2,City Hill Middle School,"441 City Hill Street, Naugatuck, CT 06770",polling_place
CT,2012-11-06,town,Naugatuck,Maple Hill School,2-3,Maple Hill School,"641 Maple Hill Road, Naugatuck, CT 06770",polling_place
CT,2012-11-06,town,Naugatuck,Oak Terrace,3-1,Oak Terrace,"53 Conrad Street, Naugatuck, CT 06770",polling_place
CT,2012-11-06,town,Naugatuck,Western School - B,3-3,Western School - B,,polling_place
CT,2012-11-06,town,New Britain,Chamberlain School,9-0,Chamberlain School,"120 Newington Avenue, New Britain, CT 06051",polling_place
CT,2012-11-06,town,New Britain,Diloreto School,14-0,Diloreto School,"732 Slater Road, New Britain, CT 06053",polling_place
CT,2012-11-06,town,New Britain,Gaffney School,4-0,Gaffney School,"322 Slater Road, New Britain, CT 06053",polling_place
CT,2012-11-06,town,New Britain,Graham Apartments,5-2,Graham Apartments,"107 Martin Luther King Drive, New Britain, CT 06051",polling_place
CT,2012-11-06,town,New Britain,Generale Ameglio Society,7-0,Generale Ameglio Society,"13 Beaver Street, New Britain, CT 06051",polling_place
CT,2012-11-06,town,New Britain,Holmes Elementary School,11-0,Holmes Elementary School,"2150 Stanley Street, New Britain, CT 06053",polling_place
CT,2012-11-06,town,New Britain,H.R.A. Of New Britain,13-0,H.R.A. Of New Britain,"180 Clinton Street, New Britain, CT 06053",polling_place
CT,2012-11-06,town,New Britain,New Britain High School,2-0,New Britain High School,"110 Mill Street, New Britain, CT 06051",polling_place
CT,2012-11-06,town,New Britain,New Britain Senior Center,5-0,New Britain Senior Center,"55 Pearl Street, New Britain, CT 06051",polling_place
CT,2012-11-06,town,New Britain,Pulaski Middle School,12-0,Pulaski Middle School,"757 Farmington Avenue, New Britain, CT 06053",polling_place
CT,2012-11-06,town,New Britain,Roosevelt Middle School,3-0,Roosevelt Middle School,"40 Goodwin Street, New Britain, CT 06051",polling_place
CT,2012-11-06,town,New Britain,School Apartments,5-1,School Apartments,"50 Bassett Street, New Britain, CT 06051",polling_place
CT,2012-11-06,town,New Britain,State Armory,6-0,State Armory,"855 Stanley Street, New Britain, CT 06051",polling_place
CT,2012-11-06,town,New Britain,Smalley Academy,8-0,Smalley Academy,"175 West Street, New Britain, CT 06051",polling_place
CT,2012-11-06,town,New Britain,St. Francis Of Assisi Church Hall,10-0,St. Francis Of Assisi Church Hall,"1755 Stanley Street, New Britain, CT 06053",polling_place
