state,county_name,precinct_name,precinct_id,name,address
VA,,515 - DAVIS,515,DAVIS ELEMENTARY SCHOOL,415 S Providence Rd Richmond VA  23236-3343
VA,,304 - THREE HUNDRED FOUR,304,RICHMOND COMMUNITY HIGH SCHOOL,201 East Brookland Park Boulevard Richmond VA  23222-2722
VA,,410 - WAGSTAFF,410,CTL CHESTERFIELD RURITAN ASSOC,2230 Grey Oak Dr Richmond VA  23236-5278
VA,,022 - TWENTY-TWO,022,CROSSROADS CHRISTIAN FELLOWSHIP,3915 Turnpike Rd Portsmouth VA  23701-2937
VA,,802 - SOUTH BOSTON WEST,802,NATIONAL GUARD ARMORY,701 Hamilton Blvd Lowr LEVEL South Boston VA  24592-5211
VA,,309 - MAGRUDER,309,MAGRUDER ELEM SCHOOL,1712 Chestnut Ave Newport News VA  23607-5914
VA,,031 - THIRTY-ONE,031,WEST PARK CHURCH OF CHRIST,926 Cherokee Rd Portsmouth VA  23701-1931
VA,,705 - SOUTH ANNA,705,SOUTH ANNA ELEMENTARY SCHOOL,13122 WALTONS TAVERN RD MONTPELIER VA 23192
VA,,102 - SWIFT RUN,102,GREENE COUNTY TECHNICAL EDUCATION CTR,10415 Spotswood Trail STANARDSVILLE VA 22973
VA,,510 - THIRD PRESBYTERIAN,510,THIRD PRESBYTERIAN CHURCH,8065 Carlton St Norfolk VA  23518-3934
VA,,324 - HERNDON #3,324,HERNDON MIDDLE SCHOOL,901 Locust St Herndon VA  20170-4948
VA,,225 - TERRASET,225,TERRASET ELEMENTARY SCHOOL,11411 Ridge Heights Rd Reston VA  20191-1309
VA,,411 - SWIFT CREEK,411,SWIFT CREEK MIDDLE SCHOOL,3700 Old Hundred Rd S Midlothian VA  23112-4702
VA,,003 - WARD THREE,003,LANGSTON FOCUS CENTER,228 Cleveland St Danville VA  24541-2317
VA,,320 - HERNDON #2,320,HERNDON COMMUNITY CENTER,814 Ferndale Ave Herndon VA  20170-3431
VA,,201 - ADAMS,201,ADAMS ELEMENTARY SCHOOL,600 S Laburnum Ave Richmond VA  23223-5802
VA,,103 - DAMERON,103,DUNLAP FIREHOUSE,5518 Dunlap Creek Rd Covington VA  24426-7800
VA,,112 - LONGAN,112,LONGAN ELEMENTARY SCHOOL,9200 Mapleview Ave Richmond VA  23294-5701
VA,,005 - JEFFERSON 1,005,FALLON PARK SCHOOL,502 19th St SE Roanoke VA  24013-1617
VA,,601 - DISTRICT 6,601,GREENSVILLE CO HS BAND ROOM,309 Harding St Emporia VA  23847-2527
VA,,201 - WARD TWO,201,CHRIST UNITED METHODIST CHURCH,1512 Churchville Ave Staunton VA  24401-1720
VA,,209 - WEST HANOVER,209,HANOVER PARKS & REC/MONTPELIER,17205 MOUNTAIN ROAD MONTPELIER VA 23192
VA,,704 - FREEDOM HILL,704,FREEDOM HILL ELEMENTARY SCHOOL,1945 Lord Fairfax Rd Vienna VA  22182-3720
VA,,502 - YALE,502,CALVARY BAPTIST CHURCH,20248 Courthouse Rd Yale VA  23897-5400
VA,,314 - MCLEAN,314,LEWINSVILLE CENTER,1609 GREAT FALLS STREET MCLEAN VA 22101
VA,,214 - TUCKER CAPPS,214,TUCKER CAPPS ELEM SCHOOL,106 Wellington Dr Hampton VA  23666-2824
VA,,042 - PARKWAYS,042,GREENBRIER PRESBYTERIAN CHURCH,1100 Greenbrier Pkwy Chesapeake VA  23320-2852
VA,,101 - RUSSELLS,101,ROUND HILL FIRE HALL,769 Round Hill Rd Winchester VA  22602-2236
VA,,401 - AIRPORT,401,SUFFOLK EXECUTIVE AIRPORT,1200 GENE BOLTON DRIVE Suffolk VA 23434
VA,,702 - MONTPELIER,702,MONTPELIER CENTER FOR ARTS AND EDUCATION,17205 Mountain Rd Montpelier VA  23192-2566
VA,,703 - HAMPTON,703,HAMPTON OAKS ELEMENTARY SCHOOL,107 Northampton Blvd Stafford VA  22554-7660
VA,,057 - SHERRY PARK,057,ST MATTHEWS CATHOLIC CHURCH,3314 Sandra Ln Virginia Beach VA  23464-1736
VA,,404 - BLACK CREEK,404,BLACK CREEK FIRE STATION #12,6397 Mcclellan Rd Mechanicsville VA 23111
VA,,304 - SNOWVILLE,304,SNOWVILLE ELEMENTARY SCHOOL,4858 Lead Mine Rd Hiwassee VA  24347-2814
VA,,104 - GLENSIDE,104,BONNIE BRAE CHURCH OF CHRIST,7610 Staples Mill Rd Richmond VA  23228-4108
VA,,303 - SHADY GROVE,303,Washington-Henry Elementary,9025 Washington Henry Dr Mechanicsville VA 23116
VA,,902 - BROOKFIELD,902,BROOKFIELD ELEMENTARY SCHOOL,4200 Lees Corner Rd Chantilly VA  20151-2826
VA,,118 - MOOREFIELD,118,NATIONAL RECREATION AND PARK ASSOC.,22377 Belmont Ridge Road Ashburn VA 20148
VA,,221 - HUNTERS WOODS,221,HUNTERS WOODS ELEM SCHOOL,2401 Colts Neck Rd Reston VA  20191-2608
VA,,087 - HILLCREST,087,VICTORY BAPTIST CHURCH,4125 Indian River Road Virginia Beach VA 23456
VA,,202 - BLUNTS,202,DOSWELL FIRE DEPARTMENT,16243 Washington Hwy Doswell VA  23047-1814
VA,,402 - BROWNS STORE,402,REVA VOLUNTEER FIRE DEPARTMENT,18230 BIRMINGHAM ROAD Culpeper VA  22701-8028
VA,,105 - HARRISON,105,HARRISON ELEM SCHOOL,12900 E Quaker Rd Disputanta VA  23842-6225
VA,,113 - MAUDE TREVVETT,113,MAUDE TREVVETT ELEMENTARY SCHOOL,2300 Trevvett Dr Richmond VA  23228-3125
VA,,209 - HILTON,209,MAIN STREET LIBRARY,110 Main St Newport News VA  23601-4105
VA,,315 - PIMMIT,315,PIMMIT HILLS CENTER,7510 Lisle Ave Falls Church VA  22043-1050
VA,,504 - ROBBINS CHAPEL,504,ROBBINS CHAPEL POLLING HOUSE,ST RD 606 Keokee VA 24265
VA,,304 - ATLEE,304,ATLEE HIGH SCHOOL,9414 Atlee Station Rd Mechanicsville VA  23116-2600
VA,,041 - WOODBURY,041,1320 Court House,1320 N Court House Rd Arlington VA  22201-2508
VA,,703 - VIRGILINA,703,VIRGILINA FIRE STATION,8052 FLORENCE AVENUE VIRGILINA VA 24598
VA,,301 - STANARDSVILLE,301,AMERICAN LEGION POST #128,636 Madison Rd STANARDSVILLE VA 22973
VA,,220 - DOGWOOD,220,DOGWOOD ELEMENTARY SCHOOL,12300 Glade Dr Reston VA  20191-1107
VA,,208 - LARCHMONT LIBRARY,208,LARCHMONT BRANCH LIBRARY,6525 Hampton Blvd Norfolk VA  23508-1211
VA,,103 - GLEN ALLEN,103,GLEN ALLEN ELEMENTARY SCHOOL,11101 Mill Rd Glen Allen VA  23060-5004
VA,,501 - WAIDSBORO,501,WAIDSBORO RURITAN CLUB BLDG,370 Ruritan Rd Rocky Mount VA  24151-5235
VA,,101 - COALPIT,101,ECHO LAKE ELEMENTARY SCHOOL,5200 Francistown Rd Glen Allen VA  23060-2841
VA,,201 - PRECINCT 2-1,201,RAPPAHANNOCK CHURCH OF CHRIST,9514 Richmond Rd Warsaw VA  22572-3401
VA,,104 - SLIDING HILL,104,CHICKAHOMINY FIRE STATION #10,10414 Leadbetter Rd Ashland VA  23005-3415
VA,,301 - CALLAGHAN,301,JOHNSON CREEK ARP CHURCH,4804 Johnson Creek Rd Covington VA  24426-5428
VA,,110 - JOHNSON,110,JOHNSON ELEMENTARY SCHOOL,5600 Bethlehem Rd Richmond VA  23230-1804
VA,,102 - PASSAPATANZY,102,SEALSTON ELEMENTARY SCHOOL,11048 Fletchers Chapel Rd King George VA  22485-6500
VA,,015 - OLD DONATION,015,OLD DONATION CENTER,1008 Ferry Plantation Rd Virginia Beach VA  23455-5404
VA,,115 - STAPLES MILL,115,GLEN ALLEN HIGH SCHOOL,10700 Staples Mill Rd Glen Allen VA 23060
VA,,854 - NEWGATE SOUTH,854,CENTREVILLE HIGH SCHOOL,6001 UNION MILL RD CLIFTON VA 20124
VA,,102 - DUMBARTON,102,DUMBARTON ELEMENTARY SCHOOL,9000 Hungary Spring Rd Richmond VA  23228-1620
VA,,601 - WARD SIX,601,HARRY E JAMES SCHOOL,1807 Arlington Rd Hopewell VA  23860-7105
VA,,086 - HAYGOOD,086,HAYGOOD U METHODIST CHURCH,4713 Haygood Rd Virginia Beach VA  23455-5317
VA,,206 - COURTHOUSE,206,NEW ADMINISTRATION BUILDING,7516 County Complex Rd Hanover VA  23069-1530
VA,,201 - GAINESBOROUGH,201,GAINESBORO ELEMENTARY SCHOOL,4651 N Frederick Pike Winchester VA 22603
VA,,207 - LAMBERT'S POINT,207,LAMBERT'S POINT COMMUNITY CENTER,1251 W. 42ND STREET NORFOLK VA 23508
VA,,108 - HUNGARY CREEK,108,HUNGARY CREEK MIDDLE SCHOOL,4909 Francistown Rd Glen Allen VA  23060-2836
VA,,502 - SWIFT RUN,502,ELKTON MIDDLE SCHOOL,21063 BLUE AND GOLD DR ELKTON VA  22827-1561
VA,,501 - GRAFTON,501,GRAFTON ELEMENTARY SCHOOL,501 Deacon Rd Fredericksburg VA  22405-1828
VA,,105 - BERKLEY,105,Ashland Fire Station #1,501 Archie Cannon Dr Ashland VA 23005
VA,,202 - DOLLY ANN,202,V F W POST,710 E Dolly Ann Dr Covington VA  24426-2193
VA,,204 - FORREST,204,FORREST ELEM SCHOOL,1406 Todds Ln Hampton VA  23666-2945
VA,,306 - GREAT FALLS,306,GREAT FALLS ELEMENTARY SCHOOL,701 Walker Rd Great Falls VA  22066-2801
VA,,101 - ONE HUNDRED ONE,101,WESTHAMPTON BAPTIST CHURCH,6112 Three Chopt Rd Richmond VA  23226-2732
VA,,229 - FOX MILL,229,FOX MILL ELEMENTARY SCHOOL,2611 Viking Dr Herndon VA  20171-2420
VA,,403 - OLDTOWN,403,BIBLE BAPTIST CHURCH,1149 GREENVILLE ROAD galax VA 24333
VA,,322 - FORESTVILLE,322,GREAT FALLS UNITD METHODIST CH,10100 Georgetown Pike Great Falls VA  22066-2823
VA,,019 - LAKE SMITH,019,BAYSIDE CHURCH OF CHRIST,5025 Shell Rd Virginia Beach VA  23455-3805
VA,,203 - HILTONS,203,HILTONS ELEMENTARY SCHOOL,303 ACADEMY RD Hilton VA 24258
VA,,238 - CAMERON GLEN,238,NORTH COUNTY HUMAN SERVICES BUILDING,1850 Cameron Glen Dr Reston VA 20190
VA,,003 - THIRD WARD,003,COMMUNITY CENTER,223 Little Falls Street Falls Church VA  22046-3017
VA,,332 - COATES,332,COATES ELEMENTARY SCHOOL,2480 RIVER BIRCH ROAD HERNDON VA 20171
VA,,601 - ACCOMAC,601,TASLEY VOLUNTEER FIREHOUSE,24223 TASLEY ROAD ONLEY VA 23418
VA,,304 - COOPER,304,COOPER MIDDLE SCHOOL,977 Balls Hill Rd McLean VA 22101
VA,,402 - THOMAS JEFFERSON ELEM SCHOOL,402,THOMAS JEFFERSON ELEM SCHOOL,1255 PATRIOT PL (OFF RT 811) FOREST VA 24551
VA,,502 - OCCOQUAN,502,OCCOQUAN ELEMENTARY SCHOOL,12915 Occoquan Rd Woodbridge VA  22192-2808
VA,,402 - FOUR HUNDRED TWO,402,FOREST HILL PRESBYTERN CHURCH,4401 Forest Hill Ave Richmond VA  23225-3241
VA,,222 - RESTON #3,222,RESTON COMMUNITY CENTER,1609 Washington Plz N Ste A Reston VA  20190-4346
VA,,002 - HIGHLAND 2,002,HIGHLAND PARK ELEMENTARY SCHOOL,1212 FIFTH STREET SW Roanoke VA 24016
VA,,011 - WARD ELEVEN,011,TAYLOR MAGNET SCHOOL,825 Piney Forest Rd Danville VA  24540-2857
VA,,216 - VIENNA #4,216,CEDAR LANE SCHOOL,101 Cedar Ln SW Vienna VA  22180-6702
VA,,842 - PARKWAY,842,BURKE COMMUNITY CHURCH,9900 Old Keene Mill Rd Burke VA  22015-3903
VA,,204 - STEFANIGA,204,RODNEY THOMPSON MIDDLE SCHOOL,75 Walpole St Stafford VA  22554-6574
VA,,329 - SENECA,329,FORESTVILLE ELEMENTARY SCHOOL,1085 Utterback Store Rd Great Falls VA  22066-1520
VA,,208 - KRAFT,208,KRAFT ELEM SCHOOL,600 Concord Dr Hampton VA  23666-2250
VA,,006 - ALANTON,006,ALANTON ELEMENTARY SCHOOL,1441 Stephens Rd Virginia Beach VA  23454-1528
VA,,105 - GREENDALE,105,DUMBARTON LIBRARY,6800 Staples Mill Rd Richmond VA  23228-4930
VA,,302 - FORK MOUNTAIN,302,FORK MOUNTAIN V F D,2805 Virgil H Goode Hwy Rocky Mount VA  24151-3551
VA,,107 - HILLIARD,107,HATCHER MEMORIAL BAPTIST CHURCH,2320 Dumbarton Rd Richmond VA  23228-6014
VA,,107 - AMONATE,107,UMW UNION HALL,5293 Amonate Rd Bandy VA 24602
VA,,116 - SUMMIT COURT,116,HATCHER MEMORIAL BAPTIST CHURCH,2320 Dumbarton Rd HENRICO VA  23228-6014
VA,,305 - HUDDLESTON ELEM SCHOOL,305,HUDDLESTON ELEM SCHOOL,1027 Huddleston Dr Huddleston VA  24104-4135
VA,,504 - FIVE HUNDRED FOUR,504,RANDOLPH COMMUNITY CENTER,1415 Grayland Ave Richmond VA  23220-6002
VA,,106 - HERMITAGE,106,HERMITAGE HIGH SCHOOL,8301 Hungary Spring Rd Richmond VA  23228-1907
VA,,107 - CHICKAHOMINY,107,CHICKAHOMINY MIDDLE SCHOOL,9450 Atlee Station Rd Mechanicsville VA  23116-2600
VA,,205 - JEFFERSON PARK,205,FIRE DEPARTMENT BUILDING,4225 Jefferson Park Rd Prince George VA  23875-1412
VA,,704 - ELMONT,704,ELMONT ELEMENTARY SCHOOL,12007 Cedar Ln Ashland VA  23005-7522
VA,,303 - CHURCHILL,303,CHURCHILL ROAD ELEM SCHOOL,7100 Churchill Rd Mclean VA  22101-2609
VA,,404 - FORKS OF JOHNS CREEK,404,FORKS OF JOHNS CREEK CHRISTIAN CHURCH,84 DICKS CREEK RD New Castle VA 24127
VA,,108 - VICTORY,108,VICTORY ELEMENTARY SCHOOL,12001 Tygart Lake Dr Bristow VA  20136-6120
VA,,208 - OAK KNOLL,208,OAK KNOLL MIDDLE SCHOOL,10295 CHAMBERLAYNE ROAD Mechanicsville VA 23116
VA,,221 - STRATFORD HALL,221,STRATFORD HALL MANORCARE,2125 Hilliard Rd # 1 Richmond VA  23228-4600
VA,,401 - MASSIE,401,CENTRAL GYM,143 3RD STREET NW Pulaski VA 24301
VA,,401 - WOODSTOCK,401,CENTRAL HIGH SCHOOL GYMNASIUM,1147 SUSAN AVE Woodstock VA 22664
VA,,237 - MCNAIR,237,MCNAIR ELEMENTARY SCHOOL,2499 Thomas Jefferson Dr Herndon VA  20171-4542
VA,,044 - DAWSON TERRACE,044,DAWSON TERRACE CENTER,2133 N Taft St Arlington VA  22201-3615
VA,,503 - NEWMAN,503,POLE GREEN ELEMENTARY SCHOOL,8993 Pole Green Park Ln Mechanicsville VA  23116-5405
VA,,904 - DULLES,904,MEADOWS OF CHANTILLY CLUBHOUSE,4200 Airline Pkwy Chantilly VA  20151-3964
VA,,507 - LAUREL MEADOW,507,LAUREL MEADOW ELEMENTARY SCHOOL,8248 LEE DAVIS RD MECHANICSVILLE VA 23111
VA,,105 - OYSTER POINT,105,YATES ELEM SCHOOL,73 Maxwell Ln Newport News VA  23606-1628
VA,,039 - THIRTY-NINE,039,RIVER SHORE BAPTIST CHURCH,4501 RIVER SHORE ROAD PORTSMOUTH VA 23703
VA,,227 - SUNRISE VALLEY,227,SUNRISE VALLEY ELEM SCHOOL,10824 Cross School Rd Reston VA  20191-5108
VA,,802 - FISHERSVILLE,802,YANCEY FIRE STATION,2015 Jefferson Hwy Fishersville VA  22939-2240
VA,,030 - RED WING,030,FRATERNAL ORD OF POLICE LDG 8,961 S Birdneck Rd Virginia Beach VA  23451-4801
VA,,504 - STUDLEY,504,SALEM PRESBYTERIAN CHURCH,5394 Studley Rd Mechanicsville VA  23116-6655
VA,,203 - NEWBERN,203,DUBLIN LIONS CLUB,100 LIONS CLUB DRIVE Dublin VA 24084
VA,,505 - TOTOPOTOMOY,505,EASTERN HANOVER FIRE STATION,4428 Mechanicsville Tpke Mechanicsville VA  23111-6401
VA,,401 - MANQUIN,401,KING WILLIAM HIGH SCHOOL,80 Cavalier Dr King William VA  23086-3657
VA,,309 - KENMORE,309,SPRING HILL RECREATION CENTER,1239 Spring Hill Rd Mclean VA  22102-2307
VA,,112 - FREEDOM,112,FREEDOM HIGH SCHOOL,25450 Riding Center Dr South Riding VA  20152-2800
VA,,312 - LONGFELLOW,312,LONGFELLOW MIDDLE SCHOOL,2000 Westmoreland St Falls Church VA  22043-1721
VA,,908 - KINROSS EAST,908,OAK HILL ELEMENTARY SCHOOL,3210 Kinross Cir Herndon VA  20171-3320
VA,,001 - WARD ONE,001,POLICE OFFICE DOYLE THOMAS PK,827 Green St Danville VA  24541-2033
VA,,812 - EIGHT HUNDRED TWELVE,812,BRANCHS BAPTIST CHURCH,3400 Broad Rock Blvd Richmond VA  23234-2922
VA,,701 - FARRINGTON,701,FARRINGTON FIRE STATION #11,14582 MOUNTAIN RD GLEN ALLEN VA 23059
VA,,406 - BEAVERDAM CREEK,406,POST 9808 VFW BUILDING,7168 Flag Ln Mechanicsville VA  23111-5060
VA,,402 - FERRUM,402,FERRUM RESCUE SQUAD BUILDING,9285 Franklin St Ferrum VA  24088-4418
VA,,206 - TWO HUNDRED SIX,206,DOMINION PLACE,1025 W Grace St Richmond VA  23220-3610
VA,,603 - MECHANICSVILLE,603,MECHANICSVILLE CHRISTIAN CTR,8061 Shady Grove Rd Mechanicsville VA  23111-2258
VA,,304 - FORT VALLEY,304,FORT VALLEY VOLUNTEER FIRE DEPARTMENT,7088 FORT VALLEY RD FORT VALLEY VA 22652
VA,,401 - VENABLE,401,VENABLE SCHOOL GYM,406 14th Street NW Charlottesville VA 22903
VA,,017 - SEVENTEEN,017,VICTORY LIFE FELLOWSHIP,24 Channing Ave Portsmouth VA  23702-2706
VA,,301 - CLAY,301,WASH HENRY ELEM SCH CAFETERIA,9025 Washington Henry Dr Mechanicsville VA  23116-2856
VA,,201 - MONROE,201,KING GEORGE MIDDLE SCHOOL,8246 Dahlgren Rd King George VA  22485-3503
VA,,012 - WARD TWELVE,012,AMERICAN LEGION POST 325,135 American Legion Blvd Danville VA  24540-2301
VA,,602 - LEE DAVIS,602,LEE DAVIS HIGH SCHOOL,7052 Mechanicsville Tpke Mechanicsville VA  23111-3629
VA,,030 - THIRTY,030,BETHANY BAPTIST CHURCH,4810 Portsmouth Blvd Portsmouth VA  23701-2302
VA,,601 - VILLAGE,601,MECHANICSVILLE ELEM SCHOOL,7425 Mechanicsville Elem Dr Mechanicsville VA  23111-1725
VA,,202 - GRACELAND,202,GRACELAND BAPTIST CHURCH,975 Dorset Rd Powhatan VA  23139-7805
VA,,305 - COOL SPRING,305,PEARSONS CORNER ELEMENTARY SCHOOL,8290 New Ashcake Rd Mechanicsville VA 23116
VA,,102 - GORE,102,NORTH MOUNTAIN FIRE HALL,186 Rosenberger Ln Winchester VA  22602-1387
VA,,301 - PRECINCT 1 - DISTRICT THREE,301,WALKER-GRANT MIDDLE SCHOOL,ONE LEARNING LANE FREDERICKSBURG VA 22401
VA,,604 - RIDGEWAY #2,604,First Baptist Church of Ridgeway,15 Church Street Ridgeway VA 24148
VA,,512 - NINE MILE,512,HENRICO ADULT EDUCATION CENTER,201 E Nine Mile Rd Highland Springs VA  23075-1835
VA,,302 - BEDFORD COUNTY PSA,302,BEDFORD COUNTY PSA,1723 FALLING CREEK ROAD BEDFORD VA  24523-3137
VA,,301 - PRECINCT 3-1,301,WASHINGTON & LEE HIGH SCHOOL,16380 Kings Hwy Montross VA  22520-2728
VA,,101 - MERRIMANS,101,FIRST CHRISTIAN CHURCH,75 Merrimans Lane WINCHESTER VA 22601
VA,,103 - SCOTT'S TANYARD,103,SANVILLE ELEM SCHOOL,19 Sanville School Rd Bassett VA  24055-5032
VA,,001 - HIGHLAND 1,001,ROANOKE SCOTTISH RITE,622 CAMPBELL AVENUE SW ROANOKE VA 24016
VA,,101 - PRECINCT 1-1,101,J L CAMP JR YMCA,300 Crescent Dr Franklin VA  23851-2341
VA,,202 - CARROLLTON,202,RECREATION HALL - NIKE PARK,13036 Nike Park Rd Carrollton VA  23314-6100
VA,,202 - PRECINCT 2-B,202,BRINK RURITAN CLUB,5926 Brink Rd Emporia VA  23847-5839
VA,,110 - ADRIA,110,L & G AUCTION COMPANY,2281 Adria Rd North Tazewell VA  24630-9654
VA,,201 - JAMESTOWN A,201,LEGACY HALL,4301 New Town Ave Williamsburg VA 23185
VA,,103 - BERKELEY C,103,MATOAKA ELEMENTARY SCHOOL,4001 Brick Bat Rd Williamsburg VA 23188
VA,,501 - STEPHENS CITY,501,BASS-HOOVER ELEMENTARY SCHOOL,471 Aylor Rd Stephens City VA  22655-2486
VA,,202 - GREENDALE,202,GREENDALE ELEMENTARY SCHOOL,13092 Mcguffie Rd Abingdon VA  24210-2128
VA,,502 - FALMOUTH,502,Conway Elementary School,105 Primmer House Rd. Fredericksburg VA 22405
VA,,101 - BASSETT NUMBER TWO,101,BASSETT RESCUE TRAINING CENTER,1946 RIVERSIDE DRIVE BASSETT VA 24055
VA,,205 - SAUNDERS VOL FIRE CO,205,SAUNDERS VOL FIRE COMPANY,12253 Smith Mountain Lake Pkwy Huddleston VA  24104-2895
VA,,001 - MONTEREY,001,HIGHLAND CO FIRE DEPARTMENT,58 Potomac River Rd Monterey VA  24465-2227
VA,,039 - PEMBROKE,039,PEMBROKE ELEMENTARY SCHOOL,4622 Jericho Rd Virginia Beach VA  23462-2225
VA,,702 - SEVEN HUNDRED TWO,702,FAIRMOUNT PLACE,1501 N 21st St Richmond VA  23223-4330
VA,,201 - BARTLETT,201,CARROLLTON BAPTIST CHURCH,14007 Carrollton Blvd Carrollton VA 23314
VA,,103 - REPUBLICAN GROVE,103,NORTH HALIFAX FIRE STATION,4201 Leda Grove Rd Nathalie VA  24577-3513
VA,,001 - EAST WARD,001,MUNICIPAL BUILDING/Council Chambers,618 Virginia Ave NW Norton VA  24273-1915
VA,,203 - HORSEPASTURE #2,203,HORSEPASTURE RURITAN BLDG,16209 A L PHILPOTT HWY MARTINSVILLE VA 24112
VA,,404 - NORTH RIVER,404,PLEASANT VALLEY ELEMENTARY SCHOOL,215 PLEASANT VALLEY RD HARRISONBURG VA 22801
VA,,203 - JAMESTOWN C,203,GREENSPRINGS CHAPEL,3687 Ironbound Rd Williamsburg VA 23188
VA,,302 - NEFF'S TOWN,302,REDBUD RUN ELEMENTARY SCHOOL,250 First Woods Dr Winchester VA  22603-4899
VA,,044 - CENTERVILLE,044,CENTERVILLE ELEMENTARY SCHOOL,2201 Centerville Tpke Virginia Beach VA  23464-6847
VA,,504 - OAK LEVEL,504,OAK LEVEL RURITAN BLDG,7668 Oak Level Rd Bassett VA  24055-4742
VA,,008 - WARD EIGHT,008,JOHNSON MAGNET SCHOOL,680 Arnett Blvd Danville VA  24540-2542
VA,,305 - MASSANETTA SPRINGS,305,MT PLEASANT CHURCH OF THE BRETHREN,2788 TAYLOR SPRING LN HARRISONBURG VA 22801
VA,,502 - CAMPS MILL,502,OTELIA J RAINEY CENTER,33475 Carver Rd Franklin VA  23851-3948
VA,,204 - BODY CAMP ELEM SCHOOL,204,BODY CAMP ELEM SCHOOL,1051 Elementary Way Bedford VA  24523-5963
VA,,505 - RAYNOR,505,MT SINAI BAPTIST CHURCH,14165 Racetrack Rd Ivor VA  23866-2601
VA,,103 - UNION BRANCH,103,UNION BRANCH BAPTIST CHURCH,3356 Union Branch Rd Petersburg VA  23805-7621
VA,,102 - YUMA,102,YUMA ELEMENTARY SCHOOL,130 GROVER CLEVELAND LN Gate City VA 24251
VA,,202 - CROSSROADS,202,TRIANGLE FIRE STATION,1051 Mortons Ferry Rd Nathalie VA  24577-4003
VA,,101 - BERKELEY A,101,JAMESTOWN HIGH SCHOOL,3751 John Tyler Hwy Williamsburg VA 23185
VA,,203 - GHENT SQUARE,203,GHENT SQUARE COMMUNITY CENTER,852 Mowbray Arch Norfolk VA  23507-1834
VA,,102 - CYPRESS CREEK,102,GOOD SHEPHERD CATHOLIC CHURCH,300 Smithfield Blvd Smithfield VA 23430
VA,,702 - BRANDY STATION,702,BRANDY STATION FIRE DEPT,19601 Church Rd Brandy Station VA  22714-2237
VA,,501 - WARD NO 5,501,MEMORIAL BAPTIST CHURCH,224 Taylor St Staunton VA  24401-3514
VA,,010 - HEADWATERS,010,HEADWATERS FIRE HOUSE,98 Lower Fork Rd Head Waters VA  24442-2209
VA,,102 - MASON VALLEY,102,MASONS COVE ELEM SCHOOL,3370 Bradshaw Road SALEM VA 24153
VA,,503 - STANLEYTOWN,503,STANLEYTOWN ELEM SCHOOL,74 Edgewood Dr Stanleytown VA  24168-3001
VA,,101 - GOODVIEW ELEM SCHOOL,101,GOODVIEW ELEM SCHOOL,1374 Rivermont Academy Rd Goodview VA  24095-3229
VA,,005 - BLUE GRASS,005,RURITAN BUILDING,2724 Blue Grass Valley Rd Blue Grass VA  24413-2000
VA,,301 - DAHLGREN,301,POTOMAC ELEMENTARY SCHOOL,16459 15th St King George VA  22485-6218
VA,,402 - BATTLEFIELD,402,BATTLEFIELD HIGH SCHOOL,15000 Graduation Dr Haymarket VA  20169-2576
VA,,605 - UNION,605,UNION RURITAN BUILDING,3055 UNION CHURCH ROAD SOUTH BOSTON VA 24592
VA,,008 - MCDOWELL,008,MCDOWELL FIRE HOUSE,102 Bullpasture River Rd Mc Dowell VA  24458-2144
VA,,003 - WILSONS MILL,003,VICTORY CHAPEL CHURCH,7341 Jackson River Rd Monterey VA  24465-2132
VA,,401 - PRECINCT 4,401,SOUTHERN CUMBERLAND COMM CTR,2145 CUMBERLAND ROAD Farmville VA 23901
VA,,310 - THREE HUNDRED TEN,310,Calhoun Center,436 Calhoun Street Richmond VA  23220-2405
VA,,511 - MONTROSE,511,MONTROSE ELEMENTARY SCHOOL,2820 Williamsburg Rd Richmond VA  23231-2124
VA,,501 - CEDAR CREEK,501,CEDAR CREEK COMMUNITY CENTER,6211 Zepp Rd Maurertown VA  22644-1743
VA,,101 - ORKNEY SPRINGS,101,ORKNEY SPRINGS FIRE & RESCUE SQUAD BLDG.,922 Orkney Grade Basye VA  22810-2028
VA,,601 - CROZET,601,CROZET ELEMENTARY SCHOOL,1407 Crozet Ave Crozet VA  22932-2722
VA,,303 - IRISBURG,303,Freedom Baptist Church,790 Irisburg Rd Axton VA 24054
VA,,003 - WEST PRECINCT,003,CARTER STREET METHODIST CHURCH,1212 2nd St Radford VA  24141-1304
VA,,502 - FIGSBORO,502,FIGSBORO SCHOOL,340 Ridgedale Dr Martinsville VA  24112-8287
VA,,104 - RIVES,104,WALTON ELEMENTARY SCHOOL,4101 Courthouse Rd Prince George VA  23875-2945
VA,,302 - PONS,302,MT TABOR CHURCH OF GOD IN CHRIST,13468 Waterworks Rd Smithfield VA  23430-4260
VA,,605 - WHITMELL,605,TUNSTALL VOL FIRE & RESCUE,740 TUNSTALL HIGH RD DRY FORK VA 24549
VA,,202 - JAMESTOWN B,202,JAMES CITY COUNTY RECREATION CENTER,5301 Longhill Rd Williamsburg VA 23188
VA,,504 - GOGGINSVILLE,504,GOGGINSVILLE FAMILY CENTER,114 Gogginsville Rd Rocky Mount VA  24151-4953
VA,,214 - THOMPSON VALLEY,214,THOMPSON VALLEY ELEMENTARY SCH,8925 Thompson Valley Rd Tazewell VA  24651-9069
VA,,115 - WYTHE,115,SENIOR CITIZENS CENTER,3501 Kecoughtan Rd Hampton VA 23661
VA,,402 - DANIELS CREEK,402,F-C MIDDLE SCHOOL - ENTRANCE A,645 Miles Rd Collinsville VA  24078-2453
