Jeff Davis,Gwinville 51,SONAT RD. GWINVILLE,649 SONAT RD,NEW HEBRON,39140
Jeff Davis,Hathorn 24,HATHORN BAPTIST CHURCH,,,
Jeff Davis,Hebron 52,SONAT RD-HEBRON,649 SONAT RD,NEW HEBRON,39140
Jeff Davis,MUBASS,CITY HALL BASSFIELD,,,
Jeff Davis,Melba 34,HWY 42 BB FIELD,,,
Jeff Davis,Mt Carmel 42,MT CARMEL BAP CHURCH,,,
Jeff Davis,North East Prentiss 43,GRANBY ROAD,,,
Jeff Davis,North West Prentiss 53,EZRA GARNER BLDG.,,,
Jeff Davis,Red House 55,RED HOUSE COMM BLDG,,,
Jeff Davis,Son'S Academy 25,OAKVALE FIRE DEPT 2,4242 HWY 13 SO.,OAKVALE,39656
Jeff Davis,South Prentiss 12,CITY HALL,,,
Jeff Davis,South Prentiss 13,COURTHOUSE,,,
Jeff Davis,Whiting 56,DOUBLE PONDS,,,
Jeff Davis,Williamson Mill 44,W. M. COMMUNITY BLDG,,,
Jefferson,Cannonsburg 4010,CANNONSBURG FIRE STATION,3113 CANNONSBURG RD,FAYETTE,39120
Jefferson,Chambliss's Restaurant 5030,CHAMBLISS'S RESTAURANT,12687 HWY 61,FAYETTE,39069
Jefferson,Chancery Clerk 3010,CHANCERY CLERK OFFICE,1483 MAIN STREET,FAYETTE,39069
Jefferson,Church Hill 4020,SPURGEON MASON HALL,26 CHURCH HILL RD,NATCHEZ,39120
Jefferson,City Hall 3020,CITY HALL AUDITORIUM,59 MEDGAR EVERS BLVD,FAYETTE,39069
Jefferson,Fayette Manor 5020,FAYETTE MANOR APARTMENTS OLD FAYETTE MANOR,170 FAYETTE MANOR DR,FAYETTE,39069
Jefferson,Harriston 1020,COUNTY BUILDING A,22 BUCK RD,FAYETTE,39069
Jefferson,Highway 33 2040,GUICE BUILDING,1015 HWY 33,FAYETTE,39069
Jefferson,Lorman 5010,LORMAN FIRE STATION,11516 RODNEY RD,LORMAN,39096
Jefferson,Old Hollywood Church 4030,OLD HOLLYWOOD CHURCH,77 HOLLYWOOD CHURCH,FAYETTE,39069
Jefferson,Red Lick 1030,RED LICK FIRE STATION,5038 REDLICK RD,LORMAN,39096
Jefferson,Rose Hill # 1 Church,ROSE HILL # 1 CHURCH,5730 HWY 33,FAYETTE,39069
Jefferson,Stampley 2010,STAMPLEY FIRE STATION,5447 STAMPLEY RD,FAYETTE,39069
Jefferson,Superintendent Office 2020,SUPERINTENDENT OFFICE,942 MAIN ST,FAYETTE,39069
Jefferson,Union Church 1010,UNION CHURCH FIRE STATION,18236 HWY 28,UNION CHURCH,39668
Jones,Antioch,ANTIOCH,ANTIOCH ROAD,LAUREL,39443
Jones,Blackwell,BLACKWELL,OAK BOWERY ROAD,ELLISVILLE,39437
Jones,Bruce,BRUCE,6518 HIGHWAY 84 WEST,SOSO,39480
Jones,Calhoun,CALHOUN,5195 HIGHWAY 84 WEST,LAUREL,39443
Jones,Cameron Center,CAMERON CENTER,10TH AVENUE,LAUREL,39440
Jones,Centerville,CENTERVILLE,DUSTY ROAD,SOSO,39480
Jones,Cooks Ave. Comm. Center,COOK'S AVE. COMM. CENTER,COOKS AVENE,LAUREL,39440
Jones,County Barn,COUNTY BARN,HIGHWAY 29 SOUTH,ELLISVILLE,39437
Jones,Currie,CURRIE,CURRIE ROAD,ELLISVILLE,39437
Jones,Ellisville Courthouse,ELLISVILLE COURTHOUSE,101 N COURT STREET,ELLISVILLE,39437
