Wayne,State Line,STATE LINE,233 MAIN ST. VOLUNTEER FIRE DEPT STATELINE,STATELINE,39362
Wayne,Strengthford,VOLUNTEER FIRE DEPT,4 STRENGTHFORD COOLEY RD,LAUREL,39441
Wayne,Waynesboro City 1,WAYNESBORO JUNIOR HIGH SCHOOL BLDG.,155 WAYNE ST,WAYNESBORO,39367
Wayne,Waynesboro City 2,WAYNESBORO ELEMENTARY SCHOOL BLDG,1022 AZALEA DR,WAYNESBORO,39367
Wayne,Waynesboro City 3,WAYNESBORO CITY AUDITORIUM,1008 BENTON ST,WAYNESBORO,39367
Wayne,Waynesboro City 4,VOLUNTEER FIRE DEPT BLDG,601 AZALEA DR,WAYNESBORO,39367
Wayne,Waynesboro City 5,WAYNESBORO CITY 5 M-Z,3849 HWY 63,WAYNESBORO,39367
Wayne,Winchester,PRECINCT HOUSE,236 WINCHESTER CROSS RD,WAYNESBORO,39367
Wayne,Yellow Creek,VOLUNTEER FIRE DEPT BLDG,1660 WAYNESBORO SHUBUTA RD,WAYNESBORO,39367
Webster,Bellefontaine,MASONIC LODGE #174,13480 MS HWY 404,BELLEFONTAINE,39737
Webster,Big Black,BEAT 4 COUNTY BARN,11275 CLARKSON RD,MATHISTON,39752
Webster,Bluff Springs,BLUFF SPRINGS CHURCH,684 BLUFF SPRINGS CHURCH RD,EUPORA,39744
Webster,Cadaretta,CADARETTA WATER ASSOC. BLDG.,3814 CADARETTA RD,GORE SPRINGS,38929
Webster,Clarkson,CLARKSON FIRE DEPT.,27 FIRE HOUSE RD,MATHISTON,39752
Webster,Cumberland,CUMBERLAND BAPTIST CHURCH,216 OLD CUMBERLAND RD,MABEN,39750
Webster,Eupora No. 1,COMMUNITY HOUSE,142 N DUNN ST,EUPORA,39744
Webster,Eupora No. 2,DEPT. OF HUMAN SERV.,51 GOVERNMENT ST,EUPORA,39744
Webster,Eupora No. 3,GOLDEN LIVING CENTER,156 E WALNUT AVE,EUPORA,39744
Webster,Fame,FAME PRECINCT BLDG.,1033 FAME CHURCH RD,EUPORA,39744
Webster,Fay,BOATMANS GARAGE,1622 STEWART-LODI RD,STEWART,39767
Webster,Grady,NEW EBENEZER CHURCH,3036 GRADY RD,EUPORA,39744
Webster,Maben,MABEN AG. BUILDING,73 HOLLAND ST,MABEN,39750
Webster,Mantee,MANTEE CITY HALL,1275 MAIN ST,MANTEE,39751
Webster,Mathiston,MATHISTON PUBLIC LIBRARY,298 SCOTT AVE,MATHISTON,39752
Webster,Tomnolen,TOMNOLEN BAPTIST CHURCH,147 GREENSBORO RD,EUPORA,39744
Webster,Walthall,WEB. CO. COURTHOUSE,515 CARROLL ST,WALTHALL,39771
Wilkinson,Centreville 1st 1020,OLD HWY 33 SO.,1813 HIGHWAY 33 SOUTH,CENTREVILLE,39631
Wilkinson,Centreville 3rd 3010,OLD USO BUILDING CENTREVILE POLICE STATION,216 JOSEPH STREET,CENTREVILLE,39631
Wilkinson,Cold Springs 4020,HWY 61 EAST/COLD SPRINGS,,,
Wilkinson,Fort Adams 2020,FORT ADAMS VOTING PLACE,,,
Wilkinson,Longmire 5020,LONGMIRE VOTING PRECINCT,15237 MACEDONIA ROAD,CROSBY,39633
Wilkinson,Woodville 5th 5010,WOODVILLE LIBRARY,MAIN STREET,WOODVILLE,39669
Wilkinson,Woodville 4th 4010,WOODVILLE FIRE HOUSE,,,
Wilkinson,Woodville 1010,VO-TECH WOODVILLE 1ST,,,
Wilkinson,Woodville 2nd 2010,NEIGHBORHOOD CENTER,,,
Winston,American Legion,UNITED STEEL WORKERS BLDG,411 EAST JOHN C. STENNIS DR.,LOUISVILLE,39339
Winston,County Agent,COUNTY AGENT'S OFFICE,460 VANCE ST.,LOUISVILLE,39339
Winston,East Winston,EAST WINSTON FIRE DEPT,10390 HIGHWAY 14 EAST,LOUISVILLE,39339
Winston,Fairground,FAIRGROUND,200 IVY AVE.,LOUISVILLE,39339
