election_date,state,county_name,jurisdiction,jurisdiction_type,precinct_id,precinct_name,polling_place_id,location_type,name,address,notes,source,source_date,source_notes
2012-11-06,NH,,ACWORTH,municipality,,,,,Acworth Town Hall,13 Town Hall Rd Acworth NH 03601,,ORR,2019-10-03,
2012-11-06,NH,,ALBANY,municipality,,,,,Albany Town Hall,1972 Route 16 Albany NH 03818,,ORR,2019-10-03,
2012-11-06,NH,,ALEXANDRIA,municipality,,,,,Old Town Hall,45 Washburn Rd Alexandria NH 03222,,ORR,2019-10-03,
2012-11-06,NH,,ALLENSTOWN,municipality,,,,,St Jean The Baptist Parish,Hall 10 School St Allenstown NH 03275,,ORR,2019-10-03,
2012-11-06,NH,,ALSTEAD,municipality,,,,,Town Hall,9 Main St Alstead NH 03602,,ORR,2019-10-03,
2012-11-06,NH,,ALTON,municipality,,,,,Prospect Mtn. High School,242 Suncook Valley Rd Alton NH 03809,,ORR,2019-10-03,
2012-11-06,NH,,AMHERST,municipality,,,,,Souhegan High School,412 Boston Post Rd Amherst NH 03031,,ORR,2019-10-03,
2012-11-06,NH,,ANDOVER,municipality,,,,,Andover Elementary Middle,School 20 School St Andover NH 03216,,ORR,2019-10-03,
2012-11-06,NH,,ANTRIM,municipality,,,,,Antrim Town Hall,66 Main St Antrim NH 03440,,ORR,2019-10-03,
2012-11-06,NH,,ASHLAND,municipality,,,,,Ashland School Gymnasium,27 Highland St Ashland NH 03217,,ORR,2019-10-03,
2012-11-06,NH,,ATKINSON,municipality,,,,,Atkinson Community Center,4 Main St Atkinson NH 03811,,ORR,2019-10-03,
2012-11-06,NH,,AUBURN,municipality,,,,,Auburn Village School,11 Eaton Hill Rd Auburn NH 03032,,ORR,2019-10-03,
2012-11-06,NH,,BARNSTEAD,municipality,,,,,Barnstead Town Hall,108 S Barnstead Rd Barnstead NH 03225,,ORR,2019-10-03,
2012-11-06,NH,,BARRINGTON,municipality,,,,,Barrington Middle School,51 Haley Dr Barrington NH 03825,,ORR,2019-10-03,
2012-11-06,NH,,BARTLETT,municipality,,,,,Bartlett Town Hall,56 Town Hall Rd Bartlett NH 03845,,ORR,2019-10-03,
2012-11-06,NH,,BATH,municipality,,,,,Bath Village School,61 Lisbon Rd Bath NH 03740,,ORR,2019-10-03,
