state,election_date,jurisdiction_type,county_name,precinct_id,precinct_name,name,address
IA,2012-11-06,county,Dickinson,PCT 07,Precinct 07,TERRIL MEMORIAL BLDG WEST,"115 N STATE ST, TERRIL IA 51364"
IA,2012-11-06,county,Dickinson,PCT 04,Precinct 04,SUPERIOR MUNICIPAL BUILDING,"111 7TH ST, SUPERIOR IA 51363"
IA,2012-11-06,county,Dickinson,PCT 06,Precinct 06,TERRIL MEMORIAL BLDG EAST,"115 N STATE ST, TERRIL IA 51364"
IA,2012-11-06,county,Dickinson,PCT 14,Precinct 14,LAKES COMMUNITY LAND TRUST OFFICE,"2650 ENTERPRISE AVE, SPIRIT LAKE IA 51360"
IA,2012-11-06,county,Dickinson,PCT 10,Precinct 10,WAHPETON CITY HALL,"1201 DAKOTA DR, MILFORD IA 51351"
IA,2012-11-06,county,Dickinson,PCT 12,Precinct 12,DICKINSON CO BLDG-(FORMER DHS BLDG),"1710 GARY AVE, SPIRIT LAKE IA 51360"
IA,2012-11-06,county,Dickinson,PCT 02,Precinct 02,MAHAN HALL-LAKESIDE LAB GROUNDS,"1838 HWY 86, MILFORD IA 51351"
IA,2012-11-06,county,Dickinson,PCT 03,Precinct 03,DC EXPO CENTER MEETING RM,"1602 15TH ST, SPIRIT LAKE  IA 51360"
IA,2012-11-06,county,Dickinson,PCT 11,Precinct 11,OKOBOJI CITY HALL,"1322 HWY 71 N, OKOBOJI IA 51355"
IA,2012-11-06,county,Dickinson,PCT 01,Precinct 01,LAKE PARK COMMUNITY CENTER,"903 S MARKET ST, LAKE PARK IA 51347"
IA,2012-11-06,county,Dickinson,PCT 13,Precinct 13,DC COMM BLDG-WEST ROOM,"1602 15TH ST, SPIRIT LAKE IA 51360"
IA,2012-11-06,county,Dickinson,PCT 05,Precinct 05,ARNOLDS PARK CITY HALL,"156 N HWY 71 , ARNOLDS PARK IA 51331"
IA,2012-11-06,county,Dickinson,PCT 15,Precinct 15,DC COMM BLDG EAST ROOM,"1602 15TH ST, SPIRIT LAKE IA 51360"
IA,2012-11-06,county,Dickinson,PCT 08,Precinct 08,MILFORD COMM BLDG-EAST ROOM,"806 N AVE, MILFORD IA 51351"
IA,2012-11-06,county,Dubuque,44,44,BERNARD FIRE STATION,"547 ROLUS ST, BERNARD IA 52032"
IA,2012-11-06,county,Dubuque,37,37,XAVIER  CHURCH BASEMENT,"203 2ND ST SW, DYERSVILLE IA 52040"
IA,2012-11-06,county,Dubuque,38,38,DYERSVILLE CITY HALL,"340 1ST AVE E, DYERSVILLE IA 52040"
IA,2012-11-06,county,Dubuque,40,40,FARLEY MEMORIAL HALL,"208 1ST ST NW, FARLEY IA 52046"
IA,2012-11-06,county,Dubuque,16,16,ELECTION ANNEX,"707 CENTRAL AVE, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,17,17,ST JOHN'S PARISH HOUSE,"1401 LOCUST ST, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,14,14,SACRED HEART CH. BASEMENT,"2215 WINDSOR AVE, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,03,03,AREA RESIDENTIAL CARE,"3355 KENNEDY CIRCLE, DUBUQUE IA 52002"
IA,2012-11-06,county,Dubuque,18,18,FEDERAL BUILDING,"350 W 6TH ST, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,08,08,EMMAUS BIBLE COLLEGE,"2570 ASBURY RD, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,09A,09,WESTMINSTER CHURCH 9,"2155 UNIVERSITY AVE, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,13,13,COMISKEY PARK,"255 E. 24TH ST, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,33,33,CASCADE CITY HALL,"1ST AVENUE
, CASCADE IA 52033"
IA,2012-11-06,county,Dubuque,35,35,LUXEMBURG CITY HALL,"202 S ANDRES, LUXEMBURG IA 52056"
IA,2012-11-06,county,Dubuque,45,45,SWISS VALLEY NATURE CNTR,"13069 SWISS VALLEY RD, PEOSTA IA 52068"
IA,2012-11-06,county,Dubuque,39,39,BECKMAN HIGH SCHOOL,"1325 9TH ST SE, DYERSVILLE IA 52040"
IA,2012-11-06,county,Dubuque,19,19,Y COMMUNITY BUILDING,"DODGE & BOOTH STS, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,15,15,HOLY TRINITY CHURCH,"1700 LINCOLN AVE, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,31,31,ASBURY FIRE STATION,"5485 SARATOGA DR, DUBUQUE IA 52002"
IA,2012-11-06,county,Dubuque,11,11,U.A.W. LOCAL 94 UNION HALL,"3450 CENTRAL AVE, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,41,41,EPWORTH COUNCIL CHAMBERS,"191 JACOBY DR  E, EPWORTH IA 52045"
IA,2012-11-06,county,Dubuque,06,06,SUMMIT CONGREGATIONAL CH.,"2885 JOHN F. KENNEDY RD, DUBUQUE IA 52002"
IA,2012-11-06,county,Dubuque,36,36,HOPE EVANGELICAL FREE CH.,"11919 KENNEDY RD, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,12,12,WINDSOR PARK,"801 DAVIS ST, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,42,42,SS PETER & PAUL SCHOOL,"5131 SHERRILL RD, SHERRILL IA 52073"
IA,2012-11-06,county,Dubuque,20,20,FOGARTY HALL,"1240 RUSH ST
RECTORY BASEMENT, DUBUQUE IA 52003"
IA,2012-11-06,county,Dubuque,10,10,WESTMINSTER CHURCH 10,"2155 UNIVERSITY AVE, DUBUQUE IA 52001"
IA,2012-11-06,county,Dubuque,05,05,TRI-STATE BLIND,"3333 ASBURY RD, DUBUQUE IA 52002"
IA,2012-11-06,county,Dubuque,01,01,ROCKDALE UNITED METHODIST CH.,"1500 OLD MILL RD, DUBUQUE IA 52003"
IA,2012-11-06,county,Dubuque,02,02,THEISEN'S HOME CENTER,"2900 DODGE ST, DUBUQUE IA 52002"
IA,2012-11-06,county,Dubuque,34,34,PEOSTA COMMUNITY CENTER PEOSTA,"7896  BURDS ROAD, PEOSTA IA 52068"
IA,2012-11-06,county,Dubuque,43,43,KEY WEST FIRE STATION,"10480 TIMOTHY ST, DUBUQUE IA 52003"
IA,2012-11-06,county,Dubuque,04,04,JOURNEY CHURCH,"3939 PENNSYLVANIA AVE, DUBUQUE IA 52002"
IA,2012-11-06,county,Dubuque,07,07,TRI-STATE BLIND  SCHOOL,"3333 ASBURY RD, DUBUQUE IA 52002"
IA,2012-11-06,county,Dubuque,32,32,THE MEADOWS GOLF,"15766 CLOVER LANE, ASBURY IA 52002"
IA,2012-11-06,county,Emmet,4,EL-LN-DOLLIVER,DOLLIVER CITY BLDG,"5017 SHAFTER ST, DOLLIVER IA 50531"
IA,2012-11-06,county,Emmet,2,CN-SL-GRUVER,GRUVER CITY HALL,"201 1ST AVE, GRUVER  IA 51334"
IA,2012-11-06,county,Emmet,11,HL-TM-WALLINGFORD,WALLINGFORD COMMUNITY CENTER,"ST JAMES AVE, WALLINGFORD IA 51365"
IA,2012-11-06,county,Emmet,5,EM-ES,COURTHOUSE - BOARDROOM,"609 1ST AVE N, ESTHERVILLE IA 51334"
IA,2012-11-06,county,Emmet,3,DM-JC-RINGSTED,RINGSTED PUBLIC LIBRARY,"8 WEST MAPLE ST, RINGSTED IA 50578"
IA,2012-11-06,county,Emmet,10,E'VILLE-WARD 5,MASONIC HALL,"2003 E CENTRAL AVE, ESTHERVILLE IA 51334"
IA,2012-11-06,county,Emmet,9,E'VILLE-WARD 4,ESTHERVILLE FIRE STATION,"27 S 5TH ST
, ESTHERVILLE IA 51334"
IA,2012-11-06,county,Emmet,7,E'VILLE-WARD 2,FARM BUREAU OFFICE,"421 1ST AVE N, ESTHERVILLE IA 51334"
IA,2012-11-06,county,Emmet,8,E'VILLE-WARD 3,COURTHOUSE - ALL PURPOSE ROOM,"609 1ST AVE N, ESTHERVILLE IA 51334"
IA,2012-11-06,county,Emmet,1,AG-IL-ARMSTRONG,ARMSTRONG COMMUNITY BLDG,"507 6TH ST, ARMSTRONG IA 50514"
IA,2012-11-06,county,Emmet,6,E'VILLE-WARD 1,REDEEMER LUTHERAN CHURCH,"1215 N 15TH ST, ESTHERVILLE   IA 51334"
IA,2012-11-06,county,Fayette,SF,Smithfield Twp,FAYETTE LIBRARY-ICN RM-BACK ENT,"104 W STATE ST, FAYETTE IA 52142"
IA,2012-11-06,county,Fayette,SC,Scott Twp,STANLEY COMMUNITY HALL,"115 MAIN ST., STANLEY IA 50671"
IA,2012-11-06,county,Fayette,CE,Center Twp,RANDALIA-CENTER TWP. COMMUNITY HALL,"107 N 2ND ST., RANDALIA IA 52164"
IA,2012-11-06,county,Fayette,FB,Fairbank Inc,FAIRBANK CITY HALL,"116 E MAIN ST, FAIRBANK IA 50629"
IA,2012-11-06,county,Fayette,UN,Union Twp,COURTHOUSE ASSEMBLY ROOM-WEST SIDE,"114 N VINE ST., WEST UNION IA 52175"
IA,2012-11-06,county,Fayette,OR,Oran Twp,ORAN COMMUNITY HALL,"5054 MAIN ST., ORAN IA 50664"
IA,2012-11-06,county,Fayette,IL,Illyria Twp,"WADENA LIBRARY, MEETING ROOM","136 S MILL ST., WADENA IA 52169"
IA,2012-11-06,county,Fayette,DV,Dover Twp,DOVER TWP. HALL,"280TH ST. & GREAT RIVER RD., WEST UNION IA 52175"
IA,2012-11-06,county,Fayette,AU,Auburn Twp,ST. LUCAS COMMUNITY CENTER,"101 W MAIN ST., ST. LUCAS IA 52166"
IA,2012-11-06,county,Fayette,ED,Eden Twp,WAUCOMA COMMUNITY CENTER,"113 1ST AVE. SW, WAUCOMA IA 52171"
IA,2012-11-06,county,Fayette,JF,Jefferson Twp,"OELWEIN LEGION HALL, CONFERENCE RM.","108 1ST ST. SW, OELWEIN IA 50662"
IA,2012-11-06,county,Fayette,WE2,West Union Ward 2,WEST UNION COMMUNITY LIBRARY,"210 N VINE ST., WEST UNION IA 52175"
IA,2012-11-06,county,Fayette,WE3,West Union Ward 3,COURTHOUSE ASSEMBLY ROOM,"114 N VINE ST., WEST UNION IA 52175"
IA,2012-11-06,county,Fayette,HL,Harlan Twp,MAYNARD FIRE HALL,"210 MAIN ST. W, MAYNARD IA 50655"
IA,2012-11-06,county,Fayette,CL,Clermont Twp,CLERMONT FIRE HALL,"808 STATE ST, CLERMONT IA 52135"
IA,2012-11-06,county,Fayette,BF,Banks-Fremont Twp.,WESTGATE LEGION HALL,"115 MAIN ST., WESTGATE IA 50681"
IA,2012-11-06,county,Fayette,PL,Pleasant Valley Twp,"ELGIN LIBRARY, MEETING ROOM","214 MAIN ST., ELGIN IA 52141"
IA,2012-11-06,county,Fayette,WE1,West Union Ward 1,COURTHOUSE LOUNGE,"114 N VINE ST., WEST UNION IA 52175"
IA,2012-11-06,county,Fayette,FP,Fairfield-Putnam Twp.,"ARLINGTON PUBLIC LIBRARY, BACK ENTRANCE","711 MAIN ST., ARLINGTON IA 50606"
IA,2012-11-06,county,Fayette,BW,Bethel-Windsor Twp.,HAWKEYE PUBLIC LIBRARY,"104 S 2ND ST., HAWKEYE IA 52147"
IA,2012-11-06,county,Fayette,OE2,Oelwein Ward 2,OELWEIN COMMUNITY PLAZA,"25 W CHARLES ST, OELWEIN IA 50662"
IA,2012-11-06,county,Fayette,OE3,Oelwein Ward 3,OELWEIN LEGION HALL,"108 1ST ST. SW, OELWEIN IA 50662"
IA,2012-11-06,county,Fayette,OE1,Oelwein Ward 1,"OELWEIN PUBLIC LIBRARY, MTG. RM.-EAST ENTRANCE","201 EAST CHARLES ST., OELWEIN IA 50662"
IA,2012-11-06,county,Fayette,WF,Westfield Twp,"FAYETTE LIBRARY, ICN ROOM","104 W STATE ST., FAYETTE IA 52142"
IA,2012-11-06,county,Fayette,OE4,Oelwein Ward 4,ZION LUTHERAN CHURCH,"402 E. CHARLES ST., OELWEIN IA 50662"
IA,2012-11-06,county,Floyd,ScUnPG,Scott-Union-Pleasant Grove,MARBLE ROCK LIBRARY,"122 MAIN ST. S
, MARBLE ROCK IA 50653"
IA,2012-11-06,county,Floyd,RfUl,Rockford-Ulster,ROCKFORD CITY HALL,"206 W. MAIN AVENUE, ROCKFORD IA 50468"
IA,2012-11-06,county,Floyd,FlCeNi,Floyd-Cedar-Niles,FLOYD COMMUNITY CENTER,"706 FAIRFIELD ST, FLOYD IA 50435"
IA,2012-11-06,county,Floyd,SCRv,St Charles-Riverton,CEDAR VALLEY TRANSPORTATION,"600 18TH ST., CHARLES CITY IA 50616"
IA,2012-11-06,county,Floyd,CC1,Charles City 1 (Courthouse),FLOYD COUNTY COURTHOUSE,"101 S MAIN ST, CHARLES CITY IA 50616"
IA,2012-11-06,county,Floyd,CC3,Charles City 3 (Trinity),TRINITY UNITED METHODIST CHURCH,"601 MILWAUKEE ST, CHARLES CITY IA 50616"
IA,2012-11-06,county,Floyd,RGRu,Rock Grove-Rudd,NORA SPRINGS CITY HALL,"45 N HAWKEYE AVENUE, NORA SPRINGS IA 50458"
IA,2012-11-06,county,Floyd,CC2,Charles City 2 (Messiah),MESSIAH LUTHERAN CHURCH,"705 3RD AVENUE, CHARLES CITY IA 50616"
IA,2012-11-06,county,Franklin,WMO,West Mott,FRANKLIN COUNTY COURTHOUSE,"12 1ST AVE NW, HAMPTON IA 50441"
IA,2012-11-06,county,Franklin,WRSC,Wisner/Scott,ALEXANDER PUBLIC LIBRARY,"409 HARRIMAN, ALEXANDER IA 50420"
IA,2012-11-06,county,Franklin,GROC,Grant/Osceola,BRADFORD COMMUNITY CENTER,"302 MAIN ST, BRADFORD IA 50041"
IA,2012-11-06,county,Franklin,HLLERV,Hamilton/Lee/Reeve,MAYNES GROVE SHELTER,"948 HWY 65, HAMPTON IA 50441"
IA,2012-11-06,county,Franklin,OKMG,Oakland/Morgan,COULTER COMMUNITY CENTER,"109 MAIN ST, COULTER IA 50431"
IA,2012-11-06,county,Franklin,MA,Marion,LATIMER COMMUNITY CENTER,"104 N AKIR, LATIMER IA 50452"
IA,2012-11-06,county,Franklin,GNIGEM,Geneva/Ingham/East Mott,HANSELL COMMUNITY CENTER,"112 N MAIN ST, HANSELL IA 50441"
IA,2012-11-06,county,Franklin,HP1,Hampton 1,FRANKLIN CO LAW ENF CTR - HP1,"105 5TH ST SW, HAMPTON IA 50441"
IA,2012-11-06,county,Franklin,HP4,Hampton 4,HAMPTON FIRE STATION,"203 2ND AVE NW, HAMPTON IA 50441"
IA,2012-11-06,county,Franklin,HP2,Hampton 2,FRANKLIN CO LAW ENF CTR - HP2,"105 5TH ST SW, HAMPTON IA 50441"
IA,2012-11-06,county,Franklin,HP3,Hampton 3,ST PAT'S CATHOLIC CHURCH - HP3,"1405 N FEDERAL, HAMPTON IA 50441"
IA,2012-11-06,county,Franklin,RLRSWF,Richland/Ross/West Fork,SHEFFIELD EMS BUILDING,"111 N 3RD ST, SHEFFIELD IA 50475"
IA,2012-11-06,county,Fremont,HB3,Hamburg Ward 3,UNITED TRINITY CHURCH,"1106 JEFFERSON ST, HAMBURG IA 51640"
IA,2012-11-06,county,Fremont,HB2,Hamburg Ward 2,HAMBURG CITY HALL,"1201 MAIN ST, HAMBURG IA 51640"
IA,2012-11-06,county,Fremont,RT,Riverton Pct,RIVERTON COMMUNITY CENTER,"808 SUMMER AVE, RIVERTON IA 51650"
IA,2012-11-06,county,Fremont,HB1,Hamburg Ward 1/Washington Twp,HAMBURG LOW RENT HOUSING,"407 H ST, HAMBURG IA 51640"
IA,2012-11-06,county,Fremont,FG,Farragut Pct,FARRAGUT CITY HALL,"518 HARTFORD AVE, FARRAGUT IA 51639"
IA,2012-11-06,county,Fremont,GNRSSC,Green Riverside Scott Pct,TABOR CITY HALL,"900 MAIN ST, TABOR IA 51653"
IA,2012-11-06,county,Fremont,SN,Sidney Pct,SIDNEY LIBRARY,"1002 ILLINOIS ST, SIDNEY IA 51652"
IA,2012-11-06,county,Greene,WEST,West Precinct,SCRANTON ELEM SCHOOL,"100 KENDRICK STREET, SCRANTON IA 51462"
IA,2012-11-06,county,Greene,CENTRAL,Central Precinct,"CLOVER HALL, FAIRGROUNDS","509 E LINCOLNWAY , JEFFERSON IA 50129"
IA,2012-11-06,county,Greene,NORTH,North Precinct,"COMMUNITY CENTER, CHURDAN","410 SAND STREET, CHURDAN IA 50050"
IA,2012-11-06,county,Greene,J1,Jefferson 1,"S ASSM ROOM, COURTHOUSE","114 N CHESTNUT STREET, JEFFERSON IA 50129"
IA,2012-11-06,county,Greene,J2,Jefferson 2,PUBLIC HEALTH MEETING ROOM,"1000 W LINCOLNWAY , JEFFERSON IA 50129"
IA,2012-11-06,county,Greene,EAST,East Precinct,ST BRIGID PARISH CENTER,"602 HAGER ST E , GRAND JUNCTION IA 50107"
IA,2012-11-06,county,Greene,J3,Jefferson 3,GREENE CO COMM CENTER,"204 W HARRISON STREET, JEFFERSON IA 50129"
IA,2012-11-06,county,Grundy,P2,P2,GC COMMUNITY CENTER (P2),"705 F AVENUE, GRUNDY CENTER IA 50638"
IA,2012-11-06,county,Grundy,P4,P4,HCC WESTERN OUTREACH CENTER,"17040 MARKET AVENUE, HOLLAND IA 50642"
IA,2012-11-06,county,Grundy,P3,P3,WELLSBURG PUBLIC LIBRARY,"411 NORTH ADAMS STREET, WELLSBURG IA 50680"
IA,2012-11-06,county,Grundy,P1,P1,CONRAD LIBRARY,"204 E CENTER STREET, CONRAD IA 50621"
IA,2012-11-06,county,Grundy,P5,P5,DIKE LIBRARY,"133 EAST ELDER STREET, DIKE IA 50624"
IA,2012-11-06,county,Grundy,P7,P7,GRUNDY CENTER COMMUNITY CENTER,"705 F AVENUE, GRUNDY CENTER IA 50638"
IA,2012-11-06,county,Grundy,P6,P6,REINBECK MEMORIAL BUILDING,"208 BROAD STREET, REINBECK IA 50669"
IA,2012-11-06,county,Guthrie,08,White,CHRISTIAN CHURCH - GUTHRIE CENTER,"105 N. 4TH STREET, GUTHRIE CENTER IA 50115"
IA,2012-11-06,county,Guthrie,07,Red,BAYARD LIBRARY,"315 MAIN STREET, BAYARD IA 50029"
IA,2012-11-06,county,Guthrie,01,Black,CASEY COMMUNITY BUILDING,"502 ANTIQUE COUNTRY DR, CASEY IA 50048"
IA,2012-11-06,county,Guthrie,03,Brown,PANORA LIBRARY,"117 W. MAIN STREET, PANORA IA 50216"
IA,2012-11-06,county,Guthrie,05,Green,YALE COMMUNITY BUILDING,"MAIN STREET, YALE IA 50277"
IA,2012-11-06,county,Guthrie,04,Gold,GUTHRIE CENTER LIBRARY,"400 GRAND STREET, GUTHRIE CENTER IA 50115"
IA,2012-11-06,county,Guthrie,06,Purple,CONGREGATIONAL CHURCH - STUART,"224 N DIVISION STREET, STUART IA 50250"
IA,2012-11-06,county,Guthrie,02,Blue,VET'S AUDITORIUM - PANORA,"115 W. MAIN STREET, PANORA IA 50216"
IA,2012-11-06,county,Hamilton,PCT 2,Blairsburg Liberty Williams,BLAIRSBURG CITY HALL,"516 LAKE ST, BLAIRSBURG IA 50034"
IA,2012-11-06,county,Hamilton,PCT 5,Lincoln Rose Grove Scott,ELLSWORTH COMMUNITY CENTER,"1724 DESOTA ST, ELLSWORTH IA 50075"
IA,2012-11-06,county,Hamilton,PCT 1,Cass Freedom Fremont Independence,TRINITY EVANGELICAL LUTHERAN CHURCH,"1229 KATHY LANE, WEBSTER CITY IA 50595"
IA,2012-11-06,county,Hamilton,WC3,Webster City 3,FIRST BAPTIST CHURCH,"543 DIVISION ST, WEBSTER CITY IA 50595"
IA,2012-11-06,county,Hamilton,PCT 4,Lyon Ellsworth,SOUTH HAMILTON HIGH SCHOOL,"315 DIVISION ST, JEWELL IA 50130"
IA,2012-11-06,county,Hamilton,PCT 3,Clear Lake Hamilton Marion Webster ,STANHOPE COMMUNITY BUILDING,"600 MAIN ST, STANHOPE IA 50246"
IA,2012-11-06,county,Hamilton,WC1,Webster City 1,WEBSTER CITY FIRE STATION,"919 SUPERIOR ST, WEBSTER CITY IA 50595"
IA,2012-11-06,county,Hamilton,WC2,Webster City 2,ST PAUL LUTHERAN CHURCH,"1005 BEACH ST, WEBSTER CITY IA 50595"
IA,2012-11-06,county,Hancock,10,10,GOODELL COMMUNITY CENTER,"315 BROADWAY ST, GOODELL IA 50439"
IA,2012-11-06,county,Hancock,05,05,DUNCAN HEIGHTS CARE FACILITY,"465 HWY 18, GARNER IA 50438"
IA,2012-11-06,county,Hancock,03,03,WODEN COMMUNITY CENTER,"208 MAIN ST, WODEN IA 50484"
IA,2012-11-06,county,Hancock,02,02,CRYSTAL LAKE TOWN HALL,"225 S STATE AVE, CRYSTAL LAKE IA 50432"
IA,2012-11-06,county,Hancock,08,08,CORWITH COMMUNITY CENTER,"110 WAYNE ST, CORWITH IA 50430"
IA,2012-11-06,county,Hancock,09,09,KANAWHA CITY HALL,"121 N MAIN ST, KANAWHA IA 50447"
IA,2012-11-06,county,Hancock,07,07,KLEMME CITY HALL,"204 E MAIN ST, KLEMME IA 50449"
IA,2012-11-06,county,Hancock,01,01,FAITH LUTHERAN CHURCH,"1985 290TH ST, GARNER IA 50438"
IA,2012-11-06,county,Hancock,04,04,BRITT MUNICIPAL BUILDING,"170 MAIN AVE S, BRITT IA 50423"
IA,2012-11-06,county,Hancock,06,06,GARNER PUBLIC LIBRARY,"416 STATE ST, GARNER IA 50438"
IA,2012-11-06,county,Hardin,AL,Alden/Buckeye Pct,ALDEN PUBLIC LIBRARY,"1012 WATER ST., ALDEN IA 50006"
IA,2012-11-06,county,Hardin,HA,Hardin/Ellis/Jackson Pct,ELLSWORTH EQUINE CENTER,"709 ELLSWORTH AVE, IOWA FALLS IA 50126"
IA,2012-11-06,county,Hardin,EL,Eldora/Pleasant/Providence/Union Pct,ELDORA CITY HALL,"1442 WASHINGTON ST., ELDORA IA 50627"
IA,2012-11-06,county,Hardin,IF1,Iowa Falls 1 Pct,IF CENTER FOR PERFORMING ARTS,"510 STEVENS ST., IOWA FALLS IA 50126"
IA,2012-11-06,county,Hardin,CC,Concord/Sherman/Grant/Tipton Pct,HUBBARD FIRE STATION,"218 N IOWA ST, HUBBARD IA 50122"
IA,2012-11-06,county,Hardin,ET,Etna/Clay Pct,ST. JOHN'S UNITED CHURCH OF CHRIST,"716 3RD AVE., ACKLEY IA 50601"
IA,2012-11-06,county,Hardin,ELC,Eldora City Pct,HARDIN COUNTY COURTHOUSE,"1215 EDGINGTON AVE., ELDORA IA 50627"
IA,2012-11-06,county,Hardin,IF2,Iowa Falls 2 Pct,BARLOW MEMORIAL LIBRARY,"921 WASHINGTON AVE., IOWA FALLS IA 50126"
IA,2012-11-06,county,Harrison,LS,Little Sioux,LITTLE SIOUX CITY HALL,"407 N 1ST ST, LITTLE SIOUX IA 51545"
IA,2012-11-06,county,Harrison,BO,Boyer Lincoln,SACRED HEART PARISH CTR-TOWNSHIPS,"704 NORMAL ST, WOODBINE IA 51579"
IA,2012-11-06,county,Harrison,JA,Jackson Allen Pisgah,FELLOWSHIP HALL PISGAH METHODIST CHURCH,"420 FRONT ST, PISGAH IA 51564"
IA,2012-11-06,county,Harrison,MR,Morgan Raglan Mondamin,MONDAMIN COMMUNITY CENTER,"200 MAPLE ST, MONDAMIN IA 51557"
IA,2012-11-06,county,Harrison,TA,Clay Taylor Cincinnati Modale,MODALE AMERICAN LEGION BLDG,"102 E PALMER ST, MODALE IA 51556"
IA,2012-11-06,county,Harrison,JF,Jefferson Lagrange,LOGAN COMMUNITY CENTER-TOWNSHIPS,"108 W 4TH ST, LOGAN IA 51546"
IA,2012-11-06,county,Harrison,MA,Magnolia Calhoun,MAGNOLIA CITY HALL,"380 MAGNOLIA ST, MAGNOLIA IA 51550"
IA,2012-11-06,county,Harrison,WS,Cass Union Washington Persia,PERSIA PIC HALL,"121 MAIN ST, PERSIA IA 51563"
IA,2012-11-06,county,Harrison,SJ,St John Twp,RAND CENTER-TOWNSHIP,"100 S 4TH ST, MISSOURI VALLEY IA 51555"
IA,2012-11-06,county,Harrison,LO,Logan City,LOGAN COMMUNITY CENTER,"108 W 4TH ST, LOGAN IA 51546"
IA,2012-11-06,county,Harrison,WB,Woodbine City,SACRED HEART PARISH CTR-WOODBINE,"704 NORMAL ST, WOODBINE IA 51579"
IA,2012-11-06,county,Harrison,HS,Harrison Douglas Dunlap,DUNLAP CITY HALL,"716 IOWA AVE, DUNLAP IA 51529"
IA,2012-11-06,county,Harrison,MV,Missouri Valley City,RAND CENTER MISSOURI VALLEY,"100 S 4TH ST, MISSOURI VALLEY IA 51555"
IA,2012-11-06,county,Henry,SW,SW Precinct,SALEM COMMUNITY CENTER,"201 S MAIN ST, SALEM IA 52649"
IA,2012-11-06,county,Henry,MP4,Mt Pleasant Pct 4,COTTRELL GYM 4,"E. MADISON ST, MT PLEASANT IA 52641"
IA,2012-11-06,county,Henry,NE,NE Precinct,WINFIELD CITY HALL,"115 N LOCUST ST, WINFIELD IA 52659"
IA,2012-11-06,county,Henry,MP2,Mt Pleasant Pct 2,COTTRELL GYM 2,"E. MADISON ST, MT PLEASANT IA 52641"
IA,2012-11-06,county,Henry,MP3,Mt Pleasant Pct 3,COTTRELL GYM 3,"E. MADISON ST, MT PLEASANT IA 52641"
IA,2012-11-06,county,Henry,NW,NW Precinct,WAYLAND CITY HALL,"218 W MAIN ST, WAYLAND IA 52654"
IA,2012-11-06,county,Henry,MP1,Mt Pleasant Pct 1,COTTRELL GYM 1,"E. MADISON ST, MT PLEASANT IA 52641"
IA,2012-11-06,county,Henry,CE,Central Precinct,COTTRELL GYM WRESTLING ROOM,"404 E MADISON ST, MT PLEASANT IA 52641"
IA,2012-11-06,county,Henry,SE,SE Precinct,NEW LONDON COMM CTR,"106 N DIVISION ST, NEW LONDON IA 52645"
IA,2012-11-06,county,Howard,CH,Chester Oak Dale,CHESTER CITY HALL,"MAIN ST, CHESTER IA 52134"
IA,2012-11-06,county,Howard,JT,Saratoga Howard Ctr,SARATOGA TOWNSHIP HALL,"STATE HWY 9, LIME SPRINGS IA 52155"
IA,2012-11-06,county,Howard,RC,Riceville/Jamestown,UNITED METHODIST CHURCH,"308 WOODLAND AVE, RICEVILLE IA 50466"
IA,2012-11-06,county,Howard,CR1A,Cresco 1A,HOWARD CO FAIRGROUNDS EXPO (CR1A),"314 W 7TH ST, CRESCO IA 52136"
IA,2012-11-06,county,Howard,NO,New Oregon,PROTIVIN CITY HALL,"MAIN ST, PROTIVIN IA 52163"
IA,2012-11-06,county,Howard,AL,Albion Forest City,LIME SPRINGS COMMUNITY CENTER,"201 CENTER ST, LIME SPRINGS IA 52155"
IA,2012-11-06,county,Howard,CR1B,Vernon Springs Cresco 1B,HOWARD CO FAIRGROUNDS EXPO (VS/1B),"314 W 7TH ST, CRESCO IA 52136"
IA,2012-11-06,county,Howard,CR3,Cresco 3,HOWARD CO FAIRGROUNDS EXPO (CR3),"314 W 7TH ST, CRESCO IA 52136"
IA,2012-11-06,county,Howard,CR2,Cresco 2,HOWARD CO FAIRGROUNDS EXPO (CR2)),"314 W 7TH ST, CRESCO IA 52136"
IA,2012-11-06,county,Howard,AF,Afton Howard Paris ,ELMA MEMORIAL HALL,"BUSTI AVE, ELMA IA 50628"
IA,2012-11-06,county,Humboldt,SL-NN,South Lake-North Norway,ULLENSVANG LUTHERAN CHURCH,"105 N ANN ST, THOR IA 50591"
IA,2012-11-06,county,Humboldt,NL-EV,North Lake-East Vernon,"UNITED METHODIST CHURCH, RENWICK","620 KELLING ST, RENWICK IA 50577"
IA,2012-11-06,county,Humboldt,A-NW,Avery-North Weaver,FAITH UNITED METHODIST CHURCH,"111 SE 2ND ST, GILMORE CITY IA 50541"
