state,election_date,jurisdiction_type,county_name,municipality,precinct_id,precinct_name,name,address
IA,2018-11-06,county,Appanoose,EXLINE,CW,Caldwell,EXLINE COMMUNITY BUILDING,"MAIN ST, EXLINE, IA 52555"
IA,2018-11-06,county,Appanoose,CENTERVILLE,CV1,Centerville W1,IHCC - BLDG #12,"721 N 1ST ST, BLDG #12, CENTERVILLE, IA 52544"
IA,2018-11-06,county,Appanoose,CENTERVILLE,CV2,Centerville W2,CENTERVILLE CITY HALL,"312 E MAPLE, CENTERVILLE, IA 52544"
IA,2018-11-06,county,Appanoose,CENTERVILLE,CV3,Centerville W3,LAKEVIEW SCHOOL,"W COTTAGE, CENTERVILLE, IA 52544"
IA,2018-11-06,county,Appanoose,PLANO,JO,Johns Independence,CHRISTIAN CHURCH FELLOWSHIP HALL,"2ND ST, PLANO, IA 52581"
IA,2018-11-06,county,Appanoose,CINCINNATI,PS,Pleasant Franklin,CINCINNATI COMMUNITY BLDG,"102 DEPOT LANE, CINCINNATI, IA 52549"
IA,2018-11-06,county,Appanoose,MORAVIA,TY,Taylor Chariton,MORAVIA CITY HALL,"116 S WILLIAM, MORAVIA, IA 52571"
IA,2018-11-06,county,Appanoose,UNIONVILLE,UD,Union/Udell,UNIONVILLE AMERICAN LEGION,"MAIN ST, UNIONVILLE, IA 52594"
IA,2018-11-06,county,Appanoose,CENTERVILLE,VM,Vermillion Douglas Sharon,COURTHOUSE-1ST FLOOR,"201 N 12TH, CENTERVILLE, IA 52544"
IA,2018-11-06,county,Appanoose,MYSTIC,WALNUT,Walnut,MYSTIC COMMUNITY CENTER,"500 CLARKDALE RD, MYSTIC, IA 52574"
IA,2018-11-06,county,Appanoose,MOULTON,WS,Washington Wells,MOULTON CITY HALL,"MAIN ST, MOULTON, IA 52572"
IA,2018-11-06,county,Audubon,AUDUBON,01,Precinct 1,AUDUBON AGRIHALL,"400 N DIVISION ST W, AUDUBON, IA 50025"
IA,2018-11-06,county,Audubon,EXIRA,02,Precinct 2,EXIRA REC CENTER,"106 N JEFFERSON, EXIRA, IA 50076"
IA,2018-11-06,county,Benton,VAN HORNE,BG,Precinct Bg,VAN HORNE COMMUNITY CENTER,"508 1ST AVE, VAN HORNE, IA 52346"
IA,2018-11-06,county,Benton,SHELLSBURG,BN,Precinct Bn,SHELLSBURG LEGION HALL,"114 MAIN STREET SW, SHELLSBURG, IA 52332"
IA,2018-11-06,county,Benton,BELLE PLAINE,BP1,Precinct Bp1,BELLE PLAINE COMMUNITY CENTER RSVP RM,"1309 5TH AVE, BELLE PLAINE, IA 52208"
IA,2018-11-06,county,Benton,BELLE PLAINE,BP2,Precinct Bp2,BELLE PLAINE COMMUNITY CENTER DINING ROOM,"1309 5TH AVENUE, BELLE PLAINE, IA 52208"
IA,2018-11-06,county,Benton,BELLE PLAINE,BP3,Precinct Bp3,BELLE PLAINE FIRE STATION,"504 13TH STREET, BELLE PLAINE, IA 52208"
IA,2018-11-06,county,Benton,MT. AUBURN,BR,Precinct Br,CEDAR-MT AUBURN HALL,"203 2ND STREET, MT. AUBURN, IA 52313"
IA,2018-11-06,county,Benton,VINTON,ED,Precinct Ed,BENTON COUNTY COURTHOUSE,"111 E 4TH STREET, VINTON, IA 52349"
IA,2018-11-06,county,Benton,NEWHALL,EL,Precinct El,NEWHALL CITY HALL,"11 2ND AVE , NEWHALL, IA 52315"
IA,2018-11-06,county,Benton,NORWAY,FL,Precinct Fl,ST. MICHAEL'S PARISH CENTER,"512 EVERGREEN STREET, NORWAY, IA 52318"
IA,2018-11-06,county,Benton,ATKINS,FR,Precinct Fr,ATKINS CITY HALL/LIBRARY,"480 3RD AVE, ATKINS, IA 52206"
IA,2018-11-06,county,Benton,GARRISON,HO,Precinct Ho,GARRISON FIRE STATION,"204 N SYCAMORE STREET, GARRISON, IA 52229"
IA,2018-11-06,county,Benton,BLAIRSTOWN,IA,Precinct Ia,BLAIRSTOWN COMMUNITY CENTER,"305 LOCUST STREET NW, BLAIRSTOWN, IA 52209"
IA,2018-11-06,county,Benton,KEYSTONE,KA,Precinct Ka,KEYSTONE CITY HALL,"208 1ST STREET, KEYSTONE, IA 52249"
IA,2018-11-06,county,Benton,URBANA,PO,Precinct Po,URBANA COMMUNITY CENTER,"906 W MAIN STREET, URBANA, IA 52345"
IA,2018-11-06,county,Benton,VINTON,VT1,Precinct Vt1,VT1 & VT2-VINTON SKATE & ACTIVITY CENTER,"1703 C AVE, VINTON, IA 52349"
IA,2018-11-06,county,Benton,VINTON,VT2,Precinct Vt2,VT2-VINTON SKATE & ACTIVITY CENTER,"1703 C AVE, VINTON, IA 52349"
IA,2018-11-06,county,Benton,VINTON,VT3,Precinct Vt3,VT3 & VT4-VINTON SKATE & ACTIVITY CENTER,"1703 C AVE, VINTON, IA 52349"
IA,2018-11-06,county,Benton,VINTON,VT4,Precinct Vt4,VT4-VINTON SKATE & ACTIVITY CENTER,"1703 C AVE, VINTON, IA 52349"
IA,2018-11-06,county,Benton,WALFORD,WA,Precinct Wa,WALFORD COMMUNITY CENTER,"120 5TH STREET N, WALFORD, IA 52351"
IA,2018-11-06,county,Black Hawk,DUNKERTON,ALOO,Barclay/Lester/Dunkerton,ALOO DUNKERTON PUBLIC LIBRARY,"203 E TOWER ST, DUNKERTON, IA 50626"
IA,2018-11-06,county,Black Hawk,WATERLOO,B000,Bennington,B000  ST JOHN'S LUTHERAN CHURCH,"4110 E MT VERNON RD, WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,LA PORTE CITY,C000,Big Creek/La Porte City,C000  UNION HIGH SCHOOL,"200 ADAMS ST, LA PORTE CITY, IA 50651"
IA,2018-11-06,county,Black Hawk,HUDSON,DM00,Black Hawk/Hudson/Lincoln,DM00 HUDSON COMMUNITY CENTER,"525 JEFFERSON ST, HUDSON, IA 50643"
IA,2018-11-06,county,Black Hawk,WASHBURN,EO00,Cedar/Orange,EO00  ST PAUL PRESBYTERIAN CHURCH,"410 FIRST ST, WASHBURN, IA 50706"
IA,2018-11-06,county,Black Hawk,WATERLOO,G000,Eagle,G000  ST MARY OF MOUNT CARMEL CHURCH,"1435 E EAGLE RD, WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,ELK RUN HEIGHTS,DK00,Elk Run Heights/Raymond,DK00 ELK RUN HEIGHTS CITY HALL,"5042 LAFAYETTE RD, ELK RUN HEIGHTS, IA 50707"
IA,2018-11-06,county,Black Hawk,EVANSDALE,J100,Evansdale Ward 1,J100 EVANSDALE CITY HALL,"123 N EVANS RD, EVANSDALE, IA 50707"
IA,2018-11-06,county,Black Hawk,EVANSDALE,J200,Evansdale Ward 2,J200 COMMUNITY RESPONSE CENTER,"911 EVANS RD, EVANSDALE, IA 50707"
IA,2018-11-06,county,Black Hawk,EVANSDALE,J300,Evansdale Ward 3,J300 PRINCE OF PEACE CHURCH,"4031 LAFAYETTE RD, EVANSDALE, IA 50707"
IA,2018-11-06,county,Black Hawk,EVANSDALE,J400,Evansdale Ward 4,J400 COMMUNITY RESPONSE CENTER,"911 EVANS RD, EVANSDALE, IA 50707"
IA,2018-11-06,county,Black Hawk,WATERLOO,N000,Mt Vernon,N000 COUNTRY VIEW,"1410 W DUNKERTON RD, WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,DEWAR,PH01,Poyner P1/ East Wloo Twp,PH01 DEWAR COMMUNITY CENTER,"1731 N RAYMOND RD, DEWAR, IA 50623"
IA,2018-11-06,county,Black Hawk,GILBERTVILLE,PK02,Poyner P2/Gilbertville/Fox/Jesup,PK02 AMERICAN LEGION,"1110 6TH ST (SOUTH ENTR), GILBERTVILLE, IA 50634"
IA,2018-11-06,county,Black Hawk,WATERLOO,W101,Precinct W101,W101 ASCENSION LUTHERAN CHURCH,"2211 MAYNARD AV, WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W102,Precinct W102,W102 YMCA,"669 S HACKETT RD, WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W103,Precinct W103,W103 FIRST BAPTIST CHURCH,"1200 W 4TH ST, WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W104,Precinct W104,W104 IRV WARREN GOLF COURSE,"1000 FLETCHER AV (PRO SHOP), WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W105,Precinct W105,W105 WALNUT RIDGE BAPTIST CHURCH,"1307 W RIDGEWAY AVE (DOOR A), WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W106,Precinct W106,W106 CEDAR VALLEY COMMUNITY CHURCH,"3520 ANSBOROUGH AVE (EAST ENTRANCE), WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W201,Precinct W201,W201 FRIENDSHIP VILLAGE,"600 PARK LN (CHAPEL ENTRANCE) , WATERLOO, IA 50702"
IA,2018-11-06,county,Black Hawk,WATERLOO,W202,Precinct W202,W202 GRACE BAPTIST CHURCH,"3820 HAMMOND AV, WATERLOO, IA 50702"
IA,2018-11-06,county,Black Hawk,WATERLOO,W203,Precinct W203,W203 HAMMOND AVE BRETHREN CHURCH,"1604 HAMMOND AV, WATERLOO, IA 50702"
IA,2018-11-06,county,Black Hawk,WATERLOO,W204,Precinct W204,W204 LANDMARK COMMONS,"1400 MAXHELEN BLVD, WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W205,Precinct W205,"W205 HAWKEYE CENTER, HCC CAMPUS","1501 E ORANGE RD, WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W206,Precinct W206,W206 S. WLOO CHURCH OF THE BRETHREN,"6227 KIMBALL AV, WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W301,Precinct W301,W301 RIVER'S EDGE CHRISTIAN CHURCH,"1247 CEDAR BEND ST, WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,WATERLOO,W302,Precinct W302,"W302 GERARD HALL, (ALLEN COLLEGE)","1950 HEATH ST, WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,WATERLOO,W303,Precinct W303,W303 ST PAUL UNITED METHODIST CHURCH,"207 W LOUISE ST, WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,WATERLOO,W304,Precinct W304,W304 NEW HOPE MISSION. BAPTIST CH.,"710 BROADWAY ST, WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,WATERLOO,W305,Precinct W305,W305 OUR SAVIORS LUTHERAN CHURCH,"420 HARWOOD AV, WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W306,Precinct W306,W306 WATERLOO CENTER FOR THE ARTS,"225 COMMERCIAL ST, WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W401,Precinct W401,W401 GOOD SHEPHERD LUTHERAN CHURCH,"517 E DONALD ST, WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,WATERLOO,W402,Precinct W402,W402 HARVEST VINEYARD CHURCH,"715 E 4TH ST, WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,WATERLOO,W403,Precinct W403,W403 WATERLOO CITY HALL,"715 MULBERRY ST (2ND FLOOR), WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,WATERLOO,W404,Precinct W404,W404 LINDEN METHODIST CHURCH,"301 BUTLER AV, WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,WATERLOO,W405,Precinct W405,W405 PAYNE MEMORIAL AME CHURCH,"1044 MOBILE ST, WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,WATERLOO,W406,Precinct W406,W406 PINECREST ROOM 220,"1407 INDEPENDENCE AVE, WATERLOO, IA 50703"
IA,2018-11-06,county,Black Hawk,WATERLOO,W501,Precinct W501,W501 TRINITY AM. LUTHERAN CH.,"605 W 4TH ST (LOWER LEVEL), WATERLOO, IA 50702"
IA,2018-11-06,county,Black Hawk,WATERLOO,W502,Precinct W502,W502 ST ANSGAR LUTHERAN CHURCH,"1122 W 11TH ST, WATERLOO, IA 50702"
IA,2018-11-06,county,Black Hawk,WATERLOO,W503,Precinct W503,W503 SONS OF JACOB SYNAGOGUE,"411 E MITCHELL AV, WATERLOO, IA 50702"
IA,2018-11-06,county,Black Hawk,WATERLOO,W504,Precinct W504,W504 KIMBALL RIDGE CENTER,"2101 KIMBALL AV, WATERLOO, IA 50702"
IA,2018-11-06,county,Black Hawk,WATERLOO,W505,Precinct W505,W505 ZION LUTHERAN CHURCH,"810 KIMBALL AV, WATERLOO, IA 50701"
IA,2018-11-06,county,Black Hawk,WATERLOO,W506,Precinct W506,W506 CENTRAL CHRISTIAN CHURCH,"3475 KIMBALL AVE, WATERLOO, IA 50702"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X101,Precinct X101,X101 EAGLES CLUB,"2125 W LONE TREE RD (EAST ENTR), CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X102,Precinct X102,X102 ST JOHN LUTHERAN CHURCH,"715 COLLEGE ST, CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X103,Precinct X103,X103 CEDAR FALLS CITY HALL,"220 CLAY ST (COUNCIL CHAMBERS), CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X201,Precinct X201,X201 UNITED CHURCH OF CHRIST,"9204 UNIVERSITY AVE, CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X202,Precinct X202 & CF Twp,X202 BETHLEHEM LUTHERAN CHURCH,"4000 HUDSON RD, CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X203,Precinct X203,X203 CANDEO CHURCH,"1405 GREENHILL RD, CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X301,Precinct X301,X301 CEDAR FALLS SCHOOL ADMIN. BLDG.,"1002 W 1ST ST (BOARD RM), CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X302,Precinct X302,X302 CHURCH OF CHRIST,"2727 W 4TH ST, CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X303,Precinct X303,X303 UNI BOOKSTORE,"1009 W 23RD ST (LOWER LEVEL ENTR), CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X401,Precinct X401,X401 CEDAR HGTS. COMM. PRESBYT. CH.,"2015 RAINBOW DR, CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X402,Precinct X402,X402 HEARST CENTER,"304 SEERLEY BD, CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X403,Precinct X403,"X403 GILCHRIST HALL, UNI","UNIVERSITY AVE TO SOUTH CAMPUS ST , CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X501,Precinct X501,X501 ST TIMOTHY'S UN. METHODIST CH.,"3220 TERRACE DR, CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X502,Precinct X502,X502 ORCHARD HILL CHURCH,"3900 ORCHARD HILL DR (SOUTH ENTR, DOOR E), CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,X503,Precinct X503,X503 TRINITY BIBLE CHURCH,"125 ORCHARD DR , CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,LA PORTE CITY,Q000,Spring Creek,Q000 UNION HIGH SCHOOL,"200 ADAMS ST, LA PORTE CITY, IA 50651"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,R000,Union,R000 AMERICAN MARTYR RETREAT HOUSE,"2209 N UNION RD, CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Black Hawk,CEDAR FALLS,S000,Washington/Janesville,S000 ANTIQUE ACRES,"7610 WAVERLY RD, CEDAR FALLS, IA 50613"
IA,2018-11-06,county,Boone,BOONE,BN1,Boone 1,FAIRGROUNDS COMM BLDG - BN1,"1601 INDUSTRIAL PARK RD, BOONE, IA 50036"
IA,2018-11-06,county,Boone,BOONE,BN2,Boone 2,DMACC,"1125 HANCOCK DR, BOONE, IA 50036"
IA,2018-11-06,county,Boone,BOONE,BN3,Boone 3,FIRST EVANGELICAL FREE CHURCH,"1407 KATE SHELLEY DR, BOONE, IA 50036"
IA,2018-11-06,county,Boone,BOONE,BN4,Boone 4/DMS Twp,ERICSON PUBLIC LIBRARY,"702 GREENE ST, BOONE, IA 50036"
IA,2018-11-06,county,Boone,BOONE,BN5,Boone 5,COURTHOUSE,"201 STATE ST, BOONE, IA 50036"
IA,2018-11-06,county,Boone,MADRID,MD1,Madrid 1,MADRID COMM ROOM - MD1,"303 S WATER ST, MADRID, IA 50156"
IA,2018-11-06,county,Boone,MADRID,MD2,Madrid 2,MADRID COMM ROOM - MD2,"303 S WATER ST, MADRID, IA 50156"
IA,2018-11-06,county,Boone,MADRID,MD3,Madrid 3,MADRID COMM ROOM - MD3,"303 S WATER ST, MADRID, IA 50156"
IA,2018-11-06,county,Boone,OGDEN,OG,Ogden,LEONARD GOOD COMM CENTER,"114 SW 8TH ST, OGDEN, IA 50212"
IA,2018-11-06,county,Boone,MADRID,RP1,Rural Precinct 1,MADRID PUBLIC LIBRARY,"100 W 3RD ST, MADRID, IA 50156"
IA,2018-11-06,county,Boone,LUTHER,RP2,Rural Precinct 2,LUTHER COMM ROOM,"5 LUTHER ST, LUTHER, IA 50152"
IA,2018-11-06,county,Boone,PERRY,RP3,Rural Precinct 3,COUNTY SHED - BERKLEY,"262 284TH ST, PERRY, IA 50220"
IA,2018-11-06,county,Boone,OGDEN,RP4,Rural Precinct 4,GOOD PUBLIC LIBRARY,"208 W MULBERRY ST, OGDEN, IA 50212"
IA,2018-11-06,county,Boone,PILOT MOUND,RP5,Rural Precinct 5,PILOT MOUND COMM ROOM,"112 PILOT ST, PILOT MOUND, IA 50223"
IA,2018-11-06,county,Boone,BOONE,RP6,Rural Precinct 6,FAIRGROUNDS COMM BLDG - RP6,"1601 INDUSTRIAL PARK RD, BOONE, IA 50036"
IA,2018-11-06,county,Bremer,DENVER,DV,City Of Denver-Jefferson Twp,DENVER COMMUNITY ROOM,"100 WASHINGTON ST, DENVER, IA 50622"
IA,2018-11-06,county,Bremer,FREDERIKA,FD,City Of Frederika-Frederika Twp- Leroy Twp,FREDERIKA COMMUNITY BUILDING,"111 3RD ST, FREDERIKA, IA 50631"
IA,2018-11-06,county,Bremer,JANESVILLE,JV,City Of Janesville-Jackson Twp,RIVIERA ROOSE COMMUNITY CENTER,"307 MAPLE ST, JANESVILLE, IA 50647"
IA,2018-11-06,county,Bremer,READLYN,RD,City Of Readlyn-Franklin Twp-Maxfield Twp,READLYN TELEPHONE CO,"121 MAIN ST , READLYN, IA 50668"
IA,2018-11-06,county,Bremer,PLAINFIELD,PL,City of Plainfield-Polk Twp-Douglas Twp,PLAINFIELD PUBLIC LIBRARY,"723 MAIN ST, PLAINFIELD, IA 50666"
IA,2018-11-06,county,Bremer,SUMNER,SU,City of Sumner-Sumner Twp-Dayton Twp,SUMNER AMERICAN LEGION HALL,"113 E 1ST ST, SUMNER, IA 50674"
IA,2018-11-06,county,Bremer,TRIPOLI,TR,City of Tripoli-Fremont Twp,TRIPOLI CITY HALL,"303 S MAIN ST, TRIPOLI, IA 50676"
IA,2018-11-06,county,Bremer,WAVERLY,LA,Lafayette Twp-Warren Twp,BREMER COUNTY SECONDARY ROAD BUILDING,"1995 EUCLID AVE, WAVERLY, IA 50677"
IA,2018-11-06,county,Bremer,WAVERLY,WL1,Waverly Ward 1-East Washington Twp,WAVERLY CITY HALL 1,"200 1ST ST NE, WAVERLY, IA 50677"
IA,2018-11-06,county,Bremer,WAVERLY,WL2,Waverly Ward 2-NE SEC 36 WASHINGTON TWP,WAVERLY CITY HALL 2,"200 1ST ST NE, WAVERLY, IA 50677"
IA,2018-11-06,county,Bremer,WAVERLY,WL3,Waverly Ward 3,WAVERLY FIRE STATION,"123 1ST ST SW, WAVERLY, IA 50677"
IA,2018-11-06,county,Bremer,WAVERLY,WL4,Waverly Ward 4 ,REDEEMER LUTHERAN CHURCH,"2001 W BREMER AVE, WAVERLY, IA 50677"
IA,2018-11-06,county,Bremer,WAVERLY,WL5,Waverly Ward 5-West Washington Twp,BARTELS LUTHERAN HOME CHAPEL,"EVERGREEN ARBOR ENTRANCE  20TH ST NW, WAVERLY, IA 50677"
IA,2018-11-06,county,Buchanan,AURORA,AR,Aurora,AURORA LEGION HALL,"302 WARREN ST PO BOX 114, AURORA, IA 50607"
IA,2018-11-06,county,Buchanan,BRANDON,BD,Brandon,BRANDON AREA COMM CLUB,"802 MAIN ST., BRANDON, IA 52210"
IA,2018-11-06,county,Buchanan,FAIRBANK,FB,Fairbank,FAIRBANK AMERICAN LEGION,"109 MAIN ST E, FAIRBANK, IA 50629"
IA,2018-11-06,county,Buchanan,HAZLETON,HT,Hazleton,HAZLETON CITY HALL,"111 3RD ST N PO BOX 500, HAZLETON, IA 50641"
IA,2018-11-06,county,Buchanan,INDEPENDENCE,I1,Indep 1st Ward,FALCON CIVIC CENTER,"1305 5TH AVE NE, INDEPENDENCE, IA 50644"
IA,2018-11-06,county,Buchanan,INDEPENDENCE,I2,Indep 2nd Ward,VFW,"128 3RD AVE NE, INDEPENDENCE, IA 50644"
IA,2018-11-06,county,Buchanan,INDEPENDENCE,I3,Indep 3rd Ward,PUBLIC HEALTH MEETING RM,"1413 1ST ST W, INDEPENDENCE, IA 50644"
IA,2018-11-06,county,Buchanan,INDEPENDENCE,I4,Indep 4th Ward,SENIOR CITIZEN CENTER,"400 5TH AVE NE, INDEPENDENCE, IA 50644"
IA,2018-11-06,county,Buchanan,INDEPENDENCE,I5,Indep 5th Ward,FIRST PRESBYTERIAN CHURCH,"115 6TH AVE NW, INDEPENDENCE, IA 50644"
IA,2018-11-06,county,Buchanan,JESUP,JS,Jesup,1ST PRESBYTERIAN CHURCH,"643 6TH ST , JESUP, IA 50648"
IA,2018-11-06,county,Buchanan,MASONVILLE,MN,Middlefield/Newton,MONTI COMMUNITY CENTER,"2854 WASHINGTON AVE, MASONVILLE, IA 50654"
IA,2018-11-06,county,Buchanan,JESUP,PW,Perry/Westburg,METHODIST CHURCH,"455 6TH ST PO BOX 271, JESUP, IA 50648"
IA,2018-11-06,county,Buchanan,QUASQUETON,QT,Quasqueton,QUASQUETON LEGION HALL,"106 WATER ST S, QUASQUETON, IA 52326"
IA,2018-11-06,county,Buchanan,ROWLEY,RW,Rowley,ROWLEY COMMUNITY BLDG,"109 ELY ST, ROWLEY, IA 52329"
IA,2018-11-06,county,Buchanan,WINTHROP,WN,Winthrop,ST. PATRICK'S PARISH CENTER,"544 1ST ST S PO BOX 236, WINTHROP, IA 50682"
IA,2018-11-06,county,Buena Vista,ALBERT CITY,ACFC,Albert City Fairfield Coon,ALBERT CITY CITY HALL,"121 MAIN ST, ALBERT CITY, IA 50510"
IA,2018-11-06,county,Buena Vista,ALTA,ALNE,Alta Nokomis Elk,ALTA COMMUNITY CENTER,"27 LAKE ST, ALTA, IA 51002"
IA,2018-11-06,county,Buena Vista,STORM LAKE,LKHM,Lakeside Hayes Maple Valley,STORM LAKE AIRPORT,"850 630TH STREET, STORM LAKE, IA 50588"
IA,2018-11-06,county,Buena Vista,NEWELL,NENP,Newell Newell Providence,NEWELL PUBLIC LIBRARY,"205 E. 2ND ST, NEWELL, IA 50568"
IA,2018-11-06,county,Buena Vista,SIOUX RAPIDS,S-M-L-R,SRL;LGB;RELS;MAP,AMERICAN LEGION BLDG,"200 MAIN ST, SIOUX RAPIDS, IA 50585"
IA,2018-11-06,county,Buena Vista,STORM LAKE,01,Storm Lake 1,STORM LAKE FIRE STATION,"401 E MILWAUKEE, STORM LAKE, IA 50588"
IA,2018-11-06,county,Buena Vista,STORM LAKE,02,Storm Lake 2,STORM LAKE CITY HALL,"620 ERIE ST, STORM LAKE, IA 50588"
