state,election_date,jurisdiction_type,county_name,municipality,precinct_id,precinct_name,name,address
IA,2018-11-06,county,Des Moines,BURLINGTON,BU1T,PCT 1T,OAK STREET BAPTIST CHURCH -PCT 1T,"1303 OAK STREET, BURLINGTON, IA 52601"
IA,2018-11-06,county,Des Moines,BURLINGTON,BU2,PCT 2,AUTUMN HEIGHTS,"2830 WINEGARD DR, BURLINGTON, IA 52601"
IA,2018-11-06,county,Des Moines,BURLINGTON,BU3,PCT 3,OAK STREET BAPTIST CHURCH-PCT 3,"1303 OAK ST, BURLINGTON, IA 52601"
IA,2018-11-06,county,Des Moines,BURLINGTON,BU4,PCT 4,TRINITY LUTHERAN CHURCH,"115 S CENTRAL AVE, BURLINGTON, IA 52601"
IA,2018-11-06,county,Des Moines,BURLINGTON,BU5,PCT 5,NOTRE DAME SCHOOL,"702 S ROOSEVELT AVE, BURLINGTON, IA 52601"
IA,2018-11-06,county,Des Moines,BURLINGTON,BU6,PCT 6,ST JOHN'S CHURCH HALL,"700 DIVISION ST, BURLINGTON, IA 52601"
IA,2018-11-06,county,Des Moines,BURLINGTON,BU7,PCT 7,JAMES MADISON EDUCATIONAL CENTER,"2132 MADISON AVE, BURLINGTON, IA 52601"
IA,2018-11-06,county,Des Moines,BURLINGTON,BU8C,PCT 8C,BETHANY LUTHERAN CHURCH,"2515 MADISON AVE, BURLINGTON, IA 52601"
IA,2018-11-06,county,Des Moines,BURLINGTON,BU9,PCT 9,MESSIAH LUTHERAN CHURCH,"2411 WEST AVE, BURLINGTON, IA 52601"
IA,2018-11-06,county,Des Moines,BURLINGTON,UNION,PCT UNION,CHURCH OF CHRIST OF BURLINGTON,"2120 S ROOSEVELT, BURLINGTON, IA 52601"
IA,2018-11-06,county,Des Moines,YARMOUTH,PW,Pleasant Grove / Washington Twps,YARMOUTH FIRE STATION,"20454 EASTERN AVE, YARMOUTH, IA 52660"
IA,2018-11-06,county,Des Moines,WEST BURLINGTON,WB,West Burlington Town,DIVINE MERCY PARISH CENTER,"502 W MT PLEASANT ST, WEST BURLINGTON, IA 52655"
IA,2018-11-06,county,Dickinson,LAKE PARK,PCT 01,Precinct 01,LAKE PARK COMMUNITY CENTER,"903 S MARKET ST, LAKE PARK, IA 51347"
IA,2018-11-06,county,Dickinson,MILFORD,PCT 02,Precinct 02,WAITTE WATER QUALITY BLDG-LAKESIDE LAB,"1838 HWY 86, MILFORD, IA 51351"
IA,2018-11-06,county,Dickinson,SPIRIT LAKE,PCT 03,Precinct 03,DC EXPO BLDG,"1600 15TH STREET, SPIRIT LAKE, IA 51360"
IA,2018-11-06,county,Dickinson,SPIRIT LAKE,PCT 04,Precinct 04,DC EXPO BLDG,"1600 15TH STREET, SPIRIT LAKE, IA 51360"
IA,2018-11-06,county,Dickinson,ARNOLDS PARK,PCT 05,Precinct 05,ARNOLDS PARK CITY HALL,"156 N HWY 71 , ARNOLDS PARK, IA 51331"
IA,2018-11-06,county,Dickinson,TERRIL,PCT 06,Precinct 06,TERRIL MEMORIAL BLDG,"115 N STATE ST, TERRIL, IA 51364"
IA,2018-11-06,county,Dickinson,TERRIL,PCT 07,Precinct 07,TERRIL MEMORIAL BLDG,"115 N STATE ST, TERRIL, IA 51364"
IA,2018-11-06,county,Dickinson,MILFORD,PCT 08,Precinct 08,MILFORD COMM BLDG-EAST RM,"806 N AVE, MILFORD, IA 51351"
IA,2018-11-06,county,Dickinson,MILFORD,PCT 09,Precinct 09,MILFORD COMM BLDG-EAST RM,"806 N AVE, MILFORD, IA 51351"
IA,2018-11-06,county,Dickinson,MILFORD,PCT 10,Precinct 10,WEST OKOBOJI CITY HALL,"501 TERRACE PARK BLVD, MILFORD, IA 51351"
IA,2018-11-06,county,Dickinson,OKOBOJI,PCT 11,Precinct 11,OKOBOJI CITY HALL,"1322 HWY 71 N, OKOBOJI, IA 51355"
IA,2018-11-06,county,Dickinson,SPIRIT LAKE,PCT 12,Precinct 12,DC EXPO BLDG,"1600 15TH STREET, SPIRIT LAKE, IA 51360"
IA,2018-11-06,county,Dickinson,SPIRIT LAKE,PCT 13,Precinct 13,DC EXPO BLDG,"1600 15TH STREET, SPIRIT LAKE, IA 51360"
IA,2018-11-06,county,Dickinson,SPIRIT LAKE,PCT 14,Precinct 14,DC EXPO BLDG,"1600 15TH STREET, SPIRIT LAKE, IA 51360"
IA,2018-11-06,county,Dickinson,SPIRIT LAKE,PCT 15,Precinct 15,DC EXPO BLDG,"1600 15TH STREET, SPIRIT LAKE, IA 51360"
IA,2018-11-06,county,Dubuque,DUBUQUE,01,01,01 ROCKDALE METHODIST CHURCH,"1500 OLD MILL RD, DUBUQUE, IA 52003"
IA,2018-11-06,county,Dubuque,DUBUQUE,02,02,02 THEISENS HOME CENTER,"2900 DODGE ST, DUBUQUE, IA 52002"
IA,2018-11-06,county,Dubuque,DUBUQUE,03,03,03 AREA RESIDENTIAL CARE,"3355 KENNEDY CIR, DUBUQUE, IA 52002"
IA,2018-11-06,county,Dubuque,DUBUQUE,04,04,04 JOURNEY CHURCH,"3939 PENNSYLVANIA AVE, DUBUQUE, IA 52002"
IA,2018-11-06,county,Dubuque,DUBUQUE,05,05,05 ARBOR OAKS BIBLE CHAPEL,"2843 JOHN F. KENNEDY RD, DUBUQUE, IA 52002"
IA,2018-11-06,county,Dubuque,DUBUQUE,06,06,06 SUMMIT CHURCH,"2885 JOHN F. KENNEDY RD, DUBUQUE, IA 52002"
IA,2018-11-06,county,Dubuque,DUBUQUE,07,07,07 ST. PETER LUTHERAN CHURCH,"3200 ASBURY RD, DUBUQUE, IA 52002"
IA,2018-11-06,county,Dubuque,DUBUQUE,08,08,08 EMMAUS BIBLE COLLEGE,"2570 ASBURY RD, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,09A,09,09 WESTMINSTER CHURCH,"2155 UNIVERSITY AVE, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,10,10,10 WESTMINSTER CHURCH,"2155 UNIVERSITY AVE, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,11,11,11 U.A.W. LOCAL 94 UNION HALL,"3450 CENTRAL AVE, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,12,12,12 WINDSOR PARK,"801 DAVIS ST, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,13,13,13 MOOSE LODGE 355,"2635 WINDSOR AVE, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,14,14,14 SACRED HEART CH BASEMENT,"2215 WINDSOR AVE, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,15,15,15 HOLY TRINITY CHURCH,"1700 LINCOLN AVE, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,16,16,16 ELECTION ANNEX,"75 LOCUST ST, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,17,17,17 ST JOHNS PARISH HOUSE,"1458 LOCUST ST, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,18,18,18 FEDERAL BUILDING,"350 W 6TH ST, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,19,19,19 Y COMMUNITY BUILDING,"DODGE & BOOTH STS, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DUBUQUE,20,20,20 FOGARTY HALL,"1240 RUSH ST RECTORY BASEMENT, DUBUQUE, IA 52003"
IA,2018-11-06,county,Dubuque,ASBURY,31,31,31 ASBURY CITY HALL,"5290 GRAND MEADOW DR STE 1, ASBURY, IA 52002"
IA,2018-11-06,county,Dubuque,ASBURY,32,32,32 MEADOWS GOLF CLUB,"15766 CLOVER LN, ASBURY, IA 52002"
IA,2018-11-06,county,Dubuque,CASCADE,33,33,33 CASCADE CITY HALL,"320 1ST AVE W, CASCADE, IA 52033"
IA,2018-11-06,county,Dubuque,PEOSTA,34,34,34 PEOSTA COMMUNITY CENTER,"7896  BURDS RD, PEOSTA, IA 52068"
IA,2018-11-06,county,Dubuque,LUXEMBURG,35,35,35  LUXEMBURG CITY HALL,"202 S ANDRES, LUXEMBURG, IA 52056"
IA,2018-11-06,county,Dubuque,DUBUQUE,36,36,36 HOPE CHURCH,"11919 KENNEDY RD, DUBUQUE, IA 52001"
IA,2018-11-06,county,Dubuque,DYERSVILLE,37,37,37 DV SOCIAL CENTER,"625 3RD AVE SE, DYERSVILLE, IA 52040"
IA,2018-11-06,county,Dubuque,DYERSVILLE,38,38,38 DV SOCIAL CENTER,"625 3RD AVE SE, DYERSVILLE, IA 52040"
IA,2018-11-06,county,Dubuque,DYERSVILLE,39,39,39 DYERSVILLE BECKMAN HS,"1325 9TH ST SE, DYERSVILLE, IA 52040"
IA,2018-11-06,county,Dubuque,FARLEY,40,40,40 FARLEY MEMORIAL HALL,"301 1ST ST NW, FARLEY, IA 52046"
IA,2018-11-06,county,Dubuque,EPWORTH,41,41,41 EPWORTH COUNCIL CHAMBERS,"191 JACOBY DR  E, EPWORTH, IA 52045"
IA,2018-11-06,county,Dubuque,SHERRILL,42,42,42 SS PETER & PAUL SHERRILL,"5131 SHERRILL RD, SHERRILL, IA 52073"
IA,2018-11-06,county,Dubuque,DUBUQUE,43,43,43 KEY WEST FIRE STATION,"10480 TIMOTHY ST, DUBUQUE, IA 52003"
IA,2018-11-06,county,Dubuque,BERNARD,44,44,44 BERNARD FIRE STATION,"547 ROLUS ST, BERNARD, IA 52032"
IA,2018-11-06,county,Dubuque,PEOSTA,45,45,45 SWISS VALLEY NATURE CNTR,"13069 SWISS VALLEY RD, PEOSTA, IA 52068"
IA,2018-11-06,county,Emmet,ARMSTRONG,1,AG-IL-ARMSTRONG,ARMSTRONG COMMUNITY CENTER,"519 6TH ST, ARMSTRONG, IA 50514"
IA,2018-11-06,county,Emmet,GRUVER ,2,CN-SL-GRUVER,GRUVER CITY HALL,"201 1ST AVE, GRUVER , IA 51334"
IA,2018-11-06,county,Emmet,RINGSTED,3,DM-JC-RINGSTED,UNITED LUTHERAN CHURCH,"208 WEST MAPLE ST, RINGSTED, IA 50578"
IA,2018-11-06,county,Emmet,ESTHERVILLE  ,6,E'VILLE-WARD 1,REDEEMER LUTHERAN CHURCH,"1215 N 15TH ST, ESTHERVILLE  , IA 51334"
IA,2018-11-06,county,Emmet,ESTHERVILLE,7,E'VILLE-WARD 2,FARM BUREAU OFFICE,"421 1ST AVE N, ESTHERVILLE, IA 51334"
IA,2018-11-06,county,Emmet,ESTHERVILLE,8,E'VILLE-WARD 3,COURTHOUSE - ALL PURPOSE ROOM,"609 1ST AVE N, ESTHERVILLE, IA 51334"
IA,2018-11-06,county,Emmet,ESTHERVILLE,9,E'VILLE-WARD 4,ESTHERVILLE FIRE STATION,"27 S 5TH ST , ESTHERVILLE, IA 51334"
IA,2018-11-06,county,Emmet,ESTHERVILLE,10,E'VILLE-WARD 5,MASONIC HALL,"2003 E CENTRAL AVE, ESTHERVILLE, IA 51334"
IA,2018-11-06,county,Emmet,DOLLIVER,4,EL-LN-DOLLIVER,DOLLIVER CITY BLDG,"5017 SHAFTER ST, DOLLIVER, IA 50531"
IA,2018-11-06,county,Emmet,ESTHERVILLE,5,EM-ES,COURTHOUSE - BOARDROOM,"609 1ST AVE N, ESTHERVILLE, IA 51334"
IA,2018-11-06,county,Emmet,WALLINGFORD,11,HL-TM-WALLINGFORD,WALLINGFORD COMMUNITY CENTER,"42 ST JAMES AVE, WALLINGFORD, IA 51365"
IA,2018-11-06,county,Fayette,ST. LUCAS,AU,Auburn Twp,ST. LUCAS COMMUNITY CENTER,"101 W MAIN ST., ST. LUCAS, IA 52166"
IA,2018-11-06,county,Fayette,WESTGATE,BF,Banks-Fremont Twp.,WESTGATE COMMUNITY BUILDING,"184 MAIN ST, WESTGATE, IA 50681"
IA,2018-11-06,county,Fayette,HAWKEYE,BW,Bethel-Windsor Twp.,HAWKEYE PUBLIC LIBRARY,"104 S 2ND ST., HAWKEYE, IA 52147"
IA,2018-11-06,county,Fayette,MAYNARD,CE,Center Twp,MAYNARD LIBRARY,"245 MAIN STREET P.O. BOX 225, MAYNARD, IA 50655"
IA,2018-11-06,county,Fayette,ELGIN,CL,Clermont Twp,NFV COMM. COALITION BLDG,"23689 CANOE ROAD, ELGIN, IA 52141"
IA,2018-11-06,county,Fayette,WEST UNION,DV,Dover Twp,"WEST UNION LIBRARY, EAST ENTRANCE","210 N VINE ST., WEST UNION, IA 52175"
IA,2018-11-06,county,Fayette,ST. LUCAS,ED,Eden Twp,ST. LUCAS COMMUNITY CENTER,"101 W MAIN ST., ST. LUCAS, IA 52166"
IA,2018-11-06,county,Fayette,ORAN,FB,Fairbank Inc,ORAN COMMUNITY HALL,"5054 MAIN ST., ORAN, IA 50664"
IA,2018-11-06,county,Fayette,ARLINGTON,FP,Fairfield-Putnam Twp.,"ARLINGTON PUBLIC LIBRARY, BACK ENTRANCE","711 MAIN ST., ARLINGTON, IA 50606"
IA,2018-11-06,county,Fayette,MAYNARD,HL,Harlan Twp,MAYNARD LIBRARY,"245 MAIN STREET P.O. BOX 225, MAYNARD, IA 50655"
IA,2018-11-06,county,Fayette,WADENA,IL,Illyria Twp,"WADENA LIBRARY, MEETING ROOM","136 S MILL ST., WADENA, IA 52169"
IA,2018-11-06,county,Fayette,OELWEIN,JF,Jefferson Twp,OELWEIN LEGION HALL,"108 1ST ST. SW, OELWEIN, IA 50662"
IA,2018-11-06,county,Fayette,OELWEIN,OE1,Oelwein Ward 1,"OELWEIN PUBLIC LIBRARY MGT. RM., EAST","201 EAST CHARLES ST., OELWEIN, IA 50662"
IA,2018-11-06,county,Fayette,OELWEIN,OE2,Oelwein Ward 2,OELWEIN COMMUNITY PLAZA,"25 W CHARLES ST, OELWEIN, IA 50662"
IA,2018-11-06,county,Fayette,OELWEIN,OE3,Oelwein Ward 3,"OELWEIN PUBLIC LIBRARY MGT. RM., EAST","201 EAST CHARLES ST., OELWEIN, IA 50662"
IA,2018-11-06,county,Fayette,OELWEIN,OE4,Oelwein Ward 4,OELWEIN COMMUNITY PLAZA,"25 W CHARLES ST, OELWEIN, IA 50662"
IA,2018-11-06,county,Fayette,ORAN,OR,Oran Twp,ORAN COMMUNITY HALL,"5054 MAIN ST., ORAN, IA 50664"
IA,2018-11-06,county,Fayette,ELGIN,PL,Pleasant Valley Twp,NFV COMM. COALITION BLDG,"23689 CANOE ROAD, ELGIN, IA 52141"
IA,2018-11-06,county,Fayette,OELWEIN,SC,Scott Twp,OELWEIN LEGION HALL,"108 1ST ST. SW, OELWEIN, IA 50662"
IA,2018-11-06,county,Fayette,FAYETTE,SF,Smithfield Twp,"FAYETTE LIBRARY, ICN ROOM","104 W STATE ST., FAYETTE, IA 52142"
IA,2018-11-06,county,Fayette,WEST UNION,UN,Union Twp,"WEST UNION LIBRARY, EAST ENTRANCE","210 N VINE ST., WEST UNION, IA 52175"
IA,2018-11-06,county,Fayette,WEST UNION,WE1,West Union Ward 1,COURTHOUSE ASSEMBLY ROOM,"114 N VINE ST., WEST UNION, IA 52175"
IA,2018-11-06,county,Fayette,WEST UNION,WE2,West Union Ward 2,COURTHOUSE ASSEMBLY ROOM,"114 N VINE ST., WEST UNION, IA 52175"
IA,2018-11-06,county,Fayette,WEST UNION,WE3,West Union Ward 3,COURTHOUSE ASSEMBLY ROOM,"114 N VINE ST., WEST UNION, IA 52175"
IA,2018-11-06,county,Fayette,FAYETTE,WF,Westfield Twp,"FAYETTE LIBRARY, ICN ROOM","104 W STATE ST., FAYETTE, IA 52142"
IA,2018-11-06,county,Floyd,CHARLES CITY,CC1,Charles City 1 (Courthouse),FLOYD COUNTY COURTHOUSE,"101 S MAIN ST, CHARLES CITY, IA 50616"
IA,2018-11-06,county,Floyd,CHARLES CITY,CC2,Charles City 2 (Messiah),MESSIAH LUTHERAN CHURCH,"705 3RD AVENUE, CHARLES CITY, IA 50616"
IA,2018-11-06,county,Floyd,CHARLES CITY,CC3,Charles City 3 (Trinity),TRINITY UNITED METHODIST CHURCH,"601 MILWAUKEE ST, CHARLES CITY, IA 50616"
IA,2018-11-06,county,Floyd,FLOYD,FlCeNi,Floyd-Cedar-Niles,FLOYD COMMUNITY CENTER,"706 FAIRFIELD ST, FLOYD, IA 50435"
IA,2018-11-06,county,Floyd,NORA SPRINGS,RGRu,Rock Grove-Rudd,NORA SPRINGS CITY HALL,"45 N HAWKEYE AVENUE, NORA SPRINGS, IA 50458"
IA,2018-11-06,county,Floyd,ROCKFORD,RfUl,Rockford-Ulster,ROCKFORD CITY HALL,"206 W. MAIN AVENUE, ROCKFORD, IA 50468"
IA,2018-11-06,county,Floyd,MARBLE ROCK,ScUnPG,Scott-Union-Pleasant Grove,MARBLE ROCK LIBRARY,"122 MAIN ST. S , MARBLE ROCK, IA 50653"
IA,2018-11-06,county,Floyd,CHARLES CITY,SCRv,St Charles-Riverton,CEDAR VALLEY TRANSPORTATION,"600 18TH ST., CHARLES CITY, IA 50616"
IA,2018-11-06,county,Franklin,HANSELL,GNIGEM,Geneva/Ingham/East Mott,HANSELL COMMUNITY CENTER,"1471 TIMBER AVE, HANSELL, IA 50441"
IA,2018-11-06,county,Franklin,BRADFORD,GROC,Grant/Osceola,BRADFORD COMMUNITY CENTER,"302 MAIN ST, BRADFORD, IA 50041"
IA,2018-11-06,county,Franklin,HAMPTON,HLLERV,Hamilton/Lee/Reeve,MAYNES GROVE SHELTER,"948 HWY 65, HAMPTON, IA 50441"
IA,2018-11-06,county,Franklin,HAMPTON,HP1,Hampton 1,FRANKLIN CO LAW ENF CTR - HP1,"105 5TH ST SW, HAMPTON, IA 50441"
IA,2018-11-06,county,Franklin,HAMPTON,HP2,Hampton 2,FRANKLIN CO LAW ENF CTR - HP2,"105 5TH ST SW, HAMPTON, IA 50441"
IA,2018-11-06,county,Franklin,HAMPTON,HP3,Hampton 3,ST PAT'S CATHOLIC CHURCH - HP3,"1405 N FEDERAL, HAMPTON, IA 50441"
IA,2018-11-06,county,Franklin,HAMPTON,HP4,Hampton 4,HAMPTON FIRE STATION,"203 2ND AVE NW, HAMPTON, IA 50441"
IA,2018-11-06,county,Franklin,LATIMER,MA,Marion,LATIMER COMMUNITY CENTER,"104 N AKIR, LATIMER, IA 50452"
IA,2018-11-06,county,Franklin,COULTER,OKMG,Oakland/Morgan,COULTER COMMUNITY CENTER,"109 MAIN ST, COULTER, IA 50431"
IA,2018-11-06,county,Franklin,SHEFFIELD,RLRSWF,Richland/Ross/West Fork,SHEFFIELD EMS BUILDING,"111 N 3RD ST, SHEFFIELD, IA 50475"
IA,2018-11-06,county,Franklin,HAMPTON,WMO,West Mott,FRANKLIN COUNTY COURTHOUSE,"12 1ST AVE NW, HAMPTON, IA 50441"
IA,2018-11-06,county,Franklin,ALEXANDER,WRSC,Wisner/Scott,ALEXANDER PUBLIC LIBRARY,"409 HARRIMAN, ALEXANDER, IA 50420"
IA,2018-11-06,county,Fremont,FARRAGUT,FG,Farragut Pct,FARRAGUT CITY HALL,"518 HARTFORD AVE, FARRAGUT, IA 51639"
IA,2018-11-06,county,Fremont,TABOR,GNRSSC,Green Riverside Scott Pct,TABOR CITY HALL,"626 MAIN ST, TABOR, IA 51653"
IA,2018-11-06,county,Fremont,HAMBURG,HB,Hamburg/Washington Twp,HAMBURG CITY HALL,"1201 MAIN ST, HAMBURG, IA 51640"
IA,2018-11-06,county,Fremont,RIVERTON,RT,Riverton Pct,RIVERTON COMMUNITY CENTER,"808 SUMMER AVE, RIVERTON, IA 51650"
IA,2018-11-06,county,Fremont,SIDNEY,SN,Sidney Pct,UNITED FAITH CHURCH-SIDNEY,"1975 US-275, SIDNEY, IA 51652"
IA,2018-11-06,county,Greene,JEFFERSON,CENTRAL,Central Precinct,"CLOVER HALL, FAIRGROUNDS","601 E LINCOLNWAY , JEFFERSON, IA 50129"
IA,2018-11-06,county,Greene,GRAND JUNCTION,EAST,East Precinct,ST BRIGID PARISH CENTER,"602 HAGER ST E , GRAND JUNCTION, IA 50107"
IA,2018-11-06,county,Greene,JEFFERSON,J1,Jefferson 1,"S ASSM ROOM, COURTHOUSE","114 N CHESTNUT STREET, JEFFERSON, IA 50129"
IA,2018-11-06,county,Greene,JEFFERSON,J2,Jefferson 2,TRINITY LUTHERAN CHURCH,"801 W LINCOLN WAY, JEFFERSON, IA 50129"
IA,2018-11-06,county,Greene,JEFFERSON,J3,Jefferson 3,GREENE CO COMMUNITY CENTER,"204 W HARRISON STREET, JEFFERSON, IA 50129"
IA,2018-11-06,county,Greene,CHURDAN,NORTH,North Precinct,"COMMUNITY CENTER, CHURDAN","410 SAND STREET, CHURDAN, IA 50050"
IA,2018-11-06,county,Greene,SCRANTON,WEST,West Precinct,NEW SCRANTON CITY HALL,"900 EAGLE STREET , SCRANTON, IA 51462"
IA,2018-11-06,county,Grundy,CONRAD,P1,P1,CONRAD LIBRARY,"114 NORTH MAIN STREET, CONRAD, IA 50621"
IA,2018-11-06,county,Grundy,GRUNDY CENTER,P2,P2,GC COMMUNITY CENTER (P2),"705 F AVENUE, GRUNDY CENTER, IA 50638"
IA,2018-11-06,county,Grundy,WELLSBURG,P3,P3,WELLSBURG PUBLIC LIBRARY,"411 NORTH ADAMS STREET, WELLSBURG, IA 50680"
IA,2018-11-06,county,Grundy,HOLLAND,P4,P4,HCC WESTERN OUTREACH CENTER,"17040 MARKET AVENUE, HOLLAND, IA 50642"
IA,2018-11-06,county,Grundy,DIKE,P5,P5,DIKE LIBRARY,"133 EAST ELDER STREET, DIKE, IA 50624"
IA,2018-11-06,county,Grundy,REINBECK,P6,P6,REINBECK MEMORIAL BUILDING,"208 BROAD STREET, REINBECK, IA 50669"
IA,2018-11-06,county,Grundy,GRUNDY CENTER,P7,P7,GRUNDY CENTER COMMUNITY CENTER,"705 F AVENUE, GRUNDY CENTER, IA 50638"
IA,2018-11-06,county,Guthrie,CASEY,01,Black,CASEY VISITORS CENTER,"100 E GRANT ST, CASEY, IA 50048"
IA,2018-11-06,county,Guthrie,PANORA,02,Blue,VET'S AUDITORIUM - PANORA,"115 W. MAIN STREET, PANORA, IA 50216"
IA,2018-11-06,county,Guthrie,PANORA,03,Brown,PANORA LIBRARY,"117 W. MAIN STREET, PANORA, IA 50216"
IA,2018-11-06,county,Guthrie,GUTHRIE CENTER,04,Gold,CHRISTIAN CHURCH - GUTHRIE CENTER,"105 N. 4TH STREET, GUTHRIE CENTER, IA 50115"
IA,2018-11-06,county,Guthrie,YALE,05,Green,YALE COMMUNITY BUILDING,"MAIN STREET, YALE, IA 50277"
IA,2018-11-06,county,Guthrie,STUART,06,Purple,CONGREGATIONAL CHURCH - STUART,"224 N DIVISION STREET, STUART, IA 50250"
IA,2018-11-06,county,Guthrie,BAYARD,07,Red,BAYARD LIBRARY,"315 MAIN STREET, BAYARD, IA 50029"
IA,2018-11-06,county,Guthrie,GUTHRIE CENTER,08,White,CHRISTIAN CHURCH - GUTHRIE CENTER,"105 N. 4TH STREET, GUTHRIE CENTER, IA 50115"
IA,2018-11-06,county,Hamilton,WEBSTER CITY,PCT 1,Pct 1 Cass Freedom Fremont Independence,TRINITY EVANGELICAL LUTHERAN CHURCH,"1229 KATHY LANE, WEBSTER CITY, IA 50595"
IA,2018-11-06,county,Hamilton,BLAIRSBURG,PCT 2,Pct 2 Blairsburg Liberty Williams,BLAIRSBURG CITY HALL LB,"516 LAKE ST, BLAIRSBURG, IA 50034"
IA,2018-11-06,county,Hamilton,STANHOPE,PCT 3,Pct 3 Clear Lake Hamilton Marion Webster ,STANHOPE COMMUNITY BUILDING,"600 MAIN ST, STANHOPE, IA 50246"
IA,2018-11-06,county,Hamilton,JEWELL,PCT 4,Pct 4 Lyon Ellsworth,SOUTH HAMILTON HIGH SCHOOL,"315 DIVISION ST, JEWELL, IA 50130"
IA,2018-11-06,county,Hamilton,ELLSWORTH,PCT 5,Pct 5 Lincoln Rose Grove Scott,ELLSWORTH TRINITY LUTHERAN CHURCH,"1629 DEWITT ST, ELLSWORTH, IA 50075"
IA,2018-11-06,county,Hamilton,WEBSTER CITY,WC1,Webster City 1,WEBSTER CITY FIRE STATION,"919 SUPERIOR ST, WEBSTER CITY, IA 50595"
IA,2018-11-06,county,Hamilton,WEBSTER CITY,WC2,Webster City 2,ST PAUL LUTHERAN CHURCH,"1005 BEACH ST, WEBSTER CITY, IA 50595"
IA,2018-11-06,county,Hamilton,WEBSTER CITY,WC3,Webster City 3,FIRST BAPTIST CHURCH,"543 DIVISION ST, WEBSTER CITY, IA 50595"
IA,2018-11-06,county,Hancock,GARNER,01,01,FAITH LUTHERAN CHURCH,"1985 290TH ST, GARNER, IA 50438"
IA,2018-11-06,county,Hancock,CRYSTAL LAKE,02,02,CRYSTAL LAKE TOWN HALL,"225 S STATE AVE, CRYSTAL LAKE, IA 50432"
IA,2018-11-06,county,Hancock,WODEN,03,03,WODEN COMMUNITY CENTER,"208 MAIN ST, WODEN, IA 50484"
IA,2018-11-06,county,Hancock,BRITT,04,04,BRITT MUNICIPAL BUILDING,"170 MAIN AVE S, BRITT, IA 50423"
IA,2018-11-06,county,Hancock,BRITT,05,05,DUNCAN COMMUNITY HALL,"2337 NATION AVE, BRITT, IA 50423"
IA,2018-11-06,county,Hancock,GARNER,06,06,GARNER PUBLIC LIBRARY,"416 STATE ST, GARNER, IA 50438"
IA,2018-11-06,county,Hancock,KLEMME,07,07,KLEMME CITY HALL,"204 E MAIN ST, KLEMME, IA 50449"
IA,2018-11-06,county,Hancock,CORWITH,08,08,CORWITH COMMUNITY CENTER,"110 WAYNE ST, CORWITH, IA 50430"
IA,2018-11-06,county,Hancock,KANAWHA,09,09,KANAWHA CITY HALL,"121 N MAIN ST, KANAWHA, IA 50447"
IA,2018-11-06,county,Hancock,GOODELL,10,10,GOODELL COMMUNITY CENTER,"315 BROADWAY ST, GOODELL, IA 50439"
IA,2018-11-06,county,Hardin,ALDEN,AL,Alden/Buckeye Pct,ALDEN LEGION COMMUNITY CENTER,"506 WEST ST., ALDEN, IA 50006"
IA,2018-11-06,county,Hardin,HUBBARD,CC,Concord/Sherman/Grant/Tipton Pct,HUBBARD FIRE STATION,"218 N IOWA ST, HUBBARD, IA 50122"
IA,2018-11-06,county,Hardin,ELDORA,ELC,Eldora City Pct,HARDIN COUNTY COURTHOUSE,"1215 EDGINGTON AVE., ELDORA, IA 50627"
IA,2018-11-06,county,Hardin,ELDORA,EL,Eldora/Pleasant/Providence/Union Pct,ELDORA CITY HALL,"1442 WASHINGTON ST., ELDORA, IA 50627"
IA,2018-11-06,county,Hardin,ACKLEY,ET,Etna/Clay Pct,ST. JOHN'S UNITED CHURCH OF CHRIST,"716 3RD AVE., ACKLEY, IA 50601"
IA,2018-11-06,county,Hardin,IOWA FALLS,HA,Hardin/Ellis/Jackson Pct,ELLSWORTH EQUINE CENTER,"709 ELLSWORTH AVE, IOWA FALLS, IA 50126"
IA,2018-11-06,county,Hardin,IOWA FALLS,IF1,Iowa Falls 1 Pct,BARLOW MEMORIAL LIBRARY,"921 WASHINGTON AVE, IOWA FALLS, IA 50126"
IA,2018-11-06,county,Hardin,IOWA FALLS,IF2,Iowa Falls 2 Pct,IOWA FALLS FIRE DEPARTMENT,"218 SO RIVER ST, IOWA FALLS, IA 50126"
IA,2018-11-06,county,Harrison,WOODBINE,BO,Boyer Lincoln,SACRED HEART PARISH CENTER,"33 7TH ST, WOODBINE, IA 51579"
IA,2018-11-06,county,Harrison,PERSIA,WS,Cass Union Washington Persia,PERSIA FIRE HALL,"112 MAIN ST, PERSIA, IA 51563"
