Harrison,1423,Poplar Head,1071,POPLAR HEAD METHODIST UNITED CHURCH,"13196 POPLAR HEAD RD, SAUCIER MS 39574",328
Harrison,575001863,Biloxi 10,1081,WEST BILOXI LIBRARY,"2047 PASS RD, BILOXI MS 39531",2146
Harrison,575001864,New Popps Ferry,1091,FIRST BAPTIST CHURCH BILOXI,"1560 POPPS FERRY RD, BILOXI MS 39532",1164
Harrison,1429,Advance,2011,GALILEE BAPTIST CHURCH,"23004 SAUCIER ADVANCE RD, SAUCIER MS 39574",1490
Harrison,1434,East Lyman,2031,LYMAN COMMUNITY CENTER,"13472 HIGHWAY 49, GULFPORT MS 39503",1086
Harrison,1437,E Orange Grove,2041,HARRISON CENTRAL ELEMENTARY SCHOOL,"15451 DEDEAUX RD, GULFPORT MS 39503",3913
Harrison,1440,Gulfport # 4,2051,CENTRAL FIRE STATION,"1515 23RD AVE, GULFPORT MS 39501",526
Harrison,1441,Gulfport # 5,2061,GULFPORT LITTLE THEATRE INCORPORATED,"2600 13TH AVE, GULFPORT MS 39501",1112
Harrison,1445,Gulfport # 7,2071,HERBERT WILSON RECREATION CENTER,"3625 HANCOCK AVE, GULFPORT MS 39507",1000
Harrison,1447,Gulfport # 11,2081,BAYOU VIEW MIDDLE SCHOOL,"212 43RD ST, GULFPORT MS 39507",774
Harrison,1448,Gulfport # 12,2091,BAYOU VIEW ELEMENTARY SCHOOL,"4898 WASHINGTON AVE, GULFPORT MS 39507",1586
Harrison,1449,West Lyman,2101,LYMAN ELEMENTARY SCHOOL,"14222 OLD HIGHWAY 49, GULFPORT MS 39503",4039
Harrison,1452,West Orange Grove,2111,ORANGE GROVE ELEMENTARY SCHOOL,"11391 OLD HIGHWAY 49, GULFPORT MS 39503",3807
Harrison,1456,Riceville,2121,PERSIMMON HILL BAPTIST CHURCH,"22081 RICEVILLE RD, SAUCIER MS 39574",258
Harrison,1458,Stonewall,2131,ORANGE GROVE WORK CENTER,"10076 LORRAINE RD, GULFPORT MS 39503",2202
Harrison,1461,West Handsboro,2141,HARRISON COUNTY SAND BEACH AUTHORITY,"842 COMMERCE ST, GULFPORT MS 39507",2263
Harrison,1462,West Miss City,2151,GULFPORT HIGH SCHOOL GYMNASIUM,"100 PERRY STREET, GULFPORT MS 39507",623
Harrison,1468,Delisle,3011,DELISLE VOLUNTEER FIRE DEPT,"25242 CUEVAS DELISE RD, PASS CHRISTIAN MS 39571",1536
Harrison,1469,E Pass Christian,3021,CITY COURT BUILDING,"329 EAST SECOND STREET, PASS CHRISTIAN MS 39571",1923
Harrison,1471,Westside,3031,WESTSIDE COMMUNITY CENTER,"4006 8TH STREET, GULFPORT MS 39501",970
Harrison,1474,W Pass Christian,3041,VETERANS OF FOREIGN WARS POST #5931,"400 CLARENCE AVENUE, PASS CHRISTIAN MS 39571",1440
Harrison,1476,Ladner,3051,WEST HARRISON COUNTY FIRE STATION,"10071 VIDALIA RD, PASS CHRISTIAN MS 39571",1339
Harrison,1478,West Lizana,3061,LIZANA VOLUNTEER FIRE DEPARTMENT,"16445 LIZANA SCHOOL RD, GULFPORT MS 39503",841
Harrison,1480,Long Beach # 1,3071,FIRST UNITED METHODIST CHURCH OF LONG BEACH,"208 PINE STREET, LONG BEACH MS 39560",1206
Harrison,1481,Long Beach # 2,3081,LONG BEACH PRESBYTERIAN CHURCH,"125 EAST 2ND STREET, LONG BEACH MS 39560",1310
Harrison,1483,Long Beach # 3,3091,UNIVERSITY OF SOUTHERN MISSISSIPPI-GULF PARK CAMPUS,"730 EAST BEACH BLVD, LONG BEACH MS 39560",1228
Harrison,1484,Long Beach # 4,3101,LONG BEACH POLICE DEPARTMENT,"201 ALEXANDER RD, LONG BEACH MS 39560",1578
Harrison,1485,Long Beach # 5,3111,GRACE LUTHERAN CHURCH,"19221 PINEVILLE RD, LONG BEACH MS 39560",2337
Harrison,1487,Long Beach # 6,3121,LONG BEACH SCHOOL ADM. BLDG.,"19148 COMMISSION RD, LONG BEACH MS 39560",1387
Harrison,1489,Outside Long Beach,3131,FAITH BAPTIST CHURCH,"8467 CANAL RD, GULFPORT MS 39503",634
Harrison,1496,Pineville,3141,PINEVILLE ELEMENTARY SCHOOL,"5192 MENGE AVE, PASS CHRISTIAN MS 39571",1922
Harrison,1502,Vidalia,3151,SACRED HEART DEDEAUX CATHOLIC CHURCH,"14595 VIDALIA RD, PASS CHRISTIAN MS 39571",649
Harrison,775002287,County Farm/Gulf Haven,3161,COUNTY FARM ROAD FIRE STATION,"13243 COUNTY FARM RD, GULFPORT MS 39503",2181
Harrison,1506,Gulfport # 3,4011,19TH STREET COMMUNITY CENTER,"3319 19TH STREET, GULFPORT MS 39501",1000
Harrison,1509,Gulfport # 8,4021,DISABLED AMERICAN VETERANS HALL,"2600 23RD AVE, GULFPORT MS 39501",2187
Harrison,1512,Gulfport # 13,4041,GASTON HEWES RECREATION CENTER,"2733 33RD AVENUE, GULFPORT MS 39501",2438
Harrison,1514,Gulfport # 14,4051,GASTON POINT COMMUNITY CENTER,"1505 MILLS AVE, GULFPORT MS 39501",2369
Harrison,1515,Gulfport # 16,4061,THE LEARNING CENTER,"1215 CHURCH ST, GULFPORT MS 39507",1523
Harrison,1517,East North Gulfport,4071,GOOD DEEDS COMMUNITY CENTER,"15101 MADISON ST, GULFPORT MS 39501",1599
Harrison,1521,North Bel-Aire,4091,ORANGE GROVE COMMUNITY CENTER,"14416 DEDEAUX RD, GULFPORT MS 39503",4543
Harrison,1527,South Bel-Aire,4101,BEL-AIRE ELEMENTARY SCHOOL GYMNASIUM,"10531 KLEIN RD, GULFPORT MS 39503",3264
