Lamar,7651,Arnold Line,341,ARNOLD LINE COMMUNITY CENTER,"345 HEGWOOD RD, HATTIESBURG MS 39402",1156
Lamar,775002306,Mill Creek,342,MILL CREEK COMMUNITY CENTER,"4403 OLD HWY 11, PURVIS MS 39475",611
Lamar,7653,Midway,442,MIDWAY COMMUNITY CENTER,"1166 OLD HWY 24, HATTIESBURG MS 39402",1741
Lamar,7654,Oak Grove,443,OAK GROVE COMMUNITY CENTER,"4956 OLD HWY 11, HATTIESBURG MS 39402",1913
Lamar,7655,Lake Serene,444,LAKE SERENE CLUBHOUSE,"256 W LAKE RD, HATTIESBURG MS 39402",2763
Lamar,7656,Kingsmill,446,KINGSMILL COMMUNITY CENTER,"5874 W 4TH ST, HATTIESBURG MS 39402",1543
Lamar,7657,Breland,551,BRELAND COMMUNITY CENTER,"1349 JACKSON RD, HATTIESBURG MS 39402",2752
Lamar,7658,Oloh,552,OLOH COMMUNITY CENTER,"45 OLOH RD, SUMRALL MS 39482",741
Lamar,7659,Rocky Branch,553,ROCKY BRANCH COMMUNITY CENTER,"2646 ROCKY BRANCH RD, SUMRALL MS 39482",797
Lamar,7660,Sumrall,554,SUMRALL COMMUNITY CENTER,"95 CENTER AVE, SUMRALL MS 39482",3000
Lauderdale,762,101 - One,101,TRINITY PRESBYTERIAN CHURCH,"4223 POPLAR SPRING DR, MERIDIAN MS 39305",1882
Lauderdale,763,105 - Five,105,MERIDIAN LITTLE THEATRE,"4334 HWY 39 NORTH, MERIDIAN MS 39301",1667
Lauderdale,764,126 - Andrews Chapel,126,MASONIC LODGE,"9198 HILLVIEW DR, MERIDIAN MS 39305",891
,,,,,,
Lauderdale,767,146 - New Lauderdale,146,NE COMMUNITY CLUB,"628 BRIARWOOD RD, MERIDIAN MS 39305",1530
Lauderdale,768,153 - Prospect,153,PROSPECT PRESBYTERIAN CHURCH,"7876 POPLAR SPRINGS DR, MERIDIAN MS 39305",440
Lauderdale,769,175 - West Dalewood,175,LAUDERDALE FIRE STATION,"9275 LAUDERDALE TOOMSUBA RD, LAUDERDALE MS 39335",185
Lauderdale,776,202 - Two,202,POPLAR SPRINGS DR UNITED METHODIST CHURCH,"3937 POPLAR SPRINGS DR, MERIDIAN MS 39305",283
Lauderdale,777,204 - Four,204,CENTRAL FIRE STATION #1,"2500 14TH STREET, MERIDIAN MS 39301",737
Lauderdale,778,206 - Six,206,VELMA YOUNG COMMUNITY CENTER,"2400 16TH AVE, MERIDIAN MS 39301",2216
Lauderdale,779,214 - Fourteen,214,RAYMOND P. DAVIS COUNTY COURTHOUSE ANNEX BUILDING,"410 CONSTITUTION AVE, MERIDIAN MS 39301",745
Lauderdale,780,235 - Daleville,235,DALEVILLE UNITED METHODIST CHURCH,"10998 HWY 39 N, DALEVILLE MS 39326",370
Lauderdale,781,237 - East Lauderdale,237,FIRST BAPTIST CHURCH OF LAUDERDALE,"3659 LAUDERDALE ROAD, LAUDERDALE MS 39335",1393
