Jones,8666,BLACKWELL,23,BLACKWELL,"OAK BOWERY ROAD, ELLISVILLE MS 39437",369
Jones,8667,GEORGE HARRISON,24,GEORGE HARRISON BUILDING,"206 CHURCH ST., ELLISVILLE MS 39437",1993
Jones,8668,JOHNSON,25,JOHNSON,"LYON RANCH ROAD, ELLISVILLE MS 39437",742
Jones,8670,LANDRUM,26,LANDRUM,"HIGHWAY 15 SOUTH, OVETT MS 39464",486
Jones,8671,MOSELLE,27,MOSELLE,"MOSELLE ROAD, MOSELLE MS 39459",1248
Jones,8672,PINE GROVE,28,PINE GROVE,"HIGHWAY 590, ELLISVILLE MS 39437",955
Jones,8673,RAINEY,29,RAINEY,"RAINEY ROAD, MOSELLE MS 39459",1112
Jones,8674,SAND HILL,30,SAND HILL,"SAND HILL CHURCH ROAD, ELLISVILLE MS 39437",862
Jones,8675,SHELTON,31,SHELTON,"MONROE ROAD, MOSELLE MS 39459",733
Jones,8676,UNION,32,UNION,"2869 AUGUSTA ROAD, ELLISVILLE MS 39437",919
Jones,8677,FIRST ASSEMBLY OF GOD,33,FIRST ASSEMBLY OF GOD,"HIGHWAY 11 NORTH, ELLISVILLE MS 39437",1150
Jones,8679,MAGNOLIA CENTER,34,MAGNOLIA CENTER,"ELLISVILLE BOULEVARD, LAUREL MS 39440",2786
Jones,8680,L T ELLIS CENTER,35,L T ELLIS CENTER,"VICTORIA AVENUE, LAUREL MS 39440",2589
Jones,8682,OAK PARK SCHOOL,36,OAK PARK SCHOOL,"TAYLOR STREET, LAUREL MS 39440",1235
Jones,8686,CURRIE,37,CURRIE,"CURRIE ROAD, ELLISVILLE MS 39437",273
Kemper,7733,Scooba A-L,1,CITY HALL - SCOOBA,"888 KEMPER STREET, SCOOBA MS 39358",640
Kemper,7734,Scooba M-Z,2,HUMAN SERV BLDG,"929 KEMPER ST, SCOOBA MS 39358",583
Kemper,7735,Farmers Market,3,FARMERS MKT,"587 OLD SCOOBA ST, DEKALB MS 39328",194
Kemper,7736,Band Building,4,LIBRARY,"141 BELL ST, DEKALB MS 39328",676
Kemper,7738,Porterville,5,OLD PORTERVILLE SCHOOL - BEHIND,"155 SCOOBA RD, PORTERVILLE MS 39352",864
