Hinds,47,Precinct 11,11,JACKSON MEDICAL MALL,"300 W WOODROW WILSON AVE, JACKSON MS 39213",535
Hinds,49,Precinct 13,13,WALTON ELEMENTARY SCHOOL,"3200 BAILEY AVE, JACKSON MS 39213",1378
Hinds,50,Precinct 14,14,FONDREN PRESBYTERIAN CHURCH,"3220 OLD CANTON RD, JACKSON MS 39216",724
Hinds,53,Precinct 16,16,WOODLAND HILLS BAPTIST CHURCH,"3327 OLD CANTON RD, JACKSON MS 39216",1754
Hinds,55,Precinct 18,18,WELLS MEMORIAL UNITED METH CHURCH,"2019 BAILEY AVE, JACKSON MS 39213",589
Hinds,56,Precinct 19,19,CHERRY GROVE MISSIONARY BAPT. CHURCH,"1296 MARTIN LUTHER KING JR DR, JACKSON MS 39203",638
Hinds,58,Precinct 20,20,LANIER HIGH SCHOOL,"833 W MAPLE ST, JACKSON MS 39203",727
,,,,,,
Hinds,60,Precinct 22,22,FIRE STATION #20,"4445 MEDGAR EVERS BLVD, JACKSON MS 39213",1734
Hinds,61,Precinct 23,23,MEDGAR EVERS MUNICIPAL LIBRARY,"4215 MEDGAR EVERS BLVD, JACKSON MS 39213",1358
Hinds,62,Precinct 24,24,FRENCH ELEMENTARY SCHOOL,"311 JOEL AVE, JACKSON MS 39209",896
Hinds,63,Precinct 25,25,RAINES ELEMENTARY SCHOOL,"156 FLAG CHAPEL DR, JACKSON MS 39209",1399
Hinds,64,Precinct 26,26,TRUE WORSHIP MINISTRY,"5019 CLINTON BLVD, JACKSON MS 39209",1733
Hinds,65,Precinct 27,27,GROVE PARK COMMUNITY CENTER,"4126 PARKWAY AVE, JACKSON MS 39213",1404
Hinds,66,Precinct 28,28,GOLDEN KEY COMMUNITY CENTER,"3450 ALBERMARLE RD, JACKSON MS 39213",1309
Hinds,67,Precinct 29,29,POWELL MIDDLE SCHOOL,"3655 LIVINGSTON RD, JACKSON MS 39213",746
Hinds,68,Precinct 30,30,FAITH PRESBYTERIAN CHURCH,"3255 BAILEY AVE, JACKSON MS 39213",679
Hinds,70,Precinct 31,31,JOHNSON ELEMENTARY SCHOOL,"1339 OAK PARK DR, JACKSON MS 39213",1227
Hinds,71,Precinct 32,32,FIRE STATION #16,"1400 LAKELAND DR, JACKSON MS 39216",752
Hinds,72,Precinct 33,33,CASEY ELEMENTARY SCHOOL,"2101 LAKE CIRCLE, JACKSON MS 39211",1015
Hinds,73,Precinct 34,34,WILLIE MORRIS LIBRARY,"4912 OLD CANTON RD, JACKSON MS 39211",1557
Hinds,75,Precinct 35,35,SPANN ELEMENTARY SCHOOL,"1615 BRECON DR, JACKSON MS 39211",1462
Hinds,77,Precinct 36,36,MCLEOD ELEMENTARY SCHOOL,"1616 SANDALWOOD PL, JACKSON MS 39211",1107
Hinds,78,Precinct 37,37,BOYD ELEMENTARY SCHOOL,"4531 BROADMEADOW DR., JACKSON MS 39206",770
Hinds,80,Precinct 38,38,CHASTAIN ELEMENTARY SCHOOL,"4650 MANHATTAN RD, JACKSON MS 39206",837
Hinds,81,Precinct 39,39,FIRE STATION #7,"4625 NORTH STATE ST, JACKSON MS 39206",1076
Hinds,82,Precinct 40,40,COLLINS NORTHSIDE CHAPEL,"461 W NORTHSIDE DR, JACKSON MS 39206",1468
Hinds,83,Precinct 41,41,GREEN ELEMENTARY SCHOOL,"610 FOREST AVE, JACKSON MS 39206",1958
Hinds,84,Precinct 42,42,MCWILLIE ELEMENTARY SCHOOL,"4851 MCWILLIE DR, JACKSON MS 39206",1577
Hinds,85,Precinct 43,43,FRESH START CHRISTIAN CHURCH,"5210 MANHATTAN RD, JACKSON MS 39206",1669
Hinds,86,Precinct 44,44,NEW JERUSALEM BAPTIST CHURCH,"5708 OLD CANTON RD, JACKSON MS 39211",1813
Hinds,87,Precinct 45,45,ST PHILLIPS EPISCOPAL CHURCH,"5400 OLD CANTON RD, JACKSON MS 39211",1823
Hinds,88,Precinct 46,46,CHRIST UNITED METHODIST CHURCH,"6000 OLD CANTON RD, JACKSON MS 39211",2887
Hinds,89,Precinct 47,47,BATTLEFIELD PARK REC CENTER,"953 W PORTER ST, JACKSON MS 39204",879
,,,,,,
