Claiborne,3416,County Precinct 4-C,4-C,AMERICAN PAPER TUBE,"1315 BRIDEWELL LANE, PORT GIBSON MS 39150",0
Claiborne,3417,County Precinct 5-A,5-A,PATTISON FIRE STATION,"1047 HWY 547, PATTISON MS 39144",765
Claiborne,3418,County Precinct 5-B,5-B,PATTIOSN FIRE STATION,"1047 HWY 547, PATTISON MS 39144",713
Clarke,3326,Desoto,1,DESOTO VFD,"157 CO. RD. 114, SHUBUTA MS 39360",350
Clarke,3305,Beaverdam,11,BVDM VFD,"13327 CO. RD. 210, SHUBUTA MS 39360",351
Clarke,3306,Harmony Dist. 2,12,HARMONY VFD,"532 CO. RD. 282, QUITMAN MS 39355",422
Clarke,3307,Oakgrove,13,OK GRV VOTING HOUSE,"31 CO. RD. 2661, SHUBUTA MS 39360",456
Clarke,3308,Pachuta,14,PACHUTA,"15387 HWY 11 N, PACHUTA MS 39347",437
Clarke,3309,Souinlovie,15,CHURCH FELLOWSHIP HALL,"71 CO. RD. 324, ENTERPRISE MS 39330",226
Clarke,3312,Stonewall Dist. 3,18,STNW TOWN HALL,"801 S. ERWIN RD., STONEWALL MS 39363",754
Clarke,3296,South Quitman,2,QTM MULTI PURP BLDG,"101 WESTWOOD AVE., QUITMAN MS 39355",1257
Clarke,3314,Enterprise,20,ENTERPRISE VFD,"102 HWY. 513, ENTERPRISE MS 39330",1756
Clarke,775002302,HOPEWELL,21,HOPEWELL VFD,"2603 COUNTY ROAD 430, QUITMAN MS 39355",223
Clarke,3311,Rolling Creek,22,RC VFD,"1556 CO.RD. 345, QUITMAN MS 39355",282
Clarke,3318,Snell,24,SNELL VFD,"11893 CO. RD. 514, MERIDIAN MS 39301",226
Clarke,3319,Energy,25,ENERGY VOTING HOUSE,"8841 CO. RD. 514, MERIDIAN MS 39301",264
Clarke,3320,Union,26,UNION COMM CTR,"114 HWY 514, MERIDIAN MS 39301",819
Clarke,3321,North Quitman,27,BOYS & GIRLS CLUB,"341 NORTH JACKSON AVE., QUITMAN MS 39355",560
Clarke,3323,Langsdale,3,LANGSDALE COMM CTR,"5681 CO. RD. 610, SHUBUTA MS 39360",78
Clarke,3324,Manassa,30,MANASSA COMM CTR,"3867 CO. RD. 511, QUITMAN MS 39355",158
Clarke,3325,Springs,31,SPRINGS VFD,"8005 CO. RD. 511, QUITMAN MS 39355",178
Clarke,3327,Carmichael,33,CARM COMM CTR,"4507 CO. RD. 630, QUITMAN MS 39355",350
Clarke,3328,East Quitman,34,BOY SCOUT HUT,"301 S. JACKSON AVE., QUITMAN MS 39355",1686
Clarke,3298,Harmony Dist. 1,4,MEETING PLACE,"1849 HWY 18 W, QUITMAN MS 39355",194
Clarke,3299,Stonewall Dist. 1,5,STNW 1 JCJC BUILDING,"1200 SOUTH ERWIN RD., STONEWALL MS 39363",579
Clarke,3301,Shubuta,7,SHU MULTI PURP BLDG,"160 GRAHAM ST., SHUBUTA MS 39360",781
Clay,7242,Cairo,C,CAIRO VOTER BUILDING,"10851 HIGHWAY 46, CEDAR BLUFF MS 39741",453
Clay,7243,Caradine,CAR,CARADINE VOTER BUILDING,"14252 UNA-BRAND ROAD, PRAIRIE MS 39756",974
Clay,7244,Cedar Bluff,CB,CEDAR BLUFF - COMMUNITY CENTER,"197 HENRYVILLE ROAD, CEDAR BLUFF MS 39741",266
Clay,7245,Central-West Point,CWP,COUNTY COMPLEX,"330 W. BROAD, WEST POINT MS 39773",1249
Clay,7246,East-West Point,EWP,AMERICAN LEGION HUT,"515 WESTBROOK, WEST POINT MS 39773",1811
