Noxubee,6807,Summerville,9-Sum,SUMMERVILLE FIRE STATION,"3259 BUTLER ROAD, SHUQUALAK MS 39361",164
Oktibbeha,852,Bell Schoolhouse,BS,BELL SHCOOLHOUSE FIRE STATION,"BELL SCHOOL HOUSE FIRE STATION	2221 HWY 389, STARKVILLE MS 39759",405
Oktibbeha,750000056,Center Grove/North Adaton,CA,CENTER GROVE/N ADATON,"ADATON FIRE STATION	2237 REED RD, STARKVILLE MS 39759",713
Oktibbeha,750000058,Craig Springs/South Bradley,CB,CRAIG SPRINGS FIRE STATION,"CRAIG SPRINGS FIRE STATION	2199 CRAIG SPRINGS RD, STURGIS MS 39769",231
Oktibbeha,853,Central Starkville,CE,CENTRAL STARKVILLE,"CIRCUIT COURT COMPLEX	108 W MAIN STREET, STARKVILLE MS 39759",1837
Oktibbeha,857,East Starkville,ES,EAST STARKVILLE,"HUMPHRIES COLISEUM	55 COLISEUM BLVD, MS STATE MS 39762",633
Oktibbeha,750000055,Hickory Grove/Southeast,HE,HICKORY GROVE,"EAST OKT COUNTY FIRE STATION	OLD HWY 182 E, STARKVILLE MS 39762",1470
Oktibbeha,860,Maben,MA,MABEN CITY HALL,"MABEN CITY HALL	685 2ND AVE, MABEN MS 39750",356
Oktibbeha,861,North Starkville District 2,N2,NORTH 2,"MT PELIER BAPTIST CHURCH	840 N JACKSON ST, STARKVILLE MS 39759",976
Oktibbeha,862,North Starkville District 3,N3,NORTH 3,"FIRE STATION	102 W GARRARD RD, STARKVILLE MS 39759",2059
Oktibbeha,864,Northeast Starkville,NE,NORTHEAST,"HUMPHRIES COLISEUM	55 COLISEUM BLVD, MS STATE MS 39762",724
Oktibbeha,865,North Longview,NL,NORTH LONGVIEW,"LONGVIEW FIRE STATION	2168 HWY 12 W, STARKVILLE MS 39759",883
Oktibbeha,858,Needmore Community Center,NM,NEEDMORE,"NEEDMORE COMMUNITY CENTER	610 E GILLESPIE, STARKVILLE MS 39759",1238
Oktibbeha,866,Oktoc,OK,OKTOC,"OKTOC FIRE STATION	OKTOC RD, STARKVILLE MS 39759",888
Oktibbeha,867,Osborn,OS,OSBORN,"FIRE STATION 16 SECTION RD	1726 16TH SECTION RD, STARKVILLE MS 39759",1137
Oktibbeha,869,South Adaton,SA,SOUTH ADATON,"ADATON BAPTIST CHURCH	1975 HWY 82 W, STARKVILLE MS 39759",455
Oktibbeha,750000053,Sturgis/North Bradley,SB,STURGIS,"STURGIS FIRE STATION	2729 MONTGOMERY ST, STURGIS MS 39759",991
Oktibbeha,750000054,Self Creek/Double Springs,SD,SELF CREEK/DBL SPRINGS,"FIRE STSTION ON TURNER RD	3407 HWY 82 W, MABEN MS 39750",596
Oktibbeha,872,South Longview,SL,SOUTH LONGVIEW,"LONGVIEW FIRE STATION	2168 HWY 12 W, STARKVILLE MS 39759",221
Oktibbeha,873,Sessums,SM,SESSUMS,"SESSUMS FIRE STATION	3100 TURKEY CREEK RD, STARKVILLE MS 39759",1264
Oktibbeha,874,South Starkville,SS,SOUTH STARKVILLE,"SPORTSPLEX	405 LYNN LANE, STARKVILLE MS 39759",4819
,,,,,,
Panola,2340,Como,101,COMO LIBRARY,"104 MAIN ST, COMO MS 38619",1971
Panola,2308,Pleasant Mount,102,PLEASANT MOUNT FIRE STATION,"100 SIMON CHAPEL RD, SARDIS MS 38666",709
Panola,2309,East Sardis,103,SARDIS CITY HALL,"114 W. LEE ST, SARDIS MS 38666",676
Panola,2310,West Sardis,104,SARDIS COURTHOUSE,"215 S. POCAHONTAS ST, SARDIS MS 38666",1165
Panola,2311,Cold Springs,105,SARDIS LAKE FIRE DEPARTMENT,"28521 HIGHWAY 35 N, SARDIS MS 38666",402
Panola,2313,South Sardis,206,SARDIS LIBRARY,"101 MCLAURIN ST, SARDIS MS 38666",1819
Panola,2314,Pleasant Grove,208,PLEASANT GROVE FIRE STATION,"9566 HWY 315 W, SARDIS MS 38666",326
Panola,2315,Longtown,209,LONG TOWN FIRE STATION,"4975 HWY 310, CRENSHAW MS 38621",387
Panola,2316,Crenshaw,210,CRENSHAW OLD CITY HALL,"610 BROAD ST, CRENSHAW MS 38621",674
Panola,2317,Curtis,211,CURTIS FIRE STATION,"2809 CURTIS LOCKE STATION RD, BATESVILLE MS 38606",742
Panola,2320,Macedonia-Concord,212,MACEDONIA-CONCORD COMMUNITY CENTER,"8302 CURTIS RD, BATESVILLE MS 38606",397
Panola,2321,Batesville # 3,313,CLIFF FINCH BUILDING,"245 EUREKA ST, BATESVILLE MS 38606",1433
Panola,2322,Courtland,314,COURTLAND FIRE STATION,"536 MAIN ST, COURTLAND MS 38620",1757
Panola,2323,Pope,315,POPE CITY HALL,"31 MAGNOLIA ST, POPE MS 38658",1156
Panola,2324,Tocowa,316,TOCOWA COMMUNITY CENTER,"9101 HWY 35 S, BATESVILLE MS 38606",908
Panola,775002325,East Crowder,317,CROWDER WASTEWATER TREAMENT BUILDING,"386 A HUMPRHEY ST, CROWDER MS 38622",338
Panola,2327,East Batesville # 4,418,PANOLA COUNTY EXTENSION BUILDING,"394 HWY 51 S, BATESVILLE MS 38606",733
Panola,2328,Eureka,419,EUREKA COMMUNITY CENTER,"7694 EUREKA RD, COURTLAND MS 38620",1288
Panola,2329,North Springport,420,BLACK JACK COMMUNITY CENTER,"32595 BLACKJACK RD, BATESVILLE MS 38606",1040
Panola,2330,South Springport,421,MT. OLIVET FIRE DEPT.,"6507 MT OLIVET RD, BATESVILLE MS 38606",1305
Panola,2331,Cole'S Point,422,COLE'S POINT FIRE DEPT.,"1270 SARDIS LAKE DR, BATESVILLE MS 38606",588
Panola,2334,East Batesville,524,BATESVILLE COURTHOUSE,"151 PUBLIC SQUARE, BATESVILLE MS 38606",1447
Panola,2335,North Batesville # A,525,BATESVILLE CITY HALL,"103 COLLEGE ST, BATESVILLE MS 38606",1105
Panola,2337,North Batesville # B,526,PATTON LANE COMMUNITY CENTER,"133 PATTON LN, BATESVILLE MS 38606",1825
Panola,2338,Enon,527,ENON-LOCKE STATION WATER BLDG.,"3036 WALDRUP RD, BATESVILLE MS 38606",205
Pearl River,7878,Whitesand Bt 1,110,WHITESAND COMMUNITY CENTER,"22 ROBERT JAMES RD, POPLARVILLE MS 39470",514
Pearl River,7879,Derby Bt. 1,130,DERBY-WHITESAND VFD STATION 1,"672 DERBY-WHITESAND RD, POPLARVILLE MS 39470",640
Pearl River,7880,Picayune Bt.1 Eastside Annex,140,CENTRAL FIRE STATION,"435 S LOFTIN AVE, PICAYUNE MS 39466",1561
Pearl River,7881,Poplarville Beat 1,150,STORM SHELTER (FAIRGROUNDS),"124 RODEO ST, POPLARVILLE MS 39470",893
Pearl River,7882,Picayune Beat 1 Southside,160,MANA MINISTRIES (CCH YOUTH CTR),"120 STREET A, PICAYUNE MS 39465",1938
Pearl River,7883,Mill Creek Beat 2,210,MILL CREEK CO. BLDG,"12 HERB LEE-FRED SPIERS RD, CARRIERE MS 39426",847
Pearl River,7884,Poplarville Beat 2,220,COUNTY ADMINISTRATION BLDG,"417 HWY 11N, POPLARVILLE MS 39470",725
Pearl River,7885,Oak Hill Beat 2,230,OAK HILL VOTING PRECINCT,"408 OAK HILL RD, POPLARVILLE MS 39470",799
Pearl River,7886,Buck Branch Beat 2,240,CROSSROADS VFD STATION 1,"6868 HWY 43N, POPLARVILLE MS 39470",837
Pearl River,7887,Ford's Creek Beat 2,250,AMACKERTOWN VFD STATION 2,"9655 HWY 43 N, POPLARVILLE MS 39470",208
Pearl River,7888,Byrdline Beat 2,260,NORTH CENTRAL VFD STATION 2,"227 OTIS JONES RD, LUMBERTON MS 39455",220
Pearl River,7889,Picayune Beat 2,270,CHIMNEY SQUARE (PRC GOVT OFFICES),"917 GOODYEAR BLVD, PICAYUNE MS 39466",1904
Pearl River,7890,Henleyfield Beat 2,280,HENLEYFIELD COMMUNITY CENTER,"5371 HWY 43N, CARRIERE MS 39426",1062
