Lee,5294,Unity,P105,UNITY FIRE STATION,"913 RD 1303, GUNTOWN MS 38849",583
Lee,5295,Hebron,P106,HEBRON PRECINCT BUILDING,"210 RD 1451, SALTILLO MS 38866",449
Lee,5296,Fellowship,P107,FELLOWSHIP FIRE STATION,"611 RD 885, SALTILLO MS 38866",714
Lee,5297,Oak Hill,P108,OAK HILL PRECINCT BUILDING,"2255 N VETERANS BLVD, TUPELO MS 38804",1581
Lee,5298,Tupelo 1,P109,BEL-AIR CENTER,"2107 COUNTRY CLUB RD, TUPELO MS 38804",586
Lee,5299,Eggville,P110,EGGVILLE FIRE STATION,"860 RD 1498, TUPELO MS 38804",517
Lee,5302,Auburn,P113,AUBURN CIVIC CENTER,"166 RD 1498, TUPELO MS 38804",1445
Lee,5303,East Heights,P114,TUPELO CHILDREN MANSION,"1801 E MAIN ST, TUPELO MS 38804",474
Lee,5304,Cedar Hill,P201,CEDAR HILL FIRE STATION,"149 RD 541, GUNTOWN MS 38849",1534
Lee,5306,Davis Box,P203,DAVIS BOX PRECINCT BUILDING,"245 ROAD 1, TUPELO MS 38804",236
Lee,5307,Birmingham Ridge,P204,BIRMINGHAM RIDGE FIRE STATION,"947 RD 1948, SALTILLO MS 38866",1272
Lee,5308,Euclatubba,P205,EUCLATUBBA BAPTIST CHURCH,"726 EUCLATUBBA RD, SALTILLO MS 38866",327
Lee,5309,Saltillo,P206,SALTILLO COMMUNITY CENTER,"131 PARK AVE, SALTILLO MS 38866",2852
Lee,5310,Beech Springs,P207,BEECH SPRINGS BAPTIST CHURCH,"146 RD 1702, SALTILLO MS 38866",670
Lee,5312,Tupelo 2,P209,PARKWAY BAPTIST CHURCH,"1302 LEE ST, TUPELO MS 38801",3259
Lee,5313,Belden,P301,BELDEN VOLUNTEER FIRE STATION,"4677-A ENDVILLE RD, BELDEN MS 38826",1971
Lee,5314,Bissell,P302,BISSELL BAPTIST CHURCH,"4662 W MAIN ST, TUPELO MS 38801",4612
Lee,5315,Tupelo 3,P308,LAWNDALE PRESBYTERIAN CHURCH,"1500 LAWNDALE DR, TUPELO MS 38801",3536
Lee,5316,Palmetto,P401,PALMETTO-OLD UNION FIRE DEPT.,"825 RD 261, TUPELO MS 38801",1123
Lee,5317,Pleasant Grove,P402,PLEASANT GROVE PRECINCT BUILDING,"779 RD 506, SHANNON MS 38868",1184
Lee,5318,Old Union,P403,OLD UNION BAPTIST CHURCH LOCATION,"531 RD 600, SHANNON MS 38868",585
Lee,5319,Tupelo 4 North,P405,OLD LEE COUNTY COURTHOUSE,"201 JEFFERSON ST, TUPELO MS 38804",3168
Lee,5320,Tupelo 4 South,P406,MORNING STAR BAPTIST CHURCH,"2840 WILLIE MOORE RD, TUPELO MS 38801",2072
Lee,5321,Brewer,P501,BREWER METHODIST CHURCH,"280 RD 805, SHANNON MS 38868",471
Lee,5322,Shannon,P502,SHANNON CITY HALL,"225 BROAD ST, SHANNON MS 38868",845
