Montgomery,6943,Nations,NAT,NATIONS,"915 HIGHWAY 413, KILMICHAEL MS 39747",314
Montgomery,775002039,NORTH DUCK HILL,ND,FIRE STATION-ND,"HIGHWAY 51 & 404W, DUCK HILL MS 38925",262
Montgomery,775002040,NORTH KILMICHAEL,NK,MT. OLIVE BAPTIST CHURCH,"1406 B B KING DR, KILMICHAEL MS 39747",136
,,,,,,
Montgomery,775002042,NORTH WINONA,NW,OLD NATIONAL GUARD ARMORY,"700 ALBERTA DR, WINONA MS 38967",878
Montgomery,6967,Poplar Creek,PPC,FIRE DEPARTMENT - POPLAR CREEK,"10 POPLAR CREEK RD, KILMICHAEL MS 39747",129
Montgomery,775002044,SOUTHEAST WINONA,SE,OLD CITY HALL-WINONA,"116 N QUITMAN AVE, WINONA MS 38967",262
Montgomery,6972,Stewart,STW,FIRE DEPARTMENT - STEWART,"21 CHOCTAW STREET, STEWART MS 39767",95
Montgomery,775002043,SOUTH WINONA,SW,COMMUNITY CENTER - WINONA,"623 POWELL ST, WINONA MS 38967",1339
Montgomery,575001643,WEST WINONA,WW,WEST WINONA,"200 RECREATION PARK DRIVE, WINONA MS 38967",751
Neshoba,6218,Arlington,10,ARLINGTON VOL. FIRE DEPARTMENT NO. 1,"10980 ROAD 397, PHILA MS 39350",416
Neshoba,6220,Fairview,12,FAIRVIEW VOL FIRE DEPT NO. 1,"18981 HWY 21 S, PHILA MS 39350",323
Neshoba,6221,Fork,13,NEW ZION PENTECOSTAL CHURCH,"11421 ROAD 387, PHILA MS 39350",329
Neshoba,6222,Pearl River,14,PEARL RIVER GYMNASIUM,"101 INDUSTRIAL RD, PHILA MS 39350",762
Neshoba,6223,Tucker - District One,15,TUCKER FACILITY BUILDING,"127 A TUCKER FACILITY RD, PHILA MS 39350",167
Neshoba,6225,Zephyrhill,17,HOPE VOL FIRE DEPT NO. 1,"12890 HWY 488, PHILA MS 39350",422
Neshoba,6227,Bogue Chitto,20,BOGUE CHITTO FACILITY BLDG,"13350 HWY 491 N, PHILA MS 39350",211
Neshoba,6228,Center,21,SANDTOWN METHODIST CHURCH FELLOWSHIP HALL,"11950 HIGHWAY 482, PHILA MS 39350",443
Neshoba,6230,Forestdale,23,COFFADELIAH LODGE HWY 491,"10731 HWY 491 N, PHILA MS 39350",388
Neshoba,6231,North Bend,25,NORTH BEND VOTING BLDG HWY 21 N,"14473 HWY 21 N, PHILA MS 39350",569
Neshoba,6232,Northeast Philadelphia,26,NESHOBA COUNTY COLISEUM,"12000 HWY 15 N, PHILA MS 39350",1826
Neshoba,6234,County Line,31,COUNTY LINE VOL. FIRE DEPT,"10700 ROAD 505, UNION MS 39365",436
Neshoba,6236,Herbert,33,HOUSE VOL FIRE DEPT NO. 2,"12481 HWY 491 S, PHILA MS 39350",398
Neshoba,6237,House,34,HOUSE VOL FIRE DEPT CR 298,"13690 HWY 492 E, UNION MS 39365",572
Neshoba,6238,Southeast Philadelphia,35,EAST CENTRAL VO-TECH BUILDING,"900 VALLEY VIEW DRIVE, PHILA MS 39350",1549
Neshoba,6240,Tucker - District Three,37,TUCKER FIRE STATION NO. 1,"10030 BIA 0024, PHILA MS 39350",570
Neshoba,6241,Deemer,40,TUCKER VOL FIRE DEPT II,"10031 ROAD 541, PHILA MS 39350",313
Neshoba,6242,Dixon,41,DIXON VOL. FIRE DEPT,"14800 HWY 21 S, PHILA MS 39350",621
Neshoba,6243,Hays,42,PLEASANT VALLEY M.B. CHURCH,"12850 ROAD 210, UNION MS 39350",390
Neshoba,6244,Hope,43,HOPE VOL. FIRE DEPT,"10101 HWY 427, PHILA MS 39350",285
Neshoba,6245,Mcdonald,44,LINWOOD BAPTIST CHURCH FELLOWSHIP HALL,"14591 HWY 15 S, UNION MS 39365",777
Neshoba,6246,Neshoba,45,WALTON PARK,"10211 ROAD 325, UNION MS 39365",541
Neshoba,575001716,SOUTH PHILADELPHIA,46,TRINITY BAPTIST CHURCH,"594 CENTER AVENUE S, PHILADELPHIA MS 39350",204
Neshoba,6250,Burnside,50,BURNSIDE LAKE AUDITORIUM,"10100 ROAD 2812, PHILA MS 39350",529
Neshoba,6251,East Neshoba,51,EAST NESHOBA FIRE DEPT NO. 1,"13110 HWY 16 E, PHILA MS 39350",439
Neshoba,6252,Fusky,52,ARLINGTON VOL FIRE DEPT,"10980 ROAD 397, PHILA MS 39350",425
Neshoba,6253,Northwest Philadelphia,53,WESTSIDE COMMUNITY CENTER,"916 CARVER AVENUE, PHILA MS 39350",2013
Newton,8215,Chunky,CHUNKY,CHUNKY CITY HALL,"24 N COMMERCE STREET, CHUNKY MS 39323",516
Newton,8257,Conehatta,CONEHAT,CONEHATTA COMMUNITY HOUSE,"8507 HWY 489, CONEHATTA MS 39057",767
Newton,8259,Decatur #1,DEC #1,MULTI-PURPOSE BLDG.,"14712 HWY 15 SOUTH, DECATUR MS 39327",866
Newton,8203,Decatur 2,DEC #2,COURTHOUSE,"92 WEST BROAD ST, DECATUR MS 39327",635
Newton,8207,Duffee,DUFFEE,DUFFEE FIRE STATION,"12763 CHUNKY-DUFFEE RD, LITTLE ROCK MS 39337",686
Newton,750000123,Hickory,HICKORY,HICKORY SCHOOL,"376 W COLLEGE ST, HICKORY MS 39332",1464
Newton,8220,Lawrence,LAWRENC,COUNTY BARN,"1178 LAWRENCE HAZEL RD, LAWRENCE MS 39336",1302
Newton,750000122,Little Rock,LR,MASONIC LODGE,"322 LITTLE ROCK CO. LINE RD, LITTLE ROCK MS 39337",922
Newton,8231,Newton #1,NEWT #1,PILATE SCHOOL,"521 E CHURCH STREET, NEWTON MS 39345",1310
Newton,8234,Newton #5,NEWT #5,NEWTON HIGH SCHOOL BAND HALL,"205 SCHOOL STREET, NEWTON MS 39345",719
Newton,750000125,Newton #4,NEWT 4,NEWTON NATIONAL GUARD ARMORY,"412 NORTHSIDE DRIVE, NEWTON MS 39345",1479
Newton,8235,Prospect,PROSPEC,PROSPECT BAPTIST CHURCH,"7619 CONEHATTA PROSPECT RD, CONEHATTA MS 39057",478
Newton,8237,Scanlan,SCANLAN,SCANLAN COMMUNITY HOUSE,"77 SCANLAN RD, DECATUR MS 39327",795
Newton,8241,Union #1,UNION 1,GOOD SAMARITAN CHURCH,"106 BOLDEN, UNION MS 39365",494
Newton,8243,Union #2,UNION 2,LIBRARY,"101 PEACHTREET STREET, UNION MS 39365",628
Newton,8245,Union #3,UNION 3,UNION CITY HALL,"404 BANK STREET, UNION MS 39365",452
Noxubee,6803,Brooksville,1-Brook,MULTI-PURPOSE BLDG.,"298 FREEMAN ST, BROOKSVILLE MS 39739",1755
Noxubee,6818,Cliftonville,3-Clif,CLIFTONVILLE FIRE STATION,"4311 FOX CHASE RD, MACON MS 39341",730
Noxubee,6819,District 3 Central,4-D3C,DISTRICT 3 CENTRAL,"5866 PEARL STREET, MACON MS 39341",1909
Noxubee,6808,EARL NASH GYM,5-Earl,CENTRAL ADMINISTRATION BLDG (GYMNASIUM),"37 GANDY/TINDAL ROAD, MACON MS 39341",1968
Noxubee,6804,Mashulaville,6-Mash,MASHULAVILLE FIRE STATION,"35963 MS HIGHWAY 14 W, MACON MS 39341",558
Noxubee,6805,Prairie Point,7-PrPt,PRAIRIE POINT FIRE STATION,"8683 PRAIRIE POINT ROAD, MACON MS 39341",807
