Lowndes,5498,Steens,5,STEENS COMMUNITY CENTER,"118 STEENS VERNON RD, STEENS MS 39766",666
Lowndes,5501,Airbase,6,ANTIOCH BAPTIST CHURCH FELLOWSHIP HALL,"128 JESS LYONS RD, COLUMBUS MS 39705",1590
Lowndes,5502,Brandon,7,BRANDON CENTRAL SCH OFF/CAFET,"2630 MCARTHUR DR, COLUMBUS MS 39705",2494
Lowndes,5503,First Assembly,8,FIRST ASSEMBLY/ACTIVITIES BUILDING,"2201 MILITARY RD, COLUMBUS MS 39701",3858
Lowndes,5504,New Hope,9,NEW HOPE COMMUNITY CENTER,"281 STADIUM RD, COLUMBUS MS 39702",5010
Lowndes,5505,Rural Hill,10,RURAL HILL COMMUNITY CENTER,"61 MILLER DR, COLUMBUS MS 39702",2598
Lowndes,5507,Coleman,11,COL HOUSING AUTH. BLDG,"2201 8TH AV S, COLUMBUS MS 39701",545
Lowndes,5508,Crawford,12,CRAWFORD PARK & REC. BLDG,"783 MARTIN LUTHER KING JR DR, CRAWFORD MS 39736",1151
Lowndes,5509,National Guard Armory,13,NATIONAL GUARD ARMORY,"111 FABRITEK DRIVE, COLUMBUS MS 39702",3970
Lowndes,5511,Plum Grove,14,PLUM GROVE PARK & REC. BLDG.,"54 MINNIE VAUGHN RD, COLUMBUS MS 39701",529
Lowndes,5510,Townsend Park,15,TOWNSEND PARK RECREATION BLDG,"826 15TH ST SO, COLUMBUS MS 39701",1830
Lowndes,5512,Artesia,16,ARTESIA COMMUNITY CENTER,"46 S FRONT ST, ARTESIA MS 39736",477
Lowndes,5513,Hunt,17,HUNT SCHOOL CAFETORIUM,"920 20TH ST N, COLUMBUS MS 39701",2421
Lowndes,5514,Propst Park Community Hut,18,PROPST PARK COMMUNITY HUT,"2535 MAIN ST, COLUMBUS MS 39701",632
Lowndes,5499,Trinity,19,TRINITY RETIREMENT HOME,"300 AIRLINE RD, COLUMBUS MS 39702",1323
Lowndes,5515,Union Academy,20,UNION ACADEMY CAFETORIUM,"1425 10TH AV N, COLUMBUS MS 39701",1459
Lowndes,5516,University,21,CARRIER LODGE,"802 1ST ST S, COLUMBUS MS 39701",1177
Lowndes,5517,West Lowndes,22,LOWNDES COUNTY SCHOOLS CENTRAL OFFICE,"664 S FRONTAGE RD, COLUMBUS MS 39701",1273
,,,,,,
,,,,,,
Madison,430,Ridgeland Recreation Center,107,RIDGELAND RECREATION CENTER,"P O BOX 217, RIDGELAND MS 39158",5492
Madison,431,Victory Baptist,109,VICTORY BAPTIST CHURCH,"420 HOY RD, MADISON MS 39110",1482
,,,,,,
Madison,441,Sunnybrook,113,SUNNYBROOK RETIREMENT VILLAGE,"248 LOCUST LN, MADISON MS 39110",649
,,,,,,
Madison,489,Gluckstadt @ St Joe Catholic,205,GLUCKSTADT @ ST JOE CATHOLIC,"127 CHURCH RD, MADISON MS 39110",4057
Madison,476,China Grove Church,206,CHINA GROVE CHURCH,"1060 MANNSDALE RD, MADISON MS 39110",2443
Madison,446,First Baptist Church of Madison,207,FIRST BAPTIST CHURCH OF MADISON,"2100 MAIN ST, MADISON MS 39110",3175
Madison,450,First Presbyterian Madison,209,FIRST PRESBYTERIAN CHURCH OF MADISON,"FIRST PRESBYTERIAN CHURCH	7717 OLD CANTON RD, MADISON MS 39110",2138
Madison,449,Trace Ridge Baptist Church,309,TRACE RIDGE BAPTIST CHURCH,"238 LAKE HARBOR DR, RIDGELAND MS 39157",2486
Madison,459,Ridgel'D 1st Methodist Church,310,RIDGELAND FIRST METHODIST CHURCH,"234 W JACKSON ST, RIDGELAND MS 39157",2210
Madison,465,Colonial Heights,312,COLONIAL HEIGHTS BAPTIST CHURCH,"444 NORTHPARK DR, RIDGELAND MS 39158",1892
Madison,452,Victory Christian Comm. Church,314,VICTORY CHRISTIAN COMMUNITY CHURCH,"P O BOX 2684, MADISON MS 39130",2413
Madison,469,Highland Colony Baptist,315,HIGHLAND COLONY BAPTIST CHURCH,"1200 HIGHLAND COLONY PARKWAY, MADISON MS 39110",3853
Madison,481,Greater Mt Levi Full Gospel,406,GREATER MT LEVI FULL GOSPEL BAPTIST CHURCH,"1008 W FULTON ST, CANTON MS 39046",1404
Madison,482,Canton Precinct 7,407,ST. PAUL METHODIST CHURCH,"505 S UNION ST, CANTON MS 39046",557
,,,,,,
,,,,,,
Madison,775002270,Lake Caroline Clubhouse,410,LAKE CAROLINE CLUBHOUSE,"667 BELLVUE DR, MADISON MS 39110",2158
Madison,463,Twin Lakes Baptist Church,411,TWIN LAKES BAPTIST CHURCH,"673 LAKE CAVALIER ROAD, MADISON MS 39110",1456
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Madison,506,Canton Precinct 5,416,ANDERSON LODGE,"389 RICKS DR, CANTON MS 39046",1815
,,,,,,
Madison,508,Mad.Co.Baptist Family Life Ct,418,MADISON COUNTY BAPTIST FAMILY LIFE CENTER,"349 N CANAL ST, CANTON MS 39046",1643
Madison,509,Canton Precinct 3,419,NATIONAL GUARD ARMORY,"2924 HWY 51 S, CANTON MS 39046",426
Madison,513,Camden,517,CAMDEN COMMUNITY CENTER,"CAMDEN COMMUNITY CENTER 122 PARKSIDE AVENUE, CAMDEN MS 39045",1350
