Holmes,700,Beat 5 Cruger (A-Z),5C,CRUGER NEW TOWN HALL,"225 RAILROAD STREET, CRUGER MS 38924",351
Holmes,698,Beat 5 Lexington (A-Z),5L,LEXINGTON ELEMENTARY GYM,"209 PINE STREET, LEXINGTON MS 39095",606
Holmes,695,Beat 5 Tchula,5TJ,SENIOR CITIZENS BUILDING,"80 SCHOOL STREET, TCHULA MS 39169",1970
,,,,,,
Humphreys,2114,Belzoni North - 1bn 1020,1020,GREEN GROVE CHURCH,"603 CHURCH ST, BELZONI MS 39038",1388
Humphreys,2117,Isola North - 2in 2010,2010,CITY HALL/MULTI-PURP,"203 JULIA ST, ISOLA MS 38754",962
Humphreys,2118,Belzoni North - 2bn 2020,2020,HEALTH DEPARTMENT - DHS,"16735 HIGHWAY 49N, BELZONI MS 39038",462
Humphreys,2119,Gooden Lake North - 2gn 2030,2030,GOODEN LAKE VOTING BUILDING,"3106 SIXTEEN SECTION RD, BELZONI MS 39038",71
Humphreys,2121,Belzoni South - 3bs 3010,3010,MULTI-PURPOSE BUILDING,"318 SILVER CITY RD, BELZONI MS 39038",554
Humphreys,2122,Silver City South - 3ss 3020,3020,COUNTY BARN,"31 EAST ST, SILVER CITY MS 39166",480
Humphreys,2123,Lake City South - 3ls 3030,3030,LAKE CITY VOTING BUILDING,"18 ED HARKINS RD, YAZOO CITY MS 39194",107
Humphreys,2126,Belzoni - 4010,4010,COURTHOUSE,"102 CASTLEMAN STREET, BELZONI MS 39038",1200
Humphreys,2127,Putnam South - 4ps 4030,4030,PUTNAM VOTING BUILDING,"18 ROB HOWARD RD, BELZONI MS 39038",245
Humphreys,2129,Belzoni South - 5bs 5010,5010,WESTGATE OFFICE BUILDING,"148 WILSON CIRCLE, BELZONI MS 39038",476
Humphreys,2130,Midnight South - 5ms 5020,5020,MIDNIGHT VOTING BUILDING,"49 OXMEAD RD, MIDNIGHT MS 39117",189
Humphreys,2131,Louise South - 5ls 5030,5030,LOUISE VOTING BUILDING,"1343 MAIN ST, LOUISE MS 39097",657
Issaquena,4696,Valley Park Community Center,1,VALLEY PARK COMMUNITY CENTER,"P O BOX 27, MAYERSVILLE MS 39113",161
Issaquena,4697,Tallula Community Center,2,TALLULA COMMUNITY CENTER,"10535 HWY 1, ROLLING FORK MS 39159",184
Issaquena,4698,Mayersville Courthouse,3,MAYERSVILLE COURTHOUSE,"129 COURT STREET, MAYERSVILLE MS 39113",287
Issaquena,4699,Addie Voting Precinct,4,ADDIE VOTING PRECINCT,"P O BOX 27, MAYERSVILLE MS 39113",235
Issaquena,4700,Grace Voting Precinct,5,GRACE VOTING PRECINCT,"P O BOX 27, MAYERSVILLE MS 39113",201
Itawamba,5381,Courthouse,101,COURTHOUSE,"201 WEST MAIN STREET, FULTON MS 38843",316
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
