,,,,,,
,,,,,,
,,,,,,
,,,,,,
Itawamba,5408,Icdc,911,ICDC,"107 WEST WIYGUL STREET, FULTON MS 38843",1201
Itawamba,5410,Armory,931,ARMORY,"17299 OLD HWY 25 NORTH, FULTON MS 38843",730
,,,,,,
,,,,,,
Jackson,8547,Hwy 57,101,VOLUNTEER FIRE DEPT STATION #2B,"17400 HWY 57, VANCLEAVE MS 39565",470
Jackson,8548,North Vancleave,102,VANCLEAVE METHODIST CHURCH,"13620 HWY 57, VANCLEAVE MS 39565",2378
Jackson,8606,Red Hill,103,RED HILL METHODIST CHURCH,"20800 OLD RIVER RD, VANCLEAVE MS 39565",334
Jackson,8551,East Central,105,EAST CENTRAL COMMUNITY CTR,"4300 HWY 614, MOSS POINT MS 39562",6040
Jackson,8553,Big Point,108,BIG POINT FIRE STATION,"7701 COMMUNITY HOUSE RD, MOSS POINT MS 39562",2491
Jackson,8555,Escatawpa,110,ESCATAWPA COMMUNITY CENTER,"4107 JAMESTOWN RD, MOSS POINT MS 39563",3770
Jackson,8608,Carterville,111,DAISY VESTRY COMMUNITY CENTER,"25900 SCHOOLHOUSE RD, VANCLEAVE MS 39565",176
Jackson,8557,Orange Grove,113,ORANGE GROVE COMMUNITY CENTER,"9313 OLD STAGE RD, MOSS POINT MS 39562",1370
Jackson,775002279,Sue Ellen,202,SUE ELLEN REC CENTER,"4131 SUE ELLEN ST, MOSS POINT MS 39563",2937
Jackson,8561,Rec Center,203,"REC CTR, BY CITY HALL,MOSS POINT","4400 DENNY ST, MOSS POINT MS 39563",2114
Jackson,8563,YMBC-Dantzler,205,"YOUNG MEN'S BUS. CLUB, DANTZLER","3406 DANTZLER ST, MOSS POINT MS 39563",1790
Jackson,8566,Jefferson Street,208,JUSTICE COURT BLDG ON JEFF. ST.,"5343 JEFFERSON AV, MOSS POINT MS 39563",2750
Jackson,8567,Fair,209,FAIR HALL,"2902 SHORTCUT RD, PASCAGOULA MS 39567",4931
Jackson,8576,Pinecrest,301,LIGHTHOUSE BAPTIST CHURCH,"3003 BELAIR ST, PASCAGOULA MS 39567",1311
Jackson,8579,Sacred Heart,304,RESURRECTION ELEMENTARY SCHOOL,"3704 QUINN DR, PASCAGOULA MS 39581",2322
Jackson,8580,Eastlawn,305,EASTLAWN BAPTIST CHURCH,"1704 BELAIR ST, PASCAGOULA MS 39567",1520
Jackson,8581,American Legion,306,AMERICAN LEGION ON MARKET ST,"1019 MARKET ST, PASCAGOULA MS 39567",531
Jackson,8582,Presbyterian,307,FIRST PRESBYTERIAN CHURCH,"1819 PASCAGOULA ST, PASCAGOULA MS 39567",881
Jackson,8584,North Pascagoula,309,OASIS CHURCH GULF COAST,"4007 PASCAGOULA ST, PASCAGOULA MS 39567",539
Jackson,8585,Gautier,310,"CONVENTION CTR,COMMUNITY COLLEGE","2012 LIBRARY LN, GAUTIER MS 39553",7322
