Simpson,500000076,Jupiter,Jupiter,PINE GROVE CHURCH,"104 PINE GROVE CHURCH RD, MENDENHALL MS 39114",819
Simpson,500000074,Magee 1,Magee1,WC MCDONALD BLDG,"905 MCLAURIN DR, MAGEE MS 39111",868
Simpson,500000078,Magee 2,Magee2,MAGEE NATIONAL GUARD ARMORY,"HWY 49, MAGEE MS 39111",1461
Simpson,500000090,Magee 4 North,Magee4N,MAGEE CITY HALL,"123 MAIN AVE N, MAGEE MS 39111",669
Simpson,500000092,Magee 4 South,Magee4S,MAGEE COMMUNITY HOUSE,"115 FIRST AVE NE, MAGEE MS 39111",1200
Simpson,500000099,Merit,Merit,CO BLDG/INTER OF HWY 43 & MERIT RD,"HWY 43 & MERIT RD, MENDENHALL MS 39114",798
Simpson,500000073,Mendenhall 1,Mhall1,NAZARETH CHURCH/DIXIE RD,"611 DIXIE AVE, MENDENHALL MS 39114",457
Simpson,500000086,Mendenhall 3,Mhall3,SIMPSON CO MULTI PURPOSE BLDG,"109 WEST PINE ST, MENDENHALL MS 39114",1254
Simpson,500000084,New Hope,NewHope,CO BLDG/NEW HOPE RD,"NEW HOPE RD, MOUNT OLIVE MS 39119",330
Simpson,500000080,Oak Grove,OakGrov,CO BLDG/HWY28,"SIMPSON HWY 28, MENDENHALL MS 39114",748
Simpson,500000101,Pearl,Pearl,OLD PEARL FIRE DEPT,"5367 GATESVILLE RD, HARRISVILLE MS 39082",570
Simpson,500000096,Pinola,Pinola,PINOLA FIRE STATION,"SCHOOLHOUSE RD, PINOLA MS 39149",452
Simpson,500000085,Saratoga,Saratog,CO BLDG/RODNEY SULLIVAN,"302 RODNEY SULLIVAN RD, MAGEE MS 39111",393
Simpson,500000093,Shivers,Shivers,CO BLDG/HWY 43,"HWY 43, PINOLA MS 39149",504
Simpson,500000087,Sumrall,Sumrall,STATION 7,"2129 SIMPSON HWY 540, MAGEE MS 39111",543
Simpson,500000075,Weathersby,Wthrsby,ZION HILL CHURCH,"ZION HILL RD, MENDENHALL MS 39114",1132
Smith,5193,Ag-Complex,1,AG-COMPLEX,"101 SCR 77, RALEIGH MS 39153",793
Smith,5194,Center Ridge,2,CENTER RIDGE,"UNITY METHODIST CHURCH	HWY 37, TAYLORSVILLE MS 39168",622
Smith,5195,Mize,3,MIZE,"108 CYRRESS STREET, MIZE MS 39116",732
Smith,5196,Sylvarena,4,SYLVARENA,"80 OLD SCHOOL DRIVE, RALEIGH MS 39153",252
Smith,5197,Cedar Grove,5,CEDAR GROVE,"3459 HWY 501, RALEIGH MS 39153",202
Smith,5198,Summerland,6,SUMMERLAND,"1214 COMFORT STREET HWY 28, TAYLORSVILLE MS 39168",1004
Smith,5199,Union-New Home,7,UNION-NEW HOME,"665 SCR 9, TAYLORSVILLE MS 39168",680
Smith,5200,Warren Hill,8,WARREN HILL,"4384 SCR 101, RALEIGH MS 39153",528
Smith,5201,Taylorsville,9,TAYLORSVILLE,"305 EATON STREET, TAYLORSVILLE MS 39168",1211
Smith,5202,Zion Hill - New Haven,10,ZION HILL - NEW HAVEN,"194 SCR 45, MIZE MS 39116",998
Smith,5204,Polkville,12,POLKVILLE - 77,"6606 HWY 13, MORTON MS 39117",644
Smith,5205,Shady Grove,13,SHADY GROVE,"9584 SCR 503 SOUTH, MIZE MS 39116",524
Smith,5206,West Raleigh,14,WEST RALEIGH,"5689 HWY 540, RALEIGH MS 39153",510
Smith,5207,White Oak,15,WHITE OAK,"3646 SCR 125, RALEIGH MS 39153",483
Smith,5208,Burns,16,BURNS,"1606 HWY 481, RALEIGH MS 39153",384
Smith,5209,Clear Springs-Pineville,17,CLEAR SPRINGS-PINEVILLE,"4377 HWY 501, RALEIGH MS 39153",383
Smith,5210,Lorena - Spinola,18,LORENA - SPINOLA,"1374 SCR 35-17, FOREST MS 39074",447
Smith,5211,North Raleigh,19,NORTH RALEIGH,"158 MAIN STREET, RALEIGH MS 39153",996
Stone,3510,Bond,12,BOND,"BOND BAPTIST CHURCH	35 SELLERS ST, WIGGINS MS 39577",170
Stone,3527,Ten Mile,14,TEN MILE,"NATION GUARD READINESS CENTER	280 OLD HIGHWAY 49, WIGGINS MS 39577",384
,,,,,,
Stone,3515,Courthouse,17,COURTHOUSE,"JUSTICE COURT BLDG	231 THIRD ST, WIGGINS MS 39577",676
,,,,,,
,,,,,,
,,,,,,
Stone,3522,Magnolia,35,MAGNOLIA,"MAGNOLIA COMMUNITY CENTER	45 MAGNOLIA ROAD, PERKINSTON MS 39573",497
,,,,,,
Stone,3525,Elarbee,38,ELARBEE,"SILVER RUN FIRE STATION	1071 RIDGE RD, PERKINSTON MS 39573",488
,,,,,,
,,,,,,
,,,,,,
Stone,3535,Big Level,54,BIG LEVEL,"BIG LEVEL COMMUNITY CENTER	1345 CITY BRIDGE ROAD, WIGGINS MS 39577",742
,,,,,,
Stone,575001750,PVP,PVP,PVP,,0
Sunflower,1727,11-Inverness,11,INVERNESS CITY HALL,"802 E GRAND AVE, INVERNESS MS 38753",1032
Sunflower,1730,12-Moorhead,12,STAUFFER-WOOD ADM. BLDG.,"538 MOORHEAD BELZONI RD., MOORHEAD MS 38761",1468
