Copiah,3672,Carpenter,CP,CARPENTER,"1004 DENTVILLE RD, UTICA MS 39175",260
Copiah,3673,Crystal Springs East,CSE,CRYSTAL SPRINGS EAST,"210 LEE AVE, CRYSTAL SPRINGS MS 39059",2767
Copiah,3674,Crystal Springs North,CSN,CRYSTAL SPRINGS NORTH,"26031 HWY 51, CRYSTAL SPRINGS MS 39059",513
Copiah,3675,Crystal Springs South,CSS,CRYSTAL SPRINGS SOUTH,"200 S JACKSON ST, CRYSTAL SPRINGS MS 39059",2690
Copiah,3676,Crystal Springs West,CSW,CRYSTAL SPRINGS WEST,"26164 HWY 27, CRYSTAL SPRINGS MS 39059",1164
Copiah,3677,Dentville,DV,DENTVILLE,"11104 DENTVILLE RD, HAZLEHURST MS 39083",261
,,,,,,
Copiah,3680,Georgetown North,GTN,GEORGETOWN NORTH,"6110 BRUSHY CREEK RD, GEORGETOWN MS 39078",411
Copiah,3681,Georgetown South,GTS,GEORGETOWN SOUTH,"1177 RAILROAD AVE, GEORGETOWN MS 39078",519
Copiah,3682,Hazlehurst East,HZE,HAZLEHURST EAST,"202 EAST WHITWORTH ST, HAZLEURST MS 39083",2048
Copiah,3683,Hazlehurst North,HZN,HAZLEHURST NORTH,"640 GEORGETOWN ST, HAZLEHURST MS 39083",241
Copiah,3684,Hazlehurst South,HZS,HAZLEHURST SOUTH,"1001 1 SIGNATURE DR, HAZLEHURST MS 39083",474
Copiah,3685,Hazlehurst West,HZW,HAZLEHURST WEST,"122 S LOWE ST, HAZLEHURST MS 39083",1727
Copiah,3686,Martinsville,MV,MARTINSVILLE,"12072 HWY 51, HAZLEHURST MS 39083",740
Copiah,3687,Shady Grove,SGR,SHADY GROVE,"1090 SHADY GROVE RD, HAZLEHURST MS 39083",500
Copiah,3688,Stronghope Union,SHU,STRONGHOPE UNION,"4196 MONTICELLO RD, WESSON MS 39191",479
Copiah,3689,Wesson,WES,WESSON,"1018 SPRING ST, WESSON MS 39191",889
Covington,3187,Seminary,1SEM,DEPOT,"101 WILLOW ST, SEMINARY MS 39479",2311
Covington,3188,Strahan,1STR,LAKE MIKE CONNER,"66 LAKE DR, COLLINS MS 39428",203
Covington,3189,West Collins,1WCO,CIVIC CENTER,"3220 HWY 49, COLLINS MS 39428",211
Covington,3190,Richmond,2RCH,NEAR NEW HOPE CHURCH,"700 RICHMOND RD, SUMRALL MS 39482",1002
Covington,3191,Sanford,2SAN,SANFORD COMMUNITY CENTER,"663 OLD HWY 49, SEMNARY MS 39479",1188
Covington,3192,South Collins,2SCO,VO-TECH CENTER,"1200 S DOGWOOD ST, COLLINS MS 39428",548
Covington,3193,Collins,3COL,COURTHOUSE,"101 SOUTH DOGWOOD AVE, COLLINS MS 39428",2586
Covington,3194,Williamsburg,3WMB,MASONIC BUILDING,"924 LAKE MIKE CONNER RD, COLLINS MS 39428",430
Covington,3195,Dry Creek,4DRY,COUNTY BUILDING ON PITTMAN RD,"296 PITTMAN RD, MOUNT OLIVE MS 39119",620
Covington,3196,Lone Star / Black Jack,4LBJ,FIRE STATION,"1863 HWY 84 W, COLLINS MS 39428",393
Covington,3197,Mt Olive,4MTO,SCHOOL / MULTI-PURPOSE BUILDING,"301 S FOURTH ST, MOUNT OLIVE MS 39119",1829
Covington,3198,Rock Hill,4ROK,COUNTY BUILDING ON ROCK HILL RD NEXT TO ROCK HILL CHURCH,"518 ROCK HILL RD, MOUNT OLIVE MS 39119",190
Covington,3199,Gilmer,5GIL,HOT COFFEE TO MIZE ROAD,"480 LILLY VALLEY CH RD, MOUNT OLIVE MS 39119",558
Covington,3200,Mitchell,5MIT,MITCHELL RD & BILL MCQUEEN RD,"351 MITCHELL RD, COLLINS MS 39428",225
Covington,3201,Okahay,5OKA,PRECINCT BLDG MC DONALDS STORE,"2515 HWY 532, COLLINS MS 39428",1083
Covington,3202,Station Creek,5STC,MELVIN MAULDIN RD/STATION CRK CH,"93 MELVIN MAULDIN RD, COLLINS MS 39428",745
Covington,3203,Yawn,5YAW,SALEM SCHOOL RD/SMITH COMMUNITY,"1496 SALEM CH RD, COLLINS MS 39428",487
DeSoto,6274,Ingrams Mill,101,ACI FIRE STATION #2,"4735 RED BANKS RD S, BYHALIA MS 38611",1271
DeSoto,6275,Lewisburg East,102,NEW PROSPECT BAPTIST CHURCH,"310 HWY 305, OLIVE BRANCH MS 38654",536
DeSoto,6276,Miller,103,MINERAL WELLS UNITED METHODIST CHURCH,"5400 CENTERHILL RD, OLIVE BRANCH MS 38654",3857
DeSoto,6277,Fairhaven,104,OB SEVEN DAY ADVENDIST CHURCH,"10469 COLLEGE RD, OLIVE BRANCH MS 38654",2359
DeSoto,6278,Olive Branch South,105,MIDDLE SCHOOL GYM,"6530 BLOCKER ST, OLIVE BRANCH MS 38654",3527
DeSoto,6279,Olive Branch North,106,INTERMEDIATE SCHOOL,"8631 PIGEON ROOST, OLIVE BRANCH MS 38654",2727
DeSoto,575000658,Hacks Cross Road,107,ST. LUKE CHURCH OF GOD IN CHRIST,"P. O. BOX 629, OLIVE BRANCH MS 38654",3055
DeSoto,575001594,Olive Branch West,108,OB SENIOR CITIZEN'S BUILDING,"8800 COLLEGE ST., OLIVE BRANCH MS 38654",1126
DeSoto,775002090,Cumberland,109,FIRST CUMBERLAND PRESBYTERIAN CHURCH,"8061 GERMANTOWN RD, OLIVE BRANCH MS 38654",2154
DeSoto,6280,Mineral Wells,201,BEAUTIFUL SAVIOR LUTHERAN CHURCH,"7630 DAVIDSON RD, OLIVE BRANCH MS 38654",2964
