state,election_date,jurisdiction_type,county_name,precinct_id,name,address
DE,2018-11-06,county,Kent,03-28,CITIZENS HOSE FIRE CO 1 ,"103 W COMMERCE ST, SMYRNA, DE 19977"
DE,2018-11-06,county,Kent,04-28,SUNNYSIDE ELEM SCHOOL ,"123 RABBIT CHASE LN, SMYRNA, DE 19977"
DE,2018-11-06,county,Kent,05-28,SUNNYSIDE ELEM SCHOOL ,"123 RABBIT CHASE LN, SMYRNA, DE 19977"
DE,2018-11-06,county,Kent,06-28,CITIZENS HOSE FIRE CO 1 ,"103 W COMMERCE ST, SMYRNA, DE 19977"
DE,2018-11-06,county,Kent,07-28,LEIPSIC FIRE HALL ,"318 MAIN ST, DOVER, DE 19901"
DE,2018-11-06,county,Kent,08-28,LEIPSIC FIRE HALL ,"318 MAIN ST, DOVER, DE 19901"
DE,2018-11-06,county,Kent,09-28,DEL TECH CORP TRAINING CENTER ,"400 CAMPUS DR, DOVER, DE 19904"
DE,2018-11-06,county,Kent,10-28,TOWNE POINT ELEM SCHOOL ,"629 BUCKSON DR, DOVER, DE 19901"
DE,2018-11-06,county,Kent,11-28,LITTLE CREEK FIRE HALL ,"311 MAIN ST, LITTLE CREEK, DE 19961"
DE,2018-11-06,county,Kent,12-28,SUNNYSIDE ELEM SCHOOL ,"123 RABBIT CHASE LN, SMYRNA, DE 19977"
DE,2018-11-06,county,Kent,13-28,LEIPSIC FIRE HALL ,"318 MAIN ST, DOVER, DE 19901"
DE,2018-11-06,county,Kent,14-28,LEIPSIC FIRE HALL ,"318 MAIN ST, DOVER, DE 19901"
DE,2018-11-06,county,Kent,01-29,CLAYTON FIRE HALL ,"300 EAST ST, CLAYTON, DE 19938"
DE,2018-11-06,county,Kent,02-29,CLAYTON FIRE HALL ,"300 EAST ST, CLAYTON, DE 19938"
DE,2018-11-06,county,Kent,03-29,CHESWOLD FIRE HALL ,"371 MAIN ST, CHESWOLD, DE 19936"
DE,2018-11-06,county,Kent,04-29,CHESWOLD FIRE HALL ,"371 MAIN ST, CHESWOLD, DE 19936"
DE,2018-11-06,county,Kent,05-29,CHESWOLD FIRE HALL ,"371 MAIN ST, CHESWOLD, DE 19936"
DE,2018-11-06,county,Kent,06-29,CHESWOLD FIRE HALL ,"371 MAIN ST, CHESWOLD, DE 19936"
DE,2018-11-06,county,Kent,07-29,DEL TECH CORP TRAINING CNTR ,"400 CAMPUS DR, DOVER, DE 19904"
DE,2018-11-06,county,Kent,08-29,STATE FIRE SCHOOL ,"1461 CHESTNUT GROVE RD, DOVER, DE 19904"
DE,2018-11-06,county,Kent,09-29,FRED FIFER MIDDLE SCHOOL ,"109 E CAM-WYO AVE, CAM-WYO, DE 19934"
DE,2018-11-06,county,Kent,10-29,FRED FIFER MIDDLE SCHOOL ,"109 E CAM-WYO AVE, CAM-WYO, DE 19934"
DE,2018-11-06,county,Kent,11-29,STATE FIRE SCHOOL ,"1461 CHESTNUT GROVE RD, DOVER, DE 19904"
DE,2018-11-06,county,Sussex,06-40,DELMAR FIRE HALL ,"GROVE & BI-STATE BLVD, DELMAR, DE 19940"
DE,2018-11-06,county,Sussex,07-40,DELMAR HIGH SCHOOL ,"200 N. EIGHTH ST, DELMAR, DE 19940"
DE,2018-11-06,county,Sussex,08-40,DOT TRANSPORTATION BLDG ,"23697 DUPONT HWY, GEORGETOWN, DE 19947"
DE,2018-11-06,county,Sussex,01-41,GUMBORO FIRE HALL ,"37030 MILLSBORO HWY, MILLSBORO, DE 19966"
DE,2018-11-06,county,Sussex,02-41,E. MILLSBORO ELEMENTARY SCHOOL ,"29346 IRON BRANCH RD, MILLSBORO, DE 19966"
DE,2018-11-06,county,Sussex,03-41,FRANKFORD FIRE HALL ,"7 MAIN ST, FRANKFORD, DE 19945"
DE,2018-11-06,county,Sussex,04-41,DAGSBORO FIRE HALL ,"28331 CLAYTON ST, DAGSBORO, DE 19939"
DE,2018-11-06,county,Sussex,05-41,MILLSBORO FIRE HALL ,"109 E. STATE ST, MILLSBORO, DE 19966"
DE,2018-11-06,county,Sussex,06-41,MILLSBORO TOWN CENTER ,"322 WILSON HWY, MILLSBORO, DE 19966"
DE,2018-11-06,county,Sussex,07-41,SELBYVILLE FIRE HALL ,"30 N. MAIN ST, SELBYVILLE, DE 19975"
DE,2018-11-06,county,Sussex,08-41,SUSSEX CENTRAL HIGH SCHOOL ,"26026 PATRIOTS WAY, GEORGETOWN, DE 19947"
DE,2018-11-06,county,Sussex,16-41,DEPARTMENT OF ELECTIONS SUSSEX (VIRT) ,"119 N RACE STREET, GEORGETOWN, DE 19947"
DE,2018-11-06,county,Sussex,08-36,DEL TECH JASON BLDG ,"21179 COLLEGE DR, GEORGETOWN, DE 19947"
DE,2018-11-06,county,Sussex,09-36,GEORGETOWN MIDDLE SCHOOL ,"301 W MARKET ST, GEORGETOWN, DE 19947"
DE,2018-11-06,county,Sussex,10-36,MEMORIAL VOL FIRE CO ,"8009 SLAUGHTER BEACH RD, MILFORD, DE 19963"
DE,2018-11-06,county,Sussex,11-36,DEL TECH JASON BLDG ,"21179 COLLEGE DR, GEORGETOWN, DE 19947"
DE,2018-11-06,county,Sussex,01-37,N. GEORGETOWN ELEMENTARY SCHOOL ,"664 N. BEDFORD ST, GEORGETOWN, DE 19947"
DE,2018-11-06,county,Sussex,02-37,GEORGETOWN ELEMENTARY SCHOOL ,"SUSSEX CENTRAL DR, GEORGETOWN, DE 19947"
DE,2018-11-06,county,Sussex,03-37,ZOAR CHURCH HALL ,"24463 GRAVEL HILL RD, MILLSBORO, DE 19966"
DE,2018-11-06,county,Sussex,04-37,LONG NECK ELEMENTARY SCHOOL ,"26064 SCHOOL RD, MILLSBORO, DE 19966"
DE,2018-11-06,county,Sussex,05-37,INDIAN RIVER FIRE HALL ,"32628 OAK ORCHARD RD, MILLSBORO, DE 19966"
DE,2018-11-06,county,Sussex,06-37,MID SUSSEX RESCUE SQUAD ,"31738 INDIAN MISSION RD, MILLSBORO, DE 19966"
DE,2018-11-06,county,Sussex,07-37,INDIAN RIVER FIRE CO. SUB STATION ,"25375 BANKS RD, MILLSBORO, DE 19966"
DE,2018-11-06,county,Sussex,01-38,INDIAN RIVER HIGH SCHOOL ,"29772 ARMORY RD, DAGSBORO, DE 19939"
DE,2018-11-06,county,Sussex,02-38,MILLVILLE FIRE HALL ,"35554 ATLANTIC AVE, MILLVILLE, DE 19967"
DE,2018-11-06,county,Sussex,03-38,LORD BALTIMORE ELEMENTARY SCHOOL ,"120 ATLANTIC AVE, OCEAN VIEW, DE 19970"
DE,2018-11-06,county,Sussex,04-38,BETHANY BEACH FIRE HALL ,"215 HOLLYWOOD ST, BETHANY BEACH, DE 19930"
DE,2018-11-06,county,Sussex,05-38,FENWICK ISLAND TOWN HALL ,"800 COASTAL HWY, FENWICK ISLAND, DE 19944"
DE,2018-11-06,county,Sussex,06-38,ROXANA FIRE HALL ,"35943 ZION CHURCH RD, FRANKFORD, DE 19945"
DE,2018-11-06,county,Sussex,07-38,ROXANA FIRE HALL ,"35943 ZION CHURCH RD, FRANKFORD, DE 19945"
DE,2018-11-06,county,Sussex,08-38,SELBYVILLE MIDDLE SCHOOL ,"80 BETHANY RD, SELBYVILLE, DE 19975"
DE,2018-11-06,county,Sussex,01-39,SEAFORD MIDDLE SCHOOL ,"500 E. STEIN HWY, SEAFORD, DE 19973"
DE,2018-11-06,county,Sussex,02-39,SEAFORD SENIOR HIGH SCHOOL ,"399 N. MARKET ST, SEAFORD, DE 19973"
DE,2018-11-06,county,Sussex,03-39,SEAFORD SENIOR HIGH SCHOOL ,"399 N. MARKET ST, SEAFORD, DE 19973"
DE,2018-11-06,county,Sussex,04-39,SEAFORD CITY HALL ,"414 HIGH ST, SEAFORD, DE 19973"
DE,2018-11-06,county,Sussex,05-39,WEST SEAFORD ELEMENTARY SCHOOL ,"511 SUSSEX AVE, SEAFORD, DE 19973"
DE,2018-11-06,county,Sussex,06-39,BLADES FIRE HALL ,"200 E. FIFTH ST, SEAFORD, DE 19973"
DE,2018-11-06,county,Sussex,07-39,BLADES ELEMENTARY SCHOOL ,"900 S. ARCH ST, BLADES, DE 19973"
DE,2018-11-06,county,Sussex,01-40,N. LAUREL EARLY LEARNING ACAD ,"300 WILSON ST, LAUREL, DE 19956"
DE,2018-11-06,county,Sussex,02-40,LAUREL MIDDLE SCHOOL ,"1131 S. CENTRAL AVE, LAUREL, DE 19956"
DE,2018-11-06,county,Sussex,03-40,LAUREL FIRE HALL ,"205 W. 10TH ST, LAUREL, DE 19956"
DE,2018-11-06,county,Sussex,04-40,LAUREL HIGH SCHOOL ,"1133 S. CENTRAL AVE, LAUREL, DE 19956"
DE,2018-11-06,county,Sussex,05-40,LAUREL HIGH SCHOOL ,"1133 S. CENTRAL AVE, LAUREL, DE 19956"
DE,2018-11-06,county,Sussex,01-14,LEWES FIRE HALL ,"347 SAVANNAH RD, LEWES, DE 19958"
DE,2018-11-06,county,Sussex,02-14,CAPE HENLOPEN HIGH SCHOOL ,"1250 KINGS HWY, LEWES, DE 19958"
DE,2018-11-06,county,Sussex,03-14,REHOBOTH FIRE HALL ,"219 REHOBOTH AVE, REHOBOTH, DE 19971"
DE,2018-11-06,county,Sussex,04-14,BEACON MIDDLE SCHOOL ,"19483 JOHN J. WILLIAMS HWY, LEWES, DE 19958"
DE,2018-11-06,county,Sussex,05-14,LEWES-REHOBOTH FIRE STA. NO.3 ,"21194 JOHN J. WILLIAMS HWY, LEWES, DE 19958"
DE,2018-11-06,county,Sussex,06-14,REHOBOTH FIRE CO. STA. NO. 2 ,"36027 AIRPORT RD, REHOBOTH, DE 19971"
DE,2018-11-06,county,Sussex,07-14,REHOBOTH ELEMENTARY SCHOOL ,"500 STOCKLEY ST, REHOBOTH, DE 19971"
DE,2018-11-06,county,Sussex,01-20,MILTON ELEMENTARY SCHOOL ,"512 FEDERAL ST, MILTON, DE 19968"
DE,2018-11-06,county,Sussex,02-20,MARINER MIDDLE SCHOOL ,"16391 HARBESON RD, MILTON, DE 19968"
DE,2018-11-06,county,Sussex,03-20,H.O. BRITTINGHAM SCHOOL ,"400 MULBERRY ST, MILTON, DE 19968"
DE,2018-11-06,county,Sussex,04-20,COOL SPRING PRES CHURCH HALL ,"28842 LOG CABIN HILL RD, LEWES, DE 19958"
DE,2018-11-06,county,Sussex,05-20,SHIELDS ELEMENTARY SCHOOL ,"910 SHIELDS AVE, LEWES, DE 19958"
DE,2018-11-06,county,Sussex,06-20,CAPE HENLOPEN HIGH SCHOOL ,"1250 KINGS HWY, LEWES, DE 19958"
DE,2018-11-06,county,Sussex,07-20,LEWES SCHOOL ,"820 SAVANNAH RD, LEWES, DE 19958"
DE,2018-11-06,county,Sussex,08-20,HARBESON CHURCH HALL ,"18636 HARBESON RD, HARBESON, DE 19951"
DE,2018-11-06,county,Sussex,09-20,MILTON FIRE HALL ,"116 FRONT ST, MILTON, DE 19968"
DE,2018-11-06,county,Sussex,10-20,BEACON MIDDLE SCHOOL ,"19483 JOHN J. WILLIAMS HWY, LEWES, DE 19958"
DE,2018-11-06,county,Sussex,01-35,GREENWOOD FIRE HALL ,"12611 SUSSEX HWY, GREENWOOD, DE 19950"
DE,2018-11-06,county,Sussex,02-35,BRIDGEVILLE FIRE HALL ,"315 MARKET ST, BRIDGEVILLE, DE 19933"
DE,2018-11-06,county,Sussex,03-35,WOODBRIDGE MIDDLE SCHOOL ,"307 S LAWS ST, BRIDGEVILLE, DE 19933"
DE,2018-11-06,county,Sussex,04-35,DEL TECH CARTER PARTNER CENTER ,"21179 COLLEGE DR, GEORGETOWN, DE 19947"
DE,2018-11-06,county,Sussex,05-35,SUSSEX TECH HIGH SCHOOL ,"17099 COUNTY SEAT HWY, GEORGETOWN, DE 19947"
DE,2018-11-06,county,Sussex,06-35,REDDEN COMMUNITY HALL ,"18192 REDDEN RD, GEORGETOWN, DE 19947"
DE,2018-11-06,county,Sussex,07-35,ELLENDALE FIRE HALL ,"302 MAIN ST, ELLENDALE, DE 19941"
DE,2018-11-06,county,Sussex,01-36,LULU ROSS ELEMENTARY SCHOOL ,"310 LOVERS LN, MILFORD, DE 19963"
DE,2018-11-06,county,Sussex,02-36,MISPILLION ELEMENTARY SCHOOL ,"311 LOVERS LN, MILFORD, DE 19963"
DE,2018-11-06,county,Sussex,03-36,LULU ROSS ELEMENTARY SCHOOL ,"310 LOVERS LN, MILFORD, DE 19963"
DE,2018-11-06,county,Sussex,04-36,MORRIS EARLY LEARNING CENTER ,"8609 THIRD ST, LINCOLN, DE 19960"
DE,2018-11-06,county,Sussex,05-36,MEMORIAL VOL FIRE CO ,"8009 SLAUGHTER BEACH RD, MILFORD, DE 19963"
DE,2018-11-06,county,Sussex,06-36,ELLENDALE FIRE HALL ,"302 MAIN ST, ELLENDALE, DE 19941"
DE,2018-11-06,county,Sussex,07-36,SLAUGHTERNECK EDUCATIONAL & COMMUNITY CENTER ,"22942 SLAUGHTER NECK RD, LINCOLN, DE 19960"
DE,2018-11-06,county,New Castle,01-01,P S DUPONT MIDDLE SCHOOL,"701 W 34TH ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,02-01,HARLAN ELEMENTARY SCHOOL,"3601 N JEFFERSON ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,03-01,P S DUPONT MIDDLE SCHOOL,"701 W 34TH ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,04-01,SHORTLIDGE ACADEMY,"100 W 18TH ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,05-01,THE PARK VIEW,"1800 N BROOM ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,06-01,BAYNARD APARTMENTS,"309 W 18TH ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,07-01,WILMINGTON SENIOR CENTER,"1901 N MARKET ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,08-01,DEPARTMENT OF LABOR,"4425 N MARKET ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,09-01,MUSIC SCHOOL OF DELAWARE,"4101 N WASHINGTON ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,10-01,CRESTVIEW APARTMENTS,"2700 N MARKET ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,11-01,P S DUPONT MIDDLE SCHOOL,"701 W 34TH ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,12-01,PAL OF WILMINGTON,"3707 N MARKET ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,13-01,DEPARTMENT OF LABOR,"4425 N MARKET ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,14-01,MT PLEASANT HIGH SCHOOL,"5201 N WASHINGTON ST EXT, WILMINGTON, DE 19809"
DE,2018-11-06,county,New Castle,01-02,BANCROFT ELEMENTARY SCHOOL,"700 N LOMBARD ST, WILMINGTON, DE 19801"
DE,2018-11-06,county,New Castle,02-02,EAST SIDE CHARTER SCHOOL,"3000 N CLAYMONT ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,03-02,STUBBS ELEMENTARY SCHOOL,"1100 N PINE ST, WILMINGTON, DE 19801"
DE,2018-11-06,county,New Castle,04-02,LUTHER TOWERS - I,"1201 N HARRISON ST, WILMINGTON, DE 19806"
DE,2018-11-06,county,New Castle,05-02,PULASKI ELEMENTARY SCHOOL,"1300 CEDAR ST, WILMINGTON, DE 19805"
DE,2018-11-06,county,New Castle,06-02,CARVEL STATE OFFICE BUILDING,"820 N FRENCH ST, WILMINGTON, DE 19801"
DE,2018-11-06,county,New Castle,07-02,RICHARDSON PARK ELEM SCHOOL,"16 IDELLA AVE, WILMINGTON, DE 19804"
DE,2018-11-06,county,New Castle,08-02,STUBBS ELEMENTARY SCHOOL,"1100 N PINE ST, WILMINGTON, DE 19801"
DE,2018-11-06,county,New Castle,09-02,RICHARDSON PARK ELEM SCHOOL,"16 IDELLA AVE, WILMINGTON, DE 19804"
DE,2018-11-06,county,New Castle,10-02,DE TECH & COMM COLLEGE - WILM,"300 N ORANGE ST, WILMINGTON, DE 19801"
DE,2018-11-06,county,New Castle,11-02,THOMAS EDISON CHARTER SCHOOL,"2200 N LOCUST ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,12-02,KINGSWOOD COMMUNITY CENTER,"2300 BOWERS ST, WILMINGTON, DE 19802"
DE,2018-11-06,county,New Castle,01-03,HILLTOP LUTHERAN NEIGHBORHOOD,"1018 W 6TH ST, WILMINGTON, DE 19805"
DE,2018-11-06,county,New Castle,02-03,UNITY LUTHERAN CHURCH,"2101 LANCASTER AVE, WILMINGTON, DE 19805"
DE,2018-11-06,county,New Castle,03-03,CAB CALLOWAY SCHOOL OF ARTS,"100 N DUPONT RD, WILMINGTON, DE 19807"
DE,2018-11-06,county,New Castle,04-03,QUAKER HILL PLACE APARTMENTS,"200 N WASHINGTON ST, WILMINGTON, DE 19801"
DE,2018-11-06,county,New Castle,05-03,QUAKER HILL PLACE APARTMENTS,"200 N WASHINGTON ST, WILMINGTON, DE 19801"
DE,2018-11-06,county,New Castle,06-03,HILLTOP LUTHERAN NEIGHBORHOOD,"1018 W 6TH ST, WILMINGTON, DE 19805"
DE,2018-11-06,county,New Castle,07-03,CLAYMORE SENIOR CENTER,"504 S CLAYTON ST, WILMINGTON, DE 19805"
DE,2018-11-06,county,New Castle,08-03,BAYARD MIDDLE SCHOOL,"200 S DUPONT ST, WILMINGTON, DE 19805"
DE,2018-11-06,county,New Castle,09-03,BAYARD MIDDLE SCHOOL,"200 S DUPONT ST, WILMINGTON, DE 19805"
DE,2018-11-06,county,New Castle,10-03,CAB CALLOWAY SCHOOL OF ARTS,"100 N DUPONT RD, WILMINGTON, DE 19807"
DE,2018-11-06,county,New Castle,01-04,HIGHLANDS ELEMENTARY SCHOOL,"2100 GILPIN AVE, WILMINGTON, DE 19806"
DE,2018-11-06,county,New Castle,02-04,DELAWARE ART MUSEUM,"2301 KENTMERE PKWY, WILMINGTON, DE 19806"
DE,2018-11-06,county,New Castle,03-04,IMMANUEL CHURCH HIGHLANDS,"2400 W 17TH ST, WILMINGTON, DE 19806"
DE,2018-11-06,county,New Castle,04-04,LUTHER TOWERS - I,"1201 N HARRISON ST, WILMINGTON, DE 19806"
DE,2018-11-06,county,New Castle,05-04,CAB CALLOWAY SCHOOL OF ARTS,"100 N DUPONT RD, WILMINGTON, DE 19807"
DE,2018-11-06,county,New Castle,06-04,LINCOLN TOWERS,"1800 N DUPONT ST, WILMINGTON, DE 19806"
DE,2018-11-06,county,New Castle,07-04,WESTMINSTER PRESBY CHURCH,"1502 W 13TH ST, WILMINGTON, DE 19806"
DE,2018-11-06,county,New Castle,08-04,ST CATHERINE OF SIENA CHURCH,"2501 CENTERVILLE RD, WILMINGTON, DE 19808"
DE,2018-11-06,county,New Castle,09-04,HOLY TRINITY GREEK ORTHODOX CH,"808 N BROOM ST, WILMINGTON, DE 19806"
DE,2018-11-06,county,New Castle,10-04,WOODLAWN LIBRARY,"2020 W 9TH ST, WILMINGTON, DE 19805"
DE,2018-11-06,county,New Castle,11-04,CAB CALLOWAY SCHOOL OF ARTS,"100 N DUPONT RD, WILMINGTON, DE 19807"
