state,jurisdiction_type,county_name,precinct_name,name,address
KY,county,,TURKEY CREEK,TURKEY CREEK FIRE DEPARTMENT,421 TAYLOR FORK RD TURKEY CREEK KY 41570
KY,county,,RICE # 1,BOYD COUNTY EXTENSION SERVICE,2420 CENTER ST CATLETTSBURG KY 41129
KY,county,,RICE # 2,BOYD COUNTY EXTENSION SERVICE,2420 CENTER ST CATLETTSBURG KY 41129
KY,county,,BURLINGTON #1,OLD COURTHOUSE BUILDING,2988 E WASHINGTON ST BURLINGTON KY 41005
KY,county,,COURTHOUSE,FRANKLIN CO FISCAL BLDG,321 W MAIN ST FRANKFORT KY 40601
KY,county,,HURRICANE,HURRICANE VOL FIRE DEPT,2981 HURRICANE RD PIKEVILLE KY 41501
KY,county,,STATION SPRINGS,HEARN ELEMENTARY,300 COPPERLEAF BLVD FRANKFORT KY 40601
KY,county,,LEDBETTER,LEDBETTER FIRE DEPARTMENT,1481 US 60 WEST LEDBETTER KY 42058
KY,county,,HUNTING CREEK,ROUSSEAU ELEMENTARY,13462 HWY 30 E JACKSON KY 41339
KY,county,,CARTERSVILLE,OLD ROBINSON FEED STORE BLDG,1155 COPPER CREEK RD BEREA KY 40403
KY,county,,DENTON,HERITAGE ELEMENTARY SCHOOL,4863 S STATE HWY 1 GRAYSON KY 41143
KY,county,,HITCHINS,HERITAGE ELEMENTARY SCHOOL,4863 S STATE HWY 1 GRAYSON KY 41143
KY,county,,WILLARD,HERITAGE ELEMENTARY SCHOOL,4863 S STATE HWY 1 GRAYSON KY 41143
KY,county,,FORKS OF ELKHORN,LAKEVIEW PARK-CARTER HOUSE,2456 GEORGETOWN RD FRANKFORT KY 40601
KY,county,,HORSE BRANCH,HORSE BRANCH COMMUNITY CENTER,768 HORSE BRANCH LOOP HORSE BRANCH KY 42349
KY,county,,BURNSIDE CITY 36,BURNSIDE FIRE STATION,113 E FRENCH AVE BURNSIDE KY 42519
KY,county,,CARLTON,KELLY ELEMENTARY SCHOOL,6775 MCVILLE RD BURLINGTON KY 41005
KY,county,,CAMP ERNST,LONGBRANCH ELEMENTARY SCHOOL,2805 LONGBRANCH RD UNION KY 41091
KY,county,,GRAND RIVERS,GRT LAKES SENIOR CITIZENS CENTER,155 W CUMBERLAND AVE GRAND RIVERS KY 42045
KY,county,,GRADYVILLE NELL,D & F GROCERY,4731 EDMONTON RD COLUMBIA KY 42728
KY,county,,CONCORD,CONCORD FIRE STATION,5731 HWY 16 WARSAW KY 41095
KY,county,,WARD 3 PRECINCT 3,WEST KENTUCKY RURAL ELECTRIC,1218 WEST BROADWAY MAYFIELD KY 42066
KY,county,,NORTH CRESTWOOD,CRESTWOOD BAPTIST CHURCH,6400 SWEETBAY DR CRESTWOOD KY 40014
KY,county,,EAST BROWNSBORO,CRESTWOOD BAPTIST CHURCH,6400 SWEETBAY DR CRESTWOOD KY 40014
KY,county,,ERLANGER #13,LAKEMONT CLUBHOUSE,1 ASHMONT DR ERLANGER KY 41018
KY,county,,LOWER WARSAW,CITY OF WARSAW MEETING ROOM,300 E HIGH ST WARSAW KY 41095
KY,county,,UPPER WARSAW,CITY OF WARSAW MEETING ROOM,300 E HIGH ST WARSAW KY 41095
KY,county,,GLENCOE,GLENCOE CITY HALL,112 NORTH MAIN GLENCOE KY 41046
KY,county,,RUSSELL #1,RUSSELL CITY BUILDING,410 FERRY ST RUSSELL KY 41169
KY,county,,SPARTA,SPARTA CITY HALL,104 MAIN ST SPARTA KY 41086
KY,county,,E4,CHAPLIN CHRISTIAN CHURCH,5438 LAWRENCEBURG RD CHAPLIN KY 40012
KY,county,,SNOW-SEVENTY SIX,SEVENTY SIX VOTE HOUSE,1626 CAVE SPRING RD ALBANY KY 42602
KY,county,,PRECINCT 155 38 DISTRICT,MEDORA ELEMENTARY SCHOOL GYM,11801 DEERING RD LOUISVILLE KY 40272
KY,county,,PRECINCT 142 28 DISTRICT,MEDORA ELEMENTARY SCHOOL GYM,11801 DEERING RD LOUISVILLE KY 40272
KY,county,,PRECINCT 138 38 DISTRICT,MEDORA ELEMENTARY SCHOOL GYM,11801 DEERING RD LOUISVILLE KY 40272
KY,county,,NORTH WHITLEY,WHITLEY CITY FIRE DEPARTMENT,71 N HWY 27 WHITLEY CITY KY 42653
KY,county,,SOUTH WHITLEY,WHITLEY CITY FIRE DEPARTMENT,71 N HWY 27 WHITLEY CITY KY 42653
KY,county,,PRECINCT 154 34 DISTRICT,BON AIR LIBRARY,2816 DEL RIO PL LOUISVILLE KY 40220
KY,county,,PRECINCT 155 34 DISTRICT,BON AIR LIBRARY,2816 DEL RIO PL LOUISVILLE KY 40220
KY,county,,WALKER PARK,WALKER PARK,4929 KY 459 BARBOURVILLE KY 40906
KY,county,,PRECINCT 159 41 DISTRICT,BRANDEIS ELEMENTARY SCHOOL GYM,2817 W KENTUCKY ST LOUISVILLE KY 40211
KY,county,,PRECINCT 145 41 DISTRICT,BRANDEIS ELEMENTARY SCHOOL GYM,2817 W KENTUCKY ST LOUISVILLE KY 40211
KY,county,,PRECINCT 107 42 DISTRICT,BRANDEIS ELEMENTARY SCHOOL GYM,2817 W KENTUCKY ST LOUISVILLE KY 40211
KY,county,,PRECINCT 110 42 DISTRICT,BRANDEIS ELEMENTARY SCHOOL GYM,2817 W KENTUCKY ST LOUISVILLE KY 40211
KY,county,,LOGAN COUNTY HIGH SCHOOL,LOGAN COUNTY HIGH SCHOOL LOBBY,2200 BOWLING GREEN RD RUSSELLVILLE KY 42276
KY,county,,PLUM SPRINGS,BRADD CONFERENCE CENTER,177 N GRAHAM AVE BOWLING GREEN KY 42101
KY,county,,NORTHGATE,BRADD CONFERENCE CENTER,177 N GRAHAM AVE BOWLING GREEN KY 42101
KY,county,,MEADOWLAND,BRADD CONFERENCE CENTER,177 N GRAHAM AVE BOWLING GREEN KY 42101
KY,county,,PRECINCT 110 37 DISTRICT,BEECHMONT COMMUNITY CENTER,205 W WELLINGTON AVE LOUISVILLE KY 40214
KY,county,,PRECINCT 112 37 DISTRICT,BEECHMONT COMMUNITY CENTER,205 W WELLINGTON AVE LOUISVILLE KY 40214
KY,county,,CITY SCHOOL,WILLIAMSBURG CITY SCHOOL,1000 MAIN ST WILLIAMSBURG KY 40769
KY,county,,COLLEGE HILL,WILLIAMSBURG CITY SCHOOL,1000 MAIN ST WILLIAMSBURG KY 40769
KY,county,,CHERRYVILLE,CHERRYVILLE VOTING HOUSE,5947 HWY 1690 LOUISA KY 41230
KY,county,,JIM BANKS,PRAISE ASSEMBLY CHURCH,2218 WATERGAP RD PRESTONSBURG KY 41653
KY,county,,PRECINCT 121 42 DISTRICT,PURITAN APARTMENTS,1244 S 4TH ST LOUISVILLE KY 40203
KY,county,,PRECINCT 148 40 DISTRICT,GUTERMUTH ELEMENTARY SCHOOL GYM,1500 SANDERS LN LOUISVILLE KY 40216
KY,county,,PRECINCT 119 40 DISTRICT,GUTERMUTH ELEMENTARY SCHOOL GYM,1500 SANDERS LN LOUISVILLE KY 40216
KY,county,,STONEHENGE,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,JENNINGS,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,DOUGLAS,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,VALLEYVIEW,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,17-2-1,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,17-2-2,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,17-2-3,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,17-2-4,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,17-2-5,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,20-2-6,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,SPRINGHILL,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,MILLERS,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,WHISPERING HILLS,HENRY F MOSS MIDDLE SCHOOL,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101
KY,county,,MIDDLE CREEK/JACK ALLEN,DAVID FIRE DEPT,6672 KY RT 404 DAVID KY 41616
KY,county,,CANEY,SHELBY VALLEY FIRE DEPT STA 1,55 DOUGLAS PRK PIKEVILLE KY 41501
KY,county,,WESTSIDE SCHOOL,WESTSIDE SCHOOL,1585 KY HWY 356 CYNTHIANA KY 41031
KY,county,,CENTRAL,WESTSIDE SCHOOL,1585 KY HWY 356 CYNTHIANA KY 41031
KY,county,,KINMAN,WESTSIDE SCHOOL,1585 KY HWY 356 CYNTHIANA KY 41031
KY,county,,PRECINCT 153 33 DISTRICT,MIDDLETOWN ELEMENTARY SCHOOL,218 N MADISON AVE LOUISVILLE KY 40243
KY,county,,ERLANGER #5,TICHENOR MIDDLE SCHOOL,305 BARTLETT AVE ERLANGER KY 41018
KY,county,,PRECINCT 148 34 DISTRICT,STRATHMOOR PRESBYTERIAN CHURCH,2201 HAWTHORNE AVE LOUISVILLE KY 40205
KY,county,,PRECINCT 149 34 DISTRICT,STRATHMOOR PRESBYTERIAN CHURCH,2201 HAWTHORNE AVE LOUISVILLE KY 40205
KY,county,,PIN HOOK,CLAY CO AREA TECHNOLOGY CTR,1097 N HIGHWAY 11 MANCHESTER KY 40962
KY,county,,WEST LOUISA,LOUISA WEST ELEMENTARY SCHOOL,201 S BOONE ST LOUISA KY 41230
KY,county,,STELLA MOORE,LOUISA WEST ELEMENTARY SCHOOL,201 S BOONE ST LOUISA KY 41230
KY,county,,WOLF CREEK-CONCORDIA,PAYNEVILLE ELEMENTARY SCHOOL,520 RHODELIA RD PAYNEVILLE KY 40157
KY,county,,BATTLETOWN,PAYNEVILLE ELEMENTARY SCHOOL,520 RHODELIA RD PAYNEVILLE KY 40157
KY,county,,PAYNEVILLE,PAYNEVILLE ELEMENTARY SCHOOL,520 RHODELIA RD PAYNEVILLE KY 40157
KY,county,,RINEYVILLE SOUTH,RINEYVILLE BAPTIST CHURCH,5629 RINEYVILLE RD RINEYVILLE KY 40162
KY,county,,JETT,CAPITAL CITY CHRISTIAN CHURCH,15 LOCUST LN FRANKFORT KY 40601
KY,county,,HINDMAN-RIGHT WARD,KNOTT CO HUMAN SERVICES CENTER,40 CENTER ST HINDMAN KY 41822
KY,county,,HINDMAN #2,KNOTT CO HUMAN SERVICES CENTER,40 CENTER ST HINDMAN KY 41822
KY,county,,LICKING VALLEY,SOUTHSIDE SCHOOL,106 EDUCATION DRIVE CYNTHIANA KY 41031
KY,county,,SOUTHSIDE SCHOOL,SOUTHSIDE SCHOOL,106 EDUCATION DRIVE CYNTHIANA KY 41031
KY,county,,CLIFTON VILLAGE,SOUTHSIDE SCHOOL,106 EDUCATION DRIVE CYNTHIANA KY 41031
KY,county,,COUNTY EXTENSION OFFICE,SOUTHSIDE SCHOOL,106 EDUCATION DRIVE CYNTHIANA KY 41031
KY,county,,SHERIFF'S OFFICE,SOUTHSIDE SCHOOL,106 EDUCATION DRIVE CYNTHIANA KY 41031
KY,county,,WHITE SULPHUR,PRIMARY SCHOOL GYM,1000 MARION RD PRINCETON KY 42445
KY,county,,BRIARFIELD,PRIMARY SCHOOL GYM,1000 MARION RD PRINCETON KY 42445
KY,county,,FAIRHAVEN,FIRE STATION 22,4393 CLEARWATER WAY LEXINGTON KY 40515
KY,county,,BAXTER,ROSSPOINT SCHOOL,132 HWY 522 BAXTER KY 40806
KY,county,,COURTHOUSE,MUHLENBERG SOUTH MIDDLE SCHOOL,200 PRITCHETT DR GREENVILLE KY 42345
KY,county,,EAST BOGGESS,MUHLENBERG SOUTH MIDDLE SCHOOL,200 PRITCHETT DR GREENVILLE KY 42345
KY,county,,THE VINEYARD,ST ATHANASIUS ORTHODOX CHURCH,100 LIME LN NICHOLASVILLE KY 40356
KY,county,,WEST HOPKINS 33,WEST HOPKINS ELEMENTARY SCHOOL,2695 RABBIT RIDGE RD NEBO KY 42441
KY,county,,ELCOMB,LAUREL'S,169 COUNTY PIKE RD HARLAN KY 40831
KY,county,,RIVERVIEW,ST JAMES UNITED METHODIST CHURCH,575 WINFIELD DR BOWLING GREEN KY 42103
KY,county,,PRECINCT 126 44 DISTRICT,ST LAWRENCE CATHOLIC CHURCH COMMUNITY ROOM,1925 LEWISTON DR LOUISVILLE KY 40216
KY,county,,PRECINCT 131 44 DISTRICT,ST LAWRENCE CATHOLIC CHURCH COMMUNITY ROOM,1925 LEWISTON DR LOUISVILLE KY 40216
KY,county,,PRECINCT 136 46 DISTRICT,UAW HALL--GETTELFINGER HALL,3000 FERN VALLEY RD LOUISVILLE KY 40219
KY,county,,PRECINCT 161 35 DISTRICT,UAW HALL--GETTELFINGER HALL,3000 FERN VALLEY RD LOUISVILLE KY 40219
KY,county,,PRECINCT 122 46 DISTRICT,UAW HALL--GETTELFINGER HALL,3000 FERN VALLEY RD LOUISVILLE KY 40219
KY,county,,PRECINCT 124 46 DISTRICT,UAW HALL--GETTELFINGER HALL,3000 FERN VALLEY RD LOUISVILLE KY 40219
KY,county,,COURTHOUSE,LYON CO PUBLIC LIBRARY,261 COMMERCE ST EDDYVILLE KY 42038
KY,county,,PRECINCT 106 33 DISTRICT,E.P.TOM SAWYER STATE PARK GYM,3000 FREYS HILL RD LOUISVILLE KY 40241
KY,county,,PRECINCT 145 33 DISTRICT,E.P.TOM SAWYER STATE PARK GYM,3000 FREYS HILL RD LOUISVILLE KY 40241
KY,county,,SCHULTZ,MALONETON FIRE DEPT,6579 SR 7 SOUTH SHORE KY 41175
KY,county,,RAYWICK,RAYWICK CITY HALL,200 MAIN ST RAYWICK KY 40060
KY,county,,WALLINS-CITY HALL,WALLINS ELEMENTARY SCHOOL,993 HWY 219 WALLINS KY 40873
KY,county,,WALLINS-SCHOOL,WALLINS ELEMENTARY SCHOOL,993 HWY 219 WALLINS KY 40873
KY,county,,CAWOOD/HIRAM,CAWOOD ELEMENTARY SCHOOL,51 NOLA ST CAWOOD KY 40815
KY,county,,BEVERLY,RED BIRD SENIOR CITIZENS FACILITY,8522 HWY 2011 BEVERLY KY 40913
KY,county,,FIREBROOK 11F,OAK HILL BAPTIST CHURCH GYM,2135 OAK HILL RD SOMERSET KY 42503
KY,county,,ARJAY,ARJAY FIRE STATION,4852 HWY 66 ARJAY KY 40902
KY,county,,BELFRY,BELFRY COURTHOUSE,25320 U S HWY 119 N BELFRY KY 41514
KY,county,,MANNSVILLE/MERRIMAC,OLD MANNSVILLE SCHOOL,315 BRADFORDSVILLE RD CAMPBELLSVILLE KY 42718
KY,county,,FIRE DEPT.,21ST CENTURY LEARNING CENTER,214 N HARRISON ST LEBANON KY 40033
KY,county,,WEST EMINENCE,EMINENCE CHRISTIAN CHURCH,5333 S MAIN ST EMINENCE KY 40019
KY,county,,FAIRVIEW,SIMPSON ELEMENTARY SCHOOL,721 WITT RD FRANKLIN KY 42134
KY,county,,UPTON,UPTOWN GRAPHICS,73 RIGGS ST UPTON KY 42784
KY,county,,GRAYS KNOB,VOCATIONAL SCHOOL HARLAN CAMPUS,164 BALL PARK RD HARLAN KY 40831
KY,county,,PRECINCT 104 36 DISTRICT,EASTWOOD FIRE STATION,16010 SHELBYVILLE RD LOUISVILLE KY 40245
KY,county,,SONORA,CREEKSIDE ELEMENTARY SCHOOL,151 HORSESHOE BEND RD SONORA KY 42776
KY,county,,GUTHRIE #1,GUTHRIE TRANSPORTATION MUSEUM,218 S EWING ST GUTHRIE KY 42234
KY,county,,GUTHRIE #2,GUTHRIE TRANSPORTATION MUSEUM,218 S EWING ST GUTHRIE KY 42234
KY,county,,CHELF,VALLEY CREEK BAPTIST CHURCH,4685 SPRINGFIELD RD ELIZABETHTOWN KY 42701
KY,county,,PRECINCT 162 42 DISTRICT,JEFFERSON COUNTY TRADITIONAL MIDDLE SCHOOL,1418 MORTON AVE LOUISVILLE KY 40204
KY,county,,PRECINCT 103 34 DISTRICT,JEFFERSON COUNTY TRADITIONAL MIDDLE SCHOOL,1418 MORTON AVE LOUISVILLE KY 40204
KY,county,,PRECINCT 132 35 DISTRICT,JEFFERSON COUNTY TRADITIONAL MIDDLE SCHOOL,1418 MORTON AVE LOUISVILLE KY 40204
KY,county,,PRECINCT 169 34 DISTRICT,CRESCENT HILL BAPTIST CHURCH,2800 FRANKFORT AVE LOUISVILLE KY 40206
KY,county,,PRECINCT 141 34 DISTRICT,CRESCENT HILL BAPTIST CHURCH,2800 FRANKFORT AVE LOUISVILLE KY 40206
KY,county,,PRECINCT 150 34 DISTRICT,CRESCENT HILL BAPTIST CHURCH,2800 FRANKFORT AVE LOUISVILLE KY 40206
KY,county,,EAST WEAVERTON,COUNTRYVIEW BAPTIST CHURCH,2067 GREGORY DR HENDERSON KY 42420
KY,county,,WEST WEAVERTON,COUNTRYVIEW BAPTIST CHURCH,2067 GREGORY DR HENDERSON KY 42420
KY,county,,PRECINCT 123 34 DISTRICT,FARMINGTON VISITORS CTR,3033 BARDSTOWN RD LOUISVILLE KY 40205
KY,county,,PRECINCT 126 34 DISTRICT,FARMINGTON VISITORS CTR,3033 BARDSTOWN RD LOUISVILLE KY 40205
KY,county,,WEST CENTRAL,COVENANT UNITED METHODIST CHURCH,301 N 25TH ST MIDDLESBORO KY 40965
KY,county,,DEPOT,WHITLEY COUNTY LIBRARY,285 S 3RD ST WILLIAMSBURG KY 40769
KY,county,,PRECINCT 166 32 DISTRICT,COMMUNITY OF CHRIST CHURCH,2401 MERRIWOOD DR LOUISVILLE KY 40299
KY,county,,PRECINCT 177 32 DISTRICT,COMMUNITY OF CHRIST CHURCH,2401 MERRIWOOD DR LOUISVILLE KY 40299
KY,county,,COLSON,COLSON FIRE DEPARTMENT,9106 HWY 7 N WHITESBURG KY 41858
KY,county,,CLORE,KENWOOD STATION ELEMENTARY,6321 VETERANS MEMORIAL PKWY CRESTWOOD KY 40014
KY,county,,WEST BROWNSBORO,KENWOOD STATION ELEMENTARY,6321 VETERANS MEMORIAL PKWY CRESTWOOD KY 40014
KY,county,,ELSMERE #2,ELSMERE SENIOR CENTER,179 DELL AVE ELSMERE KY 41018
KY,county,,HOWEVALLEY,HOWEVALLEY ELEMENTARY SCHOOL,8450 HARDINSBURG RD CECILIA KY 42724
KY,county,,GRANDVIEW,HOWEVALLEY ELEMENTARY SCHOOL,8450 HARDINSBURG RD CECILIA KY 42724
KY,county,,ST ANDREWS ANGLICAN CHURCH,ST ANDREWS ANGLICAN CHURCH,115 PADDOCK DR VERSAILLES KY 40383
KY,county,,SIX,SCOTTSVILLE VOL FIRE STATION 2,1555 NEW GALLATIN RD SCOTTSVILLE KY 42164
KY,county,,HUNNEWELL,NEW LITTLE SANDY FIRE DEPT,4348 ST RT 1 ARGILLITE KY 41121
KY,county,,PRECINCT 182 33 DISTRICT,BOWEN ELEMENTARY SCHOOL GYM,1601 ROOSEVELT AVE LOUISVILLE KY 40242
KY,county,,PRECINCT 151 33 DISTRICT,BOWEN ELEMENTARY SCHOOL GYM,1601 ROOSEVELT AVE LOUISVILLE KY 40242
KY,county,,ERLANGER #7,BAPTIST VILLAGE,3000 RIGGS RD ERLANGER KY 41018
KY,county,,PRECINCT 144 34 DISTRICT,ST PAUL UNITED METHODIST CHURCH,2000 DOUGLASS BLVD LOUISVILLE KY 40205
KY,county,,PRECINCT 145 34 DISTRICT,ST PAUL UNITED METHODIST CHURCH,2000 DOUGLASS BLVD LOUISVILLE KY 40205
KY,county,,PRECINCT 146 34 DISTRICT,ST PAUL UNITED METHODIST CHURCH,2000 DOUGLASS BLVD LOUISVILLE KY 40205
KY,county,,SOAPER,AIRLINE BAPTIST CHURCH,1942 CLAY ST HENDERSON KY 42420
KY,county,,PENNYRILE,AIRLINE BAPTIST CHURCH,1942 CLAY ST HENDERSON KY 42420
KY,county,,PRECINCT 107 37 DISTRICT,SEMPLE ELEMENTARY SCHOOL CAFETERIA,724 DENMARK ST LOUISVILLE KY 40215
KY,county,,PRECINCT 140 37 DISTRICT,SEMPLE ELEMENTARY SCHOOL CAFETERIA,724 DENMARK ST LOUISVILLE KY 40215
KY,county,,GRAYS,MASONIC LODGE,4626 KY 1232 GRAY KY 40734
KY,county,,PRECINCT 108 34 DISTRICT,BLOOM ELEMENTARY SCHOOL GYM,1627 LUCIA AVE LOUISVILLE KY 40204
KY,county,,PRECINCT 109 34 DISTRICT,BLOOM ELEMENTARY SCHOOL GYM,1627 LUCIA AVE LOUISVILLE KY 40204
KY,county,,ELKTON #1,TODD COUNTY COURTHOUSE,200 WASHINGTON ST ELKTON KY 42220
KY,county,,ELKTON #4,TODD COUNTY COURTHOUSE,200 WASHINGTON ST ELKTON KY 42220
KY,county,,PIERCE,PIERCE VOTE BUILDING,5125 HWY 218 GREENSBURG KY 42743
KY,county,,STEUBENVILLE,STEUBENVILLE BAPTIST CHURCH,222 KINGS HWY MONTICELLO KY 42633
KY,county,,RECC,NATIONAL GUARD ARMORY,2216 MYRON CORY DR HICKMAN KY 42050
KY,county,,SENIOR CITIZENS BLG,NATIONAL GUARD ARMORY,2216 MYRON CORY DR HICKMAN KY 42050
KY,county,,COURTHOUSE,NATIONAL GUARD ARMORY,2216 MYRON CORY DR HICKMAN KY 42050
KY,county,,BWM WATSON,NATIONAL GUARD ARMORY,2216 MYRON CORY DR HICKMAN KY 42050
KY,county,,STATELINE,NATIONAL GUARD ARMORY,2216 MYRON CORY DR HICKMAN KY 42050
KY,county,,STADIUM OF CHAMPIONS,STADIUM OF CHAMPIONS,4400 LAFAYETTE RD HOPKINSVILLE KY 42240
KY,county,,HUBBARD,BESIDE SALT GUM CHURCH,13775 KY 223 SCALF KY 40982
KY,county,,TEVIS COTTONBURG POOSEY,KIRKSVILLE ELEMENTARY,2399 LANCASTER RD RICHMOND KY 40475
KY,county,,BURNAM HIGHPOINT,KIRKSVILLE ELEMENTARY,2399 LANCASTER RD RICHMOND KY 40475
KY,county,,PRECINCT 147 34 DISTRICT,IMMANUEL UNITED CHURCH OF CHRIST,2300 TAYLORSVILLE RD LOUISVILLE KY 40205
KY,county,,PRECINCT 161 34 DISTRICT,IMMANUEL UNITED CHURCH OF CHRIST,2300 TAYLORSVILLE RD LOUISVILLE KY 40205
KY,county,,ALTON,EMMA B WARD SCHOOL,1150 BYPASS NORTH LAWRENCEBURG KY 40342
KY,county,,WEST ALTON,EMMA B WARD SCHOOL,1150 BYPASS NORTH LAWRENCEBURG KY 40342
KY,county,,BIRDIE,EMMA B WARD SCHOOL,1150 BYPASS NORTH LAWRENCEBURG KY 40342
KY,county,,GRANTWOOD,CHAPEL HILL METHODIST CHURCH,2601 US HWY 60 E HENDERSON KY 42420
KY,county,,WEST RICHARDSON,CHAPEL HILL METHODIST CHURCH,2601 US HWY 60 E HENDERSON KY 42420
KY,county,,EAST RICHARDSON,CHAPEL HILL METHODIST CHURCH,2601 US HWY 60 E HENDERSON KY 42420
KY,county,,ROWLETTS,HART COUNTY HIGH SCHOOL,1014 S DIXIE HWY MUNFORDVILLE KY 42765
KY,county,,HIGH SCHOOL,HART COUNTY HIGH SCHOOL,1014 S DIXIE HWY MUNFORDVILLE KY 42765
KY,county,,HAMPTON SCHOOL,G R HAMPTON SCHOOL,60 KY 3441 BARBOURVILLE KY 40906
KY,county,,PRECINCT 147 43 DISTRICT,BYCK ELEMENTARY SCHOOL GYM,2328 CEDAR ST LOUISVILLE KY 40212
KY,county,,PRECINCT 144 41 DISTRICT,BYCK ELEMENTARY SCHOOL GYM,2328 CEDAR ST LOUISVILLE KY 40212
KY,county,,PRECINCT 117 43 DISTRICT,BYCK ELEMENTARY SCHOOL GYM,2328 CEDAR ST LOUISVILLE KY 40212
KY,county,,PRECINCT 106 31 DISTRICT,ST ANDREWS UNITED CHURCH OF CHRIST,2608 BROWNS LN LOUISVILLE KY 40220
KY,county,,PRECINCT 108 31 DISTRICT,ST ANDREWS UNITED CHURCH OF CHRIST,2608 BROWNS LN LOUISVILLE KY 40220
KY,county,,SOUTH CADIZ #1,CADIZ FIRE DEPARTMENT,1880 MAIN ST CADIZ KY 42211
KY,county,,WEST CADIZ,CADIZ FIRE DEPARTMENT,1880 MAIN ST CADIZ KY 42211
KY,county,,VICTORY,GENERATION CENTER,32 MEADOW ST WINCHESTER KY 40391
KY,county,,LEVEE,LEVEE FIRE DEPARTMENT,7615 LEVEE RD MT STERLING KY 40353
KY,county,,LOYALL,LOYALL COMMUNITY CTR,306 CARTER ST LOYALL KY 40854
KY,county,,PRECINCT 140 41 DISTRICT,MIDWEST CHURCH OF CHRIST,2115 GARLAND AVE LOUISVILLE KY 40211
KY,county,,PRECINCT 150 41 DISTRICT,MIDWEST CHURCH OF CHRIST,2115 GARLAND AVE LOUISVILLE KY 40211
KY,county,,WILTON,CHAPEL GROVE CHURCH,13146 KY 6 CORBIN KY 40734
KY,county,,BROADMOOR,FIRST UNITED METHODIST CHURCH,4131 TODDS RD LEXINGTON KY 40509
KY,county,,PRECINCT 125 30 DISTRICT,USPIRITUS ,3121 BROOKLAWN CAMPUS DR LOUISVILLE KY 40218
KY,county,,PRECINCT 126 30 DISTRICT,USPIRITUS ,3121 BROOKLAWN CAMPUS DR LOUISVILLE KY 40218
KY,county,,FELTS,HUNTER HILLS SCHOOL GYM,8325 SOUTH U.S. HWY 25 CORBIN KY 40701
KY,county,,SPRING CUT,HUNTER HILLS SCHOOL GYM,8325 SOUTH U.S. HWY 25 CORBIN KY 40701
KY,county,,SOUTH LAUREL,HUNTER HILLS SCHOOL GYM,8325 SOUTH U.S. HWY 25 CORBIN KY 40701
KY,county,,C1,BARDSTOWN PRIMARY SCHOOL,1000 TEMPLIN AVE BARDSTOWN KY 40004
KY,county,,HARLAN,HARLAN CIVIC CENTER,201 S MAIN ST HARLAN KY 40831
KY,county,,FORDS FERRY # 5,CRITTENDEN CO GUN CLUB,2264 SR 91 N MARION KY 42064
KY,county,,PINE MOUNTAIN,LITTLE LAUREL BIBLE CHURCH,10891 E HWY 221 BLEDSOE KY 40810
KY,county,,CUMBERLAND CITY HALL,CUMBERLAND ELEMENTARY SCHOOL,322 GOLF COURSE RD CUMBERLAND KY 40823
KY,county,,CUMB BLACK MOTOR EAST,CUMBERLAND ELEMENTARY SCHOOL,322 GOLF COURSE RD CUMBERLAND KY 40823
KY,county,,BLAIR,CUMBERLAND ELEMENTARY SCHOOL,322 GOLF COURSE RD CUMBERLAND KY 40823
KY,county,,CUMBERLAND NEW YORK,CUMBERLAND ELEMENTARY SCHOOL,322 GOLF COURSE RD CUMBERLAND KY 40823
KY,county,,PROSPECT HILL,WRECC BLDG,698 MORGANTOWN RD FRANKLIN KY 42134
KY,county,,SOUTH WILMORE,WILMORE ELEMENTARY SCHOOL,150 CAMPGROUND LN WILMORE KY 40390
KY,county,,KLONDYKE,SAYLOR'S GROCERY,21414 HWY 38 CLOSPLINT KY 40927
KY,county,,BULLOCK,PONGO VOL FIRE DEPT,47 BLOSS RD MOUNT VERNON  KY 40456
KY,county,,PUTNEY,SHRINER BLDG,20 SHRINERS RD PUTNEY KY 40810
KY,county,,WARNOCK,ANTIOCH CHURCH,10693 ST RT 2 GREENUP KY 41144
