state,county_name,precinct_name,polling_place_id,name,address
SC,GREENVILLE,Tigerville,2041,Tigerville Elementary School,"25 Tigerville Elementary School Rd, Taylors, SC 29687"
SC,GREENVILLE,Timberlake,429,Aldersgate United Methodist Church," 7 Shannon Dr, Greenville, SC 29615"
SC,GREENVILLE,Trade,876,Needmore Recreation Center," 202 Canteen Ave, Greer, SC 29650"
SC,GREENVILLE,Tubbs Mountain,1342,Enoree Baptist Church,"881 Tigerville Rd, Travelers Rest, SC 29690"
SC,GREENVILLE,Wade Hampton,1824,Faith Baptist Church," 500 W Lee Rd, Taylors, SC 29687"
SC,GREENVILLE,Walnut Springs,521,Clear Spring Baptist Church," 301 Bethany Rd, Simpsonville, SC 29681"
SC,GREENVILLE,Welcome,1299,Welcome Elementary School," 36 E Welcome Rd, Greenville, SC 29611"
SC,GREENVILLE,Wellington,1556,E North Church,"4108 E North St, Greenville, SC 29615"
SC,GREENVILLE,Westcliffe,1878,Westcliffe Elementary School," 105 Eastbourne Rd, Greenville, SC 29611"
SC,GREENVILLE,Westside,2614,Agnew Rd Baptist Church,"400 Rainbow Dr, Greenville, SC 29617"
SC,GREENVILLE,Woodmont,483,Woodmont Middle School," 325 N Flat Rock Rd, Piedmont, SC 29673"
SC,GREENVILLE,Woodruff Lakes,425,Woodruff Rd Christian Church," 20 Bell Rd, Greenville, SC 29607"
SC,GREENVILLE,Mt Pleasant,230,Mt Pleasant Community Center," 710 S Fairfield Rd, Greenville, SC 29605"
SC,GREENVILLE,Baker Creek,1517,Valley Brook Outreach Baptist Church,"8323 Augusta Rd, Pelzer, SC 29669"
SC,GREENVILLE,Bridge Fork,1626,Kingdom Life Church,"416 Holland Rd, Simpsonville, SC 29681"
SC,GREENVILLE,Castle Rock,1564,Washington Baptist Church," 3500 N Highway 14, Greer, SC 29651"
SC,GREENVILLE,Fox Chase,850,Northwood Baptist Church," 888 Ansel School Rd, Greer, SC 29651"
SC,GREENVILLE,Frohawk,235,Grace United Methodist Church," 627 Taylor Rd, Greer, SC 29651"
SC,GREENVILLE,Granite Creek,1953,Pleasant Grove Baptist Church," 1002 S Buncombe Rd, Greer, SC 29651"
SC,GREENVILLE,Graze Branch,815,Holly Ridge Baptist Church," 260 Adams Mill Rd, Simpsonville, SC 29681"
SC,GREENVILLE,Greenbriar,642,Messiah Lutheran Church," 1100 Log Shoals Rd, Mauldin, SC 29662"
SC,GREENVILLE,Hillcrest,324,Hillcrest Middle School," 510 Garrison Rd, Simpsonville, SC 29681"
SC,GREENVILLE,Holly Tree,1505,Faith Baptist Church," 906 Highway 14, Simpsonville, SC 29681"
SC,GREENVILLE,Kilgore Farms,1497,Gilder Creek Farm Clubhouse," 404 Grimes Dr, Simpsonville, SC 29681"
SC,GREENVILLE,Locust Hill,1331,Fairview Baptist Church," 1300 Locust Hill Rd, Greer, SC 29651"
SC,GREENVILLE,Long Creek,502,Rocky Creek Missionary Baptist Church," 239 Rocky Creek Rd, Simpsonville, SC 29680"
SC,GREENVILLE,Moore Creek,657,South Greenville Fire Station #6," 1800 W Georgia Rd, Simpsonville, SC 29680"
SC,GREENVILLE,Oneal,2593,Eastside Apostolic Lutheran Church,"2200 Mays Bridge Rd, Greer, SC 29651"
SC,GREENVILLE,Ranch Creek,649,Robert E Cashion Elementary School," 1500 Fork Shoals Rd, Greenville, SC 29605"
SC,GREENVILLE,Riverside,360,Riverside High School," 794 Hammett Bridge Rd, Greer, SC 29650"
SC,GREENVILLE,Sparrows Point,2128,Immanuel Lutheran Church," 2820 Woodruff Rd, Simpsonville, SC 29681"
SC,GREENVILLE,Standing Springs,1025,Standing Springs Baptist Church," 1111 W Georgia Rd, Simpsonville, SC 29680"
SC,GREENVILLE,Travelers Rest 1,908,Travelers Rest City Hall,"125 Trailblazer Dr, Travelers Rest, SC 29690"
SC,GREENVILLE,Travelers Rest 2,634,Renfrew Baptist Church," 951 Geer Hwy, Travelers Rest, SC 29690"
SC,GREENVILLE,Tyger River,1865,Chandler Creek Elementary School," 301 Chandler Rd, Greer, SC 29651"
SC,GREENVILLE,Verdmont,1908,Hopewell United Methodist Church," 1420 Neely Ferry Rd, Simpsonville, SC 29680"
SC,GREENVILLE,Ware Place,1789,Ellen Woodside Elementary School," 9122 Augusta Rd, Pelzer, SC 29669"
SC,GREENWOOD,Loblolly Pines,984,United Cntr. Comm. Care,"929 Phoenix St, Greenwood, SC 29646"
SC,GREENWOOD,Bee's Ferry,1624,American Legion Post #224,"1310 Cambridge Ave E, Greenwood, SC 29646"
SC,GREENWOOD,Livi's Knoll,1600,Genesis Education Center," 405 Glenwood St, Greenwood, SC 29649"
SC,GREENWOOD,Grandiflora Glen,368,Rice Elementary School,"1802 E Durst Ave, Greenwood, SC 29649"
SC,GREENWOOD,Ashley River Run,1194,County Courthouse," 528 Monument St, Greenwood, SC 29646"
SC,GREENWOOD,Hope's Ferry,1306,Emerald Gardens Of Gwd," 201 Overland Dr, Greenwood, SC 29646"
SC,GREENWOOD,Fairhope Ferry,262,The Lander Annex," 806 Calhoun Ave, Greenwood, SC 29649"
SC,GREENWOOD,Pebble Stone Way,1217,Wesley Commons,"1110 Marshall Rd, Greenwood, SC 29646"
SC,GREENWOOD,Glendale,1503,NW Vol Fire Dept Sub Sta,"2028 Highway 72 W, Greenwood, SC 29646"
SC,GREENWOOD,Harris,1124,Greenwood County YMCA," 1760 Calhoun Rd, Greenwood, SC 29649"
SC,GREENWOOD,Laco,1658,Springfield Elem School," 1608 Florida Ave, Greenwood, SC 29646"
SC,GREENWOOD,Ninety Six,1524,Ninety Six Depot,"99 Main St W, Ninety Six, SC 29666"
SC,GREENWOOD,Ninety Six Mill,187,Town of Ninety Six Fire Dept,"89 Saluda St, Ninety Six, SC 29666"
SC,GREENWOOD,Ware Shoals,902,Ware Shoals Town Hall," 8 Mill St, Ware Shoals, SC 29692"
SC,GREENWOOD,Hodges,926,Hodges Town Hall," 4511 Main St, Hodges, SC 29653"
SC,GREENWOOD,Cokesbury,1939,Cokesbury College," 210 College Dr, Hodges, SC 29653"
SC,GREENWOOD,Coronaca,601,The Connection-St. Mark Coronaca Campus,"111 Fuller St, Greenwood, SC 29649"
SC,GREENWOOD,Greenwood High,778,Greenwood High School," 1816 Cokesbury Rd, Greenwood, SC 29649"
SC,GREENWOOD,Georgetown,278,G Frank Russell Technology Center,"601 Northside Dr E, Greenwood, SC 29649"
SC,GREENWOOD,Sandridge,1209,Tri-County Fire Department,"1317 Kirksey Pittsburgh Rd, Troy, SC 29848"
SC,GREENWOOD,Callison,985,Rehoboth United Methodist Church,"1808 Callison Hwy, Greenwood, SC 29646"
SC,GREENWOOD,Bradley,1708,Forestry Building," 120 Bradley St, Bradley, SC 29819"
SC,GREENWOOD,Troy,110,Troy United Methodist Church,"127 Church St W, Troy, SC 29848"
SC,GREENWOOD,Epworth,2196,Epworth-Phoenix Fire Dept,"1218 Epworth Camp Rd E, Ninety Six, SC 29666"
SC,GREENWOOD,Verdery,1445,P.L.E.A.D. Center,"122 New Zion Rd, Bradley, SC 29819"
SC,GREENWOOD,New Market,1676,Hwy 34 Fire Department," 1211 Ninety Six Hwy, Greenwood, SC 29646"
SC,GREENWOOD,Emerald,1743,Piedmont Tech College,"620 Emerald Rd N, Greenwood, SC 29646"
SC,GREENWOOD,Airport,1150,Airport Terminal," 330 Terminal Rd, Greenwood, SC 29649"
SC,GREENWOOD,Emerald High,1506,Emerald High School," 150 Bypass 225, Greenwood, SC 29649"
SC,GREENWOOD,Civic Center,2116,Farmers Market @ Civ Cent,"215 Wilbanks Cir, Greenwood, SC 29649"
SC,GREENWOOD,Riley,1096,EMS Station,"6502 Highway 25 N, Hodges, SC 29653"
SC,GREENWOOD,Shoals Junction,1060,Greenville Presbyterian,"125 Greenville Church Rd, Donalds, SC 29638"
SC,GREENWOOD,Greenwood Mill,856,West Side Baptist Church,"215 By-Pass 225 S, Greenwood, SC 29646"
SC,GREENWOOD,Stonewood,2159,Coronaca FD Substation,"1418 Highway 246 S, Greenwood, SC 29649"
SC,GREENWOOD,Mimosa Crest,2254,Morningside of Greenwood,"116 Enterprise Ct, Greenwood, SC 29649"
SC,GREENWOOD,Lower Lake,2214,Drummond Center,"302 State Park Rd, Ninety Six, SC 29666"
SC,GREENWOOD,Pinecrest,1513,Pinecrest Elementary School,"220 Northside Dr E, Greenwood, SC 29649"
SC,GREENWOOD,Maxwellton Pike,1781,Greenwood City FD # 3,"225 Jenkins Springs Rd, Greenwood, SC 29646"
SC,GREENWOOD,New Castle,1894,New Northside Middle Sch,"431 Deadfall Rd W, Greenwood, SC 29649"
SC,GREENWOOD,Rutherford Shoals,1648,Ware Shoal Comm Library," 54 Greenwood Ave S, Ware Shoals, SC 29692"
SC,GREENWOOD,Liberty,1488,Mt Lebanon United Methodist Church,"772 Old Ninety Six Hwy, Greenwood, SC 29646"
SC,GREENWOOD,Biltmore Pines,1196,Lakeview Elementary School,"642 Center St, Greenwood, SC 29649"
SC,GREENWOOD,Marshall Oaks,217,Mathews Elementary School," 725 Marshall Rd, Greenwood, SC 29646"
SC,GREENWOOD,Sparrows Grace,218,Grace Community Church," 1611 Woodlawn Rd, Greenwood, SC 29649"
SC,GREENWOOD,Mountain Laurel,2341,John Lamb Community Center,"310 Foundry Rd, Greenwood, SC 29646"
SC,GREENWOOD,Allie's Crossing,2340,Ninety Six High School,"640 Cambridge St S, Ninety Six, SC 29666"
SC,GREENWOOD,Gideon's Way,2339,Brewer Middle School,"1000 Emerald Rd, Greenwood, SC 29646"
SC,GREENWOOD,Parson's Mill,2337,Ashley House,"526 Haltiwanger Rd, Greenwood, SC 29649"
SC,GREENWOOD,Angel Oak's Crossing,2639,Westview Middle School,"1410 W Alexander Rd, Greenwood, SC 29646"
SC,GREENWOOD,Graham's Glen,2640,The Burton Center,"2605 Highway 72 221 E, Greenwood, SC 29649"
SC,HAMPTON,Brunson,742,Brunson Fire Dept," 240 N Manker St, Brunson, SC 29911"
SC,HAMPTON,Hampton No. 1,1566,Hampton Fire Department,"600 2nd St W, Hampton, SC 29924"
SC,HAMPTON,Hampton No. 2,1205,Hampton Fire Department,"600 2nd St W, Hampton, SC 29924"
SC,HAMPTON,Varnville,676,Varnville Fire Station," 54 Palm St, Varnville, SC 29944"
SC,HAMPTON,Early Branch,1666,Cummings Fire Dept," 6836 Yemassee Hwy, Varnville, SC 29944"
SC,HAMPTON,Garnett,1435,Housey's Towing,"103 Augusta Stagecoach Rd, Garnett, SC 29922"
SC,HAMPTON,Estill,1092,Estill Fire Dept,"824 2nd St E, Estill, SC 29918"
SC,HAMPTON,Bonnett,496,Nixville Fire Dept," 5207 Browning Gate Rd, Estill, SC 29918"
SC,HAMPTON,Furman,2186,Furman Town Hall," 46 McKenzie Trl, Furman, SC 29921"
SC,HAMPTON,Scotia,743,Scotia Town Hall,"153 Annette St, Scotia, SC 29939"
SC,HAMPTON,Yemassee,1811,Yemassee Town Hall," 101 Town Cir, Yemassee, SC 29945"
SC,HAMPTON,Horse Gall,505,David Smith's Shop,"5540 Grays Hwy, Varnville, SC 29944"
SC,HAMPTON,Rivers Mill,703,Crocketville Comm Center," 3980 Bamberg Hwy, Hampton, SC 29924"
SC,HAMPTON,Hopewell,1886,Hopewell Community Center," 1401 Goettee Trl, Hampton, SC 29924"
SC,HAMPTON,Crocketville-Miley,733,Crocketville Comm Center," 3980 Bamberg Hwy, Hampton, SC 29924"
SC,HAMPTON,Cummings,1095,Cummings Fire Dept," 6836 Yemassee Hwy, Varnville, SC 29944"
SC,HAMPTON,Black Creek,242,Hampton County Library,"12 Locust St E, Hampton, SC 29924"
SC,HAMPTON,Gifford,1555,Gifford Community Center," 150 Sumpter St, Gifford, SC 29923"
SC,HORRY,Adrian,2179,Academy Of Tech/academics," 5639 Hwy 701 N, Conway, SC 29526"
SC,HORRY,Allsbrook,327,Cane Branch Bapt Church," 760 Cane Branch Rd, Loris, SC 29569"
SC,HORRY,Atlantic Beach,1639,Ab Community Center," 1010 32Nd Ave S, North Myrtle Beach, SC 29582"
SC,HORRY,Aynor,602,Aynor Town Hall,"600 S Main St, Aynor, SC 29511"
SC,HORRY,Bayboro-Gurley,1081,Bayboro Fire Station," 1396 Hwy 67, Loris, SC 29569"
SC,HORRY,Brooksville #1,340,Ralph Ellis County Bldg," 107 Hwy 57 N, Litte River, SC 29566"
SC,HORRY,Brownway,1650,Pee Dee Elem School," 6555 Hwy 134, Conway, SC 29527"
SC,HORRY,Burgess #1,2239,St James Elem School," 9711 St James Rd, Myrtle Beach, SC 29588"
SC,HORRY,Burgess #2,1688,Burgess Community Center," 10299 Hwy 707, Murrells Inlet, SC 29576"
SC,HORRY,Carolina Forest #1,508,Carolina Forest Elem Sch," 285 Carolina Forest Blvd, Myrtle Beach, SC 29579"
SC,HORRY,Carolina Forest #2,718,Carolina Forest High Sch," 700 Gardner Lacy Rd, Myrtle Beach, SC 29579"
SC,HORRY,Cedar Grove,1924,Cedar Grove Baptist Ch," 5025 Hwy 378, Conway, SC 29527"
SC,HORRY,Cherry Grove #1,2333,Chapel By The Sea Baptist Church,"1051 Sea Mountain Hwy, North Myrtle Beach, SC 29582"
SC,HORRY,Cherry Grove #2,1151,Lr Neck Rd Fire Station," 5345 Little River Neck Rd, N Myrtle Beach, SC 29582"
SC,HORRY,Coastal Carolina,826,Christ Community Church," 1500 Hwy 501 Bus, Conway, SC 29526"
SC,HORRY,Coastal Lane #1,1481,21St Ave County Complex," 1201 21St Ave N, Myrtle Beach, SC 29577"
SC,HORRY,Coastal Lane #2,1996,Mary C Canty Recreation Center,"971 Canal St, Myrtle Beach, SC 29577"
SC,HORRY,Cool Springs,1836,Cool Springs Meth Church," Hwy 319, Aynor, SC 29511"
SC,HORRY,Crescent,466,Nmb Community Center," 1030 Possum Trot Rd, N Myrtle Beach, SC 29582"
SC,HORRY,Daisy,641,Daisy Elementary School," 2801 Red Bluff Rd, Loris, SC 29569"
SC,HORRY,Deerfield,2554,Surfside Presbyterian Church,"8732 Highway 17 Byp S, Myrtle Beach, SC 29588"
SC,HORRY,Dogbluff,460,Aynor Elementary School," 516 Jordanville Rd, Aynor, SC 29511"
SC,HORRY,Dogwood,721,Chestnut Building," 7661 Hwy 90, Longs, SC 29568"
SC,HORRY,Dunes #1,299,Mb Fire Station #5," 804 79Th Ave N, Myrtle Beach, SC 29572"
SC,HORRY,Dunes #2,869,Lk Arrowhead Fire Station," 10228 Kings Rd, Myrtle Beach, SC 29572"
SC,HORRY,Dunes #3,1240,Risen Christ Luth Church," 10595 N Hwy 17, Myrtle Beach, SC 29572"
SC,HORRY,East Conway,998,Conway Library," 801 Main St, Conway, SC 29526"
SC,HORRY,East Loris,1699,Loris Elementary School," 901 E Hwy 9 Bus, Loris, SC 29569"
SC,HORRY,Ebenezer,2236,The Christian Church," 1294 Hwy 9 W, Longs, SC 29568"
SC,HORRY,Emerald Forest #1,1563,Grand Strand Bapt Church," 350 Hospitality Ln, Myrtle Beach, SC 29579"
SC,HORRY,Emerald Forest #2,1858,St Mary Missionary Bapt," 300 Ronald McNair Blvd, Myrtle Beach, SC 29579"
SC,HORRY,Emerald Forest #3,2009,Ocean Bay Middle School," 905 International Dr, Myrtle Beach, SC 29579"
SC,HORRY,Enterprise,1460,Socastee Library," 141 707 Connector Rd, Myrtle Beach, SC 29575"
SC,HORRY,Forestbrook,2472,Forestbrook Bapt. Church Gym,"2051 Forestbrook Rd, Myrtle Beach, SC 29588"
SC,HORRY,Four Mile,1834,Bethany Bible Chapel," 1668 Four Mile Rd, Conway, SC 29526"
SC,HORRY,Galivants Ferry,258,Pee Dee Farms Store," 134 W Hwy 501, Galivants Ferry, SC 29544"
SC,HORRY,Garden City #1,2327,Garden City Baptist Church,"501 Pine Ave, Garden City, SC 29576"
SC,HORRY,Garden City #2,467,Garden City Fire Station," 280 Azalea Rd, Garden City, SC 29576"
SC,HORRY,Garden City #3,1128,Seaside Elementary School," 1605 Woodland Dr, Garden City, SC 29576"
SC,HORRY,Garden City #4,640,Magnolia Grove Clubhouse," 3203 Moonshadow Ln, Garden City, SC 29576"
SC,HORRY,Glenns Bay,2164,South Strand Recreation Center,"9650 Scipio Ln, Myrtle Beach, SC 29588"
SC,HORRY,Green Sea,2719,Green Sea Baptist Church,"1241 Green Sea Rd, Green Sea, SC 29545"
SC,HORRY,Hickory Grove,2187,Kingston Baptist Church," 3260 Hwy 19, Conway, SC 29526"
SC,HORRY,Hickory Hill,1046,Pleasant Meadow Bapt Ch," 937 S Green Sea Rd, Loris, SC 29569"
SC,HORRY,Homewood,864,Homewood Elementary Sch," 2711 N Hwy 701, Conway, SC 29526"
SC,HORRY,Horry,512,Salem Baptist Church," 4008 Salem Rd, Aynor, SC 29511"
SC,HORRY,Inland,1698,Bucksport Library/ems," 7657 S Hwy 701, Conway, SC 29527"
SC,HORRY,Jackson Bluff,974,Sweetwater Branch Church," 1436 Hwy 544, Conway, SC 29526"
SC,HORRY,Jamestown,209,South Conway Elem School," 3001 4Th Ave, Conway, SC 29527"
SC,HORRY,Jernigans X Roads,2722,Dogwood Hill Baptist Church,"1040 Mount Zion Rd, Loris, SC 29569"
SC,HORRY,Jet Port #1,509,Mb Fire Station #3," 2108 S Kings Hwy, Myrtle Beach, SC 29577"
SC,HORRY,Jet Port #2,2096,Mb Recreation Center," 800 Gabreski Ln, Myrtle Beach, SC 29577"
SC,HORRY,Jordanville,824,Highpoint Baptist Church," 6925 Juniper Bay Rd, Conway, SC 29527"
SC,HORRY,Joyner Swamp,523,Berea Baptist Church,"4287 Joyner Swamp Rd, Aynor, SC 29544"
SC,HORRY,Juniper Bay,2242,Juniper Bay Bapt Church," 5265 Juniper Bay Rd, Conway, SC 29527"
SC,HORRY,Lake Park #1,1160,Socastee High School," 4900 Socastee Blvd, Myrtle Beach, SC 29588"
SC,HORRY,Leon,1009,Old Longs School / Head Start," 131 Freemont Rd, Longs, SC 29568"
SC,HORRY,Little River #1,2131,Lr United Meth Church," 1629 Hwy 17, Little River, SC 29566"
SC,HORRY,Little River #2,600,St Paul Ame Church," 1175 Hwy 17, Little River, SC 29566"
SC,HORRY,Little River #3,552,Little River Fire Sta.#2," 4731 Baker St, Little River, SC 29566"
SC,HORRY,Live Oak,1504,Live Oak Baptist Church,"1080 Live Oak Church Rd, Loris, SC 29569"
SC,HORRY,Maple,109,Maple Baptist Church,"4500 Highway 65, Conway, SC 29526"
SC,HORRY,Marlowe #1,253,St James High School," 10800 Hwy 707, Murrells Inlet, SC 29576"
SC,HORRY,Methodist-Mill Swamp,1338,Midland Elementary School," 3011 Nichols Hwy, Galivants Ferry, SC 29544"
SC,HORRY,Mt Olive,2055,Green Sea Senior Center," 5331 Hwy 9, Green Sea, SC 29581"
SC,HORRY,Mt Vernon,1656,Mt Vernon Community Center," 4280 Red Bluff Rd, Loris, SC 29569"
SC,HORRY,Myrtle Trace,1923,Myrtle Trace Clubhouse," 101 Myrtle Trace Dr, Conway, SC 29526"
SC,HORRY,Myrtlewood #1,1767,Mb Intermediate School," 3301 Oak St, Myrtle Beach, SC 29577"
SC,HORRY,Myrtlewood #2,427,Myrtle Beach Fire Sta #6," 970 38Th Ave North, Myrtle Beach, SC 29577"
SC,HORRY,Myrtlewood #3,1127,Mb Church Of Christ," 4500 Wild Iris Dr, Myrtle Beach, SC 29577"
SC,HORRY,Nixon X Roads #1,1152,Nmb High School," 3760 Sea Mountain Hwy, Little River, SC 29566"
SC,HORRY,Nixon X Roads #2,2133,Nmb Middle School," 11240 Hwy 90, Little River, SC 29566"
SC,HORRY,North Conway #1,804,Collins Park Building," N Main & 16Th Ave, Conway, SC 29526"
SC,HORRY,North Conway #2,967,Conway Elementary School," 1101 Snowhill Dr, Conway, SC 29526"
SC,HORRY,Ocean Drive # 1,928,Ocean Drive Fire Station,"1015 2nd Ave S, N Myrtle Beach, SC 29582"
SC,HORRY,Ocean Drive #2,325,St Stephens Epis Church," 801 11Th Ave N, N Myrtle Beach, SC 29582"
SC,HORRY,Ocean Forest #1,1587,Ocean View Baptist Church," 7300 N King Hwy, Myrtle Beach, SC 29572"
SC,HORRY,Ocean Forest #2,1646,Claire Chapin Epps YmcA," 5000 Claire Chapin Epps Dr, Myrtle Beach, SC 29577"
SC,HORRY,Ocean Forest #3,1550,First Freewill Bapt Ch," 900-a 67Th Ave N, Myrtle Beach, SC 29572"
SC,HORRY,Palmetto Bays,256,Palmetto Bays Elem School," 8900 Hwy 544, Myrtle Beach, SC 29579"
SC,HORRY,Pawleys Swamp,999,Pawleys Swamp Bapt Church," 7480 Pawleys Swamp Rd, Conway, SC 29527"
SC,HORRY,Pleasant View,1056,Pleasant View Bapt Church," 5065 Hwy 19, Nichols, SC 29581"
SC,HORRY,Poplar Hill,2087,Pleasant Union Bapt Ch," 2940 Minnick Rd, Aynor, SC 29511"
SC,HORRY,Port Harrelson,798,Bucksport Community Ctr," 1370 Bucksport Rd, Conway, SC 29527"
SC,HORRY,Racepath #1,1005,Conway Senior Center," 1519 Millpond Rd, Conway, SC 29527"
SC,HORRY,Racepath #2,1740,Whittemore Pk Middle Sch," 1808 Rhue St, Conway, SC 29527"
SC,HORRY,Red Bluff,1689,Pleasant Hill Bapt Church," 6907 Hwy 905, Conway, SC 29526"
SC,HORRY,Red Hill # 1,1475,Waccamaw Elementary Sch," 251 Claridy Rd, Conway, SC 29526"
SC,HORRY,Red Hill #2,612,Centenary United Meth," 1527 Hwy 544, Conway, SC 29526"
SC,HORRY,Salem,700,Salem Methodist Church," 2376 Hwy 90, Conway, SC 29526"
SC,HORRY,Sea Oats # 1,658,1st Baptist Church gymnasium,"500 4th Ave N, Myrtle Beach, SC 29577"
SC,HORRY,Sea Oats # 2,2107,Midway Missionary Bapt Ch," 1110 Hwy 15, Myrtle Beach, SC 29577"
SC,HORRY,Sea Winds,174,Calvary Christian School," 4511 Dick Pond Rd, Myrtle Beach, SC 29588"
SC,HORRY,Shell,283,Bethlehem Bapt Church," 5201 Hwy 905, Conway, SC 29526"
SC,HORRY,Socastee # 1,1350,Socastee High School," 4900 Socastee Blvd, Myrtle Beach, SC 29588"
SC,HORRY,Socastee # 2,1354,Coastal Worship Center,"6294 Dick Pond Rd, Myrtle Beach, SC 29588"
SC,HORRY,Socastee # 3,1677,Forestbrook Elementary," 4000 Panther Way, Myrtle Beach, SC 29579"
SC,HORRY,Socastee # 4,1290,Beach Ch/ Mb Community Ch,"557 George Bishop Pkwy, Myrtle Beach, SC 29579"
SC,HORRY,Spring Branch,261,Spring Branch Bapt Church," 8872 Spring Branch Rd, Nichols, SC 29581"
SC,HORRY,Surfside # 1,186,Dick Johnson Civic Center," 115 N Hwy 17, Surfside, SC 29575"
SC,HORRY,Surfside #2,2154,Surfside Methodist Church," 800 13Th Ave N, Surfside, SC 29575"
SC,HORRY,Surfside # 3,1248,Grand Strand Ch Of Christ," 2212 Glenns Bay Rd, Surfside, SC 29575"
SC,HORRY,Surfside # 4,1348,Lakewood Elementary Sch," 1675 Hwy 396, Surfside, SC 29575"
SC,HORRY,Sweet Home,1276,Goretown Fire Station," 365 Liberty Church Rd, Loris, SC 29569"
SC,HORRY,Taylorsville,556,Mt. Pisgah Baptist Church,"535 Nichols Hwy S, Nichols, SC 29581"
SC,HORRY,Tilly Swamp,2085,Tilly Swamp Bapt Church," 4619 Hwy 90, Conway, SC 29526"
SC,HORRY,Toddville,1604,Union Methodist Church," 4491 S Hwy 701, Conway, SC 29527"
SC,HORRY,Wampee,449,Riverside Elementary School,"1283 Highway 57 S, Little River, SC 29566"
SC,HORRY,West Conway,275,Horry County Justice Ctr," 1301 2Nd Ave, Conway, SC 29526"
SC,HORRY,West Loris,2332,Loris Public Safety Center,"3909 Walnut St, Loris, SC 29569"
SC,HORRY,White Oak,1137,New Home # 1 Baptist Ch," 1685 Hwy 139, Conway, SC 29526"
SC,HORRY,Wild Wing,1119,Christ The Ser Lutheran," 2105 E Hwy 501, Conway, SC 29526"
SC,HORRY,Windy Hill 1,942,Windy Hill Fire Station,"801 33rd Ave S, N Myrtle Beach, SC 29582"
SC,HORRY,Windy Hill 2,2243,Nmb Fire Station # 5," 4740 Barefoot Resort Blvd, N Myrtle Beach, SC 29582"
SC,HORRY,Burgess #3,216,St James Middle School," 9775 St James Rd, Myrtle Beach, SC 29588"
SC,HORRY,Marlowe #2,1418,Timberlake Baptist Church," 9850 Hwy 707, Myrtle Beach, SC 29588"
SC,HORRY,Burgess #4,2378,Burgess Elementary School,"9645 Scipio Ln, Myrtle Beach, SC 29588"
SC,HORRY,Marlowe #3,253,St James High School," 10800 Hwy 707, Murrells Inlet, SC 29576"
SC,HORRY,Brooksville #2,2478,Grace Christian Fellowship Church,"1247 Highway 57 N, Little River, SC 29566"
SC,HORRY,Carolina Bays,2479,Carolina Forest Community Church,"1381 Carolina Forest Blvd, Myrtle Beach, SC 29579"
SC,HORRY,Nixons X Roads #3,2480,HC North Strand Recreation Center,"120 Highway 57 S, Little River, SC 29566"
SC,HORRY,River Oaks,2481,Ocean Bay Elementary School,"950 International Dr, Myrtle Beach, SC 29579"
SC,HORRY,Lake Park #2,2671,Socastee Elementary School,"4223 Socastee Blvd, Myrtle Beach, SC 29588"
SC,HORRY,Lake Park #3,2672,Socastee Middle School,"151 Esso Rd, Myrtle Beach, SC 29588"
SC,JASPER,Coosawhatchie,626,Coosawhatchie Comm Ctr.,"200 Step School Rd, Ridgeland, SC 29936"
SC,JASPER,Gillisonville,598,Old Gillisonville School,"88 Langfordville Rd, Ridgeland, SC 29936"
SC,JASPER,Grahamville 1,401,Anglican Church Parrish,"2718 Bees Creek Rd, Ridgeland, SC 29936"
SC,JASPER,Grahamville 2,1728,Mt Carmel Baptist Center,"3776 Bees Creek Road Hwy, Ridgeland Sc, SC 29936"
SC,JASPER,Grays,198,Grays Fire Station,"15307 Grays Hwy, Early Branch, SC 29916"
SC,JASPER,Hardeeville 1,1816,St. Stephen Social Hall,"710 Main St, Hardeeville, SC 29927"
SC,JASPER,Hardeeville 2,1131,Fisher Chapel U.M. Church,"445 Church Road Hwy, Hardeeville, SC 29927"
SC,JASPER,Levy,1918,Levy-Limehouse Comm.Ctr.,"470 Mitchells Ct, Hardeeville, SC 29927"
SC,JASPER,Okatie,1507,St. Luke Baptist Church,"3048 Snake Rd, Ridgeland, SC 29936"
SC,JASPER,Pineland,266,Robertville Comm. Center,"7755 Cotton Hill Rd, Pineland, SC 29934"
SC,JASPER,Ridgeland 1,653,Kingdom Touch Ministries Gymnasium,"6714 Tillman Rd, Ridgeland, SC 29936"
SC,JASPER,Ridgeland 2,2014,St. Anthony Catholic Chur,"10128 S Jacob Smart Blvd, Ridgeland, SC 29936"
SC,JASPER,Tillman,1053,Tillman Fire Station,"30 Daniel O'Morris Blvd, Tillman, SC 29943"
SC,JASPER,Ridgeland 3,1582,Kingdom Touch Ministries Gymnasium,"6714 Tillman Rd, Ridgeland, SC 29936"
SC,JASPER,Sun City,2455,SCHH Lakehouse,"1251 Sgt William Jasper Blvd, Bluffton, SC 29909"
SC,KERSHAW,Airport,2050,A T E C," 874 Vocational Ln, Camden, SC 29020"
SC,KERSHAW,Antioch,2175,Antioch Fire Station,"1617 Bishopville Hwy, Camden, SC 29020"
SC,KERSHAW,Bethune,2560,Bethune Community Center,"109 College St E, Bethune, SC 29009"
SC,KERSHAW,Buffalo,1793,Mt Pisgah School,"5160 Mt Pisgah Rd, Kershaw, SC 29067"
SC,KERSHAW,Camden #1,1401,Camden City Arena,"517 Bull St, Camden, SC 29020"
SC,KERSHAW,Camden #2,2602,Kershaw County CLC,"1109 Campbell St, Camden, SC 29020"
SC,KERSHAW,Hobkirk's Hill,2146,Camden Elementary School," 1304 Lyttleton Street, Camden, SC 29020"
