state,county_name,precinct_name,polling_place_id,name,address
SC,CHARLESTON,James Island 5A,2211,James Island Charter High," 1000 Fort Johnson Road, Charleston, SC 29412"
SC,CHARLESTON,James Island 5B,2211,James Island Charter High," 1000 Fort Johnson Road, Charleston, SC 29412"
SC,CHARLESTON,James Island 6,2211,James Island Charter High," 1000 Fort Johnson Road, Charleston, SC 29412"
SC,CHARLESTON,James Island 7,2211,James Island Charter High," 1000 Fort Johnson Road, Charleston, SC 29412"
SC,CHARLESTON,James Island 8A,2690,St James Church,"1872 Camp Rd, Charleston, SC 29412"
SC,CHARLESTON,James Island 8B,2690,St James Church,"1872 Camp Rd, Charleston, SC 29412"
SC,CHARLESTON,James Island 9,2690,St James Church,"1872 Camp Rd, Charleston, SC 29412"
SC,CHARLESTON,James Island 10,2211,James Island Charter High," 1000 Fort Johnson Road, Charleston, SC 29412"
SC,CHARLESTON,James Island 11,1778,Stiles Point Elem School," 883 Mikell Drive, Charleston, SC 29412"
SC,CHARLESTON,James Island 12,1778,Stiles Point Elem School," 883 Mikell Drive, Charleston, SC 29412"
SC,CHARLESTON,James Island 13,1778,Stiles Point Elem School," 883 Mikell Drive, Charleston, SC 29412"
SC,CHARLESTON,James Island 14,1591,James Island Rec Complex," 1088 Quail Drive, Charleston, SC 29412"
SC,CHARLESTON,James Island 15,2675,Fort Johnson Baptist Church,"1473 Camp Rd, Charleston, SC 29412"
SC,CHARLESTON,James Island 17,197,Harborview Elem School,"1576 Harborview Rd, Charleston, SC 29412"
SC,CHARLESTON,James Island 19,197,Harborview Elem School,"1576 Harborview Rd, Charleston, SC 29412"
SC,CHARLESTON,James Island 20,518,Murray Lasaine Elem Sch,"691 Riverland Dr, Charleston, SC 29412"
SC,CHARLESTON,James Island 22,518,Murray Lasaine Elem Sch,"691 Riverland Dr, Charleston, SC 29412"
SC,CHARLESTON,Johns Island 1A,1316,St Johns High School," 1518 Main Road, Johns Island, SC 29455"
SC,CHARLESTON,Johns Island 1B,1316,St Johns High School," 1518 Main Road, Johns Island, SC 29455"
SC,CHARLESTON,Johns Island 2,1316,St Johns High School," 1518 Main Road, Johns Island, SC 29455"
SC,CHARLESTON,Johns Island 3A,465,Haut Gap Middle School," 1861 Bohicket Road, Johns Island, SC 29455"
SC,CHARLESTON,Johns Island 3B,1917,Mt Zion Elementary School," 3464 River Road, Johns Island, SC 29455"
SC,CHARLESTON,Johns Island 4,465,Haut Gap Middle School," 1861 Bohicket Road, Johns Island, SC 29455"
SC,CHARLESTON,St Pauls 1,1692,Adams Run Civic Ctr," 5166 Highway 174, Adams Run, SC 29426"
SC,CHARLESTON,St Pauls 2A,2578,R D Schroder Middle School,"7224 Highway 162, Hollywood, SC 29449"
SC,CHARLESTON,St Pauls 2B,2578,R D Schroder Middle School,"7224 Highway 162, Hollywood, SC 29449"
SC,CHARLESTON,St Pauls 3,2597,Lowcountry Leadership Charter School,"5139 Gibson Rd, Hollywood, SC 29449"
SC,CHARLESTON,St Pauls 4,2304,Baptist Hill High School,"5117 Baptist Hill Rd, Hollywood, SC 29449"
SC,CHARLESTON,St Pauls 5,1206,E B Ellington Elem School," 5540 Old Jacksonboro Road, Ravenel, SC 29470"
SC,CHARLESTON,St Pauls 6,1206,E B Ellington Elem School," 5540 Old Jacksonboro Road, Ravenel, SC 29470"
SC,CHARLESTON,St Andrews 1,1911,St Andrews School of Math & Science,"30 Chadwick Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 2,1911,St Andrews School of Math & Science,"30 Chadwick Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 3,1321,W L Stephens Aquatic Ctr," 780 W Oak Forest Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 4,1911,St Andrews School of Math & Science,"30 Chadwick Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 5,1911,St Andrews School of Math & Science,"30 Chadwick Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 6,2535,Ashley River Baptist Church,"1101 Savannah Hwy, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 7,2647,St Mark United Methodist Church,"413 Geddes Ave, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 8,827,St Andrews Middle School," 721 Wappoo Road, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 9,1321,W L Stephens Aquatic Ctr," 780 W Oak Forest Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 10,1493,Pinecrest Baptist Church," 1285 Ashley Hall Road, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 11,2537,Northbridge Baptist Church,"1160 Sam Rittenberg Blvd, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 12,2537,Northbridge Baptist Church,"1160 Sam Rittenberg Blvd, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 13,2537,Northbridge Baptist Church,"1160 Sam Rittenberg Blvd, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 14,1493,Pinecrest Baptist Church," 1285 Ashley Hall Road, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 15,827,St Andrews Middle School," 721 Wappoo Road, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 16,2647,St Mark United Methodist Church,"413 Geddes Ave, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 17,402,Oakland Elem School,"505 Arlington Dr, Charleston, SC 29414"
SC,CHARLESTON,St Andrews 18,827,St Andrews Middle School," 721 Wappoo Road, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 19,2184,Ashley River Elem School," 1871 Wallace School Road, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 20,2038,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 21,2537,Northbridge Baptist Church,"1160 Sam Rittenberg Blvd, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 22,2038,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 23,2038,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 24,2038,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 25,2038,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 26,2091,Charleston Baptist Church," 13 San Miguel Rd, Charleston, SC 29414"
SC,CHARLESTON,St Andrews 27,212,C E Williams Middle Sch," 640 Butte Street, Charleston, SC 29414"
SC,CHARLESTON,St Andrews 28,282,Grace On The Ashley Churc," 2014 Bees Ferry Road, Charleston, SC 29414"
SC,CHARLESTON,St Andrews 29,1414,West Ashley High School," 4060 Wildcat Boulevard, Charleston, SC 29414"
SC,CHARLESTON,St Andrews 30,2038,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston, SC 29407"
SC,CHARLESTON,St Andrews 31,1414,West Ashley High School," 4060 Wildcat Boulevard, Charleston, SC 29414"
SC,CHARLESTON,St Andrews 32,2440,Montessori Community School,"2122 Wood Ave, Charleston, SC 29414"
SC,CHARLESTON,St Andrews 33,1414,West Ashley High School," 4060 Wildcat Boulevard, Charleston, SC 29414"
SC,CHARLESTON,St Andrews 34,1288,Drayton Hall Elem School," 3183 Ashley River Road, Charleston, SC 29414"
SC,CHARLESTON,St Andrews 35,1288,Drayton Hall Elem School," 3183 Ashley River Road, Charleston, SC 29414"
SC,CHARLESTON,St Andrews 36,1288,Drayton Hall Elem School," 3183 Ashley River Road, Charleston, SC 29414"
SC,CHARLESTON,St Andrews 37,282,Grace On The Ashley Churc," 2014 Bees Ferry Road, Charleston, SC 29414"
SC,CHARLESTON,N Charleston 1,136,Gethsemani Comm Center," 2449 Beacon Street, Charleston, SC 29405"
SC,CHARLESTON,N Charleston 2,2666,Azalea Drive Church of Christ,"3950 Azalea Dr, North Charleston, SC 29405"
SC,CHARLESTON,N Charleston 3,1509,Miner Crosby Building," 3901 Paramount Drive, Charleston, SC 29405"
SC,CHARLESTON,N Charleston 4,184,Garrett Academy Of Tech," 2731 Gordon Street, Charleston, SC 29405"
SC,CHARLESTON,N Charleston 5,2666,Azalea Drive Church of Christ,"3950 Azalea Dr, North Charleston, SC 29405"
SC,CHARLESTON,N Charleston 6,380,Mary Ford Elem School," 3180 Thomasina McPherson Blvd, N Charleston, SC 29405"
SC,CHARLESTON,N Charleston 7,380,Mary Ford Elem School," 3180 Thomasina McPherson Blvd, N Charleston, SC 29405"
SC,CHARLESTON,N Charleston 8,2668,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston, SC 29405"
SC,CHARLESTON,N Charleston 9,2668,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston, SC 29405"
SC,CHARLESTON,N Charleston 10,803,Matilda Dunston Elem Sch," 1825 Remount Road, N Charleston, SC 29406"
SC,CHARLESTON,N Charleston 11,2668,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston, SC 29405"
SC,CHARLESTON,N Charleston 12,2668,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston, SC 29405"
SC,CHARLESTON,N Charleston 13,2668,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston, SC 29405"
SC,CHARLESTON,N Charleston 14,2668,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston, SC 29405"
SC,CHARLESTON,N Charleston 15,481,St John Catholic Church," 3921 St Johns Avenue, N Charleston, SC 29405"
SC,CHARLESTON,N Charleston 16,2668,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston, SC 29405"
SC,CHARLESTON,N Charleston 17,2668,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston, SC 29405"
SC,CHARLESTON,N Charleston 18,934,W B Goodwin Elem School," 5501 Dorchester Road, N Charleston, SC 29418"
SC,CHARLESTON,N Charleston 19,184,Garrett Academy Of Tech," 2731 Gordon Street, Charleston, SC 29405"
SC,CHARLESTON,N Charleston 20,934,W B Goodwin Elem School," 5501 Dorchester Road, N Charleston, SC 29418"
SC,CHARLESTON,N Charleston 21,510,Lambs Elem School," 6800 Dorchester Road, N Charleston, SC 29418"
SC,CHARLESTON,N Charleston 22,510,Lambs Elem School," 6800 Dorchester Road, N Charleston, SC 29418"
SC,CHARLESTON,N Charleston 23,659,Hunley Park Elem School," 1000 Michigan Ave, N Charleston, SC 29418"
SC,CHARLESTON,N Charleston 24,659,Hunley Park Elem School," 1000 Michigan Ave, N Charleston, SC 29418"
SC,CHARLESTON,N Charleston 25,550,Highland Terrace Comm Ctr," 2401 Richardson Street, N Charleston, SC 29406"
SC,CHARLESTON,N Charleston 26,838,Persephone Moultrie Comm," 2001 Robertson Blvd, N Charleston, SC 29406"
SC,CHARLESTON,N Charleston 27,1457,Midland Park Primary," 2415 Midland Park Road, N Charleston, SC 29406"
SC,CHARLESTON,N Charleston 28,1548,Trident Tech 950 Bl Lobby,"7000 Rivers Ave, N Charleston, SC 29406"
SC,CHARLESTON,N Charleston 29,1457,Midland Park Primary," 2415 Midland Park Road, N Charleston, SC 29406"
SC,CHARLESTON,N Charleston 30,1879,Pepperhill Elem School," 3300 Creola Road, N Charleston, SC 29420"
SC,CHEROKEE,Allens,1339,Corinth Elementary School," 128 Corinth Rd, Gaffney, SC 29340"
SC,CHEROKEE,Alma Mill,1470,Alma Elementary School," 213 Alma St, Gaffney, SC 29340"
SC,CHEROKEE,Antioch and King's Creek,939,Antioch Community Bldg.," 339 Antioch Rd, Blackburg, SC 29702"
SC,CHEROKEE,Ashworth,1892,Cherokee Creek Bapt. Ch. Act. Building," 532 Buck Shoals Rd, Gaffney, SC 29341"
SC,CHEROKEE,Blacksburg Ward No. 1,1245,Blacksburg Fire Dept.," 101 E. Cherokee St., Blacksburg, SC 29702"
SC,CHEROKEE,Blacksburg Ward No. 2,199,Broad River Bapt.Church," 419 W Cherokee St, Blacksburg, SC 29702"
SC,CHEROKEE,Draytonville,2216,Draytonville Elem. School," 2373 Wilkinsville Rd, Gaffney, SC 29340"
SC,CHEROKEE,Ezells and Butler,1738,New Pleasant Bapt Act Cen," 237 New Pleasant Rd, Gaffney, SC 29341"
SC,CHEROKEE,Gaffney Ward No. 1,1102,Mary Bramlett Elem. Sch.," 301 Spruce St, Gaffney, SC 29340"
SC,CHEROKEE,Gaffney Ward No. 2,1946,Beltline Center Act. Bldg," 125 Beltline Rd, Gaffney, SC 29341"
SC,CHEROKEE,Gaffney Ward No. 3,1595,Gaffney Middle School," 805 E. Frederick St., Gaffney, SC 29340"
SC,CHEROKEE,Gaffney Ward No. 4,2527,Limestone Presbyterian Church,"109 S Limestone St, Gaffney, SC 29340"
SC,CHEROKEE,Gaffney Ward No. 5,2059,Central Baptist Church," 500 E Montgomery St, Gaffney, SC 29340"
SC,CHEROKEE,Gaffney Ward No. 6,2469,Southside Baptist Church,"204 W Oneal St, Gaffney, SC 29340"
SC,CHEROKEE,Grassy Pond,2476,Grassy Pond Elementary School,"1146 Boiling Springs Hwy, Gaffney, SC 29341"
SC,CHEROKEE,Goucher and Thicketty,2470,Goucher Elementary School,"604 Goucher School Rd, Gaffney, SC 29340"
SC,CHEROKEE,Holly Grove and Buffalo,1520,Mt. Paran Church Act. Bld," 105 Mt. Paran Rd., Blacksburg, SC 29702"
SC,CHEROKEE,Limestone Mill,2471,Cherokee Avenue Baptist Church,"805 Cherokee Ave, Gaffney, SC 29340"
SC,CHEROKEE,Littlejohns and Sarratts,1490,Rehoboth Bapt Ch Activity," 110 Rehoboth Rd, Gaffney, SC 29340"
SC,CHEROKEE,Macedonia,1560,Macedonia Fire Dept," 337 Macedonia Rd, Gaffney, SC 29340"
SC,CHEROKEE,Morgan,424,Cherokee Creek Fire Sub," 509 Keg Town Mill Rd, Gaffney, SC 29341"
SC,CHEROKEE,Musgrove Mill,1317,Broad River Electric," 811 Hamrick Street, Gaffney, SC 29340"
SC,CHEROKEE,99 and Cherokee Falls,1549,CKC Fire Dept," 984 Old Chester Rd, Blacksburg, SC 29702"
SC,CHEROKEE,Pleasant Grove,575,New Harvest Church Of God," 120 Boiling Springs Hwy, Gaffney, SC 29341"
SC,CHEROKEE,Pleasant Meadows,2475,West End Baptist Church,"400 Overbrook Dr, Gaffney, SC 29341"
SC,CHEROKEE,Timber Ridge,2137,Corinth Fire Dept.," 484 Corinth Rd, Gaffney, SC 29340"
SC,CHEROKEE,White Plains,1995,White Plains Bapt. Church," 206 Soapstone Rd, Gaffney, SC 29340"
SC,CHEROKEE,Wilkinsville and Metcalf,543,DMW Fire Department," 538 McKowns Mountain Rd, Gaffney, SC 29340"
SC,CHEROKEE,Wood's,2477,Grassy Pond Baptist Church,"254 Grassy Pond Rd, Gaffney, SC 29341"
SC,CHESTER,Baldwin Mill,1678,Baldwin,"604 Brice St, Chester, SC 29706"
SC,CHESTER,Baton Rouge,1987,Baton Rouge,"1898 Pinckney Rd, Chester, SC 29706"
SC,CHESTER,Beckhamville,1612,Beckhamville,"112 Chester Ave, Great Falls, SC 29055"
SC,CHESTER,Blackstock,2195,Blackstock First Baptist," 907 Durham Rd, Blackstock, SC 29014"
SC,CHESTER,Edgemoor,1602,Edgemoor,"4487 Edgeland Rd, Edgemoor, SC 29712"
SC,CHESTER,Eureka Mill,1191,Eureka,"619 Saluda Rd, Chester, SC 29706"
SC,CHESTER,Fort Lawn,1371,Fort Lawn,"554 Main St, Fort Lawn, SC 29714"
SC,CHESTER,Halsellville,913,Halsellville,"2344 W End Rd, Chester, SC 29706"
SC,CHESTER,Hazelwood,1933,Hazelwood,"1660 Pleasant Grove Rd, Chester, SC 29706"
SC,CHESTER,Lowrys,237,Lowrys Community Center,"2266 Old York Rd, Lowrys, SC 29706"
SC,CHESTER,Richburg,1899,Richburg,"201 N Main St, Richburg, SC 29729"
SC,CHESTER,Rodman,623,Rodman Community Center,"2489 Rodman Rd, Chester, SC 29706"
SC,CHESTER,Rossville,347,Rossville Community Center,"4361 Great Falls Hwy, Great Falls, SC 29055"
SC,CHESTER,Wilksburg,2090,Wilksburg Baptist Church,"3137 Pinckney Rd, Chester, SC 29706"
SC,CHESTER,Chester Ward 1,163,Ward 1,"154 Main St, Chester, SC 29706"
SC,CHESTER,Chester Ward 2,219,Ward 2," 100 Center St, Chester, SC 29706"
SC,CHESTER,Chester Ward 3,2504,Voter Registration Office,"109 Ella St, Chester, SC 29706"
SC,CHESTER,Chester Ward 4,639,Ward 4,"130 Walnut St, Chester, SC 29706"
SC,CHESTER,Ward 5,2342,Chester Ward 5,"1476 J A Cochran Byp, Chester, SC 29706"
SC,CHESTER,Lando/Landsford,1422,Lando/Landsford,"1966 Westbrook Rd, Edgemoor, SC 29712"
SC,CHESTER,Great Falls,859,Great Falls,"401 Dearborn St, Great Falls, SC 29055"
SC,CHESTERFIELD,Angelus-catarrh,637,Angelus Community Center," 1859 Macedonia Angelus Rd,   Jefferson, SC 29718"
SC,CHESTERFIELD,Bay Springs,1123,Bay Springs Fire Dept," 8894 Hartsville Ruby Rd, Patrick, SC 29584"
SC,CHESTERFIELD,Black Creek,917,Woodman Of The World," 2965 Hwy 109 South, Ruby, SC 29471"
SC,CHESTERFIELD,Brocks Mill,1702,Brocks Mill Bapt Church," 4218 Brocks Mill Rd, Cheraw, SC 29520"
SC,CHESTERFIELD,Cash,153,Cash Fire Dept," 143 Becker Rd, Cheraw, SC 29520"
SC,CHESTERFIELD,Center Grove-winzo,2271,Providence Ch Felshp Hall," 232 Providence Bapt Ch Rd, Pageland, SC 29728"
SC,CHESTERFIELD,Cheraw No 1,1067,Cheraw Community Center,"200 Powe St, Cheraw, SC 29520"
SC,CHESTERFIELD,Cheraw No 2,1832,Cheraw Fire Department," 12 Chesterfield Hwy, Cheraw, SC 29520"
SC,CHESTERFIELD,Cheraw No. 3,1959,First Bapt Ch Rec Bldg," Cor Of Market & West Greene, Cheraw, SC 29520"
SC,CHESTERFIELD,Cheraw No. 4,1447,Northeastern Tec College," 1201 Chesterfield Hwy, Cheraw, SC 29520"
SC,CHESTERFIELD,Courthouse,1827,Courthse Multipurpose Rm," 200 West Main St, Chesterfield, SC 29709"
SC,CHESTERFIELD,Dudley-mangum,1523,Wolfe Pond Church," 78 Wolfe Church Rd, Pageland, SC 29728"
SC,CHESTERFIELD,Grants Mill,2180,Teals Mill Fire Dept," 5005 Teals Mill Road, Chesterfield, SC 29709"
SC,CHESTERFIELD,Jefferson,545,Jefferson Community Centr," 117 W Church St, Jefferson, SC 29718"
SC,CHESTERFIELD,Mc Bee,383,McBee High School,"264 E Pine Ave, Mc Bee, SC 29101"
SC,CHESTERFIELD,Middendorf,1225,Alligator Fire Dept," 19028 Hwy 1, Hartsville, SC 29550"
SC,CHESTERFIELD,Mt Croghan,1910,Mt. Croghan Town Hall," 55 Burch St, Mt Croghan, SC 29727"
SC,CHESTERFIELD,Ousleydale,1914,Plainview School," 16002 Hwy 102, Patrick, SC 29584"
SC,CHESTERFIELD,Pageland No 1,1228,Pageland Community Center," 1113 W McGregor St, Pageland, SC 29728"
SC,CHESTERFIELD,Pageland No 2,2069,Pageland Fire Dept," 111 N Poplar St, Pageland, SC 29728"
SC,CHESTERFIELD,Patrick,1655,Patrick Rescue Squad Bldg," 115 S Main St, Patrick, SC 29584"
SC,CHESTERFIELD,Pee Dee,2193,Harris Creek Fire Dept," 3243 Byrd Rd, Society Hill, SC 29593"
SC,CHESTERFIELD,Ruby,455,Ruby Elementary School," 249 Thurman Avenue, Ruby, SC, SC 29741"
SC,CHESTERFIELD,Shiloh,185,Shiloh Fish House," 3388 Hwy 102 S, Chesterfield, SC 29709"
SC,CHESTERFIELD,Snow Hill-vaugh,1431,Ronnie Freeman Building,"691 Rue Freeman Rd, Chesterfield, SC 29709"
SC,CLARENDON,Alcolu,384,Alcolu Elementary School,"1423 Hotel St, Alcolu, SC 29001"
SC,CLARENDON,Barrineau,1052,Barrineau Fire Station," 3802 St James Rd, Lake City, SC 29560"
SC,CLARENDON,Barrows Mill,2168,Friendship Pres. Church,"10123 Black River Rd, New Zion, SC 29111"
SC,CLARENDON,Bloomville,1983,Liberty Fire Station," 5119 Brewer Road, Manning, SC 29102"
SC,CLARENDON,Calvary,619,Panola Fire Station," 1984 Elliot Road, Pinewood, SC 29125"
SC,CLARENDON,Davis Station,220,Davis Station Fire Station,"2684 Mw Rickenbaker Rd, Manning, SC 29102"
SC,CLARENDON,Harmony,1857,Harmony Pres. Church," 8629 Highway 301, Alcolu, SC 29001"
SC,CLARENDON,Hicks,645,Pinedale Pentecostal Church," 4456 Turbeville Hwy, Turbeville, SC 29162"
SC,CLARENDON,Home Branch,935,W.R. Simpson Farm Office,"2526 W R Simpson Rd, Manning, SC 29102"
SC,CLARENDON,Jordan,355,Wyboo Fire Station," 1101 Herring Drive, Manning, SC 29102"
SC,CLARENDON,Manning No. 1,901,Weldon Auditorium Lobby,"7 Maple St, Manning, SC 29102"
SC,CLARENDON,Manning No. 2,249,Cypress Center Hospital Complex,"50 Hospital St, Manning, SC 29102"
SC,CLARENDON,Manning No. 3,1616,Clarendon County Administration Building,"411 Sunset Dr, Manning, SC 29102"
SC,CLARENDON,Manning No. 4,125,Manning Fire Station," 42 West Boyce St, Manning, SC 29102"
SC,CLARENDON,Manning No. 5,157,Manning United Methodist Church,"17 Rigby St, Manning, SC 29102"
SC,CLARENDON,New Zion,1173,Clarendon County EMS Building,"15677 Highway 301, New Zion, SC 29111"
SC,CLARENDON,Paxville,2016,Paxville Town Hall,"10279 Lewis Rd, Manning, SC 29102"
SC,CLARENDON,Panola,2181,Mt. Pleasant Rume Church," 14076 Panola Rd, Pinewood, SC 29125"
SC,CLARENDON,Sardinia-gable,1183,Sardinia Fire Station," 12878 Highway 301, Gable, SC 29051"
SC,CLARENDON,Summerton No. 1,277,St. Matthias Episcopal Church,"9 N Dukes St, Summerton, SC 29148"
SC,CLARENDON,Summerton No. 2,2603,ScottsBranchAlumniAssociationBuilding,"1 Larry King Hwy, Summerton, SC 29148"
SC,CLARENDON,Summerton No. 3,777,Scotts Branch Elem/Middle School,"1154 4th St, Summerton, SC 29148"
SC,CLARENDON,Turbeville,1362,Turbeville Town Hall,"1400 Main St, Turbeville, SC 29162"
SC,CLARENDON,Wilson-foreston,1264,Wilson-Foreston Fire Station,"1015 N Brewington Rd, Manning, SC 29102"
SC,CLARENDON,Oakdale,2168,Friendship Pres. Church,"10123 Black River Rd, New Zion, SC 29111"
SC,COLLETON,Bells,1238,Bells Elementary School,"12088 Bells Hwy, Ruffin, SC 29475"
SC,COLLETON,Canadys,1869,Fire & Rescue Station #5," 13871 Augusta Hwy, Round O, SC 29474"
SC,COLLETON,Cottageville,1657,Cottageville Elementary School,"648 Peirce Rd, Cottageville, SC 29435"
SC,COLLETON,Edisto,1271,Fire & Rescue Station #17," 6800 Sunrise Rd, Smoaks, SC 29481"
SC,COLLETON,Green Pond,244,Green Pond Fire-Rescue Station #6," 503 Fire Station Rd, Green Pond, SC 29446"
SC,COLLETON,Hendersonville,178,Hendersonville Elementary School," 6089 Hendersonville Hwy, Walterboro, SC 29488"
SC,COLLETON,Horse Pen,2209,Colleton County High School,"150 Cougar Nation Dr, Walterboro, SC 29488"
SC,COLLETON,Hudson Mill,787,Fire & Rescue Station #4," 2425 Azalea Patch Rd, Ruffin, SC 29475"
SC,COLLETON,Jacksonboro,303,Jacksonboro Fire-Rescue Station #2," 150 Clinic Dr, Jacksonboro, SC 29452"
SC,COLLETON,Maple Cane,539,Maple Cane Baptist Church," 21324 Augusta Hwy, Cottageville, SC 29435"
SC,COLLETON,Mashawville,214,Aimwell Presbyterian Church,"8925 Charleston Hwy, Round O, SC 29474"
SC,COLLETON,Peeples,767,Northside Elementary School,"1929 Industrial Rd, Walterboro, SC 29488"
SC,COLLETON,Petits,599,Black Creek Baptist Church," 4931 Black Creek Rd, Walterboro, SC 29488"
SC,COLLETON,Peniel,272,Fire & Rescue Station #1,"229 Mabel T Willis Blvd, Walterboro, SC 29488"
SC,COLLETON,Ritter,1459,Ritter Fire-Rescue Station #22," 3547 Possum Corner Rd, Walterboro, SC 29488"
SC,COLLETON,Round O,895,Bethlehem Baptist Church," 12898 Round O Rd, Round O, SC 29474"
SC,COLLETON,Rice Patch,128,Fire & Rescue Station #15," 547 Ashton Rd, Islandton, SC 29929"
SC,COLLETON,Ruffin,918,Ruffin Community Center," 7745 Ruffin Rd, Ruffin, SC 29475"
SC,COLLETON,Sidneys,1003,Fire & Rescue Station #36,"19576 Augusta Hwy, Cottageville, SC 29435"
SC,COLLETON,Stokes,817,Doctors Creek Baptist Church," 126 Doctors Creek Rd, Walterboro, SC 29488"
SC,COLLETON,Sniders,1069,Sniders Fire & Rescue Station #29," 8737 Cane Branch Rd, Ruffin, SC 29475"
SC,COLLETON,Walterboro No 1,812,Dogwood Hills Golf Course,"1 Dogwood Ln, Walterboro, SC 29488"
SC,COLLETON,Walterboro No 2,1511,Hampton St Colleton Center,"494 Hampton St, Walterboro, SC 29488"
SC,COLLETON,Walterboro No 3,133,Clemson Coop Ext Building,"611 Black St, Walterboro, SC 29488"
SC,COLLETON,Walterboro No 4,2667,Forest Hills Elementary School,"633 Hiers Corner Rd, Walterboro, SC 29488"
SC,COLLETON,Williams,792,Evergreen Baptist Church,"2008 Risher Rd, Williams, SC 29493"
SC,COLLETON,Wolfe Creek,1744,Fire & Rescue Station #26," 2970 Mount Carmel Rd, Walterboro, SC 29488"
SC,COLLETON,Edisto Beach,364,Edisto Beach Town Hall," 2414 Murray St, Edisto Beach, SC 29438"
SC,COLLETON,Walterboro No 5,2315,Colleton County Middle School,"1379 Tuskegee Airmen Dr, Walterboro, SC 29488"
SC,COLLETON,Ashton-Lodge,1839,Fire & Rescue Station #3," 8667 Lodge Hwy, Lodge, SC 29082"
SC,COLLETON,Berea-Smoaks,2074,Fire & Rescue Station #7,"27250 Lowcountry Hwy, Smoaks, SC 29481"
SC,COLLETON,Walterboro #6,2490,Fire & Rescue Station #24,"111 Fox Field Rd, Walterboro, SC 29488"
SC,DARLINGTON,Antioch,131,Antioch Recreation Center," 2462 Antioch Road, Hartsville, SC 29550"
SC,DARLINGTON,Auburn,625,Centerville Fire Station," 2380 N Center Rd, Hartsville, SC 29550"
SC,DARLINGTON,Bethel,958,Bethel United Meth Church," 2423 Bethel Road, Hartsville, SC 29550"
SC,DARLINGTON,Black Creek-Clyde,609,Lake Robinson Rescue Sqd," 2364 West Old Camden Road, Hartsville, SC 29550"
SC,DARLINGTON,Burnt Branch,1231,Hartsville Middle School," 1427 Fourteenth St, Hartsville, SC 29550"
SC,DARLINGTON,Darlington No 1,1526,City Hall," 400 Pearl Street, Darlington, SC 29532"
SC,DARLINGTON,Darlington No 2,118,Pate Elementary School," 1010 Indian Branch Rd, Darlington, SC 29532"
SC,DARLINGTON,Darlington No 4,568,Cain Elementary School," 607 First Street, Darlington, SC 29532"
SC,DARLINGTON,Darlington No 5,946,Mayo High School Gym,"405 Chestnut St, Darlington, SC 29532"
SC,DARLINGTON,Dovesville,1170,Dovesville Fire Station," 511 Mont Clare Road, Darlington, SC 29540"
SC,DARLINGTON,Hartsville No 1,693,First Presbyterian Church," 213 W Home Ave, Hartsville, SC 29550"
SC,DARLINGTON,Hartsville No 4,1282,Outreach Center  Fourth St Entrance,"404 S Fourth St, Hartsville, SC 29550"
SC,DARLINGTON,Hartsville No 5,318,T B Thomas Sports Center," 701 W Washington St, Hartsville, SC 29550"
SC,DARLINGTON,Hartsville No 6,320,Old Butler Gym," 1103 S Sixth St, Hartsville, SC 29550"
SC,DARLINGTON,Hartsville No 7,167,Scott Center," 201 N Damascus Church Rd, Hartsville, SC 29550"
