election_date,state,jurisdiction,jurisdiction_type,precinct_id,precinct_name,name,address
2014-11-04,AK,Kenai Peninsula,borough,29-160,Salamatof,Nikiski Fire Station,"Mi 17.9 Kenai Spur Hwy, Nikiski, AK 99611"
2014-11-04,AK,Kenai Peninsula,borough,29-170,Seward / Lowell Point,Km Ray Seward Marine Center,"125 3Rd Ave, Seward, AK 99664"
2014-11-04,AK,Kenai Peninsula,borough,29-180,Sterling No. 1,Sterling Community Center,"35040 Sterling Highway Mile 83.5, Sterling, AK 99672"
2014-11-04,AK,Kenai Peninsula,borough,29-190,Sterling No. 2,Sterling Community Center,"35040 Sterling Highway Mile 83.5, Sterling, AK 99672"
2014-11-04,AK,Kenai Peninsula,borough,30-200,Central,Soldotna Sports Center,"538 Arena Drive, Soldotna, AK 99669"
2014-11-04,AK,Kenai Peninsula,borough,30-210,K Beach,K Beach Fire Station,"37699 K-Beach Road Mile 13.5, Kenai, AK 99611"
2014-11-04,AK,Kenai Peninsula,borough,30-220,Kenai No. 1,Kenai Mall (Old Carrs Mall),"11312 Kenai Spur Hwy, Kenai, AK 99611"
2014-11-04,AK,Kenai Peninsula,borough,30-230,Kenai No. 2,Challenger Learning Center,"9711 Kenai Spur Highway, Kenai, AK 99611"
2014-11-04,AK,Kenai Peninsula,borough,30-240,Kenai No. 3,Kenai Senior Center,"361 Senior Court, Kenai, AK 99611"
2014-11-04,AK,Kenai Peninsula,borough,30-250,Soldotna,Soldotna City Hall,"177 N Birch Street, Soldotna, AK 99669"
2014-11-04,AK,Kenai Peninsula,borough,31-300,Anchor Point,Anchor Point Senior Center,"Mi .25 Milo Fritz Avenue, Anchor Point, AK 99556"
2014-11-04,AK,Kenai Peninsula,borough,31-310,Diamond Ridge,Homer Chamber Of Commerce,"201 Sterling Highway, Homer, AK 99603"
2014-11-04,AK,Kenai Peninsula,borough,31-320,Fox River,Kachemak Emergency Services,"53048 Ashwood Ave, Homer, AK 99603"
2014-11-04,AK,Kenai Peninsula,borough,31-340,Funny River No. 2,Kpb Offices - Assembly Chambers,"144 N Binkley, Soldotna, AK 99669"
2014-11-04,AK,Kenai Peninsula,borough,31-350,Homer No. 1,Homer City Council Chambers,"491 E Pioneer Avenue, Homer, AK 99603"
2014-11-04,AK,Kenai Peninsula,borough,31-360,Homer No. 2,Homer Senior Center,"3935 Svedlund St, Homer, AK 99603"
2014-11-04,AK,Kenai Peninsula,borough,31-370,Kachemak / Fritz Creek,Kachemak Community Center,"59906 Bear Creek Drive, Homer, AK 99603"
2014-11-04,AK,Kenai Peninsula,borough,31-380,Kasilof,Kasilof Fire Station,"58260 Sterling Hwy, Kasilof, AK 99610"
2014-11-04,AK,Kenai Peninsula,borough,31-390,Ninilchik,Ninilchik Senior Center,"66265 Aspen Ave, Ninilchik, AK 99639"
2014-11-04,AK,Kodiak Island,borough,32-800,Chiniak,Chiniak Community Library,"Chiniak Tsunami Center, Chiniak, AK 99615"
2014-11-04,AK,Kodiak Island,borough,32-805,Cordova,Cordova Library,"First Street, Cordova, AK 99574"
2014-11-04,AK,Kodiak Island,borough,32-810,Flats,Womens Bay Fire Hall,"538 Sargent Creek Road, Kodiak, AK 99615"
2014-11-04,AK,Kodiak Island,borough,32-815,Kodiak Island South,Larsen Bay Community Hall,
2014-11-04,AK,Kodiak Island,borough,32-820,Kodiak No. 1,Harbormaster Building,"403 Marine Way West, Kodiak, AK 99615"
2014-11-04,AK,Kodiak Island,borough,32-825,Kodiak No. 2,Community Teen Center,"410 Cedar Street, Kodiak, AK 99615"
2014-11-04,AK,Kodiak Island,borough,32-830,Mission Road,Bayside Fire Hall,"4606 E Rezanof Drive, Kodiak, AK 99615"
2014-11-04,AK,Kodiak Island,borough,32-835,Old Harbor,Old Harbor Senior Center,"Three Saints Avenue, Old Harbor, AK 99643"
2014-11-04,AK,Kodiak Island,borough,32-840,Ouzinkie,Ouzinkie Community Center,"3Rd Street, Ouzinkie, AK 99644"
2014-11-04,AK,Kodiak Island,borough,32-845,Port Lions,Port Lions Community Building,"207 Spruce Drive, Port Lions, AK 99550"
2014-11-04,AK,Kenai Peninsula,borough,32-847,Seldovia / Kachemak Bay,Seldovia Library,"260 Seldovia Street, Seldovia, AK 99663"
2014-11-04,AK,,borough,32-850,Tatitlek,Tatitlek Community Center,
2014-11-04,AK,,borough,32-855,Tyonek,Tyonek Community Hall,"100 A Street, Tyonek, AK 99682"
2014-11-04,AK,Yakutat,borough,32-860,Yakutat,Yakutat Public Safety Building,"609 Forest Hwy 10, Yakutat, AK 99689"
2014-11-04,AK,Juneau,borough,33-500,Douglas,Douglas Public Library,"1016 3Rd Street, Douglas, AK 99824"
2014-11-04,AK,,borough,33-505,Gustavus,Gustavus Public Library,"Gustavus Road, Gustavus, AK 99826"
2014-11-04,AK,Juneau,borough,33-510,Juneau No. 1,Juneau Arts & Humanities Building,"350 Whittier Ave, Juneau, AK 99801"
2014-11-04,AK,Juneau,borough,33-515,Juneau No. 2,Northern Light United Church,"400 W 11Th St, Juneau, AK 99801"
2014-11-04,AK,Juneau,borough,33-520,Juneau No. 3,Bartlett Regional Hospital,"3260 Hospital Dr, Juneau, AK 99801"
2014-11-04,AK,Juneau,borough,33-525,Lemon Creek,Alaska Electric Light & Power,"5601 Tonsgard Court, Juneau, AK 99801"
2014-11-04,AK,Juneau,borough,33-530,North Douglas,Juneau Fire Station,"820 Glacier Avenue, Juneau, AK 99801"
2014-11-04,AK,Skagway,borough,33-540,Skagway,Skagway Borough Office,"700 Spring Street, Skagway, AK 99840"
2014-11-04,AK,Haines,borough,33-545,Haines No. 1,American Bald Eagle Foundation,"113 Haines Highway, Haines, AK 99827"
2014-11-04,AK,Haines,borough,33-550,Haines No. 2,Klehini Valley Fire Department,"Mosquito Lake Road, Haines, AK 99827"
2014-11-04,AK,,borough,33-555,Klukwan,Klukwan Ans,"Klukwan, Klukwan, AK 99827"
2014-11-04,AK,Juneau,borough,34-400,Auke Bay,Auke Bay Fire Station,"Mi 12.4 Glacier Highway, Juneau, AK 99801"
2014-11-04,AK,Juneau,borough,34-410,Juneau Airport,Nugget Mall,"8745 Glacier Highway Suite #328, Juneau, AK 99801"
2014-11-04,AK,Juneau,borough,34-420,Lynn Canal,Auke Bay Ferry Terminal,"13.8 Mile Glacier Highway, Juneau, AK 99801"
2014-11-04,AK,Juneau,borough,34-430,Mendenhall Valley No. 1,Mendenhall Mall,"9105 Mendenhall Mall Road, Juneau, AK 99801"
2014-11-04,AK,Juneau,borough,34-440,Mendenhall Valley No. 2,Aldersgate Methodist Church,"9161 Cinema Dr, Juneau, AK 99801"
2014-11-04,AK,Juneau,borough,34-450,Mendenhall Valley No. 3,Glacier Valley Baptist Church,"3921 Mendenhall Loop Road, Juneau, AK 99801"
2014-11-04,AK,Juneau,borough,34-460,Mendenhall Valley No. 4,Shepherd Of The Valley Lutheran,"4212 Mendenhall Loop Road, Juneau, AK 99801"
2014-11-04,AK,,borough,35-700,Angoon,Angoon City Office Court Room,"315 Heendae Street, Angoon, AK 99820"
2014-11-04,AK,,borough,35-705,Craig,Craig City Hall,"500 Third Street, Craig, AK 99921"
2014-11-04,AK,,borough,35-720,Hoonah,Hoonah City Hall,"300 Garteeni Highway, Hoonah, AK 99829"
2014-11-04,AK,,borough,35-730,Kake,Kake City Hall,"264 Front St, Kake, AK 99830"
2014-11-04,AK,,borough,35-735,Kasaan,Kasaan Community Hall,"Peele & Jones Street, Kasaan, AK 99950"
2014-11-04,AK,,borough,35-740,Klawock,Klawock City Hall,"550 Summit Street, Klawock, AK 99925"
2014-11-04,AK,,borough,35-745,North Prince Of Wales,City Library,"106 Denali Alley, Coffman Cove, AK 99918"
2014-11-04,AK,,borough,35-750,Pelican / Elfin Cove,Pelican City Hall,"Salmon Way, Pelican, AK 99832"
2014-11-04,AK,Petersburg,borough,35-755,Petersburg / Kupreanof,Aquatic Center Lobby,"109 Charles W Street, Petersburg, AK 99833"
2014-11-04,AK,,borough,35-760,Port Alexander,Bear Hall Community Center,
2014-11-04,AK,Sitka,borough,35-765,Sitka No. 1,Harrigan Centennial Hall,"330 Harbor Drive, Sitka, AK 99835"
2014-11-04,AK,Sitka,borough,35-770,Sitka No. 2,Harrigan Centennial Hall,"330 Harbor Drive, Sitka, AK 99835"
2014-11-04,AK,,borough,35-775,Tenakee Springs,Tenakee Community Center,"Tenakee Avenue, Tenakee Springs, AK 99841"
2014-11-04,AK,,borough,35-780,Thorne Bay,Thorne Bay City Hall,"120 Freeman Dr, Thorne Bay, AK 99919"
2014-11-04,AK,Ketchikan Gateway,borough,36-600,Ketchikan No. 1,Schoenbar Middle School,"217 Schoenbar Road, Ketchikan, AK 99901"
2014-11-04,AK,Ketchikan Gateway,borough,36-610,Ketchikan No. 2,Plaza Mall,"2417 Tongass Avenue Suite 215, Ketchikan, AK 99901"
2014-11-04,AK,Ketchikan Gateway,borough,36-620,Ketchikan No. 3,Ketchikan Ferry Terminal,"3501 Tongass Avenue, Ketchikan, AK 99901"
2014-11-04,AK,Ketchikan Gateway,borough,36-640,North Tongass No. 1,North Tongass Fire Station No 6,"7550 N Tongass Highway, Ketchikan, AK 99901"
2014-11-04,AK,Ketchikan Gateway,borough,36-650,North Tongass No. 2,North Tongass Fire Station No 8,"13110 N Tongass Highway, Ketchikan, AK 99901"
2014-11-04,AK,Ketchikan Gateway,borough,36-660,Saxman,Saxman Community Hall,"2841 S Tongass Hwy, Saxman, AK 99901"
2014-11-04,AK,Ketchikan Gateway,borough,36-670,South Tongass,Fawn Mountain School,"400 Old Homestead Road, Ketchikan, AK 99901"
2014-11-04,AK,,borough,36-675,Hydaburg,Hydaburg Municipal Building,"Eighth St Extension, Hydaburg, AK 99922"
2014-11-04,AK,,borough,36-680,Metlakatla,Metlakatla Town Hall,"Upper Milton Street, Metlakatla, AK 99926"
2014-11-04,AK,Wrangell,borough,36-690,Wrangell,James & Elsie Nolan Civic Center,"296 Campbell Dr, Wrangell, AK 99929"
2014-11-04,AK,Aleutians East,borough,37-700,Akutan,Akutan City Hall,"Po Box 109, Akutan, AK 99553"
2014-11-04,AK,,borough,37-702,Aleknagik,Aleknagik City Hall,"Po Box 33, Aleknagik, AK 99555"
2014-11-04,AK,,borough,37-704,Aleutians No. 1,Bob Reeves High School,"Po Box 2011, Adak, AK 99615"
2014-11-04,AK,,borough,37-706,Aleutians No. 2,Unalaska City Hall,"Po Box 610, Unalaska, AK 99685"
2014-11-04,AK,Lake & Peninsula ,borough,37-708,Chignik,Chignik City Office,"Po Box 110, Chignik, AK 99564"
2014-11-04,AK,,borough,37-710,Clark'S Point,Clark'S Point Village Council Ofc,"Po Box 90, Clark'S Point, AK 99569"
2014-11-04,AK,Aleutians East,borough,37-712,Cold Bay,Cold Bay Municipal Building,"Po Box 10, Cold Bay, AK 99571"
2014-11-04,AK,,borough,37-714,Dillingham,Dillingham City Hall,"Po Box 889, Dillingham, AK 99576"
2014-11-04,AK,Lake & Peninsula ,borough,37-716,Egegik,Egegik City Hall,"Po Box 189, Egegik, AK 99579"
2014-11-04,AK,,borough,37-718,Ekwok,Ekwok City Hall,"Po Box 49, Ekwok, AK 99580"
2014-11-04,AK,Aleutians East,borough,37-720,King Cove,King Cove City Office,"Po Box 37, King Cove, AK 99612"
2014-11-04,AK,Bristol Bay,borough,37-722,King Salmon,King Salmon Village Council Bldg,"Po Box 68, King Salmon, AK 99613"
2014-11-04,AK,,borough,37-724,Koliganek,Koliganek Village Council Bldg,"Po Box 5057, Koliganek, AK 99576"
2014-11-04,AK,Lake & Peninsula ,borough,37-726,Lake Iliamna No. 1,Newhalen City Hall,"Po Box 165, Newhalen, AK 99606"
2014-11-04,AK,Lake & Peninsula ,borough,37-728,Lake Iliamna No. 2,Kokhanok Community Hall,"Po Box 1028, Kokhanok, AK 99606"
2014-11-04,AK,Lake & Peninsula ,borough,37-730,Levelock,Levelock Rainbow Hall,"Po Box 70, Levelock, AK 99625"
2014-11-04,AK,,borough,37-732,Manokotak,Manokotak City Office,"Po Box 170, Manokotak, AK 99628"
2014-11-04,AK,Bristol Bay,borough,37-734,Naknek,Borough Building Assembly Room,"Po Box 189, Naknek, AK 99633"
2014-11-04,AK,,borough,37-736,New Stuyahok,New Stuyahok City Hall,"Po Box 10, New Stuyahok, AK 99636"
2014-11-04,AK,Lake & Peninsula ,borough,37-738,Nondalton,Nondalton Community Building,"Po Box 49, Nondalton, AK 99640"
2014-11-04,AK,Lake & Peninsula ,borough,37-740,Pedro Bay,Pedro Bay Village Council Bldg,"Po Box 47020, Pedro Bay, AK 99647"
2014-11-04,AK,Lake & Peninsula ,borough,37-742,Port Heiden,Port Heiden Community Building,"Po Box 49050, Port Heiden, AK 99549"
2014-11-04,AK,Aleutians East,borough,37-744,Sand Point,Sand Point City Hall,"Po Box 249, Sand Point, AK 99661"
2014-11-04,AK,,borough,37-746,Sleetmute,Sleetmute Office Building,"Po Box 109, Sleetmute, AK 99668"
2014-11-04,AK,Bristol Bay,borough,37-748,South Naknek,South Naknek Community Hall,"1830 E Parks Hwy Ste A113 Pmb388, Wasilla, AK 99654"
2014-11-04,AK,,borough,37-750,St George Island,City Of St George,"Po Box 929, St George Island, AK 99591"
2014-11-04,AK,,borough,37-752,St Paul Island,St Paul City Auditorium,"Po Box 901, St Paul Island, AK 99660"
2014-11-04,AK,,borough,37-754,Togiak,Togiak City Office,"Po Box 190, Togiak, AK 99678"
2014-11-04,AK,,borough,38-800,Akiachak,Akiachak Recreation Building,"Po Box 51070, Akiachak, AK 99551"
2014-11-04,AK,,borough,38-802,Akiak,Akiak Community Hall,"Po Box 52127, Akiak, AK 99552"
2014-11-04,AK,,borough,38-804,Aniak,Aniak Community Hall ,"Po Box 349, Aniak, AK 99557"
2014-11-04,AK,,borough,38-806,Atmautluak,Atmautluak Community Center,"Po Box 6568, Atmautluak, AK 99559"
2014-11-04,AK,,borough,38-808,Bethel No. 1,Lower Kuskokwim School District Office ,"Po Box 305, Bethel, AK 99559"
2014-11-04,AK,,borough,38-810,Bethel No. 2,Yupiit Piciryarait Cultural Center,"Po Box 368, Bethel, AK 99559"
2014-11-04,AK,,borough,38-812,Chefornak,Chefornak Complex Building,"Po Box 29, Chefornak, AK 99561"
2014-11-04,AK,,borough,38-814,Chuathbaluk,Chuathbaluk Community Hall,"Po Box Chu, Chuathbaluk, AK 99557"
2014-11-04,AK,,borough,38-816,Crooked Creek,Crooked Creek Village Office,"Po Box 69, Crooked Creek, AK 99575"
2014-11-04,AK,,borough,38-818,Eek,Eek City Office,"Po Box 09, Eek, AK 99578"
2014-11-04,AK,,borough,38-820,Goodnews Bay,Goodnews Bay Community Hall,"Po Box 139, Goodnews Bay, AK 99589"
2014-11-04,AK,,borough,38-822,Kasigluk,Kasigluk Community Center,"Po Box 19, Kasigluk, AK 99609"
2014-11-04,AK,,borough,38-824,Kipnuk,Kanganak Community Hall,"Po Box 57, Kipnuk, AK 99614"
2014-11-04,AK,,borough,38-826,Kongiganak,Kongiganak Community Hall,"Po Box 5069, Kongiganak, AK 99545"
2014-11-04,AK,,borough,38-828,Kwethluk,Kwethluk City Office,"Po Box 50, Kwethluk, AK 99621"
2014-11-04,AK,,borough,38-830,Kwigillingok,Kwigillingok Community Hall,"Po Box 90, Kwigillingok, AK 99622"
2014-11-04,AK,,borough,38-832,Lower Kalskag,Lower Kalskag Community Hall,"Po Box 69, Lower Kalskag, AK 99626"
2014-11-04,AK,,borough,38-834,Marshall,Marshall Community Center,"Po Box 9, Marshall, AK 99585"
2014-11-04,AK,,borough,38-836,Mekoryuk,Mekoryuk Old City Office,"Po Box 29, Mekoryuk, AK 99630"
2014-11-04,AK,,borough,38-838,Napakiak,Napakiak Bingo Hall,"Po Box 34069, Napakiak, AK 99634"
2014-11-04,AK,,borough,38-840,Napaskiak,Napaskiak Community Hall,"Po Box 6109, Napaskiak, AK 99559"
2014-11-04,AK,,borough,38-842,Newtok,Newtok Community Quyurrvik Hall,"Po Box 5545, Newtok, AK 99559"
2014-11-04,AK,,borough,38-844,Nightmute,Nightmute Community Hall,"Po Box 90010, Nightmute, AK 99690"
2014-11-04,AK,,borough,38-846,Nunapitchuk,Nunapitchuk Bingo Hall ,"Po Box 130, Nunapitchuk, AK 99641"
2014-11-04,AK,,borough,38-848,Quinhagak,Quinhagak Bingo Hall,"Po Box 149, Quinhagak, AK 99655"
2014-11-04,AK,,borough,38-850,Russian Mission,Russian Mission City Office,"Po Box 49, Russian Mission, AK 99657"
2014-11-04,AK,,borough,38-852,Toksook Bay,Billy Lincoln Sr Memorial Bldg,"Po Box 37048, Toksook Bay, AK 99637"
2014-11-04,AK,,borough,38-854,Tuluksak,Tuluksak Recreation Building,"Po Box 95, Tuluksak, AK 99679"
2014-11-04,AK,,borough,38-856,Tuntutuliak,Tuntutuliak Community Hall,"Po Box 8086, Tuntutuliak, AK 99680"
2014-11-04,AK,,borough,38-858,Tununak,Tununak Ira Building,"Po Box 77, Tununak, AK 99681"
2014-11-04,AK,,borough,38-860,Upper Kalskag,Multi-Facility Bldg Tribal Ofc,"Po Box 50, Kalskag, AK 99607"
2014-11-04,AK,,borough,39-900,Alakanuk,Alakanuk Community Hall,"Po Box 149, Alakanuk, AK 99554"
2014-11-04,AK,,borough,39-902,Brevig Mission,Brevig Mission Community Hall,"Po Box 85021, Brevig Mission, AK 99785"
2014-11-04,AK,,borough,39-904,Chevak,Jvp Building,"Po Box 140, Chevak, AK 99563"
2014-11-04,AK,,borough,39-906,Diomede,Diomede Community Hall,"Po Box 7039, Diomede, AK 99762"
2014-11-04,AK,,borough,39-908,Elim,Elim City Building,"Po Box 39009, Elim, AK 99739"
2014-11-04,AK,,borough,39-910,Emmonak,Emmonak Community Center,"Po Box 9, Emmonak, AK 99581"
2014-11-04,AK,,borough,39-912,Gambell,Qerngughvik Community Hall,"Po Box 189, Gambell, AK 99742"
2014-11-04,AK,,borough,39-914,Golovin,Golovin Community Hall,"Po Box 62059, Golovin, AK 99762"
2014-11-04,AK,,borough,39-916,Hooper Bay,Brown Council Building,"Po Box 69, Hooper Bay, AK 99604"
2014-11-04,AK,,borough,39-918,Kotlik,Kotlik City Hall,"Po Box 20268, Kotlik, AK 99620"
2014-11-04,AK,,borough,39-920,Koyuk,Koyuk Community Hall,"Po Box 53029, Koyuk, AK 99753"
2014-11-04,AK,,borough,39-922,Mountain Village,Mountain Village Community Hall,"Po Box 32085, Mountain Village, AK 99632"
2014-11-04,AK,,borough,39-924,Nome No. 1,Old St. Joe'S,"Po Box 281, Nome, AK 99762"
2014-11-04,AK,,borough,39-926,Nome No. 2,Old St Joe'S,"Po Box 281, Nome, AK 99762"
2014-11-04,AK,,borough,39-928,Nunam Iqua,Nunam Iqua Community Hall,"Po Box 27, Nunam Iqua, AK 99666"
2014-11-04,AK,,borough,39-930,Pilot Station,Tutalgaq Community Center,"Po Box 5040, Pilot Station, AK 99650"
2014-11-04,AK,,borough,39-932,Savoonga,Savoonga Municipal Building,"Po Box 40, Savoonga, AK 99769"
2014-11-04,AK,,borough,39-934,Scammon Bay,Scammon Bay Traditional Council,"Po Box 126, Scammon Bay, AK 99662"
2014-11-04,AK,,borough,39-936,Shaktoolik,Shaktoolik City Hall,"Po Box 10, Shaktoolik, AK 99771"
2014-11-04,AK,,borough,39-938,Shishmaref,Shishmaref Community Hall,"Po Box 72110, Shishmaref, AK 99772"
2014-11-04,AK,,borough,39-940,St Marys,St. Mary'S City Hall,"Po Box 209, St Marys, AK 99658"
2014-11-04,AK,,borough,39-942,St Michael,St. Michael City Office Building,"Po Box 59070, St Michael, AK 99659"
2014-11-04,AK,,borough,39-944,Stebbins,Stebbins Community Hall,"Po Box 71022, Stebbins, AK 99671"
2014-11-04,AK,,borough,39-946,Teller,Teller Community/Bingo Hall,"Po Box 548, Teller, AK 99778"
2014-11-04,AK,,borough,39-948,Unalakleet,Community Building Memorial Hall,"Po Box 270, Unalakleet, AK 99684"
2014-11-04,AK,,borough,39-950,Wales,Wales Multi-Purpose Building,"Po Box 549, Wales, AK 99783"
2014-11-04,AK,,borough,39-952,White Mountain,New Community Building,"Po Box 84090, White Mountain, AK 99784"
2014-11-04,AK,Northwest Arctic,borough,40-002,Ambler,Ambler Ira Building,"1001 Grizzly , Ambler, AK 99786"
2014-11-04,AK,North Slope,borough,40-004,Anaktuvuk Pass,City Office/Recreation Bldg,"3031 Main Street, Anaktuvuk Pass, AK 99721"
2014-11-04,AK,North Slope,borough,40-006,Atqasuk,Atqasuk Community Building,"5010 Ekosik Street, Atqasuk, AK 99791"
2014-11-04,AK,North Slope,borough,40-008,Barrow,North Slope Borough Building,"1274 Agvik Street, Barrow, AK 99723"
2014-11-04,AK,North Slope,borough,40-010,Browerville,Inupiat Heritage Center,"5421 North Star Street, Barrow, AK 99723"
2014-11-04,AK,Northwest Arctic,borough,40-012,Buckland,Buckland Community Building,"49 Old Airport Road, Buckland, AK 99727"
2014-11-04,AK,Northwest Arctic,borough,40-014,Deering,Deering Community Building,"59 Main Street, Deering, AK 99736"
2014-11-04,AK,North Slope,borough,40-016,Kaktovik,Kaktovik Community Hall,"2051 Barter Ave, Kaktovik, AK 99747"
2014-11-04,AK,Northwest Arctic,borough,40-018,Kiana,Kiana Community Building,"Casonoff Street, Kiana, AK 99749"
2014-11-04,AK,Northwest Arctic,borough,40-020,Kivalina,Kivalina Community Hall,"Bering Street, Kivalina, AK 99750"
2014-11-04,AK,Northwest Arctic,borough,40-022,Kobuk,Kobuk Community Building,"519 Church Street, Kobuk, AK 99751"
2014-11-04,AK,Northwest Arctic,borough,40-024,Kotzebue,Northwest Arctic Borough Bldg,"163 Lagoon Street, Kotzebue, AK 99752"
2014-11-04,AK,Northwest Arctic,borough,40-026,Noatak,Noatak Ira Building,
2014-11-04,AK,Northwest Arctic,borough,40-028,Noorvik,Noorvik Community Building,"20 Fireweed Drive, Noorvik, AK 99763"
2014-11-04,AK,North Slope,borough,40-030,Nuiqsut,Kisik Community Center,"2230 2nd Ave, Nuiqsut, AK 99789"
2014-11-04,AK,North Slope,borough,40-032,Point Hope,Point Hope City Hall,"530 Qalgi Street, Point Hope, AK 99766"
2014-11-04,AK,North Slope,borough,40-034,Point Lay,Point Lay Community Center,
2014-11-04,AK,Northwest Arctic,borough,40-036,Selawik,Selawik Community Hall,
2014-11-04,AK,Northwest Arctic,borough,40-038,Shungnak,Coffee House,"128 Hall Street, Shungnak, AK 99773"
2014-11-04,AK,North Slope,borough,40-040,Wainwright,Wainwright Community Center,"1216 Airport Road, Wainwright, AK 99782"
