FIPS,Election Date,Site Type,Polling Location Name,Polling Location Address,Precinct Name
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,102-1 JP7 R62 S18 SZ7 TEO
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,103-1 JP7 R62 S18 SZ5 TEO
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,104-1 JP9 R62 S18 SZ4 TNE
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,105-1 JP8 R64 S18 SZ5 TWO
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,106-1 JP8 R64 S18 SZ5 TWO
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,106-2 JP8 R64 S18 SZ3 TWO
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,129-1 JP9 R62 S18 SZ7 TNE
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,106-4 JP8 R64 S18 SZ6 TWO
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,102-4 JP7 R62 S18 SZ4 TEO
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,102-5 JP7 R62 S18 SZ3 TEO
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,103-2 JP7 R62 S18 SZ3 TEO
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,103-3 JP7 R62 S18 SZ4 TEO
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,104-2 JP9 R62 S18 SZ5 TNE
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,104-3 JP9 R62 S18 SZ6 TNE
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,102-6 JP7 R62 S18 SZ5 TEO
05,2018-11-06,polling_location,Fairgrounds New Build.,216 Warren St. Mountain View AR 72560,129-2 JP9 R62 S18 SZ4 TNE
05,2018-11-06,polling_location,027-2 South Cross Roads Church,Piney- JP 11 Rose Bud AR 72137,027-2
05,2018-11-06,polling_location,027-2 South Cross Roads Church,Piney- JP 11 Rose Bud AR 72137,027-3
05,2018-11-06,polling_location,027-2 South Cross Roads Church,Piney- JP 11 Rose Bud AR 72137,027-4
05,2018-11-06,polling_location,V C 027 Cornerstone Freewill Baptist,29201 AR 22 Charleston AR 72933,9-1C.1
05,2018-11-06,polling_location,V C 027 Cornerstone Freewill Baptist,29201 AR 22 Charleston AR 72933,9-1C.2
05,2018-11-06,polling_location,Methodist Youth Center (a),201 E Haines St Fisher AR 72429,26-1
