county_name,precinct_id,name,address,polling_place_type
Burleigh,08-47-04,Centennial School,"2800 Ithica Dr, Bismarck, ND, 58503",polling_place
Burleigh,08-07-05,Burleigh County 4H Building,"3715 E Bismarck Expressway, Bismarck, ND, 58501",polling_place
Burleigh,08-08-05,Evangel Assembly of God,"3225 N 14th St, Bismarck, ND, 58503",polling_place
Burleigh,08-32-05,Bismarck Civic Center,"601 E Sweet Ave, Bismarck, ND, 58504",polling_place
Burleigh,08-35-05,Robert Miller School,"1989 N 20th St, Bismarck, ND, 58501",polling_place
Burleigh,08-07-06,Lincoln City Hall,"74 Santee Rd, Lincoln, ND, 58504",polling_place
Burleigh,08-08-06,First Evangelical,"205 43rd Ave NE, Bismarck, ND, 58503",polling_place
Burleigh,08-32-06,Bismarck Civic Center,"601 E Sweet Ave, Bismarck, ND, 58504",polling_place
Burleigh,08-35-06,Simle Middle School,"1215 N 19th St, Bismarck, ND, 58501",polling_place
Burleigh,08-32-07,Bismarck Civic Center,"601 E Sweet Ave, Bismarck, ND, 58504",polling_place
Cass,09-11-01,Olivet Lutheran,"1330 University Drive South, Fargo, ND, 58103",polling_place
Cass,09-13-01,Westside Elementary,"945 7th Ave W, West Fargo, ND, 58078",polling_place
Cass,09-16-01,Meadowridge Chapel,"2198 2nd Avenue East, West Fargo, ND, 58078",polling_place
Cass,09-20-01,Northern Cass PSD,"16021 18th St Se, Hunter, ND, 58048",polling_place
Cass,09-21-01,Robert Johnson Rec Ctr,"1104 2nd Avenue South, Fargo, ND, 58103",polling_place
Cass,09-22-01,Page Senior Center,"124 Morton Avenue, Page, ND, 58064",polling_place
Cass,09-24-01,Tower City Community Center,"507 Broadway St, Tower City, ND, 58071",polling_place
Cass,09-25-01,Hickson Community Ctr,"Main St, Hickson, ND, 58047",polling_place
Cass,09-27-01,West Acres,"3920 13th Avenue South, Fargo, ND, 58103",polling_place
Cass,09-41-01,Bethel Evangelical,"2702 30th Ave S, Fargo, ND, 58103",polling_place
Cass,09-44-01,El Zagal Shrine,"1429 3rd Street North, Fargo, ND, 58102",polling_place
Cass,09-45-01,FargoDome,"1800 University Drive North, Fargo, ND, 58102",polling_place
Cass,09-46-01,The Bowler,"2630 University Dr S, Fargo, ND, 58103",polling_place
Cass,09-11-02,Baymont Inn (formerly Doublewood Inn),"3333 13th Avenue South, Fargo, ND, 58103",polling_place
Cass,09-13-02,West Fargo City Hall,"800 4th Ave E, West Fargo, ND, 58078",polling_place
Cass,09-16-02,Holy Cross Church,"1420 16th St E, West Fargo, ND, 58078",polling_place
Cass,09-21-02,Fargo Public Library,"102 3rd ST N, Fargo, ND, 58102",polling_place
Cass,09-22-02,Arthur Community Hall,"550 Main St, Arthur, ND, 58006",polling_place
Cass,09-24-02,"Nu Tech Seed Office, Alice","307 3rd St, Alice, ND, 58031",polling_place
Cass,09-25-02,Kindred City Hall,"31 5th Ave N, Kindred, ND, 58051",polling_place
Cass,09-27-02,Living Waters Church,"4451 40th Ave S, Fargo, ND, 58104",polling_place
Cass,09-41-02,First Assembly,"3401 25th St S, Fargo, ND, 58104",polling_place
Cass,09-44-02,Knollbrook Covenant,"3030 Broadway North, Fargo, ND, 58102",polling_place
Cass,09-45-02,Reiles Acres Community Center,"4635 35th Ave N, Reiles Acres, ND, 58102",polling_place
Cass,09-46-02,Atonement Lutheran,"4601 University Drive South, Fargo, ND, 58104",polling_place
Cass,09-13-03,Veterans Memorial Arena,"1201 7th Ave E, West Fargo, ND, 58078",polling_place
Cass,09-16-03,Scheels Arena,"5225 31st Ave S, Fargo, ND, 58104",polling_place
Cass,09-22-03,Buffalo Community Center,"507 Main St, Buffalo, ND, 58011",polling_place
Cass,09-27-03,Calvary United Methodist,"4575 45th Street South, Fargo, ND, 58104",polling_place
Cass,09-45-03,Harwood Community Center,"210 Freedland Drive, Harwood, ND, 58042",polling_place
Cass,09-46-03,Riverview Place,"5300 12th St S, Fargo, ND, 58104",polling_place
Cass,09-22-04,Days Inn Casselton,"2050 Governor's Drive, Casselton, ND, 58012",polling_place
Cass,09-45-04,Argusville Community Center,"107 Northern Dr, Argusville, ND, 58005",polling_place
Cass,09-22-05,Mapleton Community Ctr,"615 2nd St, Mapleton, ND, 58059",polling_place
Cass,09-22-06,Shiloh Evangelical,"2200 Shiloh St, West Fargo, ND, 58078",polling_place
Cass,09-22-07,Davenport Community Center,"120 Main Street, Davenport, ND, 58021",polling_place
Cass,09-22-08,Horace Senior Ctr,"214 Thue Ct, Horace, ND, 58047",polling_place
Cavalier,10-10-01,Cavalier County Courthouse,"901 3rd Street, Langdon, ND, 58249",polling_place
Dickey,11-28-01,Precinct 1 -Ellendale - Senior Citizen Center,"67 1st Ave. S, Ellendale, ND, 58436",polling_place
Dickey,11-28-01,Precinct 1 -Ellendale City - Senior Citizen Center,"67 1st Ave S, Ellendale, ND, 58436",polling_place
Dickey,11-26-02,Precinct 2 - Fullerton - Fullerton City Hall,"33 North Monroe, Fullerton, ND, 58441",polling_place
Dickey,11-26-03,Precinct 3 -Oakes - Oakes Armory,"124 5th St S, Oakes, ND, 58474",polling_place
Dickey,11-26-03,Precinct 3 -Oakes City - Oakes Armory,"124 5th St S, Oakes, ND, 58474",polling_place
Divide,12-02-01,Precinct 1-Divide County High School,"605 4TH ST SE, Crosby, ND, 58730",polling_place
Divide,12-02-02,Precinct 2-Divide County High School,"605 4TH ST SE, Crosby, ND, 58730",polling_place
Divide,12-02-03,Precinct 3-Fortuna Senior Citizens,"250 MAIN ST, Fortuna, ND, 58844",polling_place
Divide,12-02-04,Precinct 4-Noonan Community Center,"605 MAIN ST S, Noonan, ND, 58765",polling_place
Dunn,13-04-01,Antelope - Twin Buttes - Twin Buttes School,"Twin Buttes School, Twin Buttes, ND, 58636",polling_place
Dunn,13-04-02,Collins/halliday - Halliday City Hall,"Halliday City Hall, Halliday, ND, 58636",polling_place
Dunn,13-04-03,Dunn Center/decorah - Dunn Center City Hall,"Dunn Center City Hall, Dunn Center, ND, 58626",polling_place
Dunn,13-36-07,Killdeer 36 - Killdeer School,"101 High Street NW, Killdeer, ND, 58640",polling_place
Dunn,13-39-08,Killdeer City 39 - Killdeer School,"Killdeer City Hall, Killdeer, ND, 58640",polling_place
Dunn,13-39-09,Killdeer Unorganized - Killdeer School,"Killdeer School, Killdeer, ND, 58640",polling_place
Dunn,13-36-10,Kyseth - Halliday City Hall,"Halliday City Hall, Halliday, ND, 58636",polling_place
Dunn,13-04-11,Dodge/loring - Dodge City,"Dodge City Auditorium, Dodge, ND, 58625",polling_place
Dunn,13-36-12,Manning - Dunn County Courthouse,"Dunn County Courthouse, Manning, ND, 58642",polling_place
Dunn,13-36-14,New Hradec - Catholic Workman Hall,"Catholic Workman Hall, New Hradec, ND, 58601",polling_place
Dunn,13-04-15,North Fox - St Anthony Mission,"St. Anthony Mission, Mandaree, ND, 58757",polling_place
Dunn,13-39-16,Oakdale - Killdeer School,"Killdeer School, Killdeer, ND, 58640",polling_place
Eddy,14-23-01,Precinct 1 - Brown Memorial,"3  7th Street South, New Rockford, ND, 58356",polling_place
Eddy,14-23-02,Precinct 2 - Brown Memorial,"621 Central, New Rockford, ND, 58356",polling_place
Eddy,14-23-03,Precinct 3 - Osby Hall,"222 Main St. S, Sheyenne, ND, 58374",polling_place
Eddy,14-23-04,Precinct 4 - Colvin Shop,"9241 22nd St NE, Tolna, ND, 58380",polling_place
Emmons,15-28-01,Emmons County Voting Center,"Emmons County Courthouse, Linton, ND, 58552",polling_place
Emmons,15-28-02,Emmons County Voting Center,"Emmons County Courthouse, Linton, ND, 58552",polling_place
Emmons,15-28-03,Emmons County Voting Center,"Emmons County Courthouse, Linton, ND, 58552",polling_place
Emmons,15-28-04,Emmons County Voting Center,"Emmons County Courthouse, Linton, ND, 58552",polling_place
Emmons,15-28-05,Emmons County Voting Center,"Emmons County Courthouse, Linton, ND, 58552",polling_place
Foster,16-29-01,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Foster,16-29-02,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Foster,16-29-03,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Foster,16-29-04,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Foster,16-29-05,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Foster,16-29-06,Carrington City Hall,"103 10th Ave N, Carrington, ND, 58421",polling_place
Golden Valley,17-39-01,Beach Community Center,"153 Main St., ND, None",polling_place
Grand Forks,18-17-01,Alerus Center,"1200 42nd St S, Grand Forks, ND, 58201",polling_place
Grand Forks,18-17-02,Holy Family,"1001 S 17th Ave, Grand Forks, ND, 58201",polling_place
Grand Forks,18-17-03,Kelly Elementary School,"3000 Cherry St, Grand Forks, ND, 58201",polling_place
Grand Forks,18-17-04,Schroeder Middle School,"800 32nd Ave S, Grand Forks, ND, 58201",polling_place
Grand Forks,18-17-05,Alerus Center,"1200 42nd St S, Grand Forks, ND, 58201",polling_place
Grand Forks,18-18-06,Bible Baptist Church,"5367 Gateway Dr, Grand Forks, ND, 58203",polling_place
Grand Forks,18-18-07,Winship Elementary School,"1412 5th Ave N, Grand Forks, ND, 58203",polling_place
Grand Forks,18-18-08,Wilder Elementary School,"1009 N 3rd St, Grand Forks, ND, 58203",polling_place
Grand Forks,18-18-09,Winship Elementary School,"1412 5th Ave N, Grand Forks, ND, 58203",polling_place
Grand Forks,18-18-10,St. Paul's Episcopal Church,"319 5th St S, Grand Forks, ND, 58201",polling_place
Grand Forks,18-18-11,St. Paul's Episcopal Church,"319 5th St S, Grand Forks, ND, 58201",polling_place
Grand Forks,18-18-12,Hope Evangelical Church,"1601 17th Ave S, Grand Forks, ND, 58201",polling_place
Grand Forks,18-19-13,Gilby Community Center,"207 Main Ave, Gilby, ND, 58235",polling_place
Grand Forks,18-19-14,Larimore Senior Citizens Center,"116 Towner Ave, Larimore, ND, 58251",polling_place
Grand Forks,18-19-15,Manvel Public School,"801 Oldham Ave, Manvel, ND, 58256",polling_place
Grand Forks,18-19-16,Northwood Community Center,"6 Raymond St, Northwood, ND, 58267",polling_place
Grand Forks,18-20-17,Emerado Community Hall,"300 Main St, Emerado, ND, 58228",polling_place
Grand Forks,18-20-18,Thompson Community Center,"306 Pacific Ave, Thompson, ND, 58278",polling_place
Grand Forks,18-42-19,Public Works Facility,"724 N 47th St, Grand Forks, ND, 58203",polling_place
Grand Forks,18-42-20,Gorecki Alumni Center,"3501 University Avenue, Grand Forks, ND, 58203",polling_place
Grand Forks,18-42-21,UND Wellness Center,"801 Princeton Street, ND, 58203",polling_place
Grand Forks,18-42-22,UND Wellness Center,"801 Princeton Street, ND, 58203",polling_place
Grand Forks,18-43-23,Faith Evangelical Church,"1400 24th Ave S, Grand Forks, ND, 58201",polling_place
Grand Forks,18-43-24,Alerus Center,"1200 42nd St S, Grand Forks, ND, 58201",polling_place
Grand Forks,18-43-25,Faith Evangelical Church,"1400 24th Ave S, Grand Forks, ND, 58201",polling_place
Grand Forks,18-43-26,Alerus Center,"1200 42nd St S, Grand Forks, ND, 58201",polling_place
Grand Forks,18-43-27,Alerus Center,"1200 42nd St S, Grand Forks, ND, 58201",polling_place
Grant,,Grant County Courthouse,"106 2nd Ave NE Carson, ND 58529",vote_center
Grant,,Elgin Community Center,"305 Main St N Elgin, ND 58533",vote_center
Griggs,20-23-01,Cooperstown City Hall,"611 9th St NE, Cooperstown, ND, 58425",polling_place
Griggs,20-23-02,Cooperstown City Hall,"611 9th St NE, Cooperstown, ND, 58425",polling_place
Griggs,20-23-03,Cooperstown City Hall,"611 9th St NE, Cooperstown, ND, 58425",polling_place
Griggs,20-23-04,Cooperstown City Hall,"611 9th St NE, Cooperstown, ND, 58425",polling_place
Griggs,20-23-05,Cooperstown City Hall,"611 9th St NE, Cooperstown, ND, 58425",polling_place
Hettinger,21-31-01,Mott #1 - National Guard Armory,"507 Brown Ave, Mott, ND, 58646",polling_place
Hettinger,21-31-02,Regent #2 - American Legion Hall,"222 Main Street, Regent, ND, 58650",polling_place
Hettinger,21-36-03,New England #3 - New England Public School,"1200 Main Street, New England, ND, 58647",polling_place
Hettinger,21-36-04,Indian Creek # 4 - American Legiona Hall Regent,"222 Main Street, Regent, ND, 58650",polling_place
Kidder,22-14-01,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
Kidder,22-14-02,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
Kidder,22-14-03,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
Kidder,22-14-04,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
Kidder,22-14-05,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
Kidder,22-14-06,Steele Ambulance Building,"120 Mitchell Ave N, Steele, ND, 58482",polling_place
LaMoure,,LaMoure Civic Center,"33 Center Ave E LaMoure, ND 58458",vote_center
LaMoure,,Edgeley National Guard Armory,"508 1st Ave W Edgeley, ND 58433",vote_center
Logan,24-28-01,Napoleon American Legion,"69 Broadway, Napoleon, ND, 58561",polling_place
Logan,24-28-02,Napoleon American Legion,"69 Broadway, Napoleon, ND, 58561",polling_place
Logan,24-28-03,Napoleon American Legion,"69 Broadway, Napoleon, ND, 58561",polling_place
Logan,24-28-04,Napoleon American Legion,"69 Broadway, Napoleon, ND, 58561",polling_place
Logan,24-28-05,Napoleon American Legion,"69 Broadway, Napoleon, ND, 58561",polling_place
McHenry,25-06-16,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,25-06-18,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,25-06-27,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,25-06-41,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,25-06-47,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,25-06-55,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,25-06-58,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McHenry,25-06-62,McHenry County Courthouse,"407 Main St S, Towner, ND, 58788",polling_place
McIntosh,26-28-01,McIntosh County Polling Places,"ND, None",polling_place
McIntosh,26-28-02,McIntosh County Polling Places,"ND, None",polling_place
McIntosh,26-28-03,McIntosh County Polling Places,"ND, None",polling_place
McIntosh,26-28-04,McIntosh County Polling Places,"ND, None",polling_place
McIntosh,26-28-05,McIntosh County Polling Places,"ND, None",polling_place
McIntosh,26-28-06,McIntosh County Polling Places,"ND, None",polling_place
McKenzie,27-04-01,Four Bears Community Center,"200 Chief Four Bears Ave, New Town, ND, 58763",polling_place
McKenzie,27-04-02,Mandaree Community Center,"212 Ridge Road, Mandaree, ND, 58757",polling_place
McKenzie,27-39-03,East Fairview School,"301 2nd St S, East Fairview, ND, 59221",polling_place
McKenzie,27-39-04,Cartwright Hall,"213 Main St, Cartwright, ND, 58838",polling_place
McKenzie,27-39-05,Alexander City Hall,"112 Manning Ave, Alexander, ND, 58831",polling_place
McKenzie,27-39-06,Arnegard City Hall,"211 Frontage Rd, Arnegard, ND, 58835",polling_place
McKenzie,27-39-07,Squaw Gap Multipurpose Center,"493 ND Highway 16 N, East Sidney, ND, 59270",polling_place
McKenzie,27-39-08,Grassy Butte Community Hall,"501 Main St N, Grassy Butte, ND, 58634",polling_place
McKenzie,27-39-09,Whiting Oil Office Building,"701 4th Ave NW, Watford City, ND, 58854",polling_place
McKenzie,27-39-11,Watford City City Hall,"213 2nd ST NE, Watford City, ND, 58854",polling_place
McKenzie,27-39-12,Keene Community Buillding,"104 2nd Ave, Keene, ND, 58847",polling_place
McLean,,Garrison City Auditorium,"15 Main St S Garrison, ND 58540",vote_center
McLean,,American Legion Post # 133 Auditorium,"American Legion Post #133 Auditorium 23 2nd Ave E Turtle Lake, ND 58575",vote_center
McLean,,Washburn Memorial Building,"805 Main Ave Washburn, ND 58577",vote_center
McLean,28-04-02,White Shield Complex,"1620 61st Ave NW, Whiteshield, ND, 58540",polling_place
Mercer,,Beulah Civic Center Hazen City Hall Stanton Civic Center,,vote_center
Morton,30-34-01,Spirit of Life Catholic Church,"801 1st St SE, Mandan, ND, 58554",polling_place
Morton,30-34-02,Midway Lanes,"3327 Memorial Hwy, Mandan, ND, 58554",polling_place
Morton,30-34-03,Eagles Club,"1400 Collins Ave, Mandan, ND, 58554",polling_place
Morton,30-34-04,Eagles Club,"1400 Collins Ave, Mandan, ND, 58554",polling_place
Morton,30-31-05,Eagles Club,"1400 Collins Ave, Mandan, ND, 58554",polling_place
Morton,30-34-06,First Lutheran Church,"408 9th St NW, Mandan, ND, 58554",polling_place
Morton,30-34-07,First Lutheran Church,"408 9th St NW, Mandan, ND, 58554",polling_place
Morton,30-34-08,Spirit of Life Catholic Church,"801 1st St SE, Mandan, ND, 58554",polling_place
Morton,30-31-17,First Church of the Nazarene,"4209 Old Red Trail, Mandan, ND, 58554",polling_place
Morton,30-31-18,Midway Lanes,"3327 Memorial Hwy, Mandan, ND, 58554",polling_place
Morton,30-31-20,Flasher Community Credit Union,"105 Main St N, Flasher, ND, 58535",polling_place
Morton,30-31-23,St. Anthony Hall,"2332 Co Rd 136, Saint Anthony, ND, 58566",polling_place
Morton,30-31-24,Mandan Airport,"4490 Hwy 6, Mandan, ND, 58554",polling_place
Morton,30-33-32,First Church of the Nazarene,"4209 Old Red Trail, Mandan, ND, 58554",polling_place
Morton,30-33-33,New Salem City Auditorium,"400 Main Ave, New Salem, ND, 58563",polling_place
Morton,30-33-34,Almont Memorial Hall,"108 Burt Ave, Almont, ND, 58520",polling_place
Morton,30-36-36,Glen Ullin Municipal Building,"119 Main St S, Glen Ullin, ND, 58631",polling_place
Morton,30-36-38,Hebron Community Center,"600 Washington Ave, Hebron, ND, 58638",polling_place
Mountrail,31-02-01,Pct 1 Stanley Grade School Gym,"118 4th Ave SW, Stanley, ND, 58784",polling_place
Mountrail,31-04-02,Pct 2 New Town Civic Center Auditorium,"103 Soo Place, New Town, ND, 58763",polling_place
Mountrail,31-04-03,Pct 3 Parshall American Legion Building,"16 Main St N, Parshall, ND, 58770",polling_place
Mountrail,31-04-04,Pct 4 Palermo Corporation Building,"249 Broadway St, Palermo, ND, 58769",polling_place
Mountrail,31-04-05,Pct 5 Mountrail County South Complex,"8103 61st St NW, Stanley, ND, 58784",polling_place
Mountrail,31-02-06,Pct 6 White Earth City Hall,"23 Hill St, White Earth, ND, 58794",polling_place
Mountrail,31-02-07,Pct 7 Ross Community Building,"300 Main St, Ross, ND, 58776",polling_place
Mountrail,31-04-08,Pct 8 New Town Civic Center Auditorium,"103 Soo Place, New Town, ND, 58763",polling_place
Mountrail,31-04-09,Pct 9 Plaza City Senior Citizens Building,"403 Covell St, Plaza, ND, 58771",polling_place
Nelson,32-23-01,Nelson County Courthouse-Community Room,"210 B Ave W, Lakota, ND, 58344",polling_place
Oliver,33-33-01,Civic Center,"312 Lincoln Ave N, Center, ND, 58530",polling_place
Oliver,33-33-02,Civic Center East Room,"312 Lincoln Ave N, Center, ND, 58530",polling_place
Oliver,33-33-03,Civic Center,"312 Lincoln Ave N, Center, ND, 58530",polling_place
Oliver,33-33-04,Civic Center,"312 Lincoln Ave N, Center, ND, 58530",polling_place
Oliver,33-33-05,St Peter's Lutheran Church,"2095 Highway 31, Hannover, ND, 58563",polling_place
Oliver,33-33-06,St Peter's Lutheran Church,"2095 Highway 31, Hannover, ND, 58563",polling_place
Oliver,33-33-07,Civic Center East Room,"312 Lincoln Ave N, Center, ND, 58530",polling_place
Pembina,34-10-01,Pembina Co Courthouse Meeting Rm-Vbm Polling Place,"310 Dakota St W, Cavalier, ND, 58220",polling_place
Pembina,34-10-02,Pembina Co Courthouse Meeting Rm-Vbm Polling Place,"310 Dakota St W, Cavalier, ND, 58220",polling_place
Pembina,34-10-03,Pembina Co Courthouse Meeting Rm-Vbm Polling Place,"310 Dakota St W, Cavalier, ND, 58220",polling_place
Pembina,34-10-04,Pembina Co Courthouse Meeting Rm-Vbm Polling Place,"310 Dakota St W, Cavalier, ND, 58220",polling_place
Pembina,34-10-05,Pembina Co Courthouse Meeting Rm-Vbm Polling Place,"310 Dakota St W, Cavalier, ND, 58220",polling_place
Pembina,34-10-06,Pembina Co Courthouse Meeting Rm-Vbm Polling Place,"310 Dakota St W, Cavalier, ND, 58220",polling_place
Pierce,35-14-01,Precinct 1-Wolford Fire Hall,"203 3rd Ave NW, Wolford, ND, 58385",polling_place
Pierce,35-14-02,Precinct 2- St. Anthony's Hall,"29 Girard St NW, Selz, ND, 58341",polling_place
Pierce,35-14-03,Precinct 3- Rugby Armory,"1015 S Main Ave, Rugby, ND, 58368",polling_place
Pierce,35-14-04,Precinct 4- 1st Ward 1st- Rugby Armory,"1015 S Main Ave, Rugby, ND, 58368",polling_place
Pierce,35-14-05,Precinct 5- 1st Ward 2nd - Rugby Armory,"1015 S Main Ave, Rugby, ND, 58368",polling_place
