state,election_date,jurisdiction_type,county_name,precinct_name,name,address,polling_location_type
PA,2012-11-06,county,,KINGSTON BORO W 01,KINGSTON GARDENS,184 PAGE AVE KINGSTON PA 18704,polling_location
PA,2012-11-06,county,,BETHLEHEM 3RD WARD,LITZENBERGER HOUSE,225 E 4TH ST BETHLEHEM PA,polling_location
PA,2012-11-06,county,,KINGSTON BORO W 02,KINGSTON MUNICIPAL BUILDING,500 WYOMING AVE KINGSTON PA 18704,polling_location
PA,2012-11-06,county,,WHITELEY,WHITELEY TWP BLDG,1426 KIRBY RD WAYNESBURG PA 15370,polling_location
PA,2012-11-06,county,,TOBOYNE TWP 2ND,HORSE VALLEY COMMUNITY ASSOICATON (29),6595 HORSE VALLEY ROAD RD EAST WATERFORD PA 17021,polling_location
PA,2012-11-06,county,,PHILA WD 40 DIV 04,40/04 BARTRAM VILLAGE OFFICE,5404 GIBSON DR PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,MARPLE TOWNSHIP 3RD WARD 2ND PRECINCT,ST. PIUS X ROMAN CATHOLIC CHURCH 3-2,220 LAWRENCE RD BROOMALL PA 19008,polling_location
PA,2012-11-06,county,,GLENOLDEN BOROUGH 1ST PRECINCT,GLENOLDEN SCHOOL,MACDADE BLVD &amp;amp; KNOWLES AVE GLENOLDEN PA 19036,polling_location
PA,2012-11-06,county,,RUSH TOWNSHIP - EAST DISTRICT,ARMORY HALL HOMETOWN,106 ARDMORE AVE TAMAQUA PA 18252,polling_location
PA,2012-11-06,county,,CHESTER HEIGHTS BOROUGH,ST THOMAS THE APOSTLE CHURCH,430 VALLEYBROOK RD GLEN MILLS PA 19342,polling_location
PA,2012-11-06,county,,JOHNSTOWN 8TH W3,ST.PAULS UNITED METH. CHURCH SEMINARY ROOM,160 DERBY ST JOHNSTOWN PA,polling_location
PA,2012-11-06,county,,MARPLE TOWNSHIP 4TH WARD 1ST PRECINCT,WILMER F LOOMIS ELEMENTARY SCHOOL,369 NORTH CENTRAL BLVD BROOMALL PA 19008,polling_location
PA,2012-11-06,county,,DOYLESTOWN BORO 3RD 1ST,DOYLESTOWN BOROUGH HALL,57 W COURT ST DOYLESTOWN PA 18901,polling_location
PA,2012-11-06,county,,HAVERFORD TOWNSHIP 7TH WARD 3RD PRECINCT,HAVERFORD TOWNSHIP POLICE STATION,DARBY &amp;amp; MANOA RD HAVERTOWN PA 19083,polling_location
PA,2012-11-06,county,,PITTSBURGH 19 35,SETON CENTER INFANT ROOM,1900 PIONEER AVE PITTSBURGH PA,polling_location
PA,2012-11-06,county,,HAVERFORD TOWNSHIP 3RD WARD 1ST PRECINCT,HAVERFORD TOWNSHIP BLDG,2325 DARBY RD HAVERTOWN PA 19083,polling_location
PA,2012-11-06,county,,MUNIC OF MURRYSVILLE EAST MURRYSVILLE,FIRST UNITED METHODIST CHURCH ANNEX,3916 OLD WM PENN MURRYSVILLE PA 15668,polling_location
PA,2012-11-06,county,,EARL WEST TWP EARLVILLE,WEST EARL FIRE CO,14 SCHOOL LANE AVE BROWNSTOWN PA 17508,polling_location
PA,2012-11-06,county,,HAVERFORD TOWNSHIP 7TH WARD 2ND PRECINCT,ANNUNCIATION CHURCH,401 BROOKLINE BLVD HAVERTOWN PA 19083,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 37,39/37 SOUTH PHILA HIGH SCHOOL,BROAD &amp;amp; SNYDER AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,HAVERFORD TOWNSHIP 2ND WARD 1ST PRECINCT,LLANERCH FIRE CO,107 WEST CHESTER PIKE HAVERTOWN PA 19083,polling_location
PA,2012-11-06,county,,PITTSBURGH 13 19,IMANI CHRISTIAN ACCADEMY,2150 E HILLS DR PITTSBURGH PA,polling_location
PA,2012-11-06,county,,NEW BALTIMORE BORO,ST JOHN'S PARISH HALL,167 FINDLEY ST NEW BALTIMORE PA 15553,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 29,32/29 HANK GATHERS REC CENTER,25TH &amp;amp; DIAMOND STS PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,PITTSBURGH 19 33,OUR LADY OF LORETTO SCHOOL SOC HALL,1901 PIONEER AVE PITTSBURGH PA 15226,polling_location
PA,2012-11-06,county,,NORTHAMPTON TWP,TWP BLDG NEAR MT LEBANON CH,1647 GLENCOE RD FAIRHOPE PA 15538,polling_location
PA,2012-11-06,county,,JEFFERSON TOWNSHIP DISTRICT 2,GRINDSTONE SOCIAL HALL,1000 CENTRAL ST GRINDSTONE PA 15442,polling_location
PA,2012-11-06,county,,PHILA WD 31 DIV 18,31/18 ST ANNE'S SOCIAL HALL,MEMPHIS &amp;amp; TUCKER STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 35,39/35 SOUTH PHILA HIGH SCHOOL,BROAD &amp;amp; SNYDER AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,EBENSBURG(B) EAST,UNITED CHURCH OF CHRIST,217 E HIGH ST EBENSBURG PA,polling_location
PA,2012-11-06,county,,PAINT BORO,PAINT FIRE CO BLDG,807 MAIN ST WINDBER PA 15963,polling_location
PA,2012-11-06,county,,PLUM 00 19,PLUM SR HIGH SCHOOL LARGE GYM ENT,900 ELICKER RD PITTSBURGH PA 15239,polling_location
PA,2012-11-06,county,,PAINT TWP 2,RUMMEL CHURCH OF THE BRETHREN,3432 GRAHAM AVE WINDBER PA 15963,polling_location
PA,2012-11-06,county,,TREMONT BOROUGH - TREMONT BOROUGH,SENIOR CITIZENS TREMONT,PINE ST TREMONT PA 17981,polling_location
PA,2012-11-06,county,,ERIE THIRD WARD 7TH DISTRICT,ST. PAULS AUDITORIUM,453 W 16TH ST ERIE PA 16502,polling_location
PA,2012-11-06,county,,PAINT TWP 3,ST THOMAS LUTHERAN CH GROVE,RIDGE RD WINDBER PA 15963,polling_location
PA,2012-11-06,county,,QUEMAHONING TWP,TWP BLDG KANTNER,424 FORBES RD STOYSTOWN PA 15563,polling_location
PA,2012-11-06,county,,PITTSBURGH 15 19,ADMINISTRATION BLDG,895 JOHNSTON AVE PITTSBURGH PA,polling_location
PA,2012-11-06,county,,WILKINS 01 04,EASTMONT VOL. FIRE CO,204 FRAZIER DR WILKINS PA,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 09,33/09 HOPKINSON SCHOOL,L &amp;amp; LUZERNE STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 41 DIV 02,41/02 MOSS RECREATION CENTER,TORRESDALE &amp;amp; CHELTENHAM AVES PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,SHADE TWP 1,QUEMAHONING ROD AND GUN CLUB,988 OLD FORBS RD STOYSTOWN PA 15563,polling_location
PA,2012-11-06,county,,B'VILLE BORO 2,NORTHSIDE FIRE STATION,590 MARKET ST BROWNSVILLE PA 15417,polling_location
PA,2012-11-06,county,,SHADE TWP 2,CAIRNBROOK HIGH SCHOOL,203 MC GREGOR AVE CAIRNBROOK PA,polling_location
PA,2012-11-06,county,,SHADE TWP 3,CAIRNBROOK HIGH SCHOOL,203 MC GREGOR AVE CAIRNBROOK PA,polling_location
PA,2012-11-06,county,,SNYDER TWP DIST 2,SNYDER TOWNSHIP MUNICIPAL BLDG,108 BAUGHMAN HOLLOW RD TYRONE PA 16686,polling_location
PA,2012-11-06,county,,MIDDLETOWN TWP LOWER 8,MIDDLETOWN SENIOR CITIZENS ASSOCIATION,2142 TRENTON RD LEVITTOWN PA 19056,polling_location
PA,2012-11-06,county,,SOMERSET BORO EAST,"2ND FLOOR, SOM CTY OFFICE BLDG",300 N CENTER AVE SOMERSET PA,polling_location
PA,2012-11-06,county,,FAIRVIEW TWP,MOUNTAIN TOP HOSE COMPANY,2 WOODLAWN AVE MOUNTAIN TOP PA 18707,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 03,32/03 KELLEY SCHOOL,28TH &amp;amp; OXFORD STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 19 29,BROOKLINE UP CHURCH CHELTON AVE ENT,1036 BROOKLINE BLVD PITTSBURGH PA,polling_location
PA,2012-11-06,county,,DERRY TOWNSHIP - 3RD PRECINCT,HERSHEY VOLUNTEER FIRE HOUSE,21 W CARACAS AVE HERSHEY PA 17033,polling_location
PA,2012-11-06,county,,BENSALEM TWP UPPER 10,VALLEY ELEMENTARY SCHOOL,3100 DONALLEN DR BENSALEM PA 19020,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 23,32/23 BLAINE SCHOOL,30TH &amp;amp; BERKS STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PALMYRA BORO - WEST,PALMYRA MUNICIPAL CENTER,325 S RAILROAD ST PALMYRA PA 17078,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 23,33/23 SCANLON RECREATION CENTER,J &amp;amp; TIOGA STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PENN HILLS 09 04,NEW VISION COMMUNITY CHURCH,1620 RANDOLPH LN PENN HILLS PA 15147,polling_location
PA,2012-11-06,county,,SOMERSET TWP 4,"MT CALVERY LUTH CHURCH, LAVANSVILLE",3093 GLADES PIKE SOMERSET PA 15501,polling_location
PA,2012-11-06,county,,SEWICKLEY TWP WEST HERMINIE,"VOL. FIRE DEPT. BLDG. 101 SEWICKLEY AVE., HERMINIE",101 SEWICKLEY AVE HERMINIE PA 15637,polling_location
PA,2012-11-06,county,,PHILA WD 34 DIV 03,34/03 BARRY SCHOOL,59TH &amp;amp; RACE STS PHILADELPHIA PA 1,polling_location
PA,2012-11-06,county,,NESHANNOCK TOWNSHIP 7P,HUTCHISON COMMUNITY CENTER,MERCER ROAD PEARSON PARK NEW CASTLE PA 16105,polling_location
PA,2012-11-06,county,,OIL CITY 7,OC 7  COMMUNITY AMBULANCE BLDG,1502 W FIRST ST OIL CITY PA 16301,polling_location
PA,2012-11-06,county,,STONYCREEK TWP,ELECTION HOUSE TWP/BORO LINE,1291 CORNERSTONE RD SHANKSVILLE PA 15560,polling_location
PA,2012-11-06,county,,PHILA WD 58 DIV 25,58/25 SOMERTON METHODIST CHURCH,13073 BUSTLETON AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,"UPPER ALLEN, 7P",MESSIAH VILLAGE,100 MOUNT ALLEN DR MECHANICSBURG PA 17055,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 07,33/07 WATER DEPT LABORATORY,1500 E HUNTING PARK AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,CENTER,CENTER TWP VFD,3374 W ROY FURMAN HWY ROGERSVILLE PA 15359,polling_location
PA,2012-11-06,county,,Westfield Boro.,WESTFIELD BORO COMMUNITY BUILDING,429 E MAIN ST WESTFIELD PA 16950,polling_location
PA,2012-11-06,county,,SUMMIT TWP,SUMMIT TWP MUNICIPAL BUILDING,192 TOWNSHIP OFFICE RD MEYERSDALE PA 15552,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 39,39/39 FIRE ENGINE CO # 49,13TH &amp;amp; SHUNK STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,WELLERSBURG BORO,WELLERSBURG FIRE HALL,124 FIRE HALL RD WELLERSBURG PA 15564,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 01,32/01 W D KELLEY SCHOOL,28TH &amp;amp; OXFORD STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,POTTSVILLE - 1ST WARD,PHOENIX FIRE COMPANY,320 E NORWEGIAN ST POTTSVILLE PA 17901,polling_location
PA,2012-11-06,county,,HEIDELBERG TWP,HEIDELBERG TWP BLDG,11 TULPEHOCKEN FORGE RD ROBESONIA PA 19551,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 31,32/31 THE SARTAIN APTS,3017 W OXFORD ST PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,PITTSBURGH 16 11,ST CLAIR AA HALL,2400 ELSIE ST PITTSBURGH PA 15210,polling_location
PA,2012-11-06,county,,WINDBER BORO 4,POLISH FALCON HALL,200 6TH ST WINDBER PA 15963,polling_location
PA,2012-11-06,county,,PITTSBURGH 15 18,CHURCH OF  GOOD SHEPHERD,SECOND &amp;amp; JOHNSTON PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PHILA WD 34 DIV 04,34/04 STOREFRONT,6131 VINE ST PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,EDEN TWP,EDEN TWP MUNICIPAL BLDG,489 STONY HILL RD QUARRYVILLE PA 17566,polling_location
PA,2012-11-06,county,,PHILA WD 34 DIV 05,34/05 BETTERWAY BIBLE CHURCH,520 N 61ST ST PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 38,39/38 KEY SCHOOL,8TH &amp;amp; WOLF STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,OHIO 00 02,OHIO TWP NATURE CENTER,325 NICHOLSON RD PITTSBURGH PA 15143,polling_location
PA,2012-11-06,county,,PHILA WD 34 DIV 02,34/02 DAYCARE,201 N 61ST ST PHILADELPHIA PA 1,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 12,32/12 CHURCH OF THE ADVOCATE GYM,2121 GRATZ ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,CLARION TWP. 1ST PREC,REINHARD VILLAGE,159 UNIVERSITY BLVD AVE CLARION PA 16214,polling_location
PA,2012-11-06,county,,CASSELMAN BORO,CASSELMAN UNITED CHURCH BASEMENT,205 SAINT JOHN ST CASSELMAN PA,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 21,33/21 P A L CENTER,H &amp;amp; TIOGA STS PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,PITTSBURGH 20 05,STEVENS ELEMENTARY SCHOOL CUST RM,822 CRUCIBLE PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 30,32/30 GIDEON SCHOOL,29TH &amp;amp; GLENWOOD AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,EASTON 4TH WARD,FIRST MORAVIAN CHURCH,10TH &amp;amp; BUSHKILL ST EASTON PA,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 16,32/16 OLD ST ELIZABETHS SCHOOL,23RD &amp;amp; MONTGOMERY AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 34,39/34 AUTO GARAGE,1030 SNYDER AVE PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,LORAIN(B),LORAIN BOROUGH MUNICIPAL BLDG,503 GREEN VALLEY ST JOHNSTOWN PA,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 22,33/22 P A L CENTER,H &amp;amp; TIOGA STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,HARRISBURG - 8TH WARD,CENTRAL ALLISON HILL COMMUNITY CENTER,1524 WALNUT ST HARRISBURG PA 17103,polling_location
PA,2012-11-06,county,,HAVERFORD TOWNSHIP 9TH WARD 2ND PRECINCT,BON AIR FIRE CO,541 ROYAL AVE HAVERTOWN PA 19083,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 24,33/24 SCANLON RECREATION CENTER,J &amp;amp; TIOGA STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,WILLIAMSBURG BORO,WILLIAMSBURG BOROUGH BLDG,305 E 2ND ST WILLIAMSBURG PA 16693,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 10,33/10 HOPKINSON SCHOOL,L &amp;amp; LUZERNE STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 34 DIV 01,34/01 BARBER SHOP,6223 MARKET ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 19 18,ST CATHERINE SCHOOL,1915 BROADWAY AVE PITTSBURGH PA 15216,polling_location
PA,2012-11-06,county,,VANPORT TWP,VANPORT VOL FIRE DEPT,435 JEFFERSON ST BEAVER PA 15009,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 01,33/01 RESTAURANT,901 E CAYUGA ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LEB. 2ND WARD - WEST,SOUTHWEST ELEMENTARY SCHOOL,1500 WOODLAND ST LEBANON PA 17042,polling_location
PA,2012-11-06,county,,SMETHPORT BOROUGH,SMETHPORT FIRE HALL,NELSON ST SMETHPORT PA 16749,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 07,32/07 DUCKREY SCHOOL,16TH &amp;amp; DIAMOND STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 02 DIV 19,02/19 PALUMBO SCHOOL,11TH &amp;amp; CATHARINE STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,"GALETON BOROUGH, WARD 1",GALE HOSE AMBULANCE BUILDING,27 WEST ST GALETON PA 16922,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 26,32/26 MANDER RECREATION CENTER,33RD &amp;amp; DIAMOND STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 16,33/16 SCANLON RECREATION CENTER,J &amp;amp; TIOGA STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,SALISBURY 3RD WARD 1ST DIST,SALISBURY MIDDLE SCHOOL,3301 DEVONSHIRE RD ALLENTOWN PA 18103,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 17,33/17 WILLARD SCHOOL,ELKHART &amp;amp; HELEN STS PHILADELPHIA PA 1,polling_location
PA,2012-11-06,county,,YARDLEY BORO,YARDLEY/MAKEFIELD FIRE COMPANY,105 S MAIN ST YARDLEY PA 19067,polling_location
PA,2012-11-06,county,,FORTY FORT BORO W 01,CROSS VALLEY ASSEMBLY OF GOD CHURCH,14 W TURNER ST FORTY FORT PA 18704,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 19,32/19 CLARA BALDWIN MANOR,2600 W SUSQUEHANNA AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 15 17,YWCA OUTREACH CENTER,4713 CHATSWORTH ST PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 02,33/02 FERKO RECREATION CENTER,J &amp;amp; CAYUGA STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 22,32/22 STRAWBERRY MANSION HIGH SCHOOL,32ND ST &amp;amp; RIDGE AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,CLEONA BORO,CLEONA BOROUGH HALL,140 W WALNUT ST CLEONA PA 17042,polling_location
PA,2012-11-06,county,,LOWER MAKEFIELD TWP NORTH 4,LOWER MAKEFIELD TOWNSHIP BUILDING,1100 EDGEWOOD RD YARDLEY PA 19067,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 20,32/20 GIDEON SCHOOL,29TH &amp;amp; GLENWOOD STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,NORTHAMPTON TWP 8,ST JOHN'S UNITED METHODIST CHURCH,820 ALMSHOUSE RD RICHBORO PA 18954,polling_location
PA,2012-11-06,county,,CLAIRTON 03 03,CLAIRTON MUNICIPAL BLDG,551 RAVENSBURG BLVD CLAIRTON PA 15025,polling_location
PA,2012-11-06,county,,WATERFORD TWP. EAST DISTRICT,TOWNSHIP BUILDING,12451 CIRCUIT RD WATERFORD PA 16441,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 19,33/19 P A L CENTER,H &amp;amp; TIOGA STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 30 03,CARNEGIE LIBRARY,400 BROWNSVILLE RD PITTSBURGH PA 15210,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 14,33/14 JUNIATA PARK OLDER ADULT CTR,L &amp;amp; SEDGELY STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 06,33/06 PICCOLI RECREATION CENTER,CASTOR AVE &amp;amp; CAYUGA ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 20 10,HOLY INNOCENTS SCHOOL,3012 LANDIS ST PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 03,33/03 JUNIATA YOUTH CLUB,HOWLAND &amp;amp; CAYUGA STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,CLARKSVILLE BORO,CLARKSVILLE SENIOR CTR,102 EAST ST CLARKSVILLE PA 15322,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 14,32/14 COMMUNITY CTR,1924 N WOODSTOCK ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,C'VILLE WARD 3,ZACHARIAH CONNELL SCHOOL,700 PARK AVE CONNELLSVILLE PA 15425,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 18,32/18 JOHNSON HOMES,2500 W NORRIS ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,"LOWER MAHANOY TWP, EAST DIST",HICKORY CORNERS FIRE COMPANY,1124 HICKORY RD DALMATIA PA 17017,polling_location
PA,2012-11-06,county,,NORTHAMPTON TWP 16,VILLAGE SHIRES COMMUNITY CENTER,3001 VILLAGE DR HOLLAND PA 18966,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 17,32/17 OLD ST ELIZABETHS SCHOOL,23RD &amp;amp; MONTGOMERY AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,STERLING TWP.,TOWNSHIP MUNICIPAL BUILDING-STERLING,1066 MAPLE GROVE RD STERLING PA 18463,polling_location
PA,2012-11-06,county,,MORRISVILLE BORO 2ND,MORRISVILLE LIBRARY BUILDING,300 N PENNSYLVANIA AVE MORRISVILLE PA 19067,polling_location
PA,2012-11-06,county,,BUFFALO,BUFFALO TWP BLDG,400 BUFFALO CENTER LN WASHINGTON PA 15301,polling_location
PA,2012-11-06,county,,BRISTOL TWP 7TH 2ND,RALPH WALDO EMERSON ELEMENTARY,6501 MILL CREEK RD LEVITTOWN PA 19057,polling_location
PA,2012-11-06,county,,CLARK BORO,CLARK BOROUGH BUILDING,2798 WINNER RD CLARK PA 16113,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 18,33/18 WILLARD SCHOOL,ELKHART &amp;amp; HELEN STS PHILADELPHIA PA 1,polling_location
PA,2012-11-06,county,,PITTSBURGH 15 16,ENGINE COMPANY NO 13,200 FLOWERS AVE PITTSBURGH PA,polling_location
PA,2012-11-06,county,,THORNBURY TOWNSHIP 2ND PRECINCT,BETHLEHEM UNITED METHODIST CHURCH,4 WESTTOWN RD THORNTON PA 19373,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 20,33/20 SCANLON RECREATION CENTER,J &amp;amp; TIOGA STS PHILADELPHIA PA 191,polling_location
PA,2012-11-06,county,,TOBYHANNA EASTERN,TOBYHANNA TOWNSHIP GOVERNMENT CENTER,STATE AVE POCONO PINES PA,polling_location
PA,2012-11-06,county,,BRISTOL TWP 3RD 1ST,BRISTOL TOWNSHIP MUNICIPAL BUILDING,2501 BATH RD LEVITTOWN PA 19054,polling_location
PA,2012-11-06,county,,PHILA WD 31 DIV 17,31/17 FIRE ENGINE CO # 06,BELGRADE &amp;amp; HUNTINGDON STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 44,39/44 J P CATERERS,2810 S 09TH ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 11,32/11 CARVER SCHOOL ENGNR &amp;amp; SCIENCE,17TH &amp;amp; NORRIS STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 04,32/04 W D KELLEY SCHOOL,28TH &amp;amp; OXFORD STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,MILLCREEK TOWNSHIP 5TH DISTRICT,FIRE HOUSE,W LAKE RD ERIE PA 16505,polling_location
PA,2012-11-06,county,,PHILA WD 32 DIV 21,32/21 BLAINE SCHOOL,30TH &amp;amp; BERKS STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,UNITY TWP WHITNEY,LIVING HOPE CHURCH,352 CHARLES HOUCK RD LATROBE PA 15650,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 12,33/12 J STREET CAFE DINING ROOM,J ST &amp;amp; ERIE AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 16 09,LIGHT HOUSE CATHEDRAL,810 FISCHER ST PITTSBURGH PA 15210,polling_location
PA,2012-11-06,county,,PHILA WD 33 DIV 11,33/11 J STREET CAFE DINING ROOM,J ST &amp;amp; ERIE AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,BETHLEHEM 6TH WARD,CITY CENTER,10 E CHURCH ST BETHLEHEM PA,polling_location
PA,2012-11-06,county,,CLINTONVILLE BORO,CLINTONVILLE BORO     CLINTONVILLE BORO BLDG,109 FRANKLIN ST CLINTONVILLE PA 16372,polling_location
PA,2012-11-06,county,,PHILA WD 03 DIV 13,03/13 BRYANT SCHOOL,60TH &amp;amp; CEDAR AVE PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,EBENSBURG(B) WEST,BISHOP CARROLL HIGH SCHOOL,728 BEN FRANKLIN HWY EBENSBURG PA,polling_location
PA,2012-11-06,county,,CANONSBURG-2ND W. 2ND,PA ARMY NATIONAL GUARD ARMORY CO E 1/110TH INF (M),16 W COLLEGE ST CANONSBURG PA 15317,polling_location
PA,2012-11-06,county,,PITTSBURGH 32 05,BROOKLINE COM CTR GYM,1400 OAKRIDGE ST PITTSBURGH PA,polling_location
PA,2012-11-06,county,,CANONSBURG-3RD W. 1ST,CANON MCMILLIAN SCH DIST SO. CENTRAL ELEM SCH,230 S CENTRAL AVE CANONSBURG PA 15317,polling_location
PA,2012-11-06,county,,NORTH WOODBURY,MARTINSBURG BRETHREN IN CHRIST CHURCH,334 SON RISE DR MARTINSBURG PA 16662,polling_location
PA,2012-11-06,county,,CANONSBURG-3RD W. 3RD,ST MICHAELS BYZANTINE CHURCH,170 E COLLEGE ST CANONSBURG PA 15317,polling_location
PA,2012-11-06,county,,FALLS TWP 4TH 7TH,MANOR ELEMENTARY SCHOOL,401 PENN VALLEY RD LEVITTOWN PA 19054,polling_location
PA,2012-11-06,county,,CANTON-2ND,HOLY TRINITY NATIONAL CATHOLIC SOCIAL HALL,605 HEWITT AVE WASHINGTON PA 15301,polling_location
PA,2012-11-06,county,,SWISSVALE 00 04,WOODLAND HILLS JR HIGH WEST,7600 EVANS ST SWISSVALE PA,polling_location
PA,2012-11-06,county,,SADSBURY S,POMEROY FIRE CO,4 BELVEDERE AVE POMEROY PA,polling_location
PA,2012-11-06,county,,HANOVER,HAN - LE CO VOLUNTEER FIRE &amp;amp; RESCUE,1001 POSTAL RD ALLENTOWN PA 18109,polling_location
PA,2012-11-06,county,,"MT CARMEL BORO, 1W, 1P",NEW LIFE CHURCH OF GOD,129 W 2ND ST MT CARMEL PA 17851,polling_location
PA,2012-11-06,county,,CANTON-4TH,FRIENDSHIP COMMUNITY CHURCH,1090 WEIRICH AVE WASHINGTON PA 15301,polling_location
PA,2012-11-06,county,,C'VILLE WARD 6,NEW HAVEN HOSE COMPANY FIRE STATION,123 S 7TH ST CONNELLSVILLE PA 15425,polling_location
PA,2012-11-06,county,,CANTON-5TH,CANTON TWP VOL FD CO 52 - REC HALL,2684 JEFFERSON AVE WASHINGTON PA 15301,polling_location
PA,2012-11-06,county,,SALEM TWP HUGUS,METZGAR ELEMENTARY SCHOOL,140 CC HALL DR N ALEXANDRIA PA 15670,polling_location
