state,election_date,jurisdiction_type,county_name,precinct_name,name,address,polling_location_type
PA,2012-11-06,county,,GRAHAM TOWNSHIP,CENTRE HILL GRANGE,71 SINGTON RD MORRISDALE PA 16858,polling_location
PA,2012-11-06,county,,CHERRY RIDGE TWP.,TOWNSHIP MUNICIPAL BUILDING-CHERRY RIDGE,2892 LAKE ARIEL HWY HONESDALE PA 18431,polling_location
PA,2012-11-06,county,,CHESTER CITY 9TH WARD 2ND PRECINCT,SHILOH BAPTIST CHURCH,703 CENTRAL AVE CHESTER PA 19013,polling_location
PA,2012-11-06,county,,PINE GROVE TOWNSHIP - PRECINCT 1,PINE GROVE TWP BLDG,175 OAK GROVE RD PINE GROVE PA 17963,polling_location
PA,2012-11-06,county,,MANHEIM TWP 19,LANCASTER CATHOLIC HIGH SCHOOL,650 JULIETTE AVE LANCASTER PA 17601,polling_location
PA,2012-11-06,county,,BRADFORD CITY - 5TH WD,FRATERNAL ORDER OF EAGLES,E MAIN ST BRADFORD PA 16701,polling_location
PA,2012-11-06,county,,PRESTON TWP.,NORTHERN WAYNE FIRE COMPANY,1633 CROSSTOWN HWY LAKEWOOD PA 18439,polling_location
PA,2012-11-06,county,,RIDGWAY-3RD WARD,CAPITAL CITY HOSE,FRONT ST RIDGWAY PA 15853,polling_location
PA,2012-11-06,county,,ELMHURST W-00 P-0,ELMHURST SEWER AUTHORITY BUILDING,112 MUNICIPAL LN  PA,polling_location
PA,2012-11-06,county,,03-Bellefonte South               WARD-2,LAMBERT HALL,433 BLANCHARD ST BELLEFONTE PA 16823,polling_location
PA,2012-11-06,county,,PINE GROVE BOROUGH - SOUTH PRECINCT,PINE GROVE LIONS BLDG.,1 VETERANS MEMORIAL DR. PINE GROVE PA 17963,polling_location
PA,2012-11-06,county,,JACKSON TWP,JACKSON TWP BLDG,862 WALLER-DIVIDE RD BENTON PA,polling_location
PA,2012-11-06,county,,TREMONT TOWNSHIP - TREMONT TWP.,MUNICIPAL BLDG TREMONT TWP,166 MOLLEYTOWN PINE GROVE PA 17963,polling_location
PA,2012-11-06,county,,SCHUYLKILL HAVEN BOROUGH - NORTH PREC,SENIOR CITIZEN COMMUNITY CENTER,340 HAVEN ST SCHUYLKILL HAVEN PA 17972,polling_location
PA,2012-11-06,county,,DUNMORE W-01 P-1,OUR LADY OF PEACE RESIDENCE,2300 ADAMS AVE  PA,polling_location
PA,2012-11-06,county,,ARMSTRONG 2,ARMSTRONG 2/SHELOCTA U.P. CHURCH,182 S RIDGE RD SHELOCTA PA 15774,polling_location
PA,2012-11-06,county,,PINE GROVE BOROUGH - NORTH PRECINCT,PINE GROVE HOOK &amp;amp; LADDER CO,1 ORCHARD ST PINE GROVE PA 17963,polling_location
PA,2012-11-06,county,,BLAKELY W-03 P-2,BLAKELY COMMUNITY AMBULANCE ASSOC,500 ACADEMY ST  PA,polling_location
PA,2012-11-06,county,,POTTSVILLE - 2ND WARD,SCHUYLKILL HEALTH SCHOOL OF NURSING,450 WASHINGTON ST POTTSVILLE PA 17901,polling_location
PA,2012-11-06,county,,ST MARYS-1ST WARD,ST. MARYS CHURCH ANNEX,144 CHURCH ST ST. MARYS PA 15857,polling_location
PA,2012-11-06,county,,WASHINGTON TOWNSHIP - NORTH DISTRICT,MUNICIPAL BLDG WASHINGTON,225 FRANTZ RD PINE GROVE PA 17963,polling_location
PA,2012-11-06,county,,POCONO 1,MOUNTAIN VIEW PARK OFFICE,SULLIVAN TRL TANNERSVILLE PA,polling_location
PA,2012-11-06,county,,BRISTOL TWP 11TH 2ND,JOHN FITCH ELEMENTARY SCHOOL,101 GREENBROOK DR LEVITTOWN PA 19055,polling_location
PA,2012-11-06,county,,PINE GROVE TOWNSHIP - PRECINCT 2,PINE GROVE TWP BLDG,175 OAK GROVE RD PINE GROVE PA 17963,polling_location
PA,2012-11-06,county,,TAYLOR TOWNSHIP,OLD ELECTION HOUSE,4421 WATERFALL ROAD - RT 655 WATERFALL PA 16689,polling_location
PA,2012-11-06,county,,WILMERDING 00 01,BOBO BLDG 1ST FL FIREMEN'S ROOM,301 STATION AVE WILMERDING PA 15148,polling_location
PA,2012-11-06,county,,ELDRED TOWNSHIP - ELDRED TWP.,MAHANTONGO FIRE HOUSE,102 MAIN RD PITMAN PA 17964,polling_location
PA,2012-11-06,county,,"UPPER ALLEN, 3P",SHEPHERDSTOWN UNITED METHODIST CHURCH,1934 S YORK ST MECHANICSBURG PA 17055,polling_location
PA,2012-11-06,county,,WHITEMARSH MIDDLE 4,WHITEMARSH ELEMENTARY SCHOOL,4120 JOSHUA RD LAFAYETTE HILL PA 19444,polling_location
PA,2012-11-06,county,,KENNEDY 00 03,DAVID WILLIAMS MIDDLE SCHOOL,00 PORTERS HOLLOW RD PITTSBURGH PA 15108,polling_location
PA,2012-11-06,county,,WEST CORNWALL TWP,QUENTIN FIRE COMPANY SOCIAL HALL,20 S LEBANON ST QUENTIN PA 17083,polling_location
PA,2012-11-06,county,,VENANGO TWP,VENANGO TOWNSHIP BLDG,22506 CEMETARY RD VENANGO PA 16440,polling_location
PA,2012-11-06,county,,N. LONDONDERRY-EAST,LEBANON VALLEY BRETHREN HOME PAVILION,1200 GRUBB RD PALMYRA PA 17078,polling_location
PA,2012-11-06,county,,PLATEA BORO,BOROUGH PARK BUILDING,8457 MAIDEN LN GIRARD PA 16417,polling_location
PA,2012-11-06,county,,N.  ANNVILLE TWP,BELLEGROVE FIRE COMPANY SOCIAL HALL,1725 BLACK'S BRIDGE RD ANNVILLE PA 17003,polling_location
PA,2012-11-06,county,,SCOTT TWP EAST,ESPY FIREHALL,350 TENNY ST BLOOMSBURG PA,polling_location
PA,2012-11-06,county,,FALLS TWP 4TH 1ST,ST PAUL'S EPISCOPAL CHURCH,89 PINEWOOD DR LEVITTOWN PA 19054,polling_location
PA,2012-11-06,county,,CODORUS - 1ST DISTRICT,FRIENDSHIP ELEMENTARY SCHOOL,3457 STICKS RD GLEN ROCK PA 17327,polling_location
PA,2012-11-06,county,,CARROLL,CARROLL TWP. MUNICIPAL BLDG.,555 CHESTNUT GROVE RD DILLSBURG PA 17019,polling_location
PA,2012-11-06,county,,LEB. 3RD WARD,STEVENS TOWERS APTS. COMMUNITY ROOM,930 WILLOW ST LEBANON PA 17046,polling_location
PA,2012-11-06,county,,QUAKERTOWN BORO 1ST 2ND,GRUNDY HOUSE,1611 PARK AVE QUAKERTOWN PA 18951,polling_location
PA,2012-11-06,county,,HAMPTON 00 05,ST. PAUL'S UNITED METHODIST CHURCH,1965 FERGUSON RD ALLISON PARK PA 15101,polling_location
PA,2012-11-06,county,,"YORK - 14TH WARD, 3RD PRECINCT",CITY OF YORK/YORKTOWN CENTER,1059 KELLY DR YORK PA 17404,polling_location
PA,2012-11-06,county,,MAYFIELD W-02 P-0,WILLIAM WALKER FIRE CO,803 PENN AVE  PA,polling_location
PA,2012-11-06,county,,UPPER PROVIDENCE MONT CLARE,UPPER PROVIDENCE TOWNSHIP HALL,1301 BLACK ROCK RD OAKS PA 19456,polling_location
PA,2012-11-06,county,,JOHNSONBURG-4TH WARD,BOROUGH BUILDING,100 MAIN ST JOHNSONBURG PA 15845,polling_location
PA,2012-11-06,county,,LWR. CHANCEFORD - 2ND DISTRICT,LOWER CHANCEFORD MUN BLDG.,4120 DELTA RD AIRVILLE PA 17302,polling_location
PA,2012-11-06,county,,SWATARA TWP,SWATARA TOWNSHIP BUILDING,68 SUPERVISORS DR JONESTOWN PA 17038,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 15,39/15 IBEW LOCAL UNION HALL,2150 S 03RD ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,DOYLESTOWN BORO 3RD 2ND,BOY SCOUTS COUNCIL,1 SCOUT WAY DOYLESTOWN PA 18901,polling_location
PA,2012-11-06,county,,"YORK - 12TH WARD, 2ND PRECINCT",HANNAH PENN MIDDLE SCHOOL,415 E BOUNDARY AVE YORK PA 17403,polling_location
PA,2012-11-06,county,,CONNEAUT TOWNSHIP,TOWN HALL,BARNEY'S CORNER ALBION PA 16401,polling_location
PA,2012-11-06,county,,"YORK - 12TH WARD, 4TH PRECINCT",KINSLEY EDUCATION CENTER,350 HILL ST YORK PA 17403,polling_location
PA,2012-11-06,county,,PEQUEA TWP,PEQUEA ELEMENTARY SCHOOL,802 MILLWOOD RD WILLOW STREET PA 17584,polling_location
PA,2012-11-06,county,,PITTSBURGH 12 16,ST CHARLES LWANGA PARISH,1550 LINCOLN AVE AVE PITTSBURGH PA 15206,polling_location
PA,2012-11-06,county,,"YORK - 12TH WARD, 3RD PRECINCT",UNITED WAY OF YORK COUNTY (MEETING ROOM A),800 E KING ST YORK PA 17403,polling_location
PA,2012-11-06,county,,WEST NORRITON 3-2,JEFFERSON FIRE HOUSE,85 SCHOOL LN NORRISTOWN PA 19403,polling_location
PA,2012-11-06,county,,HAYFIELD,HAYFIELD TOWNSHIP BLDG.,17882 TOWNHOUSE RD SAEGERTOWN PA 16433,polling_location
PA,2012-11-06,county,,GERMAN TOWNSHIP DISTRICT 5,RONCO FIRE HALL,614 HILLTOP RD RONCO PA 15476,polling_location
PA,2012-11-06,county,,WHITEMARSH EAST 2,ST PAULS UCC,440 BETHLEHEM PIKE FORT WASHINGTON PA 19034,polling_location
PA,2012-11-06,county,,WHITPAIN 3,BLUE BELL ELEMENTARY SCHOOL,801 SYMPHONY LN BLUE BELL PA 19422,polling_location
PA,2012-11-06,county,,PHILA WD 37 DIV 17,37/17 ST MARKS BAPT CHURCH,924 W CAMBRIA ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,VANDERGRIFT 1ST WARD,PUBLIC LIBRARY.,128 C WASHINGINGTON AVE VANDERGRIFT PA 15690,polling_location
PA,2012-11-06,county,,MONTGOMERY 2,MONTGOMERY ELEMENTARY SCHOOL,1221 STUMP RD NORTH WALES PA 19454,polling_location
PA,2012-11-06,county,,ELIZABETHTOWN BORO 3W 2P,FRIENDSHIP FIRE &amp;amp; HOSE COMPANY,171 N MOUNT JOY ST ELIZABETHTOWN PA 17022,polling_location
PA,2012-11-06,county,,FLEETWOOD BORO - 2ND PRECINCT,FLEETWOOD VOL FIRE CO.,16 N CHESTNUT ST FLEETWOOD PA 19522,polling_location
PA,2012-11-06,county,,EAST HOPEWELL,EAST HOPEWELL TOWNSHIP MUNICIPAL BUILDING,8916 HICKORY RD FELTON PA 17322,polling_location
PA,2012-11-06,county,,MANOR TWP LEISURE,FAITH BIBLE FELLOWSHIP CHURCH,151 DONERVILLE RD LANCASTER PA 17603,polling_location
PA,2012-11-06,county,,PITTSBURGH 26 01,PITTSBURGH PROJECT,2601 NORWOOD AVE PITTSBURGH PA,polling_location
PA,2012-11-06,county,,N. LEBANON TWP- EAST,BLUE MAX BINGO HALL,1538 SUZY ST LEBANON PA 17046,polling_location
PA,2012-11-06,county,,UNION TWP - GREEN PT,GREEN POINT FIRE COMPANY,75 MOONSHINE RD JONESTOWN PA 17038,polling_location
PA,2012-11-06,county,,ST MARYS-9TH WARD,COMFORT INN,976 S ST MARYS RD ST. MARYS PA 15857,polling_location
PA,2012-11-06,county,,PLUM 00 08,HOLIDAY PARK SCHOOL,4795 HAVANA DR PLUM PA,polling_location
PA,2012-11-06,county,,INGRAM 00 01,BORO BLDG.,40 W PROSPECT AVE INGRAM PA,polling_location
PA,2012-11-06,county,,DOVER - 4TH DISTRICT,FRIENDSHIP COMMUNITY CHURCH,3380 FOX RUN RD DOVER PA 17315,polling_location
PA,2012-11-06,county,,UNITY TWP PLEASANT UNITY,PLEASANT UNITY VOL. FIRE DEPT. (TRUCK GAR.),135 N JOHNGEORGE ST PLSNT UNITY PA 15676,polling_location
PA,2012-11-06,county,,UPPER PROVIDENCE OAKS,OAKS FIRE HOUSE,260 GREEN TREE RD OAKS PA 19456,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 14,39/14 GARAGE,3236` S JUNIPER ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,BRANCH TOWNSHIP - BRANCH TOWNSHIP,MUNICIPAL BLDG BRANCH TWP,46 PHOENIX PARK RD LLEWELLYN PA 17944,polling_location
PA,2012-11-06,county,,WHITPAIN 1,TIFERET BET ISRAEL SYNAGOGUE,1920 SKIPPACK PIKE BLUE BELL PA 19422,polling_location
PA,2012-11-06,county,,SALISBURY TWP WHITE HORSE,SALISBURY TWP MUNICIPAL BLDG,5581 OLD PHILADELPHIA PIKE GAP PA 17527,polling_location
PA,2012-11-06,county,,LAWRENCE TWP.-GLEN RICHEY PCT.,GLEN RICHEY FIRE HALL,86 FIREHOUSE RD GLEN RICHEY PA 16837,polling_location
PA,2012-11-06,county,,WEST NORRITON 4-1,WEST NORRITON TOWNSHIP BUILDING,1630 W MARSHALL ST NORRISTOWN PA 19403,polling_location
PA,2012-11-06,county,,BETHEL PARK 06 02,FIRST BETHEL UNITED METHODIST CHURCH FOUNDERS HALL,5901 LIBRARY HGTS RD BETHEL PARK PA 15102,polling_location
PA,2012-11-06,county,,ELIZABETHTOWN BORO 3W 1P,FRIENDSHIP FIRE &amp;amp; HOSE COMPANY,171 N MOUNT JOY ST ELIZABETHTOWN PA 17022,polling_location
PA,2012-11-06,county,,ST MARYS-2ND WARD,ST. MARYS CHURCH ANNEX,144 CHURCH ST ST. MARYS PA 15857,polling_location
PA,2012-11-06,county,,YORK - 7TH WARD,ALEXANDER GOODE SCHOOL (LOBBY),251 N BROAD ST YORK PA 17403,polling_location
PA,2012-11-06,county,,CENTER TWP 2,CENTER TOWNSHIP FIRE HALL #2,108 GRANDVIEW AVE MONACA PA 15061,polling_location
PA,2012-11-06,county,,ADAMSTOWN BORO,ST PAULS LUTHERAN CHURCH,80 E MAIN ST ADAMSTOWN PA 19501,polling_location
PA,2012-11-06,county,,MADISON TWP,JERSEYTOWN COMMUNITY CENTER,29 JERSEYTOWN RD BLOOMSBURG PA,polling_location
PA,2012-11-06,county,,PENN TWP 5TH WARD 1ST PCT,"COMMUNITY BUILDING, LEVEL GREEN",123 MURRYSVILLE RD TRAFFORD PA 15085,polling_location
PA,2012-11-06,county,,ELIZABETHTOWN BORO 1W,CHRIST EVANGELICAL LUTHERAN CHURCH,75 E HIGH ST ELIZABETHTOWN PA 17022,polling_location
PA,2012-11-06,county,,PLUMVILLE,PLUMVILLE/FIRE HALL,109 INDIANA ST PLUMVILLE PA 16246,polling_location
PA,2012-11-06,county,,BUCKINGHAM TWP UPPER 2,CENTRAL BUCKS HIGH SCHOOL EAST,2804 HOLICONG RD DOYLESTOWN PA 18902,polling_location
PA,2012-11-06,county,,WHITEMARSH WEST 1,SPRING MILL FIRE COMPANY,1210 E HECTOR ST CONSHOHOCKEN PA 19428,polling_location
PA,2012-11-06,county,,JONESTOWN BORO,PERSEVERANCE FIRE COMPANY,107 S KING ST JONESTOWN PA 17038,polling_location
PA,2012-11-06,county,,EPHRATA BORO 3W,HOLY TRINITY LUTHERAN CHURCH,167 EAST MAIN ST EPHRATA PA 17522,polling_location
PA,2012-11-06,county,,WORCESTER EAST 3,CENTRAL SCHWENKFELDER CHURCH,2111 VALLEY FORGE RD WORCESTER PA 19490,polling_location
PA,2012-11-06,county,,CARBONDALE W-01 P-1,ST ROSE FAMILY CENTER,6 N CHURCH ST  PA,polling_location
PA,2012-11-06,county,,SPRINGDAL BR 00 02,SPRINGDALE OPEN BIBLE CHURCH 1ST FL,401 COLFAX ST SPRINGDAL BR PA,polling_location
PA,2012-11-06,county,,DOVER - 2ND DISTRICT,DOVER TWP COMM BLDG (WEST ENTRANCE),3700 DAVIDSBURG RD DOVER PA 17315,polling_location
PA,2012-11-06,county,,MUNIC OF MURRYSVILLE EAST MANORDALE,CORNERSTONE MINISTRIES,2200 CORNERSTONE LN DELMONT PA 15626,polling_location
PA,2012-11-06,county,,ERIE FIFTH WARD 4TH DISTRICT,HOLY TRINITY SOCIAL CENTER-GYM,650 E 23RD ST ERIE PA 16503,polling_location
PA,2012-11-06,county,,"YORK - 14TH WARD, 2ND PRECINCT",KELLY MANOR,750 KELLY DR YORK PA 17404,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 13,39/13 MURPHY RECREATION CENTER,4TH &amp;amp; SHUNK STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,LITITZ BORO 3W 1P,MORAVIAN MANOR,300 W LEMON ST LITITZ PA 17543,polling_location
PA,2012-11-06,county,,PITTSBURGH 13 12,FAISON ARTS ACADEMY ANNEX,8080 BENNETT ST PITTSBURGH PA,polling_location
PA,2012-11-06,county,,BUTLER TOWNSHIP - FOUNTAIN SPRINGS DIST,AMERICAN FIRE CO #1,2 FOUNTAIN ST ASHLAND PA 17921,polling_location
PA,2012-11-06,county,,UPPER DUBLIN 5-1,SANDY RUN MIDDLE SCHOOL,520 TWINING RD DRESHER PA 19025,polling_location
PA,2012-11-06,county,,PITTSBURGH 29 11,QUENTIN ROOSEVELT SCHOOL,THE BLVD PITTSBURGH PA,polling_location
PA,2012-11-06,county,,LEHMAN TWP #2,BUSHKILL FIREHOUSE,EVERGREEN DR BUSHKILL PA 18324,polling_location
PA,2012-11-06,county,,PITTSBURGH 29 09,CARRICK REGENCY 1ST FL,2129 BROWNSVILLE RD PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PERRY TOWNSHIP 1P,FIRE DEPT,425 PORTERSVILLE RD ELLWOOD CITY PA 16117,polling_location
PA,2012-11-06,county,,S. LEBANON TWP- NORTH,AVON FIRE COMPANY SOCIAL HALL,1220 KING ST LEBANON PA 17042,polling_location
PA,2012-11-06,county,,ST MARYS-7TH WARD,CHRISTIAN FOOD BANK,817 S MICHAEL RD ST. MARYS PA 15857,polling_location
PA,2012-11-06,county,,LWR. WINDSOR - 1ST DISTRICT,CANADOCHLY EV. AND REFORMED CHURCH,4845 E PROSPECT RD YORK PA 17406,polling_location
PA,2012-11-06,county,,MUNIC OF MURRYSVILLE SARDIS,"CHRIST LUTHERAN CHURCH, 5330 LOGANS FERRY RD.",5330 LOGAN'S FERRY RD MURRYSVILLE PA 15668,polling_location
PA,2012-11-06,county,,WHITEMARSH MIDDLE 3,MESSIAH UNITED METHODIST CHURCH,527 RIDGE PIKE LAFAYETTE HILL PA 19444,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 12,39/12 MASTERY THOMAS SCHOOL,927 JOHNSTON ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,WHITE OAK 00 06,RAINBOW VOL FIRE CO,2916 JACKS RUN RD WHITE OAK PA,polling_location
PA,2012-11-06,county,,"YORK - 14TH WARD, 1ST PRECINCT",LINCOLN FIRE CO REAR*,800 ROOSEVELT AVE YORK PA 17404,polling_location
PA,2012-11-06,county,,LAURELDALE BORO - 1ST PRECINCT,LAURELDALE BORO HALL,3406 KUTZTOWN RD READING PA 19605,polling_location
PA,2012-11-06,county,,WEST NORRITON 1-2,NORRISTOWN AREA HIGH SCHOOL,1900 EAGLE DR NORRISTOWN PA 19403,polling_location
PA,2012-11-06,county,,MYERSTOWN BOR- SOUTH,KEYSTONE FIRE COMPANY,25 S RAILROAD ST MYERSTOWN PA 17067,polling_location
PA,2012-11-06,county,,WHITEMARSH MIDDLE 1,OLD WHITEMARSH TOWNSHIP BUILDING,4021 JOSHUA RD LAFAYETTE HILL PA 19444,polling_location
PA,2012-11-06,county,,CHANCEFORD - 1ST DISTRICT,"CHANCEFORD COMMUNITY CENTER,",51 MUDDY CREEK FORKS RD BROGUE PA 17309,polling_location
PA,2012-11-06,county,,FOX #1,FOX TOWNSHIP COMMUNITY BUILDING,370 MAIN ST KERSEY PA 15846,polling_location
PA,2012-11-06,county,,ERIE FIRST WARD 6TH DISTRICT,EAST HIGH SCHOOL-AUDITORIUM,1001 ATKINS ST ERIE PA 16503,polling_location
PA,2012-11-06,county,,ASHLAND BOROUGH - 2ND PRECINCT,ZIONS REFORMED CHURCH,2400 CENTER ST ASHLAND PA 17921,polling_location
PA,2012-11-06,county,,HERMITAGE NE-1,HERMITAGE MUNICIPAL BUILDING,800 N HERMITAGE RD HERMITAGE PA 16148,polling_location
PA,2012-11-06,county,,LAMPETER WEST TWP LOCUST,WILLOW VALLEY MANOR,71 LOCUST LN LANCASTER PA 17602,polling_location
PA,2012-11-06,county,,WEST NORRITON 4-2,MARSHALL STREET ELEMENTARY SCHOOL,1525 W MARSHALL ST NORRISTOWN PA 19403,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 09,39/09 FIRE ENGINE CO # 53,4TH &amp;amp; SNYDER STS PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,WARMINSTER TWP 2,WARMINSTER COMMUNITY CENTER,73 DOWNEY DR WARMINSTER PA 18974,polling_location
PA,2012-11-06,county,,GREENE TWP,HEMLOCK GROVE METHODIST CHURCH,ROEMERVILLE RD GREENTOWN PA 18426,polling_location
PA,2012-11-06,county,,MIDDLETOWN TWP UPPER 5,OLIVER HECKMAN ELEMENTARY SCHOOL,201 CHERRY ST LANGHORNE PA 19047,polling_location
PA,2012-11-06,county,,WHITEMARSH MIDDLE 5,BARREN HILL FIRE HOUSE,647 GERMANTOWN PIKE LAFAYETTE HILL PA 19444,polling_location
PA,2012-11-06,county,,ANNVILLE TWP - WEST,ANNVILLE TOWN HALL,36 N LANCASTER ST ANNVILLE PA 17003,polling_location
PA,2012-11-06,county,,DINGMAN TWP #1,DINGMAN TWP. MILFORD BIBLE CHURCH,110 FOXCROFT DR MILFORD PA 18337,polling_location
PA,2012-11-06,county,,MANHEIM TWP 22,MT CALVARY LUTHERAN CHURCH,308 PETERSBURG RD LITITZ PA 17543,polling_location
PA,2012-11-06,county,,NORTHMORELAND TOWNSHIP,NORTHMORELAND TWP VOLUNTEER FIRE COMPANY BLDG,DEMUNDS RD CENTERMORLAND PA,polling_location
PA,2012-11-06,county,,N. LEBANON TWP- WEST,EBENEZER FIRE HALL,442 EBENEZER RD LEBANON PA 17046,polling_location
PA,2012-11-06,county,,SOUTH RIDGWAY TWP,TOWNSHIP MUNICIPAL BUILDING,164 RIDGWAY DR RIDGWAY PA 15853,polling_location
PA,2012-11-06,county,,CARBONDALE W-05 P-2,OUR LADY OF MT CARMEL CHURCH,15 FALLBROOK ST  PA,polling_location
PA,2012-11-06,county,,JACKSON - 2ND DISTRICT,THOMASVILLE FIRE CO. (LOWER LEVEL),5187 LINCOLN HWY THOMASVILLE PA 17364,polling_location
PA,2012-11-06,county,,E HUNTINGDON TWP STROHMS,E. HUNTINGDON TWP  VFD SOCIAL HALL,120 FIRE DEPARTMENT RD TARRS PA 15688,polling_location
PA,2012-11-06,county,,MATAMORAS BORO #2,MATAMORAS BORO HALL,AVE I &amp;amp; FIRST ST MATAMORAS PA 18336,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 11,39/11 SEAFARERS UNION HALL,2604 S 04TH ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,S. LEBANON TWP- WEST,FRIENDSHIP FIRE COMPANY,610 S 2ND ST LEBANON PA 17042,polling_location
PA,2012-11-06,county,,UNION TWP - LICKDALE,UNION TOWNSHIP BUILDING,3111 RT 72N JONESTOWN PA 17038,polling_location
PA,2012-11-06,county,,LEB. 10TH WARD,"LEBANON SENIOR CENTER, LOWER FLOOR",710 MAPLE ST LEBANON PA 17046,polling_location
PA,2012-11-06,county,,WEST WHEATFIELD 2,WEST WHEATFIELD 2/CLYDE FIRE HALL,8198 RTE 22 HWY E NEW FLORENCE PA 15944,polling_location
PA,2012-11-06,county,,UPPER SALFORD,UPPER SALFORD FIRE HOUSE,782 OLD SKIPPACK RD SALFORDVILLE PA 19438,polling_location
PA,2012-11-06,county,,S. LONDONDERRY- CAMP,CAMPBELLTOWN FIRE CO. SOCIAL HALL,2818 HORSESHOE PIKE CAMPBELLTOWN PA 17010,polling_location
PA,2012-11-06,county,,HIGHLAND,HIGHLAND HAVEN,ROUTE 948 KANE PA 15101,polling_location
PA,2012-11-06,county,,JACKSON TWP - WEST,JACKSON TOWNSHIP BUILDING,60 N RAMONA RD MYERSTOWN PA 17067,polling_location
PA,2012-11-06,county,,POCONO 3,ST PAUL'S LUTHERAN CHURCH,FISH HILL RD TANNERSVILLE PA,polling_location
PA,2012-11-06,county,,WHITPAIN 9,CENTER SQUARE FIRE COMPANY,1298 SKIPPACK PIKE BLUE BELL PA 19422,polling_location
PA,2012-11-06,county,,PHILA WD 39 DIV 10,39/10 JACKSON PLACE,501 JACKSON ST PHILADELPHIA PA,polling_location
PA,2012-11-06,county,,YORK - 15TH WARD,JACKSON ELEMENTARY SCHOOL,177 JACKSON ST E YORK PA 17401,polling_location
PA,2012-11-06,county,,FALLS TWP 4TH 3RD,MANOR ELEMENTARY SCHOOL,401 PENN VALLEY RD LEVITTOWN PA 19054,polling_location
PA,2012-11-06,county,,S. LONDONDERRY- LAWN,LAWN FIRE COMPANY SOCIAL ROOM,5596 ELIZABETHTOWN RD LAWN PA 17041,polling_location
PA,2012-11-06,county,,E PIKELAND 1,KIMBERTON FIRE CO,61 FIREHOUSE LN PHOENIXVILLE PA 19460,polling_location
PA,2012-11-06,county,,UPPER PROVIDENCE TRAPPE,SPRING-FORD MIDDLE SCH-7TH GRADE CTR,833 S LEWIS RD ROYERSFORD PA 19468,polling_location
PA,2012-11-06,county,,FAIRVIEW - 4TH DISTRICT,FAIRVIEW BETHEL CHURCH,292 SPANGLER MILL RD NEW CUMBERLAND PA 17070,polling_location
PA,2012-11-06,county,,WEST MEAD  1,WEST MEAD 1-TOWNSHIP BLDG,1150 MORGAN VILLAGE RD MEADVILLE PA 16335,polling_location
PA,2012-11-06,county,,PITTSBURGH 21 03,PENNSYLVANIA BIDWELL APTS,1014 SHEFFIELD ST PITTSBURGH PA,polling_location
PA,2012-11-06,county,,PITTSBURGH 27 08,#34 TRUCK STATION,3284 CENTRAL AVE PITTSBURGH PA 15212,polling_location
PA,2012-11-06,county,,HELLAM - 2ND DISTRICT,HELLAM TWP MUN. BLDG.,44 WALNUT SPRINGS LN YORK PA 17406,polling_location
PA,2012-11-06,county,,ERIE FIFTH WARD 1ST DISTRICT,MORNING STAR BAPTIST CHURCH,327 E 23RD ST ERIE PA 16503,polling_location
PA,2012-11-06,county,,SEWICKLEY TWP WHYEL,GRACE BIBLE CHURCH,109 GRACE LN RUFFSDALE PA 15679,polling_location
PA,2012-11-06,county,,WELLS TOWNSHIP,WELLS TANNERY COMMUNITY BLDG,181 COVE RD WELLS TANNERY PA 16691,polling_location
PA,2012-11-06,county,,PENN HILLS 01 01,HILLTOP COM ALLIANCE CHURCH,VINE ST PENN HILLS PA,polling_location
PA,2012-11-06,county,,BETHLEHEM TWSP 1ST WARD 2ND DISTRICT,BETHLEHEM VO-TECH,3300 CHESTER AVE BETHLEHEM PA,polling_location
PA,2012-11-06,county,,JEFFERSON #4,JEFFERSON #4 - HIROSKY'S GARAGE,63 PINE ST CLARKSVILLE PA 15322,polling_location
PA,2012-11-06,county,,BETHLEHEM 15TH WARD 3RD DISTRICT,MARVINE SCHOOL (NEW),1425 LIVINGSTON ST BETHLEHEM PA,polling_location
PA,2012-11-06,county,,KENNETT SQ. N,KENNETT FRIENDS MEETING,N UNION &amp;amp; SICKLE STS KENNETT SQUARE PA,polling_location
PA,2012-11-06,county,,BETHLEHEM TWSP 4TH WARD 3RD DISTRICT,FARMERSVILLE ELEMENTARY,7036 WILLIAM PENN EASTON PA,polling_location
PA,2012-11-06,county,,SPRING TWP - 9TH PRECINCT,WEST LAWN UNITED METHODIST CHURCH,103 WOODSIDE AVE READING PA 19609,polling_location
PA,2012-11-06,county,,NEW CASTLE 6W 1P,WEST SIDE SCHOOL,708 W WASHINGTON ST NEW CASTLE PA 16101,polling_location
