precinct_id,electoral_district_id
77670034,996
77670035,996
77410001,997
77410002,997
77410003,997
77410004,997
77410005,997
77410006,997
77410007,997
77410008,997
77410009,997
77410010,997
77410011,997
77410012,997
77410013,997
77410015,997
77410016,997
77410017,997
77410018,997
77410019,997
77410020,997
77410021,997
77410022,997
77630001,997
77630002,997
77630003,997
77630006,997
77630007,997
77630009,997
77630011,997
77630012,997
77630013,997
77630015,997
77630018,997
77630021,997
77630022,997
77630024,997
77630025,997
77630026,997
77630027,997
77630029,997
77630030,997
77630031,997
77630033,997
77630037,997
77630038,997
77630040,997
77630041,997
77630042,997
77590104,998
77590111,998
77590112,998
77590118,998
77590202,998
77590215,998
77590217,998
77590307,998
77590309,998
77590314,998
77720001,998
77720002,998
77720003,998
77720004,998
77720005,998
77720006,998
77720007,998
77720008,998
77720009,998
77720010,998
77720011,998
77720012,998
77720013,998
77720014,998
77720015,998
77720016,998
77720017,998
77720018,998
77720019,998
77720020,998
77720021,998
77720022,998
77720023,998
77720024,998
77720025,998
77720026,998
77720027,998
77720028,998
77720029,998
77720030,998
77720031,998
77720032,998
77720033,998
77720034,998
77720035,998
77720036,998
77720037,998
77720038,998
77720039,998
77720040,998
77720041,998
77720042,998
77720043,998
77720044,998
77720045,998
77720046,998
77720047,998
77720048,998
77720049,998
77720050,998
77720051,998
77720052,998
77720053,998
77720054,998
77720055,998
77720056,998
77720057,998
77720058,998
77720059,998
77720060,998
77720061,998
77720062,998
77720063,998
77720064,998
77720065,998
77720066,998
77720067,998
77720068,998
77720069,998
77720070,998
77720071,998
77720072,998
77720073,998
77720074,998
77720075,998
77720076,998
77720077,998
77720078,998
77720079,998
77720080,998
77720081,998
77720082,998
77720083,998
77720084,998
77720085,998
77720086,998
77720087,998
77720088,998
77720089,998
77720090,998
77720091,998
77720092,998
77720093,998
77720094,998
77720095,998
77720096,998
77720097,998
77720098,998
77720099,998
77720100,998
77720101,998
77720102,998
77720103,998
77720104,998
77720105,998
77720106,998
77720107,998
77720108,998
77720109,998
77720110,998
77720111,998
77720112,998
77720113,998
77720114,998
77720115,998
77720116,998
77720117,998
77720118,998
77720119,998
77720120,998
77720121,998
77720122,998
77720123,998
77720124,998
77720125,998
77720126,998
77720127,998
77720128,998
77720129,998
77720130,998
77720131,998
77720132,998
77720133,998
77720134,998
77720135,998
77720136,998
77720137,998
77720138,998
77720139,998
77720140,998
77720141,998
77720142,998
77720143,998
77720144,998
77720145,998
77720146,998
77720147,998
77720148,998
77720149,998
77720150,998
77720151,998
77720152,998
77720153,998
77720154,998
77720155,998
77720156,998
77720157,998
77720158,998
77720159,998
77720160,998
77720161,998
77720162,998
77720163,998
77720164,998
77720165,998
77720166,998
77720167,998
77720168,998
77720169,998
77720170,998
77720171,998
77720172,998
77720173,998
77720174,998
77720175,998
77720176,998
77720351,998
77720352,998
77720353,998
77720354,998
77720355,998
77720356,998
77720400,998
77720401,998
77720402,998
77720403,998
77720404,998
77720405,998
77720406,998
77720407,998
77720408,998
77720409,998
77720410,998
77720411,998
77720451,998
77720452,998
77720453,998
77720454,998
77720455,998
77720456,998
77720457,998
77720458,998
77720459,998
77720460,998
77720461,998
77720462,998
77720463,998
77720464,998
77720465,998
77720466,998
77720467,998
77720468,998
77720469,998
77720470,998
77720471,998
77720472,998
77720473,998
77720474,998
77720475,998
77720476,998
77720501,998
77720502,998
77720503,998
77720504,998
77720551,998
77720552,998
77720553,998
77720700,998
77720701,998
77720702,998
77720703,998
77720704,998
77720705,998
77720706,998
77720707,998
77720708,998
77720709,998
77720710,998
77720750,998
77720751,998
77720752,998
77720753,998
77720754,998
77720755,998
77720756,998
77720757,998
77720758,998
77720759,998
77720760,998
77720801,998
77720802,998
77720851,998
77720852,998
77720853,998
77720854,998
77720855,998
77720856,998
77720857,998
77720858,998
77720880,998
77720881,998
77720900,998
77010001,999
77010002,999
77010003,999
77010004,999
77010005,999
77010006,999
77010007,999
77010008,999
77010010,999
77010011,999
77010012,999
77010013,999
77010014,999
77010016,999
77010017,999
77010018,999
77010019,999
77110001,999
77110002,999
77110003,999
77110004,999
77110005,999
77110006,999
77110007,999
77110008,999
77110009,999
77110010,999
77110011,999
77110012,999
77110013,999
77110014,999
77110015,999
77110016,999
77110017,999
77110018,999
77110019,999
77110020,999
77110021,999
77110022,999
77110023,999
77110025,999
77510005,999
77510007,999
77510009,999
77510011,999
77510013,999
77510017,999
77510021,999
77510022,999
77510023,999
77510028,999
77510033,999
77510036,999
77510037,999
77510038,999
77510040,999
77510041,999
77510044,999
77510045,999
77510046,999
77510047,999
77510049,999
77510050,999
77510051,999
77510052,999
77510053,999
77510055,999
77510056,999
77510057,999
77510058,999
77510059,999
77510060,999
77510061,999
77510064,999
77680101,999
77680102,999
77680103,999
77680104,999
77680105,999
77680106,999
77680201,999
77680202,999
77680203,999
77680204,999
77680205,999
77680206,999
77680207,999
77680208,999
77680209,999
77680210,999
77680301,999
77680302,999
77680303,999
77680304,999
77680305,999
77680306,999
77680307,999
77680308,999
77680309,999
77680310,999
77730101,999
77730102,999
77730103,999
77730104,999
77730105,999
77730106,999
77730107,999
77730108,999
77730109,999
77730201,999
77730202,999
77730203,999
77730204,999
77730205,999
77730206,999
77730207,999
77730208,999
77730209,999
77730210,999
77730301,999
77730302,999
77730303,999
77730304,999
77730305,999
77730306,999
77730307,999
77730308,999
77730309,999
77730310,999
77730311,999
77730312,999
77730313,999
77050111,9910
77050112,9910
77050115,9910
77050141,9910
77050231,9910
77050232,9910
77050235,9910
77050242,9910
77050320,9910
77050330,9910
77050332,9910
77050333,9910
77050343,9910
77200001,9910
77200003,9910
77200005,9910
77200007,9910
77200012,9910
77200013,9910
77200018,9910
77200019,9910
77200020,9910
77200021,9910
77200022,9910
77200023,9910
77200026,9910
77230001,9910
77230003,9910
77230004,9910
77230006,9910
77230007,9910
77230008,9910
77230009,9910
77650101,9910
77650102,9910
77650103,9910
77650201,9910
77650202,9910
77650203,9910
77650301,9910
77650302,9910
77650303,9910
77750003,9910
77750004,9910
77750007,9910
77750009,9910
77750012,9910
77750014,9910
77750016,9910
77750017,9910
77750018,9910
77750019,9910
77750020,9910
77750030,9910
77490020,9911
77490101,9911
77490121,9911
77490132,9911
77490241,9911
77490242,9911
77660001,9911
77660002,9911
77660003,9911
77660004,9911
77660005,9911
77660006,9911
77660007,9911
77660008,9911
77660009,9911
77660010,9911
77660012,9911
77660013,9911
77660014,9911
77660018,9911
77660019,9911
77660020,9911
77660022,9911
77660025,9911
77660029,9911
77660030,9911
77660031,9911
77660032,9911
77660033,9911
77660110,9911
77660120,9911
77660128,9911
77660130,9911
77110011,9912
77110014,9912
77110015,9912
77110019,9912
77110025,9912
77490025,9912
77490027,9912
77490311,9912
77510033,9912
77510041,9912
77510050,9912
77510051,9912
77510052,9912
77720405,9912
77720457,9912
77720476,9912
77730101,9912
77730102,9912
77730103,9912
77730104,9912
77730109,9912
77730201,9912
77730202,9912
77730203,9912
77730204,9912
77730205,9912
77730206,9912
77730207,9912
77730208,9912
77730209,9912
77730210,9912
77730304,9912
77730305,9912
77730306,9912
77730307,9912
77730308,9912
77730309,9912
77730310,9912
77730311,9912
77730312,9912
77730313,9912
77050111,9913
77050112,9913
77050115,9913
77050141,9913
77050231,9913
77050232,9913
77050235,9913
77050242,9913
77050320,9913
77050330,9913
77050332,9913
77050333,9913
77050343,9913
77060002,9913
77060007,9913
77060010,9913
77060011,9913
77060012,9913
77060016,9913
77060017,9913
77060020,9913
77060022,9913
77080012,9913
77080022,9913
77080031,9913
77080041,9913
77080051,9913
77080102,9913
77080509,9913
77080510,9913
77080511,9913
77080712,9913
77080715,9913
77080810,9913
77080811,9913
77080812,9913
77081009,9913
77081010,9913
77081011,9913
77081013,9913
77081111,9913
77081213,9913
77200012,9913
77200013,9913
77200022,9913
77200023,9913
77200026,9913
77370101,9913
77370301,9913
77370303,9913
77650101,9913
77650102,9913
77650103,9913
77650201,9913
77650202,9913
77650203,9913
77650301,9913
77650302,9913
77650303,9913
77660021,9914
77720021,9914
77720022,9914
77720023,9914
77720024,9914
77720028,9914
77720029,9914
77720040,9914
77720041,9914
77720042,9914
77720043,9914
77720044,9914
77720053,9914
77720058,9914
77720059,9914
77720070,9914
77720501,9914
77720502,9914
77720503,9914
77720504,9914
77720551,9914
77720552,9914
77720553,9914
77720750,9914
77720751,9914
77720752,9914
77720753,9914
77720754,9914
77720755,9914
77720756,9914
77720757,9914
77720758,9914
77720759,9914
77720760,9914
77720900,9914
77720045,9915
77720060,9915
77720061,9915
77720090,9915
77720098,9915
77720099,9915
77720101,9915
77720102,9915
77720103,9915
77720104,9915
77720105,9915
77720106,9915
77720131,9915
77720150,9915
77720152,9915
77720451,9915
77720453,9915
77720465,9915
77720466,9915
77720469,9915
77720475,9915
77730105,9915
77730106,9915
77730107,9915
77730108,9915
77730301,9915
77730302,9915
77730303,9915
77080012,9918
77080022,9918
77080031,9918
77080041,9918
77080051,9918
77080712,9918
77080715,9918
77080810,9918
77080811,9918
77080812,9918
77081009,9918
77081010,9918
77260001,9918
77260002,9918
77260005,9918
77260006,9918
77260008,9918
77260009,9918
77260017,9918
77260021,9918
77260027,9918
77260029,9918
77260033,9918
77260035,9918
77380006,9918
77380007,9918
77380009,9918
77380010,9918
77380015,9918
77460102,9919
77460103,9919
77460316,9919
77510017,9919
77510021,9919
77510022,9919
77510023,9919
77510028,9919
77510036,9919
77510037,9919
77510046,9919
77510047,9919
77510052,9919
77510053,9919
77510055,9919
77510056,9919
77510059,9919
77510061,9919
77140005,9920
77140010,9920
77140016,9920
77140037,9920
77140047,9920
77140054,9920
77140058,9920
77140060,9920
77140080,9920
77140090,9920
77550232,9920
77550233,9920
77550116,9921
77550118,9921
77550120,9921
77550121,9921
77550122,9921
77550123,9921
77550125,9921
77550236,9921
77550237,9921
77550238,9921
77550239,9921
77550240,9921
77550241,9921
77550244,9921
77550245,9921
77550257,9921
77720113,9922
77720116,9922
77720119,9922
77720157,9922
77720162,9922
77720167,9922
77720171,9922
77720173,9922
77720351,9922
77720400,9922
77720402,9922
77720700,9922
77720702,9922
77720704,9922
77720709,9922
77110001,9923
77110002,9923
77110003,9923
77110004,9923
77110005,9923
77110006,9923
77110007,9923
77110009,9923
77110010,9923
77110011,9923
77110013,9923
77110017,9923
77110019,9923
77110020,9923
77110021,9923
77110022,9923
77110023,9923
77110025,9923
77420101,9924
77420102,9924
77420103,9924
77420104,9924
77420105,9924
77420106,9924
77420204,9924
77420205,9924
77420206,9924
77420207,9924
77420306,9924
77420307,9924
77420308,9924
77550034,9924
77550059,9924
77550256,9924
77600001,9925
77600002,9925
77600004,9925
77600006,9925
77600007,9925
77600008,9925
77600010,9925
77600011,9925
77600012,9925
77600013,9925
77600015,9925
77600016,9925
77600404,9925
77020110,9926
77020120,9926
77020140,9926
77020220,9926
77020230,9926
77020310,9926
77020320,9926
77020330,9926
77470002,9926
77470004,9926
77470009,9926
77470010,9926
77470015,9926
77470016,9926
77470020,9926
77470022,9926
77760001,9926
77760002,9926
77760003,9926
77760004,9926
77760005,9926
77760008,9926
77770101,9926
77770102,9926
77770105,9926
77770106,9926
77770201,9926
77770202,9926
77770301,9926
77770302,9926
77770303,9926
77770304,9926
77550021,9927
77550022,9927
77550023,9927
77550026,9927
77550027,9927
77550067,9927
77550088,9927
77550090,9927
77550091,9927
77550092,9927
77550093,9927
77550094,9927
77550095,9927
77550096,9927
77550097,9927
77550098,9927
77550253,9927
77550254,9927
77080012,9928
77080022,9928
77080031,9928
77080041,9928
77080051,9928
77080102,9928
77080509,9928
77080510,9928
77080511,9928
77080712,9928
77080715,9928
77080810,9928
77080811,9928
77080812,9928
77081009,9928
77081010,9928
77081011,9928
77081013,9928
77081111,9928
77081213,9928
77260001,9928
77260002,9928
77260003,9928
77260005,9928
77260006,9928
77260008,9928
77260009,9928
77260011,9928
77260016,9928
77260017,9928
77260020,9928
77260021,9928
77260023,9928
77260025,9928
77260026,9928
77260027,9928
77260028,9928
77260029,9928
77260031,9928
77260032,9928
77260033,9928
77260035,9928
77260036,9928
77260037,9928
77260038,9928
77260039,9928
77260040,9928
77260041,9928
77550001,9929
77550002,9929
77550003,9929
77550004,9929
77550005,9929
77550006,9929
77550007,9929
77550008,9929
77550009,9929
77550010,9929
77550011,9929
77550012,9929
77550013,9929
77550014,9929
77550015,9929
77550016,9929
77550017,9929
77550034,9929
77550106,9929
77550137,9929
77550138,9929
77550139,9929
77550140,9929
77550141,9929
77550142,9929
77550143,9929
77550144,9929
77550145,9929
77550146,9929
77550147,9929
77550148,9929
77550149,9929
77550150,9929
77550151,9929
77550152,9929
77550153,9929
77550154,9929
77550155,9929
77550156,9929
77550157,9929
77550158,9929
77550159,9929
77550160,9929
77550161,9929
77550162,9929
77550163,9929
77550164,9929
77550165,9929
77550166,9929
77550167,9929
77550168,9929
77550169,9929
77550170,9929
77550171,9929
77550172,9929
77550173,9929
77550174,9929
77550175,9929
77550176,9929
77550177,9929
77550178,9929
77550179,9929
77550180,9929
77550222,9929
77550223,9929
77550225,9929
77550226,9929
77550227,9929
77550228,9929
77550229,9929
77550230,9929
77550231,9929
77550256,9929
77550018,9930
77550019,9930
77550020,9930
77550021,9930
77550022,9930
77550023,9930
77550024,9930
77550025,9930
77550026,9930
77550027,9930
77550028,9930
77550029,9930
77550030,9930
77550031,9930
77550032,9930
77550033,9930
77550037,9930
77550038,9930
77550039,9930
77550040,9930
77550044,9930
77550045,9930
77550046,9930
77550047,9930
77550048,9930
77550049,9930
77550050,9930
77550051,9930
77550052,9930
77550053,9930
77550054,9930
77550055,9930
77550056,9930
77550057,9930
77550058,9930
77550059,9930
77550060,9930
77550061,9930
77550062,9930
77550063,9930
77550064,9930
77550065,9930
77550067,9930
77550068,9930
77550069,9930
77550070,9930
77550071,9930
77550072,9930
77550073,9930
77550076,9930
77550080,9930
77550081,9930
77550082,9930
77550083,9930
77550084,9930
77550085,9930
77550086,9930
77550087,9930
77550088,9930
77550092,9930
77550093,9930
77550094,9930
77550095,9930
77550096,9930
77550097,9930
77550098,9930
77550107,9930
77550108,9930
77550109,9930
77550110,9930
77550111,9930
77550113,9930
77550248,9930
77550249,9930
77550250,9930
77550251,9930
77550252,9930
77550253,9930
77550254,9930
77550255,9930
77360001,9931
77360101,9931
77360103,9931
77360202,9931
77360205,9931
77360206,9931
77360400,9931
77360401,9931
77360403,9931
77360404,9931
77360406,9931
77360407,9931
77360409,9931
77360411,9931
77360412,9931
77360413,9931
77360419,9931
77360420,9931
77360503,9931
77360507,9931
77360516,9931
77360517,9931
77360527,9931
77360530,9931
77360532,9931
77360533,9931
77360534,9931
77360535,9931
77520101,9931
77520102,9931
77520103,9931
77520104,9931
77520105,9931
77520106,9931
77520201,9931
77520202,9931
77520203,9931
77520301,9931
77520305,9931
77520307,9931
77160001,9932
77160002,9932
77160003,9932
77160007,9932
77160008,9932
77160009,9932
77160011,9932
77160013,9932
77160014,9932
77160015,9932
77160017,9932
77160019,9932
77160020,9932
77160021,9932
77160025,9932
77160026,9932
77160027,9932
77160029,9932
77160030,9932
77160031,9932
77160032,9932
77160033,9932
77160034,9932
77160035,9932
77160036,9932
77160037,9932
77160038,9932
77160039,9932
77160040,9932
77160041,9932
77160042,9932
77160043,9932
77160045,9932
77160046,9932
77160048,9932
77160049,9932
77160050,9932
77160051,9932
77160053,9932
77170001,9932
77170003,9932
77170004,9932
77170005,9932
77170007,9932
77170008,9932
77170009,9932
77170010,9932
77170011,9932
77460102,9933
77460103,9933
77460104,9933
77460201,9933
77460203,9933
77460205,9933
77460307,9933
77460310,9933
77460311,9933
77460312,9933
77460313,9933
77460314,9933
77460315,9933
77460316,9933
77560004,9933
77560007,9933
77560008,9933
77560009,9933
77560010,9933
77560011,9933
77560013,9933
77560014,9933
77560015,9933
77560016,9933
77560018,9933
77560019,9933
77560020,9933
77560021,9933
77560026,9933
77560027,9933
77560029,9933
77560031,9933
77560032,9933
77560033,9933
77560034,9933
77560035,9933
77560036,9933
77560038,9933
77530101,9934
77530102,9934
77530103,9934
77530201,9934
77530202,9934
77530203,9934
77530204,9934
77530301,9934
77530302,9934
77530303,9934
77530304,9934
77740011,9934
77740012,9934
77740013,9934
77740015,9934
77740022,9934
77740027,9934
77740028,9934
77740031,9934
77740033,9934
77740046,9934
77740048,9934
77740051,9934
77740054,9934
77740062,9934
77740071,9934
77740073,9934
77740074,9934
77740075,9934
77740076,9934
77740077,9934
77740078,9934
77740079,9934
77740711,9934
77660001,9935
77660002,9935
77660003,9935
77660004,9935
77660005,9935
77660006,9935
77660007,9935
77660008,9935
77660009,9935
77660010,9935
77660011,9935
77660012,9935
77660013,9935
77660014,9935
77660015,9935
77660017,9935
77660018,9935
77660019,9935
77660020,9935
77660021,9935
77660022,9935
77660023,9935
77660024,9935
77660025,9935
77660026,9935
77660027,9935
77660029,9935
77660030,9935
77660031,9935
77660032,9935
77660033,9935
77660110,9935
77660116,9935
77660120,9935
77660128,9935
77720001,9936
77720002,9936
77720004,9936
77720005,9936
77720006,9936
77720007,9936
77720008,9936
77720009,9936
77720010,9936
77720012,9936
77720013,9936
77720014,9936
77720015,9936
77720030,9936
77720174,9936
77720175,9936
77720103,9937
77720106,9937
77720116,9937
77720117,9937
77720118,9937
77720119,9937
77720120,9937
77720122,9937
77720124,9937
77720127,9937
77720128,9937
77720131,9937
77720134,9937
77720135,9937
77720136,9937
77720138,9937
77720150,9937
77720151,9937
77720152,9937
77720153,9937
77720154,9937
77720155,9937
77720156,9937
77720157,9937
77720158,9937
77720159,9937
77720162,9937
77720165,9937
77720166,9937
77720167,9937
77720170,9937
77720171,9937
77720172,9937
77720173,9937
77720351,9937
77720352,9937
77720353,9937
77720354,9937
77720355,9937
77720356,9937
77720400,9937
77720401,9937
77720402,9937
77720403,9937
77720404,9937
77720405,9937
77720406,9937
77720407,9937
77720408,9937
77720409,9937
77720410,9937
77720411,9937
77720451,9937
77720452,9937
77720453,9937
77720454,9937
77720455,9937
77720456,9937
77720457,9937
77720458,9937
77720459,9937
77720460,9937
77720461,9937
77720462,9937
77720463,9937
77720464,9937
77720465,9937
77720466,9937
77720467,9937
77720468,9937
77720469,9937
77720470,9937
77720471,9937
77720472,9937
77720473,9937
77720474,9937
77720475,9937
77720476,9937
77720705,9937
77720708,9937
77720710,9937
77400101,9938
77400102,9938
77400103,9938
77400104,9938
77400105,9938
77400106,9938
77400107,9938
77400108,9938
77400109,9938
77400110,9938
77400111,9938
77400112,9938
77400113,9938
77400114,9938
77400201,9938
77400203,9938
77400204,9938
77400205,9938
77400207,9938
77400208,9938
77400210,9938
77400212,9938
77680101,9938
77680102,9938
77680103,9938
77680104,9938
77680105,9938
77680106,9938
77680201,9938
77680202,9938
77680203,9938
77680204,9938
77680205,9938
77680206,9938
