address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,directions,polling_hours,photo_url,id
"FOX BAPTIST CHURCH","115 CHICKASAW AVE.","",,"FOX",OK,73435,,7:00 AM - 7:00 PM,,8811440
"MARY NIBLACK BAPTIST CHURCH","898 MARY NIBLACK RD","",,"ARDMORE",OK,73401,,7:00 AM - 7:00 PM,,8811184
"DICKSON CITY HALL","35 EASTGATE LOOP","",,"DICKSON",OK,73401,,7:00 AM - 7:00 PM,,8811442
"KEYS COMMUNITY BLDG.","19083 E. 840 RD","",,"PARK HILL",OK,74451,,7:00 AM - 7:00 PM,,8811186
"WASHINGTON COMMUNITY CENTER","OLD WASHINGTON SCHOOL","CAFETERIA 300 W. CENTRAL",,"HUGO",OK,74743,,7:00 AM - 7:00 PM,,8834978
"CHOCTAW COUNTY COURTHOUSE","300 E. DUKE STREET","",,"HUGO",OK,74743,,7:00 AM - 7:00 PM,,8811470
"KIAMICHI TECHNOLOGY CENTER","105 S 15TH ST - HWY 70 E","",,"HUGO",OK,74743,,7:00 AM - 7:00 PM,,8811471
"SOUTHPARK BAPTIST CHURCH","2900 SW 119TH","",,"OKLAHOMA CITY",OK,73170,,7:00 AM - 7:00 PM,,8836458
"EMMAUS BAPTIST CHURCH","16001 S. WESTERN AVENUE","",,"OKLAHOMA CITY",OK,73170,,7:00 AM - 7:00 PM,,8811490
"NEW LIFE UNITED METHODIST CHUR","1105 NW 27","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8811491
"ALAMEDA CHURCH OF CHRIST","801 ALAMEDA ST.","",,"NORMAN",OK,73071,,7:00 AM - 7:00 PM,,8811496
"BERRY ROAD BAPTIST CHURCH","500 N BERRY ROAD","",,"NORMAN",OK,73069,,7:00 AM - 7:00 PM,,8811498
"ST. ANDREWS CATHOLIC CHURCH","800 NW 5 ST","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8811515
"SOUTHGATE BAPTIST CHURCH","740 SW 4TH ST","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8811516
"HOLY CROSS LUTHERAN CHURCH","1441 SW 104","",,"OKLAHOMA CITY",OK,73159,,7:00 AM - 7:00 PM,,8813583
"SAVANNAH RIDGE APT. CLUBHOUSE","4701 W. HERITAGE PLACE","",,"NORMAN",OK,73072,,7:00 AM - 7:00 PM,,8811519
"REGENCY PARK BAPTIST CHURCH","2001 N. JANEWAY","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8811520
"COBBLESTONE CREEK CLUB HOUSE","1350 COBBLESTONE CRK DR","",,"NORMAN",OK,73072,,7:00 AM - 7:00 PM,,8811531
"ALAMEDA BAPTIST CHURCH","1503 E ALAMEDA ST.","",,"NORMAN",OK,73071,,7:00 AM - 7:00 PM,,8811540
"CLARITA COMMUNITY BUILDING","RT 5 BOX 570","",,"COALGATE",OK,74538,,7:00 AM - 7:00 PM,,8811553
"ABUNDANT LIFE CHRISTIAN CHURCH","509 NW WOODRIDGE DR","",,"LAWTON",OK,73507,,7:00 AM - 7:00 PM,,8836353
"CALVARY ASSEMBLY OF GOD","2402 NW BELL","",,"LAWTON",OK,73505,,7:00 AM - 7:00 PM,,8824334
"CHURCH OF CHRIST AT PARK LANE","4906 SE AVALON LANE","",,"LAWTON",OK,73501,,7:00 AM - 7:00 PM,,8824332
"ELGIN HIGH SCHOOL GYM","521 J ST","",,"ELGIN",OK,73538,,7:00 AM - 7:00 PM,,8828996
"CHATTANOOGA CIVIC CENTER","305 3 ST","",,"CHATTANOOGA",OK,73528,,7:00 AM - 7:00 PM,,8811582
"BEAMS OF LIGHT CHURCH","1831 S. WATER","",,"SAPULPA",OK,74066,,7:00 AM - 7:00 PM,,8813827
"OAKRIDGE BAPTIST CHURCH","6103 S 44 WEST AVE","",,"TULSA",OK,74132,,7:00 AM - 7:00 PM,,8811344
"CUSTER CITY TOWN HALL","644 MAIN","",,"CUSTER CITY",OK,73639,,7:00 AM - 7:00 PM,,8811349
"LIFE FELLOWSHIP CHURCH","1709 N. LYLE RD.","",,"WEATHERFORD",OK,73096,,7:00 AM - 7:00 PM,,8811352
"ZENA COMMUNITY CENTER","36000 S 575 RD","",,"JAY",OK,74346,,7:00 AM - 7:00 PM,,8811366
"JAY 1ST ASSEMBLY OF GOD CHURCH","908 N MAIN","",,"JAY",OK,74346,,7:00 AM - 7:00 PM,,8811367
"EUCHA COMMUNITY CENTER","7052 E 432 RD","",,"EUCHA",OK,74342,,7:00 AM - 7:00 PM,,8811370
"WEST SILOAM SPRINGS FIRE DEPT","292 N4700 RD","292 NEW LIFE RANCH DR",,"WEST SILOAM SPRING",OK,74338,,7:00 AM - 7:00 PM,,8811376
"CAMARGO COMMUNITY CENTER","106 N. 4TH ST.","",,"CAMARGO",OK,73835,,7:00 AM - 7:00 PM,,8811380
"ENID FREE METHODIST CHURCH","1114 HITE BLVD","",,"ENID",OK,73703,,7:00 AM - 7:00 PM,,8811393
"BILL MITCHELL COMPLEX","308 SW 2ND","",,"LINDSAY",OK,73052,,7:00 AM - 7:00 PM,,8810208
"DONIHOO-COLLEY COMPLEX","300 MELVILLE DRIVE","",,"PAULS VALLEY",OK,73075,,7:00 AM - 7:00 PM,,8810219
"TRUCKS UNLIMITED","35641 HWY 29","",,"WYNNEWOOD",OK,73098,,7:00 AM - 7:00 PM,,8810220
"FIRST CHURCH OF THE NAZARENE","1300 S 29","",,"CHICKASHA",OK,73018,,7:00 AM - 7:00 PM,,8810227
"BANK S.N.B","500 W GRAND AVE","",,"CHICKASHA",OK,73018,,7:00 AM - 7:00 PM,,8810232
"SHARON BAPTIST CHURCH","2414 HWY 92","ACROSS FROM FRIEND SCHOOL",,"CHICKASHA",OK,73018,,7:00 AM - 7:00 PM,,8811227
"SONRISE BAPTIST CHURCH","1836 HWY 81","",,"CHICKASHA",OK,73018,,7:00 AM - 7:00 PM,,8810237
"NORGE TOWN HALL","2165 N 5","",,"NORGE",OK,73108,,7:00 AM - 7:00 PM,,8811229
"CHURCH OF CHRIST","401 E LINCOLN","",,"MANGUM",OK,73554,,7:00 AM - 7:00 PM,,8810258
"REED COMMUNITY BUILDING","NORTH OF HWY 9 ON REED","",,"MANGUM",OK,73554,,7:00 AM - 7:00 PM,,8810265
"HARMON COUNTY COURTHOUSE","114 WEST HOLLIS","",,"HOLLIS",OK,73550,,7:00 AM - 7:00 PM,,8810267
"HARPER CO. DIST. #3 FIRE DEPT.","HARPER CO. DIST. #3 FIRE DEPT.","",,"SELMAN",OK,73834,,7:00 AM - 7:00 PM,,8810277
"ELDORADO COMMUNITY CENTER","515 W. MAIN","",,"ELDORADO",OK,73537,,7:00 AM - 7:00 PM,,8810312
"MARTHA TOWN HALL","105 E. CHURCH STREET","",,"MARTHA",OK,73556,,7:00 AM - 7:00 PM,,8810315
"WAURIKA SENIOR CITIZEN CENTER","108 SOUTH MAIN","",,"WAURIKA",OK,73573,,7:00 AM - 7:00 PM,,8810320
"CONNERVILLE COMMUNITY CENTER","7116 US HWY 377N","",,"CONNERVILLE",OK,74836,,7:00 AM - 7:00 PM,,8810332
"COLEMAN COMMUNITY CENTER","506 W. MAIN ST","",,"COLEMAN",OK,73432,,7:00 AM - 7:00 PM,,8810335
"METHODIST CHURCH FAMILY CENTER","103 N 4TH ","",,"TONKAWA",OK,74653,,7:00 AM - 7:00 PM,,8810340
"WOODLAND CHRISTIAN CHURCH","1400 E HARTFORD AVE","",,"PONCA CITY",OK,74604,,7:00 AM - 7:00 PM,,8811643
"1ST ASSEMBLY OF GOD","2313 E. PROSPECT","",,"PONCA CITY",OK,74604,,7:00 AM - 7:00 PM,,8810361
"KINGFISHER MEMORIAL LIBRARY","505 W. WILL ROGERS DR.","",,"KINGFISHER",OK,73750,,7:00 AM - 7:00 PM,,8811244
"CENTRAL BAPTIST ASSOCIATION","16796 STATE HWY 33","",,"KINGFISHER",OK,73750,,7:00 AM - 7:00 PM,,8810363
"ERVIN/JANET YOUNG RESIDENCE","18656 E 770 RD","",,"DOVER",OK,73734,,7:00 AM - 7:00 PM,,8810365
"CENTRAL BAPTIST CHURCH","12025 N 2950 RD","",,"DOVER",OK,73734,,7:00 AM - 7:00 PM,,8810367
"HOBART SCHOOL ADM. BLDG.","321 N JEFFERSON","",,"HOBART",OK,73651,,7:00 AM - 7:00 PM,,8810373
"LONE WOLF SENIOR CITIZEN","1101 MAIN ST.","",,"LONE WOLF",OK,73655,,7:00 AM - 7:00 PM,,8810193
"OKLAHOMA VETERANS CENTER","10014 SE 1138 AVE","",,"TALIHINA",OK,74571,,7:00 AM - 7:00 PM,,8810388
"COURTHOUSE ANNEX","103 N. CHURCH ST-POTEAU","",,"POTEAU",OK,74953,,7:00 AM - 7:00 PM,,8810668
"PRAIRIE GROVE BAPTIST CHURCH","STATE HWY 63","",,"WHITESBORO",OK,74977,,7:00 AM - 7:00 PM,,8810414
"HODGEN FIRST BAPTIST CHURCH","20499 CHURCH RD- HODGEN","",,"HODGEN",OK,74939,,7:00 AM - 7:00 PM,,8810420
"DAVENPORT TOWN HALL","214 BROADWAY","",,"DAVENPORT",OK,74026,,7:00 AM - 7:00 PM,,8810423
"MARSHALL TOWN HALL","204 EAST MAIN","",,"MARSHALL",OK,73056,,7:00 AM - 7:00 PM,,8810447
"WESLEY FOUNDATION AT LANGSTON","777 SAMMY DAVIS JR.","",,"LANGSTON",OK,73050,,7:00 AM - 7:00 PM,,8810202
"MARIETTA FIRST BAPTIST CHURCH","402 W. MAIN","",,"MARIETTA",OK,73448,,7:00 AM - 7:00 PM,,8810459
"ENVILLE COMMUNITY CHURCH","HWY 32 EAST","",,"MARIETTA",OK,73448,,7:00 AM - 7:00 PM,,8810466
"EASTMAN BAPTIST CHURCH","4.5 MI. NORTH OF HWY 32","EASTMAN ROAD",,"MARIETTA",OK,73448,,7:00 AM - 7:00 PM,,8810467
"MCCLAIN CO. COMMUNITY CENTER","1721 HARDCASTLE BLVD","",,"PURCELL",OK,73080,,7:00 AM - 7:00 PM,,8810471
"HORIZON POINTE CHURCH","2945 SE 44TH ST","",,"NORMAN",OK,73072,,7:00 AM - 7:00 PM,,8823209
"NEWCASTLE FIRST BAPTIST CHURCH","1650 N MAIN ST","",,"NEWCASTLE",OK,73065,,7:00 AM - 7:00 PM,,8810571
"TRI CITY COWBOY CHURCH","3209 NW 32 ST"," ",,"NEWCASTLE",OK,73065,,7:00 AM - 7:00 PM,,8810477
"WOODLAND HILLS BAPTIST CH","313 STATE HWY 76","",,"NEWCASTLE",OK,73065,,7:00 AM - 7:00 PM,,8810478
"MEMORIAL ASSEMBLY OF GOD CH","701 W MONROE ST","",,"PURCELL",OK,73080,,7:00 AM - 7:00 PM,,8810484
"GOODWATER COMMUNITY CENTER","GOODWATER COMMUNITY","",,"HAWORTH",OK,74740,,7:00 AM - 7:00 PM,,8810492
"SMITHVILLE SCHOOL BUILDING","SMITHVILLE COMMUNITY","",,"SMITHVILLE",OK,74957,,7:00 AM - 7:00 PM,,8810497
"BATTIEST SCHOOL BUILDING","BATTIEST COMMUNITY","",,"BATTIEST",OK,74722,,7:00 AM - 7:00 PM,,8810499
"MCCURTAIN CO. RURAL WATER DEPT","101 E. WILLIAMS","",,"GARVIN",OK,74736,,7:00 AM - 7:00 PM,,8810502
"CHECOTAH SENIOR CITIZEN CENTER","611 N BROADWAY, CHECOTAH","",,"CHECOTAH",OK,74426,,7:00 AM - 7:00 PM,,8810510
"RINGWOOD COMMUNITY FAIR BLDG","310 N MAIN","",,"RINGWOOD",OK,73768,,7:00 AM - 7:00 PM,,8832134
"LEBANON COMMUNITY CENTER","10905 RED RIVER AVENUE","",,"LEBANON",OK,73440,,7:00 AM - 7:00 PM,,8810533
"FIRST BAPTIST CHURCH/FELLOWSHI","210 S 1ST STREET","",,"MADILL",OK,73446,,7:00 AM - 7:00 PM,,8835328
"STRANG COMMUNITY CENTER","BROADWAY ST","",,"STRANG",OK,74367,,7:00 AM - 7:00 PM,,8810541
"UNITED METHODIST CHURCH","104 S HAYDEN ST","",,"CHOUTEAU",OK,74337,,7:00 AM - 7:00 PM,,8810544
"PRYOR FREEWILL BAPTIST CHURCH","107 S. ORA ST","",,"PRYOR",OK,74361,,7:00 AM - 7:00 PM,,8810578
"HERITAGE SOUTHERN BAP CHURCH","1201 S ELLIOTT ST","",,"PRYOR",OK,74361,,7:00 AM - 7:00 PM,,8810000
"SHEPHERD OF THE HILLS","1.5 MI W HWY 7","",,"SULPHUR",OK,73086,,7:00 AM - 7:00 PM,,8810002
"DAVIS PUBLIC LIBRARY","209 E BENTON","",,"DAVIS",OK,73030,,7:00 AM - 7:00 PM,,8810003
"JOY BAPTIST CHURCH","JOY BAPTIST CHURCH","HWY 77",,"JOY",OK,73072,,7:00 AM - 7:00 PM,,8810006
"HICKORY SENIOR CITIZENS","13 MI E/N OF SULPHUR","",,"SULPHUR",OK,73086,,7:00 AM - 7:00 PM,,8810009
"BETHANY PRESBYTERIAN CHURCH","2000 HASKELL BLVD","",,"MUSKOGEE",OK,74403,,7:00 AM - 7:00 PM,,8810012
"AMERICAN LEGION, POST 15","4021 W BROADWAY","",,"MUSKOGEE",OK,74401,,7:00 AM - 7:00 PM,,8813787
"COUNCIL HILL COMMUNITY CENTER","HWY 72 & MAIN ST","",,"COUNCIL HILL",OK,74428,,7:00 AM - 7:00 PM,,8810034
"WARNER ASSEMBLY OF GOD CHURCH","206 3RD ST.","",,"WARNER",OK,74469,,7:00 AM - 7:00 PM,,8810037
"LENAPAH SENIOR CENTER","CITY OF LENAPAH","",,"LENAPAH",OK,74042,,7:00 AM - 7:00 PM,,8810590
"CITY OF SOUTH COFFEYVILLE","CORNER OF BROADWAY AND","SHAWNEE",,"SO. C'VILLE",OK,74072,,7:00 AM - 7:00 PM,,8810055
"BEARDEN ELEMENTARY SCHOOL","372006 HWY 48","",,"OKEMAH",OK,74859,,7:00 AM - 7:00 PM,,8810066
"PHAROAH BAPTIST CHURCH","387043 E 1100 RD","",,"WELEETKA",OK,74880,,7:00 AM - 7:00 PM,,8810067
"MARANATHA BAPTIST CHURCH","2800 N DIVIS","",,"BETHANY",OK,73008,,7:00 AM - 7:00 PM,,8811810
"ST CHARLES BORROMEO CH & SCH","5024 N GROVE AVE","",,"OKLAHOMA CITY",OK,73122,,7:00 AM - 7:00 PM,,8811639
"HARRAH CHURCH","101 S DOBBS RD","",,"HARRAH",OK,73045,,7:00 AM - 7:00 PM,,8811801
"CHOCTAW CHURCH OF THE NAZARENE","NE 10TH ST & HARPER RD","",,"CHOCTAW",OK,73020,,7:00 AM - 7:00 PM,,8811649
"DEL VIEW BAPTIST CHURCH","2500 S BRYANT","",,"DEL CITY",OK,73115,,7:00 AM - 7:00 PM,,8811174
"DEL CITY COMMUNITY CENTER","4505 SE 15TH ST","",,"DEL CITY",OK,73155,,7:00 AM - 7:00 PM,,8810256
"EDMOND SCHOOL ADMINISTRATION","1001 W DANFORTH RD","",,"EDMOND",OK,73034,,7:00 AM - 7:00 PM,,8811878
"HARRAH SCHOOL ADMINISTRATION","20670 WALKER ST","",,"HARRAH",OK,73045,,7:00 AM - 7:00 PM,,8811664
"SEVENTH DAY ADVENTIST CHURCH","18501 NE 63RD ST","",,"HARRAH",OK,73045,,7:00 AM - 7:00 PM,,8811846
"CIVIC CLUB COMMUNITY CENTER","18120 HOGBACK RD","",,"LUTHER",OK,73054,,7:00 AM - 7:00 PM,,8811793
"MIDWEST BOULEVARD CHRISTIAN CH","320 MIDWEST BLVD","",,"MIDWEST CITY",OK,73110,,7:00 AM - 7:00 PM,,8811670
"EASTWOOD BAPTIST CHURCH","12251 E RENO AVE","",,"MIDWEST CITY",OK,73130,,7:00 AM - 7:00 PM,,8811796
"JONES ASSEMBLY OF GOD CHURCH","5TH ST AND SULLIVAN ST","",,"JONES",OK,73049,,7:00 AM - 7:00 PM,,8811678
"OAKDALE BAPTIST CHURCH","10920 N SOONER RD","",,"OKLAHOMA CITY",OK,73013,,7:00 AM - 7:00 PM,,8811679
"BRITTON CHRISTIAN CHURCH","922 N.W. 91ST","",,"OKLAHOMA CITY",OK,73114,,7:00 AM - 7:00 PM,,8811687
"LORD OF LIFE LUTHERAN CHURCH","15400 N WESTERN AVE","",,"EDMOND",OK,73013,,7:00 AM - 7:00 PM,,8811691
"OAK HILLS CHURCH","2720 NW 178TH ST","",,"OKLAHOMA CITY",OK,73012,,7:00 AM - 7:00 PM,,8811695
"CHURCH OF THE SERVANT","14343 N MACARTHUR BLVD","",,"OKLAHOMA CITY",OK,73142,,7:00 AM - 7:00 PM,,8811696
"NORTHPARK MALL","12100 N. MAY AVE.","",,"OKLAHOMA CITY",OK,73156,,7:00 AM - 7:00 PM,,8811891
"CHEROKEE HILLS BAPTIST CHURCH","5700 NW 63RD","",,"OKLAHOMA CITY",OK,73132,,7:00 AM - 7:00 PM,,8811812
"PLUMBERS AND PIPEFITTERS #344","4335 SW 44TH ST","",,"OKLAHOMA CITY",OK,73119,,7:00 AM - 7:00 PM,,8811699
"FAITH TABERNACLE ASSEM OF GOD","800 S PORTLAND AVE","",,"OKLAHOMA CITY",OK,73108,,7:00 AM - 7:00 PM,,8811816
"MAYFLOWER CONGREGATIONAL CH","3901 NW 63RD ST","",,"OKLAHOMA CITY",OK,73116,,7:00 AM - 7:00 PM,,8811703
"FAITH TABERNACLE ASSEM OF GOD","800 S PORTLAND AVE","",,"OKLAHOMA CITY",OK,73108,,7:00 AM - 7:00 PM,,8811910
"FORTIETH STREET BAPTIST CH","1801 NW 40TH ST","",,"OKLAHOMA CITY",OK,73118,,7:00 AM - 7:00 PM,,8811774
"SACRED HEART CHURCH","2706 S SHARTEL AVE","",,"OKLAHOMA CITY",OK,73109,,7:00 AM - 7:00 PM,,8811718
"COMMUNITY OF FAITH CHURCH","1815 S CENTRAL AVE","",,"OKLAHOMA CITY",OK,73165,,7:00 AM - 7:00 PM,,8811742
"CROOKED OAK SCHOOL","1450 S EASTERN AVE","",,"OKLAHOMA CITY",OK,73129,,7:00 AM - 7:00 PM,,8811743
"JUBILEE CHRISTIAN CENTER","12430 N. 230 RD","",,"OKMULGEE",OK,74447,,7:00 AM - 7:00 PM,,8810112
"EAST CENTRAL ELECTRIC","2001 S WOOD DRIVE","",,"OKMULGEE",OK,74447,,7:00 AM - 7:00 PM,,8810115
"OSU TECH STUDENT UNION","1801 E 4 ST","",,"OKMULGEE",OK,74447,,7:00 AM - 7:00 PM,,8810117
"BAPTIST VILLAGE CENTER","1500 W 6 ST","",,"OKMULGEE",OK,74447,,7:00 AM - 7:00 PM,,8810118
"1ST METHODIST CHURCH HENRYETTA","1212 S LAKE RD","",,"HENRYETTA",OK,74437,,7:00 AM - 7:00 PM,,8810124
"OSAGE HILLS SCHOOL","225 CR 2706 RD","",,"BARTLESVILLE",OK,74003,,7:00 AM - 7:00 PM,,8810139
"FIRST BAPTIST CHURCH OF PRUE","654 LAKE DR.","",,"PRUE",OK,74060,,7:00 AM - 7:00 PM,,8835375
"QUAPAW CITY HALL","410 SOUTH MAIN","",,"QUAPAW",OK,74363,,7:00 AM - 7:00 PM,,8810163
"TERLTON SENIOR CITIZENS CENTER","128 W MAIN ST","",,"TERLTON",OK,74081,,7:00 AM - 7:00 PM,,8810602
"LAKESIDE GOLF COURSE","5201 N. WASHINGTON","",,"STILLWATER",OK,74075,,7:00 AM - 7:00 PM,,8811763
"HILLCREST BAPTIST CHURCH","902 N. WASHINGTON","",,"STILLWATER",OK,74075,,7:00 AM - 7:00 PM,,8810704
"STILLWATER ELKS LODGE","202 E. MCELROY","",,"STILLWATER",OK,74075-3800,,7:00 AM - 7:00 PM,,8810188
"MERIDIAN TECHNOLOGY CENTER","1312 S SANGRE RD","",,"STILLWATER",OK,74074,,7:00 AM - 7:00 PM,,8810604
"VASSAR COMMUNITY CENTER","750 N. MAIN ST","",,"PERKINS",OK,74059,,7:00 AM - 7:00 PM,,8810195
"PAYNE CTY. EXPO CENTER","4518 EXPO DRIVE","",,"STILLWATER",OK,74074,,7:00 AM - 7:00 PM,,8810608
"AMERICAN LEGION","400 S 2","",,"MC ALESTER",OK,74501,,7:00 AM - 7:00 PM,,8810728
"BLOCKER BAPTIST CHURCH","BLOCKER","",,"BLOCKER",OK,74529,,7:00 AM - 7:00 PM,,8810738
"INDIANOLA SCHOOL","900 HWY 113 SOUTH","",,"INDIANOLA",OK,74442,,7:00 AM - 7:00 PM,,8810749
"SAVANNA COMMUNITY CENTER EAST","H STREET AND 69 HWY","",,"SAVANNA",OK,74565,,7:00 AM - 7:00 PM,,8810758
"CENTER FREEWILL BAPT. PCT #62","12912 CR 3476","",,"ADA",OK,74820,,7:00 AM - 7:00 PM,,8810772
"CALVARY BAPTIST CHURCH","214 W FARRALL","",,"SHAWNEE",OK,74801,,7:00 AM - 7:00 PM,,8810776
"FIRST CHURCH OF THE NAZARENE","401 N. MARKET","",,"SHAWNEE",OK,74801,,7:00 AM - 7:00 PM,,8810777
"CROSS CONNECTION CHURCH","329 N PESOTUM AVE","",,"SHAWNEE",OK,74801,,7:00 AM - 7:00 PM,,8810783
"FIRST UNITED METHODIST CHURCH","415 S. 8TH ","",,"MCLOUD",OK,7485174801,,7:00 AM - 7:00 PM,,8810102
"RATTAN SCHOOL HOUSE","0000","",,"RATTAN",OK,74562,,7:00 AM - 7:00 PM,,8810805
"RED STAR CHURCH","HWY 47 & RM NS199","",,"LEEDEY",OK,73654,,7:00 AM - 7:00 PM,,8810815
"FAITH BAPTIST CHURCH","901 S FAITH LANE","",,"CLAREMORE",OK,74017,,7:00 AM - 7:00 PM,,8810819
"COUNTY BUILDING","416 S BRADY","",,"CLAREMORE",OK,74017,,7:00 AM - 7:00 PM,,8810821
"HARBOR CHURCH","6349 E 400 RD","",,"OOLOGAH",OK,74053,,7:00 AM - 7:00 PM,,8835348
"FREEDOM CHURCH","9602 N 177TH E AVE","",,"OWASSO",OK,74055,,7:00 AM - 7:00 PM,,8810835
"TIMBER RIDGE ASSEMBLY OF GOD ","30095 S. 4120 ROAD","",,"CATOOSA",OK,74015,,7:00 AM - 7:00 PM,,8810840
"CENTRAL BAPTIST CHURCH","9001 N 145 E AVE","",,"OWASSO",OK,74055,,7:00 AM - 7:00 PM,,8810841
"MAUD HOUSING AUTHORITY","320 E OAK","",,"MAUD",OK,74854,,7:00 AM - 7:00 PM,,8810844
"BLACKGUM COMM. CENTER  PP","449458 HWY 100","",,"VIAN",OK,74962,,7:00 AM - 7:00 PM,,8810867
"FIRST CHRISTIAN CHURCH PP","706 N. WHEELER","",,"SALLISAW",OK,74955,,7:00 AM - 7:00 PM,,8810871
"SALLISAW CIVIC CENTER PP","111 N. ELM ST.","",,"SALLISAW",OK,74955,,7:00 AM - 7:00 PM,,8810626
"CENTRAL FIRE DEPT. PP","107011 S. 4670 RD","",,"SALLISAW",OK,74955,,7:00 AM - 7:00 PM,,8810627
"BRUSHY SCHOOL GYM PP","100968 S. 4650 RD","",,"SALLISAW",OK,74955,,7:00 AM - 7:00 PM,,8810875
"NICUT FIRE DEPT. #2 PP","98758 S 4750 RD","",,"MULDROW",OK,74948,,7:00 AM - 7:00 PM,,8810628
"FOSTER STORE","300588 STATE HIGHWAY 29","",,"FOSTER",OK,73434,,7:00 AM - 7:00 PM,,8810892
"FIRST BAPTIST CHURCH OF LOCO","P O BOX 59","",,"LOCO",OK,73442,,7:00 AM - 7:00 PM,,8810631
"FIRST BAPTIST CHURCH","609 W PANHANDLE","",,"HOOKER",OK,73945,,7:00 AM - 7:00 PM,,8831330
"CHURCH OF CHRIST","1300 NORTH 13 STREET","",,"FREDERICK",OK,73542,,7:00 AM - 7:00 PM,,8810910
"CITY HALL - GRANDFIELD","223 S. MAIN ST.","P.O. BOX 360",,"GRANDFIELD",OK,73546,,7:00 AM - 7:00 PM,,8810708
"TRAICE ACADEMY","2740 E 41 ST N","",,"TULSA",OK,74110,,7:00 AM - 7:00 PM,,8810918
"T.C.C. - NORTHEAST CAMPUS","3727 EAST APACHE","",,"TULSA",OK,74115,,7:00 AM - 7:00 PM,,8836510
"W.L. HUTCHERSON FAMILY YMCA","1120 E PINE ST","",,"TULSA",OK,74106,,7:00 AM - 7:00 PM,,8810929
"KENDALL WHITTIER LIBRARY","21 S LEWIS AVE","",,"TULSA",OK,74104,,7:00 AM - 7:00 PM,,8810930
"KERR ELEMENTARY SCHOOL","202 S 117 E AVE","",,"TULSA",OK,74128,,7:00 AM - 7:00 PM,,8810935
"PLAINVIEW BAPTIST CHURCH","14531 E 21 ST","",,"TULSA",OK,74134,,7:00 AM - 7:00 PM,,8810950
"EASTWOOD BAPTIST CHURCH","948 S 91 E AVE","",,"TULSA",OK,74112,,7:00 AM - 7:00 PM,,8810961
"BROOKSIDE BAPTIST CHURCH","3615 S PEORIA AVE","",,"TULSA",OK,74105,,7:00 AM - 7:00 PM,,8810969
"CHURCH OF CHRIST","2901 S YALE AVE","",,"TULSA",OK,74114,,7:00 AM - 7:00 PM,,8810976
"CHURCH OF THE RESURRECTION","4804 S FULTON AVE","",,"TULSA",OK,74135,,7:00 AM - 7:00 PM,,8810979
"ELKS LODGE","5335 S HARVARD AVE","",,"TULSA",OK,74135,,7:00 AM - 7:00 PM,,8834858
"SALVATION ARMY","3901 E 28 ST","",,"TULSA",OK,74114,,7:00 AM - 7:00 PM,,8810983
"GARNETT ASSEMBLY OF GOD","2930 S GARNETT RD","",,"TULSA",OK,74129,,7:00 AM - 7:00 PM,,8810994
"VICTORY CHRISTIAN CENTER","7700 S LEWIS AVE","",,"TULSA",OK,74136,,7:00 AM - 7:00 PM,,8810642
"BROOKDALE TULSA MIDTOWN","5211 S LEWIS AVE","",,"TULSA",OK,74105,,7:00 AM - 7:00 PM,,8811007
"ST BERNARD CHURCH","4001 E 101 ST","",,"TULSA",OK,74137,,7:00 AM - 7:00 PM,,8811011
"CENTRAL CHURCH OF THE NAZARENE","7291 E 81 ST","",,"TULSA",OK,74133,,7:00 AM - 7:00 PM,,8823973
"OSAGE HILLS CHRISTIAN CHURCH","4500 W EDISON ST","",,"TULSA",OK,74127,,7:00 AM - 7:00 PM,,8811035
"CHURCH OF CHRIST HOME GARDENS","408 S. 45 W. AVE.","",,"TULSA",OK,74127,,7:00 AM - 7:00 PM,,8835016
"UNION 9TH GRADE CENTER","7616 S GARNETT RD","",,"BROKEN ARROW",OK,74012,,7:00 AM - 7:00 PM,,8811038
"NIENHUIS PARK COMMUNITY CTR","3201 N 9 ST","",,"BROKEN ARROW",OK,74012,,7:00 AM - 7:00 PM,,8811039
"ORU MABEE CENTER","7777 S LEWIS AVE","",,"TULSA",OK,74171,,7:00 AM - 7:00 PM,,8811048
"CHRIST PRESBYTERIAN CHURCH","2706 E 51 ST","",,"TULSA",OK,74105,,7:00 AM - 7:00 PM,,8811049
"SOUTH BROKEN ARROW BAPTIST CH","7815 S ELM PL","",,"BROKEN ARROW",OK,74011,,7:00 AM - 7:00 PM,,8810648
"ASPEN CREEK ASSEMBLY OF GOD","5100 S ASPEN AVE","",,"BROKEN ARROW",OK,74011,,7:00 AM - 7:00 PM,,8810664
"FIRST CHRISTIAN CHURCH  - BA","2602 S ELM PL","",,"BROKEN ARROW",OK,74012,,7:00 AM - 7:00 PM,,8811077
"CENTRAL PARK COMMUNITY CENTER","1500 S MAIN ST","",,"BROKEN ARROW",OK,74012,,7:00 AM - 7:00 PM,,8823853
"ST MICHAEL'S EPISCOPAL CHURCH","8837 S GARNETT RD","",,"BROKEN ARROW",OK,74012,,7:00 AM - 7:00 PM,,8811083
"O'BRIEN RECREATION CENTER","6230 N BIRMINGHAM AVE","",,"TULSA",OK,74130,,7:00 AM - 7:00 PM,,8811091
