state,county_name,municipality,precinct_id,name,address
RI,,BURRILLVILLE,304,WILLIAM L CALLAHAN SCHOOL,"75 CALLAHAN SCHOOL ST, BURRILLVILLE, RI 02830"
RI,,BURRILLVILLE,305,BURRILLVILLE POLICE STATION,"1477 VICTORY HWY, BURRILLVILLE, RI 02826"
RI,,BURRILLVILLE,306,BURRILLVILLE MIDDLE SCHOOL,"2220 BRONCOS HWY, BURRILLVILLE, RI 02830"
RI,,BURRILLVILLE,307,TOWN HALL - LIMITED,"105 HARRISVILLE MAIN ST, BURRILLVILLE, RI 02830"
RI,,BURRILLVILLE,308,TOWN HALL - PRESIDENT ONLY,"105 HARRISVILLE MAIN ST, BURRILLVILLE, RI 02830"
RI,,CENTRAL FALLS,401,CALCUTT MIDDLE SCHOOL - ROOM A,"112 WASHINGTON ST, CENTRAL FALLS, RI 02863"
RI,,CENTRAL FALLS,402,M.I. ROBERTSON SCHOOL - ROOM A,"135 HUNT ST, CENTRAL FALLS, RI 02863"
RI,,CENTRAL FALLS,403,CENTRAL FALLS HIGH SCHOOL,"24 SUMMER ST, CENTRAL FALLS, RI 02863"
RI,,CENTRAL FALLS,404,VETERANS MEMORIAL ELEMENTARY SCHOOL,"150 FULLER AVE, CENTRAL FALLS, RI 02863"
RI,,CENTRAL FALLS,405,CAPT. G.H. HUNT SCHOOL - ROOM A,"12 KENDALL ST, CENTRAL FALLS, RI 02863"
RI,,CENTRAL FALLS,406,MADEIRENSE CLUB,"46 MADEIRA AVE, CENTRAL FALLS, RI 02863"
RI,,CENTRAL FALLS,407,ELLA RISK SCHOOL,"949 DEXTER ST, CENTRAL FALLS, RI 02863"
RI,,CENTRAL FALLS,408,KNIGHTS OF COLUMBUS,"20 CLAREMONT ST, CENTRAL FALLS, RI 02863"
RI,,CENTRAL FALLS,409,CITY HALL - LIMITED,"580 BROAD ST, CENTRAL FALLS, RI 02863"
RI,,CENTRAL FALLS,410,CITY HALL - PRESIDENT ONLY,"580 BROAD ST, CENTRAL FALLS, RI 02863"
RI,,CHARLESTOWN,501,CHARLESTOWN ELEMENTARY SCHOOL,"363 CAROLINA BACK RD, CHARLESTOWN, RI 02813"
RI,,CHARLESTOWN,502,CHARLESTOWN TOWN HALL,"4540 S COUNTY TRL, CHARLESTOWN, RI 02813"
RI,,CHARLESTOWN,503,QUONOCHONTAUG GRANGE HALL,"5662 POST RD, CHARLESTOWN, RI 02813"
RI,,CHARLESTOWN,504,CHARLESTOWN AMBULANCE STATION,"4891 OLD POST RD, CHARLESTOWN, RI 02813"
RI,,CHARLESTOWN,505,TOWN HALL - LIMITED,"4540 S COUNTY TRL, CHARLESTOWN, RI 02813"
RI,,CHARLESTOWN,506,TOWN HALL - PRESIDENT ONLY,"4540 S COUNTY TRL, CHARLESTOWN, RI 02813"
RI,,COVENTRY,601,MANCHESTER HALL,"585 WASHINGTON ST, COVENTRY, RI 02816"
RI,,COVENTRY,602,OLC SCHOOL BLDG,"208 MACARTHUR BLVD, COVENTRY, RI 02816"
RI,,COVENTRY,603,CLUB JOGUES,"184 BOSTON ST, COVENTRY, RI 02816"
RI,,COVENTRY,604,TIOGUE SCHOOL,"170 E SHORE DR, COVENTRY, RI 02816"
RI,,COVENTRY,605,ST. FRANCIS EPISCOPAL CHURCH,"132 PECKHAM LN, COVENTRY, RI 02816"
RI,,COVENTRY,606,TOWN HALL - TOWN COUNCIL CHAMBERS,"1670 FLAT RIVER RD, COVENTRY, RI 02816"
RI,,COVENTRY,607,COVENTRY COMMUNITY CENTER,"1277 MAIN ST, COVENTRY, RI 02816"
RI,,COVENTRY,608,ASF MIDDLE SCHOOL,"9 FOSTER DR, COVENTRY, RI 02816"
RI,,COVENTRY,609,MAPLE ROOT BAPTIST CHURCH,"150 HARKNEY HILL RD, COVENTRY, RI 02816"
RI,,COVENTRY,610,KNOTTY OAK VILLAGE,"14 MANCHESTER CIR, COVENTRY, RI 02816"
RI,,COVENTRY,611,WESTWOOD ESTATES CLUB HOUSE,"1 LIENA ROSE WAY, COVENTRY, RI 02816"
RI,,COVENTRY,612,OAK HAVEN SCHOOL,"46 PETTINE ST, COVENTRY, RI 02816"
RI,,COVENTRY,613,COVENTRY SENIOR CENTER,"50 WOOD ST, COVENTRY, RI 02816"
RI,,COVENTRY,614,WOODLAND MANOR II,"20 WOODLAND DR, COVENTRY, RI 02816"
RI,,COVENTRY,615,COVENTRY HIGH SCHOOL,"40 RESERVOIR RD, COVENTRY, RI 02816"
RI,,COVENTRY,616,HOPKINS HILL SCHOOL,"95 JOHNSON BLVD, COVENTRY, RI 02816"
RI,,COVENTRY,617,SUMMIT BAPTIST CHURCH,"1176 VICTORY HWY, COVENTRY, RI 02827"
RI,,COVENTRY,618,WESTERN COVENTRY SCHOOL,"4588 FLAT RIVER RD, COVENTRY, RI 02827"
RI,,COVENTRY,619,COVENTRY TOWN HALL ANNEX - FOYER - LIMITED BALLOTS,"1675 FLAT RIVER RD, COVENTRY, RI 02816"
RI,,COVENTRY,620,COVENTRY TOWN HALL ANNEX- FOYER - PRESIDENT ONLY,"1675 FLAT RIVER RD, COVENTRY, RI 02816"
RI,,CRANSTON,701,ARLINGTON MANOR,"50 BIRCH ST, CRANSTON, RI 02920"
RI,,CRANSTON,702,ARLINGTON SCHOOL - CAFETERIA,"155 PRINCESS AVE, CRANSTON, RI 02920"
RI,,CRANSTON,703,SANTA MARIA DIPRATA SOCIETY,"29 WALNUT GROVE AVE, CRANSTON, RI 02920"
RI,,CRANSTON,704,CRANSTON SENIOR CENTER,"1070 CRANSTON ST, CRANSTON, RI 02920"
RI,,CRANSTON,705,STADIUM ELEMENTARY SCHOOL,"100 CRESCENT AVE, CRANSTON, RI 02910"
RI,,CRANSTON,706,CRANSTON CHRISTIAN FELLOWSHIP CHURCH,"1114 SCITUATE AVE, CRANSTON, RI 02921"
RI,,CRANSTON,707,HOPE HIGHLANDS MIDDLE  SCHOOL,"300 HOPE RD, CRANSTON, RI 02921"
RI,,CRANSTON,708,OAKLAWN SCHOOL,"28 STONEHAM ST, CRANSTON, RI 02920"
RI,,CRANSTON,709,SCHOFIELD ARMORY,"705 NEW LONDON AVE, CRANSTON, RI 02920"
RI,,CRANSTON,710,DANIEL WATERMAN SCHOOL,"722 PONTIAC AVE, CRANSTON, RI 02910"
RI,,CRANSTON,711,WESTERN HILLS MIDDLE SCHOOL,"400 PHENIX AVE, CRANSTON, RI 02920"
RI,,CRANSTON,712,GLEN HILLS SCHOOL,"50 GLEN HILLS DR, CRANSTON, RI 02920"
RI,,CRANSTON,713,GARDEN CITY SCHOOL,"70 PLANTATION DR, CRANSTON, RI 02920"
RI,,CRANSTON,714,CRANSTON PORTUGUESE CLUB,"20 2ND AVE, CRANSTON, RI 02910"
RI,,CRANSTON,715,BUDLONG MANOR,"100 ARTHUR ST, CRANSTON, RI 02910"
RI,,CRANSTON,716,GEORGE J PETERS SCHOOL,"15 MAYBERRY ST, CRANSTON, RI 02920"
RI,,CRANSTON,717,EDEN PARK SCHOOL - CHESTNUT ST,"180 OAKLAND AVE, CRANSTON, RI 02910"
RI,,CRANSTON,718,HORTON SCHOOL,"1196 PARK AVE, CRANSTON, RI 02910"
RI,,CRANSTON,719,WOODRIDGE ELEMENTARY SCHOOL,"401 BUDLONG RD, CRANSTON, RI 02920"
RI,,CRANSTON,720,ST DAVID'S CHURCH,"200 MESHANTICUT VALLEY PKWY, CRANSTON, RI 02920"
RI,,CRANSTON,721,CRANSTON HIGH SCHOOL EAST,"899 PARK AVE, CRANSTON, RI 02910"
RI,,CRANSTON,722,HUGH B. BAIN SCHOOL,"135 GANSETT AVE, CRANSTON, RI 02910"
RI,,CRANSTON,723,EDGEWOOD HIGHLAND  SCHOOL,"160 PAWTUXET AVE, CRANSTON, RI 02905"
RI,,CRANSTON,724,WILLIAM HALL LIBRARY,"1825 BROAD ST, CRANSTON, RI 02905"
RI,,CRANSTON,725,PARK VIEW MIDDLE SCHOOL,"25 PARK VIEW BLVD, CRANSTON, RI 02910"
RI,,CRANSTON,726,AMERICAN LEGION AUBURN POST 20,"7 LEGION WAY, CRANSTON, RI 02910"
RI,,CRANSTON,727,SCOTTISH RITE MASONIC CENTER,"2115 BROAD ST, CRANSTON, RI 02905"
RI,,CRANSTON,728,SCHOFIELD ARMORY,"705 NEW LONDON AVE, CRANSTON, RI 02920"
RI,,CRANSTON,730,ORCHARD FARMS SCHOOL,"1555 SCITUATE AVE, CRANSTON, RI 02921"
RI,,CRANSTON,731,KELLEY & GAZZERRO VFW POST,"1418 PLAINFIELD PIKE, CRANSTON, RI 02920"
RI,,CRANSTON,732,CITY HALL - LIMITED,"869 PARK AVE, CRANSTON, RI 02910"
RI,,CRANSTON,733,CITY HALL - PRESIDENT ONLY,"869 PARK AVE, CRANSTON, RI 02910"
RI,,CUMBERLAND,801,CHIMNEY HILL APARTMENTS,"2065 MENDON RD, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,802,"CUMBERLAND HIGH SCHOOL-MAIN BLDG, CAFETERIA B","2600 MENDON RD, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,803,JOHN J MCLAUGHLIN CUMBERLAND HILL SCHOOL,"205 MANVILLE HILL RD, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,804,MERCYMOUNT COUNTRY DAY SCHOOL,"35 WRENTHAM RD, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,805,JOSEPH L MCCOURT MIDDLE SCHOOL,"45 HIGHLAND AVE, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,806,BEAR HILL VILLAGE,"156 BEAR HILL RD, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,807,COMMUNITY SCHOOL,"15 ARNOLD MILLS RD, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,808,DIAMOND HILL SKI LODGE,"4125 DIAMOND HILL RD, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,809,EMMANUEL EPISCOPAL CHURCH-PARISH HALL,"120 NATE WHIPPLE HWY, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,810,FATIMA PARISH HALL,"1 FATIMA DR, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,811,ONE MENDON RD. HOUSING,"1 MENDON RD, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,812,CUMBERLAND LIBRARY - HAYDEN CENTER,"1464 DIAMOND HILL RD, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,813,"CUMBERLAND HIGH SCHOOL-MAIN BLDG, CAFETERIA A","2600 MENDON RD, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,814,TOWN HALL - LIMITED,"45 BROAD ST, CUMBERLAND, RI 02864"
RI,,CUMBERLAND,815,TOWN HALL - PRESIDENT ONLY,"45 BROAD ST, CUMBERLAND, RI 02864"
RI,,EAST GREENWICH,901,EAST GREENWICH HIGH SCHOOL,"300 AVENGER DR, EAST GREENWICH, RI 02818"
RI,,EAST GREENWICH,902,GEORGE HANAFORD SCHOOL-GYMNASIUM,"200 MIDDLE RD, EAST GREENWICH, RI 02818"
RI,,EAST GREENWICH,903,SWIFT COMMUNITY CENTER,"121 PEIRCE ST, EAST GREENWICH, RI 02818"
RI,,EAST GREENWICH,904,ARCHIE COLE JR. HIGH,"100 CEDAR AVE, EAST GREENWICH, RI 02818"
RI,,EAST GREENWICH,905,FRENCHTOWN SCHOOL-GYMNASIUM,"1100 FRENCHTOWN RD, EAST GREENWICH, RI 02818"
RI,,EAST GREENWICH,906,TOWN HALL - LIMITED,"125 MAIN ST, EAST GREENWICH, RI 02818"
RI,,EAST GREENWICH,907,TOWN HALL- PRESIDENT ONLY,"125 MAIN ST, EAST GREENWICH, RI 02818"
RI,,EAST PROVIDENCE,1001,FRANCIS SCHOOL,"64 BOURNE AVE, EAST PROVIDENCE, RI 02916"
RI,,EAST PROVIDENCE,1002,CITY VIEW MANOR,"99 GOLDSMITH AVE, EAST PROVIDENCE, RI 02914"
RI,,EAST PROVIDENCE,1003,WHITEKNACT SCHOOL,"261 GROSVENOR AVE, EAST PROVIDENCE, RI 02914"
RI,,EAST PROVIDENCE,1004,RUMFORD TOWERS,"95 NEWMAN AVE, EAST PROVIDENCE, RI 02916"
RI,,EAST PROVIDENCE,1005,FRANCIS SCHOOL,"64 BOURNE AVE, EAST PROVIDENCE, RI 02916"
RI,,EAST PROVIDENCE,1006,EAST PROVIDENCE HIGH SCHOOL,"2000 PAWTUCKET AVE, EAST PROVIDENCE, RI 02914"
RI,,EAST PROVIDENCE,1007,ST MARTHA'S CHURCH HALL,"2595 PAWTUCKET AVE, EAST PROVIDENCE, RI 02914"
RI,,EAST PROVIDENCE,1008,ST FRANCIS CHURCH HALL,"81 N CARPENTER ST, EAST PROVIDENCE, RI 02914"
RI,,EAST PROVIDENCE,1009,HENNESSEY SCHOOL,"75 FORT ST, EAST PROVIDENCE, RI 02914"
RI,,EAST PROVIDENCE,1010,MARTIN MIDDLE SCHOOL,"111 BROWN ST, EAST PROVIDENCE, RI 02914"
RI,,EAST PROVIDENCE,1011,KENT HEIGHTS SCHOOL,"2680 PAWTUCKET AVE, EAST PROVIDENCE, RI 02914"
RI,,EAST PROVIDENCE,1012,RIVERSIDE CONGREGATIONAL,"295 BULLOCKS POINT AVE, EAST PROVIDENCE, RI 02915"
RI,,EAST PROVIDENCE,1013,HARBOR VIEW MANOR,"3663 PAWTUCKET AVE, EAST PROVIDENCE, RI 02915"
RI,,EAST PROVIDENCE,1014,RIVERSIDE LIBRARY,"475 BULLOCKS POINT AVE, EAST PROVIDENCE, RI 02915"
RI,,EAST PROVIDENCE,1015,CRESCENT PARK MANOR,"243 CRESCENT VIEW AVE, EAST PROVIDENCE, RI 02915"
RI,,EAST PROVIDENCE,1016,WADDINGTON SCHOOL,"101 LEGION WAY, EAST PROVIDENCE, RI 02915"
RI,,EAST PROVIDENCE,1017,OLDHAM SCHOOL ( FORMERLY MEADOWCREST),"60 BART DR, EAST PROVIDENCE, RI 02915"
RI,,EAST PROVIDENCE,1018,FULLER LEARNING CENTER,"260 DOVER AVE, EAST PROVIDENCE, RI 02914"
RI,,EAST PROVIDENCE,1019,CITY HALL - LIMITED,"145 TAUNTON AVE, EAST PROVIDENCE, RI 02914"
RI,,EAST PROVIDENCE,1020,CITY HALL - PRESIDENT ONLY,"145 TAUNTON AVE, EAST PROVIDENCE, RI 02914"
RI,,EXETER,1101,SAINT KATERI TEKAKWITH CHURCH,"84 EXETER RD, EXETER, RI 02822"
RI,,EXETER,1102,METCALF SCHOOL CAFETERIA,"30 NOOSENECK HILL RD, EXETER, RI 02822"
RI,,EXETER,1103,PHOENIX HOUSE,"251 MAIN ST, EXETER, RI 02822"
RI,,EXETER,1104,TOWN HALL - LIMITED,"675 TEN ROD RD, EXETER, RI 02822"
RI,,EXETER,1105,TOWN HALL - PRESIDENT ONLY,"675 TEN ROD RD, EXETER, RI 02822"
RI,,FOSTER,1201,CAPTAIN ISAAC PAINE SCHOOL,"160 FOSTER CENTER RD, FOSTER, RI 02825"
RI,,FOSTER,1202,WOODY LOWDEN RECREATIONAL CENTER,"16 HOWARD HILL RD, FOSTER, RI 02825"
RI,,FOSTER,1203,TOWN HALL - LIMITED,"181 HOWARD HILL RD, FOSTER, RI 02825"
RI,,FOSTER,1204,TOWN HALL - PRESIDENT ONLY,"181 HOWARD HILL RD, FOSTER, RI 02825"
RI,,GLOCESTER,1301,PONAGANSET MIDDLE SCHOOL,"7 RUSTIC HILL RD, GLOCESTER, RI 02857"
RI,,GLOCESTER,1302,WEST GLOCESTER ELEMENTARY SCHOOL,"111 REYNOLDS RD, GLOCESTER, RI 02814"
RI,,GLOCESTER,1303,GLOCESTER SENIOR CENTER,"1210 PUTNAM PIKE, GLOCESTER, RI 02814"
RI,,GLOCESTER,1304,FOGARTY ELEMENTARY SCHOOL,"736 SNAKE HILL RD, GLOCESTER, RI 02857"
RI,,GLOCESTER,1305,TOWN HALL - LIMITED,"1145 PUTNAM PIKE, GLOCESTER, RI 02814"
RI,,GLOCESTER,1306,TOWN HALL - PRESIDENT ONLY,"1145 PUTNAM PIKE, GLOCESTER, RI 02814"
RI,,HOPKINTON,1401,ASHAWAY ELEMENTARY SCHOOL,"12 HILLSIDE AVE, HOPKINTON, RI 02804"
RI,,HOPKINTON,1402,HOPE VALLEY ELEMENTARY SCHOOL - CAFETERIA,"15 THELMA DR, HOPKINTON, RI 02832"
RI,,HOPKINTON,1403,ST. JOSEPH'S CHURCH,"1105 MAIN ST, HOPKINTON, RI 02832"
RI,,HOPKINTON,1404,TOWN HALL - LIMITED,"1 TOWNHOUSE RD, HOPKINTON, RI 02833"
RI,,HOPKINTON,1405,TOWN HALL - PRESIDENT ONLY,"1 TOWNHOUSE RD, HOPKINTON, RI 02833"
RI,,JAMESTOWN,1501,JAMESTOWN RECREATION CENTER,"41 CONANICUS AVE, JAMESTOWN, RI 02835"
RI,,JAMESTOWN,1502,LAWN AVENUE SCHOOL,"55 LAWN AVE, JAMESTOWN, RI 02835"
RI,,JAMESTOWN,1503,TOWN HALL - LIMITED,"93 NARRAGANSETT AVE, JAMESTOWN, RI 02835"
RI,,JAMESTOWN,1504,TOWN HALL - PRESIDENT ONLY,"93 NARRAGANSETT AVE, JAMESTOWN, RI 02835"
RI,,JOHNSTON,1601,WINSOR HILL SCHOOL,"100 THERESA AVE, JOHNSTON, RI 02919"
RI,,JOHNSTON,1602,SIMMONSVILLAGE COMMUNITY HALL,"339 SIMMONSVILLE AVE, JOHNSTON, RI 02919"
RI,,JOHNSTON,1603,CLAIBORNE PELL MANOR,"1609 PLAINFIELD PIKE, JOHNSTON, RI 02919"
RI,,JOHNSTON,1604,NICHOLAS FERRI MIDDLE SCHOOL - CAFETERIA,"10 MEMORIAL AVE, JOHNSTON, RI 02919"
RI,,JOHNSTON,1605,LOCAL 57 TRAINING FACILITY,"875 CENTRAL AVE, JOHNSTON, RI 02919"
RI,,JOHNSTON,1606,SARAH DYER BARNES- CLASSROOM,"24 BARNES AVE, JOHNSTON, RI 02919"
RI,,JOHNSTON,1607,GEORGE CALEF SCHOOL -CLASSROOM,"7 WAVELAND ST, JOHNSTON, RI 02919"
RI,,JOHNSTON,1608,GEORGE C. CALEF SCHOOL - CAFETERIA,"7 WAVELAND ST, JOHNSTON, RI 02919"
RI,,JOHNSTON,1609,AIME J. FORAND HOUSING,"8 FORAND CIR, JOHNSTON, RI 02919"
RI,,JOHNSTON,1610,GRANITEVILLE SCHOOL - CAFETERIA,"6 COLLINS AVE, JOHNSTON, RI 02919"
RI,,JOHNSTON,1611,SARAH DYER BARNES - CAFETERIA,"24 BARNES AVE, JOHNSTON, RI 02919"
RI,,JOHNSTON,1612,JOHNSTON HIGH SCHOOL CAFETERIA,"345 CHERRY HILL RD, JOHNSTON, RI 02919"
RI,,JOHNSTON,1613,BROWN AVE SCHOOL CAFETERIA,"14 BROWN AVE, JOHNSTON, RI 02919"
RI,,JOHNSTON,1614,TOWN HALL - LIMITED,"1385 HARTFORD AVE, JOHNSTON, RI 02919"
RI,,JOHNSTON,1615,JOHNSTON SENIOR CENTER PRESIDENT ONLY,"1291 HARTFORD AVE, JOHNSTON, RI 02919"
RI,,LINCOLN,1701,LINCOLN MIDDLE SCHOOL,"152 JENCKES HILL RD, LINCOLN, RI 02865"
RI,,LINCOLN,1702,ALBION YOUTH CENTER,"35 SCHOOL ST, LINCOLN, RI 02802"
RI,,LINCOLN,1703,ST JAMES SCHOOL,"57 DIVISION ST, LINCOLN, RI 02838"
RI,,LINCOLN,1704,SAYLESVILLE SCHOOL,"50 WOODLAND ST, LINCOLN, RI 02865"
RI,,LINCOLN,1705,LONSDALE ELEMENTARY,"280 RIVER RD, LINCOLN, RI 02865"
RI,,LINCOLN,1706,KNIGHTS OF COLUMBUS,"171 JENCKES HILL RD, LINCOLN, RI 02865"
RI,,LINCOLN,1707,ST BASIL'S CHURCH,"15 SKYVIEW DR, LINCOLN, RI 02865"
RI,,LINCOLN,1708,CENTRAL ELEMENTARY,"1061 GREAT RD, LINCOLN, RI 02865"
RI,,LINCOLN,1709,LINCOLN HIGH SCHOOL NORTH GYM,"160 OLD RIVER RD, LINCOLN, RI 02865"
RI,,LINCOLN,1710,LINCOLN MANOR,"10 FRANKLIN ST, LINCOLN, RI 02865"
RI,,LINCOLN,1711,ST JUDES PARISH CENTER,"301 FRONT ST, LINCOLN, RI 02865"
RI,,LINCOLN,1712,TOWN HALL -LIMITED,"160 OLD RIVER RD, LINCOLN, RI 02865"
RI,,LINCOLN,1713,LINCOLN HIGH SCHOOL MAIN FOYER,"160 OLD RIVER RD, LINCOLN, RI 02865"
RI,,LITTLE COMPTON,1801,JOSEPHINE WILBUR - AUDITORIUM,"28 COMMONS, LITTLE COMPTON, RI 02837"
RI,,LITTLE COMPTON,1802,JF WILBUR MCMAHON SCHOOL - AUDITORIUM - LIMITED,"28 COMMONS, LITTLE COMPTON, RI 02837"
RI,,LITTLE COMPTON,1803,JF WILBUR MCMAHON SCHOOL - AUDITORIUM - PRESIDENT ONLY,"28 COMMONS, LITTLE COMPTON, RI 02837"
RI,,MIDDLETOWN,1901,FOP LODGE,"464 MITCHELL'S LN, MIDDLETOWN, RI 02842"
RI,,MIDDLETOWN,1902,JOSEPH H. GAUDET SCHOOL - GYM TURNER RD ENTRENCE,"1113 AQUIDNECK AVE, MIDDLETOWN, RI 02842"
RI,,MIDDLETOWN,1903,AQUIDNECK SCHOOL - CAFETERIA,"70 RESERVOIR RD, MIDDLETOWN, RI 02842"
RI,,MIDDLETOWN,1904,MIDDLETOWN HIGH SCHOOL -GYMNASIUM,"130 VALLEY RD, MIDDLETOWN, RI 02842"
RI,,MIDDLETOWN,1905,FOREST AVENUE SCHOOL - CAFETERIA,"315 FOREST AVE, MIDDLETOWN, RI 02842"
RI,,MIDDLETOWN,1906,TOWN HALL - LIMITED,"350 E MAIN RD, MIDDLETOWN, RI 02842"
RI,,MIDDLETOWN,1907,TOWN HALL - PRESIDENT ONLY,"350 E MAIN RD, MIDDLETOWN, RI 02842"
RI,,NARRAGANSETT,2001,NORTH BEACH CLUBHOUSE,"79 BOSTON NECK RD, NARRAGANSETT, RI 02882"
RI,,NARRAGANSETT,2002,METTATUXET YACHT CLUB,"30 S RIVER DR, NARRAGANSETT, RI 02882"
RI,,NARRAGANSETT,2003,ST VERONICA CHAPEL,"1035 BOSTON NECK RD, NARRAGANSETT, RI 02882"
RI,,NARRAGANSETT,2004,NARRAGANSETT PIER SCHOOL,"235 S PIER RD, NARRAGANSETT, RI 02882"
RI,,NARRAGANSETT,2005,ST. MARY'S STAR OF THE SEA CHURCH,"866 POINT JUDITH RD, NARRAGANSETT, RI 02882"
RI,,NARRAGANSETT,2006,TOWN HALL-LIMITED,"25 5TH AVE, NARRAGANSETT, RI 02882"
RI,,NARRAGANSETT,2007,TOWN HALL-PRESIDENT ONLY,"25 5TH AVE, NARRAGANSETT, RI 02882"
RI,,NEWPORT,2101,FENNER HALL,"15 FENNER AVE, NEWPORT, RI 02840"
RI,,NEWPORT,2102,PELL ELEMENTARY SCHOOL,"35 DEXTER ST, NEWPORT, RI 02840"
RI,,NEWPORT,2103,ST. PETER'S CHURCH (ENT. IN BACK OF BLDG.),"525 BROADWAY, NEWPORT, RI 02840"
RI,,NEWPORT,2104,ST. JOHN'S CHURCH HALL-ENTRANCE ON WILLOW ST,"61 POPLAR ST, NEWPORT, RI 02840"
RI,,NEWPORT,2105,WILLIAM J. DONOVAN MANOR,"19 CHAPEL ST, NEWPORT, RI 02840"
RI,,NEWPORT,2106,NEWPORT PUBLIC LIBRARY,"300 SPRING ST, NEWPORT, RI 02840"
RI,,NEWPORT,2107,ROGER'S HIGH SCHOOL,"15 WICKHAM RD, NEWPORT, RI 02840"
RI,,NEWPORT,2108,THOMPSON MIDDLE SCHOOL,"55 BROADWAY, NEWPORT, RI 02840"
RI,,NEWPORT,2109,NEWPORT CITY HALL LIMITED BALLOTS,"43 BROADWAY, NEWPORT, RI 02840"
RI,,NEWPORT,2110,NEWPORT CITY HALL,"43 BROADWAY, NEWPORT, RI 02840"
RI,,NEW SHOREHAM,2201,BLOCK ISLAND TOWN HALL,"16 OLD TOWN RD, NEW SHOREHAM, RI 02807"
RI,,NEW SHOREHAM,2202,TOWN HALL-LIMITED,"16 OLD TOWN RD, NEW SHOREHAM, RI 02807"
RI,,NEW SHOREHAM,2203,TOWN HALL-PRESIDENT ONLY,"16 OLD TOWN RD, NEW SHOREHAM, RI 02807"
RI,,NORTH KINGSTOWN,2301,N K MASONIC LODGE,"1515 TEN ROD RD, NORTH KINGSTOWN, RI 02852"
RI,,NORTH KINGSTOWN,2302,STONY LANE SCHOOL,"825 STONY LN, NORTH KINGSTOWN, RI 02852"
RI,,NORTH KINGSTOWN,2303,QUIDNESSETT ELEMENTARY SCHOOL,"166 MARK DR, NORTH KINGSTOWN, RI 02852"
RI,,NORTH KINGSTOWN,2304,DAVISVILLE MIDDLE SCHOOL,"200 SCHOOL ST, NORTH KINGSTOWN, RI 02852"
RI,,NORTH KINGSTOWN,2305,SLOCUM GRANGE HALL,"86 SLOCUM RD, NORTH KINGSTOWN, RI 02877"
