state,jurisdiction_type,county_name,municipality,name,address,polling_place_type,election_date
NM,county,Sandoval,Rio Rancho,VCC Colinas Del Norte Elementary School,"1001 Night Sky Ave NE, Rio Rancho, NM, 87144",polling_place,11/06/2018
NM,county,Sandoval,Bernalillo,VCC Bernalillo High School Gym,"148 Spartan Alley, Bernalillo, NM, 87004",polling_place,11/06/2018
NM,county,Sandoval,Ponderosa,VCC Ponderosa Volunteer Fire Station,"4252 Highway 290, Ponderosa, NM, 87044",polling_place,11/06/2018
NM,county,Sandoval,Bernalillo,VCC Bernalillo Middle School,"485 Camino Don Tomas, Bernalillo, NM, 87004",polling_place,11/06/2018
NM,county,Sandoval,Rio Rancho,VCC Mountain View Middle School,"4101 Montreal Loop, Rio Rancho, NM, 87124",polling_place,11/06/2018
NM,county,Sandoval,Rio Rancho,VCC Vista Grande Elementary School,"7001 Chayote Rd NE, Rio Rancho, NM, 87144",polling_place,11/06/2018
NM,county,Sandoval,Rio Rancho,VCC Maggie Cordova Elementary School,"1500 Veranda SE, Rio Rancho, NM, 87124",polling_place,11/06/2018
NM,county,Sandoval,Rio Rancho,VCC Meadowlark Senior Center,"4330 Meadowlark Ln SE, Rio Rancho, NM, 87124",polling_place,11/06/2018
NM,county,Sandoval,Torreon,VCC Torreon Chapter House,"Highway 197, Torreon, NM, 87013",polling_place,11/06/2018
NM,county,Sandoval,Rio Rancho,VCC Our Lady Queen of Angels,"1701 Tulip Rd SE, Rio Rancho, NM, 87144",polling_place,11/06/2018
NM,county,Sandoval,Placitas,VCC Placitas Community Library,"453 Highway 165, Placitas, NM, 87043",polling_place,11/06/2018
NM,county,Sandoval,Sandia Pueblo,VCC Sandia Pueblo Community Center,"481 Sandia Loop, Sandia Pueblo, NM, 87004",polling_place,11/06/2018
NM,county,Sandoval,Pena Blanca,VCC Pena Blanca Community Center,"778 Highway 22, Pena Blanca, NM, 87041",polling_place,11/06/2018
NM,county,Sandoval,San Ysidro,VCC San Ysidro Public Safety Training Room,"372 Highway 4, San Ysidro, NM, 87053",polling_place,11/06/2018
NM,county,Sandoval,Cochiti Pueblo,VCC Cochiti Pueblo Community Center,"255 Cochiti St., Cochiti Pueblo, NM, 87041",polling_place,11/06/2018
NM,county,Sandoval,Rio Rancho,VCC Community of Joy Lutheran Church,"841 Saratoga Dr NE, Rio Rancho, NM, 87144",polling_place,11/06/2018
NM,county,Sandoval,Jemez Springs,VCC Our Lady of Assumption Catholic Church,"040 Legion Dr, Jemez Springs, NM, 87024",polling_place,11/06/2018
NM,county,Sandoval,La Jara,VCC La Jara Volunteer Fire Station,"108 County Rd. 496, La Jara, NM, 87013",polling_place,11/06/2018
NM,county,Sandoval,Santo Domingo Pueblo,VCC Santo Domingo Pueblo Community Center,"1 Tesuque St., Santo Domingo Pueblo, NM, 87052",polling_place,11/06/2018
NM,county,Sandoval,Rio Rancho,VCC Cielo Azul Elementary School,"3804 Shiloh Rd., Rio Rancho, NM, 87144",polling_place,11/06/2018
NM,county,Sandoval,Rio Rancho,VCC Rio Rancho Middle School,"1600 Loma Colorado Blvd., Rio Rancho, NM, 87124",polling_place,11/06/2018
NM,county,Sandoval,Rio Rancho,VCC Esther Bone Memorial Library,"950 Pinetree Rd., Rio Rancho, NM, 87124",polling_place,11/06/2018
NM,county,Sandoval,Rio Rancho,VCC Soul Rio Church,"2003 Southern Blvd SE, Rio Rancho, NM, 87124",polling_place,11/06/2018
NM,county,Sandoval,Canon,VCC Jemez Valley Community Center,"8154 Highway 4, Canon, NM, 87024",polling_place,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED4-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,NAMBE COMMUNITY CENTER,"180 A STATE RD 503, Santa Fe, NM, 87506",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,AMY BIEHL COMMUNITY SCHOOL,"301 AVENIDA DEL SUR, Santa Fe, NM, 87508",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,EL RANCHO SENIOR CENTER,"394 COUNTY RD 84, Santa Fe, NM, 87506",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,CHRISTIAN LIFE CHURCH,"121 SIRINGO RD, Santa Fe, NM, 87505",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED8-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED13-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED6-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,SAN ILDEFONSO PUEBLO VISITOR CENTER,"74 POVI KAA DR, Santa Fe, NM, 87506",vote_center,11/06/2018
NM,county,Santa Fe,Chimayo,BENNY J CHAVEZ COMMUNITY CENTER,"354 A JUAN MEDINA RD, Chimayo, NM, 87522",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED11-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,Pojoaque,POJOAQUE MIDDLE SCHOOL,"1797 STATE RD 502, Pojoaque, NM, 87506",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED10-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,Glorieta,GLORIETA PASS FIRE STATION #2,"366 OLD DENVER HIGHWAY, Glorieta, NM, 87535",vote_center,11/06/2018
NM,county,Santa Fe,SANTA FE,EL CAMINO REAL ACADEMY,"2500 S. MEADOWS ROAD, SANTA FE, NM, 87507",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,NINA OTERO COMMUNITY SCHOOL,"5901 HERRERA RD, Santa Fe, NM, 87507",vote_center,11/06/2018
NM,county,Santa Fe,SANTA FE,GONZALES COMMUNITY SCHOOL,"851 W. ALAMEDA ST., SANTA FE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED7-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,Cerrillos,ST JOSEPH'S PARISH HALL,"2 E WALDO ST, Cerrillos, NM, 87010",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED14-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,HONDO FIRE STATION #2,"645 OLD LAS VEGAS HWY, Santa Fe, NM, 87508",vote_center,11/06/2018
NM,county,Santa Fe,SANTA FE,ATALAYA ELEMENTARY,"721 CAMINO CABRA, SANTA FE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,ESPANOLA,TONY E QUINTANA ELEMENTARY ,"20 E SOMBRILLO ROAD HIGHWAY 106, ESPANOLA, NM, 87532",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,LA CIENEGA COMMUNITY CENTER ,"136 Camino San Jose, Santa Fe, NM, 87507",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,ST JOHN'S METHODIST CHURCH,"1200 Old Pecos Trail, Santa Fe, NM, 87505",vote_center,11/06/2018
NM,county,Santa Fe,GALISTEO,GALISTEO COMMUNITY CENTER,"35 AVENIDA VIEJA, GALISTEO, NM, 87540",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED3-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,NAMBE PUEBLO TRIBAL ADMINISTRATIVE BUILDING,"15 Bayay Poe, Santa Fe, NM, 87506",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,MAX COLL CORRIDOR COMMUNITY CENTER,"16 AVENIDA TORREON, Santa Fe, NM, 87508",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,SANTA FE COUNTY FAIR BUILDING,"3229 RODEO RD, Santa Fe, NM, 87507",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,MONTEZUMA LODGE,"431 PASEO DE PERALTA, Santa Fe, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,EDGEWOOD,EDGEWOOD ELEMENTARY SCHOOL,"285 DINKLE ROAD, EDGEWOOD, NM, 87015",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,TURQUOISE TRAIL CHARTER ELEMENTARY SCHOOL,"13 A SAN MARCOS LOOP, Santa Fe, NM, 87508",vote_center,11/06/2018
NM,county,Santa Fe,Stanley,STANLEY CYCLONE CENTER,"22 W KINSELL AVE, Stanley, NM, 87056",vote_center,11/06/2018
NM,county,Santa Fe,SANTA FE,SANTA FE COUNTY FIRE STATION (LA TIERRA),"6 ARROYO CALABASAS ROAD, SANTA FE, NM, 87506",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED5-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED12-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,TESUQUE PUEBLO INTERGENERATIONAL CENTER,"39 TP 804, Santa Fe, NM, 87506",vote_center,11/06/2018
NM,county,Santa Fe,SANTA FE,CHAPARRAL ELEMENTARY SCHOOL,"2451 AVENIDA CHAPARRAL, SANTA FE, NM, 87505",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED2-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,SPARE,VCC-ED9-SPARE,"SPARE, SPARE, NM, 87501",vote_center,11/06/2018
NM,county,Santa Fe,Santa Fe,TESUQUE ELEMENTARY SCHOOL,"1555 BISHOPS LODGE RD, Santa Fe, NM, 87506",vote_center,11/06/2018
NM,county,Santa Fe,SANTA FE,SALAZAR ELEMENTARY SCHOOL,"1231 APACHE AVENUE, SANTA FE, NM, 87505",vote_center,11/06/2018
NM,county,Sierra,T or C,Ken James Senior Center,"Hwy 187, T or C, NM, 87901",vote_center,11/06/2018
NM,county,Sierra,T or C,Civic Center,"400 W. 4th Street, T or C, NM, 87901",vote_center,11/06/2018
NM,county,Sierra,Hillsboro,Hillsboro Community Center,"Elenora Street (BLK 6 Lots 3, 8, 11 &12), Hillsboro, NM, 88042",vote_center,11/06/2018
NM,county,Sierra,Caballo,Caballo Fire Station,"Hwy 187, Caballo, NM, 87931",vote_center,11/06/2018
NM,county,Sierra,Winston,Winston Fire Station,"10 Hwy 52, Winston, NM, 87943",vote_center,11/06/2018
NM,county,Sierra,Monticello,Monticello Fire Station,"State Hwy 142, Monticello, NM, 87939",vote_center,11/06/2018
NM,county,Sierra,T or C,Albert J Lyons Events,"2953 South Broadway, T or C, NM, 87901",vote_center,11/06/2018
NM,county,Sierra,Elephant Butte,Elephant Butte Community Center,"103 Rio Grand Street, Elephant Butte, NM, 87935",vote_center,11/06/2018
NM,county,Socorro,Veguita,Northern Senior Center (VCC7),"894 Hwy 304, Veguita, NM, 87062",vote_center,11/06/2018
NM,county,Socorro,Alamo,Alamo(VCC6),"ANSB Wellness Center, Alamo, NM, 87825",vote_center,11/06/2018
NM,county,Socorro,Socorro,Socorro Teen Center-VCC2,"1002 Ake Avenue, Socorro, NM, 87801",vote_center,11/06/2018
NM,county,Socorro,San Antonio,San Antonio Fire(VCC4),"38 US Hwy 380, San Antonio, NM, 87832",vote_center,11/06/2018
NM,county,Socorro,Socorro,Socorro County Annex-VCC1,"198 Neel Avenue, Socorro, NM, 87801",vote_center,11/06/2018
NM,county,Socorro,Abeytas,Abeytas Fire Depart(VCC8),"NM Route 116, Abeytas, NM, 87023",vote_center,11/06/2018
NM,county,Socorro,Polvadera,Midway School-VCC3,"9 Midway Road, Polvadera, NM, 87828",vote_center,11/06/2018
NM,county,Socorro,Magdalena,Magdalena Senior Center (VCC5),"500 9th St., Magdalena, NM, 87825",vote_center,11/06/2018
NM,county,Taos,Vadito,Vadito Community Center #25,"5 Picuris Rd, Vadito, NM, 87579",polling_place,11/06/2018
NM,county,Taos,El Prado,El Prado W&S District Office,"1110 Paseo del Pueblo Norte, El Prado, NM, 87529",polling_place,11/06/2018
NM,county,Taos,Taos Pueblo,Taos Pueblo Community Center,"Taos Pueblo, Taos Pueblo, NM, 87571",polling_place,11/06/2018
NM,county,Taos,Questa,Alta Vista Middle School #6,"4 Wildcat Rd Hwy 522, Questa, NM, 87556",polling_place,11/06/2018
NM,county,Taos,Ojo Caliente,Ojo Caliente Fire House,"20 Los Banos, Ojo Caliente, NM, 87549",polling_place,11/06/2018
NM,county,Taos,Tres Piedras,Tres Piedras Fire House,"38391 Hwy 285, Tres Piedras, NM, 87577",polling_place,11/06/2018
NM,county,Taos,Taos,Rio Fernando Firehouse #18,"26566 Hwy 64 E, Taos, NM, 87571",polling_place,11/06/2018
NM,county,Taos,Llano,Llano Community Center,"15 Upper Llano Rd, Llano, NM, 87543",polling_place,11/06/2018
NM,county,Taos,Taos,Taos High School,"134 Cervantes St, Taos, NM, 87571",polling_place,11/06/2018
NM,county,Taos,Arroyo Hondo,Arroyo Hondo Community Center #9,"26 Lower Arroyo Hondo, Arroyo Hondo, NM, 87513",polling_place,11/06/2018
NM,county,Taos,Valdez,Valdez Old School,"Hwy 230 near the Valdez Post Office, Valdez, NM, 87580",polling_place,11/06/2018
NM,county,Taos,San Cristobal,San Cristobal Community Center,"Camino del Medio Building #34, San Cristobal, NM, 87564",polling_place,11/06/2018
NM,county,Taos,Chamisal,Chamisal Senior Center #27,"1272 St Rd 76, Chamisal, NM, 87521",polling_place,11/06/2018
NM,county,Taos,Cerro,Cerro Community Center,"151 St. Rd 372, Cerro, NM, 87519",polling_place,11/06/2018
NM,county,Taos,Ranchos de Taos,Llano Quemado Community Center,"6 Miranda Canyon Rd, Ranchos de Taos, NM, 87557",polling_place,11/06/2018
NM,county,Taos,Chamisal ,Chamisal Senior Center #30,"1272 St Rd 76, Chamisal , NM, 87521",polling_place,11/06/2018
NM,county,Taos,Arroyo Seco,Arroyo Seco Community Center,"498 Hwy 150, Arroyo Seco, NM, 87514",polling_place,11/06/2018
NM,county,Taos,Penasco,Picuris Pueblo Administration Building,"Off St Rd 75, Penasco, NM, 87553",polling_place,11/06/2018
NM,county,Taos,Red River,Red River Conference Center,"101 W River St, Red River, NM, 87558",polling_place,11/06/2018
NM,county,Taos,Ranchos de Taos,Ranchos Elementary School #34,"200 Sanders Lane, Ranchos de Taos, NM, 87557",polling_place,11/06/2018
NM,county,Taos,El Prado,Los Cordovas Community Center ,"60 Los Cordovas Rd, El Prado, NM, 87529",polling_place,11/06/2018
NM,county,Taos,Taos,Taos Middle School,"213 Paseo del Canon, Taos, NM, 87571",polling_place,11/06/2018
NM,county,Taos,Questa,Alta Vista Middle School #5,"4 Wildcat Rd Hwy 522, Questa, NM, 87556",polling_place,11/06/2018
NM,county,Taos,Taos Ski Valley,Inn Taos Ski Valley,"1314 St Hwy 150, Taos Ski Valley, NM, 87525",polling_place,11/06/2018
NM,county,Taos,Costilla,Costilla Elementary School,"# 14 Garcia Rd, Costilla, NM, 87524",polling_place,11/06/2018
NM,county,Taos,Taos,Spare-Election Day,"105 Albright St, Taos, NM, 87571",vote_center,11/06/2018
NM,county,Taos,Chamisal,Chamisal Senior Center #31,"1272 St Rd 76, Chamisal, NM, 87521",polling_place,11/06/2018
NM,county,Taos,Ranchos de Taos,Ranchos Elementary School #19,"200 Sanders Lane, Ranchos de Taos, NM, 87557",polling_place,11/06/2018
NM,county,Taos,Amalia,Amalia Senior Citizen Center,"583 St Rd 196, Amalia, NM, 87512",polling_place,11/06/2018
NM,county,Taos,Vadito,Vadito Community Center #26,"5 Picuris Rd, Vadito, NM, 87579",polling_place,11/06/2018
NM,county,Taos,Ranchos de Taos,Talpa Community Center,"3 Archuleta Rd, Ranchos de Taos, NM, 87557",polling_place,11/06/2018
NM,county,Taos,Taos,Christian Academy Gymnasium #18,"814 Witt Road, Taos, NM, 87571",polling_place,11/06/2018
NM,county,Taos,Taos,BLM Rio Grande Gorge Visitor Center,"2873 North St Rd 68, Taos, NM, 87571",polling_place,11/06/2018
NM,county,Taos,Penasco,Rio Lucio Community Center,"1264 St Rd 75, Penasco, NM, 87553",polling_place,11/06/2018
NM,county,Torrance,Moriarty ,MORIARTY EDGEWOOD SCHOOL ADMIN BLDG,"2422 US Route 66, Moriarty , NM, 87035",vote_center,11/06/2018
NM,county,Torrance,Estancia,ELECTION DAY SPARE-2,"205 9th St., Estancia, NM, 87016",vote_center,11/06/2018
NM,county,Torrance,Mountainair,DR SAUL COMMUNITY CENTER,"111 N. Roosevelt , Mountainair, NM, 87036",vote_center,11/06/2018
NM,county,Torrance,Estancia,ELECTION DAY SPARE,"205 9th St., Estancia, NM, 87016",vote_center,11/06/2018
NM,county,Torrance,Torreon,TORREON COMMUNITY CENTER,"18 Torreon Heights Rd., Torreon, NM, 87061",vote_center,11/06/2018
NM,county,Torrance,Encino,ENCINO COMMUNITY CENTER,"427 A North Main St., Encino, NM, 88321",vote_center,11/06/2018
NM,county,Torrance,Duran,DURAN FIRE STATION,"19 Vidal St., Duran, NM, 88319",polling_place,11/06/2018
NM,county,Torrance,Manzano,MANZANO CENTER,"4 Community Center Rd., Manzano, NM, 87036",vote_center,11/06/2018
NM,county,Torrance,Moriarty,MORIARTY CIVIC CENTER,"202 S. Broadway Ave., Moriarty, NM, 87035",vote_center,11/06/2018
NM,county,Torrance,Tajique,TAJIQUE COMMUNITY CENTER,"8636 Hwy 55, Tajique, NM, 87016",vote_center,11/06/2018
NM,county,Torrance,Estancia,ESTANCIA HIGH SCHOOL GYM,"709 Hopewell Ave., Estancia, NM, 87016",vote_center,11/06/2018
NM,county,Torrance,Willard,WILLARD COMMUNITY CENTER,"520 N. Becker Ave., Willard, NM, 87063",vote_center,11/06/2018
NM,county,Union,Amistad,Amistad Methodist Church,"44 Amistad Hwy Amistad, Amistad, NM, 88410",vote_center,11/06/2018
NM,county,Union,Des Moines,Des Moines Senior Center Election Day,"415 Des Moines Ave, Des Moines, NM, 88418",vote_center,11/06/2018
NM,county,Union,Sedan,Sedan Fire Station,"501 Sedan Hwy Sedan, Sedan, NM, 88436",vote_center,11/06/2018
NM,county,Union,Clayton,Clayton Civic Center Election Day,"124 N. Front Street Clayton, Clayton, NM, 88415",vote_center,11/06/2018
NM,county,Valencia,Belen,City Of Belen - City Hall,"100 S. Main St., Belen, NM, 87002",vote_center,11/06/2018
NM,county,Valencia,Los Lunas,Los Lunas Schools Administration,"119 Luna Ave, Los Lunas, NM, 87031",vote_center,11/06/2018
NM,county,Valencia,Belen,Belen Consolidated Schools Administration,"520 N. Main St., Belen, NM, 87002",vote_center,11/06/2018
NM,county,Valencia,Rio Communities,City of Rio Communities - City Hall,"360 Rio Communities Blvd., Rio Communities, NM, 87002",vote_center,11/06/2018
