state,jurisdiction_type,county_name,municipality,name,address,polling_place_type,ElectionDate
NM,county,Bernalillo,Albuquerque,VCC 58 - Sandia High School,"7801 Candelaria Rd NE, Albuquerque, NM, 87110",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 63 - Van Buren Middle School,"700 Louisiana Blvd SE, Albuquerque, NM, 87108",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 05 - Central Mercado,"301 San Pedro Dr SE, Suite B C D E, Albuquerque, NM, 87121",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 36 - Herman Sanchez Community Center,"1830 William St SE, Albuquerque, NM, 87102",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 42 - Kennedy Middle School,"721 Tomasita St NE, Albuquerque, NM, 87123",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 44 - La Mesa Elementary School,"7500 Cooper Ave NE, Albuquerque, NM, 87108",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 23 - Arroyo Del Oso Elementary School,"6504 Harper Dr NE, Albuquerque, NM, 87109",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 43 - La Cueva High School,"7801 Wilshire Ave NE, Albuquerque, NM, 87122",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 55 - Raymond G Sanchez Community Center,"9800 4th St NW, Albuquerque, NM, 87114",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 03 - Bernalillo County Visitor and Cultural Center,"6080 Isleta Blvd SW, Albuquerque, NM, 87105",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 32 - Eldorado High School,"11300 Montgomery Blvd NE, Albuquerque, NM, 87111",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 66 - Volcano Vista High School,"8100 Rainbow Blvd NW, Albuquerque, NM, 87114",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 67 - Washington Middle School,"1101 Park Ave SW, Albuquerque, NM, 87102",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 30 - Duranes Elementary School,"2436 Zickert Rd NW, Albuquerque, NM, 87104",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 01 - 98th and Central Shopping Center,"120 98th St NW, Suite B101 B102, Albuquerque, NM, 87120",vote_center,11/04/2014
NM,county,Bernalillo,Isleta,VCC 11 - Isleta Elderly Center,"79 Tribal Road 40, Isleta, NM, 87022",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 21 - Adobe Acres Elementary School,"1724 Camino del Valle SW, Albuquerque, NM, 87105",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 40 - Jackson Middle School,"10600 Indian School Rd NE, Albuquerque, NM, 87112",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 48 - Manzano Mesa Elementary School,"801 Elizabeth St SE, Albuquerque, NM, 87123",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 18 - University of New Mexico,"Student Union Building, Santa Ana A B, Albuquerque, NM, 87131",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 62 - Valley High School,"1505 Candelaria Rd NW, Albuquerque, NM, 87107",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 19 - West Bluff Center,"5201 Ouray Rd NW, Suite D-2, Albuquerque, NM, 87120",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 69 - Zuni Elementary School,"6300 Claremont Ave NE, Albuquerque, NM, 87110",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 09 - Four Hills Shopping Center,"13140 Central Ave SE, Suite 1420, Albuquerque, NM, 87123",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 25 - Bellehaven Elementary School,"8701 Princess Jeanne Ave NE, Albuquerque, NM, 87112",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 06 - Clerk's Annex,"1500 Lomas Blvd NW, Suite A, Albuquerque, NM, 87104",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 38 - Holiday Park Community Center,"11710 Comanche Rd NE, Albuquerque, NM, 87111",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 50 - Montezuma Elementary School,"3100 Indian School Rd NE, Albuquerque, NM, 87106",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 12 - Los Altos Plaza,"4200 Wyoming Blvd NE, Suite B-2, Albuquerque, NM, 87111",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 27 - Cibola High School,"1510 Ellison Dr NW, Albuquerque, NM, 87114",vote_center,11/04/2014
NM,county,Bernalillo,Albuquerque,VCC 35 - Hayes Middle School,"1100 Texas St NE, Albuquerque, NM, 87110",vote_center,11/04/2014
NM,county,Chaves,Dexter,Central Office Dexter Schools,"100 N. Lincoln, Dexter, NM, 88230",vote_center,11/04/2014
NM,county,Chaves,Roswell,East Grand Plains Elementary School,"3773 East Grand Plains, Roswell, NM, 88203",vote_center,11/04/2014
NM,county,Chaves,Roswell,Nazarene - Country Club,"901 E. Country Club, Roswell, NM, 88201",vote_center,11/04/2014
NM,county,Chaves,Roswell,Church On The Move,"901 W. Brasher, Roswell, NM, 88203",vote_center,11/04/2014
NM,county,Cibola,Thoreau,Bluewater Acres Fire Station,"9 Cod Drive, Thoreau, NM, 87323",polling_place,11/04/2014
NM,county,Cibola,Fence Lake,Fence Lake Community Center,"2125 Hwy 36, Fence Lake, NM, 87315",polling_place,11/04/2014
NM,county,Cibola,Seboyeta,Seboyeta Elementary School,"State Road 279, Seboyeta, NM, 87014",polling_place,11/04/2014
NM,county,Cibola,Mesita,Mesita Facility,"1 Industrial Parkway Loop, Mesita, NM, 87040",polling_place,11/04/2014
NM,county,Cibola,Grants,Cibola County Clerk's Office (VCC),"700 E. Roosevelt Suite 50, Grants, NM, 87020",vote_center,11/04/2014
NM,county,Cibola,Grants,Cibola County Complex (VCC),"515 W. High St., Grants, NM, 87020",vote_center,11/04/2014
NM,county,Cibola,Cubero,Cubero Elementary School,"100 Main Street, Cubero, NM, 87014",polling_place,11/04/2014
NM,county,Cibola,Paguate,Paguate Community Center,"60 Paguate Day School Road, Paguate, NM, 87040",polling_place,11/04/2014
NM,county,Cibola,Ramah,Ramah Chapter House,"Route 2 Mt. View Community, Ramah, NM, 87321",polling_place,11/04/2014
NM,county,Cibola,Acoma,Acoma Tribal Auditorium,"33A Pinsbaari Drive, Acoma, NM, 87034",polling_place,11/04/2014
NM,county,Cibola,Milan,Milan Parks & Recreation (VCC),"407 Airport Road, Milan, NM, 87021",vote_center,11/04/2014
NM,county,Cibola,Laguna,Laguna Tribal Building,"22 Capital Road, Laguna, NM, 87026",polling_place,11/04/2014
NM,county,Cibola,Encinal,Encinal Recreation Hall,"5 Flagstone Road, Encinal, NM, 87038",polling_place,11/04/2014
NM,county,Cibola,Paraje,Paraje Recreation Hall,"31 Paraje Road, Paraje, NM, 87007",polling_place,11/04/2014
NM,county,Cibola,Seama,Seama Recreation Hall,"13 Sacred Shield Road, Seama, NM, 87007",polling_place,11/04/2014
NM,county,Cibola,Bluewater,Bluewater Senior Center,"5 Pinon Street, Bluewater, NM, 87005",polling_place,11/04/2014
NM,county,Cibola,San Mateo,San Mateo Fire Station,"110 San Mateo Main Street, San Mateo, NM, 87020",polling_place,11/04/2014
NM,county,Colfax,Raton,St PatrickSt Joseph's Parish Hall ,"104 Buena Vista, Raton, NM, 87740",vote_center,11/04/2014
NM,county,Colfax,Raton,Raton Convention Center,"901 S. 3rd Street, Raton, NM, 87740",vote_center,11/04/2014
NM,county,Curry,Grady,Grady Senior Citizens Center,"104 W. Main St., Grady, NM, 88120",vote_center,11/04/2014
NM,county,Curry,Texico,Pleasant Hill Fire Department,"304 SR 77, Texico, NM, 88135",vote_center,11/04/2014
NM,county,Curry,Clovis,Roy Walker Center,"316 W 2nd Street, Clovis, NM, 88101",vote_center,11/04/2014
NM,county,Curry,Texico,Texico Community Building,"215 N Griffin, Texico, NM, 88135",vote_center,11/04/2014
NM,county,Curry,Clovis,Youth Recreation Building,"1504 E 7th Street, Clovis, NM, 88101",vote_center,11/04/2014
NM,county,Curry,Clovis,Colonial Clubhouse,"1300 Colonial Parkway, Clovis, NM, 88101",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Fairacres Elementary School - VCC,"4501 W Picacho Ave, Las Cruces, NM, 88005",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Oñate High School - VCC,"5700 Mesa Grande Dr, Las Cruces, NM, 88011",vote_center,11/04/2014
NM,county,Dona Ana,Vado,Del Cerro Community Center - VCC,"180 La Fe Ave, Vado, NM, 88048",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Good Samaritan Social Center - VCC,"3011 Buena Vida Cir, Las Cruces, NM, 88011",vote_center,11/04/2014
NM,county,Dona Ana,Mesilla,Mesilla Elementary School - VCC,"2363 Calle Del Sur, Mesilla, NM, 88005",vote_center,11/04/2014
NM,county,Dona Ana,Santa Teresa,Santa Teresa Middle School-VCC,"4800 McNutt Rd, Santa Teresa, NM, 88008",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Camino Real Middle School - VCC ,"2961 Roadrunner Pkwy, Las Cruces, NM, 88011",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Jornada Elementary School - VCC,"3400 Elks Dr, Las Cruces, NM, 88005",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Corbett Center - VCC,"NMSU , Las Cruces, NM, 88003",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Vista Middle School - VCC,"4465 Elks Dr, Las Cruces, NM, 88005",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Las Alturas Fire Station - VCC,"4145 Cholla Dr, Las Cruces, NM, 88011",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Tombaugh Elementary School - VCC,"226 Carver Rd, Las Cruces, NM, 88005",vote_center,11/04/2014
NM,county,Dona Ana,Garfield,Garfield Elementary School - VCC,"8820 HWY 187, Garfield, NM, 87936",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Desert Hills Elementary School - VCC,"280 N Roadrunner Pkwy, Las Cruces, NM, 88011",vote_center,11/04/2014
NM,county,Dona Ana,Doña Ana,Doña Ana Community Center - VCC,"5745 Ledesma Dr, Doña Ana, NM, 88007",vote_center,11/04/2014
NM,county,Dona Ana,Mesilla Park,Frank O'Brien Papen Center - VCC,"304 W Bell Ave, Mesilla Park, NM, 88005",vote_center,11/04/2014
NM,county,Dona Ana,Chaparral,Chaparral Middle School - VCC,"290 Lisa Dr, Chaparral, NM, 88081",vote_center,11/04/2014
NM,county,Dona Ana,La Union,La Union Elementary School - VCC,"875 Mercantile Ave, La Union, NM, 88021",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Las Cruces High School - VCC,"1750 El Paseo Rd, Las Cruces, NM, 88001",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,University Hills Elementary School - VCC,"2005 S Locust , Las Cruces, NM, 88001",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Mayfield High School - VCC,"1955 N Valley Dr, Las Cruces, NM, 88007",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,New Mexico Farm and Ranch Heritage Museum - VCC,"4100 Dripping Springs Rd, Las Cruces, NM, 88011",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Sierra Middle School - VCC,"1700 Spruce, Las Cruces, NM, 88011",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Sunrise Elementary School - VCC,"5300 Holman Rd, Las Cruces, NM, 88012",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,DAC Government Center - VCC,"845 N Motel Blvd, Las Cruces, NM, 88007",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,East Picacho Elementary School - VCC,"4450 N Valley Dr, Las Cruces, NM, 88007",vote_center,11/04/2014
NM,county,Dona Ana,Radium Springs,Radium Springs Community Center - VCC,"12060 L.B. Lindbeck Rd, Radium Springs, NM, 88007",vote_center,11/04/2014
NM,county,Dona Ana,Rincon,Rincon Fire Station - VCC,"255 Harlan St, Rincon, NM, 87940",vote_center,11/04/2014
NM,county,Dona Ana,Berino,Berino Elementary School - VCC,"92 Shrode Rd, Berino, NM, 88021",vote_center,11/04/2014
NM,county,Dona Ana,Sunland Park,Desert View Elementary School - VCC,"1105 Valle Vista St, Sunland Park, NM, 88063",vote_center,11/04/2014
NM,county,Dona Ana,Anthony,Gadsden Middle School - VCC,"1301 W Washington St, Anthony, NM, 88021",vote_center,11/04/2014
NM,county,Dona Ana,San Miguel,North Valley Elementary School - VCC,"300 Cascade Ave, San Miguel, NM, 88058",vote_center,11/04/2014
NM,county,Dona Ana,Las Cruces,Lynn Middle School - VCC,"950 S Walnut St, Las Cruces, NM, 88001",vote_center,11/04/2014
NM,county,Eddy,Artesia,Faith Baptist Church,"401 S. 20th Street, Artesia, NM, 88210",vote_center,11/04/2014
NM,county,Eddy,Carlsbad,Eddy County Fire Service Complex,"1400 Commerce Dr., Carlsbad, NM, 88220",vote_center,11/04/2014
NM,county,Eddy,Carlsbad,Lakeview N Canal,"1300 N. Canal St., Carlsbad, NM, 88220",vote_center,11/04/2014
NM,county,Eddy,Artesia,County Sub-Office,"602 S. 1st St., Artesia, NM, 88210",vote_center,11/04/2014
NM,county,Eddy,Carlsbad,Carlsbad Clerk's Office,"325 S. Main St., Carlsbad, NM, 88220",vote_center,11/04/2014
NM,county,Eddy,Carlsbad,St Peter Lutheran Church,"1302 W. Pierce St., Carlsbad, NM, 88220",vote_center,11/04/2014
NM,county,Eddy,Loving,Loving Middle School,"600 S. 6th St., Loving, NM, 88256",vote_center,11/04/2014
NM,county,Grant,Silver City,National Guard Armory,"11990 US Highway 180, Silver City, NM, 88061",vote_center,11/04/2014
NM,county,Grant,Cliff,Grant County Fairgrounds Exhibit Building,"16 Arena Rd., Cliff, NM, 88028",vote_center,11/04/2014
NM,county,Grant,San Lorenzo,San Lorenzo Elementary School,"3655 Highway 35, San Lorenzo, NM, 88041",vote_center,11/04/2014
NM,county,Grant,Pinos Altos,Pinos Altos Volunteer Fire Department,"4759 Highway 15, Pinos Altos, NM, 88053",vote_center,11/04/2014
NM,county,Grant,Bayard,Bayard Community Center,"290 Hurley Ave., Bayard, NM, 88023",vote_center,11/04/2014
NM,county,Grant,Tyrone,Tyrone Community Center,"50 Malachite Ave., Tyrone, NM, 88065",vote_center,11/04/2014
NM,county,Grant,Hurley,Hurley Community Center,"312 Carrasco Ave., Hurley, NM, 88043",vote_center,11/04/2014
NM,county,Grant,Silver City,Silver City Woman's Club,"1715 Silver Heights Blvd., Silver City, NM, 88061",vote_center,11/04/2014
NM,county,Guadalupe,Vaughn,Vaughn Community Center (ED),"781 8th Street, Vaughn, NM, 88353",polling_place,11/04/2014
NM,county,Guadalupe,Anton Chico,Anton Chico Community Center (ED),"1012 San Jose Circle, Anton Chico, NM, 87711",polling_place,11/04/2014
NM,county,Guadalupe,Santa Rosa,City County Complex (ED),"244 S. 4th Street, Santa Rosa, NM, 88435",polling_place,11/04/2014
NM,county,Harding,Roy,Harding County Community Building,"557 Wagon Mound Hwy, Roy, NM, 87743",vote_center,11/04/2014
NM,county,Harding,Mosquero,Harding County Annex,"24 Main Street, Mosquero, NM, 87733",vote_center,11/04/2014
NM,county,Hidalgo,Lordsburg,James H Baxter Civic Center,"313 E. 4th Street, Lordsburg, NM, 88045",vote_center,11/04/2014
NM,county,Hidalgo,Animas,Animas Community Center,"21 Maverick Road, Animas, NM, 88020",polling_place,11/04/2014
NM,county,Hidalgo,Lordsburg,Lordsburg Special Events Center,"502 W. 2nd Street, Lordsburg, NM, 88045",polling_place,11/04/2014
NM,county,Hidalgo,Rodeo,Rodeo Community Center,"16 Hickory Street, Rodeo, NM, 88056",polling_place,11/04/2014
NM,county,Hidalgo,Lordsburg,Hidalgo County Sherriff's Department,"720 E. 2nd Street, Lordsburg, NM, 88045",polling_place,11/04/2014
NM,county,Lea,Hobbs,Lea County Annex Office Complex,"1019 East Bender Boulevard, Hobbs, NM, 88240",vote_center,11/04/2014
NM,county,Lea,Hobbs,Hobbs Municipal School Training Facility,"2110 East Sanger, Hobbs, NM, 88240",vote_center,11/04/2014
NM,county,Lea,Hobbs,Lea County Event Center,"5101 N Lovington Hwy, Hobbs, NM, 88240",vote_center,11/04/2014
NM,county,Lea,Hobbs,Hobbs City Hall,"200 E. Broadway, Hobbs, NM, 88240",vote_center,11/04/2014
NM,county,Lea,Hobbs,Lea County Road Department,"5915 Lovington Highway, Hobbs, NM, 88242",vote_center,11/04/2014
NM,county,Lea,Maljamar,Maljamar Community Hall,"36 Maljamar Rd, Maljamar, NM, 88265",vote_center,11/04/2014
NM,county,Lea,Jal,Jal City Hall,"309 South Main, Jal, NM, 88252",vote_center,11/04/2014
NM,county,Lea,Hobbs,Hobbs Teen Center,"620 West Alto, Hobbs, NM, 88240",vote_center,11/04/2014
NM,county,Lea,Lovington,Lea County Courthouse,"100 North Main, Lovington, NM, 88260",vote_center,11/04/2014
NM,county,Lea,Eunice,Eunice Community Center,"Twelfth & Avenue I, Eunice, NM, 88252",vote_center,11/04/2014
NM,county,Lea,Caprock,Caprock Community Hall,"99 Moore Road, Caprock, NM, 88213",vote_center,11/04/2014
NM,county,Lea,Monument,Monument Community Center,"10620 W. NM Hwy 322, Monument, NM, 88264",vote_center,11/04/2014
NM,county,Lea,Lovington,Lovington Schools Central Office,"18 W. Central Ave., Lovington, NM, 88260",vote_center,11/04/2014
NM,county,Lea,Lovington,"Yucca Building, Fairgrounds","Commercial and Central, Lovington, NM, 88267",vote_center,11/04/2014
NM,county,Lincoln,Corona,Corona Village Hall ,"461 Main Street, Corona, NM, 88318",vote_center,11/04/2014
NM,county,Lincoln,Capitan,Capitan Municipal Schools,"150 Forrest Street, Capitan, NM, 88316",vote_center,11/04/2014
NM,county,Lincoln,Ruidoso Downs,Ruidoso Downs Senior Center,"393 E. Highway 70, Ruidoso Downs, NM, 88346",vote_center,11/04/2014
NM,county,Lincoln,Ruidoso,Ruidoso Convention Center,"111 Sierra Blanca Dr, Ruidoso, NM, 88345",vote_center,11/04/2014
NM,county,Lincoln,Hondo,Hondo Valley Public Schools,"111 Don Pablo Lane, Hondo, NM, 88336",vote_center,11/04/2014
NM,county,Los Alamos,Los Alamos,Los Alamos County Golf Course Community Building,"4250  Diamond Dr, Los Alamos, NM, 87544",vote_center,11/04/2014
NM,county,Luna,Columbus,Columbus Village Library,"112 W. Broadway, Columbus, NM, 88029",vote_center,11/04/2014
NM,county,Luna,Deming,Mimbres Valley Learning Center,"2300 E. Pine, Deming, NM, 88030",vote_center,11/04/2014
NM,county,Luna,Deming,Holy Family Parish Hall,"615 South Copper, Deming, NM, 88030",vote_center,11/04/2014
NM,county,McKinley,Prewitt,Baca Chapter House,"1669 State Hwy 122, Prewitt, NM, 87045",polling_place,11/04/2014
NM,county,McKinley,Rock Springs,Rock Springs Chapter House,"191 A Rock Springs Rd., Rock Springs, NM, 87375",polling_place,11/04/2014
NM,county,McKinley,Zuni,VCC Zuni Fire Station,"#4 3rd St., Zuni, NM, 87327",vote_center,11/04/2014
NM,county,McKinley,Zuni,VCC  Zuni Tribal Building,"1203 State Hwy 53, Zuni, NM, 87327",vote_center,11/04/2014
NM,county,McKinley,Mariano Lake,Mariano Lake Chapter House,"M003-001 Mariano Lake Loop Dr. Mariano Lake, NM, Mariano Lake, NM, 87323",polling_place,11/04/2014
NM,county,McKinley,Gallup,VCC Rio West Mall,"1300 West I-40 Frontage Road, Gallup, NM, 87301",vote_center,11/04/2014
NM,county,McKinley,Wingate,Iyanbito Chapter House,"2111 A Suite 21A Iyanbito Rd, Ft., Wingate, NM, 87316",polling_place,11/04/2014
NM,county,McKinley,Vanderwagen,Breadsprings Chapter House,"190 Rodeo Rd., Vanderwagen, NM, 87326",polling_place,11/04/2014
NM,county,McKinley,Crownpoint,Standing Rock Chapter House,"Mile Marker 24.5 Navajo Rt. 9; 17 Miles West of Crownpoint, Crownpoint, NM, 87313",polling_place,11/04/2014
NM,county,McKinley,Gallup,VCC Northside Fire Station,"911 West Lincoln St., Gallup, Ne, 87301",vote_center,11/04/2014
NM,county,McKinley,Gallup,VCC Eastside Fire Station,"3700 Churchrock St., Gallup, NM, 87301",vote_center,11/04/2014
NM,county,McKinley,Gallup,VCC UNM Gallup Campus,"200 College Dr., Gallup, NM, 87301",vote_center,11/04/2014
NM,county,McKinley,Mexican Springs,Mexican Springs Chapter House,"18 Miles N. 491; 3 Miles West on Navajo Route 30, Mexican Springs, NM, 87320",polling_place,11/04/2014
NM,county,McKinley,Prewitt,Borrego Pass Fire Station,"1600 County Road 19, Prewitt, NM, 87313",polling_place,11/04/2014
NM,county,McKinley,Gallup,VCC Westside Fire Station,"3700 Churchrock Dr., Gallup, Ne, 87301",vote_center,11/04/2014
NM,county,McKinley,Churchrock,Catherine A Miller Elementary School,"6102 Challenger Road, Churchrock, NM, 87311",polling_place,11/04/2014
NM,county,McKinley,Ojo Encino,Ojo Encino Chapter House,"HCR 79 Box 1500, Ojo Encino, NM, 87013",polling_place,11/04/2014
NM,county,McKinley,Crownpoint,Dalton Pass (Nahodishgish) Chapter House,"West Navajo Rt. 9; 1.8 Miles South on Dalton Pass Rd., Crownpoint, NM, 87313",polling_place,11/04/2014
NM,county,McKinley,Ramah,Ramah Fire Station,"#4 Tietjen Ave., Ramah, NM, 87321",polling_place,11/04/2014
NM,county,McKinley,Tohatchi,Tohatchi Elementary School,"100 Chooshgai Road, Tohatchi, NM, 87325",polling_place,11/04/2014
NM,county,McKinley,Wingate,Ft Wingate Fire Station,"290 McGaffey Lake Road Ft., Wingate, NM, 87316",polling_place,11/04/2014
NM,county,McKinley,Tse Bonito,Hilltop Christian School,"02 Hilltop Rd., Tse Bonito, NM, 87301",polling_place,11/04/2014
NM,county,McKinley,YahTaHey,Navajo Estates Fire Station,"19 C Sunset Valley Rd., YahTaHey, NM, 87375",polling_place,11/04/2014
