state,jurisdiction_type,county_name,municipality,name,address,polling_place_type,ElectionDate
NM,county,McKinley,Twin Lakes,Twin Lakes Elementary School,"Mile Marker 13 N Hwy 491, Twin Lakes, NM, 87375",polling_place,11/04/2014
NM,county,McKinley,Jamestown,Whispering Cedars Fire Station,"40 Whispering Cedars Rd., Jamestown, NM, 87347",polling_place,11/04/2014
NM,county,McKinley,Crownpoint,VCC Crownpoint NEA Office,"PO Box 1925, Crownpoint, NM, 87313",vote_center,11/04/2014
NM,county,McKinley,Vanderwagen,David Skeet Elementary School,"Route 45 Jones Ranch Road, Vanderwagen, NM, 87326",polling_place,11/04/2014
NM,county,McKinley,Churchrock,Pinedale Chapter House,"523 Hwy N 11-49, Churchrock, NM, 87311",polling_place,11/04/2014
NM,county,McKinley,Navajo,Red Lake Chapter House,"Shepard Springs Rd., Navajo, NM, 87328",polling_place,11/04/2014
NM,county,McKinley,Tsayatoh,Tsayatoh Multi Purpose Building,"PO Box 3068, Tsayatoh, NM, 87319",polling_place,11/04/2014
NM,county,McKinley,Pueblo Pintado,Tse Yi Gai High School (Pueblo Pintado),"118 Counselor Road, Pueblo Pintado, NM, 87013",polling_place,11/04/2014
NM,county,McKinley,Smith Lake,Smith Lake Chapter House,"1299 Hwy 371, Smith Lake, NM, 87323",polling_place,11/04/2014
NM,county,McKinley,Gallup,VCC Southside Fire Station,"1800 S. Second St., Gallup, NM, 87301",vote_center,11/04/2014
NM,county,McKinley,Becenti,Becenti Chapter House,"Hwy 371, B003-001, Becenti, NM, 87313",polling_place,11/04/2014
NM,county,McKinley,Gallup,VCC Larry Brian Mitchell Recreation Center,"700 Joseph M Montoya Blvd, Gallup, NM, 87301",vote_center,11/04/2014
NM,county,McKinley,Manuelito,Manuelito Chapter House,"HCR 57 Box 9069, Manuelito, NM, 87301",polling_place,11/04/2014
NM,county,McKinley,Cuba,Whitehorse Lake Chapter House,"HCR 79 Box 4069, Cuba, NM, 87013",polling_place,11/04/2014
NM,county,McKinley,Brimhall,Coyote Canyon Chapter House,"Navajo Rt. 9; 10 Miles East of          Hwy 491, Brimhall, NM, 87310",polling_place,11/04/2014
NM,county,McKinley,Gallup,VCC McKinley County Courthouse Rotunda,"207 West Hill St., Gallup, NM, 87301",vote_center,11/04/2014
NM,county,Mora,Buena Vista,Buena Vista Fire Department,"CR C-011 Buena Vista RD MM 29.5, Buena Vista, NM, 87712",polling_place,11/04/2014
NM,county,Mora,Mora,David Cargo Library,"One Courthouse Road, Mora, NM, 87732",polling_place,11/04/2014
NM,county,Mora,Rainsville,Rainsville Fire Department,"105 Rainsville Rd, Rainsville, NM, 87736",polling_place,11/04/2014
NM,county,Mora,Watrous,Watrous Fire Department,"Concord and 2nd Street, Watrous, NM, 87753",polling_place,11/04/2014
NM,county,Mora,Ocate,Ocate Community Center,"Off SR 120 MM 27, Ocate, NM, 87734",polling_place,11/04/2014
NM,county,Mora,Gaudalupita,Guadalupita Fire Department,"Off SR 434 MM 16, Gaudalupita, NM, 87722",polling_place,11/04/2014
NM,county,Mora,Ledoux,Ledoux Fire Department,"Off SR 94 MM 12, Ledoux, NM, 87732",polling_place,11/04/2014
NM,county,Mora,Holman,Holman Schools,"Off SR 518 MM 37, Holman, NM, 87723",polling_place,11/04/2014
NM,county,Mora,Chacon,Chacon Fire Department,"Off SR 121 MM 6, Chacon, NM, 87713",polling_place,11/04/2014
NM,county,Mora,Cleveland,Cleveland - CHET Fire Department,"Off SR 518 MM 31, Cleveland, NM, 87715",polling_place,11/04/2014
NM,county,Otero,Boles Acres,Boles Acres Fire Station,"10 Sage Ave., Boles Acres, NM, 88311",polling_place,11/04/2014
NM,county,Otero,La Luz,Burro Flats Fire Station,"556 Laborcita Canyon Road, La Luz, NM, 88337",polling_place,11/04/2014
NM,county,Otero,Alamogordo,Otero County Fairgrounds,"401 Fairground Rd., Alamogordo, NM, 88310",vote_center,11/04/2014
NM,county,Otero,Alamogordo,Sgt Willie Estrada Memorial Civic Center,"800 East 1st Street, Alamogordo, NM, 88310",vote_center,11/04/2014
NM,county,Otero,Mayhill,Mayhill Community Center,"11 Civic Center Drive, Mayhill, NM, 88339",polling_place,11/04/2014
NM,county,Otero,Tularosa,Tularosa Public Safety Facility - Court Room,"609 St Francis Dr , Tularosa, NM, 88352",vote_center,11/04/2014
NM,county,Otero,Cloudcroft,Cloudcroft Council Chambers,"201 Burro Ave., Cloudcroft, NM, 88317",polling_place,11/04/2014
NM,county,Otero,High Rolls,High Rolls Fire Station,"39 Old Railroad Drive, High Rolls, NM, 88325",polling_place,11/04/2014
NM,county,Otero,Cloudcroft,James Canyon Fire Station,"2346 US Hwy 82, Cloudcroft, NM, 88317",polling_place,11/04/2014
NM,county,Otero,Weed,Weed Fire Station,"32 Agua Chiquita, Weed, NM, 88354",polling_place,11/04/2014
NM,county,Otero,La Luz,La Luz Elementary School,"99 Alamo Street, La Luz, NM, 88337",polling_place,11/04/2014
NM,county,Otero,Mescalero,Mescalero Community Center,"106 Central, Mescalero, NM, 88340",polling_place,11/04/2014
NM,county,Otero,Cloudcroft,Sivell's Baptist Camp,"1254 Cox Canyon Hwy, Cloudcroft, NM, 88317",polling_place,11/04/2014
NM,county,Otero,Timberon,Timberon Lodge,"1 Bobwhite Circle, Timberon, NM, 88350",polling_place,11/04/2014
NM,county,Otero,Bent,Bent Fire Station,"24043 US Highway 70, Bent, NM, 88314",polling_place,11/04/2014
NM,county,Otero,Pinon,Pinon Fire Station,"4538 Owen Prather Highway, Pinon, NM, 88344",polling_place,11/04/2014
NM,county,Otero,Alamogordo,Tays Special Events Center,"2235 N. Scenic, Alamogordo, NM, 88310",vote_center,11/04/2014
NM,county,Otero,Chaparral,Chaparral Community Center #1,"472 Ace Ryan St, Chaparral, NM, 88081",polling_place,11/04/2014
NM,county,Quay,Tucumcari,Tucumcari Convention Center,"1500 Historic U.S. 66, Tucumcari, NM, 88401",vote_center,11/04/2014
NM,county,Quay,Logan,Logan Civic Center,"100 North Second Street, Logan, NM, 88426",vote_center,11/04/2014
NM,county,Quay,San Jon,San Jon City Community Center,"2357 State Highway 469, San Jon, NM, 88434",vote_center,11/04/2014
NM,county,Quay,House,House CommunitySenior Citizens Center,"110 South Apple Street, House, House, NM, 88121",vote_center,11/04/2014
NM,county,Rio Arriba,Chimayo,"Arboleda Senior Center VCC 8 Pct 13, 14, 15","694 State Road 76, Chimayo, NM, 87522",vote_center,11/04/2014
NM,county,Rio Arriba,Espanola,Santa Clara Senior Citizens Bldg VCC 5 Pct 7,"636 One Kee Street, Espanola, NM, 87532",vote_center,11/04/2014
NM,county,Rio Arriba,Medanales,Medanales Comm Center VCC 19 Pct 39,"214 CR 142, Medanales, NM, 87548",vote_center,11/04/2014
NM,county,Rio Arriba,Chama,Chama Senior Center VCC 10 Pct 20,"2449 US Hwy 84-64, Chama, NM, 87520",vote_center,11/04/2014
NM,county,Rio Arriba,Tierra Amarilla,Tierra Amarilla Senior Center VCC 9 Pct 18 & 19 ,"1113A SR 162, Tierra Amarilla, NM, 87575",vote_center,11/04/2014
NM,county,Rio Arriba,Vallecitos,Vallecitos Fire Department Pct 33,"1540 CR 247, Vallecitos, NM, 87581",polling_place,11/04/2014
NM,county,Rio Arriba,Canjilon,Canjilon Community Center Pct 23,"3115 CR 455, Canjilon, NM, 87515",polling_place,11/04/2014
NM,county,Rio Arriba,Gallina,Gallina School House VCC 13 Pct 30,"1 PR 1650, Gallina, NM, 87017",vote_center,11/04/2014
NM,county,Rio Arriba,Ohkay Owingeh,Ohkay Owingeh Senior Cntr VCC 20 Pct 41,"217 N Cross Place, Ohkay Owingeh, NM, 87566",vote_center,11/04/2014
NM,county,Rio Arriba,Abiquiu,Abiquiu Rural Events Center VCC 16 pct 35,"122A US HWY 84, SR 554, Abiquiu, NM, 87510",vote_center,11/04/2014
NM,county,Rio Arriba,Cebolla,Cebolla Community Center Pct 22,"US Hwy 84 5A CR 310, Cebolla, NM, 87518",polling_place,11/04/2014
NM,county,Rio Arriba,Chamita,Chamita Fire Department VCC 4 pct 5 & 37,"46 CR 56A, Chamita, NM, 87566",vote_center,11/04/2014
NM,county,Rio Arriba,Espanola,"Lucero Center Gym VCC 6 Pct 8, 9 & 12","313 N. Paseo De Onate, Espanola, NM, 87532",vote_center,11/04/2014
NM,county,Rio Arriba,Truchas,Truchas Senior Center Pct 16,"58 CR 75, Truchas, NM, 87578",polling_place,11/04/2014
NM,county,Rio Arriba,Velarde,Velarde Community Center VCC 18 Pct 38,"6 CR 60A, Velarde, NM, 87582",vote_center,11/04/2014
NM,county,Rio Arriba,Dixon,Dixon Community Center VCC 1 Pct 1 & 6,"318 ST RD 75, Dixon, NM, 87527",vote_center,11/04/2014
NM,county,Rio Arriba,Canones,Early Childhood Center Pct 27,"41 CR 197 , Canones, NM, 87516",polling_place,11/04/2014
NM,county,Rio Arriba,Dulce,"Jicarilla Apache Nation Tribal Bldg VCC 11 Pct 21, 24 & 45","25 Hawks Drive, Dulce, NM, 87528",vote_center,11/04/2014
NM,county,Rio Arriba,Espanola,"San Pedro Community Center VCC 7 Pct 10, 11 & 44","30 CR 8, Espanola, NM, 87532",vote_center,11/04/2014
NM,county,Rio Arriba,La Madera,Apache Drums VCC 12 Pct 28 & 42,"491 SR 111, La Madera, NM, 87539",vote_center,11/04/2014
NM,county,Rio Arriba,Coyote,Coyote Senior Center Pct 26,"SR 96 70 Forest Road 309, Coyote, NM, 87012",polling_place,11/04/2014
NM,county,Rio Arriba,Alcalde,Alcalde Community Center VCC 2 Pct 2 & 43,"26 CR 41A, Alcalde, NM, 87511",vote_center,11/04/2014
NM,county,Rio Arriba,Espanola,"Fairview Elementary VCC 3 Pct 3, 4 & 40","1000 Zuni Lane, Espanola, NM, 87532",vote_center,11/04/2014
NM,county,Rio Arriba,Ojo Sarco,Ojo Sarco Fire Department Pct 17,"2228 SR 76, Ojo Sarco, NM, 87521",polling_place,11/04/2014
NM,county,Rio Arriba,Ojo Caliente,Mesa Vista Middle High School Library VCC 15 Pct 32,"HWY 285 Road 111, Ojo Caliente, NM, 87549",vote_center,11/04/2014
NM,county,Rio Arriba,El Rito,El Rito Community Center VCC 14 Pct 31,"1115 SR 554, El Rito, NM, 87530",vote_center,11/04/2014
NM,county,Roosevelt,Floyd,Floyd Community Center,"1572 New Mexico Hwy 267, Floyd, NM, 88118",vote_center,11/04/2014
NM,county,Roosevelt,Elida,Elida Community Center,"704 State Street, Elida, NM, 88116",vote_center,11/04/2014
NM,county,Roosevelt,Portales,Jake Lopez Community Center,"705 East Lime Street, Portales, NM, 88130",vote_center,11/04/2014
NM,county,Roosevelt,Portales,Memorial Building,"200 E. 7th Street, Portales, NM, 88130",vote_center,11/04/2014
NM,county,Roosevelt,Dora,Dora Senior Center,"227 Avenue A, Dora, NM, 88115",vote_center,11/04/2014
NM,county,San Juan,Bloomfield,Bloomfield Cultural Center,"333 S. First St., Bloomfield, NM, 87413",vote_center,11/04/2014
NM,county,San Juan,Farmington,Farmington Civic Center,"200 W. Arrington, Farmington, NM, 87401",vote_center,11/04/2014
NM,county,San Juan,Naschitti,Naschitti Chapter Facilities,"U.S. Highway 491 Mile marker 42, Naschitti, NM, 87364",vote_center,11/04/2014
NM,county,San Juan,Farmington,Sycamore Park Community Center,"1051 Sycamore St., Farmington, NM, 87401",vote_center,11/04/2014
NM,county,San Juan,Aztec,Cedar Hill Fire Station,"#4 CR 2343 Cedar Hill, Aztec, NM, 87410",vote_center,11/04/2014
NM,county,San Juan,Shiprock,Phil Thomas Performance Hall,"U.S. Hwy 64 / W of Shiprock High School, Shiprock, NM, 87420",vote_center,11/04/2014
NM,county,San Juan,Farmington,Pinon Hills Community Church,"5101 N. Dustin Ave., Farmington, NM, 87401",vote_center,11/04/2014
NM,county,San Juan,Gadiiahi,Gadii'ahi Chapter Facilities,"11 miles NW of Shiprock, S of San Juan River, Gadiiahi, NM, 87420",vote_center,11/04/2014
NM,county,San Juan,Beclabito,Beclabito Chapter Facilities,"U.S. Hwy 64 - Mile Marker 3.5, Beclabito, NM, 86514",vote_center,11/04/2014
NM,county,San Juan,La Plata,La Plata Community Center,"1438 NM Highway 170, La Plata, NM, 87418",vote_center,11/04/2014
NM,county,San Juan,Sanostee,Tse alnaozt'i'i (SANOSTEE) Chapter Facilities,"9 miles W of U.S. Hwy 491 on Indian Svc Rt 34, Sanostee, NM, 87461",vote_center,11/04/2014
NM,county,San Juan,Aztec,SJC Fire Operations Center,"209 S. Oliver Drive, Aztec, NM, 87410",vote_center,11/04/2014
NM,county,San Juan,Bloomfield,Bloomfield City Hall,"915 N. First St., Bloomfield, NM, 87413",vote_center,11/04/2014
NM,county,San Juan,Farmington,Farmington Museum at Gateway Park,"3041 East Main Street, Farmington, NM, 87401",vote_center,11/04/2014
NM,county,San Juan,Burnham,Tiis Tsoh Sikaad Chapter Facilities (BURNHAM),"12 Miles E. of US Hwy 491, Navajo Rt. 5 & .5 Mile S. on Navajo Rt. 5080, Burnham, NM, 87325",vote_center,11/04/2014
NM,county,San Juan,Kirtland,Kirtland Youth Association,"39 Road 6500, Kirtland, NM, 87417",vote_center,11/04/2014
NM,county,San Juan,Lake Valley,Lake Valley School,"NM Highway 371 & CR 7750 MM54, Lake Valley, NM, 87313",vote_center,11/04/2014
NM,county,San Juan,Nageezi,Nageezi Chapter Facilities,"11553 NM Highway 550, Nageezi, NM, 87037",vote_center,11/04/2014
NM,county,San Juan,Aztec,Aztec Masonic Lodge,"1020 NE Aztec Blvd., Aztec, NM, 87410",vote_center,11/04/2014
NM,county,San Juan,Huerfano,Huerfano Chapter Facilities,"#536 CR 7150, Huerfano, NM, 87413",vote_center,11/04/2014
NM,county,San Juan,Sheep Springs,Sheep Springs Chapter Facilities,"1/4 mile West of Sheep Springs Store, Sheep Springs, NM, 87364",vote_center,11/04/2014
NM,county,San Juan,Kirtland,BrooksIsham Performing Arts Center,"540 Road 6100, Kirtland, NM, 87417",vote_center,11/04/2014
NM,county,San Juan,Farmington,Farmington Public Library,"2101 Farmington Ave., Farmington, NM, 87401",vote_center,11/04/2014
NM,county,San Juan,McGee Park,McGee Park,"41 Road 5568, McGee Park, NM, 87401",vote_center,11/04/2014
NM,county,San Juan,Farmington,Pinon Hills Seventh Day Adventist Church,"5001 Foothills Dr., Farmington, NM, 87402",vote_center,11/04/2014
NM,county,San Juan,Blanco,Blanco Fire Station,"7372 U.S. Highway 64, Blanco, NM, 87412",vote_center,11/04/2014
NM,county,San Juan,Two Grey Hills,Two Grey Hills Chapter Facilities,"Junction of N-19 and N-5000 - 3 miles South, Two Grey Hills, NM, 87455",vote_center,11/04/2014
NM,county,San Juan,Shiprock,CCSD Business Office,"S. of US Hwy 64-Old Shiprock High A-Gym, Shiprock, NM, 87420",vote_center,11/04/2014
NM,county,San Juan,Crystal,Crystal Chapter Facilities,"Route 134 BIA RD to MM 18, Crystal, NM, 87328",vote_center,11/04/2014
NM,county,San Juan,Newcomb,Newcomb Fire Station,"NM # 56.5 U.S. Highway 491, Newcomb, NM, 87455",vote_center,11/04/2014
NM,county,San Juan,Nenahnezad,Nenahnezad Chapter Facilities,"Between CR 6675 & N36, Nenahnezad, NM, 87416",vote_center,11/04/2014
NM,county,San Miguel,Serafina,Bernal Community Center,"26 CR B28A, Serafina, NM, 87569",polling_place,11/04/2014
NM,county,San Miguel,Ribera,Valley Jr High School Gymnasium,"85 NM Highway 484 , Ribera, NM, 87560",vote_center,11/04/2014
NM,county,San Miguel,Pecos,Pecos High School Gymnasium,"24 Panther Parkway, Pecos, NM, 87552",vote_center,11/04/2014
NM,county,San Miguel,Las Vegas,Sheridan Fire Station,"3327 Ojitos Frios Rd., Las Vegas, NM, 87701",polling_place,11/04/2014
NM,county,San Miguel,Rociada,Rociada Fire Station,"278 NM Hwy 105, Rociada, NM, 87742",polling_place,11/04/2014
NM,county,San Miguel,Anton Chico,Home of Manuel Tenorio,"6 Yellow Brick Road, Anton Chico, NM, 87711",polling_place,11/04/2014
NM,county,San Miguel,Sapello,Mike Mateo Elem School Gymnasium,"12 CR A-1, Sapello, NM, 87745",polling_place,11/04/2014
NM,county,San Miguel,Las Vegas,Tecolote Community Center,"91 CR B47A, Las Vegas, NM, 87701",polling_place,11/04/2014
NM,county,San Miguel,Las Vegas,Trujillo School House,"42 CR C51A, Las Vegas, NM, 87701",polling_place,11/04/2014
NM,county,San Miguel,Las Vegas,"Robertson HS, Mike Marr Gymnasium","1240 5th Street, Las Vegas, NM, 87701",vote_center,11/04/2014
NM,county,San Miguel,San Juan,San Juan Community Center,"121 CR B41A, San Juan, NM, 87565",polling_place,11/04/2014
NM,county,San Miguel,Las Vegas,West Las Vegas HS Gillie Lopez Gymnasium,"157 Moreno St., Las Vegas, NM, 87701",vote_center,11/04/2014
NM,county,San Miguel,Trementina,Trementina Fire Station,"9 NM Hwy 419, Trementina, NM, 88439",polling_place,11/04/2014
NM,county,San Miguel,Conchas Dam,Conchas Dam Fire Station,"101 Big Mesa Ave., Conchas Dam, NM, 88416",polling_place,11/04/2014
NM,county,Sandoval,Algodones,VCC Algodones Elementary School,"395 Calle San Jose, Algodones, NM, 87001",polling_place,11/04/2014
NM,county,Sandoval,Bernalillo,VCC Sandoval County Admin Bldg,"1500 Idalia Rd NE, Bldg D, Bernalillo, NM, 87004",polling_place,11/04/2014
NM,county,Sandoval,Placitas,VCC Las Placitas Presbyterian Church,"7 Paseo De San Antonio, Placitas, NM, 87043",polling_place,11/04/2014
NM,county,Sandoval,Zia Pueblo ,VCC Zia Pueblo Community Center,"135 Capital Square Dr., Zia Pueblo , NM, 87053",polling_place,11/04/2014
NM,county,Sandoval,San Felipe Pueblo,VCC San Felipe Pueblo Senior Center,"5 Cedar Rd., San Felipe Pueblo, NM, 87001",polling_place,11/04/2014
NM,county,Sandoval,Jemez Pueblo,VCC Community Resource Center,"129 Canal St., Jemez Pueblo, NM, 87024",polling_place,11/04/2014
NM,county,Sandoval,Rio Rancho,VCC Highlands University in Rio Rancho,"1700 Grande Ct. SE, Rio Rancho, NM, 87124",polling_place,11/04/2014
NM,county,Sandoval,Corrales,VCC Corrales Recreation Center,"500 Jones Rd., Corrales, NM, 87048",polling_place,11/04/2014
NM,county,Sandoval,Counselors,VCC Counselors Chapter House,"9828 Chapter House Rd. #14, Counselors, NM, 87018",polling_place,11/04/2014
NM,county,Sandoval,Corrales,VCC Sandia View Christian School,"24 Academy Ln., Corrales, NM, 87048",polling_place,11/04/2014
NM,county,Sandoval,Ojo Encino,VCC Ojo Encino Chapter House,"HCR 79 Box 1500, Ojo Encino, NM, 87013",polling_place,11/04/2014
NM,county,Sandoval,Rio Rancho,VCC Colinas Del Norte Elementary School,"1001 Night Sky Ave NE, Rio Rancho, NM, 87144",polling_place,11/04/2014
NM,county,Sandoval,Cochiti Lake,VCC Cochiti Lake Volunteer FireEMS,"6515-C Hoochaneetsa Blvd., Cochiti Lake, NM, 87083",polling_place,11/04/2014
NM,county,Sandoval,La Cueva,VCC La Cueva Volunteer Fire Station,"122 Twisted Juniper, La Cueva, NM, 87025",polling_place,11/04/2014
NM,county,Sandoval,La Madera,VCC La Madera Volunteer Fire Station,"672 Faith Dr., La Madera, NM, 87047",polling_place,11/04/2014
NM,county,Sandoval,Rio Rancho,VCC Rio Rancho Public Library,"755 Loma Colorado Dr., Rio Rancho, NM, 87124",polling_place,11/04/2014
NM,county,Sandoval,Sierra Los Pinos,VCC Sierra Los Pinos Volunteer Fire Station,"960 Forrest Rd. 10, Sierra Los Pinos, NM, 87025",polling_place,11/04/2014
NM,county,Sandoval,Rio Rancho,VCC Puesta Del Sol Elementary School,"450 Southern Boulevard, Rio Rancho, NM, 87124",polling_place,11/04/2014
NM,county,Sandoval,Bernalillo,VCC Sandoval County Admin Bldg D Pct 51,"1500 Idalia Rd., Bernalillo, NM, 87004",polling_place,11/04/2014
NM,county,Sandoval,Bernalillo,VCC Bernalillo Middle School,"485 Camino Don Tomas, Bernalillo, NM, 87004",polling_place,11/04/2014
NM,county,Sandoval,Rio Rancho,VCC Maggie Cordova Elementary School,"1500 Veranda SE, Rio Rancho, NM, 87124",polling_place,11/04/2014
NM,county,Sandoval,Rio Rancho,VCC Mountain View Middle School,"4101 Montreal Loop, Rio Rancho, NM, 87124",polling_place,11/04/2014
NM,county,Sandoval,Ponderosa,VCC Ponderosa Volunteer Fire Station,"4252 Highway 290, Ponderosa, NM, 87044",polling_place,11/04/2014
NM,county,Sandoval,Rio Rancho,VCC Vista Grande Elementary School,"7001 Chayote Rd NE, Rio Rancho, NM, 87144",polling_place,11/04/2014
NM,county,Sandoval,Cochiti Pueblo,VCC Cochiti Pueblo Community Center,"255 Cochiti St., Cochiti Pueblo, NM, 87041",polling_place,11/04/2014
NM,county,Sandoval,San Ysidro,VCC San Ysidro Public Safety Training Room,"372 Highway 4, San Ysidro, NM, 87053",polling_place,11/04/2014
NM,county,Sandoval,Rio Rancho,VCC Cielo Azul Elementary School,"3804 Shiloh Rd., Rio Rancho, NM, 87144",polling_place,11/04/2014
NM,county,Sandoval,Canon,VCC Jemez Valley Community Center,"8154 Highway 4, Canon, NM, 87024",polling_place,11/04/2014
NM,county,Sandoval,La Jara,VCC La Jara Volunteer Fire Station,"108 County Rd. 496, La Jara, NM, 87013",polling_place,11/04/2014
NM,county,Sandoval,Rio Rancho,VCC Rio Rancho Middle School,"1600 Loma Colorado Blvd., Rio Rancho, NM, 87124",polling_place,11/04/2014
NM,county,Sandoval,Santo Domingo Pueblo,VCC Santo Domingo Pueblo Community Center,"1 Tesuque St., Santo Domingo Pueblo, NM, 87052",polling_place,11/04/2014
NM,county,Sandoval,Rio Rancho,VCC Meadowlark Senior Center,"4330 Meadowlark Ln SE, Rio Rancho, NM, 87124",polling_place,11/04/2014
NM,county,Sandoval,Torreon,VCC Torreon Chapter House,"Highway 197, Torreon, NM, 87013",polling_place,11/04/2014
NM,county,Sandoval,Pena Blanca,VCC Pena Blanca Community Center,"778 Highway 22, Pena Blanca, NM, 87041",polling_place,11/04/2014
NM,county,Santa Fe,Pojoaque,POJOAQUE MIDDLE SCHOOL,"1797 STATE RD 502, Pojoaque, NM, 87506",vote_center,11/04/2014
NM,county,Santa Fe,Glorieta,GLORIETA PASS FIRE STATION #2,"366 OLD DENVER HIGHWAY, Glorieta, NM, 87535",vote_center,11/04/2014
NM,county,Santa Fe,Cerrillos,ST JOSEPH'S PARISH HALL,"2 E WALDO ST, Cerrillos, NM, 87010",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,NAMBE COMMUNITY CENTER,"180 A STATE RD 503, Santa Fe, NM, 87506",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,AMY BIEHL COMMUNITY SCHOOL,"301 AVENIDA DEL SUR, Santa Fe, NM, 87508",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,EL RANCHO SENIOR CENTER,"394 COUNTY RD 84, Santa Fe, NM, 87506",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,SAN ILDEFONSO PUEBLO VISITOR CENTER,"74 POVI KAA DR, Santa Fe, NM, 87506",vote_center,11/04/2014
NM,county,Santa Fe,Chimayo,BENNY J CHAVEZ COMMUNITY CENTER,"354 A JUAN MEDINA RD, Chimayo, NM, 87522",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,LA CIENEGA COMMUNITY CENTER ,"136 Camino San Jose, Santa Fe, NM, 87507",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,ST JOHN'S METHODIST CHURCH,"1200 Old Pecos Trail, Santa Fe, NM, 87505",vote_center,11/04/2014
NM,county,Santa Fe,GALISTEO,GALISTEO COMMUNITY CENTER,"35 AVENIDA VIEJA, GALISTEO, NM, 87540",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,HONDO FIRE STATION #2,"645 OLD LAS VEGAS HWY, Santa Fe, NM, 87508",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,MONTEZUMA LODGE,"431 PASEO DE PERALTA, Santa Fe, NM, 87501",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,NAMBE PUEBLO TRIBAL ADMINISTRATIVE BUILDING,"15 Bayay Poe, Santa Fe, NM, 87506",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,MAX COLL CORRIDOR COMMUNITY CENTER,"16 AVENIDA TORREON, Santa Fe, NM, 87508",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,SANTA FE COUNTY FAIR BUILDING,"3229 RODEO RD, Santa Fe, NM, 87507",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,TESUQUE ELEMENTARY SCHOOL,"1555 BISHOPS LODGE RD, Santa Fe, NM, 87506",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,TESUQUE PUEBLO INTERGENERATIONAL CENTER,"39 TP 804, Santa Fe, NM, 87506",vote_center,11/04/2014
NM,county,Santa Fe,Stanley,STANLEY CYCLONE CENTER,"22 W KINSELL AVE, Stanley, NM, 87056",vote_center,11/04/2014
NM,county,Santa Fe,Santa Fe,TURQUOISE TRAIL CHARTER ELEMENTARY SCHOOL,"13 A SAN MARCOS LOOP, Santa Fe, NM, 87508",vote_center,11/04/2014
NM,county,Sierra,T or C,Ken James Senior Center,"Hwy 187, T or C, NM, 87901",vote_center,11/04/2014
NM,county,Sierra,Hillsboro,Hillsboro Community Center,"Elenora Street (BLK 6 Lots 3, 8, 11 &12), Hillsboro, NM, 88042",vote_center,11/04/2014
NM,county,Sierra,T or C,Civic Center,"400 W. 4th Street, T or C, NM, 87901",vote_center,11/04/2014
NM,county,Sierra,Caballo,Caballo Fire Station,"Hwy 187, Caballo, NM, 87931",vote_center,11/04/2014
NM,county,Sierra,Monticello,Monticello Fire Station,"State Hwy 142, Monticello, NM, 87939",vote_center,11/04/2014
NM,county,Sierra,Winston,Winston Fire Station,"10 Hwy 52, Winston, NM, 87943",vote_center,11/04/2014
NM,county,Sierra,T or C,Albert J Lyons Events,"2953 South Broadway, T or C, NM, 87901",vote_center,11/04/2014
NM,county,Sierra,Elephant Butte,Elephant Butte Community Center,"103 Rio Grand Street, Elephant Butte, NM, 87935",vote_center,11/04/2014
NM,county,Socorro,Socorro,Socorro Teen Center-VCC2,"1002 Ake Avenue, Socorro, NM, 87801",vote_center,11/04/2014
NM,county,Socorro,Socorro,Socorro County Annex-VCC1,"198 Neel Avenue, Socorro, NM, 87801",vote_center,11/04/2014
NM,county,Taos,Taos,Taos Middle School,"213 Paseo del Canon, Taos, NM, 87571",polling_place,11/04/2014
NM,county,Taos,El Prado,Los Cordovas Community Center ,"60 Los Cordovas Rd, El Prado, NM, 87529",polling_place,11/04/2014
NM,county,Taos,Questa,Alta Vista Middle School #5,"4 Wildcat Rd Hwy 522, Questa, NM, 87556",polling_place,11/04/2014
NM,county,Taos,Ranchos de Taos,Ranchos Elementary School #19,"200 Sanders Lane, Ranchos de Taos, NM, 87557",polling_place,11/04/2014
NM,county,Taos,Costilla,Costilla Elementary School,"# 14 Garcia Rd, Costilla, NM, 87524",polling_place,11/04/2014
NM,county,Taos,Taos Ski Valley,Inn Taos Ski Valley,"1314 St Hwy 150, Taos Ski Valley, NM, 87525",polling_place,11/04/2014
NM,county,Taos,Penasco,Rio Lucio Community Center,"1264 St Rd 75, Penasco, NM, 87553",polling_place,11/04/2014
NM,county,Taos,Taos,Christian Academy Gymnasium #18,"814 Witt Road, Taos, NM, 87571",polling_place,11/04/2014
NM,county,Taos,Taos,BLM Rio Grande Gorge Visitor Center,"2873 North St Rd 68, Taos, NM, 87571",polling_place,11/04/2014
NM,county,Taos,Vadito,Vadito Community Center #26,"5 Picuris Rd, Vadito, NM, 87579",polling_place,11/04/2014
