county_name,municipality,precinct_id,name,address
HARRISON,STONEWOOD,4,NORWOOD GRADE SCHOOL,"208 KIDD AVE, STONEWOOD, WV 26301"
HARRISON,STONEWOOD,5,STONEWOOD TOWN HALL,"112 SOUTHERN AVE, STONEWOOD, WV 26301"
HARRISON,NUTTER FORT,6,NUTTER FORT FIRE DEPT,"1415 BUCKHANNON PIKE, NUTTER FORT, WV 26301"
HARRISON,CLARKSBURG,9,EAST CLARKSBURG BAPTIST CHURCH,"1225 E MAIN ST, CLARKSBURG, WV 26301"
HARRISON,CLARKSBURG,10,EAST VIEW PSD,"629 PHILIPPI PIKE, CLARKSBURG, WV 26301"
HARRISON,CLARKSBURG,14,KELLY MILLER COMMUNITY BLDG,"408 E B SAUNDERS WAY, CLARKSBURG, WV 26301"
HARRISON,CLARKSBURG,19,IMMACULATE CONCEPTION PARISH CENTER,"150 S. MAPLE AVE, CLARKSBURG, WV 26301"
HARRISON,CLARKSBURG,28,SALVATION ARMY ACTIVITIES CNTR,"1000 SOUTH CHESTNUT ST, CLARKSBURG, WV 26301"
HARRISON,CLARKSBURG,33,DUFF ST METH. CHURCH ED BLDG,"401 DUFF AVE, CLARKSBURG, WV 26301"
HARRISON,CLARKSBURG,34,DUFF ST METH. CHURCH ED BLDG,"401 DUFF AVE, CLARKSBURG, WV 26301"
HARRISON,FAIRMONT,43,COON'S RUN BAPTIST CHURCH,"2142 ADAMSVILLE RD, FAIRMONT, WV 26431"
HARRISON,SHINNSTON,44,BETHLEHEM PRESBYTERIAN CHURCH,"26 BETHLEHEM ST, SHINNSTON, WV 26431"
HARRISON,BRIDGEPORT,45,SALTWELL RD CHURCH,"5079 SALTWELL RD, BRIDGEPORT, WV 26330"
HARRISON,SHINNSTON,46,LINCOLN HIGH SCHOOL,"100 JERRY TOTH DR, SHINNSTON, WV 26431"
HARRISON,SHINNSTON,48,BIG ELM ELEMENTARY,"200 TETRICK RD, SHINNSTON, WV 26431"
HARRISON,SHINNSTON,50,ST ANN'S PARISH HALL,"610 PIKE ST, SHINNSTON, WV 26431"
HARRISON,SHINNSTON,51,WOMENS CLUB HOUSE,"40 BRIDGE STREET, SHINNSTON, WV 26431"
HARRISON,SHINNSTON,52,LINCOLN HIGH SCHOOL,"100 JERRY TOTH DR, SHINNSTON, WV 26431"
HARRISON,SHINNSTON,53,OTTERBEIN UM CHURCH,"800 CLARK ST, SHINNSTON, WV 26431"
HARRISON,REYNOLDSVILLE,59,REYNOLDSVILLE BAPTIST CHURCH,"3043 WILSONBURG RD, REYNOLDSVILLE, WV 26422"
HARRISON,CLARKSBURG,61,WILSONBURG GRADE SCHOOL,"1040 WILSONBURG RD, CLARKSBURG, WV 26301"
HARRISON,CLARKSBURG,62,UNITED HIGH SCHOOL,"1349 SHINNSTON PIKE, CLARKSBURG, WV 26301"
HARRISON,SPELTER,63,SPELTER FIRE DEPARTMENT,"55 B STREET, SPELTER, WV 26438"
HARRISON,CLARKSBURG,66,SUMMIT PARK BAPTIST CHURCH FELLOWSHIP BLDG,"24 MONARCH ST, (SUMMIT PARK), CLARKSBURG, WV 26301"
HARRISON,CLARKSBURG,68,KNIGHTS OF COLUMBUS,"334 EAST PIKE ST, CLARKSBURG, WV 26301"
HARRISON,CLARKSBURG,74,UNITED METHODIST TEMPLE,"665 LOCUST AVE, CLARKSBURG, WV 26301"
HARRISON,CLARKSBURG,78,EMMANUEL BAPTIST CHURCH,"1318 N 16TH ST, CLARKSBURG, WV 26301"
HARRISON,CLARKSURG,80,ST JAMES SCHOOL GYM,"1300 N 21ST ST, CLARKSURG, WV 26301"
HARRISON,CLARKSBURG,82,ADAMSTON ELEMENTARY,"1636 W PIKE ST, CLARKSBURG, WV 26301"
HARRISON,CLARKSBURG,87,CHRISTIAN APOSTOLIC CHURCH,"334 GLEN FALLS RD, (ARLINGTON), CLARKSBURG, WV 26301"
HARRISON,LUMBERPORT,92,LUMBERPORT COMMUNITY CENTER,"121 GEORGE ST, LUMBERPORT, WV 26386"
HARRISON,LUMBERPORT,95,TEN MILE BAPTIST CHURCH,"1293 WALLACE PIKE, LUMBERPORT, WV 26386"
HARRISON,LUMBERPORT,96,LUMBERPORT BAPTIST CHURCH,"1403 MAIN ST, LUMBERPORT, WV 26386"
HARRISON,SHINNSTON,98,PINE BLUFF  COMMUNITY BUILDING,"1280 PINE BLUFF RD, SHINNSTON, WV 26431"
HARRISON,MT CLARE,102,QUIET DELL METHODIST CHURCH,"96 TRINITY RD, MT CLARE, WV 26408"
HARRISON,LOST CREEK,103,MONROE CHAPEL,"352 BISETOWN RD, LOST CREEK, WV 26385"
HARRISON,LOST CREEK,104,JOHNSTOWN COMMUNITY CNTR,"208 COLE MOUNTAIN RD, LOST CREEK, WV 26385"
HARRISON,MT CLARE,106,MT CLARE UNITED METHODIST CHURCH,"29 CHUB RUN RD, MT CLARE, WV 26408"
HARRISON,LOST CREEK,107,LOST CREEK COMMUNITY BLDG,"104 RAILROAD ST, LOST CREEK, WV 26385"
HARRISON,LOST CREEK,108,LOST CREEK COMMUNITY BLDG,"104 RAILROAD ST, LOST CREEK, WV 26385"
HARRISON,LOST CREEK,110,SOUTH HARRISON HIGH SCHOOL,"3073 HAWK HIGHWAY, LOST CREEK, WV 26385"
HARRISON,CLARKSBURG,114,SARDIS COMMUNITY BUILDING,"48 COMMUINTY LANE, CLARKSBURG, WV 26301"
HARRISON,WALLACE,118,WALLACE UNITED METHODIST CHURCH,"56 MIDDLEBOURNE RD, WALLACE, WV 26448"
HARRISON,BRIDGEPORT,120,LIFE BUILDERS FELLOWSHIP CHURCH,"82 GRACE POINTE DRIVE, BRIDGEPORT, WV 26330"
HARRISON,ANMMORE,121,ANMOORE CITY BUILDING,"515 W MAIN ST, PO BOX 178, ANMMORE, WV 26323"
HARRISON,BRIDGEPROT,122,HERITAGE CHRISTIAN SCHOOL,"225 NEWTON AVE, BRIDGEPROT, WV 26330"
HARRISON,BRIDGEPORT,123,SIMPSON CREEK BAPTIST(Youth Bldg),"231 WEST PHILA AVE, BRIDGEPORT, WV 26330"
HARRISON,BRIDGEPORT,125,SIMPSON GRADE SCHOOL,"250 WORTHINGTON DR, BRIDGEPORT, WV 26330"
HARRISON,BRIDGEPORT,126,JOHNSON GRADE SCHOOL,"531 JOHNSON AVE, BRIDGEPORT, WV 26330"
HARRISON,BRIDGEPORT,128,MAPLE LAKE CLUB HOUSE,"1041 MAPLE LAKE RD, BRIDGEPORT, WV 26330"
HARRISON,BRIDGEPORT,129,BRIDGEPORT HIGH CAFETERIA,"515 JOHNSON AVE, BRIDGEPORT, WV 26330"
HARRISON,SALEM,130,SALEM UNITED METHODIST CHURCH,"260 E MAIN ST, SALEM, WV 26426"
HARRISON,SALEM,132,SEVENTH DAY BAPTIST CHURCH,"171 E MAIN ST, SALEM, WV 26426"
HARRISON,BRISTOL,133,LAKE FLOYD CLUB HOUSE GR FLOOR,"581 LAKE FLOYD CIRCLE, BRISTOL, WV 26426"
HARRISON,SALEM,134,COPLIN UNITED METHODIST CHURCH,"744-B2 JARVISVILLE RD, SALEM, WV 26426"
HARRISON,SALEM,135,MARSHVILLE COMMUNITY CNTR,"3379 MARSHVILLE RD, SALEM, WV 26426"
HARRISON,SALEM,136,VAN HORN ANNEX BLDG,"229 W MAIN ST, SALEM, WV 26426"
HARRISON,SALEM,137,VAN HORN ANNEX BLDG,"229 W MAIN ST, SALEM, WV 26426"
HARRISON,Lost Creek,143,NEW BETHEL METHODIST CHURCH,"Rt 1 Box 157, (Rt 19 Good Hope), Lost Creek, WV 26385"
HARRISON,WEST MILFORD,144,WEST MILFORD COMMUNITY CENTER,"925 LIBERTY ST, WEST MILFORD, WV 26451"
HARRISON,CLARKSBURG,145,SYCAMORE UNITED METHODIST CHURCH,"1578 SYCAMORE RD, CLARKSBURG, WV 26301"
HARRISON,BRIDGEPORT,129B,BRIDGEPORT HIGH CAFETERIA,"515 JOHNSON AVE, BRIDGEPORT, WV 26330"
HARRISON,BRIDGEPORT,129C,JOHNSON GRADE SCHOOL,"531 JOHNSON AVE, BRIDGEPORT, WV 26330"
HARRISON,WEST MILFORD,144A,WEST MILFORD COMMUNITY CENTER,"925 LIBERTY ST, WEST MILFORD, WV 26451"
HARRISON,CLARKSBURG,36A,OAKMOUND APARTMENTS,"1100 OAKMOUND DR, CLARKSBURG, WV 26301"
JACKSON,RAVENSWOOD,1,MILHOAN-COLEMAN CHAPEL CHURCH ACT. BLDG,"200 MILHOAN RIDGE RD, RAVENSWOOD, WV 26164"
JACKSON,RAVENSWOOD,2,RARDIN - LITTLE SANDY COMMUNITY BUILDING,"6051 LITTLE SANDY RD, RAVENSWOOD, WV 26164"
JACKSON,SANDYVILLE,3,LYNN VALLEY/ODAVILLE-GILMORE GRADE SCHOOL,"7412 PARKERSBURG RD, SANDYVILLE, WV 25275"
JACKSON,RAVENSWOOD,4,TURKEY RUN-RAVENSWOOD MIDDLE SCHOOL-SYCAMORE ST,"409 SYCAMORE ST, RAVENSWOOD, WV 26164"
JACKSON,RAVENSWOOD,5,COMMUNITY BLDG/DINING ROOM MULBERRY ST,"300 HENRIETTA ST, RAVENSWOOD, WV 26164"
JACKSON,RAVENSWOOD,6,N. RAVENSWOOD-HENRY J. KAISER ELEM. SCHOOL,"803 KAISER AVE, RAVENSWOOD, WV 26164"
JACKSON,RAVENSWOOD,7,HIGH SCHOOL-RAVENSWOOD H S LOBBY,"1 PLAZA DR, RAVENSWOOD, WV 26164"
JACKSON,RAVENSWOOD,8,OLD HIGH SCHOOL - RAVENSWOOD MIDDLE SCHOOL,"409 SYCAMORE ST, RAVENSWOOD, WV 26164"
JACKSON,RAVENSWOOD,9,SCHOOL HOUSE - SUNSHINE SCHOOL,"409 SYCAMORE ST, RAVENSWOOD, WV 26164"
JACKSON,RAVENSWOOD,10,SILVERTON - SILVERTON FIRE DEPARTMENT,"3562 GREENHILLS RD, RAVENSWOOD, WV 26164"
JACKSON,SANDYVILLE,11,SANDYVILLE - GILMORE GRADE SCHOOL,"7412 PARKERSBURG RD, SANDYVILLE, WV 25275"
JACKSON,MILLWOOD,12,OHIO VALLEY - JACKSON COUNTY AIRPORT,"912 AIRPORT RD, MILLWOOD, WV 25262"
JACKSON,RAVENSWOOD,13,HEMLOCK/EASTWOOD-EASTWOOD SCHOOL,"1 GRADE SCHOOL RD, RAVENSWOOD, WV 26164"
JACKSON,COTTAGEVILLE,14,MT ALTO - COTTAGEVILLE FIRE DEPARTMENT,"15 FIREHOUSE LN, COTTAGEVILLE, WV 25239"
JACKSON,COTTAGEVILLE,15,COTTAGEVILLE-COTTAGEVILLE GRADE SCHOOL,"270 2ND ST, COTTAGEVILLE, WV 25239"
JACKSON,EVANS,16,EVANS - EVANS ELEMENTARY SCHOOL,"205 SCHOOL HOUSE DR, EVANS, WV 25241"
JACKSON,RIPLEY,17,SYCAMORE - RIPLEY MIDDLE SCHOOL,"1 WEST SCHOOL ST, RIPLEY, WV 25271"
JACKSON,RIPLEY,18,GIVEN/ROCKCASTLE/FAIRPLAIN ELEMENTARY ,"51 PANTHER DR, RIPLEY, WV 25271"
JACKSON,RIPLEY,19,WEST FAIRPLAIN - FAIRPLAIN ELEMENTARY SCHOOL,"51 PANTHER DR, RIPLEY, WV 25271"
JACKSON,RIPLEY,20,COURTHOUSE-JACKSON COUNTY COURTHOUSE,"100 COURT ST, RIPLEY, WV 25271"
JACKSON,RIPLEY,21,SCHOOLHOUSE-RIPLEY CITY BLDG-DWNSTAIRS,"203 S CHURCH ST, RIPLEY, WV 25271"
JACKSON,RIPLEY,22,HIGH SCHOOL - RIPLEY HIGH SCHOOL,"2 E SCHOOL ST, RIPLEY, WV 25271"
JACKSON,RIPLEY,23,ROLLINS - RIPLEY CITY BUILDING - UPSTAIRS,"203 S CHURCH ST, RIPLEY, WV 25271"
JACKSON,RIPLEY,24,MILL CREEK - RIPLEY HIGH SCHOOL ANNEX,"2 E SCHOOL ST, RIPLEY, WV 25271"
JACKSON,LEROY,25,BAPTIST GROVE - ROANE- JACKSON TECH. CENTER,"9450 SPENCER RD, LEROY, WV 25252"
JACKSON,GAY,26,GAY - COMMUNITY CENTER OF GAY,"1082 FAIRVIEW RD, GAY, WV 25244"
JACKSON,RIPLEY,27,FAIRPLAIN - FAIRPLAIN ELEMENTARY SCHOOL,"51 PANTHER DR, RIPLEY, WV 25271"
JACKSON,RIPLEY,28,STATTS MILL-SINIAVILLE METHODIST CHURCH BASEMENT,"5454 STATTS MILL RD, RIPLEY, WV 25271"
JACKSON,KENNA,29,KENNA - KENNA ELEMENTARY SCHOOL,"275 BUSINESS PARK DR, KENNA, WV 25248"
JACKSON,KENNA,30,BELGROVE/KENTUCK STAR-KENTUCK COMM. BLDG,"5257 KENTUCK RD, KENNA, WV 25248"
JACKSON,KENNA,31,DUDEON/GOFF-PLEASANT VIEW CHURCH ACT. BLDG,"3398 FISHER RIDGE RD, KENNA, WV 25248"
JEFFERSON,CHARLES TOWN,2,WRIGHT DENNY ELEMENTARY SCHOOL,"209 W CONGRESS ST, CHARLES TOWN, WV 25414"
JEFFERSON,CHARLES TOWN,3,CHARLES TOWN BAPTIST CHURCH,"203 E CONGRESS ST, CHARLES TOWN, WV 25414"
JEFFERSON,RANSON,6,SENIOR CENTER,"103 W 5TH AVE, RANSON, WV 25438"
JEFFERSON,RANSON,7,RANSON ELEMENTARY SCHOOL,"600 N PRESTON ST, RANSON, WV 25438"
JEFFERSON,SHENANDOAH JCT,12,JEFFERSON HIGH SCHOOL,"4141 FLOWING SPRINGS RD, SHENANDOAH JCT, WV 25442"
JEFFERSON,HARPERS FERRY,13,CW SHIPLEY ELEMENTARY SCHOOL,"652 SHIPLEY SCHOOL RD, HARPERS FERRY, WV 25425"
JEFFERSON,HARPERS FERRY,14,CAMP HILL WESLEY UNITED METHOD,"645 WASHINGTON ST, HARPERS FERRY, WV 25425"
JEFFERSON,HARPERS FERRY,15,HARPERS FERRY MIDDLE SCHOOL,"1710 W WASHINGTON ST, HARPERS FERRY, WV 25425"
JEFFERSON,CHARLES TOWN,16,OAKLAND METHODIST CHURCH,"70 OAKLAND TER, CHARLES TOWN, WV 25414"
JEFFERSON,HARPERS FERRY,17,BLUE RIDGE MOUNTAIN FIRE HALL,"181 KEYES GAP RD, HARPERS FERRY, WV 25425"
JEFFERSON,CHARLES TOWN,19,CHARLES TOWN MIDDLE SCHOOL,"193 HIGH STREET, CHARLES TOWN, WV 25414"
JEFFERSON,CHARLES TOWN,20,CITIZENS FIRE COMPANY,"245 CITIZENS WAY, CHARLES TOWN, WV 25414"
JEFFERSON,SUMMIT POINT,22,SUMMIT POINT BAPTIST CHURCH,"96 HAWTHORNE AVE, SUMMIT POINT, WV 25446"
JEFFERSON,CHARLES TOWN,24,WASHINGTON HIGH SCHOOL,"300 WASHINGTON PATRIOTS DR, CHARLES TOWN, WV 25414"
JEFFERSON,KEARNEYSVILLE,26,LEETOWN METHODIST CHURCH,"11133 LEETOWN RD, KEARNEYSVILLE, WV 25430"
JEFFERSON,KEARNEYSVILLE,27,NORTH JEFFERSON ELEMENTARY,"6996 CHARLES TOWN RD, KEARNEYSVILLE, WV 25430"
JEFFERSON,RANSON,28,FIRST BAPTIST CHURCH,"614 LONE OAK RD, RANSON, WV 25438"
JEFFERSON,SHENANDOAH JCT,29,TA LOWERY ELEMENTARY,"103 SHENANDOAH JCT RD, SHENANDOAH JCT, WV 25442"
JEFFERSON,SHEPHERDSTOWN,31,COVENANT BAPTIST CHURCH,"7485 SHEPHERDSTOWN PIKE, SHEPHERDSTOWN, WV 25443"
JEFFERSON,BAKERTON,32,BAKERTON METHODIST CHURCH,"855 CARTER AVE, BAKERTON, WV 25410"
JEFFERSON,SHEPHERDSTOWN,33,TRINITY EPISCOPAL CHURCH,"208 W GERMAN ST, SHEPHERDSTOWN, WV 25443"
JEFFERSON,SHEPHERDSTOWN,34,SHEPHERDSTOWN ELEMENTARY,"662 S CHURCH ST, SHEPHERDSTOWN, WV 25443"
JEFFERSON,SHENANDOAH JCT,04A,FELLOWSHIP BIBLE CHURCH,"160 DANIEL RD, SHENANDOAH JCT, WV 25442"
JEFFERSON,SHENANDOAH JCT,04B,FELLOWSHIP BIBLE CHURCH,"160 DANIEL RD, SHENANDOAH JCT, WV 25442"
JEFFERSON,HARPERS FERRY,21A,BLUE RIDGE ELEMENTARY SCHOOL,"18866 CHARLES TOWN RD, HARPERS FERRY, WV 25425"
JEFFERSON,HARPERS FERRY,21B,BLUE RIDGE ELEMENTARY SCHOOL,"18866 CHARLES TOWN RD, HARPERS FERRY, WV 25425"
JEFFERSON,KEARNEYSVILLE,23A,JEFFERSON ACADEMY ,"449 ROSE HILL DR, KEARNEYSVILLE, WV 25430"
JEFFERSON,KEARNEYSVILLE,23B,JEFFERSON ACADEMY,"449 ROSE HILL DR, KEARNEYSVILLE, WV 25430"
JEFFERSON,SUMMIT POINT,25A,SOUTH JEFFERSON ELEMENTARY,"4599 SUMMIT POINT RD, SUMMIT POINT, WV 25446"
JEFFERSON,SUMMIT POINT,25B,SOUTH JEFFERSON ELEMENTARY,"4599 SUMMIT POINT RD, SUMMIT POINT, WV 25446"
JEFFERSON,SHEPHERDSTOWN,35A,SHEPHERDSTOWN FIRE HALL,"8052 MARTINSBURG PIKE, SHEPHERDSTOWN, WV 25443"
JEFFERSON,SHEPHERDSTOWN,35B,SHEPHERDSTOWN FIRE HALL,"8052 MARTINSBURG PIKE, SHEPHERDSTOWN, WV 25443"
KANAWHA,LONDON,103,WASH. HIGH COMM CNTR,"24 WYATT ST, LONDON, WV 25126"
KANAWHA,GLASGOW,105,GLASGOW CITY HALL,"129 4TH AVE, GLASGOW, WV 25086"
KANAWHA,CEDAR GROVE,106,CEDAR GROVE COMM. SCHOOL,"200 JOHN ST, CEDAR GROVE, WV 25039"
KANAWHA,MAMMOTH,108,MAMMOTH ADVENT CHRISTIAN CHURCH,"6333 KELLEYS CREEK RD, MAMMOTH, WV 25012"
KANAWHA,CHARLESTON,109,LOUDENDALE COMMUNITY CENTER,"123 SELBE LN, CHARLESTON, WV 25314"
KANAWHA,DIAMOND,110,MIDLAND TRAIL ELEM. SCHOOL,"200 FERRY ST, DIAMOND, WV 25015"
KANAWHA,BELLE,111,BELLE ELEMENTARY,"401 E 6TH ST, BELLE, WV 25015"
KANAWHA,BELLE,112,BELLE ELEMENTARY,"401 E 6TH ST, BELLE, WV"
KANAWHA,BELLE,114,DUPONT MIDDLE SCHOOL,"301 WEST 34TH ST, BELLE, WV 25015"
KANAWHA,CHARLESTON,115,RAND COMMUNITY CENTER,"5701 CHURCH DR, CHARLESTON, WV 25306"
KANAWHA,CHARLESTON,117,MALDEN ELEMENTARY,"4001 SALINAS DR, CHARLESTON, WV 25306"
KANAWHA,TAD,118,MARY INGLES ELEMENTARY,"559 BIG BOTTOM BOLLOW RD, TAD, WV 25201"
KANAWHA,TAD,119,MARY INGLES ELEM,"559 BIG BOTTOM HOLLOW RD, TAD, WV 25201"
KANAWHA,TAD,120,MARY INGLES ELEM,"559 BIG BOTTOM HOLLOW RD, TAD, WV 25201"
KANAWHA,CHARLESTON,123,MALDEN ELEMENTARY,"4001 SALINAS DR, CHARLESTON, WV 25306"
KANAWHA,MONTGOMERY,131,MONTGOMERY CITY HALL,"706 3RD AVE, MONTGOMERY, WV 25136"
KANAWHA,HANDLEY,133,HANDLEY COMMUNITY BLDG.,"27506 2ND. AVENUE, HANDLEY, WV 25102"
KANAWHA,PRATT,134,PRATT TOWN HALL,"200 CENTER ST, PRATT, WV 25162"
KANAWHA,PRATT,136,PRATT ELEMENTARY SCHOOL,"201 PRATT AVE, PRATT, WV 25162"
KANAWHA,EAST BANK,138,EAST BANK MIDDLE SCHOOL,"130 BRANNON ST, EAST BANK, WV 25067"
KANAWHA,ESKDALE,140,CABIN CREEK VOL. FIRE DEPT.,"10217 CABIN CREEK RD, ESKDALE, WV 25075"
KANAWHA,MIAMI,142,SHARON DAWES ELEMENTARY,"5118 CABIN CREEK RD, MIAMI, WV 25134"
KANAWHA,DRY BRANCH,145,FREEWILL BAPTIST CHURCH,"179 PARROT HEAD LN, CHURCH ACTIVITIES BLDG., DRY BRANCH, WV 25061"
KANAWHA,"CHELYAN,",147,Chelyan Methodist Church,"105 CHURCH STREET, CHELYAN,, WV 25305"
KANAWHA,WINIFREDE,148,OLD GLORY FREEWILL BAPTIST C.,"87 OLD GLORY LN, WINIFREDE, WV 25214"
KANAWHA,CHESAPEAKE,149,CHESAPEAKE ELEMENTARY,"13620 MACCORKLE AVE, CHESAPEAKE, WV 25315"
KANAWHA,CHESAPEAKE,150,CHESAPEAKE CITY HALL,"12404 MACCORKLE AVE, CHESAPEAKE, WV 25315"
KANAWHA,CHESAPEAKE,151,CHESAPEAKE CITY HALL,"12404 MACCORKLE AVE, CHESAPEAKE, WV 25315"
KANAWHA,MARMET,152,MARMET RECREATION BUILDING,"8405 MACCORKLE AVE, MARMET, WV 25315"
KANAWHA,HERNSHAW,158,HERNSHAW METHODIST CHURCH,"2827 LENS CREEK RD, HERNSHAW, WV"
KANAWHA,CHARLESTON,160,KANAWHA CITY ELEMENTARY,"3601 STAUNTON AVE, CHARLESTON, WV 25304"
KANAWHA,CHARLESTON,161,HORACE MANN MIDDLE SCHOOL,"4302 MACCORKLE AVE , CHARLESTON, WV 25304"
KANAWHA,CHARLESTON,163,HORACE MANN MIDDLE SCHOOL,"4302 MACCORKLE AVE , CHARLESTON, WV 25304"
KANAWHA,CHARLESTON,164,CHAMBERLAIN ELEMENTARY,"4901 VENABLE AVE, CHARLESTON, WV 25304"
KANAWHA,CHARLESTON,165,CHAMBERLAIN ELEMENTARY,"4901 VENABLE AVE, CHARLESTON, WV 25304"
KANAWHA,CHARLESTON,166,MARTIN LUTHER KING COMMUNITY CENTER,"22 DONNALLY STREET, CHARLESTON, WV 25301"
KANAWHA,CHARLESTON,167,KANAWHA CHAS. HEALTH DEPT,"108 LEE ST E, CHARLESTON, WV 25301"
KANAWHA,CHARLESTON,168,GARNET ADULT CENTER,"422 DICKINSON ST, CHARLESTON, WV 25301"
KANAWHA,CHARLESTON,169,PIEDMONT ELEMENTARY,"203 BRADFORD ST, CHARLESTON, WV 25301"
KANAWHA,CHARLESTON,170,TERRACE PARK EAST,"2106 KANAWHA BLVD, CHARLESTON, WV 25311"
KANAWHA,CHARLESTON,172,GARNET ADULT CENTER,"422 DICKINSON ST, CHARLESTON, WV 25301"
KANAWHA,CHARLESTON,174,CARROLL TERRACE,"1546 KANAWHA BLVD, CHARLESTON, WV 25311"
KANAWHA,CHARLESTON,175,RUFFNER ELEMENTARY,"809 LITZ DR, CHARLESTON, WV 25311"
KANAWHA,CHARLESTON,178,RUFFNER ELEMENTARY,"809 LITZ DR, CHARLESTON, WV 25311"
KANAWHA,CHARLESTON,179,RUFFNER ELEMENTARY,"809 LITZ DR, CHARLESTON, WV 25311"
KANAWHA,SO CHARLESTON,202,RUTHLAWN ELEMENTARY,"736 RUTHDALE RD, SO CHARLESTON, WV 25309"
KANAWHA,SO CHARLESTON,203,RUTHLAWN ELEMENTARY,"736 RUTHDALE RD, SO CHARLESTON, WV 25309"
KANAWHA,SO CHARLESTON,205,ALUM CREEK ELEMENTARY,"4540 BROUNLAND RD, SO CHARLESTON, WV 25309"
KANAWHA,SO CHARLESTON,206,RUTHLAWN ELEMENTARY,"736 RUTHDALE RD, SO CHARLESTON, WV 25309"
KANAWHA,CHARLESTON,207,KENNA ELEMENTARY,"198 EUREKA RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,208,WEBERWOOD FIRE STATION,"1121 WEBERWOOD DRIVE, CHARLESTON, WV 25303"
KANAWHA,SO CHARLESTON,217,SOUTH CHARLESTON CITY ANNEX,"238 4TH AVE, SO CHARLESTON, WV 25303"
KANAWHA,SO CHARLESTON,223,FIRST UNITED METHODIST CHURCH,"905 GLENDALE AVE, SO CHARLESTON, WV 25303"
KANAWHA,SO CHARLESTON,226,FIRST UNITED METHODIST CHURCH,"905 GLENDALE AVE, SO CHARLESTON, WV 25303"
KANAWHA,SO CHARLESTON,227,MONTROSE ELEMENTARY,"631 MONTROSE DR, SO CHARLESTON, WV 25303"
KANAWHA,SO CHARLESTON,233,WEBERWOOD ELEMENTARY,"732 GORDON DR, SO CHARLESTON, WV 25303"
KANAWHA,SO CHARLESTON,234,WEBERWOOD ELEMENTARY,"732 GORDON DR, SO CHARLESTON, WV 25303"
KANAWHA,CHARLESTON,238,OVERBROOK ELEMENTARY,"218 OAKWOOD RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,239,OVERBROOK ELEMENTARY,"218 OAKWOOD RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,240,GEORGE WASHINGTON HIGH,"1522 TENNIS CLUB RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,241,GEORGE WASHINGTON HIGH,"1522 TENNIS CLUB RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,244,ST.MATHEWS EPISCOPAL CHURCH,"36 NORWOOD RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,246,OVERBROOK ELEMENTARY,"218 OAKWOOD RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,247,ELIZABETH MEM. METHODIST,"108 OAKWOOD RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,253,HOLZ ELEMENTARY,"1505 HAMPTON RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,254,HOLZ ELEMENTARY,"1505 HAMPTON RD, CHARLESTON, WV 25314"
KANAWHA,CHARLESTON,258,KANAWHA CITY ELEMENTARY,"3601 STAUNTON AVE, CHARLESTON, WV 25304"
KANAWHA,CHARLESTON,260,KANAWHA CITY ELEMENTARY,"3601 STAUNTON AVE, CHARLESTON, WV 25304"
KANAWHA,ST ALBANS,276,JEFFERSON VOL FIRE DEPT,"6313 MACCORKLE AVE, ST ALBANS, WV 25177"
KANAWHA,CHARLESTON,277,KENNA ELEMENTARY,"198 EUREKA RD, CHARLESTON, WV 25314"
KANAWHA,ST ALBANS,278,MCKINLEY JR HIGH,"3000 KANAWHA TERRACE, ST ALBANS, WV 25177"
KANAWHA,CHARLESTON,279,KENNA ELEMENTARY,"198 EUREKA RD, CHARLESTON, WV 25314"
KANAWHA,SO CHARLESTON,280,MOUNTAIN HEIGHTS CHURCH,"1201 CHESTNUT ST, SO CHARLESTON, WV 25309"
KANAWHA,SO CHARLESTON,281,BRIDGEVIEW ELEMENTARY,"5100 OHIO ST, SO CHARLESTON, WV 25309"
KANAWHA,SO CHARLESTON,282,ROCK LAKE PRESBY CHURCH,"905 VILLAGE DR, SO CHARLESTON, WV 25309"
KANAWHA,SO CHARLESTON,283,SOUTH CHARLESTON SANITARY BD,"1 ROCKCREST DR, SO CHARLESTON, WV 25309"
KANAWHA,SO CHARLESTON,285,PARKLAND TERRACE COMM. BLDG,"508 GREENWAY AVE, SO CHARLESTON, WV 25309"
KANAWHA,SO CHARLESTON,286,RICHMOND ELEMENTARY,"4620 SPRING HILL AVE, SO CHARLESTON, WV 25309"
KANAWHA,SO CHARLESTON,287,"SO CHAS., COMM. CENTER","601 JEFFERSON RD, SO CHARLESTON, WV 25309"
KANAWHA,SO CHARLESTON,288,KENNA HOMES COMM. CENTER,"410 KENNA DR, SO CHARLESTON, WV 25309"
KANAWHA,DUNBAR,289,DUNBAR MIDDLE SCHOOL,"325 27TH ST, DUNBAR, WV 25064"
KANAWHA,DUNBAR,290,DUNBAR CITY HALL,"210 12TH ST, DUNBAR, WV 25064"
KANAWHA,DUNBAR,291,DUNBAR MIDDLE SCHOOL,"325 27TH ST, DUNBAR, WV 25064"
