county_name,municipality,precinct_id,name,address
CABELL,ONA,58,# 58 CABELL MIDLAND HS (MAIN GYM),"2300 RT 60, ONA, WV 25545"
CABELL,MILTON,61,# 61 MILTON MIDDLE SCHOOL,"1 PANTHER TRAIL, MILTON, WV 25541"
CABELL,CULLODEN,62,# 62 CULLODEN ELEM SCHOOL,"2100 US HIGHWAY 60, CULLODEN, WV 25510"
CABELL,MILTON,63,# 63 MILTON BAPTIST CHURCH,"1123 CHURCH ST, MILTON, WV 25541"
CABELL,MILTON,64,# 64  MILTON BAPTIST CHURCH ,"1123 CHURCH ST, MILTON, WV 25541"
CABELL,MILTON,65,# 65 MILTON MIDDLE SCHOOL,"1 PANTHER TRL, MILTON, WV 25541"
CABELL,CULLODEN,66,# 66 CULLODEN ELEM SCHOOL,"2100 US HIGHWAY 60, CULLODEN, WV 25510"
CABELL,BARBOURSVILLE,41-A,# 41-A CABELL CO 4-H CAMP,"6040 BOOTEN CREEK RD, BARBOURSVILLE, WV 25504"
CABELL,BARBOURSVILLE,41-B,# 41-B CABELL CO 4-H CAMP,"6040 BOOTEN CREEK RD, BARBOURSVILLE, WV 25504"
CABELL,SALT ROCK,50A,# 50-A  SALT ROCK SCHOOL (GYM),"5570 MADISON CREEK ROAD, SALT ROCK, WV 25510"
CABELL,SALT ROCK,50B,# 50-B  SALT ROCK SCHOOL (GYM),"5570 MADISON CREEK ROAD, SALT ROCK, WV 25510"
CABELL,ONA,59A,# 59-A  CABELL MIDLAND HS (MAIN GYM),"2300 ROUTE 60, ONA, WV 25545"
CABELL,ONA,59B,# 59-B CABELL MIDLAND HS (MAIN GYM),"2300 ROUTE 60, ONA, WV 25545"
CABELL,ONA,60A,# 60-A CABELL MIDLAND HS (AUX GYM),"2300 RT 60, ONA, WV 25545"
CABELL,ONA,60B,# 60-B CABELL MIDLAND HS (AUX GYM),"2300 RT 60, ONA, WV 25545"
CABELL,HUNTINGTON,7A,# 07-A SOUTHSIDE ELEM SCHOOL,"930 2ND ST, HUNTINGTON, WV 25701"
CABELL,HUNTINGTON,7B,# 07-B SOUTHSIDE ELEM SCHOOL,"930 2ND ST, HUNTINGTON, WV 25701"
CALHOUN,BIG BEND,1,BROOKSVILLE BAPTIST CHURCH,"6303 W LITTLE KANAWHA HWY, BIG BEND, WV 26136"
CALHOUN,GRANTSVILLE,4,COURTHOUSE,"363 MAIN STREET, GRANTSVILLE, WV 26147"
CALHOUN,GRANTSVILLE,5,PLEASANT HILL SCHOOL,"3254 N. CALHOUN HWY, GRANTSVILLE, WV 26147"
CALHOUN,GRNTSVILLE,6,SENIOR CITIZENS BUILDING,"105 MARKET STREET, GRNTSVILLE, WV 26147"
CALHOUN,GRANTSVILLE,7,GRANTSVILLE VFD,"341 S. CALHOUN HWY, GRANTSVILLE, WV 26147"
CALHOUN,GRANTSVILLE,8,PLEASANT HILL SCHOOL,"3254 N. CALHOUN HWY, GRANTSVILLE, WV 26147"
CALHOUN,ARNOLDSBURG,10,ARNOLDSBURG SCHOOL,"90 SPRING RUN RD, ARNOLDSBURG, WV 25234"
CALHOUN,MOUNT ZION,11,CALHOUN MIDDLE HIGH SCHOOL,"50 UNDERWOOD CIRCLE, MOUNT ZION, WV 26151"
CALHOUN,CHLOE,15,UPPER WEST FORK PARK (MINNORA),"88 RED ROOF LN, CHLOE, WV 25235"
CALHOUN,CHLOE,19,UPPER WEST FORK PARK (ORMA),"88 RED ROOF LN, CHLOE, WV 25235"
CLAY,HARRISON,1,NORMAN JOHNSON GARAGE,"5086 WIDEN RIDGE ROAD, HARRISON, WV 25063"
CLAY,STRANGE CREEK,4,WALNUT GROVE CHURCH FELLOWSHIP HALL,"2028 WILSON RIDGE RD, STRANGE CREEK, WV 25063"
CLAY,CLAY,12,CLAY ELEMENTARY GYM,"144 HIGH STREET, CLAY, WV 25043"
CLAY,WALLBACK,15,VALLEY FORK SCHOOL,"4208 WALLBACK ROAD, WALLBACK, WV 25285"
CLAY,CLAY,17,CLAY MIDDLE SCHOOL,"72 MUSTANG DRIVE, CLAY, WV 25043"
CLAY,IVYDALE,24,BIG OTTER VOL FIRE DEPT,"5462 BIG OTTER HIGHWAY, IVYDALE, WV 25113"
CLAY,IVYDALE,25,LIGHTHOUSE BAPTIST YOUTH CENTER,"151 SCHOOL STREET, IVYDALE, WV 25113"
CLAY,LIZEMORES,29,LIZEMORE GYM,"72 LIZEMORE LIONS ROAD, LIZEMORES, WV 25125"
CLAY,CLAY,33,HIGH SCHOOL VO-AG BUILDING,"1 PANTHER DRIVE, CLAY, WV 25043"
CLAY,BOMONT,36,H.E. WHITE SCHOOL,"501 BOMONT ROAD, BOMONT, WV 25030"
CLAY,PROCIOUS,37,HORNER'S FORK FELLOWSHIP HALL,"5815 PROCIOUS MAYSEL RD, PROCIOUS, WV 25164"
DODDRIDGE,PENNSBORO,2,GREENWOOD FIRE DEPARTMENT,"391 LONG RUN ROAD, PENNSBORO, WV 26415"
DODDRIDGE,NEW MILTON,4,SMITH COMMUNITY BUILDING,"15252 WV RT 18 S, NEW MILTON, WV 26411"
DODDRIDGE,SALEM,6,EVERGREEN UNITED METHODIST CHURCH,"2097 BIG FLINT ROAD , SALEM, WV 26456"
DODDRIDGE,SALEM,9,BUCKEYE COMMUNITY BLDG.,"208 ROSEMARY LANE, SALEM, WV 26426"
DODDRIDGE,SALEM,10,BIG ISAAC U.M. CHURCH,"4038 BIG ISAAC, SALEM, WV 26426"
DODDRIDGE,CENTER POINT,13,MCCLELLAN FIRE DEPARTMENT,"24 PIKE FORK, CENTER POINT, WV 26339"
DODDRIDGE,SALEM,14,CASCARA U.M. CHURCH,"2424 WV RT. 23 N, SALEM, WV 26426"
DODDRIDGE,NEW MILTON,17,BANCS FIRE DEPT.,"4754 MEATHOUSE FORK RD, NEW MILTON, WV 26411"
DODDRIDGE,WEST UNION,18,OXFORD GRANGE HALL,"5689 OXFORD ROAD, OXFORD, WEST UNION, WV 26456"
DODDRIDGE,WEST UNION,20,DODDRIDGE COUNTY LIONS CLUB BUILDING,"146 COURT ST, WEST UNION, WV 26456"
DODDRIDGE,SMITHBURG,22,SMITHBURG UNITED METH. CHURCH,"2881 SMITHTON ROAD, SMITHBURG, WV 26436"
DODDRIDGE,WEST UNION,24,WEST UNION GRADE SCHOOL,"1117 WV RT 18 N, WEST UNION, WV 26456"
FAYETTE,OAK HILL,1,ROSEDALE ELEMENTARY SCHOOL,"3950 SUMMERLEE RD, OAK HILL, WV 25901"
FAYETTE,FAYETTEVILLE,4,GATEWOOD ELEMENTARY SCHOOL,"5094 GATEWOOD RD, FAYETTEVILLE, WV 25840"
FAYETTE,SCARBRO,5,SCARBRO HEAD START,"93 HAMBRICK RD, SCARBRO, WV 25917"
FAYETTE,OAK HILL,8,O.H. CHURCH OF THE NAZARENE ANNEX,"3249 E. MAIN ST, OAK HILL, WV 25901"
FAYETTE,OAK HILL ,9,THE HISTORIC OAK HILL SCHOOL (SALS),"140 SCHOOL ST, OAK HILL , WV 25901"
FAYETTE,OAK HILL ,10,ST. PETER AND PAUL CATHOLIC CENTER,"123 ELMORE ST, OAK HILL , WV 25901"
FAYETTE,OAK HILL,11,LEWIS FOUNDATION COMM. CTR,"469 CENTRAL AVE, OAK HILL, WV 25901"
FAYETTE,OAK HILL ,12,LEWIS FOUNDATION COMM. CTR,"469 CENTRAL AVE, OAK HILL , WV 25901"
FAYETTE,OAK HILL ,13,THE HISTORIC OAK HILL SCHOOL (SALS),"140 SCHOOL ST, OAK HILL , WV 25901"
FAYETTE,OAK HILL,15,O.H. CHURCH OF THE NAZARENE ANNEX,"3249 E. MAIN ST, OAK HILL, WV 25901"
FAYETTE,MOUNT HOPE ,17,PAX CITY HALL,"88 CENTER ST, MOUNT HOPE , WV 25880"
FAYETTE,SCARBRO,18,FAIRVIEW UNITED METHODIST CHURCH,"8487 MOSSY-MILBURN RD, SCARBRO, WV 25917"
FAYETTE,GLEN JEAN,19,NATIONAL PARK SERVICE,"42 MAIN ST , GLEN JEAN, WV 25846"
FAYETTE,MOUNT HOPE,23,MOUNT HOPE FIRE DEPARTMENT,"644 RT 211, MOUNT HOPE, WV"
FAYETTE,MOUNT HOPE ,24,MOUNT HOPE ELEMENTARY SCHOOL,"408 LINCOLN ST, MOUNT HOPE , WV 25880"
FAYETTE,CANNELTON,26,LOCAL UNION HALL,"CANNELTON HOLLOW RD, CANNELTON, WV 25036"
FAYETTE,SMITHERS,28,SMITHERS CITY HALL,"158 MICHIGAN AVE, SMITHERS, WV 25186"
FAYETTE,FALLS VIEW,29,FALLS VIEW COMMUNITY CENTER,"5407 MIDLAND TRAIL, FALLS VIEW, WV 25040"
FAYETTE,GAULEY BRIDGE,31,GAULEY RIVER FIRE DEPARTMENT,"215 GAULEY RIVER RD, GAULEY BRIDGE, WV 25085"
FAYETTE,DIXIE,32,BELL CREEK BAPTIST CHURCH,"1424 DIXIE HWY, DIXIE, WV 25059"
FAYETTE,BOOMER,37,BOOMER FIRE DEPARTMENT,"71 BOOMER BRANCH RD, BOOMER, WV 25031"
FAYETTE,GAULEY BRIDGE,38,GAULEY BRIDGE ELEMENTARY,"140 WALNUT ST, GAULEY BRIDGE, WV 25085"
FAYETTE,KINCAID ,41,PAGE ELEMENTARY SCHOOL,"8292 DEEPWATER MTN RD, KINCAID , WV 25119"
FAYETTE,ROBSON,42,CHRISTIAN REVIVAL CENTER,"12490 DEEPWATER MTN RD, ROBSON, WV 25173"
FAYETTE,POWELLTON,45,ARMSTRONG CREEK VOLUNTEER FIRE DEPT.,"3319 ARMSTRONG CRK RD, POWELLTON, WV 25161"
FAYETTE,KIMBERLY ,46,KIMBERLY ELEMENTARY SCHOOL,"1367 ARMSTRONG CRK RD, KIMBERLY , WV 25118"
FAYETTE,MONTGOMERY,47,MONTGOMERY CITY HALL,"THIRD AVE, MONTGOMERY, WV 25136"
FAYETTE,FAYETTEVILLE,51,BECKWITH APOSTLIC WORSHIP CENTER,"4033 BECKWITH RD, FAYETTEVILLE, WV 25840"
FAYETTE,FAYETTEVILLE,52,MEMORIAL BUILDING,"95 WISEMAN AVE, FAYETTEVILLE, WV 25840"
FAYETTE,FAYETTEVILLE ,55,FAYETTEVILLE MIDDLE SCHOOL,"129 HIGH ST, FAYETTEVILLE , WV 25840"
FAYETTE,FAYETTEVILLE,56,MEMORIAL BUILDING,"95 WISEMAN AVE, FAYETTEVILLE, WV 25840"
FAYETTE,HICO,58,MIDLAND TRAIL HIGH SCHOOL,"26719 MIDLAND TRAIL, HICO, WV 25854"
FAYETTE,ANSTED,59,ANSTED MIDDLE SCHOOL,"47 CHURCH ST, ANSTED, WV 25812"
FAYETTE,ANSTED,60,ANSTED ELEMENTARY SCHOOL,"27 SCHOOL ST, ANSTED, WV 25812"
FAYETTE,LANSING ,65,PENNINGTON BUILDING,"24 PENNINGTON PLACE, LANSING , WV 25862"
FAYETTE,HICO ,67,NUTTALL FIRE DEPT. ,"28895 MIDLAND TRAIL, HICO , WV 25854"
FAYETTE,MEADOW BRIDGE,68,MEADOW BRIDGE HIGH SCHOOL,"804 MEADOW BRIDGE RD, MEADOW BRIDGE, WV 25976"
FAYETTE,DANESE,72,DANESE COMMUNITY CTR,"1493 STANAFORD RD, DANESE, WV 25831"
FAYETTE,RAINELLE,74,CORLISS COMMUNITY CTR,"1487 CORLISS  RD, RAINELLE, WV 25962"
GILMER,NORMANTOWN,1,NORMANTOWN HISTORICAL COMMUNITY CENTER,"10223 US HWY 33W, NORMANTOWN, WV"
GILMER,CEDARVILLE,5,CEDARVILLE VOLUNTEER FIRE DEPARTMENT,"49 LOWER LEVEL RUN, CEDARVILLE, WV 26611"
GILMER,NORMANTOWN,6,STEER CREEK CHURCH OF CHRIST,"3466 ROSEDALE RD, NORMANTOWN, WV 25267"
GILMER,GLENVILLE,12,KANAWHA DRIVE COMMUNITY BUILDING,"3611 WV HWY 5W, GLENVILLE, WV 26351"
GILMER,TANNER,13,TANNER COMMUNITY BUILDING,"209 TANNER SCHOOL ROAD, TANNER, WV 26137"
GILMER,GLENVILLE,16,GILMER COUNTY HIGH SCHOOL COMMONS AREA,"300 PINE STREET, GLENVILLE, WV 26351"
GILMER,SAND FORK,17,SAND FORK TOWN HALL,"23 VALLEY VIEW ROAD, SAND FORK, WV 26430"
GILMER,GLENVILLE,24,GLENVILLE    ELEMENTARY            SCHOOL CAFETERIA,"454 VANHORN DRIVE, GLENVILLE, WV 26351"
GILMER,TROY,27,TROY BAPTIST CHURCH,"3025 WV HWY 47 W, TROY, WV 26443"
GILMER,COXS MILLS,31,COX'S MILLS COMMUNITY        BUILDING,"7797 WV HWY 47W, COXS MILLS, WV 26342"
GRANT,PETERSBURG,1,PETERSBURG SENIOR CENTER,"111 VIRGINIA AVENUE, PETERSBURG, WV 26847"
GRANT,PETERSBURG,2,COURTHOUSE COURTROOM,"5 HIGHLAND AVE, PETERSBURG, WV 26847"
GRANT,PETERSBURG,4,DORCAS COMMUNITY CENTER,"4055 S MILL CREEK RD, PETERSBURG, WV 26847"
GRANT,PETERSBUG,5,LANDES RURITAN CLUB,"5337 FRANKLIN PIKE, PETERSBUG, WV 26847"
GRANT,PETERSBURG,6,GRANT COUNTY HEALTH DEPARTMENT,"739 N FORK HWY, PETERSBURG, WV 26847"
GRANT,CABINS,7,CORNER CHURCH BUILDING,"115 CORNER RD, CABINS, WV 26855"
GRANT,MAYSVILLE,8,STREBY COMMUNITY BUILDING,"33 STREBY SCHOOLHOUSE RD, MAYSVILLE, WV 26833"
GRANT,MOUNT STORM,9,UNION HIGH SCHOOL,"84 TIGER DR, MOUNT STORM, WV 26739"
GRANT,BAYARD,10,BAYARD FIRE HALL,"100 POTOMAC AVE, BAYARD, WV 26707"
GRANT,MAYSVILLE,11,MAYSVILLE SCHOOL-CAFETERIA,"21 ELEMENTARY SCHOOL DR, MAYSVILLE, WV 26833"
GRANT,PETERSBURG,12,Cornerstone Family Fellowship,"1516 LUNICE CREEK HWY, HWY 42 N, PETERSBURG, WV 26847"
GRANT,LAHMANSVILLE,13,FORMAN SCHOOL,"6973 PATTERSON CREEK RD, LAHMANSVILLE, WV 26731"
GRANT,SCHERR,14,SCHERR SCHOOL ,"278 OLEN KIMBLE STORE RD, SCHERR, WV 26726"
GRANT,MOUNT STORM,15,MT. TOP COMMUNITY CENTER,"8417 UNION HWY, PO BOX 161, MOUNT STORM, WV 26739"
GRANT,MAYSVILLE,11A,MAYSVILLE SCHOOL - GYM,"21 ELEMENTARY SCHOOL DR, MAYSVILLE, WV 26833"
GREENBRIER,WHITE SULPHUR SPRINGS,1,ANTHONYS CREEK FIRE HOUSE,"16518 POCAHONTAS TRAIL, WHITE SULPHUR SPRINGS, WV 24986"
GREENBRIER,ASBURY,7,ASBURY COMMUNITY BUILDING,"10192 ALTA DRIVE, ASBURY, WV 24916"
GREENBRIER,ALDERSON,8,ALDERSON COM. BUILDING,"317 CHESTNUT AVE. E, ALDERSON, WV 24910"
GREENBRIER,RENICK,14,RENICK FIRE HOUSE,"23389 SENECA TRAIL, RENICK, WV 24966"
GREENBRIER,RONCEVERTE,21,RONCEVERTE CITY HALL,"200 W MAIN ST, RONCEVERTE, WV 24970"
GREENBRIER,LEWISBURG,23,GRB. EAST H.S.,"1 SPARTAN LANE, LEWISBURG, WV 24901"
GREENBRIER,RONCEVERTE,24,RONCEVERTE LIONS REC. CENTER,"720 RONCEVERTE AVE, RONCEVERTE, WV 24970"
GREENBRIER,FRANKFORD,29,FRANKFORD ELEM. SCHOOL,"21692 SENECA TRAIL, FRANKFORD, WV 24938"
GREENBRIER,FRANKFORD,31,ENON FAMILY LIFE CENTER,"1440 FRANKFORD RD, FRANKFORD, WV 24938"
GREENBRIER,RONCEVERTE,34,ORGAN CAVE COMM. BUILDING,"2652 SENECA TRAIL SOUTH, RONCEVERTE, WV 24970"
GREENBRIER,LEWISBURG,41,COURTHOUSE,"912 COURT STREET N., LEWISBURG, WV 24901"
GREENBRIER,LEWISBURG,42,CALVARY UNITED METHODIST CHURCH,"27938 MIDLAND TRAIL E., LEWISBURG, WV 24901"
GREENBRIER,MAXWELTON,43,CLIFTON PRESBYTERIAN CHURCH,"456 FREEMAN LN, MAXWELTON, WV 24957"
GREENBRIER,LEWISBURG,45,LWSB. UNITED METHODIST  CHURCH,"214 EAST WASHINGTON ST, LEWISBURG, WV 24901"
GREENBRIER,LWSB. UNITED METHODIST CHRUCH,46,LWSB. UNITED METHODIST  CHURCH,"214 EAST WASHINGTON ST, LWSB. UNITED METHODIST CHRUCH, WV 24901"
GREENBRIER,SMOOT,47,SMOOT ELEM.,"222 SMOKIE LANE, SMOOT, WV 24977"
GREENBRIER,RAINELLE,50,LITTLE SEWELL BAPTIST CHURCH,"1444 JAMES RIVER & KANAWHO TURNPIKE, RAINELLE, WV 25962"
GREENBRIER,CRAWLEY,51,WGMS,"374 TIMBERWOLF DRIVE, CRAWLEY, WV 24931"
GREENBRIER,RAINELLE,52,RAINELLE ELEM.,"701 KANAWHA AVENUE, RAINELLE, WV 25962"
GREENBRIER,QUINWOOD,56,CRICHTON ELEMENTARY SCHOOL,"133 SCHOOL STREET, QUINWOOD, WV 25981"
GREENBRIER,CHARMCO,63,GRB. WEST H.S.,"278 CAVALIER DR, CHARMCO, WV 25958"
GREENBRIER,RUPERT,64,RUPERT COMM. CENTER,"604 NICHOLAS ST, RUPERT, WV 25984"
GREENBRIER,RAINELLE,65,RAINELLE CITY HALL,"261 KANAWHA AVE., RAINELLE, WV 25962"
GREENBRIER,WHITE SULPHUR SPRINGS,72,WSS ELEM.,"150 REED STREET, WHITE SULPHUR SPRINGS, WV 24986"
GREENBRIER,WHITE SULPHUR SPRINGS,73,WSS ELEM.,"150 REED STREET, WHITE SULPHUR SPRINGS, WV 24986"
GREENBRIER,WHITE SULPHUR SPRINGS,74,WSS ELEM.,"150 REED STREET, WHITE SULPHUR SPRINGS, WV 24986"
GREENBRIER,WHITE SULPHUR SPRING,75,WSS ELEM.,"150 REED STREET, WHITE SULPHUR SPRING, WV 24986"
GREENBRIER,CLINTONVILLE,78,CLINTONVILLE COMMUNITY BUILDING,"18904 MIDLAND TRAIL W., CLINTONVILLE, WV 24931"
GREENBRIER,WILLIAMSBURG,79,WILLIAMSBURG COMM. CENTER,"6571 SHOESTRING TRAIL, WILLIAMSBURG, WV 24991"
HAMPSHIRE,YELLOW SPRING,2,CAPON VALLEY RURITAN CLUB,"9788 CAPON RIVER RD, YELLOW SPRING, WV 26868"
HAMPSHIRE,CAPON BRIDGE,4,CAPON BRIDGE SENIOR CENTER,"3223 NORTHWESTERN PIKE, CAPON BRIDGE, WV 26711"
HAMPSHIRE,LEVELS,5,JOHN CORNWELL SCHOOL,"58 RAY QUEEN DR, LEVELS, WV 25431"
HAMPSHIRE,CAPON BRIDGE,6,CAPON BRIDGE SCHOOL,"75 CAPON SCHOOL ST, CAPON BRIDGE, WV 26711"
HAMPSHIRE,PAW PAW,7,ISLAND HILL CHURCH COMMUNITY BUILDING,"11151 PAW PAW RD, PAW PAW, WV 25434"
HAMPSHIRE,SLANESVILLE,8,SLANESVILLE FIRE COMPANY,"6951 BLOOMERY PIKE, SLANESVILLE, WV 25444"
HAMPSHIRE,LEVELS,9,JOHN CORNWELL SCHOOL,"58 RAY QUEEN DR, LEVELS, WV 25431"
HAMPSHIRE,AUGUSTA,10,HAMP. CO. HEALTH DEPT. BLDG.,"16189 NORTHWESTERN PIKE, AUGUSTA, WV 26704"
HAMPSHIRE,AUGUSTA,11,SLANESVILLE RURITAN CLUB BLDG.,"6458 BLOOMERY PIKE, AUGUSTA, WV 26704"
HAMPSHIRE,AUGUSTA,12,AUGUSTA FIRE COMPANY,"15690 NORTHWESTERN PIKE, AUGUSTA, WV 26704"
HAMPSHIRE,ROMNEY,14,ROMNEY FIRE COMPANY,"175 S HIGH ST, ROMNEY, WV 26757"
HAMPSHIRE,PURGITSVILLE,15,MILL CREEK RURITAN CLUB,"4651 PURGITSVILLE, PURGITSVILLE, WV 26852"
HAMPSHIRE,ROMNEY,16,COURTHOUSE,"19 E MAIN ST, ROMNEY, WV 26757"
HAMPSHIRE,ROMNEY,17,ROMNEY ELEMENTARY SCHOOL,"45 SCHOOL ST, ROMNEY, WV 26757"
HAMPSHIRE,ROMNEY,18,DEPT. OF MOTOR VEHICLE BLDG.,"22278 NORTHWESTERN PIKE, ROMNEY, WV 26757"
HAMPSHIRE,ROMNEY,19,DEPT. OF NATURAL RESOURCES,"1 DEPOT ST, ROMNEY, WV 26757"
HAMPSHIRE,ROMNEY,20,ROMNEY SENIOR CENTER,"280 SCHOOL ST, ROMNEY, WV 26757"
HAMPSHIRE,DELRAY,21,OLD RIO SCHOOLHOUSE,"11644 DELRAY RD, DELRAY, WV 26714"
HAMPSHIRE,AUGUSTA,22,AUGUSTA ELEMENTARY SCHOOL,"61 PANCIONE LOOP, AUGUSTA, WV 26704"
HAMPSHIRE,KIRBY,23,GRASSY LICK-KIRBY COMM. CENTER,"11924 GRASSY LICK RD, KIRBY, WV 26755"
HAMPSHIRE,ROMNEY,24,HAMPSHIRE HIGH SCHOOL,"157 TROJAN WAY, ROMNEY, WV 26757"
HAMPSHIRE,SPRINGFIELD,25,SPRINGFIELD ELEMENTARY SCHOOL,"43 EDUCATION LN, SPRINGFIELD, WV 26763"
HAMPSHIRE,GREEN SPRING,26,GREEN SPRING PARK,"99 GREEN PARK ST, GREEN SPRING, WV 26722"
HAMPSHIRE,ROMNEY,28,JERSEY MOUNTAIN RURITAN CLUB,"81 RURITAN DR, ROMNEY, WV 26757"
HANCOCK,CHESTER,1,ALLISON ELEM SCHOOL,"600 RAILROAD ST-CHESTER, CHESTER, WV 26034"
HANCOCK,CHESTER,2,CHESTER VOL FIRE DEPT,"371 CAROLINA AVE-CHESTER, CHESTER, WV 26034"
HANCOCK,NEWELL,3,LIONS CLUB-NEWELL,"510 WASHINGTON ST-NEWELL, NEWELL, WV 26050"
HANCOCK,CHESTER,5,LAWRENCEVILLE FIRE DEPARTMENT,"616 PYRAMUS-CHESTER, CHESTER, WV 26034"
HANCOCK,NEW CUMBERLAND,6,HANCOCK CO SENIOR CENTER,"647 GAS VALLEY ROAD-NEW CUMBERLAND, NEW CUMBERLAND, WV 26047"
HANCOCK,NEWELL,7,HOLIDAY INN EXPRESS,"1502 WASHINGTON ST-NEWELL, NEWELL, WV 26050"
HANCOCK,NEW CUMBERLAND,8,NEW MANCHESTER ELEMENTARY SCHOOL,"128 FRANKFORT ROAD-NEW CUMBERLAND, NEW CUMBERLAND, WV 26047"
HANCOCK,NEW MANCHESTER,9,NEW MANCHESTER FIRE DEPT,"193 HIGH ST-NEW MANCHESTER, NEW MANCHESTER, WV 26056"
HANCOCK,NEW CUMBERLAND,10,NEW CUMBERLAND CITY BLDG,"104 N COURT STREET-NEW CUMBERLAND, NEW CUMBERLAND, WV 26047"
HANCOCK,NEW CUMBERLAND,11,POINT PLEASANT CHURCH,"53 BELL HILL ROAD-NEW CUMBERLAND, NEW CUMBERLAND, WV 26047"
HANCOCK,WEIRTON,12,OAKLAND FIRE DEPT,"1604 WYLIE RIDGE ROAD-WEIRTON, WEIRTON, WV 26062"
HANCOCK,WEIRTON,13,GET TOGETHER PICNIC GROUNDS,"3934 KINGS CREEK ROAD-WEIRTON, WEIRTON, WV 26062"
HANCOCK,WEIRTON,14,WEIRTON CO#1 FIRE DEPT COUNTY RD,"1500 COUNTY ROAD-WEIRTON, WEIRTON, WV 26062"
HANCOCK,WEIRTON,16,WEIRTON SENIOR CENTER,"3424 MAIN STREET-WEIRTON, WEIRTON, WV 26062"
HANCOCK,WEIRTON,17,MARLAND HGTS COMM CHURCH,"3900 BRIGHTWAY-WEIRTON, WEIRTON, WV 26062"
HANCOCK,WEIRTON,18,MARLAND HGTS COMM CHURCH,"3900 BRIGHTWAY-WEIRTON, WEIRTON, WV 26062"
HANCOCK,WEIRTON,19,HANCOCK COUNTY SHELTERED WORKSHOP,"1100 PENNSYLVANIA AVE-WEIRTON, WEIRTON, WV 26062"
HANCOCK,WEIRTON,20,WEIR MIDDLE SCHOOL,"125 SINCLAIR AVENUE-WEIRTON, WEIRTON, WV 26062"
HANCOCK,WEIRTON,21,WEIR HIGH SCHOOL,"100 RED RIDER ROAD, WEIRTON, WV 26062"
HANCOCK,WEIRTON,22,WEIR HIGH SCHOOL,"100 RED RIDER ROAD, WEIRTON, WV 26062"
HANCOCK,WEIRTON,23,WEIRTON ELEMENTARY,"3428 PENNSYLVANIA AVENUE, WEIRTON, WV 26062"
HANCOCK,WEIRTON,24,CROSSROADS CHURCH,"310 PENCO ROAD, WEIRTON, WV 26062"
HANCOCK,WEIRTON,25,WEIRTON ELEMENTARY,"3428 PENNSYLVANIA AVENUE, WEIRTON, WV 26062"
HANCOCK,WEIRTON,27,WEIRTON ELEMENTARY,"3428 PENNSYLVANIA AVENUE, WEIRTON, WV 26062"
HANCOCK,WEIRTON,28,CHRIST UNITED METHODIST CHURCH,"3598 PENNSYLVANIA AVE-WEIRTON, WEIRTON, WV 26062"
HARDY,BAKER,3,ARKANSAW COMM CENTER,"262 ARKANSAW RD, BAKER, WV 26801"
HARDY,BAKER,5,HC EMERG AMB AUTH BLDG,"17940 STATE RD 55, BAKER, WV 26801"
HARDY,MATHIAS,6,MATHIAS BAKER FIRE HOUSE,"12412 STATE ROAD 259, MATHIAS, WV 26812"
HARDY,Mathias,7,MATHIAS OLD SCHOOL HOUSE,"56 Ruritan Dr, Mathias, WV 26812"
HARDY,BAKER,15,BEAN SETTLEMENT COMM BLDG,"3031 SKAGGS RUN RD, BAKER, WV 26801"
HARDY,OLD FIELDS,16,OLD FIELDS BAPTIST CHURCH,"5406 US HIGHWAY 220 N, OLD FIELDS, WV 26845"
HARDY,MOOREFIELD,18,AGRICULTURE BUILDING,"60 MOOREFIELD INDUSTRIAL PARK RD, MOOREFIELD, WV 26836"
HARDY,MOOREFIELD,19,RIG CIVIC CENTER,"3805 RIG RD, MOOREFIELD, WV 26836"
HARDY,MOOREFIELD,20,PERU COMM CENTER,"110 PERU HOLLOW RD, MOOREFIELD, WV 26836"
HARDY,WARDENSVILLE,01A,WAR MEMORIAL BUILDING,"190 EAST MAIN ST, WARDENSVILLE, WV 26851"
HARDY,WARDENSVILLE,01B,WAR MEMORIAL BUILDING,"190 EAST MAIN ST, WARDENSVILLE, WV 26851"
HARDY,WARDENSVILLE,02A,WARDENSVILLE VISITOR'S CENTER,"301 EAST MAIN ST, MEETING ROOM, WARDENSVILLE, WV 26851"
HARDY,WARDENSVILLE,02B,WARDENSVILLE VISITOR'S CENTER,"301 EAST MAIN ST, MEETING ROOM, WARDENSVILLE, WV 26851"
HARDY,MOOREFIELD,12A,COURTHOUSE,"204 WASHINGTON ST, MOOREFIELD, WV 26836"
HARDY,MOOREFIELD,12B,COURTHOUSE,"204 WASHINGTON ST, MOOREFIELD, WV 26836"
HARDY,MOOREFIELD,13A,TOWN OFFICE,"206 WINCHESTER AVE, MOOREFIELD, WV 26836"
HARDY,MOOREFIELD,13B,TOWN OFFICE,"206 WINCHESTER AVE, MOOREFIELD, WV 26836"
HARDY,MOOREFIELD,14A,MOOREFIELD LIBRARY,"102 N MAIN ST, MOOREFIELD, WV 26836"
HARDY,MOOREFIELD,14B,MOOREFIELD LIBRARY,"102 N MAIN ST, MOOREFIELD, WV 26836"
HARRISON,CLARKSBURG,1,HC RECREATIONAL COMPLEX & 4-H CENTER,"43 RECREATION DR, CLARKSBURG, WV 26301"
HARRISON,MT CLARE,2,MT CLARE VOLUNTEER FIRE DEPT,"19 MATHENEY HOLLOW RD, MT CLARE, WV 26408"
