state,election_date,jurisdiction_type,municipality,precinct_name,name,address
NH,2014-11-04,municipality,EASTON,,Easton Town Hall,1060 Easton Valley Rd Easton NH 03580
NH,2014-11-04,municipality,EATON,,Evans Memorial Bldg - Eaton,Town Hall 83 Brownfield Rd Eaton NH 03849
NH,2014-11-04,municipality,EFFINGHAM,,Effingham Elementary School,6 Partridge Cove Rd Effingham NH 03882
NH,2014-11-04,municipality,ELLSWORTH,,Ellsworth Town Hall,3 Ellsworth Pond Rd Ellsworth NH 03223
NH,2014-11-04,municipality,ENFIELD,,Whitney Hall,23 Main St Enfield NH 03748
NH,2014-11-04,municipality,EPPING,,Epping Middle School Gym,21 Academy St Epping NH 03042
NH,2014-11-04,municipality,EPSOM,,Epsom Central School,282 Black Hall Rd Epsom NH 03234
NH,2014-11-04,municipality,ERROL,,Errol Town Hall,33 Main St Errol NH 03579
NH,2014-11-04,municipality,EXETER,,Talbot Gym,30 Linden St Exeter NH 03833
NH,2014-11-04,municipality,FARMINGTON ,WARD 01,WARD 01 - Farmington Town,Hall Gymnasium 531 Main St Farmington NH 03835
NH,2014-11-04,municipality,FITZWILLIAM,,Fitzwilliam Town Hall,13 Templeton Tpke Fitzwilliam NH 03447
NH,2014-11-04,municipality,FRANCESTOWN,,"Town Office Building, Lower",Level 27 Main St Francestown NH 03043
NH,2014-11-04,municipality,FRANCONIA,,Franconia Town Hall,421 Main St Franconia NH 03580
NH,2014-11-04,municipality,FRANKLIN ,WARD 01,WARD 01 - Thompson Hall,47 South Main St Franklin NH 03235
NH,2014-11-04,municipality,FRANKLIN ,WARD 02,WARD 02 - City Hall,316 Central St Franklin NH 03235
NH,2014-11-04,municipality,FRANKLIN ,WARD 03,WARD 03 - Franklin Middle,School 200 Sanborn St Franklin NH 03235
NH,2014-11-04,municipality,FREEDOM,,Freedom Town Hall,16 Elm St Freedom NH 03836
NH,2014-11-04,municipality,FREMONT,,Ellis School,432 Main St Fremont NH 03044
NH,2014-11-04,municipality,GILFORD,,Gilford Community Church,19 Potter Hill Rd Gilford NH 03249
NH,2014-11-04,municipality,GILMANTON,,Gilmanton Academy Building,503 Province Rd Gilmanton NH 03237
NH,2014-11-04,municipality,GILSUM,,Gilsum Community Center,640 Route 10 Gilsum NH 03448
NH,2014-11-04,municipality,GOFFSTOWN ,WARD 01,WARD 01 - Goffstown High,School 27 Wallace Rd Goffstown NH 03045
NH,2014-11-04,municipality,GOFFSTOWN ,WARD 05,WARD 05 - Bartlett,Elementary School 689 Mast Rd Goffstown NH 03102
NH,2014-11-04,municipality,GORHAM,,Gorham Town Hall,20 Park St Gorham NH 03581
NH,2014-11-04,municipality,GOSHEN,,Goshen Town Hall,54 Mill Village Rd N Goshen NH 03752
NH,2014-11-04,municipality,GRAFTON,,Grafton Fire And Ambulance,Station 10 Library Rd Grafton NH 03240
NH,2014-11-04,municipality,GRANTHAM,,Grantham Town Hall,300 Route 10 S Grantham NH 03753
NH,2014-11-04,municipality,GREENFIELD,,Greenfield Meeting House,776 Forest Rd Greenfield NH 03047
NH,2014-11-04,municipality,GREENLAND,,Greenland Central School,70 Post Rd Greenland NH 03840
NH,2014-11-04,municipality,GREEN'S GRANT,,Gorham Town Hall,20 Park St Green's Grant NH 03581
NH,2014-11-04,municipality,GREENVILLE,,Greenville Elementary School,16 Adams St Greenville NH 03048
NH,2014-11-04,municipality,GROTON,,Groton Town House,754 N Groton Rd Groton NH 03241
NH,2014-11-04,municipality,HAMPSTEAD,,Hampstead Middle School,28 School St Hampstead NH 03841
NH,2014-11-04,municipality,HAMPTON,,Marston School,4 Marston Way Hampton
NH,2014-11-04,municipality,HAMPTON FALLS,,Hampton Falls Town Office,1 Drinkwater Rd Hampton Falls NH 03844
NH,2014-11-04,municipality,HANCOCK,,Hancock Town Office,50 Main St Hancock NH 03449
NH,2014-11-04,municipality,HANOVER,,Hanover High School Gym,41 Lebanon St Hanover NH 03755
NH,2014-11-04,municipality,HARRISVILLE,,Town Office Building,705 Chesham Rd Harrisville NH 03450
NH,2014-11-04,municipality,HART'S LOCATION,,Town Hall,979 Route 302 Hart's Location NH 03812
NH,2014-11-04,municipality,HAVERHILL,,Town Municipal Building,2975 Dartmouth College Hwy Haverhill NH 03774
NH,2014-11-04,municipality,HEBRON,,Community Hall - Basement Of,Union Congregational Church 16 Church Ln Hebron NH 03241
NH,2014-11-04,municipality,HENNIKER,,Henniker Community School,51 Western Ave Henniker NH 03242
NH,2014-11-04,municipality,HILL,,Hill Public Library,30 Crescent St Hill NH 03243
NH,2014-11-04,municipality,HILLSBOROUGH,,Hillsboro-Deering Middle,School Auditorium 6 Hillcat Dr Hillsborough NH 03244
NH,2014-11-04,municipality,HINSDALE,,Hinsdale Community Center,19 Main St Hinsdale NH 03451
NH,2014-11-04,municipality,HOLDERNESS,,Holderness Town Hall,1089 Us Rt 3 Holderness NH 03245
NH,2014-11-04,municipality,HOLLIS,,Hollis/Brookline Co-Operative,High School 24 Cavalier Ct Hollis NH 03049
NH,2014-11-04,municipality,HOOKSETT ,WARD 01,WARD 01 - Cawley Middle,School 89 Ward 01 Whitehall Rd Hooksett NH 03106
NH,2014-11-04,municipality,HOOKSETT ,WARD 02,WARD 02 - Cawley Middle,School 89 Ward 02 Whitehall Rd Hooksett NH 03106
NH,2014-11-04,municipality,HOOKSETT ,WARD 03,WARD 03 - Cawley Middle,School 89 Ward 03 Whitehall Rd Hooksett NH 03106
NH,2014-11-04,municipality,HOOKSETT ,WARD 04,WARD 04 - Cawley Middle,School 89 Ward 04 Whitehall Rd Hooksett NH 03106
NH,2014-11-04,municipality,HOOKSETT ,WARD 05,WARD 05 - Cawley Middle,School 89 Ward 05 Whitehall Rd Hooksett NH 03106
NH,2014-11-04,municipality,HOOKSETT ,WARD 06,WARD 06 - Cawley Middle,School 89 Ward 06 Whitehall Rd Hooksett NH 03106
NH,2014-11-04,municipality,HOPKINTON,,Hopkinton High School,297 Park Ave Hopkinton NH 03229
NH,2014-11-04,municipality,HUDSON,,Hudson Community Center,12 Lions Ave Hudson NH 03051
NH,2014-11-04,municipality,JACKSON,,Whitney Community Center,16 Black Mountain Rd Jackson NH 03846
NH,2014-11-04,municipality,JAFFREY,,Jaffrey Vfw,12 Hathorn Rd Jaffrey NH 03452
NH,2014-11-04,municipality,JEFFERSON,,Jefferson Town Hall,698 Presidential Hwy Jefferson NH 03583
NH,2014-11-04,municipality,KEENE ,WARD 01,WARD 01 - Michael E.J.,Blastos Community Room 400 Marlboro St Keene NH 03431
NH,2014-11-04,municipality,KEENE ,WARD 02,WARD 02 - Keene Parks And,Recreation Center 312 Washington St Keene NH 03431
NH,2014-11-04,municipality,KEENE ,WARD 03,WARD 03 - Keene Middle,School 167 Maple Ave Keene NH 03431
NH,2014-11-04,municipality,KEENE ,WARD 04,WARD 04 - Symonds School,79 Park Ave Keene NH 03431
NH,2014-11-04,municipality,KEENE ,WARD 05,WARD 05 - Crossway Church,28 Arch St Keene NH 03431
NH,2014-11-04,municipality,KENSINGTON,,Kensington Elementary School,122 Amesbury Rd Kensington NH 03833
NH,2014-11-04,municipality,KINGSTON,,Swasey Gym,178 Main St Kingston NH 03848
NH,2014-11-04,municipality,LACONIA ,WARD 01,WARD 01 - Belknap County,Nursing Home 30 County Dr Laconia NH 03246
NH,2014-11-04,municipality,LACONIA ,WARD 02,WARD 02 - St Andre Besset,Parish Hall 12 Gilford Ave Laconia NH 03246
NH,2014-11-04,municipality,LACONIA ,WARD 03,WARD 03 - Laconia Middle,School - Multi-Purpose Room 150 Mcgrath St Laconia NH 03246
NH,2014-11-04,municipality,LACONIA ,WARD 04,WARD 04 - New Covenant,Christian Church @ Memorial Park Clubhouse 31 Lindsay Ct Laconia NH 03246
NH,2014-11-04,municipality,LACONIA ,WARD 05,WARD 05 - Woodland Heights,Elementary School 225 Winter St Laconia NH 03246
NH,2014-11-04,municipality,LACONIA ,WARD 06,WARD 06 - Leavitt Park,Clubhouse 334 Elm St Laconia NH 03246
NH,2014-11-04,municipality,LANCASTER,,Lancaster Town Hall,Auditorium 25 Main St Lancaster NH 03584
NH,2014-11-04,municipality,LANDAFF,,Landaff Town Hall,12 Center Hill Rd Landaff NH 03585
NH,2014-11-04,municipality,LANGDON,,Langdon Municipal Building,122 Nh Route 12A Langdon NH 03602
NH,2014-11-04,municipality,LEBANON ,WARD 01,WARD 01 - Kilton Public,Library 80 Main St Lebanon NH 03784
NH,2014-11-04,municipality,LEBANON ,WARD 02,WARD 02 - United Methodist,Church Of Lebanon 18 School St Lebanon NH 03766
NH,2014-11-04,municipality,LEBANON ,WARD 03,WARD 03 - Lebanon City Hall,51 North Park St Lebanon NH 03766
NH,2014-11-04,municipality,LEE,,Lee Safety Complex,20 George Bennett Rd Lee NH 03861
NH,2014-11-04,municipality,LEMPSTER,,Lempster Town Office,856 Us Route 10 Lempster NH 03605
NH,2014-11-04,municipality,LINCOLN,,Lincoln Town Hall,148 Main St Lincoln NH 03251
NH,2014-11-04,municipality,LISBON,,Lisbon Regional School,25 Highland Ave Lisbon NH 03585
NH,2014-11-04,municipality,LITCHFIELD,,Campbell High School,1 Highlander Ct Litchfield NH 03052
NH,2014-11-04,municipality,LITTLETON,,Littleton Fire Station,230 W Main St Littleton NH 03561
