state,county_name,jurisdiction,jurisdiction_type,precinct_id,precinct_name,name,address
IL,Monroe,Monroe County,city/county,12,PRECINCT NO 12,THE RIDGE GOLF CLUB,"643 RIDGE ROAD, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,13,PRECINCT NO 13,ST. JOHN UCC CHURCH HALL,"1208 FRANKLIN STREET, MAEYSTOWN, IL"
IL,Monroe,Monroe County,city/county,14,PRECINCT NO 14,HOPE CHRISTIAN CHURCH,"9273 COACH STOP ROAD, COLUMBIA, IL"
IL,Monroe,Monroe County,city/county,15,PRECINCT NO 15,ST MARY PARISH CENTER,"116 WEST WOODLAND RIDGE, VALMEYER, IL"
IL,Monroe,Monroe County,city/county,16,PRECINCT NO 16,VFW HALL,"406 VETERANS DRIVE, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,17,PRECINCT NO 17,VFW HALL,"406 VETERANS DRIVE, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,18,PRECINCT NO 18,MONROE COUNTY FAIRGROUNDS,"4177 STATE ROUTE 156, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,19,PRECINCT NO 19,VFW HALL,"406 VETERANS DRIVE, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,20,PRECINCT NO 20,ST MARY PARISH CENTER,"116 WEST WOODLAND RIDGE, VALMEYER, IL"
IL,Monroe,Monroe County,city/county,21,PRECINCT NO 21,TURNER HALL,"211 EAST CHERRY STREET, COLUMBIA, IL"
IL,Monroe,Monroe County,city/county,22,PRECINCT NO 22,MONROE COUNTY FAIRGROUNDS,"4177 STATE ROUTE 156, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,23,PRECINCT NO 23,ST. JOHN UCC CHURCH HALL,"1208 FRANKLIN STREET, MAEYSTOWN, IL"
IL,Monroe,Monroe County,city/county,24,PRECINCT NO 24,THE FALLS,"300 ADMIRAL WEINEL PKWY., COLUMBIA, IL"
IL,Monroe,Monroe County,city/county,25,PRECINCT NO 25,THE FALLS,"300 ADMIRAL WEINEL PKWY., COLUMBIA, IL"
IL,Monroe,Monroe County,city/county,26,PRECINCT NO 26,CONCORD PRESBYTERIAN CHURCH,"338 COVINGTON DRIVE, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,27,PRECINCT NO 27,IMMANUEL LUTHERAN CHURCH,"522 SOUTH CHURCH STREET, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,28,PRECINCT NO 28,HOPE CHRISTIAN CHURCH,"9273 COACH STOP ROAD, COLUMBIA, IL"
IL,Monroe,Monroe County,city/county,29,PRECINCT NO 29,MONROE COUNTY ELECTRIC CO-OPERATIVE,"6132 STATE ROUTE 3, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,30,PRECINCT NO 30,MONROE COUNTY ANNEX BLDG.,"901 ILLINOIS AVENUE, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,31,PRECINCT NO 31,FIRST BAPTIST CHURCH,"320 COVINGTON DRIVE, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,32,PRECINCT NO 32,VFW HALL,"406 VETERANS DRIVE, WATERLOO, IL"
IL,Monroe,Monroe County,city/county,33,PRECINCT NO 33,IMMANUEL LUTHERAN CHURCH,"522 S CHURCH ST., WATERLOO, IL"
IL,Monroe,Monroe County,city/county,34,PRECINCT NO 34,THE FALLS,"300 ADMIRAL WEINEL PARKWAY, COLUMBIA, IL"
IL,Monroe,Monroe County,city/county,35,PRECINCT NO 35,AMERICAN LEGION POST 581,"375 EAST LOCUST STREET, COLUMBIA, IL"
IL,Monroe,Monroe County,city/county,36,PRECINCT NO 36,TURNER HALL,"211 EAST CHERRY STREET, COLUMBIA, IL"
IL,Monroe,Monroe County,city/county,37,PRECINCT NO 37,ST PAUL UCC CENTER,"127 ST PAUL STREET, COLUMBIA, IL"
IL,Montgomery,Montgomery County,city/county,101,AUDUBON,OHLMAN VILLAGE HALL,"101 S. WASHINGTON, OHLMAN, IL"
IL,Montgomery,Montgomery County,city/county,201,BOIS D'ARC,FARMERSVILLE VILLAGE HALL,"504 NOBBE ST, FARMERSVILLE, IL"
IL,Montgomery,Montgomery County,city/county,301,BUTLER GROVE,BUTLER COMMUNITY CENTER,"N. IL RT 127, BUTLER, IL"
IL,Montgomery,Montgomery County,city/county,401,EAST FORK 1,EAST FORK TWP COMM BLDG,"500 S. PROSPECT, COFFEEN, IL"
IL,Montgomery,Montgomery County,city/county,402,EAST FORK 2,FORMER DONNELLSON SCHOOL,"407 JEFFERSON ST., DONNELLSON, IL"
IL,Montgomery,Montgomery County,city/county,403,EAST FORK 3,SCHRAM CITY VILL. HALL,"510 22ND ST, HILLSBORO, IL"
IL,Montgomery,Montgomery County,city/county,501,FILLMORE,FILLMORE TOWNSHIP HALL,"103 N. MAIN, FILLMORE, IL"
IL,Montgomery,Montgomery County,city/county,601,GRISHAM 1,TOWN HALL,"147 MAIN ST., PANAMA, IL"
IL,Montgomery,Montgomery County,city/county,602,GRISHAM 2,FORMER DONNELLSON SCHOOL,"407 JEFFERSON ST., DONNELLSON, IL"
IL,Montgomery,Montgomery County,city/county,701,HARVEL,HARVEL VILLAGE HALL,"201 MAIN, HARVEL, IL"
IL,Montgomery,Montgomery County,city/county,801,HILLSBORO 1,UNITED METH. CHURCH (N ENT),"537 ROUNTREE, HILLSBORO, IL"
IL,Montgomery,Montgomery County,city/county,802,HILLSBORO 2,UNITED METH. CHURCH (N ENT),"537 ROUNTREE, HILLSBORO, IL"
IL,Montgomery,Montgomery County,city/county,803,HILLSBORO 3,FREE METH.CHURCH (S ENT),"1400 SEYMOUR, HILLSBORO, IL"
IL,Montgomery,Montgomery County,city/county,804,HILLSBORO 4,FREE METH.CHURCH (S ENT),"1400 SEYMOUR, HILLSBORO, IL"
IL,Montgomery,Montgomery County,city/county,805,HILLSBORO 5,HILLSBORO K C HALL MAIN ENT,"11198 RT 185, TAYLOR SPRINGS, IL"
IL,Montgomery,Montgomery County,city/county,806,HILLSBORO 6,HILLSBORO K C HALL MAIN ENT,"11198 RT 185, TAYLOR SPRINGS, IL"
IL,Montgomery,Montgomery County,city/county,901,IRVING,IRVING CENTURY HOUSE,"117 E. UNION, IRVING, IL"
IL,Montgomery,Montgomery County,city/county,1001,NOKOMIS 1,COALTON VILLAGE HALL,"1425 N. WEAVER, NOKOMIS, IL"
IL,Montgomery,Montgomery County,city/county,1002,NOKOMIS 2,NOKOMIS MEMORIAL PARK HOUSE,"118 MEMORIAL PK DR, NOKOMIS, IL"
IL,Montgomery,Montgomery County,city/county,1003,NOKOMIS 3,ST. LOUIS PARISH CENTER,"523 E. UNION, NOKOMIS, IL"
IL,Montgomery,Montgomery County,city/county,1004,NOKOMIS 4,ST. LOUIS PARISH CENTER,"523 E. UNION, NOKOMIS, IL"
IL,Montgomery,Montgomery County,city/county,1101,NORTH LITCHFIELD 1,NATIONAL GUARD ARMORY,"1617 N JEFFERSON, LITCHFIELD, IL"
IL,Montgomery,Montgomery County,city/county,1102,NORTH LITCHFIELD 2,FIRST BAPTIST CHURCH EAST ENT,"608 N VAN BUREN, LITCHFIELD, IL"
IL,Montgomery,Montgomery County,city/county,1103,NORTH LITCHFIELD 3,FIRST BAPTIST CHURCH EAST ENT,"608 N VAN BUREN, LITCHFIELD, IL"
IL,Montgomery,Montgomery County,city/county,1104,NORTH LITCHFIELD 4,NATIONAL GUARD ARMORY,"1617 N JEFFERSON, LITCHFIELD, IL"
IL,Montgomery,Montgomery County,city/county,1105,NORTH LITCHFIELD 5,FIRST BAPTIST CHURCH EAST ENT,"608 N VAN BUREN, LITCHFIELD, IL"
IL,Montgomery,Montgomery County,city/county,1106,NORTH LITCHFIELD 6,FIRST BAPTIST CHURCH EAST ENT,"608 N VAN BUREN, LITCHFIELD, IL"
IL,Montgomery,Montgomery County,city/county,1201,PITMAN,PITMAN TOWNSHIP TOWN HALL,"223 MAIN, WAGGONER, IL"
IL,Montgomery,Montgomery County,city/county,1301,RAYMOND,RAYMOND K.C. HALL,"510 E. SPARKS, RAYMOND, IL"
IL,Montgomery,Montgomery County,city/county,1401,ROUNTREE,NOKOMIS MEMORIAL PARK HOUSE,"118 MEMORIAL PK DR, NOKOMIS, IL"
IL,Montgomery,Montgomery County,city/county,1501,SOUTH FILLMORE,FILLMORE TOWNSHIP HALL,"103 N. MAIN, FILLMORE, IL"
IL,Montgomery,Montgomery County,city/county,1601,SOUTH LITCHFIELD 1,LITCHFIELD COMM. CENTER,"1100 S. STATE ST, LITCHFIELD, IL"
IL,Montgomery,Montgomery County,city/county,1602,SOUTH LITCHFIELD 2,LITCHFIELD COMM. CENTER,"1100 S. STATE ST, LITCHFIELD, IL"
IL,Montgomery,Montgomery County,city/county,1603,SOUTH LITCHFIELD 3,LITCHFIELD COMM. CENTER,"1100 S. STATE ST, LITCHFIELD, IL"
IL,Montgomery,Montgomery County,city/county,1604,SOUTH LITCHFIELD 4,LITCHFIELD COMM. CENTER,"1100 S. STATE ST, LITCHFIELD, IL"
IL,Montgomery,Montgomery County,city/county,1701,WALSHVILLE,WALSHVILLE VILLAGE HALL,"603 C ST, WALSHVILLE, IL"
IL,Montgomery,Montgomery County,city/county,1801,WITT 1,WITT LIONS CLUB,"500 W. BROADWAY, WITT, IL"
IL,Montgomery,Montgomery County,city/county,1802,WITT 2,WITT LIONS CLUB,"500 W. BROADWAY, WITT, IL"
IL,Montgomery,Montgomery County,city/county,1901,ZANESVILLE,PLEASANT HILL CHRISTIAN CH,"19433 W FRONTAGE RD, RAYMOND, IL"
IL,Morgan,Morgan County,city/county,101,JACKSONVILLE 01,JEFFERSON PARK COMMUNITY CENTER,"733 N. CLAY, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,102,JACKSONVILLE 02,JEFFERSON PARK COMMUNITY CENTER,"733 N. CLAY, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,103,JACKSONVILLE 03,COMMUNITY PARK CENTER,"1309 S MAIN ST., JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,104,JACKSONVILLE 04,COMMUNITY PARK CENTER,"1309 S MAIN ST., JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,105,JACKSONVILLE 05,COMMUNITY PARK CENTER,"1309 S MAIN ST., JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,106,JACKSONVILLE 06,LABORERS DEVELOPMENT IV,"1335 S DIAMOND ST, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,107,JACKSONVILLE 07,LABORERS DEVELOPMENT IV,"1335 S DIAMOND ST, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,108,JACKSONVILLE 08,L B TURNER APARTMENTS,"800 HOAGLAND AVE, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,109,JACKSONVILLE 09,BEECHER HI-RISE,"301 W BEECHER, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,110,JACKSONVILLE 10,FIRST PRESBYTERIAN CHURCH,"870 W COLLEGE AVE, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,111,JACKSONVILLE 11,FIRST PRESBYTERIAN CHURCH,"870 W COLLEGE AVE, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,112,JACKSONVILLE 12,OUR REDEEMER LUTHERAN CHURCH,"405 MASSEY LANE, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,113,JACKSONVILLE 13,OUR REDEEMER LUTHERAN CHURCH,"405 MASSEY LANE, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,114,JACKSONVILLE 14,U of I COOPERATIVE EXTENSION OFFICE,"104 N. WESTGATE, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,115,JACKSONVILLE 15,U of I COOPERATIVE EXTENSION OFFICE,"104 N. WESTGATE, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,116,JACKSONVILLE 16,FIRST BAPTIST CHURCH,"1701 MOUND ROAD, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,117,JACKSONVILLE 17,FAITH LUTHERAN CHURCH,"1385 W WALNUT, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,118,JACKSONVILLE 18,FAITH LUTHERAN CHURCH,"1385 W WALNUT, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,120,S JACKSONVILLE 1,SOUTH JACKSONVILLE FIRE DEPARTMENT,"1810 SEQUOIA, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,121,S JACKSONVILLE 2,SOUTH JACKSONVILLE FIRE DEPARTMENT,"1810 SEQUOIA, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,122,S JACKSONVILLE 3,SOUTH JACKSONVILLE FIRE DEPARTMENT,"1810 SEQUOIA, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,123,S JACKSONVILLE 4,RECREATIONAL CENTER,"200 LABOR DRIVE, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,124,ALEXANDER,ROAD DISTRICT # 8 BLDG,"903 OLD 36/ROAD DISTRICT AVE, ALEXANDER, IL"
IL,Morgan,Morgan County,city/county,125,ARCADIA,JACKSONVILLE AIRPORT,"RT 78 NORTH, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,126,CHAPIN,AMERICAN LEGION BUILDING,"534 SUPERIOR STREET, CHAPIN, IL"
IL,Morgan,Morgan County,city/county,127,CONCORD,AMERICAN LEGION BUILDING,"534 SUPERIOR STREET, CHAPIN, IL"
IL,Morgan,Morgan County,city/county,128,FRANKLIN,AMERICAN LEGION BUILDING,"306 WYATT ST, FRANKLIN, IL"
IL,Morgan,Morgan County,city/county,129,LITERBERRY,JACKSONVILLE AIRPORT,"RT 78 NORTH, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,130,LYNNVILLE,ROAD DISTRICT # 6 BLDG,"1541 US HWY 67, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,131,MARKHAM,ROAD DISTRICT # 6 BLDG,"1541 US HWY 67, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,132,MEREDOSIA 01,M-C RIVER VALLEY LIBRARY,"306 MAIN ST., MEREDOSIA, IL"
IL,Morgan,Morgan County,city/county,133,MEREDOSIA 02,M-C RIVER VALLEY LIBRARY,"306 MAIN ST., MEREDOSIA, IL"
IL,Morgan,Morgan County,city/county,134,MURRAYVILLE,MURRAYVILLE AMERICAN LEGION,"101 MAIN STREET, MURRAYVILLE, IL"
IL,Morgan,Morgan County,city/county,135,NORTONVILLE,MURRAYVILLE AMERICAN LEGION,"101 MAIN STREET, MURRAYVILLE, IL"
IL,Morgan,Morgan County,city/county,136,PISGAH,SOUTH JACKSONVILLE FIRE DEPARTMENT,"1810 SEQUOIA, JACKSONVILLE, IL"
IL,Morgan,Morgan County,city/county,137,PRENTICE-SINCLAIR,ROAD DISTRICT # 8 BLDG,"903 OLD 36/ROAD DISTRICT AVE, ALEXANDER, IL"
IL,Morgan,Morgan County,city/county,138,WAVERLY 01,AMERICAN LEGION BUILDING,"130 E STATE STREET, WAVERLY, IL"
IL,Morgan,Morgan County,city/county,139,WAVERLY 02,AMERICAN LEGION BUILDING,"130 E STATE STREET, WAVERLY, IL"
IL,Morgan,Morgan County,city/county,140,WAVERLY 03,AMERICAN LEGION BUILDING,"130 E STATE STREET, WAVERLY, IL"
IL,Morgan,Morgan County,city/county,141,WOODSON,WOODSON AMERICAN LEGION,"301 E MAIN STREET, WOODSON, IL"
IL,Moultrie,Moultrie County,city/county,101,DORA #1,AMERICAN LEGION POST 475,"155 S. COLTON, DALTON CITY, IL"
IL,Moultrie,Moultrie County,city/county,201,EAST NELSON #1,ALLENVILLE COMMUNITY CENTER,"202 S. Allen St., ALLENVILLE, IL"
IL,Moultrie,Moultrie County,city/county,301,JONATHAN CREEK #1,JONATHAN CREEK TOWNSHIP SHED,"1501 CR 1700N, SULLIVAN, IL"
IL,Moultrie,Moultrie County,city/county,401,LOVINGTON #1,FAMILY LIFE CENTER,"232 W. STATE ST, LOVINGTON, IL"
IL,Moultrie,Moultrie County,city/county,402,LOVINGTON #2,FAMILY LIFE CENTER,"232 W. STATE ST, LOVINGTON, IL"
IL,Moultrie,Moultrie County,city/county,501,LOWE #1,ARTHUR PUBLIC LIBRARY,"225 S. WALNUT, ARTHUR, IL"
IL,Moultrie,Moultrie County,city/county,601,MARROWBONE #1,AMERICAN LEGION POST #507,"391 STATE HWY 121, BETHANY, IL"
IL,Moultrie,Moultrie County,city/county,602,MARROWBONE #2,AMERICAN LEGION POST #507,"391 STATE HWY 121, BETHANY, IL"
IL,Moultrie,Moultrie County,city/county,701,SULLIVAN #1,ELIZ. TITUS MEM. LIBRARY,"2 WEST WATER, SULLIVAN, IL"
IL,Moultrie,Moultrie County,city/county,702,SULLIVAN #2,ST. COLUMCILLE CATHOLIC CHURCH,"516 W. JACKSON, SULLIVAN, IL"
IL,Moultrie,Moultrie County,city/county,703,SULLIVAN #3,ST. COLUMCILLE CATHOLIC CHURCH,"516 W. JACKSON, SULLIVAN, IL"
IL,Moultrie,Moultrie County,city/county,704,SULLIVAN #4,FAITH LUTHERAN CHURCH,"1185 STATE HWY 32, SULLIVAN, IL"
IL,Moultrie,Moultrie County,city/county,705,SULLIVAN #5,ST. COLUMCILLE CATHOLIC CHURCH,"516 W. JACKSON, SULLIVAN, IL"
IL,Moultrie,Moultrie County,city/county,706,SULLIVAN #6,ELIZ. TITUS MEM. LIBRARY,"2 WEST WATER, SULLIVAN, IL"
IL,Moultrie,Moultrie County,city/county,707,SULLIVAN #7,FAITH LUTHERAN CHURCH,"1185 STATE HWY 32, SULLIVAN, IL"
IL,Moultrie,Moultrie County,city/county,801,WHITLEY #1,GAYS VILLAGE HALL,"815 FRONT ST, GAYS, IL"
IL,Ogle,Ogle County,city/county,1,BROOKVILLE,BROOKVILLE,"BROOKVILLE GRACE UNITED METHODIST CHURCH, 17725 W. CHAMBERS ST, POLO, IL"
IL,Ogle,Ogle County,city/county,2,BUFFALO 1,BUFFALO 1,"SENIOR SERVICE CENTER, 101 E. MASON, POLO, IL. 61064, POLO, IL"
IL,Ogle,Ogle County,city/county,3,BUFFALO 2,BUFFALO 2,"SENIOR SERVICE CENTER, 101 E. MASON, POLO, IL. 61064, POLO, IL"
IL,Ogle,Ogle County,city/county,4,BUFFALO 3,BUFFALO 3,"SENIOR SERVICE CENTER, 101 E. MASON, POLO, IL. 61064, POLO, IL"
IL,Ogle,Ogle County,city/county,5,BYRON 1,BYRON 1,"BYRON CITY HALL, 232 W. 2ND ST., BYRON, IL. 61010, BYRON, IL"
IL,Ogle,Ogle County,city/county,6,BYRON 2,BYRON 2,"BYRON FIRE STATION, 123 N. FRANKLIN ST., BYRON, IL. 61010, BYRON, IL"
IL,Ogle,Ogle County,city/county,7,BYRON 3,BYRON 3,"BYRON CITY HALL, 232 W. 2ND ST., BYRON, IL. 61010, BYRON, IL"
IL,Ogle,Ogle County,city/county,8,BYRON 4,BYRON 4,"BYRON FIRE STATION, 123 N. FRANKLIN ST., BYRON, IL. 61010, BYRON, IL"
IL,Ogle,Ogle County,city/county,9,DEMENT,DEMENT,"MUNICIPAL BUILDING, 110 N. MAIN ST., CRESTON, IL. 60113, CRESTON, IL"
IL,Ogle,Ogle County,city/county,10,EAGLE POINT,EAGLE POINT,"NEW TOWNSHIP BUILDING, 3537 S. BROOKVILLE RD., POLO, IL. 61064, POLO, IL"
IL,Ogle,Ogle County,city/county,11,FLAGG 1,FLAGG 01,"ST. PATRICK'S PARISH CENTER, 244 KELLEY DR., ROCHELLE, IL. 61068, ROCHELLE, IL"
IL,Ogle,Ogle County,city/county,12,FLAGG 2,FLAGG 02,"ST. PATRICK'S PARISH CENTER, 244 KELLEY DR., ROCHELLE, IL. 61068, ROCHELLE, IL"
IL,Ogle,Ogle County,city/county,13,FLAGG 3,FLAGG 03,"SPRING LAKE MARINA, AVENUE B & 8TH AVE., ROCHELLE, IL. 61068, ROCHELLE, IL"
IL,Ogle,Ogle County,city/county,14,FLAGG 4,FLAGG 04,"FLAGG FIRE STATION, 5288 S. CENTER RD., ROCHELLE, IL. 61068, ROCHELLE, IL"
IL,Ogle,Ogle County,city/county,15,FLAGG 5,FLAGG 05,"HICKORY GROVE CIVIC CENTER, 1127 N. 7TH ST., ROCHELLE, IL. 61068, ROCHELLE, IL"
IL,Ogle,Ogle County,city/county,16,FLAGG 6,FLAGG 06,"ST. PATRICK'S PARISH CENTER, 244 KELLEY DR., ROCHELLE, IL. 61068, ROCHELLE, IL"
IL,Ogle,Ogle County,city/county,17,FLAGG 7,FLAGG 07,"SPRING LAKE MARINA, AVENUE B & 8TH AVE., ROCHELLE, IL. 61068, ROCHELLE, IL"
IL,Ogle,Ogle County,city/county,18,FLAGG 8,FLAGG 08,"VILLAGE HALL, 204 HILLCREST AVE., ROCHELLE, IL. 61068, ROCHELLE, IL"
IL,Ogle,Ogle County,city/county,19,FLAGG 9,FLAGG 09,"HICKORY GROVE CIVIC CENTER, 1127 N. 7TH ST., ROCHELLE, IL. 61068, ROCHELLE, IL"
IL,Ogle,Ogle County,city/county,20,FLAGG 10,FLAGG 10,"HICKORY GROVE CIVIC CENTER, 1127 N. 7TH ST., ROCHELLE, IL. 61068, ROCHELLE, IL"
IL,Ogle,Ogle County,city/county,21,FLAGG 11,FLAGG 11,"FLAGG CENTER FIRE STATION, 5288 S. CENTER RD., ROCHELLE, IL. 61068, ROCHELLE, IL"
IL,Ogle,Ogle County,city/county,22,FORRESTON 1,FORRESTON 01,"TOWNSHIP BUILDING, 104 E. STATE ST., FORRESTON, IL. 61030, FORRESTON, IL"
IL,Ogle,Ogle County,city/county,23,FORRESTON 2,FORRESTON 02,"TOWNSHIP BUILDING, 104 E. STATE ST., FORRESTON, IL. 61030, FORRESTON, IL"
IL,Ogle,Ogle County,city/county,24,FORRESTON 3,FORRESTON 03,"TOWNSHIP BUILDING, 104 E. STATE ST., FORRESTON, IL. 61030, FORRESTON, IL"
IL,Ogle,Ogle County,city/county,25,GRAND DETOUR,GRAND DETOUR,"TOWNSHIP BUILDING, 8110 MAIN ST., DIXON, IL. 61021, DIXON, IL"
IL,Ogle,Ogle County,city/county,26,LAFAYETTE,LAFAYETTE,"TOWN HALL, 7351 CHANA RD., ASHTON, IL. 61006, ASHTON, IL"
IL,Ogle,Ogle County,city/county,27,LEAF RIVER,LEAF RIVER,"TOWNSHIP BUILDING, 12 MAIN ST., LEAF RIVER, IL. 61047, LEAF RIVER, IL"
IL,Ogle,Ogle County,city/county,28,LINCOLN,LINCOLN,"TOWN HALL, 12319 W. JEFFERSON, POLO, IL. 61064, POLO, IL"
IL,Ogle,Ogle County,city/county,29,LYNNVILLE,LYNNVILLE,"TOWNSHIP BUILDING, 108 1ST ST., LINDENWOOD, IL. 61049, LINDENWOOD, IL"
IL,Ogle,Ogle County,city/county,30,MARION 1,MARION 01,"STILLMAN VALLEY FIRE STATION, 200 S. RURAL RD., STILLMAN VALLEY, IL. 61084, STILLMAN VALLEY, IL"
IL,Ogle,Ogle County,city/county,31,MARION 2,MARION 02,"STILLMAN VALLEY FIRE STATION, 200 S. RURAL, STILLMAN VALLEY, IL. 61084, STILLMAN VALLEY, IL"
IL,Ogle,Ogle County,city/county,32,MARION 3,MARION 03,"STILLMAN VALLEY FIRE STATION, 200 S. RURAL RD., STILLMAN VALLEY, IL. 61084, STILLMAN VALLEY, IL"
IL,Ogle,Ogle County,city/county,33,MARYLAND,MARYLAND,"OLD STONE SCHOOL HOUSE, 8763 N. MAIN ST. (ADELINE) LEAF RIVER, IL. 61047, LEAF RIVER, IL"
IL,Ogle,Ogle County,city/county,34,MONROE,MONROE,"FIRE STATION, 104 WEST ST., MONROE CENTER, IL. 61052, MONROE CENTER, IL"
IL,Ogle,Ogle County,city/county,35,MT. MORRIS 1,MT. MORRIS 01,"VILLAGE HALL, 105 W. LINCOLN ST., MT. MORRIS, IL. 61054, MT. MORRIS, IL"
IL,Ogle,Ogle County,city/county,36,MT. MORRIS 2,MT. MORRIS 02,"VILLAGE HALL, 105 W. LINCOLN ST., MT. MORRIS, IL. 61054, MT. MORRIS, IL"
IL,Ogle,Ogle County,city/county,37,MT. MORRIS 3,MT. MORRIS 03,"VILLAGE HALL, 105 W. LINCOLN ST., MT. MORRIS, IL. 61054, MT. MORRIS, IL"
IL,Ogle,Ogle County,city/county,38,MT. MORRIS 4,MT. MORRIS 04,"VILLAGE HALL, 105 W. LINCOLN, MT. MORRIS, IL. 61054, MT. MORRIS, IL"
IL,Ogle,Ogle County,city/county,39,OREGON-NASHUA 1,OREGON-NASHUA 01,"NASH RECREATION CENTER, 304 S. 5TH ST., OREGON, IL. 61061, OREGON, IL"
IL,Ogle,Ogle County,city/county,40,OREGON-NASHUA 2,OREGON-NASHUA 02,"NASH RECREATION CENTER, 304 S. 5TH ST., OREGON, IL 61061, OREGON, IL"
IL,Ogle,Ogle County,city/county,41,OREGON-NASHUA 3,OREGON-NASHUA 03,"NASH RECREATION CENTER, 304 S. 5TH ST., OREGON, IL. 61061, OREGON, IL"
IL,Ogle,Ogle County,city/county,42,OREGON-NASHUA 4,OREGON-NASHUA 04,"TOWNSHIP BUILDING, 107 ETNYRE AVE., OREGON, IL. 61061, OREGON, IL"
IL,Ogle,Ogle County,city/county,43,OREGON-NASHUA 5,OREGON-NASHUA 05,"NASH RECREATION CENTER, 304 S. 5TH ST., OREGON, IL. 61061, OREGON, IL"
IL,Ogle,Ogle County,city/county,44,OREGON-NASHUA 6,OREGON-NASHUA 06,"CHURCH OF GOD, 860 W. OREGON TRAIL RD., OREGON, IL. 61061, OREGON, IL"
IL,Ogle,Ogle County,city/county,45,PINE CREEK,PINE CREEK,"TOWN HALL, 5527 PINES RD., POLO, IL. 61064, POLO, IL"
IL,Ogle,Ogle County,city/county,46,PINE ROCK,PINE ROCK,"TOWNSHIP GARAGE, 210 WEST ST., CHANA, IL. 61015, CHANA, IL"
IL,Ogle,Ogle County,city/county,47,ROCKVALE 1,ROCKVALE 01,"TOWNSHIP BUILDING, 6057 IL. ROUTE 2 N., OREGON, IL. 61061, OREGON, IL"
IL,Ogle,Ogle County,city/county,48,ROCKVALE 2,ROCKVALE 02,"TOWNSHIP BUILDING, 5393 N. RIVER RD., BYRON, IL. 61010, BYRON, IL"
IL,Ogle,Ogle County,city/county,49,SCOTT,SCOTT,"DAVIS JUNCTION FIRE STATION, 106 S. MAPLE/JUNCTION ST., DAVIS JUNCTION, 61020, DAVIS JUNCTION, IL"
IL,Ogle,Ogle County,city/county,50,TAYLOR,TAYLOR,"TOWNSHIP BUILDING, 280 W. FLAGG RD., OREGON, IL. 61061, OREGON, IL"
IL,Ogle,Ogle County,city/county,51,WHITE ROCK,WHITE ROCK,"TOWNSHIP BUILDING, 410 3RD ST., KINGS, IL. 61068, KINGS, IL"
IL,Ogle,Ogle County,city/county,52,WOOSUNG,WOOSUNG,"EDWIN & MARY YINGLING GARAGE, 501 IL. RT. 26, WOOSUNG, IL. 61091, WOOSUNG, IL"
IL,Peoria,Peoria County,city/county,AK0001,Akron 01,Princeville High School Library,"302 N Cordis Ave, Princeville, IL"
IL,Peoria,Peoria County,city/county,BR0001,Brimfield 01,Wf Harding Memorial Building,"106 E Knoxville St, Brimfield, IL"
IL,Peoria,Peoria County,city/county,CH0001,Chillicothe 01,Vfw Post No. 4999,"1729 N Santa Fe Ave, Chillicothe, IL"
IL,Peoria,Peoria County,city/county,CH0002,Chillicothe 02,Vfw Post No. 4999,"1729 N Santa Fe Ave, Chillicothe, IL"
IL,Peoria,Peoria County,city/county,CH0003,Chillicothe 03,St Edwards R/c School & Diocese,"1215 N Fifth St, Chillicothe, IL"
