Lauderdale,101 - One,TRINITY PRESBYTERIAN CHURCH,4223 POPLAR SPRING DR MERIDIAN MS 39305
Lauderdale,105 - Five,MERIDIAN LITTLE THEATRE,4334 HWY 39 NORTH MERIDIAN MS 39301
Lauderdale,126 - Andrews Chapel,MASONIC LODGE,9198 HILLVIEW DR MERIDIAN MS 39305
Lauderdale,127 - Bailey,BAILEY PRESBYTERIAN CHURCH,8665 HWY 493 BAILEY MS 39320
Lauderdale,146 - New Lauderdale,NE COMMUNITY CLUB,628 BRIARWOOD RD MERIDIAN MS 39305
Lauderdale,153 - Prospect,PROSPECT PRESBYTERIAN CHURCH,7876 POPLAR SPRINGS DR MERIDIAN MS 39305
Lauderdale,175 - West Dalewood,LAUDERDALE FIRE STATION,9275 LAUDERDALE TOOMSUBA RD LAUDERDALE MS 39335
Lauderdale,202 - Two,POPLAR SPRINGS DR UNITED METHODIST CHURCH,3937 POPLAR SPRINGS DR MERIDIAN MS 39305
Lauderdale,204 - Four,CENTRAL FIRE STATION #1,2500 14TH STREET MERIDIAN MS 39301
Lauderdale,206 - Six,VELMA YOUNG COMMUNITY CENTER,2400 16TH AVE MERIDIAN MS 39301
Lauderdale,214 - Fourteen,RAYMOND P. DAVIS COUNTY COURTHOUSE ANNEX BUILDING,410 CONSTITUTION AVE MERIDIAN MS 39301
Lauderdale,235 - Daleville,SAM DALE FIRE STATION,11037 HWY 39 DALEVILLE MS 39326
Lauderdale,237 - East Lauderdale,FIRST BAPTIST CHURCH OF LAUDERDALE,3659 LAUDERDALE ROAD LAUDERDALE MS 39335
Lauderdale,238 - Marion,LAUDERDALE BAPTIST ASSOC. BUILDING,5521 CLINTON ST MARION MS 39342
Lauderdale,240 - Kewanee,SPRINGHILL BAPTIST CHURCH,5395 WRIGHT SPUR RD TOOMSUBA MS 39364
Lauderdale,254 - Russell,RUSSELL COMMUNITY CENTER,1722 MARION RUSSELL RD MERIDIAN MS 39301
Lauderdale,262 - Toomsuba,TOOMSUBA FIRE STATION,51 WILL GARRETT RD TOOMSUBA MS 39364
Lauderdale,303 - Three,EL BETHEL MISSIONARY BAPT CHURCH,2300 STATE BOULEVARD MERIDIAN MS 39305
Lauderdale,313 - Thirteen,NORTHCREST BAPTIST CHURCH,3412 NORTH HILLS STREET MERIDIAN MS 39305
Lauderdale,329 - Center Hill,FELLOWSHIP BAPTIST CHURCH,9325 FELLOWHSHIP RD MERIDIAN MS 39305
Lauderdale,331 - Collinsville,COLLINSVILLE VOLUNTEER FIRE DEPT,11710 NANCY DR COLLINSVILLE MS 39325
Lauderdale,343 - Martin,PINE GROVE BAPTIST CHURCH,11874 PINE GROVE RD COLLINSVILLE MS 39325
Lauderdale,361 - Suqualena,MACEDONIA BAPTIST CHURCH,11206 HWY 494 MERIDIAN MS 39305
Lauderdale,407 - Seven,FRANK COCHRAN CENTER,1725 CAROUSEL DR MERIDIAN MS 39307
Lauderdale,408 - Eight,MSU-MERIDIAN,1000 HWY 19 N MERIDIAN MS 39307
Lauderdale,409 - Nine,CAROUSEL PLACE-COMMUNITY CTR,4610 VALLY ST MERIDIAN MS 39307
Lauderdale,410 - Ten,MCCSA (OLD MT BARTON SCH),2900 ST PAUL ST MERIDIAN MS 39301
Lauderdale,411 - Eleven,HAMASA TEMPLE SHRINE-BALLROOM,2320 8TH ST MERIDIAN MS 39301
Lauderdale,412 - Twelve,COUNCIL OF ORGANIZATIONS,814 45TH AVENUE MERIDIAN MS 39307
Lauderdale,420 - Twenty,NEW HOPE BAPTIST CHURCH,2614-13TH STREET MERIDIAN MS 39301
Lauderdale,450 - Pickard,MT. VERNON BAPTIST CHURCH,4390 VALLEY RD MERIDIAN MS 39307
Lauderdale,517 - Seventeen,OAK GROVE BAPTIST CHURCH,801 OAK GROVE DR MERIDIAN MS 39301
Lauderdale,525 - Alamucha,ALAMUCHA/GREENHILL MISSIONARY BAPTIST CHURCH,5324 HIGHWAY 496 TOOMSUBA MS 39364
Lauderdale,528 - Causeyville,CAUSEYVILLE FIRE STATION,6145 CAUSEYVILLE RD MERIDIAN MS 39301
Lauderdale,530 - Clarkdale,NEW HOPE BAPTIST CHURCH,6573 HWY 145 MERIDIAN MS 39301
Lauderdale,544 - Meehan,MEEHAN FIRE STATION,12195 OLD HWY 80 WEST MERIDIAN MS 39301
Lauderdale,549 - Odom,PENTECOSTAL CHURCH OF JESUS CHRIST,1404 HWY 19 S MERIDIAN MS 39301
Lauderdale,560 - South Nellieburg,LOST GAP FIRE STATION,87 NORTH LAKELAND DR MERIDIAN MS 39307
Lauderdale,563 - Valley,SOUTH LAUDERDALE FIRE STATION,4849 VALLEY RD MERIDIAN MS 39307
Lauderdale,564 - Vimville,COKER'S CHAPEL UNITED METHODIST CHURCH,3042 JEFF DAVIS SCHOOL ROAD MERIDIAN MS 39301
Lauderdale,565 - Whynot,WHYNOT FIRE STATION,4602 OLD HWY 19 SE MERIDIAN MS 39301
Lauderdale,567 - Zero,LONG CREEK FIRE STATION,4892 ZERO RD MERIDIAN MS 39301
Lauderdale,583 - Mt Gilead,MT GILEAD BAPTIST CHURCH,3456 KOA CAMPGROUND RD MERIDIAN MS 39301
Lawrence,Armory,NATIONAL GUARD ARMORY,74 OLD HWY 27 NORTH MONTICELLO MS 39654
Lawrence,Center,CENTER FIRE DEPARTMENT,278 EAST LINCOLN ROAD MONTICELLO MS 39654
Lawrence,Coopers Creek (A-Z),TOPEKA-TILTON SCHOOL,853 HWY 27 MONTICELLO MS 39654
Lawrence,Courthouse A-Z,COURTHOUSE,517 EAST BROAD STREET MONTICELLO MS 39654
Lawrence,East Arm,WEST ARM FIRE DEPARTMENT,24 ARM CEMETERY ROAD SILVER CREEK MS 39663
Lawrence,Grange,COLEMANS CHAPEL CHURCH,204 D. E. STEPHENS ROAD SILVER CREEK MS 39663
Lawrence,Hooker,PEARL RIVER BAPTIST CHURCH,24 PEARL RIVER ROAD SILVER CREEK MS 39663
Lawrence,Jayess,JAYESS MASONIC LODGE,27 NORTH RAILROAD AVENUE JAYESS MS 39641
Lawrence,Monticello-Beat 5,FIRST BAPTIST CHURCH,188 CHURCH STREET MONTICELLO MS 39654
Lawrence,New Hebron,NEW HEBRON FIRE STATION,506 MAIN AVENUE NEW HEBRON MS 39140
Lawrence,Nola,NOLA VOTING BUILDING,162 SONTAG NOLA ROAD SONTAG MS 39665
Lawrence,Nola 91,NOLA 91 VOTING BUILDING,NO ADDRESS
Lawrence,North Silver Creek,SC CITY HALL,20 SECOND STREET SILVER CREEK MS 39663
Lawrence,Oakvale,OAKVALE FIRE DEPARTMENT,368 THIRD AVENUE OAKVALE MS 39656
Lawrence,Oma,OMA VOL. FIRE DEPT,1218 MONTICELLO ROAD MONTICELLO MS 39654
Lawrence,Peyton Town,DOERS OF THE WORD MISSION,95 OAK GROVE ROAD MONTICELLO MS 39654
Lawrence,Sontag,COMMUNITY CENTER (SONTAG),11 SMITH FERRY ROAD SONTAG MS 39665
Lawrence,South Silver Creek,U.P.W.I. UNION HALL,3186 SOUTHERN AVENUE SILVER CREEK MS 39663
