Lee,Tupelo 4 South,MORNING STAR BAPTIST CHURCH,2840 WILLIE MOORE RD TUPELO MS 38801
Lee,Tupelo 5,ICC STUDENT SERVICE CENTER,2176 S EASON BLVD TUPELO MS 38804
Lee,Unity,UNITY FIRE STATION,913 RD 1303 GUNTOWN MS 38849
Lee,Verona,VERONA CITY HALL,201 MAIN ST VERONA MS 38879
Leflore,Central Gwd,MAIN STREET FIRE STATION,404 MAIN STREET GREENWOOD MS 38930
Leflore,East Gwd,GWD RECREATION CENTER/OLD ARMORY,600 ELM STREET GREENWOODOD MS 38930
Leflore,Minter City,MINTER CITY VOLUNTEER FIRE STATION,2900 COUNTY ROAD 26 MINTER CITY MS 38944
Leflore,Money,MONEY VOLUNTEER FIRE STATION,28200 COUNTY ROAD 518 MONEY MS 38945
Leflore,Morgan City,LEFLORE COUNTY ROAD BARN,65161 HIGHWAY 7 SOUTH MORGAN CITY MS 38946
Leflore,Mvsu,MVSU SOCIAL SCIENCES BLDG,14000 HIGHWAY 82 WEST ITTA BENA MS 38941
Leflore,Ne Gwd,CIVIC CENTER,200 HIGHWAY 7 NORTH GREENWOOD MS 38930
Leflore,North Gwd,FIRE STATION/LEGION HUT,NO ADDRESS
Leflore,North Itta Bena,ITTA BENA FIRE DEPARTMENT,301 MARTIN LUTHER KING DRIVE ITTA BENA MS 38941
Leflore,Precinct 65,PRECINCT 65,NO ADDRESS
Leflore,Rising Sun,RISING SUN SCHOOL,3827 RISING SUN SCHOOL ROAD GREENWOOD MS 38930
Leflore,Schlater,SCHLATER CITY HALL,P.O. BOX 196 SCHLATER MS 38952
Leflore,Sidon,SIDON COMMUNITY HOUSE,104 GREEN STREET SIDON MS 38954
Leflore,South Gwd,JODIE WILSON LIBRARY,209 MARTIN LUTHER KING DRIVE GREENWOOD MS 38930
Leflore,South Itta Bena,ITTA BENA COMMUNITY CENTER,305 THURMAN ST. ITTA BENA MS 38941
Leflore,Southeast Gwd,EAST ELEMENTARY SCHOOL,208 MEADOWBROOK ROAD GREENWOOD MS 38930
Leflore,Southwest Gwd,YOUTH CENTER,926 HENRY STREET GREENWOOD MS 38930
Leflore,Swiftown,MAXEY'S GROCERY,100545 HIGHWAY 7 SOUTH SWIFTOWN MS 38959
Leflore,West Gwd,LEFLORE COUNTY COURT HOUSE,310 WEST MARKET STREET GREENWOOD MS 38930
Lincoln,Alexander,ALEXANDER,ALEXANDER JR. HIGH SCHOOL 713 BEAUREGARD STREET SCHOOL AUDITORIUM BROOKHAVEN MS 39601
Lincoln,Arlington,ARLINGTON,COUNTY UNIT FACILITY DISTRICT 4 1280 BOGUE CHITTO RD SW BOGUE CHITTO MS 39629
Lincoln,Big Springs,BIG SPRINGS,BIG SPRINGS BAPIST CHURCH 2659 TURPIN ROAD NE BROOKHAVEN MS 39601
Lincoln,Bogue Chitto,BOGUE CHITTO,BOGUE CHITTO HIGH SCHOOL LIBRARY 385 MONTICELLO STREET SE BOGUE CHITTO MS 39601
Lincoln,Brignal,BRIGNAL,BRIGNAL VOTING CENTER 2240 BRIGNAL ROAD CORNER OF BRIGNAL RD AND HOWARD RD BROOKHAVEN MS 39601
Lincoln,Caseyville,CASEYVILLE,VOTING HOUSE 3699 CASEYVILLE RD NW SOUTH SIDE WESSON MS 39191
Lincoln,City Hall,CITY HALL,CHAMBER OF COMMERCE 230 S WHITWORTH AVE BROOKHAVEN MS 39601
Lincoln,East Lincoln,EAST LINCOLN,EAST LINCOLN VOL FIRE DEPT 3357 EAST LINCOLN ROAD BROOKHAVEN MS 39601
Lincoln,Enterprise,ENTERPRISE,ENTERPRISE ATTENDANCE CENTER 1601 HIGHWAY 583 SE BOGUE CHITTO MS 39629
Lincoln,Fair River,FAIR RIVER,2728 HARMONY DRIVE SE BROOKHAVEN MS 39601
