Carroll,430 School,430 SCHOOL PRECINCT,22 CR 165 COILA MS 38923
Carroll,Black Hawk,BLACK HAWK FIRE STATION,35031 HYW 430 COILA MS 38923
Carroll,Calvary,CALVARY FIRE STATION,5246 CR 94 GRENADA MS 38901
Carroll,Carrollton,CARROLL COUNTY EXTENSION SERVICE BUILDING,105-B E WASHINGTON ST CARROLLTON MS 38917
Carroll,East Vaiden,EAST VAIDEN COURTROOM,803 FRONT ST VAIDEN MS 39176
Carroll,Fire Tower,FIRE TOWER PRECINCT,72 CR 296 CARROLLTON MS 38917
Carroll,Gravel Hill,GRAVEL HILL FIRE STATION,695 CR 23 GREENWOOD MS 38930
Carroll,Jefferson,JEFFERSON LIBERTY BC LIFE CENTER,3819 CR 100 CARROLLTON MS 38917
Carroll,McCarley,MCANERNEY'S RESTAURANT,4398 CR 282 MCCARLEY MS 38943
Carroll,North Carrollton,NORTH CARROLLTON CITY HALL BOARD ROOM,114 E MAIN ST NORTH CARROLLTON MS 38947
Carroll,Rays Shop,RAYS SHOP MT PISGAH FIRE STATION,287 CR 41 CARROLLTON MS 38917
Carroll,Salem,SALEM FIRE STATION,45204 HWY 430 VAIDEN MS 39176
Carroll,West Carroll,WEST CARROLL FIRE STATION,158 CR 531 GREENWOOD MS 38930
Carroll,West Vaiden,WEST VAIDEN BOARD ROOM,803 FRONT ST VAIDEN MS 39176
Chickasaw,Anchor 001,ANC-ANCHOR VOTING HOUSE 001,650 CR 416 WOODLAND MS 39776
Chickasaw,Buena Vista 002,BV-BUENA VISTA VOTING HOUSE 002,CR 172 HOUSTON MS 38851
Chickasaw,East Okolona 004,EO-OKOLONA CITY AUDITORIUM 004,215 MAIN ST OKOLONA MS 38860
Chickasaw,Egypt 003,EGT-EGYPT VOTING CENTER 003,CR 177 OKOLONA MS 38860
Chickasaw,North Houlka 005,NHK-HOULKA COMMUNITY CENTER 005,612 HWY 32 EAST HOULKA MS 38850
Chickasaw,North Okolona 006,NO-OKOLONA NATIONAL GUARD ARMORY 006,214 W MONROE AVE OKOLONA MS 38860
Chickasaw,Northwest Houston 007,NWH-HOUSTON NATIONAL GUARD ARMORY 007,653 PEARL ST HOUSTON MS 38851
Chickasaw,Pearsall 009,PSL-PEARSALL VOTING HOUSE 009,871 CR 92 HOUSTON MS 38851
Chickasaw,Pleasant Grove Thorn 008,PG-THORN COMMUNITY CENTER 008,106 CR 37 HOUSTON MS 38851
Chickasaw,South Houlka 011,SHK-HOULKA COMMUNITY CENTER 011,612 HWY 32 E HOULKA MS 38850
Chickasaw,Southeast Houston 010,SEH-HOUSTON CIVIC CENTER 010,635 STARKVILLE RD HOUSTON MS 38851
Chickasaw,Sparta 012,SPA-SPARTA OPRY HOUSE 012,634 CR 419 WOODLAND MS 39776
Chickasaw,Van Vleet 013,VV-CHICKASAW COUNTY BARN 013,146 CR 412 HOUSTON MS 38851
Chickasaw,West Okolona 014,WO-OKOLONA NATIONAL GUARD 014,214 W MONROE AVE OKOLONA MS 38860
Chickasaw,Woodland 015,WOOD-WOODLAND CITY HALL 015,120 MARKET ST WOODLAND MS 39776
Choctaw,ACKERMAN TOWN HALL,ACKERMAN TOWN HALL,MAIN ST ACKERMAN MS 39735
Choctaw,Bywy,BYWY FIRE DEPARTMENT,320 BYWY CHURCH RD ACKERMAN MS 39735
Choctaw,Chester,CHESTER COMMUNITY CENTER,44 EAST ROAD ACKERMAN MS 39735
Choctaw,District 5,ACKERMAN COMMUNITY CENTER,895 COLLEGE STREET ACKERMAN MS 39735
Choctaw,East Weir,WEIR FIRE DEPARTMENT,46 N. ANN STREET WEIR MS 39772
Choctaw,FRENCH CAMP FIRE DEPT,FRENCH CAMP FIRE DEPARTMENT,6069 MS HIGHWAY 413 FRENCH CAMP MS 39745
Choctaw,Fentress,BLANTON'S PIANO SERVICE,1 S. AIRPORT RD ACKERMAN MS 39735
Choctaw,French Camp,FRENCH CAMP FIRE DEPARTMENT,6069 MS HIGHWAY 413 FRENCH CAMP MS 39745
Choctaw,Hebron,HEBRON ROAD,7519 HEBRON ROAD EUPORA MS 39744
Choctaw,Kenego,BEAT 3 COUNTY BARN,5300 STEWART WEIR ROAD WEIR MS 39772
Choctaw,MATHISTON,RIO GRANDE RESTAURANT,MS HIGHWAY 15 ACKERMAN MS 39735
Choctaw,Panhandle,PANHANDLE FIRE DEPARTMENT,3525 WEIR PANHANDLE ROAD MCCOOL MS 39108
Choctaw,Reform,REFORM FIRE DEPARTMENT,142 PLAINERMILL ROAD ACKERMAN MS 39735
Choctaw,Sherwood,SHERWOOD COMMUNITY CENTER,23 E. SHERWOOD OCL RD MATHISTON MS 39752
Choctaw,Southwest Ackerman,ACKERMAN ELEMENTARY SCHOOL,8475 MS HIGHWAY 15 ACKERMAN MS 39735
Choctaw,WEIR FIRE DEPT,WEIR FIRE DEPARTMENT,46 N. ANN STREET WEIR MS 39772
,,,265 MARION KELLY DR.
,,,
Choctaw,West Weir,WEIR SCHOOL GYMNASIUM,WEIR SCHOOL GYMNASIUM WEIR MS 39777
Claiborne,County Precinct 1-A,MAGNOLIA CHURCH,NO ADDRESS
Claiborne,County Precinct 1-B,SOUTH CLAIBORNE COUNTY MAINT. FACILITY,NO ADDRESS
Claiborne,County Precinct 1-C,ALCORN STATE UNIVERSITY,NO ADDRESS
Claiborne,County Precinct 2,CLAIBORNE COUNTY FIRE DEPARTMENT,NO ADDRESS
Claiborne,County Precinct 3-A,OLD NATIONAL GUARD ARMORY,NO ADDRESS
Claiborne,County Precinct 3-B,COMMUNITY CENTER (MID WAY),NO ADDRESS
Claiborne,County Precinct 4-A,HERMANVILLE NUTRITION CENTER,NO ADDRESS
Claiborne,County Precinct 4-B,HERMANVILLE NUTRITION CENTER,NO ADDRESS
Claiborne,County Precinct 4-C,AMERICAN PAPER TUBE,NO ADDRESS
Claiborne,County Precinct 5-A,PATTISON FIRE STATION,NO ADDRESS
Claiborne,County Precinct 5-B,PATTIOSN FIRE STATION,NO ADDRESS
Clarke,Beaverdam,BVDM VFD,13327 CO. RD. 210 SHUBUTA MS 39360
Clarke,Carmichael,CARM COMM CTR,4507 CO. RD. 630 QUITMAN MS 39355
